Real Sto Return,Running Reverse KL,Running Update Time,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Itration
239.35,12.7045,0,237.48,0,174.8406219482422,50.2034,0
293.54,14.9711,1,328.13,5000,31.927213668823242,49.0489,1
403.74,13.0539,2,467.6,10000,221.2928924560547,49.0507,2
457.09,14.624,3,482.36,15000,195.54444885253906,49.6594,3
369.71,14.341,4,486.98,20000,269.06396484375,49.6645,4
528.0,14.3144,5,614.46,25000,254.64588928222656,49.5251,5
581.11,17.2492,6,615.62,30000,170.01119995117188,49.1738,6
670.74,13.8189,7,1640.2,35000,179.4346160888672,49.2293,7
711.24,14.3382,8,1524.14,40000,137.0792999267578,47.8925,8
1233.49,13.4688,9,1712.2,45000,116.88822174072266,47.633,9
778.57,13.5867,10,559.26,50000,116.55345916748047,47.6696,10
759.58,16.7866,11,2113.39,55000,95.32501983642578,46.7856,11
1126.92,18.3324,12,660.18,60000,44.652313232421875,46.082,12
1050.3,14.2831,13,1657.72,65000,12.64697265625,45.2947,13
1596.65,12.6561,14,873.38,70000,45.0439453125,44.8885,14
2398.48,13.1827,15,2645.49,75000,-18.276214599609375,44.972,15
1628.6,13.266,16,1922.54,80000,13.624101638793945,44.2769,16
2004.04,13.7992,17,1802.08,85000,12.330621719360352,44.304,17
2226.23,16.0668,18,2290.65,90000,-48.69293975830078,43.2803,18
3095.71,14.278,19,3179.46,95000,-101.18687438964844,42.5488,19
3066.68,15.2382,20,3165.29,100000,-57.37092971801758,42.9189,20
2729.23,15.6847,21,2581.3,105000,-89.55961608886719,41.7693,21
3452.54,13.8805,22,3574.69,110000,-60.30976867675781,41.1362,22
3590.38,16.467,23,3320.16,115000,-90.38263702392578,41.4886,23
3075.2,14.1815,24,3220.38,120000,-89.23259735107422,41.4498,24
3738.65,16.3873,25,3941.92,125000,-104.38346862792969,41.1116,25
3546.86,16.0734,26,3796.65,130000,-113.7411880493164,41.4343,26
3719.22,15.6645,27,3661.68,135000,-105.2841567993164,40.9245,27
3524.04,16.9115,28,3644.74,140000,-126.36741638183594,41.9173,28
3655.08,18.0627,29,3771.23,145000,-115.69210815429688,41.5506,29
3911.29,17.8903,30,3994.32,150000,-102.27686309814453,41.152,30
3879.46,19.9555,31,3843.69,155000,-130.37506103515625,41.8411,31
3915.77,19.35,32,4030.18,160000,-101.93499755859375,41.9557,32
3892.71,19.2289,33,3910.28,165000,-138.3115692138672,41.3556,33
4117.01,19.9107,34,4087.36,170000,-109.38933563232422,40.2804,34
4103.35,21.0984,35,4209.77,175000,-105.10810852050781,42.3456,35
4174.18,21.9106,36,4193.95,180000,-110.89542388916016,42.3885,36
4288.85,21.8457,37,4214.65,185000,-119.15782165527344,42.1277,37
4324.34,20.8114,38,4261.79,190000,-110.35376739501953,41.9565,38
4238.93,19.2649,39,4293.23,195000,-106.3681869506836,40.5278,39
4303.95,19.4283,40,4275.64,200000,-112.87027740478516,41.3901,40
4395.71,22.2908,41,4392.74,205000,-101.72689056396484,42.5145,41
4369.79,20.1584,42,4499.32,210000,-98.97655487060547,40.3747,42
4414.5,21.7923,43,4602.19,215000,-96.30033111572266,42.394,43
4396.01,19.7114,44,4521.07,220000,-118.87863159179688,41.4616,44
4409.75,20.8442,45,4519.88,225000,-132.8286590576172,41.0049,45
4432.55,19.7966,46,4578.45,230000,-104.02959442138672,41.211,46
4488.85,19.0076,47,4593.56,235000,-115.75150299072266,41.0644,47
4427.29,19.3928,48,4562.83,240000,-112.91372680664062,41.7299,48
4337.65,19.4493,49,4741.58,245000,-103.13570404052734,41.2546,49
4452.43,18.3029,50,4646.81,250000,-117.66433715820312,40.4125,50
4412.49,18.6769,51,4572.67,255000,-132.76022338867188,40.7245,51
4462.68,18.2035,52,4492.7,260000,-140.74612426757812,40.2811,52
4409.06,17.3862,53,4533.56,265000,-122.83679962158203,40.451,53
4452.66,19.2498,54,4677.06,270000,-105.46088409423828,42.159,54
4406.4,17.3943,55,4580.9,275000,-118.53924560546875,40.2068,55
4493.12,19.605,56,4602.74,280000,-129.82752990722656,41.2093,56
4531.69,17.8051,57,4632.5,285000,-129.5171661376953,40.9073,57
4451.83,20.6307,58,4556.1,290000,-127.15577697753906,41.1953,58
4558.83,20.3746,59,4750.04,295000,-126.94654083251953,40.973,59
4433.06,20.7699,60,4601.83,300000,-128.00181579589844,41.9726,60
3843.67,18.3719,61,3869.88,305000,-150.9011688232422,40.0466,61
9.9,99.7682,62,11.14,310000,-439.9524841308594,59.5566,62
4153.7,27.2142,63,264.37,315000,-229.15499877929688,41.6794,63
4300.42,20.7695,64,4585.2,320000,-147.1976318359375,41.1606,64
4455.58,21.3545,65,4521.19,325000,-148.65481567382812,42.6806,65
4251.73,18.6163,66,4413.6,330000,-166.91876220703125,41.9022,66
4465.73,20.6175,67,4583.95,335000,-186.1414337158203,41.2492,67
4499.15,21.4313,68,4635.33,340000,-173.44003295898438,41.8833,68
4475.97,21.511,69,4549.74,345000,-180.4241485595703,42.2365,69
4527.64,20.49,70,4654.49,350000,-168.8047637939453,41.058,70
4580.42,19.8126,71,4741.04,355000,-162.5095672607422,41.5002,71
4558.16,19.9866,72,4681.31,360000,-155.86781311035156,41.3963,72
4522.6,19.6573,73,4613.62,365000,-168.16539001464844,41.9517,73
4563.09,19.1794,74,4681.15,370000,-184.96835327148438,40.6137,74
4552.73,18.5303,75,4670.68,375000,-181.94163513183594,40.7968,75
4351.88,19.3008,76,4660.27,380000,-175.8634490966797,40.8841,76
4526.09,16.0718,77,4691.33,385000,-180.45074462890625,40.519,77
4551.47,18.3913,78,4650.51,390000,-182.8529815673828,40.7867,78
4575.35,17.0381,79,4757.55,395000,-171.2945098876953,40.4855,79
4540.13,17.0515,80,4694.3,400000,-189.07272338867188,40.9463,80
4577.88,20.4918,81,4687.91,405000,-203.43434143066406,41.3618,81
4515.25,18.2037,82,4629.98,410000,-203.95248413085938,41.3574,82
4554.86,18.9953,83,4683.55,415000,-218.90740966796875,40.6328,83
4588.92,19.657,84,4724.0,420000,-203.21524047851562,41.6029,84
4510.01,19.0856,85,4628.2,425000,-209.75338745117188,41.725,85
4592.81,20.4244,86,4737.45,430000,-221.61477661132812,41.6048,86
4657.31,18.6032,87,4711.27,435000,-217.52798461914062,40.0675,87
4567.48,19.5251,88,4703.99,440000,-223.7037353515625,40.7604,88
4564.96,18.0977,89,4663.99,445000,-219.70993041992188,40.9713,89
4540.15,18.6053,90,4615.18,450000,-224.85971069335938,41.2145,90
4645.73,18.9108,91,4723.65,455000,-233.58059692382812,40.6907,91
4592.51,18.6862,92,4702.55,460000,-233.744140625,40.5722,92
4386.64,17.7043,93,4728.95,465000,-229.93313598632812,40.5682,93
4443.77,17.3409,94,4725.6,470000,-257.3688659667969,40.377,94
4572.51,15.3943,95,4673.56,475000,-224.586669921875,39.8921,95
4587.3,17.0663,96,4697.14,480000,-236.80699157714844,40.7174,96
4563.37,16.5263,97,4721.85,485000,-239.18736267089844,40.4452,97
4655.54,18.0294,98,4750.2,490000,-263.32904052734375,40.0899,98
4599.67,18.7474,99,4721.82,495000,-266.98016357421875,40.6485,99
4608.7,16.9706,100,4752.65,500000,-259.1712951660156,40.4757,100
4657.0,17.4618,101,4782.4,505000,-274.2984313964844,38.4178,101
4288.44,26.6759,102,4726.58,510000,-346.0530090332031,40.887,102
4452.21,14.8235,103,4594.53,515000,-276.4275817871094,40.5696,103
4607.4,17.5558,104,4722.86,520000,-278.20050048828125,40.0843,104
4462.29,15.3601,105,4739.01,525000,-253.09341430664062,39.1636,105
4698.17,16.1062,106,4792.21,530000,-276.5919494628906,38.7921,106
4657.22,16.1888,107,4761.94,535000,-305.15057373046875,39.2991,107
4651.31,16.97,108,4757.77,540000,-278.5807800292969,40.3514,108
4658.38,16.8374,109,4737.2,545000,-285.0176696777344,38.8147,109
4178.19,17.5813,110,4723.94,550000,-294.0182800292969,39.6678,110
4698.65,16.5653,111,4739.45,555000,-292.3601379394531,37.9742,111
4645.38,18.0645,112,4771.46,560000,-325.32183837890625,40.5784,112
4619.06,16.6103,113,4816.91,565000,-317.28826904296875,39.1502,113
4685.74,16.7843,114,4793.58,570000,-342.831298828125,39.1048,114
4632.34,17.0131,115,4737.07,575000,-322.665283203125,39.2076,115
4580.8,17.0426,116,4745.91,580000,-351.9145202636719,39.6531,116
4651.94,16.6064,117,4753.5,585000,-323.6858825683594,39.173,117
4655.83,15.7315,118,4712.33,590000,-333.9277648925781,38.4135,118
4634.19,16.7931,119,4774.0,595000,-346.3094177246094,38.4165,119
4693.63,16.5086,120,4754.47,600000,-333.63824462890625,37.6462,120
4578.36,16.7276,121,4727.4,605000,-350.9490966796875,39.9185,121
4593.57,16.6683,122,4778.06,610000,-351.6508483886719,38.7371,122
4592.6,17.5168,123,4683.0,615000,-360.8145751953125,39.8067,123
4615.64,16.2479,124,4719.52,620000,-357.8175354003906,38.8517,124
4629.86,15.9458,125,4777.85,625000,-360.7622985839844,39.1249,125
4646.61,16.2125,126,4791.39,630000,-346.9967956542969,38.8326,126
4642.97,17.0502,127,4748.73,635000,-384.27276611328125,39.0737,127
4673.24,16.9646,128,4784.8,640000,-374.60528564453125,38.4116,128
4588.29,15.8142,129,4683.51,645000,-374.7734375,39.1687,129
4591.08,16.2166,130,4773.69,650000,-379.1598205566406,38.5852,130
4652.96,15.595,131,4835.37,655000,-366.0230712890625,37.4674,131
4679.44,14.9646,132,4823.87,660000,-374.9066467285156,37.7671,132
4693.85,15.8357,133,4779.23,665000,-381.09564208984375,38.2309,133
4564.12,16.1376,134,4729.57,670000,-417.69091796875,39.5503,134
4628.55,14.6537,135,4744.47,675000,-371.7306213378906,37.6051,135
4698.45,14.5107,136,4800.19,680000,-383.4521789550781,36.803,136
4711.34,14.4098,137,4828.12,685000,-393.68194580078125,36.701,137
4675.94,15.4996,138,4719.85,690000,-409.917724609375,37.415,138
4511.21,15.3306,139,4816.42,695000,-389.4595947265625,37.3673,139
4729.16,14.3278,140,4808.15,700000,-391.7315673828125,37.0407,140
4639.26,15.3577,141,4733.86,705000,-435.5967712402344,37.8753,141
4613.41,16.1739,142,4741.45,710000,-440.84625244140625,38.7835,142
4687.31,15.1578,143,4756.86,715000,-412.1100769042969,37.95,143
4693.28,14.401,144,4748.85,720000,-398.22882080078125,37.0431,144
4743.57,14.1777,145,4876.79,725000,-403.67315673828125,37.817,145
4646.6,14.2356,146,4720.5,730000,-431.47064208984375,37.2487,146
4679.4,14.0716,147,4745.0,735000,-424.76116943359375,37.2634,147
4705.71,14.1652,148,4812.42,740000,-401.0543212890625,36.2017,148
4704.34,15.1839,149,4746.61,745000,-443.4954528808594,37.2718,149
4613.48,14.7896,150,4714.67,750000,-438.34136962890625,37.7125,150
4759.52,14.6635,151,4786.2,755000,-411.4084777832031,36.3943,151
4380.45,15.8723,152,4779.06,760000,-476.0395202636719,39.1744,152
4770.25,14.4172,153,4857.94,765000,-419.7318420410156,36.4676,153
4738.42,14.5952,154,4761.92,770000,-425.2205505371094,37.12,154
4661.13,14.4311,155,4716.91,775000,-461.1552429199219,38.9315,155
4716.37,14.5553,156,4837.76,780000,-430.17388916015625,37.8176,156
4735.83,14.0695,157,4793.34,785000,-453.2520751953125,37.1134,157
4773.85,16.0425,158,4925.21,790000,-441.10150146484375,38.3651,158
4715.82,15.265,159,4801.59,795000,-465.0408630371094,37.7365,159
4634.67,14.0434,160,4773.05,800000,-470.9400634765625,36.8071,160
4623.72,14.1081,161,4702.33,805000,-476.84796142578125,38.1864,161
4767.9,15.4054,162,4862.23,810000,-437.4566650390625,37.3463,162
4645.03,13.5316,163,4744.81,815000,-460.2586669921875,37.5034,163
4752.65,13.8203,164,4859.8,820000,-424.0891418457031,37.6537,164
4768.48,15.1691,165,4815.54,825000,-423.95269775390625,37.5463,165
4761.76,15.4518,166,4941.02,830000,-471.6682434082031,38.0814,166
4797.97,15.0675,167,5047.71,835000,-415.5089111328125,36.654,167
4750.21,14.8826,168,4821.48,840000,-446.1734924316406,38.3344,168
4810.51,15.2725,169,5052.49,845000,-456.5145263671875,37.1365,169
4678.76,13.8184,170,4754.54,850000,-497.1107177734375,37.5451,170
4789.28,14.5313,171,4985.15,855000,-429.70220947265625,37.7907,171
4736.88,13.3038,172,4745.77,860000,-465.3008117675781,36.5503,172
4810.43,15.85,173,5021.83,865000,-455.91729736328125,38.0786,173
4802.85,14.5049,174,4929.57,870000,-457.463623046875,36.759,174
4782.52,14.2982,175,4893.24,875000,-496.749267578125,36.9552,175
4839.64,13.2327,176,4862.71,880000,-457.6793212890625,36.0907,176
4774.48,13.329,177,4749.56,885000,-480.22991943359375,37.2856,177
4807.77,14.2287,178,4876.41,890000,-456.7786560058594,37.4242,178
4818.57,15.5589,179,4987.55,895000,-490.30560302734375,37.6076,179
4785.33,14.3587,180,4941.38,900000,-479.919921875,37.6676,180
4763.89,14.4842,181,4891.27,905000,-510.4591979980469,37.3407,181
4776.69,14.6364,182,4961.93,910000,-496.5513916015625,37.5333,182
4724.41,13.1474,183,4807.07,915000,-537.0225219726562,36.388,183
4833.33,13.6895,184,4997.72,920000,-489.3826904296875,36.4954,184
4735.58,12.965,185,4850.45,925000,-506.85430908203125,36.554,185
4663.8,13.5858,186,4927.33,930000,-508.4573059082031,36.7078,186
4807.25,15.5117,187,4944.36,935000,-501.3726501464844,37.312,187
4789.26,15.4874,188,4963.03,940000,-558.8643188476562,38.3854,188
4844.85,14.8489,189,5020.89,945000,-515.0338745117188,37.1081,189
4814.28,14.8158,190,4981.0,950000,-536.0859375,37.9105,190
4813.39,15.0054,191,5009.56,955000,-523.152099609375,37.3513,191
4751.39,14.8832,192,4955.56,960000,-573.5590209960938,38.554,192
4797.56,16.1348,193,4952.73,965000,-549.6170043945312,38.7003,193
4820.95,14.6051,194,5010.54,970000,-558.61083984375,37.5958,194
4851.02,14.0756,195,5055.41,975000,-544.3639526367188,37.1015,195
4810.7,15.194,196,4988.98,980000,-586.18017578125,38.6015,196
4771.06,14.7429,197,4948.28,985000,-578.0618286132812,38.0419,197
4771.21,16.0743,198,4998.95,990000,-605.0852661132812,38.2934,198
4735.3,14.1695,199,5068.78,995000,-573.3011474609375,37.7653,199
4817.65,14.0366,200,5035.67,1000000,-579.0532836914062,37.7802,200
4813.17,15.4471,201,5017.21,1005000,-612.7671508789062,38.7746,201
4807.53,14.3744,202,5016.11,1010000,-600.0553588867188,37.5394,202
4825.49,14.3176,203,5056.73,1015000,-602.1771850585938,37.7958,203
4803.78,14.7245,204,5043.94,1020000,-621.10986328125,37.6549,204
4826.01,15.4595,205,5025.07,1025000,-609.3787841796875,37.8869,205
4779.02,16.3911,206,4972.77,1030000,-655.6915283203125,39.1047,206
4780.57,15.0343,207,4985.85,1035000,-624.488525390625,38.2577,207
4819.86,15.2159,208,4984.66,1040000,-608.8709716796875,37.881,208
4783.55,16.6856,209,4964.04,1045000,-647.0843505859375,38.7736,209
4794.32,15.3317,210,4986.61,1050000,-637.9998779296875,37.8829,210
4838.89,15.4027,211,5007.98,1055000,-643.3035888671875,38.0817,211
4743.52,16.6675,212,4932.81,1060000,-705.5396118164062,39.1096,212
4820.59,15.5303,213,5020.28,1065000,-655.8596801757812,37.8703,213
4783.39,15.9553,214,4977.37,1070000,-677.5341796875,39.0412,214
4771.99,16.0368,215,4966.32,1075000,-698.4689331054688,38.7592,215
4776.46,15.5607,216,5000.97,1080000,-703.8624877929688,38.872,216
4785.8,14.3712,217,4981.56,1085000,-690.7859497070312,37.9516,217
4797.79,14.798,218,4982.53,1090000,-701.052734375,38.2942,218
4785.94,16.1301,219,4988.29,1095000,-725.8897705078125,38.985,219
4792.46,15.7387,220,5029.5,1100000,-711.3383178710938,38.256,220
4765.99,15.3879,221,4986.24,1105000,-754.9425659179688,38.7643,221
4788.72,15.0339,222,4995.05,1110000,-719.9168090820312,37.7561,222
4762.57,14.4573,223,4971.88,1115000,-716.822509765625,38.0561,223
4793.45,14.3608,224,5037.86,1120000,-735.524169921875,37.793,224
4779.93,14.3788,225,5035.66,1125000,-723.06982421875,38.0811,225
4633.91,14.3995,226,5034.91,1130000,-763.6787719726562,38.0387,226
4773.06,13.8313,227,5054.77,1135000,-747.9586181640625,37.3559,227
4767.05,14.2538,228,5078.75,1140000,-778.9380493164062,37.9828,228
4724.26,14.3384,229,4996.01,1145000,-805.5551147460938,38.125,229
4682.67,14.0103,230,4982.92,1150000,-796.5651245117188,38.8128,230
4791.9,14.0601,231,5044.61,1155000,-775.535888671875,37.9387,231
4777.98,14.1224,232,5035.63,1160000,-787.75048828125,38.3135,232
4721.84,14.6201,233,4981.37,1165000,-828.8101806640625,38.8348,233
4562.02,14.324,234,5041.15,1170000,-798.5745239257812,37.9012,234
4582.63,13.7093,235,5132.53,1175000,-742.1668701171875,36.9651,235
4796.34,13.239,236,5077.0,1180000,-766.0508422851562,37.4089,236
4745.73,13.7825,237,5096.21,1185000,-801.7831420898438,37.9401,237
4790.12,13.8488,238,5075.72,1190000,-767.3258666992188,36.9156,238
4762.81,13.8547,239,5092.51,1195000,-804.07080078125,37.4529,239
4780.86,11.6058,240,5143.53,1200000,-801.2922973632812,36.2348,240
4749.56,13.942,241,5045.11,1205000,-806.4078369140625,36.9615,241
4705.33,13.1507,242,5040.99,1210000,-799.7843017578125,36.9929,242
4743.71,13.067,243,5051.04,1215000,-820.0903930664062,37.4362,243
4751.96,14.132,244,5050.07,1220000,-831.833251953125,37.602,244
4759.88,13.9536,245,5036.29,1225000,-819.5438232421875,37.2066,245
4730.86,13.6001,246,4992.67,1230000,-855.6011962890625,37.3485,246
4750.78,14.0406,247,5018.31,1235000,-846.546875,36.9823,247
4783.01,13.1491,248,5054.52,1240000,-826.5484619140625,36.313,248
4709.19,14.0848,249,4859.28,1245000,-892.050048828125,38.0862,249
4729.69,14.491,250,5024.13,1250000,-874.2286987304688,38.221,250
4738.62,14.947,251,4982.21,1255000,-906.7395629882812,38.3681,251
4752.7,14.233,252,5063.27,1260000,-875.8182373046875,37.859,252
4787.03,13.9459,253,5087.43,1265000,-866.740234375,37.5128,253
4460.93,15.0287,254,5061.21,1270000,-967.06103515625,37.5317,254
4847.92,13.1199,255,5111.86,1275000,-896.923095703125,36.1986,255
4704.47,12.4513,256,4867.09,1280000,-902.3807983398438,35.8388,256
4750.29,13.2125,257,5024.54,1285000,-882.1434936523438,36.9097,257
4624.2,13.4092,258,5028.52,1290000,-909.3335571289062,37.0958,258
4772.47,13.7376,259,5072.33,1295000,-873.1209106445312,37.0178,259
4482.0,13.7671,260,4978.95,1300000,-915.2459106445312,37.5834,260
4800.66,14.6786,261,5065.7,1305000,-918.4586791992188,38.3039,261
4642.91,14.325,262,4842.21,1310000,-956.6495361328125,37.6459,262
4727.21,14.2056,263,5001.02,1315000,-916.4163818359375,37.1372,263
4740.12,13.288,264,4996.46,1320000,-927.1174926757812,36.9755,264
4765.84,13.2878,265,5018.71,1325000,-927.221923828125,36.3037,265
4619.68,13.0215,266,5080.92,1330000,-855.65673828125,35.9278,266
4547.31,13.4902,267,4989.39,1335000,-928.3037109375,36.9247,267
4851.71,13.0536,268,5123.8,1340000,-843.0919799804688,36.0822,268
4794.78,14.1625,269,5034.92,1345000,-945.6242065429688,36.593,269
4388.67,13.2651,270,5023.34,1350000,-933.3518676757812,36.4475,270
4357.65,13.2142,271,5083.3,1355000,-925.6554565429688,36.3389,271
290.06,76.3071,272,282.75,1360000,-1776.839111328125,52.995,272
333.71,45.858,273,259.67,1365000,-1890.542236328125,49.8715,273
418.05,66.1363,274,449.3,1370000,-2106.353515625,47.9528,274
930.45,26.0433,275,1212.59,1375000,-1973.895751953125,44.6808,275
1060.75,20.3196,276,1508.63,1380000,-1877.9307861328125,45.1229,276
2403.61,15.1521,277,2493.25,1385000,-1912.152099609375,43.3057,277
1666.88,14.4892,278,3428.86,1390000,-1800.59814453125,43.1492,278
3727.05,16.7296,279,4169.03,1395000,-1362.12109375,40.0085,279
2285.82,19.217,280,2735.91,1400000,-1914.297119140625,41.5315,280
2862.48,21.4251,281,4207.4,1405000,-1680.0191650390625,41.3426,281
4359.44,16.109,282,4267.71,1410000,-1418.0550537109375,38.6544,282
4477.14,18.6837,283,4531.58,1415000,-1381.5677490234375,37.9698,283
4549.9,16.4842,284,4744.34,1420000,-1323.374755859375,39.1722,284
4584.67,19.0011,285,4719.02,1425000,-1350.4337158203125,39.9729,285
4621.75,17.2028,286,4807.69,1430000,-1315.7109375,39.0409,286
4534.67,17.4145,287,4697.32,1435000,-1324.903076171875,39.6041,287
4591.14,16.1951,288,4766.33,1440000,-1311.2955322265625,38.6741,288
4540.58,15.8918,289,4720.54,1445000,-1323.4912109375,39.2397,289
4529.45,16.1055,290,4760.71,1450000,-1360.1807861328125,39.7263,290
4565.08,16.0895,291,4782.09,1455000,-1355.5072021484375,39.8268,291
4319.06,16.9754,292,4827.75,1460000,-1404.2467041015625,39.8331,292
4573.21,16.6184,293,4766.93,1465000,-1421.5880126953125,39.9229,293
4580.16,16.7491,294,4753.52,1470000,-1400.1068115234375,40.0445,294
4582.24,16.235,295,4774.44,1475000,-1404.5513916015625,39.645,295
4585.16,16.5179,296,4806.85,1480000,-1364.176513671875,39.5675,296
4409.64,16.1919,297,4682.33,1485000,-1439.7987060546875,40.1082,297
4628.33,15.9255,298,4828.96,1490000,-1351.244140625,39.4831,298
4615.4,15.9396,299,4734.56,1495000,-1398.6898193359375,39.7708,299
4709.81,15.1043,300,4934.51,1500000,-1261.5445556640625,38.368,300
4680.3,14.9071,301,4902.28,1505000,-1342.241943359375,38.9066,301
4671.26,15.7163,302,4855.86,1510000,-1371.890380859375,38.8461,302
4662.45,14.6792,303,4871.65,1515000,-1346.1307373046875,38.4286,303
4706.08,14.4576,304,4920.69,1520000,-1309.5369873046875,37.9949,304
4717.33,14.9067,305,4959.82,1525000,-1315.3336181640625,38.0467,305
4713.47,15.0765,306,4964.77,1530000,-1281.9410400390625,37.872,306
4722.9,15.1337,307,4934.98,1535000,-1322.8638916015625,38.3311,307
4708.36,15.3461,308,4939.37,1540000,-1278.4522705078125,37.9787,308
4758.27,14.9741,309,5025.01,1545000,-1310.9444580078125,38.2238,309
4784.78,14.5984,310,5032.02,1550000,-1313.720947265625,37.7233,310
4788.3,14.6624,311,5026.42,1555000,-1320.7386474609375,37.3459,311
4769.54,13.6256,312,4911.28,1560000,-1305.60693359375,37.4218,312
4800.06,13.8029,313,4795.28,1565000,-1325.9874267578125,37.0191,313
4788.06,14.2589,314,4983.53,1570000,-1316.4959716796875,37.6975,314
4764.48,14.765,315,5037.73,1575000,-1337.0504150390625,38.0533,315
4764.45,14.4189,316,5050.39,1580000,-1335.498779296875,37.6408,316
4773.58,14.5144,317,5042.77,1585000,-1334.06591796875,38.0102,317
4846.18,13.9426,318,5122.59,1590000,-1250.273193359375,37.2037,318
4835.46,13.8572,319,5107.28,1595000,-1323.7518310546875,37.2977,319
4804.6,15.1947,320,5023.0,1600000,-1346.183837890625,38.1726,320
4849.33,14.2276,321,5063.3,1605000,-1352.104248046875,37.0743,321
4849.37,14.63,322,5062.51,1610000,-1393.4569091796875,37.5662,322
4838.34,15.03,323,5052.9,1615000,-1396.019775390625,37.732,323
4841.1,13.4883,324,5039.0,1620000,-1361.670654296875,36.4237,324
4801.99,14.5821,325,5054.84,1625000,-1451.0572509765625,38.2494,325
4818.24,14.4197,326,5077.04,1630000,-1436.130126953125,37.5408,326
4789.91,14.3874,327,4998.38,1635000,-1476.2071533203125,37.835,327
4867.03,14.3804,328,5120.4,1640000,-1395.5147705078125,37.0239,328
4818.08,15.0919,329,5029.96,1645000,-1433.532958984375,37.5114,329
4828.24,15.1632,330,5048.52,1650000,-1370.3768310546875,37.5569,330
4869.42,14.7146,331,5108.62,1655000,-1362.0841064453125,37.1694,331
4823.65,14.3377,332,5049.85,1660000,-1382.3077392578125,36.9759,332
4828.48,14.4175,333,5085.65,1665000,-1406.4979248046875,36.778,333
4748.84,13.1083,334,5148.6,1670000,-1327.9996337890625,35.871,334
4876.11,13.5896,335,5064.87,1675000,-1285.2447509765625,35.6106,335
4891.75,13.3115,336,5121.31,1680000,-1323.9305419921875,36.0835,336
4891.55,13.4147,337,5073.51,1685000,-1342.61279296875,36.1464,337
4861.8,13.8199,338,5079.13,1690000,-1430.0462646484375,36.4052,338
4850.16,13.7453,339,5080.28,1695000,-1436.91064453125,36.8359,339
4850.31,13.5478,340,5103.46,1700000,-1410.959716796875,36.303,340
4862.12,13.4396,341,5086.18,1705000,-1360.6500244140625,35.8374,341
4875.95,13.8181,342,5097.84,1710000,-1403.3538818359375,35.8618,342
4891.53,13.9539,343,5080.11,1715000,-1390.4449462890625,36.396,343
4858.29,14.7343,344,5122.08,1720000,-1479.0697021484375,37.7498,344
4880.39,14.54,345,5128.25,1725000,-1473.1650390625,35.9981,345
4901.03,13.9445,346,5195.0,1730000,-1467.8187255859375,36.1141,346
4652.21,13.5917,347,5181.55,1735000,-1476.645263671875,36.2979,347
4718.62,13.4624,348,5217.18,1740000,-1505.048095703125,35.9907,348
4597.9,14.3675,349,5189.08,1745000,-1592.02099609375,37.5428,349
4831.18,15.8478,350,5101.39,1750000,-1626.494140625,38.0623,350
4846.85,15.7268,351,5102.05,1755000,-1705.5394287109375,38.9563,351
4608.51,15.2079,352,5034.58,1760000,-1735.057861328125,38.5412,352
4643.27,15.3777,353,5089.53,1765000,-1637.656005859375,37.4924,353
4864.13,14.5965,354,5094.4,1770000,-1561.7733154296875,36.7955,354
4598.95,15.9575,355,5076.8,1775000,-1741.2064208984375,37.3147,355
4629.17,14.0816,356,4838.5,1780000,-1711.6739501953125,36.2084,356
4928.74,13.9013,357,4984.05,1785000,-1479.12353515625,35.7597,357
4658.44,15.5175,358,5075.45,1790000,-1664.019287109375,37.7756,358
4882.98,15.5725,359,5119.15,1795000,-1660.470458984375,38.0394,359
312.22,76.7495,360,299.97,1800000,-3306.568603515625,48.8223,360
3920.92,20.7098,361,3938.48,1805000,-2439.199951171875,43.4619,361
3820.32,17.7875,362,3953.25,1810000,-2204.391845703125,39.1224,362
4113.61,23.0175,363,4362.01,1815000,-2186.666015625,38.4828,363
4625.14,18.2413,364,4728.94,1820000,-1984.7962646484375,38.7289,364
4598.75,17.3962,365,4690.3,1825000,-1870.4779052734375,38.2394,365
4726.08,17.2369,366,4867.4,1830000,-1778.4373779296875,37.8032,366
