Running Reverse KL,Itration,Real Sto Return,Running Forward KL,Real Det Return
17.9043,0,310.04,36.8612,313.61
17.0794,1,268.82,37.5349,262.68
21.4253,2,384.62,35.2261,390.09
17.8194,3,510.42,33.1607,480.88
19.0551,4,119.04,33.268,123.26
71.2814,5,386.28,33.8361,253.49
25.6148,6,581.85,33.596,556.34
24.4263,7,604.27,32.859,620.03
23.6571,8,598.4,32.8807,573.17
23.7797,9,637.97,32.1931,621.16
30.2174,10,719.0,32.6757,1273.67
28.1786,11,761.02,32.1593,598.98
29.7298,12,695.22,32.7831,666.91
19.8019,13,1546.99,30.7702,1307.6
15.1306,14,1941.48,30.1812,1692.22
21.9197,15,1433.07,30.7785,1712.83
24.5305,16,1232.45,30.8273,1275.5
30.6522,17,972.62,30.1163,1030.59
26.4554,18,1225.31,30.8934,1121.08
32.4327,19,1082.74,32.0364,717.81
21.8094,20,790.54,31.933,792.02
18.9053,21,1619.4,29.8478,1442.48
23.8291,22,807.83,31.7436,744.88
20.7408,23,1661.68,29.9583,1347.99
21.1186,24,2364.97,30.3914,2689.0
18.6882,25,2291.47,29.1109,2814.8
16.9642,26,2732.32,29.0257,2946.69
22.5968,27,2208.37,28.8919,2814.05
13.2241,28,2969.99,27.5923,3088.67
22.5857,29,1116.54,29.4425,957.41
21.6907,30,1882.31,28.8379,1112.09
30.8378,31,1113.91,31.3739,1179.89
15.6886,32,1886.09,28.4789,2409.25
18.876,33,2128.05,29.2124,2811.0
18.9485,34,1160.26,28.8855,1116.98
19.4775,35,2375.71,28.6694,3232.21
24.1221,36,2532.57,28.5217,1131.53
26.764,37,936.21,31.3712,957.16
27.0244,38,1476.28,28.414,3111.19
27.8608,39,990.51,28.1123,1098.41
13.6417,40,2892.48,27.1011,3178.8
14.1729,41,2539.3,28.524,3257.9
15.3145,42,2769.78,28.7197,3385.86
17.7026,43,1403.29,29.2895,1086.83
13.9239,44,2920.01,27.4726,3358.95
15.3616,45,3265.41,28.2834,3399.8
17.4377,46,1191.43,29.36,971.05
14.2087,47,3110.0,27.2835,3367.09
15.9512,48,1538.57,29.3161,1187.12
13.7067,49,3134.78,27.7301,1766.15
17.2826,50,2086.5,28.4453,3260.64
14.4528,51,2804.4,27.5872,3357.89
12.9609,52,3228.94,26.2886,3387.94
18.5976,53,1778.36,27.7213,2291.2
30.9225,54,1953.66,26.5115,3322.26
17.3471,55,2842.91,27.4421,3298.62
15.0242,56,2647.76,27.613,3002.53
14.4084,57,3192.09,26.8652,3412.78
26.6125,58,1621.86,27.0948,1722.58
14.2811,59,2307.92,26.9125,3438.57
17.3881,60,1835.37,26.9612,1418.37
18.2265,61,1537.05,28.0055,2171.82
19.0206,62,1144.64,28.7269,1019.34
12.9492,63,2997.61,25.8858,3463.76
18.2457,64,1405.43,28.2758,1719.19
14.081,65,2858.56,26.6316,3405.73
13.3842,66,2968.05,25.885,3424.55
19.8892,67,1292.17,29.4824,1279.99
15.7924,68,1824.25,27.7971,3162.45
15.6642,69,1817.5,27.2777,2388.26
13.6512,70,3383.21,25.393,3402.88
17.0682,71,1251.56,27.3345,1108.35
13.0328,72,3377.25,25.3791,3430.08
13.1053,73,2968.8,25.1197,3393.45
13.8114,74,2118.2,25.3016,3441.65
18.275,75,1393.61,28.2753,1987.24
12.9148,76,2945.75,25.5898,3429.54
14.6077,77,3203.85,25.6361,3450.46
12.0473,78,3095.41,24.0502,3422.37
13.0062,79,2879.97,25.5024,3378.63
13.5403,80,3360.59,24.5404,3422.63
15.5593,81,1880.08,26.8476,3488.11
12.5242,82,2979.68,24.8784,3397.48
15.1313,83,2189.04,26.4151,3371.36
12.0926,84,2956.73,23.7917,3378.56
16.3833,85,1998.02,26.5889,3388.24
17.8236,86,1490.32,28.2173,3415.48
14.537,87,2553.11,26.2295,3439.43
13.2961,88,3381.2,25.3685,3409.5
13.9214,89,3401.81,25.0557,3442.5
12.4992,90,3392.97,23.4799,3435.87
12.9131,91,3326.52,23.9775,3427.03
20.317,92,1118.85,28.8911,1134.15
13.5569,93,3402.86,25.1578,3438.05
19.4781,94,2014.89,27.6603,3442.89
17.5516,95,3376.66,25.9391,3472.97
12.3213,96,3322.99,24.8703,3451.07
14.047,97,2521.3,25.135,3422.15
11.677,98,3219.52,23.6316,3418.77
16.0995,99,2069.43,27.0695,3392.84
12.937,100,2519.5,25.8521,3453.93
13.0861,101,2202.38,25.8641,3437.93
12.5712,102,2641.55,25.4579,3463.68
13.8669,103,2629.71,26.2939,3407.82
12.9313,104,3336.52,24.2023,3430.18
18.0398,105,1519.34,26.9216,3453.22
13.3728,106,3296.18,25.2205,3411.22
12.5401,107,3358.15,24.3483,3387.82
11.8293,108,3000.93,24.0986,3372.85
13.205,109,3230.97,25.4735,3407.34
12.0061,110,3335.61,23.6373,3450.61
12.7219,111,3332.92,24.5208,3412.99
13.8897,112,3379.1,25.1353,3407.6
11.2418,113,3359.57,23.7135,3376.64
14.7945,114,2107.29,24.2184,3403.96
14.8975,115,2066.31,25.7456,3412.35
12.4187,116,3318.84,24.2507,3430.46
11.1593,117,3318.88,23.7743,3393.77
15.6146,118,1981.55,26.3107,3426.52
17.5894,119,2794.89,24.9641,3449.51
13.4117,120,2660.79,25.4601,3421.48
15.5911,121,2497.84,24.8429,3399.8
12.2511,122,2625.72,23.9066,3427.04
12.149,123,3153.98,23.6522,3432.97
12.1063,124,3379.64,24.2462,3411.69
14.5205,125,2121.78,25.8992,3479.23
12.964,126,3403.67,24.1911,3444.31
14.6805,127,2429.6,26.3652,3396.75
14.0783,128,2569.62,25.9264,3409.44
20.5954,129,993.1,27.9528,1653.86
11.4285,130,3422.38,22.9628,3472.78
13.0615,131,2518.28,23.329,3416.14
12.6534,132,3430.0,23.7176,3457.22
16.0849,133,1895.48,26.9589,3477.33
12.8415,134,3281.85,23.9448,3420.94
13.5692,135,3397.69,24.8258,3432.67
12.5231,136,3134.35,24.4856,3429.77
12.4746,137,3025.71,23.8355,3506.84
13.5461,138,3419.73,25.2975,3430.24
12.5206,139,3412.38,24.9478,3420.7
12.8298,140,3350.68,24.509,3384.32
11.5601,141,3062.22,23.2725,3452.99
12.1913,142,3374.31,23.567,3391.5
11.5018,143,3282.61,23.2909,3450.04
11.8815,144,3084.1,24.0145,3363.27
13.2577,145,3404.62,24.5045,3430.89
12.9106,146,2861.16,25.9943,3425.58
11.9947,147,3357.59,23.7974,3433.95
12.2675,148,2776.58,25.1403,3453.8
11.6887,149,3273.15,23.3704,3378.66
14.26,150,3292.21,25.6448,3401.69
13.1625,151,3431.87,23.9885,3446.14
12.9852,152,2434.28,24.726,3478.5
12.6087,153,3324.38,24.7807,3405.14
13.0681,154,2691.95,25.4302,3466.51
11.8177,155,2962.48,24.2882,3457.93
12.9763,156,2419.56,25.179,3478.43
13.7996,157,3333.5,25.2585,3404.05
12.2283,158,3059.75,24.9713,3427.64
11.9911,159,2668.24,24.6242,3492.89
12.5068,160,3389.48,23.9203,3418.86
12.3275,161,3338.78,23.8994,3447.64
13.0205,162,2851.07,25.273,3451.08
12.5269,163,3154.16,25.1346,3408.17
12.2172,164,3356.98,24.1727,3434.11
11.6175,165,3296.16,23.2483,3409.57
13.5906,166,3118.96,23.8388,3486.63
13.4899,167,3181.3,25.9581,3365.95
11.566,168,3293.47,23.4581,3406.35
12.5528,169,3271.07,23.9805,3390.96
11.9739,170,3210.79,23.7068,3409.98
12.4164,171,3277.28,25.4335,3485.37
12.0486,172,2896.99,24.184,3430.59
12.8807,173,3346.38,23.5179,3456.35
12.5408,174,2998.3,24.4701,3482.63
11.8465,175,3295.71,22.8616,3470.82
11.3115,176,3257.05,23.8661,3387.51
12.7784,177,3332.59,23.7722,3432.63
13.8078,178,2420.97,26.5939,3484.68
11.5586,179,3392.46,22.966,3481.81
12.3558,180,3455.9,23.3444,3468.96
12.2805,181,2802.88,23.7709,3498.09
12.2004,182,3323.92,23.9096,3473.84
11.4965,183,3482.47,23.0901,3501.79
12.4965,184,2686.57,24.5188,3495.48
12.9187,185,2945.27,25.3034,3472.81
12.1152,186,2585.76,24.6578,3485.37
12.2018,187,3380.9,24.2196,3483.39
11.5427,188,2822.94,24.0801,3485.94
11.6516,189,3091.69,24.2325,3487.82
13.1961,190,2739.04,25.8287,3499.93
12.6734,191,3353.83,23.7684,3474.3
11.7488,192,3162.56,23.3246,3480.46
12.6378,193,2913.75,25.1286,3498.49
10.4731,194,3404.51,22.6195,3456.23
11.4331,195,2878.1,23.7429,3444.26
12.6107,196,3348.54,23.4181,3464.83
11.8364,197,2915.11,24.3598,3509.95
11.3932,198,3051.6,23.4394,3512.81
13.7625,199,2963.99,25.239,3465.68
