Running Update Time,Running Env Steps,Reward Loss,Itration,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return
776,3880000,-44514.9375,776,5399.44,39.5475,17.5164,5287.72
777,3885000,-43027.15625,777,5355.04,39.6175,17.7634,5249.84
778,3890000,-45504.45703125,778,5386.96,39.8204,17.1541,5136.07
779,3895000,-43810.734375,779,5357.03,39.2534,17.1751,5281.97
780,3900000,-42415.484375,780,5409.8,39.0661,18.0438,4787.51
781,3905000,-41293.8984375,781,5406.42,39.1972,16.7615,4780.53
782,3910000,-43859.65234375,782,5397.24,39.3872,16.948,5272.07
783,3915000,-42164.46875,783,5346.02,38.5817,17.9715,5301.58
784,3920000,-41902.7578125,784,5418.7,39.1176,17.4856,4969.95
785,3925000,-41985.34765625,785,5417.21,38.9171,17.8999,5059.13
786,3930000,-43832.84375,786,5395.42,39.5332,17.4995,5336.55
787,3935000,-43637.90625,787,5409.37,39.2542,18.1032,5348.02
788,3940000,-42329.50390625,788,5433.22,39.2643,17.65,5134.17
789,3945000,-43943.07421875,789,5415.95,39.5734,17.6083,5358.76
790,3950000,-44504.5,790,5386.4,39.2808,18.0907,5357.78
791,3955000,-42977.60546875,791,5278.24,38.9668,17.9085,5277.84
792,3960000,-43864.5859375,792,5355.38,38.5472,17.1639,5321.05
793,3965000,-44776.890625,793,5317.93,39.4827,17.1249,5115.26
794,3970000,-43601.2890625,794,5357.51,38.9913,17.6414,5280.75
795,3975000,-43569.06640625,795,5310.74,38.9765,17.7254,5238.21
796,3980000,-46019.17578125,796,5279.02,38.876,17.1075,5008.23
797,3985000,-43313.40625,797,5294.88,39.1199,17.2898,4672.74
798,3990000,-44212.71484375,798,5272.77,39.4091,17.7728,5271.02
799,3995000,-45138.125,799,5281.68,39.7253,17.5769,5236.89
800,4000000,-43970.25390625,800,5377.32,39.4339,18.0571,5078.75
801,4005000,-45528.02734375,801,5322.88,38.4038,17.2348,4877.25
802,4010000,-43725.94140625,802,5341.21,38.3165,17.3091,5295.43
803,4015000,-45924.953125,803,5278.3,38.8567,17.568,5265.83
804,4020000,-44167.0234375,804,5332.5,38.6821,16.5631,5184.82
805,4025000,-44341.31640625,805,5331.74,38.2864,16.6987,5269.39
806,4030000,-44093.2578125,806,5242.01,38.6918,17.1917,5179.45
807,4035000,-45118.09765625,807,5300.91,38.9497,17.3426,5269.73
808,4040000,-47551.1171875,808,5310.01,39.1778,17.5564,5258.67
809,4045000,-47671.56640625,809,5343.22,38.9028,17.6046,5325.05
810,4050000,-47688.328125,810,5356.04,38.9091,17.7235,5277.7
811,4055000,-48226.18359375,811,5268.58,39.3459,17.5618,5084.83
812,4060000,-47021.4921875,812,5277.85,39.5104,17.6542,5272.34
813,4065000,-48205.39453125,813,5252.29,39.2928,18.1746,5257.48
814,4070000,-47217.1484375,814,5287.69,38.9177,17.709,5292.16
815,4075000,-48560.4140625,815,5203.21,39.8655,18.1837,5233.39
816,4080000,-48484.53125,816,5270.45,39.2888,18.2645,5284.32
817,4085000,-48397.1015625,817,5274.01,39.315,17.951,5289.52
818,4090000,-47811.68359375,818,5258.1,39.7055,18.4143,5268.67
819,4095000,-47233.98828125,819,5220.95,40.0796,18.5996,5224.32
820,4100000,-48921.7734375,820,5247.35,39.9464,18.903,5311.71
821,4105000,-47378.625,821,5251.66,39.5041,17.9412,5272.88
822,4110000,-47839.4765625,822,5220.67,39.5588,17.8639,5275.63
823,4115000,-48062.359375,823,5254.93,39.6786,18.539,5300.06
824,4120000,-48792.9921875,824,5259.19,39.7326,18.7591,5312.06
825,4125000,-47285.015625,825,5267.04,39.6661,18.4553,5139.18
826,4130000,-49055.01171875,826,5297.31,39.5624,18.8153,5194.95
827,4135000,-49227.60546875,827,5249.17,39.9695,19.3449,5251.16
828,4140000,-49346.05859375,828,5266.55,39.8765,19.0134,5305.15
829,4145000,-48309.4453125,829,5289.91,39.4344,18.9613,5277.14
830,4150000,-48626.16015625,830,5209.58,39.1297,18.7459,5211.75
831,4155000,-47638.8046875,831,5305.53,39.4105,17.9849,5295.73
832,4160000,-48396.203125,832,5324.42,39.531,18.7101,5319.43
833,4165000,-49730.66796875,833,5272.85,39.8462,19.1098,5082.36
834,4170000,-49825.46875,834,5277.82,39.7287,18.2082,5279.21
835,4175000,-48274.58984375,835,5296.52,39.6928,18.4154,5270.34
836,4180000,-48069.05078125,836,5346.23,39.0508,18.859,5333.46
837,4185000,-49022.421875,837,5318.96,38.7497,17.6627,5327.88
838,4190000,-48459.86328125,838,5370.07,39.1832,18.1627,4915.38
839,4195000,-49857.6875,839,5365.22,39.5427,17.9823,5317.95
840,4200000,-49047.921875,840,5385.43,39.7831,19.161,5240.86
841,4205000,-49006.26171875,841,5315.25,39.5655,18.5305,5319.41
842,4210000,-48687.875,842,5374.91,39.0954,18.4217,5012.63
843,4215000,-49212.09765625,843,5388.63,39.5826,17.595,5376.7
844,4220000,-48213.62890625,844,5381.46,39.3982,18.3818,4917.19
845,4225000,-47332.98046875,845,5384.84,39.0008,17.7502,5329.67
846,4230000,-48139.97265625,846,5396.79,39.3852,18.1779,5116.7
847,4235000,-47180.6484375,847,5332.51,39.0547,18.4949,5308.43
848,4240000,-47349.80859375,848,5360.33,38.9899,18.2127,5095.42
849,4245000,-48405.046875,849,5312.75,38.9627,17.6468,5290.54
850,4250000,-47723.6875,850,5392.17,39.3688,18.8187,5110.46
851,4255000,-48367.921875,851,5418.58,39.3799,23.2577,5326.36
852,4260000,-45847.37109375,852,5408.86,39.0132,18.7686,5372.84
853,4265000,-48408.4375,853,5357.04,38.9032,18.1582,5313.91
854,4270000,-48953.8828125,854,5457.39,39.8982,20.2792,5013.84
855,4275000,-45789.21875,855,5378.55,38.7931,18.3368,5316.6
856,4280000,-49821.9765625,856,5467.71,39.2091,18.9891,5382.03
857,4285000,-47647.05859375,857,5406.92,38.6547,18.0347,5367.76
858,4290000,-49268.1328125,858,5419.67,39.4093,19.89,5140.27
859,4295000,-49495.515625,859,5447.0,39.3896,18.6793,3726.54
860,4300000,-48400.00390625,860,5432.21,39.5536,20.7321,5355.39
861,4305000,-49223.0625,861,5415.18,39.3666,17.6353,5269.07
862,4310000,-48620.58984375,862,5393.62,39.4845,17.9763,5139.24
863,4315000,-48280.78515625,863,5430.39,39.1934,18.4605,5376.32
864,4320000,-48709.125,864,5389.05,38.9215,17.6215,4762.34
865,4325000,-49095.859375,865,5344.41,39.0967,18.4339,5330.95
866,4330000,-48040.6328125,866,5365.49,39.0835,17.8453,5198.6
867,4335000,-49332.203125,867,5340.77,39.4976,19.1842,5313.47
868,4340000,-50275.6171875,868,5326.08,39.2505,18.0508,5304.51
869,4345000,-49587.859375,869,5290.33,39.2432,18.2339,5251.24
870,4350000,-47664.8359375,870,5305.44,38.3823,17.8227,5069.28
871,4355000,-50031.5625,871,5344.61,38.5435,18.2309,5323.96
872,4360000,-50979.76171875,872,5374.56,39.2033,18.3859,5362.06
873,4365000,-51140.328125,873,5326.66,39.3546,18.1368,5312.65
874,4370000,-49463.296875,874,5334.3,39.1938,18.7862,5115.62
875,4375000,-50604.1328125,875,5332.58,39.1988,18.081,5317.62
876,4380000,-48091.5546875,876,5392.23,38.5861,18.2118,5347.17
877,4385000,-49303.56640625,877,5407.2,39.012,18.3207,5349.65
878,4390000,-50562.88671875,878,5407.08,38.8476,19.591,5375.72
879,4395000,-48964.3984375,879,5373.62,39.5949,18.3263,5333.7
880,4400000,-49250.16796875,880,5333.33,38.4989,18.5178,5368.35
881,4405000,-49121.25390625,881,5364.44,39.0413,18.6853,5337.13
882,4410000,-48976.234375,882,5360.07,39.791,18.6031,5301.72
883,4415000,-48929.484375,883,5351.89,39.2246,19.0915,5310.33
884,4420000,-50671.58984375,884,5414.9,39.3919,18.9005,5352.9
885,4425000,-50399.84765625,885,5336.06,39.2924,17.769,5318.04
886,4430000,-50893.0546875,886,5308.31,39.0251,19.2147,5325.85
887,4435000,-50004.53125,887,5476.74,39.0343,19.5748,5330.14
888,4440000,-49199.93359375,888,5420.02,38.848,19.2657,5136.27
889,4445000,-52148.73046875,889,4306.35,40.1772,18.8685,4650.8
890,4450000,-51150.609375,890,5387.41,40.0046,20.8525,5318.98
891,4455000,-51230.9453125,891,5370.83,39.4441,20.166,5323.57
892,4460000,-51333.671875,892,5364.22,39.283,19.2598,4840.82
