Itration,Running Update Time,Real Sto Return,Reward Loss,Real Det Return,Running Env Steps,Running Forward KL,Running Reverse KL
779,779,474.96,-46469.09375,-39.96,3895000,45.3126,46.9992
780,780,4580.02,-53033.984375,5037.38,3900000,41.1072,19.7273
781,781,5017.25,-55469.41015625,5077.8,3905000,41.4884,21.1358
782,782,4772.04,-56366.6640625,5064.37,3910000,42.4033,20.8423
783,783,4791.34,-55367.9609375,5066.42,3915000,41.849,20.2453
784,784,4994.98,-53777.6484375,5050.05,3920000,41.8916,20.0263
785,785,5039.98,-55533.57421875,5082.44,3925000,42.331,22.3518
786,786,4763.35,-56947.484375,5011.89,3930000,41.987,20.5549
787,787,4793.27,-57182.05078125,5022.59,3935000,42.0349,20.7297
788,788,4944.43,-55633.82421875,4991.62,3940000,42.1678,20.0008
789,789,4905.86,-58079.43359375,5077.94,3945000,42.3698,21.5314
790,790,4838.61,-56960.95703125,5056.82,3950000,42.3043,20.9076
791,791,5007.02,-56327.48046875,5060.87,3955000,41.3954,20.3744
792,792,4804.97,-57967.5078125,5076.98,3960000,41.9349,18.6468
793,793,4859.45,-59636.47265625,4882.47,3965000,42.4065,22.1679
794,794,4995.32,-58190.2265625,5030.5,3970000,42.2527,20.3551
795,795,5013.63,-57260.48046875,5019.36,3975000,42.1724,22.3218
796,796,5002.11,-57943.39453125,5052.97,3980000,41.955,21.5709
797,797,5037.98,-58878.76171875,5054.31,3985000,41.7212,22.2975
798,798,5051.04,-59303.20703125,4951.69,3990000,42.1656,22.8611
799,799,5027.02,-59404.51171875,5080.49,3995000,42.2306,22.5004
800,800,5028.81,-57970.42578125,5077.24,4000000,42.6295,22.6539
801,801,5025.66,-58295.0078125,5046.21,4005000,42.636,22.8382
802,802,5009.4,-58900.03515625,5037.8,4010000,41.9747,22.5254
803,803,5029.8,-60506.71875,5066.19,4015000,42.8858,23.4968
804,804,5016.88,-59839.52734375,5064.96,4020000,41.9297,21.7374
805,805,5019.29,-59850.11328125,5064.87,4025000,42.4647,22.2051
806,806,4982.11,-60071.390625,5002.34,4030000,42.8077,21.771
807,807,5005.07,-59823.86328125,5047.04,4035000,42.8922,21.6508
808,808,5019.67,-59186.63671875,5060.16,4040000,42.756,22.1026
809,809,5023.12,-59834.09375,5054.43,4045000,42.8021,22.7349
810,810,5009.95,-61192.1875,5045.8,4050000,42.8519,22.2213
811,811,5001.03,-61566.671875,5034.58,4055000,42.3629,22.2059
812,812,5003.62,-61179.87890625,5037.52,4060000,42.9178,22.8615
813,813,5008.19,-60930.3203125,5051.44,4065000,42.8849,22.4105
814,814,5010.83,-60685.90625,5038.52,4070000,43.1652,23.2652
815,815,5008.36,-59751.29296875,5034.17,4075000,42.6831,22.177
816,816,4852.4,-57902.3984375,5062.4,4080000,43.2864,22.0475
817,817,5016.13,-60154.87109375,5073.89,4085000,42.1118,22.1564
818,818,5094.74,-59596.0,5082.74,4090000,43.1027,23.0808
819,819,4828.76,-58836.94140625,5061.65,4095000,42.6083,21.7399
820,820,4409.21,-61590.64453125,3787.86,4100000,42.6361,22.7853
821,821,5034.06,-60748.4375,5061.18,4105000,42.7794,22.3028
822,822,5016.1,-60111.29296875,5035.62,4110000,42.3782,22.5274
823,823,4873.38,-61626.35546875,4923.8,4115000,43.3179,23.0711
824,824,4873.61,-61307.60546875,5052.66,4120000,42.3355,23.0239
825,825,5021.57,-60067.421875,5067.64,4125000,41.9984,22.2353
826,826,4947.7,-61002.0546875,5150.42,4130000,42.8286,22.5752
827,827,5037.13,-62351.7890625,5075.88,4135000,42.5992,21.5555
828,828,1359.57,-57430.01171875,1936.42,4140000,43.161,27.6596
829,829,5083.35,-60959.59765625,5143.35,4145000,42.7271,23.0511
830,830,5096.56,-61912.421875,5123.3,4150000,42.7985,22.3679
831,831,4818.51,-61291.69921875,5021.27,4155000,42.3772,22.5738
832,832,5050.42,-61227.26171875,4560.39,4160000,42.514,22.2756
833,833,4660.62,-60882.65234375,5086.72,4165000,42.1306,20.6691
834,834,5108.26,-61314.24609375,5118.71,4170000,41.8912,21.7731
835,835,5143.8,-61563.375,5169.87,4175000,42.5851,22.9124
836,836,5102.31,-60430.88671875,5143.98,4180000,43.3524,22.3982
837,837,5033.74,-59394.8515625,5012.22,4185000,42.8055,22.4778
838,838,5061.97,-59131.38671875,5086.87,4190000,42.7694,22.5124
839,839,4836.81,-59719.359375,4204.34,4195000,42.7328,22.2001
840,840,4738.44,-58940.07421875,4865.3,4200000,42.6292,21.9522
841,841,4563.99,-58788.0078125,4435.52,4205000,42.7423,23.0162
842,842,3033.07,-58878.67578125,3452.31,4210000,41.9938,19.4672
843,843,3304.94,-58489.18359375,3447.29,4215000,42.5506,19.2578
844,844,3889.11,-60652.94140625,3234.93,4220000,43.8203,19.6152
845,845,4043.8,-59876.5546875,4025.65,4225000,41.7609,21.7076
846,846,4698.25,-58762.8125,4585.23,4230000,41.6088,21.6913
847,847,62.55,-51603.515625,38.38,4235000,52.3899,59.5051
848,848,844.61,-54190.00390625,890.4,4240000,53.6588,52.6743
849,849,743.01,-56398.4140625,814.57,4245000,53.1514,53.8669
850,850,4645.54,-64100.8671875,4766.06,4250000,43.0048,26.2443
851,851,4040.28,-57138.58984375,3468.42,4255000,42.1956,41.5869
852,852,4568.53,-58838.140625,4858.36,4260000,42.7704,22.1823
853,853,1326.04,-56564.61328125,1459.01,4265000,46.2801,80.9239
854,854,78.17,-58346.26953125,-0.56,4270000,52.34,31.1825
855,855,557.57,-59307.078125,814.95,4275000,48.7028,35.9504
856,856,724.7,-54577.0859375,863.28,4280000,48.8466,57.5795
857,857,4753.77,-58954.93359375,4808.5,4285000,41.5231,22.3885
858,858,4379.35,-57081.09765625,4122.49,4290000,42.9324,29.8886
859,859,3986.39,-58557.00390625,4065.87,4295000,43.0092,25.6609
860,860,4555.99,-60294.35546875,4766.44,4300000,44.1311,23.2746
861,861,4874.44,-59476.80859375,4947.28,4305000,43.5524,23.1781
862,862,4997.73,-59396.09765625,5050.66,4310000,42.9572,23.3874
863,863,4986.24,-60252.84375,5009.5,4315000,43.7564,23.9179
864,864,5037.38,-60320.703125,5096.54,4320000,42.9542,22.9855
865,865,4945.8,-60843.76953125,5004.82,4325000,42.9844,22.3049
866,866,4964.97,-61262.9375,5005.59,4330000,42.9974,22.9115
867,867,4942.85,-60952.2421875,4972.47,4335000,43.3186,23.5505
868,868,4930.13,-60402.96875,4969.43,4340000,42.8193,22.7764
869,869,4879.8,-61006.79296875,4898.47,4345000,42.7199,22.9743
870,870,405.92,-57007.91015625,2.16,4350000,47.0344,61.5439
871,871,139.97,-65568.28125,119.15,4355000,48.0794,31.8835
872,872,2728.4,-59804.69140625,2960.56,4360000,44.7879,28.1419
873,873,4415.71,-58730.1640625,4322.82,4365000,43.3011,26.5736
874,874,5063.96,-60576.28515625,5117.93,4370000,42.4964,21.8348
875,875,5090.1,-62294.16015625,4776.22,4375000,42.6364,21.9312
876,876,4364.69,-58915.890625,4347.6,4380000,42.6749,27.0105
877,877,4830.89,-60896.04296875,3768.34,4385000,42.3627,22.5164
878,878,5109.03,-59935.0859375,4044.55,4390000,42.0827,23.7468
879,879,5039.59,-60146.11328125,5027.24,4395000,42.3581,23.5368
880,880,4875.85,-58567.7890625,3057.73,4400000,42.7028,22.9931
881,881,4864.87,-58826.80078125,2389.51,4405000,42.7875,22.1983
882,882,4812.99,-58304.61328125,4787.9,4410000,42.5132,20.8847
883,883,4784.54,-59942.62109375,4916.33,4415000,42.7425,21.4887
884,884,4832.21,-59357.7578125,5036.7,4420000,42.7248,23.0749
885,885,4944.18,-60664.859375,4145.0,4425000,42.0971,21.7863
886,886,4922.33,-60454.34765625,4467.12,4430000,42.9056,23.1161
887,887,4841.6,-59379.91015625,4724.84,4435000,42.6479,20.8923
888,888,5085.53,-61005.59765625,5083.49,4440000,42.4666,21.6907
889,889,5111.56,-60164.60546875,5088.28,4445000,42.739,21.7426
890,890,5055.76,-59367.41015625,5075.1,4450000,42.7004,20.6539
891,891,5075.0,-60073.62890625,5095.48,4455000,42.7455,21.2351
892,892,5019.9,-61062.625,3981.51,4460000,42.0599,19.8554
893,893,5018.22,-60583.3359375,3762.57,4465000,42.1168,19.888
894,894,5089.29,-60470.57421875,4163.65,4470000,41.5526,20.1164
895,895,5091.27,-59980.23046875,5140.73,4475000,41.5027,20.8388
896,896,5056.12,-60867.703125,5019.45,4480000,42.2696,20.8839
897,897,4809.1,-60922.18359375,4805.94,4485000,42.1941,20.9635
898,898,4844.02,-59557.69140625,4323.72,4490000,40.8161,20.2528
899,899,4817.75,-58140.95703125,3148.87,4495000,41.5186,20.5908
900,900,4549.88,-61281.0859375,3711.9,4500000,42.3307,19.8771
901,901,4817.23,-58843.30859375,4669.57,4505000,41.0865,20.988
902,902,4856.99,-59886.33984375,4943.94,4510000,42.167,26.5495
903,903,4582.91,-57452.35546875,4393.42,4515000,41.7933,24.8035
904,904,4142.44,-59249.1484375,1349.56,4520000,41.9568,26.6782
905,905,-21.0,-50164.91015625,-17.79,4525000,54.4817,81.5329
906,906,4167.08,-54600.5859375,4485.13,4530000,40.3499,19.3945
907,907,4442.72,-57247.67578125,4948.75,4535000,40.8192,21.9466
908,908,4752.73,-57308.90625,5003.0,4540000,40.7863,22.0738
909,909,4297.81,-58500.4296875,4109.54,4545000,41.183,23.5303
910,910,4340.49,-58260.48828125,4953.56,4550000,41.2813,21.5152
911,911,3599.45,-58660.88671875,3271.59,4555000,40.8368,21.42
912,912,3991.44,-60242.6015625,4991.83,4560000,41.4995,23.1235
913,913,4436.34,-61928.171875,2735.04,4565000,41.1559,28.61
914,914,0.97,-60204.6484375,-0.34,4570000,54.3234,62.2199
915,915,1297.75,-58988.98046875,960.0,4575000,55.164,60.7187
916,916,4106.81,-56860.546875,3441.15,4580000,42.5974,25.4619
917,917,4003.08,-61865.23828125,1950.99,4585000,42.673,22.8462
918,918,3927.93,-62538.93359375,4298.06,4590000,42.8473,22.9873
919,919,4495.71,-65523.82421875,5136.67,4595000,43.1473,25.7304
920,920,5101.04,-66124.5625,5120.85,4600000,42.9128,24.9942
921,921,4645.69,-66488.1015625,5076.2,4605000,43.5874,23.8225
922,922,4162.43,-62147.296875,5064.73,4610000,44.0226,26.0983
923,923,352.04,-61335.88671875,463.3,4615000,54.0308,56.8335
924,924,5084.1,-59274.109375,5144.06,4620000,42.1704,22.2745
925,925,5055.59,-57463.33984375,5066.57,4625000,41.6819,21.3526
926,926,5129.48,-62287.3515625,5128.93,4630000,42.6646,22.9284
927,927,5146.33,-59354.84375,5161.14,4635000,41.1718,21.5503
928,928,4897.55,-62010.99609375,5186.68,4640000,42.0128,21.7124
929,929,5130.56,-61926.890625,5158.22,4645000,41.2915,22.7608
930,930,5122.09,-60290.703125,5154.46,4650000,41.0641,22.0244
931,931,5026.69,-60755.8359375,5052.06,4655000,41.212,21.4556
932,932,5073.82,-59450.90625,5054.22,4660000,40.8725,21.3463
933,933,5087.09,-59549.9140625,5086.91,4665000,41.2726,21.685
934,934,5036.66,-60259.19140625,5034.18,4670000,41.4443,20.8322
935,935,4969.77,-60013.984375,4981.73,4675000,41.8477,21.2564
936,936,4840.57,-59703.796875,5014.78,4680000,40.5508,21.1252
937,937,4869.18,-58726.46875,5026.87,4685000,40.8933,20.9758
938,938,5031.06,-60266.0078125,5033.72,4690000,41.4782,21.5504
939,939,4991.09,-61432.6328125,5006.04,4695000,41.5373,21.9121
940,940,5001.95,-60238.23046875,5035.31,4700000,41.0215,23.0048
941,941,5108.41,-57928.04296875,5126.51,4705000,41.0252,20.4226
942,942,5086.1,-59894.52734375,5098.71,4710000,40.9278,20.8782
943,943,5102.76,-59367.921875,5142.73,4715000,41.4346,20.7329
944,944,5184.05,-59380.36328125,5220.6,4720000,41.0165,20.8564
945,945,4906.15,-61402.07421875,5175.43,4725000,41.0549,20.8159
946,946,5061.5,-61415.421875,5086.21,4730000,40.9058,19.7979
947,947,4989.09,-60982.34375,5142.09,4735000,41.2189,21.0293
948,948,5013.78,-62869.67578125,5032.3,4740000,41.8851,20.4472
949,949,5103.9,-60472.828125,5128.57,4745000,40.8664,21.4445
950,950,4914.15,-62917.43359375,5096.64,4750000,42.0947,22.797
951,951,5166.58,-61222.625,5170.75,4755000,41.1133,21.9219
952,952,4687.8,-64330.4765625,5114.49,4760000,41.829,24.769
953,953,5083.68,-62771.4921875,5092.66,4765000,41.9103,21.4943
954,954,5159.24,-63326.4921875,5170.25,4770000,41.3912,21.9667
955,955,5051.02,-62501.859375,5061.56,4775000,41.9521,25.9273
956,956,5060.44,-63572.61328125,5070.87,4780000,42.1766,21.7697
957,957,4854.48,-62355.66015625,5054.71,4785000,41.6429,21.0014
958,958,5110.35,-63521.0078125,5113.46,4790000,42.0149,25.8721
959,959,4869.21,-63002.92578125,5120.81,4795000,41.5961,24.3606
960,960,4660.17,-62061.19921875,4884.37,4800000,42.7861,30.8521
961,961,4898.35,-63140.8828125,5169.41,4805000,41.3208,24.5534
962,962,4311.0,-66388.296875,4731.49,4810000,42.503,28.2427
963,963,5170.68,-64937.875,5212.07,4815000,41.5322,22.0949
964,964,5197.42,-66201.09375,5199.14,4820000,42.0584,22.7319
965,965,5196.42,-64969.57421875,5202.38,4825000,41.5093,26.0741
966,966,5164.97,-64824.82421875,5184.97,4830000,41.5836,21.7045
967,967,5174.74,-64489.76953125,5188.15,4835000,41.4013,22.5072
968,968,5172.96,-64728.93359375,5170.39,4840000,42.0115,21.6445
969,969,5147.78,-64180.34375,5175.38,4845000,41.7207,21.719
970,970,4903.8,-64123.00390625,5162.46,4850000,41.324,21.3583
971,971,5168.97,-64523.1328125,5173.95,4855000,41.8042,21.5919
972,972,5181.25,-65181.24609375,5194.39,4860000,42.1579,22.267
973,973,5178.62,-65357.2265625,5177.16,4865000,42.2172,22.5418
974,974,5108.77,-63806.38671875,5117.32,4870000,41.9815,22.2117
975,975,5222.37,-65980.0703125,5226.45,4875000,42.069,23.088
976,976,5123.51,-63230.98046875,5150.42,4880000,42.4749,23.5814
977,977,5192.67,-65843.359375,5208.23,4885000,42.1613,23.0241
978,978,5130.99,-65067.62890625,5181.04,4890000,41.7139,22.2257
979,979,5151.97,-62530.55859375,5204.12,4895000,41.4941,22.9833
980,980,5126.49,-65634.15625,5153.34,4900000,41.933,22.0121
981,981,4189.68,-61973.65625,4039.68,4905000,43.1032,28.2243
982,982,5203.07,-65332.69140625,5219.54,4910000,42.3507,22.4763
983,983,4978.08,-65186.296875,5201.34,4915000,42.1163,23.9923
984,984,5168.1,-63923.72265625,5179.32,4920000,42.0276,22.307
985,985,5127.76,-63768.59765625,5140.71,4925000,42.3607,22.1617
986,986,4880.28,-62909.05859375,5122.63,4930000,42.2538,25.3333
987,987,5114.77,-64325.62109375,5141.09,4935000,41.8843,22.6902
988,988,4908.41,-63807.93359375,5130.16,4940000,42.4497,27.4479
989,989,5125.91,-65400.75390625,5136.07,4945000,41.9429,21.5875
990,990,4911.51,-65140.45703125,5142.0,4950000,42.1393,24.8654
991,991,5167.87,-65250.87109375,5178.59,4955000,43.2533,23.4189
992,992,5005.65,-63785.4375,5189.03,4960000,43.0307,27.6277
993,993,5165.48,-65281.86328125,5162.93,4965000,42.1903,21.7223
994,994,4980.34,-65963.2109375,5217.46,4970000,41.7373,21.7056
995,995,4968.87,-65808.25,5186.81,4975000,41.9349,23.1449
996,996,4906.38,-63771.3359375,5130.12,4980000,41.2904,23.6788
997,997,5151.61,-64943.03515625,5178.66,4985000,41.7026,21.3302
998,998,5102.69,-63854.30859375,5154.18,4990000,41.3358,20.8532
999,999,4989.79,-65034.453125,5186.98,4995000,41.5173,22.2485
1000,1000,4972.35,-63857.265625,4643.28,5000000,41.9448,21.1862
1001,1001,5121.29,-64313.5078125,5146.63,5005000,41.7488,21.1052
1002,1002,5004.57,-64017.27734375,5125.31,5010000,41.7526,21.5568
1003,1003,4830.84,-65120.3984375,5239.73,5015000,41.8165,21.1543
1004,1004,4877.11,-63043.1796875,4765.42,5020000,41.8854,22.1115
1005,1005,4759.05,-64477.11328125,5210.12,5025000,41.6419,20.612
1006,1006,4653.33,-65153.33203125,5196.16,5030000,42.6055,22.5507
1007,1007,5144.41,-64247.7109375,5161.84,5035000,41.575,21.1638
1008,1008,4509.19,-64659.296875,4685.65,5040000,41.8497,21.2762
1009,1009,4206.72,-64608.53515625,3787.68,5045000,41.3332,20.971
1010,1010,4820.6,-64492.421875,3624.73,5050000,41.7968,20.1955
1011,1011,4731.11,-63417.3671875,4288.55,5055000,42.3182,19.3121
1012,1012,4766.31,-62328.12109375,4285.29,5060000,41.8437,18.38
1013,1013,2929.27,-63489.15234375,4345.58,5065000,42.7015,21.7945
1014,1014,2719.11,-49035.93359375,2970.82,5070000,43.2702,39.278
1015,1015,-14.96,-5081.44189453125,-15.84,5075000,57.0518,80.8352
1016,1016,-28.12,-43150.29296875,-26.54,5080000,57.233,86.2515
1017,1017,4668.32,-62560.21484375,5172.5,5085000,42.6028,22.1941
1018,1018,4718.66,-62995.06640625,5005.59,5090000,41.5266,21.5317
1019,1019,4431.83,-64057.58984375,5098.46,5095000,41.8234,21.2707
1020,1020,4578.67,-64738.72265625,4908.7,5100000,42.1887,21.1364
1021,1021,4761.17,-62822.84375,5127.62,5105000,41.9932,21.8293
1022,1022,4621.37,-65889.7734375,5075.13,5110000,41.932,22.0936
1023,1023,4355.8,-64939.484375,5002.25,5115000,41.8264,21.2011
1024,1024,4377.99,-65726.0625,5016.72,5120000,41.7025,22.021
1025,1025,4868.58,-65965.609375,5048.88,5125000,41.5024,20.714
1026,1026,4720.98,-63884.43359375,5015.82,5130000,41.4187,20.6829
1027,1027,5052.0,-64943.6640625,5100.06,5135000,41.471,20.9088
1028,1028,5081.37,-67028.7265625,5123.04,5140000,41.5743,22.454
1029,1029,5119.21,-66395.953125,5151.77,5145000,42.6109,22.8195
1030,1030,4843.26,-65822.40625,5051.74,5150000,41.7249,20.6296
1031,1031,4910.79,-66805.4921875,5176.13,5155000,41.9387,22.8117
1032,1032,5108.68,-66552.96875,5159.88,5160000,41.8003,22.0524
1033,1033,5116.26,-67889.90625,5103.97,5165000,42.4939,23.4731
1034,1034,5100.31,-67472.4296875,5153.17,5170000,42.4129,23.3478
1035,1035,5092.21,-65957.15625,5106.41,5175000,41.8205,21.8411
1036,1036,5022.82,-64705.18359375,4855.55,5180000,41.4123,19.7948
1037,1037,4681.38,-65705.6796875,4878.92,5185000,41.9693,21.6021
1038,1038,5076.52,-64340.14453125,5088.3,5190000,41.3584,21.5431
1039,1039,5023.47,-65732.0234375,5056.02,5195000,42.1581,21.9486
1040,1040,5107.06,-65713.421875,5130.84,5200000,41.7005,21.5512
1041,1041,5052.7,-66013.1875,5090.04,5205000,41.9289,20.3391
1042,1042,2636.72,-61887.19921875,5104.4,5210000,42.5378,17.8232
1043,1043,5051.33,-64600.68359375,5074.41,5215000,41.6162,22.0055
1044,1044,3966.94,-66333.2734375,5059.34,5220000,41.7952,18.3707
1045,1045,3570.97,-66104.7890625,5094.74,5225000,41.7227,18.187
1046,1046,5085.97,-66905.9296875,4649.96,5230000,42.1682,18.7109
1047,1047,5055.81,-66399.828125,5057.89,5235000,41.792,20.0122
1048,1048,5051.38,-66675.734375,5048.33,5240000,42.0417,22.802
1049,1049,4942.88,-64766.5625,5114.4,5245000,41.4829,19.9965
1050,1050,5105.37,-63876.8125,5099.11,5250000,41.3578,20.1767
1051,1051,4796.73,-67108.171875,4771.34,5255000,41.6987,22.2886
1052,1052,4358.77,-67210.2265625,4910.24,5260000,41.5876,19.5332
1053,1053,4907.03,-65392.71484375,5101.31,5265000,42.0829,23.2599
1054,1054,5005.93,-65489.9375,5142.34,5270000,41.6154,19.6444
1055,1055,4298.44,-66668.9765625,4621.44,5275000,41.7033,19.0996
1056,1056,4503.94,-66244.4453125,5153.56,5280000,41.3793,20.3229
1057,1057,4660.57,-65938.953125,4299.14,5285000,41.5088,20.3749
1058,1058,4419.2,-64541.2734375,4759.49,5290000,40.9833,18.9032
1059,1059,4800.25,-65903.3046875,4967.31,5295000,41.9336,22.6544
1060,1060,4728.65,-66120.578125,5085.45,5300000,41.5871,20.5204
1061,1061,4700.55,-65792.515625,3337.35,5305000,41.969,21.7917
1062,1062,4944.22,-66965.0546875,5102.71,5310000,41.2724,23.4363
1063,1063,4987.85,-66634.0390625,5000.86,5315000,42.2005,21.3543
1064,1064,4947.05,-67793.75,5205.0,5320000,41.3227,21.6994
1065,1065,4785.29,-65690.75,5148.33,5325000,41.3351,20.0458
1066,1066,4073.65,-67737.3515625,4344.5,5330000,42.354,21.1985
1067,1067,4124.85,-67250.359375,4696.04,5335000,42.6041,17.5361
1068,1068,5058.49,-67574.8671875,5089.08,5340000,41.9102,23.5678
1069,1069,4876.27,-65814.0859375,5066.04,5345000,42.0726,22.9257
1070,1070,4919.31,-68344.7265625,5085.11,5350000,42.066,22.8401
1071,1071,5089.88,-69181.6796875,5169.7,5355000,41.3363,23.2672
1072,1072,4939.39,-69391.5546875,4879.85,5360000,42.1256,23.8143
1073,1073,4997.43,-67416.9453125,5186.27,5365000,41.8157,21.2728
1074,1074,4996.45,-67596.421875,5119.64,5370000,41.4107,22.3695
1075,1075,5032.61,-67595.1484375,4762.89,5375000,41.1513,19.8787
1076,1076,5043.69,-67867.4921875,5108.62,5380000,41.7265,23.5569
1077,1077,4803.75,-66989.4765625,5003.95,5385000,41.4168,21.2055
1078,1078,4889.43,-67778.6796875,5015.62,5390000,41.2942,21.6957
1079,1079,4901.44,-67950.3671875,5028.57,5395000,41.0893,20.8559
1080,1080,4831.58,-67358.921875,4972.49,5400000,41.3102,22.554
1081,1081,4719.07,-67954.1171875,5000.81,5405000,40.8321,20.0789
1082,1082,4803.79,-67049.234375,5070.42,5410000,41.3123,22.5154
1083,1083,4935.03,-67553.484375,5070.39,5415000,41.2884,20.7265
1084,1084,4834.55,-69303.7421875,5094.33,5420000,40.9555,21.3328
1085,1085,4142.62,-67403.5859375,5023.97,5425000,42.106,19.2979
1086,1086,4564.08,-67199.6875,5055.85,5430000,41.1355,20.5902
1087,1087,4228.7,-67919.90625,4915.89,5435000,42.2662,18.6278
1088,1088,4621.14,-67056.71875,5120.19,5440000,41.7733,23.7556
1089,1089,5040.83,-66455.75,5088.26,5445000,41.4136,21.3527
1090,1090,1902.18,-61461.0234375,2649.3,5450000,44.2513,43.3091
1091,1091,4960.79,-65419.71875,4707.92,5455000,41.2989,22.9408
1092,1092,5025.0,-67902.6640625,5071.24,5460000,41.5737,21.8068
1093,1093,5021.69,-67313.453125,5022.8,5465000,41.8804,23.4605
1094,1094,4514.19,-64632.12890625,4894.9,5470000,43.3027,28.5939
1095,1095,2867.69,-61259.6015625,1045.29,5475000,43.9025,34.8921
1096,1096,4777.67,-68847.25,4747.35,5480000,42.0496,23.6356
1097,1097,4968.27,-66982.2421875,4634.87,5485000,41.8952,23.3514
1098,1098,4525.09,-65860.46875,4722.83,5490000,42.2328,22.9956
1099,1099,5144.16,-66938.25,5167.03,5495000,42.081,24.8082
1100,1100,5011.13,-66787.984375,5020.96,5500000,42.3722,24.6431
1101,1101,5147.6,-66955.6484375,5177.21,5505000,42.4766,24.5617
1102,1102,4746.81,-67284.6953125,4739.51,5510000,41.8736,22.1589
1103,1103,5097.53,-68000.75,5220.79,5515000,41.8526,20.497
1104,1104,4887.01,-67349.09375,4626.99,5520000,42.1515,22.3119
1105,1105,4651.93,-66910.0078125,5031.68,5525000,41.1734,21.0647
1106,1106,4699.08,-67386.6796875,5042.0,5530000,41.7188,20.8449
1107,1107,4935.75,-66997.046875,5141.59,5535000,41.5789,21.6115
1108,1108,4928.44,-67427.6953125,5205.55,5540000,42.0538,23.0909
1109,1109,4819.31,-64981.3203125,5051.43,5545000,42.1627,22.8601
1110,1110,5021.29,-63731.734375,5027.73,5550000,41.1665,21.5751
1111,1111,4737.48,-64534.1328125,4919.71,5555000,41.2254,22.4497
1112,1112,4685.26,-63860.0546875,4830.15,5560000,42.0842,22.0853
1113,1113,943.93,-63917.98046875,941.44,5565000,56.5687,80.1614
1114,1114,642.25,-62024.85546875,510.47,5570000,55.7483,68.2431
1115,1115,-15.14,-43480.7265625,-15.86,5575000,57.3005,65.8771
1116,1116,81.29,-66188.875,74.32,5580000,46.0769,18.6581
1117,1117,-21.73,-52030.6015625,-22.53,5585000,56.262,62.7545
1118,1118,199.27,-51855.03515625,-6.32,5590000,56.0572,59.2465
1119,1119,1777.55,-62407.02734375,1576.31,5595000,44.9184,37.6465
1120,1120,2441.3,-61914.17578125,659.96,5600000,43.939,37.497
1121,1121,3997.13,-66793.25,3964.44,5605000,41.6793,18.7632
1122,1122,4662.44,-69114.921875,4440.99,5610000,42.239,22.3051
1123,1123,3354.25,-68580.71875,4323.79,5615000,42.2712,21.9429
1124,1124,3387.66,-67543.0625,3836.27,5620000,41.6804,20.0888
1125,1125,4289.01,-67872.984375,4539.17,5625000,42.9109,22.4358
1126,1126,1816.68,-64429.046875,1237.32,5630000,45.2083,39.4098
1127,1127,4526.18,-68774.3671875,4544.92,5635000,42.6968,21.4416
1128,1128,4104.71,-71379.4296875,4362.74,5640000,42.9225,26.7004
1129,1129,4917.63,-69056.2265625,4805.05,5645000,42.6227,22.7856
1130,1130,5164.2,-70842.4609375,5159.65,5650000,43.1858,24.9623
1131,1131,4912.06,-69583.34375,4896.58,5655000,42.9805,22.9923
1132,1132,4633.83,-69107.6484375,5069.67,5660000,43.2042,19.5215
1133,1133,4978.95,-69162.78125,5017.63,5665000,42.8456,23.7619
1134,1134,4761.75,-67696.1015625,3128.11,5670000,42.42,21.0318
1135,1135,4879.94,-69173.96875,5040.67,5675000,42.537,23.5762
1136,1136,4720.66,-68536.765625,5092.06,5680000,42.9999,24.7229
1137,1137,5165.55,-69204.4765625,5083.13,5685000,43.1896,24.8932
1138,1138,4951.33,-69600.1875,4926.98,5690000,42.8725,23.4966
1139,1139,5123.85,-67506.6953125,5092.86,5695000,43.1765,23.3849
1140,1140,4804.35,-69238.34375,3829.18,5700000,42.7849,24.1146
1141,1141,5156.06,-69248.28125,5140.45,5705000,42.4813,24.597
1142,1142,5252.66,-70328.4765625,5205.86,5710000,42.6467,24.6593
1143,1143,4997.43,-70933.6171875,5164.7,5715000,43.1542,24.8619
1144,1144,5121.39,-69045.3125,5114.59,5720000,42.6593,24.2092
1145,1145,5145.86,-68571.6015625,5109.23,5725000,42.4968,23.6903
1146,1146,5121.65,-68471.921875,5120.97,5730000,42.517,23.8008
1147,1147,5152.36,-68462.7109375,5147.07,5735000,42.5276,24.3222
1148,1148,4999.92,-67898.3828125,4403.43,5740000,42.1675,23.4304
1149,1149,5158.52,-67927.2265625,5198.08,5745000,42.1826,23.4819
1150,1150,5086.13,-68262.7578125,5108.0,5750000,42.1852,22.9737
1151,1151,4637.94,-68847.828125,4004.78,5755000,42.3816,20.1385
1152,1152,4847.47,-68320.59375,5034.49,5760000,42.5709,23.1944
1153,1153,5034.01,-66505.4453125,5031.83,5765000,42.3798,21.1424
1154,1154,4484.17,-65675.3984375,5025.32,5770000,42.2208,21.6847
1155,1155,5046.97,-67982.0546875,4827.87,5775000,43.1795,22.2858
1156,1156,5081.39,-66557.8515625,5127.27,5780000,42.5544,21.6315
1157,1157,4815.43,-66797.21875,4145.17,5785000,42.8437,21.3613
1158,1158,4622.98,-65465.72265625,4873.81,5790000,42.1027,21.9742
1159,1159,4568.49,-67094.8203125,5088.92,5795000,41.9293,22.469
1160,1160,5099.06,-68397.7109375,5119.95,5800000,42.439,23.5227
1161,1161,5115.1,-67433.5234375,5133.75,5805000,42.3144,23.4392
1162,1162,5129.97,-67920.5703125,5163.61,5810000,42.8476,23.9153
