Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
42.7299,3403.96,15.8781,61,3679.07
42.8421,3269.21,16.1717,62,3710.82
44.5816,2359.72,18.5346,63,3625.32
43.998,3502.4,17.2392,64,3620.71
43.3657,3602.01,18.0526,65,3620.48
43.1797,3662.54,15.5554,66,3633.12
42.399,3516.09,15.0565,67,3562.06
43.0337,3616.56,16.2258,68,3662.52
42.7986,3821.0,15.9691,69,3820.99
41.9942,3644.01,15.2936,70,3749.73
42.5195,3741.82,15.211,71,3681.8
42.3275,3559.7,15.8598,72,3627.16
42.0764,3742.17,16.0523,73,3787.2
41.6665,4069.33,16.11,74,3946.0
42.19,3750.31,15.4218,75,3760.39
42.365,3728.18,15.7515,76,3796.14
42.3924,3739.62,14.3199,77,3725.2
41.6356,3675.32,15.1087,78,3797.59
42.8917,3964.69,17.9636,79,3896.49
42.6589,3846.71,17.7332,80,3905.47
41.8928,3815.32,16.544,81,3894.57
42.8028,3720.32,16.9166,82,3728.89
42.312,3913.17,16.0708,83,3871.46
42.6794,3909.0,17.2754,84,3852.87
42.6226,4062.04,16.7337,85,3752.26
42.0762,3956.98,15.9088,86,3876.51
41.9571,4086.27,16.3224,87,3936.46
41.8434,3976.6,15.9886,88,3958.97
42.5459,3919.43,16.6395,89,3713.76
41.4941,3877.3,16.0494,90,3886.23
42.0951,3878.58,16.0853,91,3844.04
41.6847,4096.12,16.0627,92,3967.96
41.7849,3918.41,14.618,93,3883.13
41.3177,4174.17,15.2117,94,4050.99
41.7272,4001.23,16.0035,95,3888.61
41.2766,4036.94,16.6198,96,4043.03
41.2488,4014.84,16.8647,97,3983.86
41.7889,4041.91,17.4595,98,3984.83
41.1113,4052.53,14.676,99,4016.48
41.604,4007.67,15.9565,100,3972.26
41.5614,4149.56,16.5351,101,4082.22
41.4302,4050.76,16.6165,102,4045.01
41.7135,4227.57,18.0172,103,4152.51
41.4913,4100.85,15.2419,104,4034.79
40.4407,4153.44,16.3214,105,4119.22
40.349,4221.29,15.3813,106,4164.24
40.4007,4138.41,16.2109,107,4149.51
40.348,4285.14,15.2563,108,4197.84
40.5617,4150.85,15.6305,109,4122.61
40.5536,4212.24,15.5445,110,4178.38
40.1248,4324.98,15.632,111,4220.32
40.9998,4092.95,17.5972,112,4126.27
40.5713,4129.13,16.1049,113,4145.15
40.4535,4290.47,15.4251,114,4196.61
40.5425,4358.02,15.5788,115,4237.35
40.8055,4146.12,16.0214,116,4186.64
40.5066,4312.98,14.7223,117,4188.48
40.3122,4296.35,16.5802,118,4221.71
39.9166,4435.04,14.505,119,4239.08
40.022,4427.4,15.8364,120,4280.58
39.8333,4361.71,14.5484,121,4256.36
39.5917,4440.03,16.0807,122,4295.01
39.8673,4185.6,14.9027,123,4074.54
39.7429,4404.0,14.7117,124,4295.41
40.0182,4410.2,14.8033,125,4115.99
39.5923,4388.07,15.8861,126,4275.46
39.6735,4465.87,15.3824,127,4323.47
38.8662,4467.61,15.4203,128,4372.37
39.3985,4284.75,14.6367,129,4295.14
39.1833,4533.72,14.7422,130,4360.45
39.334,4544.16,15.2612,131,4430.69
39.3348,4372.16,15.8092,132,4344.66
38.8896,4454.26,14.9301,133,4387.53
39.1484,4518.69,15.0984,134,4446.52
39.2087,4467.79,14.7798,135,4198.66
39.0102,4408.32,15.0939,136,4367.04
39.0789,4458.23,15.119,137,4414.46
39.1288,4584.94,15.6314,138,4429.75
38.7373,4418.58,14.5143,139,4436.81
39.0391,4446.79,14.7846,140,4358.09
38.537,4509.8,14.1909,141,4454.75
38.4469,4454.68,14.0096,142,4463.58
39.1586,4343.24,14.2288,143,4351.58
38.9034,4514.85,14.6673,144,4443.47
38.7505,4504.23,13.618,145,4346.67
39.1995,4440.44,14.5841,146,4176.36
38.8636,4484.96,14.7719,147,4393.19
39.1332,4473.97,14.7318,148,4408.48
39.2186,4316.37,14.1721,149,4326.64
38.483,4561.39,14.2447,150,4490.78
38.6902,4524.82,13.9552,151,4474.34
38.8796,4495.29,14.3008,152,4432.96
38.4594,4542.31,14.5936,153,4450.79
39.1607,4395.98,14.9841,154,4259.05
38.6362,4428.41,13.6707,155,4393.25
38.0056,4618.87,13.7935,156,3246.15
38.0758,4494.57,14.4552,157,4451.68
38.3891,4571.57,16.5964,158,4496.58
39.0219,4623.47,12.5469,159,4013.85
38.408,4653.9,14.3646,160,4543.95
37.9863,4585.61,13.9306,161,4523.37
38.2736,4612.01,13.9557,162,4535.9
38.6975,4704.82,14.8769,163,4552.86
38.0008,4684.84,13.9424,164,4522.32
37.9351,4461.29,13.841,165,4519.01
38.6262,4608.28,14.4473,166,4461.48
38.315,4707.87,13.7148,167,4549.76
37.5839,4731.55,12.8521,168,4568.64
37.7505,4657.93,14.5118,169,4551.87
37.8512,4678.15,14.2731,170,4570.44
37.9973,4771.36,13.0907,171,4552.35
37.4361,4652.41,13.6803,172,4555.44
37.8743,4561.53,13.7472,173,4509.04
36.8563,4843.07,13.4122,174,4662.74
37.3349,4781.93,12.7605,175,4450.81
37.0712,4825.6,13.3035,176,4598.89
38.7779,4644.02,12.9045,177,4525.35
37.2551,4702.9,13.4151,178,4603.57
37.5103,4694.99,13.9472,179,4594.18
37.2745,4709.76,13.3469,180,4615.77
37.857,4692.04,15.2909,181,4638.36
37.2396,4537.59,13.4072,182,4431.57
37.223,4815.12,13.4116,183,4638.41
36.7287,4732.63,13.4971,184,4626.28
37.3112,4664.84,14.4891,185,4589.08
37.3832,4759.4,13.5076,186,4608.05
37.469,4797.73,14.3061,187,4688.35
36.8029,4763.83,14.0226,188,4673.89
36.8322,4751.92,14.1565,189,4679.1
37.8938,4720.72,13.6639,190,4583.69
37.1589,4821.81,14.0628,191,4665.06
37.5088,4765.09,14.2327,192,4670.01
36.5883,4792.56,13.5517,193,4643.39
36.3367,4832.31,14.1163,194,4694.15
36.8658,4849.53,13.1276,195,4501.7
36.8005,4870.22,14.1741,196,3870.36
36.2374,4872.71,13.3014,197,4732.16
35.7606,4830.39,13.6701,198,4716.8
36.0424,4878.84,13.813,199,4500.37
35.9357,4773.18,14.0572,200,4695.68
36.7419,4794.2,13.4049,201,3245.66
36.9518,4751.76,13.8981,202,4645.7
36.5444,4789.65,14.6102,203,4702.91
37.1426,4772.3,14.759,204,4690.01
37.7214,4773.93,15.2767,205,4673.16
36.5481,4944.63,15.8017,206,3872.9
36.5154,4902.27,15.3107,207,4512.47
35.9329,4832.89,14.5078,208,4809.8
36.2658,4830.47,14.645,209,4750.21
36.9124,4799.89,15.1215,210,4735.3
36.8074,4808.53,15.1368,211,4712.44
36.2728,4806.96,14.6921,212,4755.82
35.8443,4783.87,14.7762,213,4480.29
37.8828,4511.34,15.0313,214,4549.06
36.2773,4892.37,14.7407,215,4755.19
36.3631,4920.37,15.2693,216,4809.72
36.6025,4958.08,14.7847,217,4761.69
36.9811,4928.55,15.5473,218,4546.58
36.1747,4951.77,14.462,219,4794.02
37.1697,4915.09,14.6764,220,4797.48
37.5231,4910.48,15.0277,221,4772.34
35.9181,5037.86,14.8431,222,4884.34
36.6356,5027.88,15.092,223,4865.93
49.2309,676.76,18.6955,224,672.73
48.4584,568.86,24.0342,225,458.93
43.452,3613.98,23.9681,226,3609.72
44.984,1768.88,26.9012,227,842.8
42.6643,487.03,20.7372,228,440.55
38.7776,652.87,15.4404,229,3743.5
37.3009,4486.77,15.1003,230,4283.35
38.9477,4266.37,16.3086,231,3850.92
39.2954,4311.65,17.9901,232,4200.73
37.4205,4542.95,19.6201,233,4004.92
37.3016,4531.71,15.6496,234,4393.53
37.6971,4568.0,14.5149,235,4467.84
36.6851,4738.43,13.9032,236,4624.76
36.7779,4764.39,13.7772,237,4651.08
36.9941,4762.17,14.1148,238,4694.83
37.158,4806.52,14.4313,239,4741.53
37.3332,4844.12,14.094,240,4362.27
36.7115,4930.08,13.524,241,4471.86
36.4535,4903.84,13.3987,242,4562.13
36.2475,4911.93,13.9324,243,4757.03
36.2222,4904.36,13.4802,244,4550.93
36.4232,5003.65,13.449,245,4534.47
36.0731,4829.76,13.7663,246,4775.59
36.2261,4916.08,14.0052,247,4594.37
36.7709,4982.09,14.2316,248,4523.86
35.253,4940.4,13.9848,249,4819.62
36.724,4885.86,13.864,250,4796.33
36.0755,5083.86,14.2864,251,4805.31
35.7783,4953.39,14.1238,252,4782.91
35.9552,4940.82,14.3679,253,4767.29
37.0049,4852.45,14.8411,254,4372.86
36.5247,4935.07,14.5397,255,4708.37
36.9644,4737.66,14.1663,256,4654.4
36.9718,4847.38,14.0043,257,4262.98
35.9188,4842.23,13.6456,258,4680.1
36.4206,4914.76,14.086,259,4816.02
36.9334,5114.04,13.6707,260,4949.21
37.9865,4706.31,19.4829,261,3884.43
36.9187,4769.72,14.2233,262,4636.01
36.5731,4942.53,13.9987,263,4791.46
37.8362,4919.22,14.413,264,4795.48
36.5835,4922.99,14.2643,265,4746.58
36.3491,4953.69,13.7178,266,4877.84
36.8435,4968.48,14.5009,267,4738.76
36.4642,4976.02,14.734,268,4667.36
36.3881,4984.85,14.0526,269,4851.19
36.8481,5036.58,14.677,270,4903.23
36.8451,5010.82,14.7009,271,4668.95
37.0522,4996.94,14.6314,272,4630.27
36.5935,5041.69,13.543,273,4914.67
36.5778,4354.27,13.7267,274,3529.9
36.3023,5161.21,12.427,275,3291.97
35.5151,5134.34,14.3208,276,4979.46
37.4147,4957.07,15.5173,277,4816.32
36.9277,5075.28,14.9052,278,4597.82
37.6279,2196.85,14.4565,279,3287.59
36.1033,5143.08,14.4939,280,4970.24
35.5456,5141.88,14.2951,281,4960.64
35.974,5209.6,14.8457,282,4296.1
35.7088,5110.91,14.5971,283,4963.93
35.646,5182.82,14.3578,284,4987.03
35.9199,5106.36,14.8529,285,4983.96
35.6078,5144.61,14.5384,286,5003.38
36.7423,5137.04,15.3654,287,4992.6
36.0779,5183.56,15.0034,288,5002.67
35.1567,5221.14,14.1264,289,4861.62
34.8613,5112.3,15.2332,290,5010.98
35.4586,5162.78,14.6458,291,5001.55
37.139,4958.5,17.9791,292,4546.47
38.4474,4694.77,15.044,293,4617.34
37.0188,4882.0,15.8099,294,4771.18
36.3155,4895.18,15.6206,295,4814.9
36.1918,1830.49,16.6049,296,4348.55
36.2504,4655.86,16.2067,297,4624.76
36.6557,4522.15,13.5002,298,4035.26
35.7736,4842.29,13.6296,299,4839.95
35.1586,4872.4,13.9552,300,4461.82
34.9517,4856.53,12.8372,301,4875.95
35.4686,4831.06,13.3392,302,4868.11
35.8144,5081.04,14.6009,303,4874.61
34.8272,5051.6,14.3652,304,4919.1
35.1953,4979.45,14.3064,305,4916.66
35.6353,5215.23,14.5052,306,4705.66
36.472,4871.35,14.2015,307,4594.91
36.642,5101.31,17.62,308,3696.5
36.7429,5119.92,22.4312,309,4170.62
38.3982,3594.94,28.1296,310,3972.01
40.5516,1388.19,29.9636,311,2368.22
39.8576,719.66,25.8382,312,3074.53
37.8702,4722.94,25.1896,313,4092.8
38.5252,4731.0,18.8268,314,4644.82
37.0042,4696.28,17.2851,315,4591.42
35.4138,4985.56,14.4295,316,4728.4
36.1227,4873.12,15.0319,317,4595.43
36.3118,5000.12,14.4012,318,4798.21
35.7343,4898.54,13.7475,319,4815.73
36.3024,5002.15,14.7689,320,4788.89
36.2673,5038.98,14.171,321,4821.44
36.3483,5003.88,14.2141,322,4219.82
36.8524,4997.3,14.9548,323,4815.98
37.3052,5026.62,15.491,324,4866.16
37.845,4928.71,15.457,325,4626.64
38.0625,4968.99,14.8575,326,4751.27
38.0465,4965.2,18.4169,327,4804.8
36.6696,5121.82,14.9074,328,4687.74
36.7421,5144.62,14.6909,329,4897.76
36.5886,5152.82,14.6947,330,4912.41
37.291,5069.51,14.8314,331,4882.72
37.4008,5045.8,15.5793,332,4818.93
37.2536,5120.77,15.3391,333,4852.13
37.2019,5116.56,14.8403,334,4871.86
37.1667,5124.63,15.3917,335,4905.05
35.5217,5246.41,15.1945,336,4955.23
36.8471,5093.03,14.9682,337,4915.93
36.0366,5094.25,15.534,338,4959.14
36.1507,5165.68,15.0976,339,4942.19
36.3613,5266.72,14.9358,340,5033.51
35.4321,5276.64,14.8533,341,5045.43
34.9464,5252.51,14.6503,342,5039.08
35.2402,5257.99,14.9714,343,5040.32
36.0744,5099.38,15.2861,344,4958.99
36.1386,5176.23,14.9291,345,4972.51
35.03,5292.51,14.9845,346,5048.11
36.2883,5189.31,15.1003,347,4994.42
35.4915,5227.56,14.341,348,5002.64
36.2026,5207.68,14.8922,349,4983.73
35.8272,5169.29,14.7008,350,5026.66
36.4769,5214.35,15.1176,351,5037.95
35.8929,5149.84,14.7573,352,4997.53
35.321,5237.57,15.0482,353,5044.34
35.7507,5251.69,14.7648,354,5054.36
35.0749,5188.35,14.9363,355,5031.15
35.5933,5157.41,14.659,356,5014.83
35.1723,5307.22,14.8585,357,4862.34
35.1763,5190.9,14.8291,358,5035.25
36.4694,5198.77,14.941,359,4801.11
35.7087,5239.12,15.0902,360,5029.39
36.2128,5255.27,16.1616,361,5051.09
35.7052,5235.58,15.2805,362,5064.74
35.0369,5279.03,14.129,363,5081.25
34.8406,5210.61,14.9931,364,5041.98
35.6162,5236.81,14.5888,365,5073.67
35.1825,5290.5,14.412,366,5057.47
35.0468,5238.13,14.606,367,5059.53
34.9961,5291.61,14.1537,368,5058.84
35.237,5321.75,14.2797,369,5072.24
36.2076,5226.27,14.8183,370,5022.73
36.1717,5150.47,14.6152,371,5035.72
35.4142,5217.76,14.2081,372,5042.7
35.3525,5308.21,14.4208,373,5027.83
35.7317,5211.56,15.1933,374,5050.53
35.0198,5288.85,14.5049,375,5077.83
35.3561,5232.59,14.8288,376,5066.45
35.7522,5230.65,15.3107,377,5085.31
35.0271,5303.54,14.5817,378,5082.65
35.9913,5291.29,14.4576,379,5056.26
35.1367,5334.56,14.6509,380,5035.02
34.6216,5301.96,14.7701,381,5129.16
35.1812,5261.12,14.7647,382,5073.39
34.1579,5292.0,13.8805,383,5113.34
35.3452,5361.73,15.1092,384,5107.17
34.6906,5296.8,15.0717,385,5133.3
35.5164,5332.67,14.9755,386,5142.34
34.762,5314.77,14.7929,387,5139.53
35.7261,5300.77,14.4676,388,5085.45
34.7732,5292.73,15.0229,389,4933.37
34.6075,5335.69,15.3084,390,5164.16
35.6042,5301.11,14.9728,391,5094.66
34.8126,5366.25,14.8203,392,5139.81
35.5597,5350.21,14.864,393,5111.83
35.3346,5333.73,14.533,394,5131.81
35.195,5310.72,14.6573,395,5123.0
34.4486,5290.96,14.1995,396,5119.23
35.3284,5308.38,14.4439,397,5131.45
35.4523,5258.48,15.6575,398,5112.78
35.6767,5321.86,14.9344,399,5120.23
34.5095,5292.33,14.4591,400,4866.3
35.6584,5326.59,15.279,401,5124.84
34.8963,5394.24,16.4445,402,5154.26
35.0151,5330.35,15.4858,403,5151.38
36.418,5313.49,15.2182,404,5100.61
35.5603,5303.02,14.7616,405,4742.76
35.3046,5351.7,15.0333,406,5127.32
34.0649,5362.3,14.8525,407,4930.74
34.809,5295.64,15.2096,408,5129.18
35.7822,5304.72,15.5753,409,5087.67
35.754,5329.91,15.8768,410,5132.52
34.7235,5308.81,14.9435,411,4949.35
34.5919,5387.0,15.1738,412,5050.8
35.2842,4920.56,14.7461,413,4958.64
34.4139,5293.31,14.534,414,5133.54
35.4727,5345.52,15.126,415,5134.49
35.1285,5337.19,15.1037,416,5116.87
35.3304,4938.17,20.0194,417,4467.98
34.0117,5350.54,15.3873,418,5176.5
34.991,5290.36,16.0682,419,5156.92
