Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
48.8376,463.1,12.5142,0,358.09
50.6424,168.99,12.9714,1,212.67
49.5958,292.33,12.8253,2,318.57
49.0962,363.44,13.166,3,351.58
49.4356,419.15,16.4005,4,399.19
48.2822,427.73,13.4651,5,409.71
48.4521,500.15,12.6846,6,478.82
48.6767,503.19,13.4447,7,531.75
48.4097,2091.99,29.4985,8,629.51
48.1094,855.59,24.0775,9,660.93
47.7581,1319.91,23.8229,10,948.92
48.033,976.39,23.4573,11,777.05
48.1236,634.9,40.2181,12,605.31
47.7929,847.24,43.779,13,756.7
47.8672,877.83,44.9345,14,750.43
48.3393,797.59,54.6944,15,933.08
46.5536,1019.18,40.4915,16,1134.39
46.8322,1082.41,40.2818,17,1089.12
46.6898,1573.45,32.6191,18,1135.82
46.9398,1096.87,47.516,19,970.52
47.5562,1256.65,41.856,20,925.72
46.7056,765.83,55.8074,21,1055.61
47.064,807.16,55.3366,22,1015.3
46.6854,759.26,39.5564,23,1136.26
46.7,1245.09,30.3529,24,1123.17
46.5483,933.83,37.8782,25,1110.21
46.8022,912.84,32.9495,26,1086.72
46.1726,1523.25,25.6468,27,1264.42
46.0841,1002.3,21.8653,28,1231.55
46.6983,642.01,38.0213,29,1178.33
45.3697,1457.29,24.3315,30,1147.71
46.4738,1828.05,28.1923,31,1516.08
44.5299,1867.53,28.1334,32,1351.48
45.611,1380.41,20.1605,33,1508.23
45.1329,2177.46,25.5787,34,1659.62
44.1879,1194.34,15.4516,35,1477.19
46.1272,1174.67,29.4123,36,1079.66
44.0504,2344.16,19.1478,37,2015.79
44.8628,2500.71,17.2441,38,2610.85
44.9482,2389.4,22.1746,39,2489.06
45.125,2460.73,20.7703,40,2095.13
45.2663,3054.78,19.5086,41,2861.99
44.7738,3314.93,19.6036,42,3327.11
44.2778,2885.11,15.1636,43,2932.44
44.5994,2803.46,17.5657,44,2412.12
44.8562,3188.41,18.1183,45,3198.79
44.4202,2698.01,17.7442,46,3257.36
43.6998,3497.59,17.4772,47,3421.22
43.4759,3322.02,16.6335,48,3262.81
44.2361,2616.35,17.0991,49,3447.6
43.7073,3566.86,17.4503,50,3556.37
43.8795,2517.74,16.1166,51,2787.93
44.0486,2348.38,15.7672,52,3064.21
43.1651,2705.68,16.2272,53,3504.07
43.1404,3449.66,19.0588,54,3626.48
43.9605,2409.61,16.1998,55,3307.91
44.317,3538.09,17.783,56,3522.02
42.8238,3281.16,16.2761,57,3602.16
42.9102,3090.14,16.1811,58,3645.45
42.3402,3703.25,15.3849,59,3700.78
43.3257,3494.5,16.5256,60,3576.89
