Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Reward Loss,Itration,Real Sto Return,Running Update Time
79.2445,1955000,73.348,5601.28,-61332.1328125,391,5324.49,391
72.6639,1960000,68.5903,5456.24,-59021.19140625,392,5209.83,392
78.331,1965000,73.8853,5777.51,-61677.94921875,393,4805.5,393
78.5759,1970000,69.8901,5707.8,-61744.07421875,394,5092.14,394
78.8405,1975000,73.6639,5777.94,-61841.4296875,395,5526.61,395
78.8671,1980000,72.5445,5780.03,-62280.546875,396,4638.48,396
77.8575,1985000,73.9996,5888.52,-62186.5625,397,5577.02,397
78.2263,1990000,69.5975,5646.21,-61968.76953125,398,5567.96,398
79.1052,1995000,72.5688,5686.65,-62920.40234375,399,5152.61,399
79.6787,2000000,75.3478,5764.67,-63725.48046875,400,5346.41,400
78.8297,2005000,73.4205,5115.33,-62968.0390625,401,5295.52,401
75.5598,2010000,74.5674,5778.36,-62044.52734375,402,5317.65,402
79.0769,2015000,73.9679,5816.23,-63104.85546875,403,4974.33,403
79.0649,2020000,73.9342,5693.58,-63783.42578125,404,5573.16,404
80.8078,2025000,78.5726,5466.22,-65168.46484375,405,5229.82,405
71.8338,2030000,69.8246,5558.33,-59414.23046875,406,4900.66,406
79.5662,2035000,75.8245,5561.73,-64424.765625,407,5346.91,407
78.5383,2040000,76.1939,5505.99,-64871.671875,408,5107.76,408
78.5039,2045000,72.479,5364.77,-64173.23046875,409,4950.34,409
76.6928,2050000,68.7461,5680.58,-61565.625,410,5103.26,410
81.2206,2055000,78.801,5552.76,-64822.55859375,411,5479.23,411
80.0898,2060000,77.0685,5562.63,-65246.33203125,412,5536.72,412
69.6371,2065000,63.7271,5566.6,-58432.40234375,413,5249.74,413
78.9551,2070000,73.9753,5795.68,-64862.4296875,414,5135.7,414
78.6218,2075000,74.8754,5582.67,-65303.55078125,415,4901.91,415
71.8148,2080000,67.9135,5752.43,-59647.73828125,416,5314.35,416
78.7139,2085000,74.0812,5784.99,-64186.34765625,417,4665.51,417
78.5314,2090000,74.5325,5728.66,-65784.0859375,418,5229.49,418
79.3794,2095000,77.2919,5588.48,-66126.9140625,419,4981.72,419
77.4655,2100000,72.9685,5774.58,-65301.0078125,420,5008.66,420
80.1502,2105000,78.1681,5722.81,-66683.5390625,421,5198.28,421
79.9397,2110000,79.158,5790.51,-67502.9453125,422,5237.18,422
74.576,2115000,72.7968,5909.35,-63618.39453125,423,5130.5,423
70.9981,2120000,66.9272,5271.38,-61791.1484375,424,5524.08,424
79.9098,2125000,75.8631,5604.24,-66557.046875,425,5556.32,425
78.5518,2130000,77.8646,5505.75,-67050.140625,426,5285.76,426
78.7123,2135000,72.8045,5530.74,-66671.9765625,427,4838.71,427
69.6468,2140000,66.7237,5851.63,-60212.4296875,428,5010.65,428
79.4957,2145000,77.0483,5579.1,-67515.765625,429,4223.83,429
80.0941,2150000,79.3232,5545.6,-68019.296875,430,5270.7,430
78.5977,2155000,73.0904,5041.21,-66189.921875,431,5194.36,431
70.6764,2160000,65.2167,5491.19,-61900.546875,432,5251.9,432
77.1242,2165000,71.3899,5938.8,-66815.4140625,433,5264.4,433
79.5097,2170000,78.148,4835.53,-67360.796875,434,4804.27,434
78.6842,2175000,74.4361,5321.65,-67330.5546875,435,4828.71,435
79.5898,2180000,78.5998,5750.93,-68040.828125,436,4926.45,436
78.5031,2185000,73.2089,5926.53,-66180.625,437,4853.45,437
78.051,2190000,73.1058,5610.2,-66528.1875,438,5041.43,438
67.2734,2195000,58.4285,5084.64,-54430.48828125,439,5188.72,439
80.2542,2200000,74.771,5602.88,-66676.703125,440,4683.02,440
78.4132,2205000,72.3511,5340.47,-66773.8125,441,5312.95,441
79.1788,2210000,74.1886,5589.89,-67511.1015625,442,4916.99,442
79.8882,2215000,74.0856,5911.7,-67650.4765625,443,5002.85,443
71.9588,2220000,64.9978,5896.01,-60923.27734375,444,5485.83,444
78.9169,2225000,73.5116,5918.62,-66698.2421875,445,5614.92,445
79.5575,2230000,74.2743,5623.02,-67637.4140625,446,5383.24,446
80.2317,2235000,74.8327,5832.32,-67191.9140625,447,5709.53,447
78.1174,2240000,73.5715,5943.79,-66752.265625,448,4497.71,448
80.9121,2245000,78.0992,5114.35,-68527.9296875,449,5622.84,449
80.1033,2250000,74.3995,5718.19,-67765.7109375,450,4799.22,450
79.2288,2255000,74.0668,5633.72,-67196.4140625,451,5216.71,451
80.628,2260000,74.2486,5188.04,-68303.96875,452,5419.33,452
78.0354,2265000,73.039,5367.85,-67213.3359375,453,4983.56,453
78.8209,2270000,74.054,5385.64,-68059.1328125,454,4283.6,454
79.4406,2275000,74.1218,5639.74,-68532.1953125,455,5409.28,455
77.2113,2280000,71.8842,5836.1,-67498.3203125,456,5139.37,456
79.154,2285000,73.9978,5867.71,-68534.8046875,457,5029.23,457
71.8511,2290000,65.2339,5472.73,-62753.00390625,458,4738.89,458
74.0468,2295000,67.7663,5979.53,-64780.79296875,459,5302.6,459
68.8757,2300000,60.7279,5385.29,-59138.47265625,460,5451.21,460
80.2521,2305000,76.2592,5840.68,-69810.8203125,461,5203.93,461
79.3994,2310000,74.1723,5960.7,-68257.34375,462,5326.11,462
79.8832,2315000,75.1483,5881.38,-69208.5859375,463,5438.17,463
75.8,2320000,73.0665,5575.42,-67800.7734375,464,5166.66,464
79.8886,2325000,73.2961,5867.56,-68376.0234375,465,5344.16,465
72.6427,2330000,66.1941,5795.49,-63783.40234375,466,5448.71,466
71.7814,2335000,64.9836,5697.9,-61416.1796875,467,4622.86,467
79.8825,2340000,74.7793,5864.9,-69053.921875,468,5258.99,468
79.9388,2345000,72.7483,5946.63,-68592.65625,469,4993.84,469
79.9038,2350000,73.538,5588.81,-69419.09375,470,5329.22,470
72.8229,2355000,65.089,5471.9,-64628.67578125,471,5534.01,471
78.8939,2360000,71.129,5965.7,-68377.6015625,472,5441.18,472
79.166,2365000,75.0517,5703.74,-69659.25,473,5264.43,473
73.3723,2370000,66.5907,5896.1,-64988.9765625,474,5282.13,474
76.3256,2375000,69.5905,5670.34,-69121.140625,475,5173.51,475
70.7265,2380000,63.4522,5615.19,-63958.2890625,476,5404.74,476
79.0693,2385000,71.3489,5976.16,-68419.390625,477,5090.95,477
78.0877,2390000,74.0622,5609.58,-69301.5078125,478,3780.1,478
70.6172,2395000,62.8751,5575.34,-64171.9609375,479,4412.13,479
77.9062,2400000,72.6099,5280.83,-69563.8515625,480,4745.48,480
71.0919,2405000,65.6752,5714.56,-64728.98046875,481,5197.4,481
77.5931,2410000,70.6124,5811.62,-68679.734375,482,4685.2,482
79.4852,2415000,73.7735,5759.56,-70014.7265625,483,5400.03,483
68.8263,2420000,57.3315,5961.82,-58886.07421875,484,4823.35,484
74.5344,2425000,68.9036,5714.2,-68734.4609375,485,5055.49,485
71.0858,2430000,63.2519,5743.49,-63527.06640625,486,4968.17,486
78.6759,2435000,71.0857,5958.4,-70009.0546875,487,5215.54,487
77.4725,2440000,67.3031,5741.35,-68705.546875,488,5652.88,488
76.3313,2445000,73.1032,5851.74,-69776.53125,489,4673.38,489
72.432,2450000,69.0746,5458.71,-65539.8046875,490,4221.77,490
71.3242,2455000,66.9271,5520.73,-65257.4765625,491,5178.02,491
73.8707,2460000,69.8135,5561.55,-66964.953125,492,5090.86,492
79.3227,2465000,74.6707,5304.73,-70320.5234375,493,4816.01,493
78.8539,2470000,72.5591,5957.87,-69957.03125,494,4926.82,494
77.285,2475000,71.4077,5894.13,-69766.25,495,4596.8,495
71.8679,2480000,66.7734,5698.69,-65711.90625,496,5195.66,496
68.7747,2485000,61.4654,5974.07,-60193.71875,497,4440.56,497
78.7244,2490000,73.5456,5884.69,-70591.9453125,498,5347.98,498
78.2948,2495000,73.9636,5873.82,-70713.015625,499,4839.72,499
80.8359,2500000,78.5967,5856.83,-71173.4296875,500,5570.3,500
78.9765,2505000,76.4924,5866.07,-70538.3203125,501,5082.72,501
69.8963,2510000,65.8228,5652.44,-63731.640625,502,5002.15,502
79.4904,2515000,75.7668,5938.6,-70247.4765625,503,5359.73,503
79.7833,2520000,78.7696,5667.54,-70958.6171875,504,5234.86,504
78.9419,2525000,79.7772,5695.23,-71324.140625,505,4706.6,505
72.8896,2530000,73.4558,5741.25,-69064.078125,506,5367.01,506
79.8578,2535000,76.3287,5429.83,-70381.890625,507,5265.12,507
78.7215,2540000,73.6061,5437.92,-70168.6875,508,5260.08,508
70.8418,2545000,66.278,5508.96,-63674.9765625,509,5183.29,509
78.06,2550000,73.8741,5762.58,-70291.8203125,510,4604.45,510
79.3312,2555000,77.3898,5822.16,-71925.9609375,511,5225.26,511
70.8558,2560000,66.2249,5778.57,-64278.24609375,512,4943.88,512
71.8995,2565000,66.3649,5563.2,-63968.78125,513,4734.19,513
79.5026,2570000,75.3013,5448.25,-70111.5234375,514,5550.65,514
78.0972,2575000,74.1148,5665.24,-70190.96875,515,5347.51,515
70.4615,2580000,67.1806,5610.21,-64095.6328125,516,4800.14,516
80.643,2585000,76.8249,5624.94,-70913.4921875,517,5058.64,517
73.9973,2590000,68.3838,5474.65,-68267.9296875,518,4792.57,518
80.4467,2595000,75.2739,5884.92,-71553.546875,519,5451.93,519
72.3708,2600000,69.2612,5304.18,-66748.046875,520,4898.71,520
70.821,2605000,64.9615,5961.48,-63880.71484375,521,5600.63,521
74.5624,2610000,68.7519,5857.66,-67449.515625,522,5382.65,522
78.2757,2615000,74.8602,5688.32,-70368.515625,523,5150.38,523
79.8227,2620000,77.4938,5349.79,-71379.8125,524,5315.61,524
79.7675,2625000,77.951,5538.43,-71325.359375,525,5338.69,525
79.6044,2630000,75.3616,5916.02,-70843.1484375,526,4958.99,526
70.5951,2635000,69.707,5609.94,-65019.31640625,527,4979.69,527
78.9292,2640000,75.0769,5864.99,-71145.0390625,528,5513.34,528
72.0022,2645000,70.4336,5846.67,-66516.1640625,529,4954.54,529
79.3642,2650000,79.8396,5665.32,-71705.171875,530,5437.13,530
79.2863,2655000,76.4056,5885.95,-70673.1328125,531,4424.61,531
81.3838,2660000,80.7411,5883.6,-72776.546875,532,5364.51,532
76.0462,2665000,73.6539,5942.55,-70228.1015625,533,5190.46,533
81.6246,2670000,79.8216,5534.47,-72649.3125,534,4873.05,534
79.6901,2675000,75.711,5401.91,-71344.625,535,5316.68,535
80.0817,2680000,79.0222,5856.87,-71966.640625,536,5351.32,536
71.6828,2685000,71.8518,5789.81,-65920.0625,537,5565.12,537
80.5328,2690000,79.0318,5432.58,-71575.328125,538,5480.41,538
79.8452,2695000,78.6877,5353.37,-71784.0390625,539,5226.62,539
79.6919,2700000,79.1981,5400.06,-72884.3984375,540,5439.37,540
79.8288,2705000,78.3426,5861.12,-72141.2890625,541,5582.77,541
79.2522,2710000,78.6642,5844.11,-72501.328125,542,5292.46,542
79.7719,2715000,80.2207,5879.85,-71421.9453125,543,5562.83,543
81.2808,2720000,76.8388,5915.32,-71941.4921875,544,5335.51,544
81.3108,2725000,78.567,5933.72,-72415.3671875,545,5382.15,545
81.9962,2730000,81.3223,5378.45,-72819.875,546,5329.66,546
81.3184,2735000,79.3313,5572.36,-72868.2890625,547,5063.23,547
79.423,2740000,74.2115,5607.46,-68513.3515625,548,5419.32,548
81.2447,2745000,79.5667,5611.14,-73023.71875,549,5128.52,549
73.2808,2750000,72.078,5942.37,-67965.65625,550,5178.12,550
81.0494,2755000,77.8787,5596.13,-71061.5078125,551,5378.24,551
81.4752,2760000,77.5553,5680.37,-71023.7734375,552,4747.33,552
81.2423,2765000,78.9204,5594.83,-73299.4921875,553,5023.5,553
80.3024,2770000,75.2501,5732.37,-70554.8125,554,5597.77,554
81.0917,2775000,81.2546,5744.73,-72931.3828125,555,5461.61,555
80.0609,2780000,78.942,5658.92,-71811.3828125,556,4911.3,556
81.791,2785000,83.3368,5851.82,-73498.5859375,557,5478.55,557
74.5303,2790000,72.2975,5753.53,-66060.2265625,558,5340.37,558
81.6806,2795000,80.3517,5351.24,-72317.171875,559,5534.52,559
80.9469,2800000,82.1812,5844.52,-71810.265625,560,5243.64,560
77.3411,2805000,75.4495,5340.99,-66838.796875,561,4798.18,561
79.7023,2810000,77.8186,5103.51,-72300.6640625,562,5001.73,562
118.957,2815000,525.8185,-2708.46,-30762.919921875,563,-2833.27,563
93.0624,2820000,272.2438,-423.49,-27162.78515625,564,-339.54,564
95.8113,2825000,250.2832,-1374.44,-18992.9453125,565,-1365.86,565
81.9545,2830000,114.3053,-961.19,-13102.2490234375,566,-1049.23,566
80.5473,2835000,93.8227,945.38,-13462.341796875,567,187.51,567
75.2889,2840000,70.4288,3368.38,-50784.09765625,568,2610.94,568
74.239,2845000,66.5326,2947.73,-40858.60546875,569,3067.03,569
74.2332,2850000,78.8146,3199.47,-43763.7578125,570,2745.87,570
75.2483,2855000,69.4831,5125.44,-65201.0234375,571,4851.16,571
77.612,2860000,70.2772,5051.43,-68310.65625,572,4252.13,572
77.6663,2865000,75.2949,5073.62,-72182.6484375,573,4867.03,573
76.2778,2870000,69.4454,4687.4,-63563.5625,574,3741.54,574
79.6531,2875000,75.0386,5685.06,-72974.2265625,575,4998.01,575
77.138,2880000,73.9037,5397.23,-70589.6953125,576,4832.42,576
75.2072,2885000,72.2445,5530.89,-68490.5234375,577,5075.89,577
77.6622,2890000,74.8041,5614.0,-72542.2890625,578,5094.49,578
74.2885,2895000,67.3943,5391.02,-68139.0625,579,4861.85,579
80.1214,2900000,77.0569,5526.49,-72945.7734375,580,5009.21,580
80.0535,2905000,76.1241,5667.85,-72588.9921875,581,5155.4,581
78.4859,2910000,73.3596,5749.56,-71587.2265625,582,5360.41,582
74.0408,2915000,69.522,5169.41,-65815.046875,583,5352.91,583
78.435,2920000,75.7812,5765.94,-72687.9921875,584,5001.38,584
79.9291,2925000,77.8752,5336.16,-72467.8046875,585,4822.99,585
76.2291,2930000,74.6053,5572.16,-68533.578125,586,4788.49,586
78.9575,2935000,79.6691,5634.05,-74086.2734375,587,4680.22,587
79.4954,2940000,77.1639,5572.81,-72936.6328125,588,4940.07,588
78.24,2945000,77.0261,5533.99,-70939.3671875,589,5165.61,589
80.1976,2950000,81.6683,5555.64,-74147.8203125,590,4874.0,590
74.5816,2955000,70.4188,5573.47,-66354.515625,591,5205.62,591
80.357,2960000,78.9509,5674.11,-73656.4921875,592,5329.75,592
78.6766,2965000,76.7909,5645.17,-72855.75,593,4564.2,593
81.3443,2970000,81.2028,5126.59,-74329.4375,594,4302.24,594
80.1406,2975000,79.631,5671.42,-73664.7265625,595,4743.93,595
79.9812,2980000,79.0477,5433.93,-73959.4453125,596,5013.91,596
79.4989,2985000,79.7284,5694.91,-73842.40625,597,4911.49,597
82.0079,2990000,84.4611,5328.53,-74844.8984375,598,5325.24,598
81.9348,2995000,83.5815,5420.39,-74160.8203125,599,5013.53,599
