Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Itration,Real Sto Return
17.6661,384,1920000,4582.08,-3791.8876953125,41.7697,384,4529.03
18.1038,385,1925000,4576.23,-3833.082275390625,42.0422,385,4544.89
18.215,386,1930000,4596.35,-3870.537841796875,42.1354,386,4555.68
17.6183,387,1935000,4580.97,-3859.183349609375,41.6718,387,4548.43
17.8675,388,1940000,4586.62,-3896.78955078125,41.7959,388,4551.5
18.1904,389,1945000,4620.27,-3858.466064453125,41.7832,389,4521.24
17.6158,390,1950000,4595.18,-3980.44921875,42.0387,390,4547.44
17.8932,391,1955000,4550.67,-3900.281005859375,42.0395,391,4516.69
17.8271,392,1960000,4617.06,-3955.173095703125,41.7106,392,4320.4
18.3211,393,1965000,4597.24,-3950.259765625,41.9025,393,4399.52
18.2558,394,1970000,4613.29,-4011.032470703125,42.0565,394,4564.78
18.6472,395,1975000,4643.57,-3968.064208984375,41.9064,395,4590.16
18.3245,396,1980000,4631.35,-4066.598388671875,41.7793,396,4559.84
18.0134,397,1985000,4642.21,-4034.89111328125,41.7623,397,4192.84
18.1865,398,1990000,4566.96,-4122.17919921875,41.7201,398,4192.29
18.0338,399,1995000,4623.65,-4024.382080078125,41.8374,399,4469.82
17.3916,400,2000000,4621.62,-4056.16796875,41.6173,400,4565.34
17.4073,401,2005000,4600.68,-4019.179931640625,41.3596,401,4540.31
17.7494,402,2010000,4602.6,-4081.1181640625,41.7235,402,4221.9
17.3981,403,2015000,4621.74,-4139.81689453125,41.5939,403,4563.53
17.5163,404,2020000,4584.53,-4133.59228515625,41.5212,404,4533.14
18.1675,405,2025000,4614.86,-4110.48876953125,41.8136,405,4567.48
17.6392,406,2030000,4528.69,-4186.05908203125,41.8777,406,4483.26
16.9748,407,2035000,4630.01,-4106.6689453125,41.4095,407,4412.46
17.4498,408,2040000,4588.14,-4306.583984375,41.8389,408,4568.15
17.3421,409,2045000,4597.46,-4319.6201171875,42.1461,409,4563.19
17.6433,410,2050000,4627.17,-4225.2685546875,41.984,410,4581.95
16.4073,411,2055000,4612.07,-4214.0791015625,41.5885,411,4571.99
17.7487,412,2060000,4612.74,-4241.4853515625,41.6632,412,4553.91
17.5724,413,2065000,4625.2,-4252.9658203125,41.6515,413,4386.41
17.5313,414,2070000,4614.51,-4278.9111328125,41.7311,414,4578.04
17.6642,415,2075000,4653.14,-4231.39013671875,41.516,415,4632.54
17.9449,416,2080000,4638.22,-4463.05029296875,42.0044,416,4604.73
17.5932,417,2085000,4659.07,-4257.8974609375,41.6695,417,4159.75
17.2436,418,2090000,4611.34,-4351.4580078125,41.879,418,4595.71
19.5654,419,2095000,4610.31,-4478.9853515625,41.8234,419,4494.05
17.1232,420,2100000,4576.48,-4366.4072265625,41.6619,420,4573.52
17.3709,421,2105000,4660.5,-4357.142578125,41.5732,421,4629.64
16.8338,422,2110000,4631.91,-4530.0908203125,41.8994,422,4604.04
16.0067,423,2115000,4606.82,-4616.5107421875,41.8356,423,4418.0
17.4598,424,2120000,4692.0,-4541.36181640625,41.7113,424,4531.55
17.0136,425,2125000,4616.1,-4542.857421875,41.7585,425,4441.1
17.4119,426,2130000,4632.11,-4573.44384765625,41.8458,426,4615.98
17.8246,427,2135000,4701.59,-4445.494140625,42.1403,427,4660.74
18.0466,428,2140000,4702.56,-4597.3515625,41.8668,428,4404.28
17.5581,429,2145000,4685.74,-4630.333984375,41.9354,429,4647.96
18.1756,430,2150000,4611.61,-4695.08544921875,42.1096,430,4625.24
18.0353,431,2155000,4671.27,-4715.19384765625,42.1684,431,4621.59
18.4142,432,2160000,4667.24,-4710.16552734375,41.8651,432,4366.29
17.3363,433,2165000,4651.15,-4663.4814453125,41.614,433,4632.76
18.4137,434,2170000,4606.42,-4803.0087890625,41.8613,434,4581.41
17.5881,435,2175000,4652.32,-4742.68994140625,41.6737,435,4640.23
18.5344,436,2180000,4638.62,-4836.2333984375,42.099,436,4418.05
17.7231,437,2185000,4662.68,-4762.369140625,41.8208,437,4614.14
18.0724,438,2190000,4626.79,-4841.50244140625,42.1352,438,4634.06
17.8574,439,2195000,4666.77,-4786.4453125,42.0183,439,4629.04
18.0659,440,2200000,4640.8,-4796.74609375,41.8039,440,4644.14
18.577,441,2205000,4628.12,-4948.7783203125,42.2288,441,4545.7
17.8317,442,2210000,4621.88,-4887.80224609375,41.8739,442,4627.04
17.8364,443,2215000,4633.7,-4962.2314453125,41.9251,443,4618.35
18.03,444,2220000,4658.3,-4841.13037109375,41.6353,444,4641.58
17.6454,445,2225000,4663.67,-4995.1884765625,41.7748,445,4638.85
17.5042,446,2230000,4641.42,-5079.18359375,42.1634,446,4611.44
17.3444,447,2235000,4583.29,-4980.1328125,41.8517,447,4389.46
17.3567,448,2240000,4651.85,-5039.46044921875,41.9576,448,4609.46
17.0325,449,2245000,4650.47,-4969.57666015625,41.4983,449,4621.92
16.3484,450,2250000,4555.27,-4947.478515625,41.2899,450,4573.94
16.5692,451,2255000,4599.1,-4946.16845703125,41.4453,451,4573.31
16.4867,452,2260000,4582.55,-4988.2724609375,41.4423,452,4425.36
15.8546,453,2265000,4622.84,-5017.78076171875,41.3603,453,4415.0
16.2514,454,2270000,4576.65,-5007.935546875,41.7407,454,4315.14
16.3893,455,2275000,4666.78,-5106.41259765625,41.3296,455,4133.87
15.1198,456,2280000,4656.38,-5225.68359375,41.2901,456,4538.09
16.0227,457,2285000,4641.52,-5125.66455078125,41.2338,457,4386.89
15.3323,458,2290000,4657.1,-4981.06689453125,41.0038,458,4655.62
15.9866,459,2295000,4645.82,-5030.35888671875,40.9187,459,4635.19
15.78,460,2300000,4697.38,-5059.79150390625,41.0147,460,4189.01
15.4545,461,2305000,4704.99,-5156.75341796875,41.3983,461,4645.05
15.7045,462,2310000,4683.27,-5129.69677734375,41.0824,462,3607.65
15.4529,463,2315000,4627.32,-5110.1806640625,41.415,463,4207.25
15.0377,464,2320000,4681.63,-5209.767578125,41.0785,464,4393.01
15.3161,465,2325000,4647.27,-5063.353515625,40.8374,465,4404.78
15.5627,466,2330000,4665.65,-5091.505859375,40.8977,466,4457.58
18.2049,467,2335000,4592.81,-5389.42578125,41.3596,467,4208.11
15.0633,468,2340000,4665.07,-5237.0595703125,41.0702,468,4435.57
16.0455,469,2345000,3656.63,-5405.2705078125,40.8865,469,4483.21
15.8573,470,2350000,4714.91,-5233.24609375,40.9483,470,4367.86
18.1183,471,2355000,4754.17,-5276.505859375,41.2726,471,4432.68
15.1414,472,2360000,4739.56,-5275.74853515625,40.9605,472,4238.36
15.3258,473,2365000,4677.37,-5327.67578125,40.8163,473,4653.64
15.2285,474,2370000,4680.41,-5259.7109375,40.7574,474,4587.0
15.0626,475,2375000,4619.26,-5364.92431640625,40.9059,475,4597.86
14.7588,476,2380000,4616.05,-5309.45166015625,40.6684,476,4373.35
14.6152,477,2385000,4663.18,-5255.26318359375,40.5938,477,4271.59
30.6609,478,2390000,4647.42,-5616.16748046875,41.2864,478,4580.5
14.4355,479,2395000,4587.6,-5378.6806640625,40.4852,479,4008.91
17.7576,480,2400000,4582.88,-5534.69140625,41.1489,480,4340.59
20.4328,481,2405000,4550.11,-5639.0986328125,40.9924,481,4362.68
30.7097,482,2410000,4573.11,-5822.453125,41.3074,482,3637.16
19.9083,483,2415000,4572.03,-5656.98974609375,41.1673,483,4194.54
18.9314,484,2420000,4628.99,-5658.4755859375,40.9715,484,4164.97
18.7822,485,2425000,4384.29,-5579.7978515625,40.9372,485,3374.04
15.5051,486,2430000,4484.14,-5550.04443359375,41.5037,486,4081.76
21.1979,487,2435000,4511.66,-5700.55029296875,41.2834,487,4532.48
15.567,488,2440000,4587.83,-5812.28564453125,41.5759,488,4571.23
16.9289,489,2445000,4597.58,-5576.7353515625,41.0762,489,4296.24
15.4118,490,2450000,4563.42,-5748.369140625,40.8205,490,4235.8
16.6084,491,2455000,4622.28,-5704.56005859375,41.0749,491,4603.65
15.4097,492,2460000,4293.66,-5707.33251953125,40.9966,492,4217.15
22.1876,493,2465000,4269.27,-6222.068359375,41.6167,493,4480.76
15.175,494,2470000,4117.26,-5571.30419921875,40.8897,494,4341.86
19.9138,495,2475000,3064.71,-5768.66650390625,40.9323,495,3988.85
16.3241,496,2480000,3195.37,-5795.7392578125,41.0632,496,4367.9
14.8889,497,2485000,4576.3,-5670.49267578125,40.9138,497,4195.92
20.4311,498,2490000,4561.24,-6114.12451171875,41.3808,498,4180.35
15.9194,499,2495000,4007.77,-5826.0068359375,41.1697,499,4282.0
15.1368,500,2500000,3945.77,-6152.97900390625,41.2587,500,3781.22
15.1028,501,2505000,4618.08,-5829.49755859375,40.7165,501,4439.46
14.9231,502,2510000,4585.22,-5846.24462890625,41.0262,502,4156.71
15.5445,503,2515000,4587.26,-6038.00634765625,40.8823,503,4199.58
15.2264,504,2520000,4594.98,-6010.224609375,40.9618,504,4487.5
14.8458,505,2525000,4409.68,-6148.876953125,41.0213,505,3150.37
26.9539,506,2530000,4061.01,-6320.5546875,41.1125,506,4010.27
32.8739,507,2535000,3960.44,-6412.30859375,41.3424,507,3396.15
24.3657,508,2540000,3947.42,-6279.96630859375,41.5491,508,3167.54
21.8532,509,2545000,1612.79,-6353.59130859375,42.0942,509,1945.66
18.4344,510,2550000,4565.8,-6171.9248046875,40.8739,510,3876.78
17.4205,511,2555000,4655.03,-6031.92041015625,40.5599,511,2942.23
22.5671,512,2560000,3211.25,-6419.880859375,41.2462,512,3825.17
16.3471,513,2565000,4414.76,-6146.193359375,41.037,513,4268.09
22.2337,514,2570000,4432.59,-6242.70849609375,40.8739,514,3841.59
18.3627,515,2575000,4029.83,-6179.96826171875,41.4372,515,3604.93
21.6256,516,2580000,3958.29,-6409.41845703125,40.9842,516,4207.25
29.1996,517,2585000,4289.84,-6534.80126953125,41.7997,517,4165.97
21.0499,518,2590000,4215.4,-6482.9521484375,41.2127,518,4440.36
21.1732,519,2595000,4708.78,-6393.04345703125,41.4315,519,4267.86
28.7271,520,2600000,4125.29,-6665.6923828125,41.7878,520,3973.39
22.2007,521,2605000,4513.39,-6358.62060546875,41.2598,521,4184.43
16.3925,522,2610000,4657.64,-6444.54443359375,41.2243,522,4223.83
27.1329,523,2615000,2821.16,-6771.03369140625,41.5656,523,3625.44
22.3278,524,2620000,4302.33,-6605.68798828125,41.6612,524,3856.28
22.3301,525,2625000,3331.86,-6379.021484375,41.2696,525,3673.18
21.2263,526,2630000,3334.57,-6485.255859375,41.0777,526,3748.6
22.025,527,2635000,4711.52,-6558.9658203125,41.4275,527,4275.89
18.6295,528,2640000,4670.53,-6476.609375,41.152,528,4615.35
18.7958,529,2645000,4506.13,-6615.68115234375,41.5155,529,3779.42
19.1713,530,2650000,2591.85,-6663.642578125,41.428,530,4465.65
24.4441,531,2655000,4525.3,-6674.0205078125,41.1442,531,3721.6
27.1481,532,2660000,4674.35,-6707.177734375,41.4282,532,4455.42
20.7296,533,2665000,3891.75,-6703.2998046875,41.2305,533,4412.82
20.7568,534,2670000,4471.64,-6989.74462890625,41.7509,534,3599.47
25.0486,535,2675000,4640.14,-6880.1904296875,41.6022,535,4404.97
16.1134,536,2680000,4699.09,-6786.52099609375,41.5324,536,4408.17
16.2455,537,2685000,4665.79,-6801.3330078125,41.6471,537,4456.81
15.8087,538,2690000,4617.3,-6707.08740234375,40.9155,538,4006.14
16.857,539,2695000,4699.38,-6849.4501953125,41.3433,539,4426.42
27.1454,540,2700000,4688.56,-7084.314453125,42.0498,540,4454.1
16.8845,541,2705000,4676.64,-6802.6416015625,41.2703,541,4652.97
19.2688,542,2710000,4673.02,-6953.33984375,41.515,542,4444.68
35.6792,543,2715000,4411.7,-7450.41064453125,42.3275,543,2844.31
16.625,544,2720000,4694.62,-6909.4267578125,41.5582,544,4649.95
16.1259,545,2725000,4663.4,-6905.78662109375,41.3855,545,4454.62
16.6974,546,2730000,4672.76,-6997.294921875,41.6557,546,4608.67
23.4344,547,2735000,4278.46,-7066.78173828125,41.7375,547,3360.22
17.0877,548,2740000,4717.44,-6861.0576171875,41.4541,548,4497.24
17.0558,549,2745000,4698.69,-6855.6767578125,41.4853,549,4460.97
20.3081,550,2750000,4689.37,-7045.39208984375,41.5421,550,4263.53
16.7526,551,2755000,4698.23,-6908.71484375,41.2659,551,4448.06
18.2648,552,2760000,4702.7,-7080.18994140625,41.788,552,4612.5
16.8262,553,2765000,4695.16,-7104.81689453125,41.6068,553,4575.76
17.0826,554,2770000,4676.17,-7114.49169921875,41.5245,554,4600.13
18.234,555,2775000,4728.76,-7179.8935546875,41.81,555,4121.41
24.326,556,2780000,1573.29,-7174.18212890625,41.3985,556,4499.88
17.9505,557,2785000,4708.31,-7191.45751953125,41.6616,557,4522.3
17.133,558,2790000,4685.96,-7200.9609375,41.6492,558,4660.23
17.4742,559,2795000,4729.96,-7278.7724609375,41.7566,559,4665.8
57.4886,560,2800000,584.85,-7636.92578125,47.4997,560,660.37
34.3564,561,2805000,1487.94,-7947.3681640625,45.388,561,1251.29
29.5982,562,2810000,681.82,-7809.38232421875,45.3787,562,1522.79
35.3569,563,2815000,604.85,-7656.771484375,44.7603,563,1893.73
40.567,564,2820000,2988.72,-7438.515625,43.7079,564,2561.04
22.7221,565,2825000,4493.02,-6773.67236328125,41.7879,565,3370.81
20.0856,566,2830000,4699.49,-6707.3798828125,41.3712,566,4628.43
21.2312,567,2835000,4629.51,-6599.208984375,40.8751,567,4407.97
26.6468,568,2840000,3579.37,-7438.50634765625,41.6652,568,4167.41
34.8033,569,2845000,1839.32,-7425.28857421875,42.1978,569,3030.32
47.0085,570,2850000,2049.95,-7628.859375,42.141,570,3170.49
17.1953,571,2855000,4668.49,-7029.53759765625,40.6687,571,4037.39
17.6725,572,2860000,4742.11,-7096.79638671875,41.2726,572,4689.71
21.2421,573,2865000,4470.09,-7247.05419921875,41.273,573,4237.33
17.0254,574,2870000,4704.3,-6991.8447265625,40.7174,574,4450.6
17.1416,575,2875000,4719.18,-7154.60498046875,40.8447,575,4652.81
17.0559,576,2880000,4695.44,-7289.60546875,40.7744,576,4246.95
17.0207,577,2885000,4717.04,-7422.8671875,40.8547,577,4457.7
19.9986,578,2890000,4730.78,-7275.8291015625,40.6956,578,4061.23
16.5113,579,2895000,4741.34,-7147.31396484375,40.6632,579,4452.69
17.0009,580,2900000,4723.77,-7089.71826171875,40.9013,580,4688.06
17.4161,581,2905000,4763.4,-7114.23681640625,40.5228,581,4282.29
17.5246,582,2910000,4776.25,-7370.27294921875,40.871,582,4712.1
17.2547,583,2915000,4765.64,-7450.1005859375,40.844,583,4715.27
17.2442,584,2920000,4741.12,-7472.24951171875,40.9682,584,4706.15
17.2616,585,2925000,4784.57,-7508.13037109375,40.9548,585,4705.69
21.4179,586,2930000,4808.95,-7614.4765625,41.1194,586,4708.46
21.1748,587,2935000,4752.98,-7681.85009765625,41.0926,587,4506.51
21.7713,588,2940000,4754.88,-7880.9482421875,40.9409,588,4682.31
17.355,589,2945000,4720.52,-7827.32763671875,41.2168,589,4490.89
16.7335,590,2950000,4810.01,-7615.966796875,40.8246,590,4368.26
17.5198,591,2955000,4716.75,-7589.060546875,41.2546,591,4695.33
27.0228,592,2960000,4747.34,-7909.2587890625,41.5543,592,4512.23
17.3626,593,2965000,4826.45,-7703.72705078125,41.0104,593,4743.85
16.3658,594,2970000,4792.3,-7649.25390625,40.532,594,4479.04
16.7753,595,2975000,4760.95,-7548.92822265625,40.9887,595,4696.53
24.659,596,2980000,4750.25,-7664.70849609375,41.3047,596,4678.44
21.6724,597,2985000,4799.13,-7727.96826171875,41.2266,597,4516.77
21.7109,598,2990000,4817.04,-7825.94482421875,41.3172,598,4358.61
17.7572,599,2995000,4740.19,-7834.1669921875,40.6092,599,4529.31
17.7304,600,3000000,4773.36,-7701.3291015625,40.9067,600,4570.16
21.1588,601,3005000,4770.54,-7808.09228515625,40.6133,601,4115.49
17.4046,602,3010000,4799.74,-7791.35400390625,40.7948,602,4710.6
22.5838,603,3015000,4731.91,-7984.34619140625,41.2212,603,4680.04
17.5155,604,3020000,4557.03,-7797.83837890625,40.5528,604,4711.37
21.8533,605,3025000,4675.09,-7961.88134765625,41.3586,605,4080.51
73.2138,606,3030000,-5.85,-4606.0302734375,54.0539,606,-5.93
19.7803,607,3035000,4472.25,-8336.134765625,41.7165,607,4391.89
19.5591,608,3040000,4713.68,-8024.7041015625,41.5721,608,4606.19
22.6106,609,3045000,2994.93,-8232.224609375,41.9609,609,3930.38
19.212,610,3050000,4779.57,-8049.90673828125,41.4971,610,4350.81
65.243,611,3055000,1557.49,-8164.1513671875,43.9183,611,1381.37
51.0841,612,3060000,3301.53,-7904.39501953125,42.2281,612,2139.92
20.0703,613,3065000,4711.66,-8181.65283203125,41.6257,613,4302.56
18.579,614,3070000,4164.08,-8219.861328125,41.4844,614,4327.06
22.0999,615,3075000,4608.18,-8650.3330078125,42.5414,615,4600.53
20.4427,616,3080000,4531.49,-8539.521484375,41.9125,616,4332.6
35.8738,617,3085000,4600.37,-8348.583984375,42.0417,617,4185.3
20.2615,618,3090000,4699.42,-8464.6005859375,41.749,618,4335.82
19.6842,619,3095000,4701.2,-8137.27490234375,41.239,619,4679.32
19.5849,620,3100000,4640.68,-8339.25,41.592,620,4624.21
18.8463,621,3105000,4648.03,-8539.0673828125,41.3272,621,4629.11
19.7409,622,3110000,4674.68,-8638.2548828125,41.2836,622,4317.41
19.3713,623,3115000,4691.09,-8693.3955078125,41.042,623,4688.22
18.7157,624,3120000,4716.73,-8651.724609375,41.3906,624,4664.89
19.0996,625,3125000,4732.54,-8422.2314453125,40.97,625,4708.49
18.8027,626,3130000,4563.27,-8344.2177734375,40.7529,626,4757.28
18.7152,627,3135000,4716.29,-8587.875,41.0816,627,4716.16
20.6238,628,3140000,4681.37,-8479.1455078125,40.9033,628,4687.62
18.5216,629,3145000,4505.02,-8462.359375,40.5787,629,4710.43
19.4676,630,3150000,4767.71,-8772.025390625,41.6174,630,4575.43
21.4902,631,3155000,4756.07,-8581.845703125,41.4844,631,4752.69
18.9935,632,3160000,4719.58,-8452.7919921875,41.2916,632,4726.3
18.8878,633,3165000,4710.84,-8678.240234375,41.2419,633,4617.27
19.2571,634,3170000,4728.73,-8612.0244140625,41.2576,634,4710.45
19.0247,635,3175000,4686.12,-8749.306640625,41.2826,635,4672.56
18.5782,636,3180000,4656.29,-8846.0693359375,41.3095,636,4656.07
18.4778,637,3185000,4741.21,-8676.037109375,40.6258,637,4581.35
18.3884,638,3190000,4666.14,-8598.9697265625,41.4874,638,4469.78
18.7214,639,3195000,4696.13,-8696.9755859375,40.9657,639,4680.47
18.7539,640,3200000,4730.52,-8887.77734375,41.4131,640,4698.13
18.7408,641,3205000,4746.56,-8731.693359375,41.2613,641,4685.64
18.4887,642,3210000,4702.3,-8754.017578125,41.1216,642,4671.95
18.6173,643,3215000,3758.7,-8805.6064453125,41.3177,643,4676.93
18.3647,644,3220000,3975.8,-8756.1845703125,41.1323,644,4134.06
18.3738,645,3225000,4579.47,-8731.275390625,41.3433,645,4711.29
19.1259,646,3230000,4777.01,-8860.603515625,41.2211,646,4642.67
18.7978,647,3235000,4722.53,-8944.3017578125,41.1248,647,4680.72
19.0527,648,3240000,4786.43,-8943.2001953125,41.0546,648,4722.85
18.8966,649,3245000,4743.02,-9066.8134765625,41.124,649,4699.9
18.439,650,3250000,4572.82,-8822.513671875,41.061,650,4698.32
18.7693,651,3255000,4786.11,-9082.6728515625,41.353,651,4717.08
18.6542,652,3260000,4797.1,-8842.6904296875,41.083,652,4751.34
18.4259,653,3265000,4385.33,-9022.0166015625,41.0282,653,4709.94
18.4035,654,3270000,4379.91,-9046.7109375,41.098,654,4330.61
18.4674,655,3275000,4587.13,-8972.263671875,41.1119,655,4350.65
17.8344,656,3280000,3251.68,-8853.6123046875,40.9282,656,4531.32
17.9791,657,3285000,4597.4,-8837.7451171875,40.8389,657,4525.4
18.1957,658,3290000,3782.57,-8995.625,41.1896,658,3764.89
21.1429,659,3295000,3956.93,-8913.6923828125,41.2483,659,4489.65
18.1118,660,3300000,4735.17,-9045.37109375,41.0718,660,4479.89
21.1856,661,3305000,4774.54,-8708.48828125,40.9406,661,4170.73
18.0057,662,3310000,4780.48,-8966.3701171875,40.9508,662,4506.84
18.3777,663,3315000,3802.03,-9057.7451171875,41.1694,663,3943.81
21.236,664,3320000,4778.73,-8681.6982421875,40.9677,664,2809.59
18.3522,665,3325000,1450.76,-8962.2060546875,40.803,665,4727.05
18.8001,666,3330000,2615.59,-9129.623046875,41.4655,666,3766.55
17.3875,667,3335000,3574.99,-8990.1748046875,41.1472,667,4098.39
18.4072,668,3340000,4711.65,-9223.158203125,41.2493,668,4472.8
18.7145,669,3345000,4563.31,-9166.7744140625,41.1975,669,4493.07
27.6347,670,3350000,4715.24,-9224.8828125,41.7509,670,4690.29
22.5199,671,3355000,4552.16,-9062.005859375,41.1424,671,3564.06
18.5967,672,3360000,4715.28,-9051.5234375,41.488,672,4464.54
28.1021,673,3365000,4749.81,-8907.720703125,41.2735,673,4473.61
17.9722,674,3370000,4405.42,-9176.845703125,40.9383,674,4333.05
18.6659,675,3375000,3036.16,-9308.041015625,41.3595,675,4653.97
18.0267,676,3380000,4353.7,-9114.9345703125,41.5373,676,4670.88
18.0184,677,3385000,3721.17,-9168.99609375,40.8276,677,4509.96
17.9561,678,3390000,4759.36,-9244.173828125,41.6943,678,4503.04
18.3404,679,3395000,4774.45,-9170.548828125,41.1495,679,4712.97
18.7243,680,3400000,4733.28,-9185.92578125,41.685,680,4669.13
18.6902,681,3405000,4788.88,-9111.986328125,41.4353,681,4707.21
18.4692,682,3410000,4776.04,-9162.7109375,41.4521,682,4723.83
18.8457,683,3415000,4796.05,-9241.7890625,41.2534,683,4729.15
18.6649,684,3420000,4774.07,-9194.2021484375,41.6509,684,4707.21
17.6413,685,3425000,3983.17,-9097.4140625,41.1589,685,4705.39
18.5486,686,3430000,4604.98,-9317.86328125,41.3354,686,4756.3
18.7275,687,3435000,4798.13,-9358.58203125,41.1798,687,4740.08
23.0973,688,3440000,4811.67,-9117.1318359375,41.1909,688,4733.6
21.8583,689,3445000,3252.03,-9258.861328125,41.0831,689,4758.89
18.6975,690,3450000,4745.14,-9358.998046875,41.4491,690,4693.3
18.0963,691,3455000,4768.34,-9377.9091796875,41.2207,691,4719.08
24.1363,692,3460000,4747.21,-9398.580078125,41.2725,692,4505.89
18.3607,693,3465000,4739.72,-9343.5673828125,41.5429,693,4468.89
17.5497,694,3470000,4778.09,-9285.05859375,40.8843,694,4714.28
37.219,695,3475000,4750.48,-9059.3408203125,41.1998,695,4284.59
23.6035,696,3480000,4476.49,-9505.931640625,41.4367,696,4265.2
25.5307,697,3485000,4695.16,-9497.1044921875,41.4353,697,4648.13
45.2247,698,3490000,3439.69,-9126.181640625,41.8151,698,4472.43
23.8909,699,3495000,4168.85,-9562.2255859375,41.2633,699,4662.72
17.8372,700,3500000,4711.65,-9416.5419921875,41.3315,700,4492.55
18.2076,701,3505000,4746.93,-9429.2919921875,40.9222,701,4703.91
32.4325,702,3510000,4754.41,-9470.4072265625,41.5856,702,4455.75
18.2245,703,3515000,4763.73,-9454.66015625,41.1421,703,4716.82
24.9924,704,3520000,4776.91,-9220.2470703125,40.9733,704,4690.75
17.7429,705,3525000,4360.38,-9559.88671875,40.8172,705,4700.44
17.8391,706,3530000,4735.43,-9442.5693359375,40.9911,706,4644.54
18.0947,707,3535000,4766.21,-9475.7861328125,40.7917,707,4719.92
22.2141,708,3540000,4438.54,-9411.689453125,41.0707,708,4711.88
17.9049,709,3545000,4770.36,-9253.6376953125,41.0097,709,4691.45
18.401,710,3550000,4741.82,-9407.162109375,41.1183,710,4695.29
18.6303,711,3555000,4783.93,-9379.599609375,40.8295,711,4506.96
18.0983,712,3560000,4811.39,-9257.0625,40.6789,712,4728.2
23.5782,713,3565000,4592.8,-9094.791015625,40.8138,713,4515.44
21.9048,714,3570000,4591.98,-9156.697265625,40.4618,714,4725.29
18.296,715,3575000,4606.41,-9666.634765625,41.2045,715,4721.82
17.9188,716,3580000,4825.61,-9194.5771484375,40.5365,716,4666.18
17.8876,717,3585000,4724.78,-9015.7275390625,40.3075,717,4500.63
17.2075,718,3590000,4800.33,-9122.0732421875,40.6335,718,4742.42
18.6852,719,3595000,4829.07,-9419.1416015625,40.8243,719,4761.73
18.0657,720,3600000,4770.47,-9375.583984375,40.4489,720,4604.1
18.3088,721,3605000,4624.61,-9397.0146484375,40.6063,721,4763.03
18.7748,722,3610000,4785.04,-9430.0771484375,41.0903,722,4581.54
18.1753,723,3615000,4813.72,-9395.0283203125,40.4659,723,4755.93
18.0733,724,3620000,4814.6,-9388.8955078125,40.8814,724,4742.5
18.6943,725,3625000,4787.54,-9375.166015625,40.9734,725,4737.4
18.4125,726,3630000,4767.11,-9387.8330078125,40.4427,726,4735.9
18.1145,727,3635000,4749.21,-9476.5302734375,40.5002,727,4701.47
17.8648,728,3640000,4763.08,-9314.546875,40.3146,728,4736.84
17.9454,729,3645000,4756.1,-9380.578125,40.5614,729,4729.87
21.1365,730,3650000,4714.04,-9454.5361328125,40.5064,730,4689.78
17.5218,731,3655000,4797.76,-9511.072265625,40.5314,731,4748.66
18.4326,732,3660000,4745.47,-9552.599609375,40.3864,732,4693.1
27.1827,733,3665000,4765.56,-9302.9765625,40.8047,733,4499.96
18.558,734,3670000,4737.97,-9727.1123046875,40.9704,734,4701.62
18.2003,735,3675000,4736.02,-9924.365234375,40.5983,735,4709.73
18.0368,736,3680000,4755.12,-9432.4306640625,40.203,736,4685.46
18.3516,737,3685000,4617.31,-9652.271484375,40.4884,737,4708.19
17.7243,738,3690000,4703.96,-9459.57421875,40.3529,738,4671.36
18.3824,739,3695000,4733.21,-9788.328125,41.0381,739,4697.44
20.0065,740,3700000,4726.86,-9569.65234375,40.9222,740,4500.35
18.2527,741,3705000,4765.68,-9887.712890625,40.839,741,4499.92
18.5435,742,3710000,4779.23,-9811.462890625,40.8164,742,4706.54
17.6469,743,3715000,4760.11,-9676.4619140625,40.1724,743,4309.64
18.5358,744,3720000,4696.09,-9973.5751953125,40.703,744,4629.23
17.8084,745,3725000,4540.33,-9758.5703125,40.6733,745,4492.22
17.3945,746,3730000,4714.89,-9506.5234375,40.1506,746,4675.97
18.8007,747,3735000,4759.88,-9694.599609375,40.6736,747,4690.36
18.1237,748,3740000,4716.77,-9582.5390625,40.4492,748,4674.79
18.6097,749,3745000,4715.14,-9934.2509765625,40.7567,749,4691.46
17.983,750,3750000,4736.89,-9945.3271484375,40.3718,750,4693.86
17.9188,751,3755000,4725.51,-9760.3427734375,40.5078,751,4332.83
17.53,752,3760000,4694.84,-9651.2373046875,40.7332,752,4509.0
17.6863,753,3765000,4509.93,-9987.07421875,40.8332,753,4679.22
17.3525,754,3770000,4684.04,-9457.4423828125,40.4095,754,4650.95
17.6254,755,3775000,4650.56,-9766.0654296875,40.8351,755,4602.03
18.1499,756,3780000,4709.06,-9997.9892578125,41.004,756,4677.11
17.8511,757,3785000,4718.8,-10286.837890625,40.8854,757,4661.85
18.0596,758,3790000,4669.28,-10239.3857421875,41.3218,758,4643.51
20.8076,759,3795000,4689.58,-9967.3515625,41.2404,759,4661.45
20.3257,760,3800000,4652.71,-10093.5537109375,40.998,760,4462.86
18.14,761,3805000,4692.76,-10235.185546875,41.2089,761,4653.35
18.3593,762,3810000,4705.8,-10356.3935546875,41.2162,762,4680.32
18.25,763,3815000,2625.71,-10213.9697265625,41.0506,763,4669.02
18.1211,764,3820000,4630.13,-10207.671875,41.0851,764,4472.83
18.3478,765,3825000,4663.29,-10473.3984375,41.3509,765,4658.62
