Running Forward KL,Real Sto Return,Itration,Real Det Return,Running Reverse KL
89.9714,5045.11,273,5547.11,91.7257
88.7899,4835.61,274,4941.96,88.8167
88.4164,5227.01,275,5532.64,92.5567
89.8997,4866.26,276,5077.49,92.1933
90.782,5297.05,277,5232.73,86.8057
79.3457,5513.89,278,5901.32,84.184
75.6399,5092.29,279,5412.78,79.247
88.9664,4941.1,280,5407.66,87.8827
90.226,4158.87,281,5043.61,88.5929
89.3644,5116.77,282,5656.96,89.6014
88.821,4372.88,283,5318.62,89.7923
87.5498,5462.68,284,5888.33,84.4082
82.1756,4914.5,285,5159.47,87.7077
77.0584,4279.95,286,5713.61,76.0862
76.8291,4605.47,287,5819.54,75.4209
89.1071,5072.69,288,5698.23,83.9116
77.0604,4808.3,289,5361.35,75.1839
87.4255,5269.37,290,5629.44,87.3347
89.6151,5273.11,291,5572.48,89.261
86.6859,5547.28,292,5429.55,90.1437
80.6293,5094.27,293,5778.1,86.5364
89.8535,5483.98,294,5994.87,88.0008
86.9445,5555.57,295,6090.88,86.551
88.583,5591.64,296,5692.63,87.6921
86.5585,5184.54,297,6053.51,87.4286
88.6599,5193.98,298,5761.02,87.3908
87.2305,5105.0,299,5828.78,85.3612
89.8686,5207.88,300,5772.22,91.1649
86.8339,5228.02,301,5989.28,85.5137
90.8213,5425.02,302,5857.51,96.3067
89.2694,5289.31,303,5513.81,89.1156
89.4402,5607.39,304,5969.86,90.0888
89.1149,4612.25,305,5756.21,92.2144
75.712,5664.81,306,5693.14,78.1405
88.9856,5490.0,307,6008.18,89.8231
86.09,4758.59,308,6009.7,90.0429
85.2959,4981.53,309,5346.98,89.2821
87.8216,5226.73,310,5670.57,91.8276
89.4833,5194.94,311,5411.36,92.1272
88.486,4951.97,312,5704.14,90.1337
87.6928,4800.93,313,6004.51,88.7192
88.3409,5242.15,314,5651.55,92.7212
89.3777,5218.26,315,5779.18,94.5723
87.8149,5216.25,316,5634.08,88.8209
80.1115,5149.41,317,5633.75,82.0321
79.8171,5508.81,318,5694.06,86.8045
77.1111,5303.99,319,5961.2,78.6213
89.6289,5655.14,320,5483.71,92.2553
81.231,4484.1,321,5743.89,88.3907
84.1215,5406.04,322,5908.31,83.3755
76.9371,5182.39,323,6029.08,78.9538
88.9104,5029.95,324,5863.09,93.9846
89.8325,5592.23,325,5604.33,87.8069
90.6512,5292.8,326,6001.13,92.4659
75.465,4929.67,327,5593.37,71.9198
80.2054,5045.88,328,5708.76,85.8954
88.3363,5480.19,329,5010.45,94.3636
88.9233,4927.02,330,5936.26,89.7037
90.1124,5436.48,331,5338.25,94.509
90.0461,4857.43,332,6028.85,91.9599
87.0841,5125.58,333,5958.54,88.8986
79.1911,4785.19,334,5702.11,80.2667
87.455,5356.6,335,5936.6,88.1979
85.7654,5566.72,336,5746.11,88.698
86.7659,5152.71,337,5279.95,88.6566
87.5251,5280.97,338,5697.29,85.7045
88.3933,4429.67,339,5630.2,92.0
90.0763,5517.62,340,5968.87,90.6163
81.4558,5469.95,341,5769.97,85.2833
89.867,4866.99,342,5641.93,91.6481
88.5577,5267.55,343,5333.84,92.0021
83.9823,4786.54,344,5898.43,86.9929
88.7163,5059.98,345,6067.78,90.5393
78.0691,5109.87,346,5839.7,81.84
81.5397,5161.78,347,5430.39,79.8705
89.8508,5058.58,348,6007.04,91.2488
89.295,5378.78,349,5792.16,90.844
89.7125,4886.47,350,6092.77,87.5062
84.0512,4520.66,351,5818.59,87.8351
87.3612,4910.3,352,6009.07,88.3806
79.7241,5573.04,353,5538.37,82.2142
88.4009,5306.65,354,5933.61,90.2648
89.3389,5336.73,355,5425.88,89.0346
86.0915,5239.22,356,6069.21,88.2727
88.2148,5747.93,357,5734.92,85.6323
86.8767,4994.46,358,5833.54,88.1707
91.2327,5305.54,359,6026.96,89.1511
88.1625,5413.11,360,5875.61,87.1114
88.991,5598.06,361,6038.21,91.5382
85.1465,4940.95,362,5753.67,86.8836
89.9619,5074.82,363,6072.7,91.2048
79.3037,5314.17,364,6024.7,82.253
90.2054,5279.66,365,5811.77,93.6414
90.2067,5143.61,366,5553.31,91.5376
89.9473,5715.88,367,5884.36,90.7796
89.5232,5324.38,368,5548.78,88.0992
