Running Forward KL,Real Sto Return,Itration,Real Det Return,Running Reverse KL
74.9521,-41.33,0,425.88,25.3944
73.523,-25.63,1,264.88,26.2374
72.6402,-5.74,2,574.29,26.9438
71.9483,14.09,3,621.61,27.2999
72.7696,47.63,4,483.88,27.3148
71.0754,123.17,5,671.71,27.6244
69.4288,147.23,6,847.7,28.1183
69.3022,172.46,7,705.5,29.3307
68.7087,284.19,8,757.49,27.7686
66.7017,379.83,9,1051.65,28.4306
68.1528,299.96,10,1181.97,28.8306
66.0267,288.85,11,884.96,28.4071
67.9255,250.34,12,777.02,28.5739
64.7872,454.82,13,1292.53,27.7862
67.99,283.07,14,746.01,28.6471
63.0461,399.51,15,1343.89,27.1578
63.8237,407.55,16,1344.35,27.3559
64.2427,491.23,17,798.62,27.3051
67.9345,565.78,18,1013.39,29.5551
65.7432,340.04,19,954.95,27.7304
61.1959,889.33,20,1433.23,25.9125
60.0825,467.98,21,800.32,23.7305
58.1041,829.2,22,1368.66,23.3464
63.0519,514.98,23,1145.89,26.4666
62.5819,350.0,24,646.5,25.0478
63.3269,688.55,25,1359.71,25.9926
60.6724,1317.05,26,2165.75,24.8068
58.7591,878.63,27,1949.21,24.006
61.7653,748.06,28,1376.33,25.0001
60.229,1707.19,29,2033.91,26.074
58.4004,1048.68,30,2163.31,23.9508
61.6141,1542.37,31,1773.0,25.2291
60.159,2442.93,32,3029.58,27.4531
60.4195,1328.91,33,1806.93,25.8434
61.1815,1786.87,34,2958.84,30.109
59.4099,1879.06,35,3044.18,30.0175
60.0777,2533.96,36,2903.23,31.2353
61.0203,1940.51,37,2983.97,28.9867
64.1064,1527.6,38,2677.37,32.6477
64.1815,1869.03,39,2672.26,32.4624
64.2219,1906.78,40,2653.17,30.4039
62.6179,1003.1,41,2218.78,26.6292
62.3068,2171.71,42,2701.89,30.6794
63.9839,2173.04,43,2358.7,34.2612
64.2574,2791.07,44,3461.71,36.4243
65.0094,2718.33,45,3611.16,36.8528
65.7318,2416.25,46,2790.01,38.7002
64.478,2105.09,47,3245.91,29.6667
63.8336,2386.5,48,3493.71,32.8045
69.6227,3430.02,49,3820.97,48.1253
63.7828,2854.56,50,2713.21,36.0404
64.5524,1616.58,51,2128.81,29.6408
63.8506,1610.2,52,1620.23,26.5189
68.1767,3282.91,53,3748.78,42.1808
65.4648,2749.41,54,2894.28,36.2961
66.4739,2722.33,55,3970.49,39.6319
67.2283,3534.56,56,4062.68,46.9592
67.1234,3232.48,57,3934.32,44.5828
65.8072,2467.32,58,3111.8,33.0855
65.7487,3168.06,59,4255.33,38.3316
70.7265,3817.98,60,3813.07,52.3559
69.7417,2978.28,61,4345.01,49.2157
74.7858,3568.46,62,4386.01,57.0728
72.4006,4237.73,63,4812.25,59.1621
68.9748,3350.84,64,3975.63,49.641
65.6996,2335.26,65,2811.44,34.7544
67.0346,3253.04,66,4239.87,49.2905
78.6897,4197.75,67,5067.76,65.5743
77.2621,3911.89,68,4912.93,61.1167
75.8877,3805.64,69,4979.35,65.251
70.1983,3289.57,70,4240.91,61.8252
70.9626,3994.91,71,4435.73,57.7503
72.1018,3716.88,72,4665.28,63.2174
76.3924,4597.13,73,5121.93,63.3863
70.6013,4389.37,74,4934.76,59.3161
73.2114,4360.19,75,4904.49,58.2133
79.589,4290.21,76,5187.27,68.992
76.9208,3367.09,77,4896.17,74.4422
74.7915,4532.54,78,5224.38,66.8633
70.4817,3863.11,79,4710.1,59.2628
76.2322,2929.85,80,3716.16,66.9229
71.7555,4042.15,81,4584.0,59.3477
81.5601,4014.15,82,5122.14,76.2623
70.5608,4104.2,83,4799.39,59.1449
80.6095,4648.61,84,5002.35,76.7375
69.0544,4301.35,85,4444.11,46.3953
74.2111,4547.44,86,5453.74,68.1373
76.5622,4254.63,87,4930.51,73.3731
74.9612,3570.84,88,4394.63,75.5503
83.4539,3247.17,89,4382.03,78.0792
78.9929,4308.25,90,5182.52,75.561
76.3624,3786.36,91,4954.45,77.4723
70.5616,4313.33,92,4442.77,56.9544
72.9545,4783.65,93,5467.01,68.1617
84.9569,4586.86,94,5414.67,80.0523
73.0815,4933.05,95,5039.27,62.3745
78.9858,4851.94,96,5156.91,75.5807
74.5312,4560.3,97,4986.03,66.007
78.6083,4561.74,98,4958.58,75.1437
77.7694,4687.91,99,5122.53,72.4479
86.1261,4993.93,100,5377.17,83.015
77.2352,4971.06,101,5256.74,73.5213
74.7869,4414.84,102,4730.72,69.1761
83.831,4888.03,103,4712.18,74.9822
88.1868,3965.63,104,4489.97,88.2198
85.821,4698.89,105,4914.67,85.375
83.9716,5043.84,106,5495.3,81.7168
77.2383,2728.33,107,5077.94,75.8951
85.8592,4504.3,108,5278.16,83.429
74.9983,5061.95,109,5459.3,71.6172
75.4566,4488.35,110,5380.78,70.8191
82.219,4338.19,111,4750.47,79.2471
87.4916,5041.32,112,5302.53,86.3161
73.4183,4862.1,113,5623.55,73.6512
85.6006,4084.48,114,4823.23,87.4625
79.6284,3767.7,115,5421.06,88.0029
85.3997,4652.1,116,5587.31,86.1148
77.548,4880.97,117,4936.81,79.9153
74.6289,4013.38,118,4386.97,71.5252
84.7383,4318.95,119,4943.18,90.0791
73.5036,5101.06,120,5400.16,72.8437
74.14,4592.73,121,5055.1,74.4295
72.8973,4452.13,122,5707.63,67.2517
86.542,5118.13,123,5350.19,84.0317
87.6479,5103.2,124,5506.08,88.4949
86.4136,4140.28,125,5081.16,89.9202
84.6894,4830.14,126,5227.53,85.2262
76.1564,5246.35,127,5446.26,81.3831
77.0758,5099.19,128,5478.35,79.5401
72.2227,4533.09,129,5242.13,76.34
83.371,5056.59,130,5286.3,87.279
87.9131,5015.5,131,5580.18,90.8298
87.7416,4251.4,132,4934.02,91.1954
78.8655,4523.13,133,5441.27,85.7914
85.5162,5331.28,134,5672.26,88.7856
74.5773,4839.46,135,5437.08,76.0566
77.0787,4496.5,136,5348.77,77.1846
74.1579,4730.26,137,5287.1,74.2986
85.563,4407.09,138,4988.37,92.1407
90.0594,5140.91,139,5396.63,95.4133
86.7848,5288.59,140,4570.06,88.8413
86.9631,4753.56,141,5550.27,93.8091
79.511,4782.04,142,5773.69,78.2864
80.0465,4905.42,143,5532.47,81.3399
77.7744,4022.1,144,5392.34,77.5128
79.1655,5283.56,145,5418.17,83.5825
79.7207,4619.51,146,5591.71,89.0733
89.6336,5287.96,147,5661.06,94.8435
89.1551,4947.62,148,5565.81,85.7364
85.41,5352.46,149,5661.34,85.5699
88.5469,5347.72,150,5252.56,93.2777
85.3016,4653.54,151,5413.65,81.8012
88.5045,4022.18,152,4970.3,92.5397
84.7175,4532.11,153,4970.08,91.2805
83.5469,5439.97,154,5769.46,84.372
88.0387,4558.23,155,5353.61,91.963
84.9658,4884.88,156,5734.51,86.8852
89.8589,4802.89,157,4746.25,96.2157
90.0986,5013.52,158,5232.79,95.6727
85.9903,4746.27,159,5416.48,88.1921
89.5021,5321.07,160,5706.94,88.9286
87.8412,5206.35,161,5735.13,92.2995
84.1597,4789.28,162,5074.59,83.1651
81.7502,4928.93,163,5294.47,89.9605
88.0312,5111.57,164,5129.09,90.1932
89.7291,5155.27,165,5711.03,95.4453
93.7073,5069.37,166,4310.67,107.095
90.7597,4215.27,167,5334.3,95.0775
90.5847,4838.3,168,5440.95,93.0587
89.9383,5060.3,169,5732.03,94.6778
93.1111,5076.02,170,5707.56,95.5534
78.9232,4922.19,171,5574.4,80.3752
88.1624,5423.28,172,5749.16,88.0187
89.8211,4719.91,173,4911.54,93.076
88.5121,4477.67,174,5671.59,89.0731
89.398,5070.57,175,5643.16,92.3017
87.3434,5148.72,176,5695.46,89.7582
88.0749,4755.26,177,5404.77,93.0689
89.6,5165.39,178,5028.66,94.7153
88.4518,4410.03,179,5362.85,89.7895
72.497,5293.24,180,5602.12,69.2923
90.3512,5239.65,181,5521.95,92.7653
80.4159,4564.4,182,5376.21,91.6484
90.549,4655.14,183,5500.32,95.703
86.5275,5076.04,184,5731.95,90.0404
90.1739,5323.78,185,5427.89,94.3323
88.5754,5176.14,186,5452.28,88.0856
89.3881,4503.71,187,5242.57,91.2165
87.1035,5135.2,188,5681.02,82.6241
89.7135,5136.24,189,5592.75,92.272
86.7386,5090.69,190,5415.83,86.1468
86.0123,5378.43,191,5590.81,88.4363
84.8127,4932.99,192,5321.26,82.8901
82.4787,4666.76,193,5177.89,85.0582
90.7182,5091.98,194,5415.18,92.9749
90.9932,5019.66,195,5589.8,90.5152
90.6654,5346.31,196,5435.59,96.708
86.5986,5498.93,197,5791.94,84.9899
87.9238,5265.11,198,5517.85,88.0296
86.4246,5401.9,199,5786.6,83.2533
88.9189,5202.79,200,5426.08,85.7636
87.2475,4613.93,201,5063.83,87.0532
87.7211,5180.89,202,5394.31,88.0715
89.9376,5263.47,203,5549.25,88.457
83.6133,4979.49,204,5732.95,86.5663
79.7584,5201.72,205,5820.82,84.6247
86.7432,4695.62,206,5798.58,86.8511
88.17,5185.74,207,5715.41,86.6346
89.3462,5334.02,208,5553.55,86.7077
79.0165,5153.51,209,5794.03,81.9108
89.5413,5310.49,210,5848.99,91.694
86.8203,5182.77,211,5673.65,86.3501
87.2758,5360.92,212,5896.73,88.8484
87.811,5580.8,213,5796.5,90.8534
88.1112,5040.85,214,5863.62,88.454
90.8082,5363.83,215,5922.05,89.3595
91.1269,5517.59,216,5800.76,94.753
90.3364,5424.6,217,5748.1,94.6792
81.1792,5565.52,218,5613.43,86.8484
90.9303,5189.28,219,5546.52,96.3843
85.0832,5060.27,220,5541.83,89.6754
87.2232,5201.69,221,5899.06,90.5521
87.1351,5212.05,222,5411.13,89.8414
83.1364,5012.64,223,5856.29,86.9663
88.7753,5478.6,224,5368.75,94.5789
89.1257,4863.76,225,5576.65,94.3939
90.8452,4724.54,226,5742.7,94.279
89.7209,5237.07,227,5897.32,94.2107
77.116,4862.09,228,5393.89,85.7643
90.0843,4954.92,229,5608.58,90.8993
89.3193,4949.37,230,5880.32,87.8685
88.3084,5680.9,231,5704.39,90.5416
78.9645,5543.01,232,5800.56,89.6605
89.9951,5344.36,233,5688.54,96.6095
88.7375,5643.59,234,5937.79,92.0239
89.206,5207.54,235,5631.81,91.0172
86.2098,5397.32,236,5703.77,90.2315
90.3241,5208.82,237,5772.58,94.0771
80.2362,5128.86,238,5764.53,89.3572
89.3286,5383.9,239,5810.64,93.7424
88.9272,5047.36,240,5873.94,90.5557
82.06,4892.42,241,5500.01,87.2906
84.6166,5132.36,242,5557.05,90.6711
89.3469,5631.69,243,5647.86,91.2468
83.4425,5512.54,244,5685.59,88.2258
77.4909,4693.01,245,5614.71,78.9035
85.6468,5367.09,246,5427.03,88.7059
86.945,5400.49,247,5695.07,89.0787
81.942,5398.12,248,5970.88,87.047
86.3781,5204.83,249,5990.87,88.7565
88.7699,5690.39,250,5471.16,93.6877
86.5223,5130.51,251,6025.32,88.1872
84.7497,5501.49,252,5289.03,88.1557
84.5862,5426.58,253,5961.7,86.3639
77.9555,5490.29,254,5999.44,83.5333
90.9998,5742.83,255,5851.13,92.8459
88.7847,4390.77,256,5569.02,95.5208
80.0881,5441.8,257,5824.43,89.2568
88.1178,5606.18,258,5529.86,87.6275
86.919,4906.22,259,5527.09,88.1788
77.3328,4967.76,260,5894.37,78.62
88.9418,5157.34,261,5674.09,91.8511
78.7165,4809.46,262,5730.7,86.0056
88.9127,5404.18,263,5936.8,89.6983
85.6081,4825.69,264,5552.3,88.9322
82.4922,5114.89,265,5286.73,86.3386
89.9461,4558.44,266,5618.74,92.0897
90.647,4667.34,267,5723.53,89.2322
76.9055,5467.71,268,5861.47,73.8398
87.4232,5013.32,269,5532.11,86.294
86.741,4256.26,270,5774.83,87.5178
76.8915,5067.24,271,5476.08,79.2693
90.5046,4496.66,272,5563.62,92.1027
