Running Reverse KL,Itration,Real Det Return,Reward Loss,Real Sto Return,Running Forward KL,Running Env Steps,Running Update Time
12.709,155,3411.13,-185.6199493408203,3396.31,24.5371,775000,155
11.8171,156,3306.45,-193.07618713378906,3280.99,23.4518,780000,156
12.8268,157,3392.8,-238.2603302001953,3367.42,24.4693,785000,157
11.8128,158,3407.5,-214.71173095703125,3380.54,23.2116,790000,158
11.8621,159,3428.78,-274.9095458984375,3297.04,24.4097,795000,159
13.5507,160,3411.88,-276.6657409667969,3336.51,24.362,800000,160
13.7764,161,3431.54,-305.8013916015625,3175.69,24.9644,805000,161
12.842,162,3430.5,-320.4313659667969,3226.4,25.7113,810000,162
12.3389,163,3310.64,-288.09112548828125,3196.44,24.5284,815000,163
12.7295,164,3328.28,-270.9700927734375,3313.79,25.3236,820000,164
20.9246,165,3430.38,-402.92572021484375,3064.02,26.5162,825000,165
12.6232,166,3424.61,-254.25723266601562,3388.55,24.3316,830000,166
15.2081,167,3457.76,-424.0491943359375,3080.72,25.2773,835000,167
12.9371,168,3434.48,-242.76158142089844,3392.43,24.3811,840000,168
12.5068,169,3395.78,-255.1088104248047,3332.62,23.6605,845000,169
11.6729,170,3380.66,-238.52088928222656,3344.69,23.801,850000,170
23.9809,171,3414.81,-731.2805786132812,2629.62,25.99,855000,171
15.1484,172,3395.67,-379.4422302246094,3127.95,25.0707,860000,172
12.8727,173,3424.3,-257.26177978515625,3405.31,24.3461,865000,173
12.3904,174,3314.66,-299.8076171875,3315.93,24.2331,870000,174
12.4599,175,3419.02,-260.4794616699219,3377.61,24.0528,875000,175
12.1331,176,3398.41,-272.00787353515625,3383.43,24.2865,880000,176
13.1271,177,3393.76,-283.9624328613281,3173.13,24.2876,885000,177
13.3277,178,3390.37,-330.23046875,3300.06,25.3141,890000,178
13.1383,179,3410.5,-303.2686767578125,3228.6,24.5829,895000,179
12.7168,180,3409.3,-334.13336181640625,3121.29,24.1385,900000,180
12.8567,181,3367.55,-419.07708740234375,3204.46,24.1815,905000,181
12.1918,182,3321.58,-316.8362121582031,3272.84,24.5427,910000,182
12.5066,183,3387.24,-327.83148193359375,3163.91,24.7331,915000,183
11.6918,184,3385.74,-276.8552551269531,3245.67,23.8864,920000,184
12.5944,185,3360.2,-308.05755615234375,3337.15,25.279,925000,185
14.7285,186,3409.89,-329.6850891113281,3246.6,23.6522,930000,186
11.5987,187,3378.87,-285.3606872558594,3277.74,23.8093,935000,187
11.7227,188,3429.23,-301.1725158691406,3421.83,23.9547,940000,188
12.3473,189,3427.73,-361.5393981933594,3169.49,25.1541,945000,189
11.6683,190,3400.31,-318.7431640625,3364.24,23.8299,950000,190
12.2303,191,3404.6,-433.46429443359375,3139.84,24.9436,955000,191
16.3834,192,3448.34,-535.1229248046875,2811.95,24.2844,960000,192
11.693,193,3376.2,-294.6761169433594,3380.81,23.7338,965000,193
13.784,194,3353.76,-456.80010986328125,2323.71,25.8508,970000,194
12.1541,195,3378.24,-329.783203125,3358.35,24.2875,975000,195
12.9039,196,3429.22,-328.051513671875,3412.08,23.9062,980000,196
12.6425,197,3388.05,-395.839599609375,3247.21,23.888,985000,197
11.7687,198,3357.65,-335.4554138183594,3313.24,23.9064,990000,198
12.8355,199,3424.55,-485.8896484375,2981.92,25.6776,995000,199
