Running Reverse KL,Running Env Steps,Running Update Time,Real Det Return,Itration,Reward Loss,Real Sto Return,Running Forward KL
15.775,140000,28,1919.53,28,-4083.052001953125,1536.83,157.4166
15.8547,145000,29,1949.06,29,-4296.8857421875,1576.79,157.3813
15.7897,150000,30,1883.22,30,-4559.74951171875,1573.11,157.4042
15.9587,155000,31,2041.98,31,-4487.4365234375,1632.52,157.4187
15.7112,160000,32,1997.89,32,-4752.36865234375,1607.94,157.1109
15.6656,165000,33,1981.05,33,-4973.3447265625,1584.86,157.3827
14.7711,170000,34,1895.38,34,-5263.943359375,1372.92,156.9862
13.6922,175000,35,309.4,35,-5569.84228515625,59.67,157.0729
14.7716,180000,36,-35.0,36,-6711.72119140625,-137.8,157.7771
16.6323,185000,37,-130.71,37,-7857.4990234375,24.89,159.3016
13.7517,190000,38,1758.81,38,-6464.8505859375,1173.43,157.1768
15.8756,195000,39,-29.45,39,-8332.185546875,-37.41,159.6043
14.6284,200000,40,-218.34,40,-7993.77880859375,-42.38,158.8339
11.1181,205000,41,-58.12,41,-6411.73388671875,-13.44,157.5631
22.1781,210000,42,-103.53,42,-8232.7890625,-13.62,157.8266
16.2058,215000,43,152.02,43,-7700.9560546875,-3.49,158.9383
12.3997,220000,44,167.38,44,-7115.697265625,-11.89,157.3647
14.1213,225000,45,446.68,45,-7369.0537109375,662.26,157.391
14.6053,230000,46,1735.98,46,-7404.8818359375,1331.89,157.0977
15.211,235000,47,1713.98,47,-7536.7880859375,1371.46,157.2339
14.696,240000,48,660.37,48,-7892.76904296875,989.87,157.429
15.7309,245000,49,1991.36,49,-7933.8876953125,1579.0,157.2547
15.3553,250000,50,1948.41,50,-8096.94189453125,1572.95,157.1695
15.4697,255000,51,1999.64,51,-8215.4462890625,1601.59,157.0314
15.5206,260000,52,2005.04,52,-8478.736328125,1626.61,157.3214
15.7901,265000,53,2045.84,53,-8653.2158203125,1646.89,157.1167
15.6072,270000,54,1997.8,54,-8886.82421875,1650.39,157.1069
15.7985,275000,55,2002.2,55,-9156.1787109375,1661.9,157.1869
15.4996,280000,56,2002.0,56,-9287.9716796875,1624.82,157.2553
15.8457,285000,57,2033.66,57,-9370.3662109375,1690.49,156.8421
16.0915,290000,58,2082.6,58,-9668.646484375,1684.13,157.1425
15.3215,295000,59,2013.52,59,-9821.4736328125,1661.52,156.9477
15.6898,300000,60,2050.42,60,-9985.6982421875,1667.0,157.2065
15.9828,305000,61,2051.16,61,-10159.3525390625,1680.62,157.2105
15.5888,310000,62,2029.82,62,-10405.1689453125,1691.3,157.0951
15.6238,315000,63,2069.04,63,-10560.32421875,1705.59,157.0687
15.8363,320000,64,2108.14,64,-10673.2490234375,1698.45,157.025
15.8366,325000,65,2055.29,65,-11001.1669921875,1702.16,157.187
15.5946,330000,66,2083.72,66,-11033.591796875,1722.45,156.9015
15.1727,335000,67,2063.64,67,-11236.763671875,1713.35,157.0182
15.4396,340000,68,2031.52,68,-11566.23828125,1680.0,157.0307
15.2794,345000,69,2063.27,69,-11741.36328125,1697.19,156.9016
15.7556,350000,70,2110.9,70,-11933.82421875,1746.73,157.142
15.5623,355000,71,2087.42,71,-12006.8671875,1735.9,157.0108
15.3195,360000,72,2086.36,72,-12228.94921875,1712.44,156.9137
15.4638,365000,73,2101.95,73,-12476.548828125,1748.34,157.1424
14.9669,370000,74,2092.87,74,-12608.8427734375,1704.54,156.8849
15.6844,375000,75,2098.98,75,-12930.82421875,1751.96,157.1574
15.6406,380000,76,2109.88,76,-13120.58203125,1720.78,157.1352
15.2415,385000,77,2055.38,77,-13313.4873046875,1707.86,157.0766
15.7371,390000,78,2123.43,78,-13572.2998046875,1737.95,157.2082
15.7088,395000,79,2117.04,79,-13796.052734375,1753.8,157.2633
15.7018,400000,80,2113.72,80,-13925.0029296875,1761.77,157.0186
15.2148,405000,81,2032.67,81,-14228.6240234375,1706.74,157.0147
15.7426,410000,82,2089.53,82,-14418.8369140625,1728.28,157.0005
15.3544,415000,83,2095.91,83,-14504.1162109375,1746.7,156.8392
15.3998,420000,84,2069.01,84,-14775.904296875,1759.57,156.9122
15.6331,425000,85,2145.18,85,-14991.4404296875,1771.57,156.9688
15.6325,430000,86,2143.69,86,-15152.0859375,1793.61,156.9611
15.4872,435000,87,2118.4,87,-15349.4443359375,1762.53,156.8963
15.2518,440000,88,2126.26,88,-15488.3046875,1781.53,156.6616
15.6237,445000,89,2111.2,89,-15755.2646484375,1771.96,157.0438
15.4693,450000,90,2075.85,90,-16090.6728515625,1756.33,156.995
15.5413,455000,91,2080.94,91,-16352.31640625,1767.12,156.9063
15.5436,460000,92,2129.71,92,-16500.306640625,1778.11,156.9125
15.5246,465000,93,2075.24,93,-16701.802734375,1765.91,156.8976
15.5229,470000,94,2136.7,94,-16853.361328125,1783.87,156.8383
15.4874,475000,95,2056.12,95,-17183.728515625,1743.72,156.8243
15.364,480000,96,2120.63,96,-17305.8125,1764.14,156.8988
15.6394,485000,97,2155.18,97,-17487.962890625,1784.89,156.7547
15.7098,490000,98,2176.93,98,-17697.21875,1830.25,156.9281
15.1794,495000,99,2110.97,99,-17892.365234375,1755.45,156.8912
15.4278,500000,100,2162.41,100,-18080.921875,1825.59,156.8595
15.3417,505000,101,2153.2,101,-18256.67578125,1818.66,156.7273
15.2376,510000,102,2128.19,102,-18447.83203125,1766.52,156.8884
15.3843,515000,103,2155.05,103,-18844.87890625,1792.75,156.858
15.4852,520000,104,2152.7,104,-19079.57421875,1789.31,156.9227
15.4587,525000,105,2197.14,105,-19399.052734375,1818.16,156.9282
15.4416,530000,106,2155.2,106,-19547.140625,1798.75,156.9623
15.2279,535000,107,2119.16,107,-19714.5625,1772.67,156.8095
15.3018,540000,108,2158.79,108,-20080.384765625,1829.53,156.8638
15.5436,545000,109,2175.0,109,-20287.029296875,1831.07,156.8186
15.5606,550000,110,2191.81,110,-20488.662109375,1831.07,156.8457
15.7632,555000,111,2180.47,111,-20587.890625,1813.15,156.7768
15.4356,560000,112,2140.8,112,-21059.150390625,1785.31,157.0297
15.5306,565000,113,2211.31,113,-21134.935546875,1845.26,157.0497
15.736,570000,114,2188.71,114,-21448.384765625,1867.44,156.7244
15.3018,575000,115,2111.58,115,-21617.263671875,1794.47,156.8089
15.3365,580000,116,2149.1,116,-21875.84375,1798.29,156.5877
15.3285,585000,117,2185.78,117,-22132.23046875,1808.43,156.8344
15.2995,590000,118,2146.89,118,-22426.751953125,1796.42,156.731
15.236,595000,119,2162.68,119,-22541.55859375,1826.09,156.7154
15.1947,600000,120,2143.41,120,-22785.6796875,1798.55,156.7909
15.2966,605000,121,2179.09,121,-23120.81640625,1823.84,157.0672
15.1293,610000,122,2146.46,122,-23271.96875,1806.42,156.8523
15.561,615000,123,2208.26,123,-23486.6015625,1829.85,156.7234
15.1976,620000,124,2173.66,124,-23899.365234375,1814.31,156.8384
15.3099,625000,125,2182.17,125,-24053.623046875,1834.03,156.7765
15.4117,630000,126,2181.44,126,-24270.83984375,1832.25,156.7995
15.3826,635000,127,2178.19,127,-24621.98828125,1813.56,156.8753
15.3267,640000,128,2176.26,128,-24851.048828125,1801.12,156.8256
15.6474,645000,129,2184.31,129,-25071.650390625,1854.1,156.93
15.5482,650000,130,2220.1,130,-25433.7265625,1857.74,156.7599
15.6419,655000,131,2254.09,131,-25562.34765625,1880.72,156.6523
15.7935,660000,132,2206.99,132,-25955.48828125,1868.58,156.8743
15.2681,665000,133,2199.59,133,-26135.79296875,1847.02,156.6842
15.0817,670000,134,2201.83,134,-26419.341796875,1810.38,156.7496
15.1594,675000,135,2165.78,135,-26858.98828125,1820.5,156.9359
15.4335,680000,136,2174.46,136,-26939.83203125,1809.37,156.9541
15.2853,685000,137,2215.97,137,-27345.072265625,1848.27,156.5029
15.4379,690000,138,2194.03,138,-27552.26171875,1866.21,156.7598
15.496,695000,139,2167.89,139,-27999.669921875,1825.18,156.8872
15.5387,700000,140,2204.71,140,-28137.546875,1844.12,156.8456
15.5341,705000,141,2201.02,141,-28361.921875,1841.82,156.7777
15.1274,710000,142,2142.57,142,-28664.029296875,1824.76,156.7842
15.2994,715000,143,2165.4,143,-29069.22265625,1846.84,156.8715
15.3082,720000,144,2142.78,144,-29427.228515625,1820.87,156.9237
15.2424,725000,145,2202.37,145,-29294.77734375,1849.51,156.5908
15.2498,730000,146,2208.38,146,-29457.478515625,1864.17,156.782
15.0827,735000,147,2206.51,147,-29840.4296875,1852.9,156.8174
14.9651,740000,148,2135.22,148,-30044.373046875,1822.28,156.8213
15.3532,745000,149,2164.05,149,-30502.083984375,1825.47,156.894
15.2107,750000,150,2170.11,150,-30462.966796875,1831.3,156.7776
15.1591,755000,151,2166.8,151,-30753.92578125,1842.18,156.683
15.2479,760000,152,2210.94,152,-30883.09375,1877.47,156.7979
15.0933,765000,153,2145.6,153,-31218.154296875,1827.24,156.6929
15.1557,770000,154,2173.47,154,-31223.546875,1851.4,156.6938
15.3847,775000,155,2173.54,155,-31620.134765625,1869.18,156.8904
15.6345,780000,156,2215.14,156,-31919.9296875,1874.35,156.8739
15.4998,785000,157,2194.44,157,-32244.92578125,1882.54,157.0903
15.2326,790000,158,2213.75,158,-32348.48046875,1841.2,156.7121
15.3684,795000,159,2196.84,159,-32593.568359375,1861.77,156.7877
15.5124,800000,160,2225.17,160,-32550.41015625,1855.55,156.6296
15.5702,805000,161,2212.1,161,-32998.08984375,1887.1,156.803
15.3807,810000,162,2233.29,162,-33071.484375,1919.04,156.8049
15.2858,815000,163,2223.74,163,-33459.15625,1889.65,156.758
14.9994,820000,164,2224.2,164,-33481.28125,1850.53,156.6795
15.1404,825000,165,2172.61,165,-33748.90234375,1860.35,156.5412
15.1015,830000,166,2162.88,166,-34079.4296875,1850.13,156.6425
15.3745,835000,167,2191.02,167,-34179.1328125,1865.66,156.7227
14.8279,840000,168,2123.34,168,-34390.4453125,1802.68,156.701
15.3916,845000,169,2214.97,169,-34761.48828125,1861.76,156.8318
15.304,850000,170,2168.45,170,-35002.66796875,1844.36,156.7937
15.682,855000,171,2254.29,171,-35407.09765625,1897.49,156.6934
15.2833,860000,172,2205.9,172,-35319.203125,1870.61,156.6191
15.2086,865000,173,2198.16,173,-35607.421875,1848.31,156.7131
15.2777,870000,174,2181.85,174,-35889.40625,1864.05,156.9279
15.2788,875000,175,2239.76,175,-36014.14453125,1873.74,156.8253
15.3369,880000,176,2190.91,176,-36382.36328125,1875.02,156.8649
15.1568,885000,177,2216.66,177,-36450.34765625,1871.71,156.877
15.466,890000,178,2244.62,178,-36418.65625,1894.43,156.6161
15.3537,895000,179,2197.98,179,-36889.35546875,1870.4,156.8676
15.0023,900000,180,2224.68,180,-37038.47265625,1896.76,156.633
14.9995,905000,181,2186.39,181,-37228.765625,1889.79,156.7242
15.4884,910000,182,2244.36,182,-37376.9453125,1892.95,157.0089
15.0668,915000,183,2270.4,183,-37387.44921875,1891.36,156.7091
15.4092,920000,184,2246.12,184,-38051.28125,1877.47,156.8339
15.2453,925000,185,2200.0,185,-37996.80078125,1848.66,156.6932
15.1105,930000,186,2186.24,186,-38190.171875,1859.65,156.7384
15.486,935000,187,2260.94,187,-38273.234375,1908.21,156.722
15.0317,940000,188,2192.05,188,-38228.609375,1884.03,156.6962
15.2891,945000,189,2214.49,189,-38667.23046875,1896.64,156.6754
15.5635,950000,190,2238.36,190,-38933.359375,1880.87,156.8038
15.0351,955000,191,2198.17,191,-38581.890625,1863.26,156.766
15.0313,960000,192,2217.56,192,-38932.83984375,1867.44,156.7077
15.5067,965000,193,2238.36,193,-39042.42578125,1904.41,156.6533
15.5219,970000,194,2255.21,194,-39111.5,1895.54,156.8591
15.1612,975000,195,2212.14,195,-39268.2109375,1850.8,156.7069
15.0105,980000,196,2244.97,196,-39315.08984375,1899.87,156.6177
15.1933,985000,197,2252.52,197,-39434.72265625,1894.64,156.612
15.1927,990000,198,2289.33,198,-39633.703125,1912.18,156.6964
15.1834,995000,199,2263.02,199,-39785.625,1879.77,156.7635
15.0901,1000000,200,2195.39,200,-39951.26171875,1858.09,156.7101
15.138,1005000,201,2205.62,201,-40199.39453125,1864.81,156.7621
15.0275,1010000,202,2204.87,202,-40281.63671875,1868.22,156.6874
15.1005,1015000,203,2218.95,203,-40394.796875,1860.39,156.7949
15.2567,1020000,204,2244.86,204,-40654.79296875,1888.12,156.8857
15.3042,1025000,205,2242.6,205,-40643.6953125,1888.3,156.755
15.19,1030000,206,2242.58,206,-40820.94921875,1883.3,156.731
15.2232,1035000,207,2223.7,207,-40945.20703125,1866.41,156.8084
15.0616,1040000,208,2204.79,208,-41056.7734375,1860.19,156.6973
15.1617,1045000,209,2243.66,209,-41340.3203125,1873.5,156.6724
15.2223,1050000,210,2253.09,210,-41406.2109375,1880.0,156.7821
15.0536,1055000,211,2204.81,211,-41665.08984375,1869.8,156.7124
15.2361,1060000,212,2239.78,212,-41687.02734375,1878.58,156.7376
15.2748,1065000,213,2252.16,213,-41863.30859375,1883.14,156.7496
15.2763,1070000,214,2248.85,214,-42041.48046875,1903.37,156.55
15.2667,1075000,215,2249.17,215,-42107.53515625,1897.45,156.6001
15.1841,1080000,216,2250.75,216,-42345.3359375,1901.63,156.8875
15.2912,1085000,217,2246.87,217,-42289.0703125,1889.37,156.7743
15.1082,1090000,218,2254.36,218,-42469.140625,1893.93,156.5812
15.3664,1095000,219,2242.49,219,-42725.33203125,1894.09,156.5758
15.0098,1100000,220,2232.28,220,-42702.81640625,1882.31,156.6622
15.2518,1105000,221,2266.42,221,-42976.11328125,1893.16,156.616
15.2483,1110000,222,2238.9,222,-43003.84765625,1893.82,156.6536
15.2548,1115000,223,2211.7,223,-43252.0390625,1878.06,156.8451
15.2914,1120000,224,2259.47,224,-43261.6015625,1882.14,156.6356
15.3209,1125000,225,2271.78,225,-43494.71484375,1922.53,156.6591
15.1124,1130000,226,2225.71,226,-43583.23828125,1900.95,156.8554
15.2302,1135000,227,2243.01,227,-43610.796875,1900.79,156.6873
14.976,1140000,228,2236.51,228,-43714.76171875,1893.29,156.5909
15.0561,1145000,229,2233.12,229,-43851.7890625,1863.55,156.7926
15.2376,1150000,230,2255.11,230,-43929.4609375,1897.68,156.7839
15.3009,1155000,231,2250.33,231,-44353.5390625,1880.08,156.7816
15.3423,1160000,232,2271.97,232,-44304.578125,1895.95,156.6974
15.0642,1165000,233,2263.71,233,-44420.44921875,1884.67,156.64
15.0666,1170000,234,2266.41,234,-44384.45703125,1898.89,156.7847
15.1884,1175000,235,2265.73,235,-44600.234375,1900.65,156.5643
15.0989,1180000,236,2235.82,236,-44707.94921875,1906.86,156.7095
15.254,1185000,237,2241.75,237,-44893.45703125,1889.11,156.8061
15.3111,1190000,238,2227.34,238,-45144.828125,1888.4,156.7108
15.0354,1195000,239,2183.31,239,-45138.30078125,1851.13,156.6695
15.095,1200000,240,2222.22,240,-45249.51171875,1871.22,156.8255
15.2759,1205000,241,2211.51,241,-45427.61328125,1873.3,156.7293
15.1373,1210000,242,2249.16,242,-45463.0234375,1878.21,156.6313
15.2628,1215000,243,2220.42,243,-45675.03515625,1875.95,156.7237
15.1391,1220000,244,2235.02,244,-45857.42578125,1900.21,156.6665
15.2066,1225000,245,2223.84,245,-46061.796875,1887.46,156.7052
15.186,1230000,246,2262.5,246,-46118.421875,1896.02,156.8637
15.1988,1235000,247,2253.47,247,-46222.79296875,1895.79,156.8865
15.213,1240000,248,2247.68,248,-46490.64453125,1877.34,156.7177
15.1505,1245000,249,2198.63,249,-46493.3203125,1867.76,156.8184
15.115,1250000,250,2240.58,250,-46580.6796875,1881.71,156.7103
15.0658,1255000,251,2232.98,251,-46821.55078125,1894.85,156.8298
15.0666,1260000,252,2268.62,252,-47052.48046875,1893.47,156.6547
14.9604,1265000,253,2268.98,253,-46955.00390625,1897.0,156.6238
15.01,1270000,254,2249.13,254,-47064.09375,1880.18,156.7235
14.8343,1275000,255,2211.08,255,-47310.3828125,1878.36,156.6514
15.0135,1280000,256,2243.47,256,-47406.9765625,1899.19,156.6366
14.9473,1285000,257,2234.83,257,-47473.5234375,1882.68,156.6693
14.8961,1290000,258,2230.38,258,-47510.9765625,1882.45,156.6237
15.0626,1295000,259,2243.57,259,-47773.28125,1879.64,156.7453
14.975,1300000,260,2247.62,260,-47953.0078125,1892.91,156.6993
15.0584,1305000,261,2262.43,261,-48026.19140625,1895.04,156.689
14.9257,1310000,262,2268.24,262,-48039.328125,1901.16,156.7272
15.077,1315000,263,2248.13,263,-48290.375,1922.29,156.6957
15.1678,1320000,264,2265.77,264,-48440.9765625,1892.44,156.6685
14.7972,1325000,265,2248.99,265,-48318.546875,1894.96,156.6107
14.9119,1330000,266,2208.86,266,-48496.1796875,1873.87,156.592
15.1669,1335000,267,2280.18,267,-48824.69921875,1930.46,156.5861
15.0518,1340000,268,2265.99,268,-48875.37109375,1902.82,156.6669
14.9529,1345000,269,2258.91,269,-48768.77734375,1924.93,156.5025
15.0354,1350000,270,2229.32,270,-49012.0234375,1879.28,156.7116
15.0106,1355000,271,2244.48,271,-48931.6796875,1901.27,156.7317
15.0806,1360000,272,2264.79,272,-49259.94140625,1899.97,156.54
14.9331,1365000,273,2271.05,273,-49216.296875,1896.44,156.4349
15.0175,1370000,274,2260.04,274,-49350.03125,1898.91,156.716
14.8515,1375000,275,2245.94,275,-49432.94921875,1895.53,156.6819
15.0735,1380000,276,2257.29,276,-49670.734375,1866.2,156.6964
15.0558,1385000,277,2255.09,277,-49694.60546875,1900.5,156.7535
14.9991,1390000,278,2259.24,278,-49837.5546875,1896.72,156.6972
15.0163,1395000,279,2232.3,279,-49984.69140625,1866.54,156.805
15.0306,1400000,280,2243.37,280,-50041.125,1878.1,156.6516
15.0139,1405000,281,2256.43,281,-50164.30859375,1903.21,156.7676
14.9594,1410000,282,2263.57,282,-50385.06640625,1890.25,156.7905
15.0377,1415000,283,2236.14,283,-50282.875,1909.78,156.5271
14.9474,1420000,284,2269.84,284,-50682.890625,1900.7,156.7807
15.0463,1425000,285,2234.49,285,-50536.625,1897.39,156.7196
14.9752,1430000,286,2230.33,286,-50820.17578125,1893.51,156.5049
15.0153,1435000,287,2263.24,287,-50840.203125,1892.4,156.7717
14.8894,1440000,288,2278.08,288,-50827.53125,1906.46,156.644
15.1937,1445000,289,2256.76,289,-51007.39453125,1905.93,156.754
15.0453,1450000,290,2247.95,290,-51174.6328125,1891.58,156.7142
15.0005,1455000,291,2259.52,291,-51278.4609375,1889.33,156.7142
15.068,1460000,292,2265.12,292,-51413.15625,1900.57,156.7488
15.1626,1465000,293,2267.25,293,-51518.765625,1879.24,156.7204
14.9381,1470000,294,2262.13,294,-51549.1953125,1883.57,156.623
15.0742,1475000,295,2269.87,295,-51819.37890625,1879.61,156.7295
14.9104,1480000,296,2262.78,296,-51820.30859375,1887.14,156.5668
14.9912,1485000,297,2269.19,297,-51838.734375,1875.58,156.5324
14.8825,1490000,298,2287.94,298,-51854.37890625,1887.02,156.6873
15.0242,1495000,299,2263.57,299,-51976.3125,1891.26,156.7731
15.1195,1500000,300,2259.3,300,-52249.9140625,1885.83,156.8083
15.0037,1505000,301,2271.84,301,-52205.328125,1897.02,156.6393
14.9479,1510000,302,2274.24,302,-52249.91015625,1890.65,156.5775
15.1361,1515000,303,2272.87,303,-52419.57421875,1880.18,156.7295
14.9537,1520000,304,2281.53,304,-52593.6953125,1888.25,156.6751
14.9212,1525000,305,2295.62,305,-52369.1953125,1886.83,156.668
15.0118,1530000,306,2277.7,306,-52575.09375,1912.55,156.7551
14.9589,1535000,307,2275.36,307,-52561.76171875,1883.91,156.534
15.0858,1540000,308,2280.96,308,-52810.11328125,1888.38,156.721
14.9966,1545000,309,2250.96,309,-52735.85546875,1872.05,156.7131
15.0338,1550000,310,2275.61,310,-52916.7890625,1900.6,156.645
14.9754,1555000,311,2267.74,311,-53137.20703125,1876.01,156.6599
14.9975,1560000,312,2270.15,312,-53135.546875,1886.7,156.5783
15.0312,1565000,313,2276.63,313,-53276.58984375,1885.08,156.6976
15.0364,1570000,314,2269.17,314,-53363.3671875,1900.23,156.7048
15.129,1575000,315,2281.35,315,-53500.75390625,1887.8,156.7422
15.1416,1580000,316,2262.64,316,-53451.9609375,1868.22,156.6463
15.017,1585000,317,2276.03,317,-53500.546875,1894.19,156.6927
15.0146,1590000,318,2273.35,318,-53650.28125,1888.09,156.6988
14.9532,1595000,319,2273.6,319,-53782.71875,1892.66,156.6767
14.9999,1600000,320,2272.29,320,-53785.82421875,1878.13,156.555
15.1252,1605000,321,2297.49,321,-53921.03515625,1898.33,156.7412
15.0913,1610000,322,2296.36,322,-54083.5390625,1894.93,156.5457
15.1662,1615000,323,2283.94,323,-53979.70703125,1897.3,156.6347
15.0343,1620000,324,2291.3,324,-54218.37109375,1883.35,156.5231
15.1021,1625000,325,2309.76,325,-54232.546875,1923.83,156.6015
15.0059,1630000,326,2272.24,326,-54131.1328125,1883.68,156.6209
15.1678,1635000,327,2270.25,327,-54168.3359375,1870.29,156.6047
14.9755,1640000,328,2275.71,328,-54370.3515625,1890.67,156.585
15.0524,1645000,329,2270.9,329,-54395.03125,1877.32,156.5779
15.0332,1650000,330,2257.87,330,-54543.49609375,1879.77,156.5874
15.0038,1655000,331,2264.23,331,-54624.8515625,1863.92,156.5669
15.0087,1660000,332,2284.35,332,-54727.90625,1884.38,156.7523
15.1113,1665000,333,2284.8,333,-54911.9140625,1873.82,156.6208
14.7903,1670000,334,2293.76,334,-54780.0,1897.48,156.5905
14.9856,1675000,335,2276.15,335,-55072.27734375,1885.11,156.6069
14.8324,1680000,336,2266.3,336,-54987.8125,1871.15,156.5585
14.9804,1685000,337,2266.45,337,-55046.23046875,1897.38,156.5879
14.8443,1690000,338,2250.73,338,-55133.328125,1872.51,156.5245
15.0557,1695000,339,2282.01,339,-55313.1953125,1857.71,156.7877
14.1204,1700000,340,1662.75,340,-54457.20703125,1659.96,156.576
14.0416,1705000,341,2106.19,341,-54275.66015625,1607.89,156.7179
14.8916,1710000,342,2169.69,342,-55307.453125,1831.9,156.536
14.7758,1715000,343,2180.06,343,-55545.4453125,1854.42,156.7178
14.6873,1720000,344,2176.38,344,-55438.98046875,1817.68,156.6958
14.3364,1725000,345,1783.99,345,-55432.62109375,1620.47,156.952
14.0211,1730000,346,1498.65,346,-54831.40234375,1593.84,156.9333
13.4905,1735000,347,1363.98,347,-53561.5546875,1386.12,156.7813
14.6317,1740000,348,2175.31,348,-56037.7734375,1803.16,156.5624
14.5815,1745000,349,2165.16,349,-56054.5234375,1762.43,156.5891
14.5984,1750000,350,2049.6,350,-56218.06640625,1724.49,156.5307
14.3351,1755000,351,2028.88,351,-56302.5390625,1573.03,156.6414
14.2234,1760000,352,2008.0,352,-56002.40625,1665.68,156.6246
13.985,1765000,353,1474.71,353,-55835.2109375,1666.16,156.6501
14.1887,1770000,354,1774.53,354,-56002.640625,1584.02,156.5721
14.5208,1775000,355,2044.63,355,-56518.5625,1635.96,156.6065
16.3426,1780000,356,1093.76,356,-54030.7265625,1555.51,156.8625
14.29,1785000,357,688.48,357,-55707.484375,1301.24,156.7918
13.5396,1790000,358,940.6,358,-54781.0390625,1075.2,156.8477
13.8063,1795000,359,1800.57,359,-56039.1953125,1674.14,156.552
13.3528,1800000,360,1621.29,360,-54666.18359375,1255.63,156.5521
12.7489,1805000,361,258.0,361,-50535.87890625,592.96,157.1228
14.0893,1810000,362,80.17,362,-49919.48046875,533.66,157.7058
13.4639,1815000,363,265.87,363,-54463.57421875,865.6,156.9092
13.3815,1820000,364,-129.23,364,-54552.4375,320.96,156.7127
13.3844,1825000,365,1057.56,365,-55006.46875,621.29,156.7696
14.4046,1830000,366,1534.11,366,-57418.47265625,1262.84,156.5143
13.8193,1835000,367,743.85,367,-56827.03125,1509.59,156.6507
14.0053,1840000,368,1199.46,368,-57237.3359375,1566.55,156.7224
13.8717,1845000,369,1855.77,369,-56912.76171875,1631.44,156.5586
14.3441,1850000,370,1928.47,370,-57838.375,1536.61,156.5535
14.5041,1855000,371,1950.01,371,-57513.50390625,1680.17,156.7046
15.4369,1860000,372,93.62,372,-51400.4453125,131.43,158.6792
17.8747,1865000,373,-154.12,373,-52566.3828125,-285.69,157.5092
13.7398,1870000,374,836.22,374,-56877.15625,1535.77,156.6993
19.316,1875000,375,123.42,375,-52790.2265625,117.26,159.248
13.2582,1880000,376,1225.45,376,-56334.3828125,1326.7,156.6682
14.6069,1885000,377,2142.95,377,-58205.87890625,1726.81,156.5464
14.755,1890000,378,2109.92,378,-58405.90234375,1745.74,156.6194
13.765,1895000,379,114.99,379,-56675.5859375,1185.88,156.7373
14.4058,1900000,380,1964.86,380,-58174.30078125,1701.51,156.5911
14.6585,1905000,381,2137.92,381,-58791.83984375,1742.67,156.7871
15.1663,1910000,382,2158.51,382,-58531.4453125,1751.64,156.7373
14.6493,1915000,383,1088.18,383,-58226.7890625,1460.27,156.6414
14.6813,1920000,384,2095.72,384,-58740.703125,1754.94,156.6345
14.877,1925000,385,2143.77,385,-58842.5546875,1764.57,156.7236
14.6985,1930000,386,2164.79,386,-59189.23046875,1777.6,156.6403
14.1111,1935000,387,2061.31,387,-58490.12890625,1707.17,156.6896
14.5096,1940000,388,2158.08,388,-59099.44921875,1779.53,156.7433
14.7286,1945000,389,2190.31,389,-59159.13671875,1777.25,156.6118
14.779,1950000,390,2193.9,390,-59611.46484375,1798.14,156.6246
14.6851,1955000,391,2032.49,391,-59403.15234375,1727.92,156.6459
15.0105,1960000,392,2197.25,392,-59685.70703125,1851.18,156.7466
14.871,1965000,393,2204.21,393,-59990.671875,1819.32,156.6915
14.6565,1970000,394,2169.78,394,-60180.13671875,1784.32,156.7315
