Real Det Return,Itration,Running Update Time,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Running Forward KL
1003.86,397,397,55.177,1003.45,-7789.03564453125,1985000,56.4125
1017.18,398,398,23.3941,1006.17,-6635.9443359375,1990000,54.132
1006.71,399,399,27.2076,1003.95,-6541.1787109375,1995000,54.0154
1011.7,400,400,40.099,1010.17,-7685.73681640625,2000000,56.7125
1014.48,401,401,40.4684,1012.28,-7711.1826171875,2005000,55.962
1014.89,402,402,57.9809,1014.8,-7814.66259765625,2010000,57.7861
1004.66,403,403,58.0315,1004.37,-7965.525390625,2015000,56.7507
1023.64,404,404,54.0806,1023.86,-7928.0888671875,2020000,56.0533
628.96,405,405,30.0787,868.37,-7807.30859375,2025000,51.6323
1003.51,406,406,40.6788,1001.36,-7626.435546875,2030000,56.2255
1005.05,407,407,30.7267,1003.25,-7443.07958984375,2035000,51.5965
995.39,408,408,59.0292,993.85,-8039.53076171875,2040000,56.2337
992.25,409,409,46.6247,497.38,-8291.1484375,2045000,52.6013
898.89,410,410,51.7438,877.54,-8016.53173828125,2050000,56.1839
981.01,411,411,46.2634,951.12,-7851.3544921875,2055000,55.5114
361.6,412,412,17.9505,326.59,-5977.96826171875,2060000,50.0221
397.99,413,413,19.185,387.44,-5941.51123046875,2065000,49.6673
313.55,414,414,15.222,342.14,-6585.1298828125,2070000,50.1612
403.45,415,415,30.588,348.03,-7859.771484375,2075000,50.1586
373.68,416,416,15.9015,435.91,-6602.1376953125,2080000,49.1212
346.57,417,417,16.1857,346.4,-6713.36083984375,2085000,48.995
1035.16,418,418,36.0051,908.16,-7125.9560546875,2090000,50.8487
1105.93,419,419,49.9995,1108.84,-7929.21728515625,2095000,53.7929
1046.11,420,420,52.532,1047.43,-8021.318359375,2100000,57.1315
1006.03,421,421,30.8254,895.83,-7950.7919921875,2105000,50.752
857.16,422,422,41.2891,799.18,-8047.1591796875,2110000,52.2828
1038.33,423,423,53.7299,1039.45,-8082.103515625,2115000,57.4093
984.16,424,424,40.3618,943.46,-7964.26171875,2120000,52.791
1014.4,425,425,53.3606,1015.51,-8305.240234375,2125000,57.5642
1012.86,426,426,64.0678,1012.63,-8275.9150390625,2130000,58.0234
1043.84,427,427,55.5665,994.2,-8370.666015625,2135000,56.7774
1021.18,428,428,58.0254,1020.87,-8276.255859375,2140000,58.0813
1006.37,429,429,41.7441,1003.68,-7679.61865234375,2145000,53.8005
1008.04,430,430,65.4817,1008.06,-8231.8447265625,2150000,57.7164
1004.8,431,431,67.0941,1005.52,-8252.3525390625,2155000,56.4601
1014.6,432,432,62.1759,1014.45,-8233.9375,2160000,57.3931
1010.31,433,433,57.6404,1010.32,-8283.2412109375,2165000,57.1065
1001.21,434,434,64.4855,1001.09,-8437.0244140625,2170000,57.5354
1006.91,435,435,55.4755,1006.97,-8457.7373046875,2175000,56.5411
616.27,436,436,27.4544,414.35,-8437.6298828125,2180000,50.6198
361.18,437,437,36.9504,409.48,-8488.7705078125,2185000,50.3614
320.83,438,438,38.7621,346.06,-8671.484375,2190000,50.6474
403.39,439,439,24.0687,314.61,-7882.8974609375,2195000,50.4301
325.88,440,440,41.3746,321.75,-8580.267578125,2200000,50.4227
343.2,441,441,46.4835,333.45,-8499.8798828125,2205000,50.2336
304.7,442,442,48.7499,322.68,-8578.3876953125,2210000,51.1217
392.03,443,443,31.3726,364.2,-8193.1884765625,2215000,50.6878
381.97,444,444,45.0893,379.93,-8439.427734375,2220000,50.1705
345.54,445,445,57.7483,328.02,-8507.9658203125,2225000,50.2187
451.01,446,446,40.2325,328.98,-8436.9130859375,2230000,50.4352
993.7,447,447,42.4455,994.01,-8265.525390625,2235000,56.554
1025.22,448,448,52.8594,1028.36,-8400.9267578125,2240000,56.1646
569.77,449,449,37.1834,812.91,-8484.9189453125,2245000,53.873
991.31,450,450,50.5026,988.98,-8892.8916015625,2250000,57.0879
994.17,451,451,43.4406,992.08,-8562.8173828125,2255000,56.503
1017.23,452,452,50.658,1016.45,-8526.0400390625,2260000,56.8606
1027.4,453,453,51.7269,1023.74,-8495.810546875,2265000,56.05
1007.25,454,454,62.2916,1007.24,-8646.1455078125,2270000,58.0307
995.27,455,455,43.2664,992.04,-8244.6025390625,2275000,56.8951
221.15,456,456,65.0874,250.98,-9276.9423828125,2280000,54.6688
984.33,457,457,48.1667,987.22,-7340.9423828125,2285000,56.1741
1013.5,458,458,53.3208,1013.57,-8689.6279296875,2290000,56.5213
1008.59,459,459,40.7149,1005.74,-8451.3212890625,2295000,55.8938
1016.04,460,460,56.9918,1015.6,-8750.427734375,2300000,57.8572
344.39,461,461,23.8598,417.98,-7174.50732421875,2305000,50.0568
155.55,462,462,69.6958,136.41,-9709.50390625,2310000,53.7544
998.14,463,463,57.2562,996.27,-8643.5078125,2315000,57.364
1024.57,464,464,45.5913,1014.39,-8658.0498046875,2320000,56.0729
1014.88,465,465,46.2566,1013.61,-8672.580078125,2325000,57.0179
1019.03,466,466,54.2584,1018.41,-8748.7578125,2330000,57.719
455.58,467,467,18.8001,409.64,-7552.08447265625,2335000,49.7735
375.55,468,468,27.2173,362.21,-7671.26318359375,2340000,50.2313
428.22,469,469,21.45,400.47,-8029.19970703125,2345000,49.5796
581.2,470,470,18.6316,394.43,-7200.7958984375,2350000,50.231
292.83,471,471,18.3616,356.67,-7575.8984375,2355000,50.9004
311.69,472,472,24.3071,331.21,-7746.548828125,2360000,51.3385
957.47,473,473,30.7633,506.86,-8095.9833984375,2365000,50.2993
497.33,474,474,20.1199,409.99,-7439.3232421875,2370000,50.5659
1028.84,475,475,66.9529,1028.89,-8915.3662109375,2375000,58.7099
1004.0,476,476,62.5781,1004.07,-8977.052734375,2380000,58.7613
1009.79,477,477,57.7966,1008.66,-8932.0966796875,2385000,57.9326
1025.65,478,478,67.1585,1025.61,-8872.6552734375,2390000,57.7971
1017.76,479,479,69.2628,1018.17,-8911.3310546875,2395000,58.211
1004.41,480,480,37.3613,1003.69,-8693.0693359375,2400000,56.4199
858.36,481,481,31.0147,721.03,-8306.05078125,2405000,51.322
1042.75,482,482,46.3255,1045.85,-8729.064453125,2410000,55.902
1010.78,483,483,49.2007,1009.91,-8942.138671875,2415000,57.1002
1008.82,484,484,40.5407,1006.88,-8875.1123046875,2420000,57.249
1000.36,485,485,45.8299,996.92,-8984.0947265625,2425000,57.4407
1002.84,486,486,49.2779,1003.31,-8878.2529296875,2430000,57.858
999.24,487,487,43.7658,998.81,-8932.888671875,2435000,57.1225
1025.02,488,488,53.7093,1025.14,-9024.78515625,2440000,57.6956
378.89,489,489,15.4004,302.85,-7674.86572265625,2445000,50.1848
350.58,490,490,19.1915,303.15,-8035.16748046875,2450000,49.9878
737.91,491,491,20.7244,481.91,-7768.916015625,2455000,49.1623
464.98,492,492,28.5076,341.12,-8606.0888671875,2460000,49.6692
735.4,493,493,38.6469,441.84,-8446.236328125,2465000,49.6282
1003.27,494,494,69.0616,924.82,-8979.7724609375,2470000,57.3929
1013.25,495,495,66.102,1013.29,-9154.330078125,2475000,58.4486
1020.87,496,496,49.6544,1020.44,-9015.642578125,2480000,57.7953
1020.8,497,497,56.912,1020.8,-9128.9501953125,2485000,56.9396
1013.96,498,498,51.2698,1013.48,-9016.08203125,2490000,57.6138
1016.05,499,499,47.7041,1015.41,-8985.416015625,2495000,57.2351
1024.85,500,500,42.1278,1020.29,-8900.4638671875,2500000,56.2505
1015.2,501,501,38.6401,1013.41,-9051.6337890625,2505000,56.0206
1024.87,502,502,47.4742,1028.94,-9016.97265625,2510000,56.4326
1020.12,503,503,57.5053,1020.19,-9217.0234375,2515000,57.2263
1003.17,504,504,48.3394,1001.13,-9239.6650390625,2520000,56.792
1009.69,505,505,58.89,1009.44,-9295.4384765625,2525000,57.8294
1008.94,506,506,64.0695,1009.0,-9284.4833984375,2530000,58.2146
369.32,507,507,44.3754,414.44,-9318.3876953125,2535000,50.3097
216.4,508,508,40.4208,252.35,-8987.3369140625,2540000,50.8576
213.53,509,509,19.182,232.55,-8271.5791015625,2545000,49.0423
413.74,510,510,45.2429,382.18,-8867.5380859375,2550000,49.4337
397.42,511,511,39.4132,350.7,-8703.748046875,2555000,51.2834
371.67,512,512,42.556,334.78,-8781.8857421875,2560000,50.2335
347.57,513,513,46.0459,389.14,-8853.8798828125,2565000,49.3412
494.19,514,514,22.4443,398.98,-8444.9755859375,2570000,50.9146
415.94,515,515,19.8226,420.36,-8241.5234375,2575000,50.5388
455.7,516,516,30.6317,317.85,-8063.515625,2580000,49.649
488.38,517,517,27.2455,358.36,-8440.9833984375,2585000,50.3943
488.97,518,518,46.9677,424.38,-9005.953125,2590000,50.7432
285.61,519,519,25.5274,275.42,-7942.50927734375,2595000,50.2633
590.67,520,520,21.8004,439.16,-8259.3896484375,2600000,51.1893
424.66,521,521,30.8334,385.39,-8692.619140625,2605000,50.1573
537.04,522,522,49.2834,391.71,-8815.6123046875,2610000,51.7051
392.77,523,523,49.9994,365.63,-8624.2783203125,2615000,50.9635
415.45,524,524,43.0814,465.47,-8617.0859375,2620000,51.22
252.43,525,525,40.6282,310.54,-8694.6884765625,2625000,50.5023
458.0,526,526,21.5324,383.46,-7823.94775390625,2630000,49.7877
533.68,527,527,22.8731,384.46,-8048.43896484375,2635000,49.7974
567.0,528,528,34.1268,480.24,-8488.4951171875,2640000,50.0652
561.12,529,529,28.5011,427.06,-8668.7255859375,2645000,49.7972
612.34,530,530,17.9757,513.36,-7066.24365234375,2650000,49.893
605.52,531,531,20.8013,507.35,-8305.474609375,2655000,50.5267
484.54,532,532,32.8385,486.29,-7981.04931640625,2660000,49.737
566.31,533,533,45.9078,490.73,-8442.728515625,2665000,50.3153
1074.74,534,534,18.9019,879.54,-7650.67333984375,2670000,50.3333
1152.9,535,535,23.1086,605.2,-8182.2197265625,2675000,50.2262
643.31,536,536,16.3383,458.01,-7380.8642578125,2680000,49.8292
996.66,537,537,16.8988,417.7,-7358.9658203125,2685000,48.5384
522.91,538,538,20.1636,504.75,-8216.3564453125,2690000,50.3422
444.39,539,539,28.9597,464.7,-8919.6103515625,2695000,50.6109
513.34,540,540,35.8875,730.42,-8869.92578125,2700000,50.5967
532.77,541,541,36.7957,573.84,-9089.1611328125,2705000,50.4253
579.6,542,542,30.228,487.67,-8943.0087890625,2710000,51.0202
424.87,543,543,39.9463,444.77,-9400.2470703125,2715000,51.2359
760.85,544,544,27.1776,419.88,-8879.60546875,2720000,51.1185
415.69,545,545,24.793,452.4,-8687.8173828125,2725000,50.5878
469.41,546,546,28.994,401.29,-9123.654296875,2730000,50.3861
629.54,547,547,33.7025,505.43,-9430.55078125,2735000,50.8461
309.73,548,548,49.184,490.1,-10511.6123046875,2740000,51.0211
189.54,549,549,39.2472,412.88,-9520.57421875,2745000,50.3779
416.31,550,550,30.4425,440.03,-8276.0419921875,2750000,50.833
374.83,551,551,40.6289,417.21,-8541.9658203125,2755000,50.3382
403.93,552,552,32.6771,394.48,-8281.1015625,2760000,49.9914
437.34,553,553,30.7259,508.95,-8346.4970703125,2765000,50.2067
455.37,554,554,28.79,349.48,-8724.5517578125,2770000,50.3372
712.21,555,555,31.2737,408.88,-8302.3837890625,2775000,49.2243
457.8,556,556,26.8492,394.47,-8368.9912109375,2780000,50.7859
561.83,557,557,22.3609,351.64,-7755.087890625,2785000,50.4149
337.89,558,558,20.7069,456.74,-7947.9033203125,2790000,50.9944
804.05,559,559,24.8147,565.68,-9018.12109375,2795000,49.775
489.65,560,560,28.7882,517.8,-9445.107421875,2800000,49.8446
596.69,561,561,46.7469,446.02,-10204.107421875,2805000,51.5092
689.88,562,562,28.5866,512.11,-9614.158203125,2810000,50.4692
955.11,563,563,35.3593,310.04,-9866.720703125,2815000,51.8021
99.56,564,564,54.0682,99.12,-11031.8701171875,2820000,53.7521
91.49,565,565,52.3238,151.59,-10850.310546875,2825000,54.406
235.01,566,566,67.7675,225.5,-10564.7880859375,2830000,55.5513
947.97,567,567,62.3149,903.36,-10549.3203125,2835000,57.3611
116.43,568,568,51.8124,119.15,-9963.0029296875,2840000,52.26
83.33,569,569,71.941,100.87,-10288.5087890625,2845000,56.9658
300.25,570,570,36.1989,352.82,-8939.41015625,2850000,52.7644
944.22,571,571,39.7461,634.87,-9889.990234375,2855000,52.0439
946.18,572,572,66.0285,623.92,-10138.8740234375,2860000,53.1952
1006.72,573,573,40.4766,1014.86,-9482.080078125,2865000,55.1045
1019.89,574,574,37.6432,1019.94,-9496.3134765625,2870000,55.2037
151.91,575,575,50.2895,432.04,-10383.671875,2875000,53.9209
1000.32,576,576,52.6966,1026.22,-9413.8076171875,2880000,53.9478
126.76,577,577,56.5887,105.73,-11217.349609375,2885000,53.0695
22.86,578,578,50.965,89.83,-11386.013671875,2890000,52.5112
931.94,579,579,42.8697,361.44,-10135.5810546875,2895000,53.2021
1007.41,580,580,26.6036,381.57,-10121.1025390625,2900000,52.481
1029.27,581,581,18.1587,702.13,-8833.47265625,2905000,51.6025
1013.99,582,582,24.2468,506.54,-9196.4677734375,2910000,50.587
632.18,583,583,20.3815,357.83,-8962.568359375,2915000,50.8348
999.37,584,584,24.2644,709.77,-10152.8466796875,2920000,49.7567
842.58,585,585,27.1688,518.15,-10729.431640625,2925000,51.3475
705.74,586,586,19.2497,544.53,-9552.0859375,2930000,50.8231
367.83,587,587,17.7318,315.43,-9378.2353515625,2935000,50.4537
677.71,588,588,22.3581,373.57,-9922.8134765625,2940000,51.3796
489.16,589,589,24.8128,303.33,-10405.0009765625,2945000,50.8053
562.77,590,590,26.2868,472.22,-10441.6796875,2950000,51.258
282.64,591,591,28.401,428.81,-9985.783203125,2955000,50.6112
936.51,592,592,48.7966,696.62,-9760.802734375,2960000,50.3554
628.15,593,593,20.5144,476.66,-10140.8046875,2965000,51.5407
533.14,594,594,29.36,500.03,-9395.59765625,2970000,50.9356
462.81,595,595,19.2948,420.52,-9979.849609375,2975000,50.8487
595.93,596,596,21.4271,521.04,-9270.2255859375,2980000,50.769
619.18,597,597,32.9859,501.92,-10709.9921875,2985000,51.5314
486.67,598,598,61.879,486.89,-10624.908203125,2990000,51.2054
1032.97,599,599,32.9647,892.49,-9166.712890625,2995000,53.3484
428.8,600,600,47.2575,413.72,-11447.091796875,3000000,53.0603
89.29,601,601,40.9037,113.85,-10082.8037109375,3005000,50.1652
429.92,602,602,41.988,562.53,-10510.064453125,3010000,52.0751
355.09,603,603,28.7815,410.15,-9649.515625,3015000,50.1127
822.22,604,604,33.24,365.95,-11024.1005859375,3020000,51.3644
318.54,605,605,44.23,303.86,-11776.271484375,3025000,51.8899
327.41,606,606,44.3085,226.45,-11755.9453125,3030000,51.6282
674.54,607,607,43.711,618.64,-12300.9970703125,3035000,52.0377
65.47,608,608,55.9612,38.88,-13105.880859375,3040000,54.4853
235.97,609,609,48.6298,195.49,-11833.970703125,3045000,52.4029
139.04,610,610,79.1206,77.15,-12234.9111328125,3050000,52.2326
36.12,611,611,44.1329,75.58,-12533.8203125,3055000,53.8098
586.67,612,612,55.2736,519.82,-11332.400390625,3060000,54.8515
-12.88,613,613,50.1849,-14.66,-11085.8173828125,3065000,55.7598
124.34,614,614,25.0304,133.07,-11079.4560546875,3070000,51.6947
1047.62,615,615,16.606,475.31,-8733.998046875,3075000,49.788
580.05,616,616,34.8263,538.52,-11441.2626953125,3080000,49.9968
844.58,617,617,23.6135,663.73,-10641.0869140625,3085000,50.3947
823.15,618,618,23.408,504.33,-11221.8486328125,3090000,50.4593
989.18,619,619,23.1462,1011.46,-10013.8828125,3095000,53.3278
1009.85,620,620,23.999,856.7,-10522.875,3100000,52.2134
1031.43,621,621,49.0016,500.14,-10265.6240234375,3105000,49.5972
339.81,622,622,28.0349,340.6,-11043.04296875,3110000,51.0649
518.07,623,623,44.3876,439.47,-11378.009765625,3115000,51.3535
571.8,624,624,48.2147,381.18,-11088.4052734375,3120000,50.0029
384.86,625,625,60.019,206.4,-9842.6796875,3125000,50.8865
993.03,626,626,56.2785,419.42,-9198.6728515625,3130000,49.8247
1004.82,627,627,46.3011,303.63,-10399.3134765625,3135000,50.1169
1021.95,628,628,62.276,368.69,-9316.826171875,3140000,50.6
1006.33,629,629,43.547,471.04,-11553.2314453125,3145000,51.0764
654.85,630,630,46.5431,435.76,-11816.8212890625,3150000,50.0106
627.27,631,631,47.3378,367.21,-12234.748046875,3155000,51.8666
912.13,632,632,56.1345,392.4,-12203.0810546875,3160000,50.1463
492.06,633,633,37.9539,327.53,-11627.0400390625,3165000,50.2373
282.14,634,634,25.3543,368.25,-10969.4541015625,3170000,49.4944
437.34,635,635,45.4019,329.32,-12211.9912109375,3175000,50.1775
548.84,636,636,17.128,291.05,-10085.974609375,3180000,50.3536
359.0,637,637,18.4513,378.66,-10780.318359375,3185000,49.9903
716.76,638,638,21.6092,429.75,-11033.2548828125,3190000,49.8864
739.13,639,639,16.8719,425.87,-10182.982421875,3195000,49.1253
68.1,640,640,23.8734,125.48,-11545.228515625,3200000,51.3855
685.0,641,641,31.517,427.72,-11826.171875,3205000,50.3424
52.76,642,642,84.275,61.9,-14708.3720703125,3210000,54.6722
681.45,643,643,29.9086,494.6,-11299.7607421875,3215000,49.442
185.53,644,644,41.653,351.29,-13144.447265625,3220000,51.6926
183.97,645,645,19.8119,174.68,-11800.7529296875,3225000,50.1287
831.25,646,646,26.2409,551.5,-11204.5869140625,3230000,48.8105
389.5,647,647,34.7442,330.48,-12184.8564453125,3235000,50.2782
215.18,648,648,25.2745,390.29,-11421.6845703125,3240000,50.2723
433.52,649,649,25.483,314.75,-12239.8642578125,3245000,49.8942
694.69,650,650,24.1146,455.14,-9903.77734375,3250000,49.3214
343.59,651,651,18.837,243.2,-12167.408203125,3255000,50.6407
464.13,652,652,46.7056,497.36,-10438.0771484375,3260000,50.0474
479.36,653,653,23.0855,437.25,-10317.443359375,3265000,50.0959
345.49,654,654,29.12,384.08,-12397.6533203125,3270000,49.353
417.36,655,655,20.6264,339.66,-11575.0390625,3275000,49.7888
386.89,656,656,27.7224,342.88,-10655.919921875,3280000,49.1579
279.44,657,657,43.7403,419.55,-11136.853515625,3285000,48.8277
659.02,658,658,33.0677,451.01,-11394.572265625,3290000,49.3522
364.29,659,659,27.2488,339.03,-12243.927734375,3295000,49.7148
498.35,660,660,19.2634,448.97,-12301.4560546875,3300000,48.694
381.06,661,661,16.1735,456.18,-12675.55859375,3305000,49.5139
503.3,662,662,15.2594,416.09,-12456.1962890625,3310000,49.4707
425.81,663,663,24.9198,369.24,-11893.076171875,3315000,49.3343
543.66,664,664,39.5075,484.66,-10920.154296875,3320000,49.1379
424.9,665,665,67.2302,384.49,-10758.7685546875,3325000,50.1462
337.58,666,666,30.3504,399.02,-11067.88671875,3330000,48.8365
396.37,667,667,16.1677,406.87,-11659.8564453125,3335000,48.408
465.71,668,668,37.0945,369.5,-12100.8876953125,3340000,50.1398
389.04,669,669,34.3485,418.9,-11233.08203125,3345000,48.8255
568.52,670,670,32.7985,391.24,-11321.9345703125,3350000,48.8828
395.81,671,671,34.716,399.62,-11364.2021484375,3355000,49.511
437.92,672,672,13.2755,409.3,-11990.568359375,3360000,48.7697
505.42,673,673,16.5108,423.48,-12008.3154296875,3365000,49.4178
385.25,674,674,33.885,403.35,-11124.779296875,3370000,49.3495
419.38,675,675,191.7837,432.73,-13371.3515625,3375000,50.8896
46.55,676,676,243.2724,95.76,-13708.40625,3380000,54.3173
185.57,677,677,39.0735,178.0,-12957.0615234375,3385000,50.6801
394.26,678,678,27.6443,438.94,-12277.9912109375,3390000,49.0615
502.56,679,679,53.2197,512.3,-12117.3515625,3395000,48.4052
612.58,680,680,30.2258,517.46,-12631.0458984375,3400000,49.3675
458.88,681,681,15.8991,394.02,-12221.3125,3405000,49.1137
579.54,682,682,17.0934,372.54,-12357.5439453125,3410000,49.1633
582.36,683,683,15.979,531.12,-12072.9658203125,3415000,49.5876
846.77,684,684,33.7624,493.55,-12005.052734375,3420000,49.2532
604.83,685,685,29.743,561.24,-11596.68359375,3425000,49.1438
486.61,686,686,21.2948,339.11,-11905.5419921875,3430000,49.4717
520.21,687,687,20.2335,415.57,-11755.1845703125,3435000,50.1456
446.03,688,688,14.5401,332.83,-12376.388671875,3440000,50.1226
420.28,689,689,17.6859,391.0,-12814.509765625,3445000,50.0761
413.58,690,690,17.9184,348.69,-12751.966796875,3450000,50.1103
424.18,691,691,16.3768,413.59,-12924.283203125,3455000,50.3176
423.37,692,692,15.0669,432.25,-13448.7451171875,3460000,50.6838
556.22,693,693,14.2876,468.57,-13308.8173828125,3465000,49.5157
400.58,694,694,14.3019,460.78,-13543.107421875,3470000,49.9679
390.97,695,695,18.7922,460.58,-12873.9833984375,3475000,48.9261
393.82,696,696,14.8593,423.89,-13953.69921875,3480000,49.273
448.6,697,697,35.5145,406.84,-12031.0009765625,3485000,49.3135
739.81,698,698,31.8193,92.76,-13882.4326171875,3490000,54.5737
459.42,699,699,26.9043,412.4,-10416.64453125,3495000,50.8704
1005.09,700,700,21.3772,726.08,-10254.142578125,3500000,52.2222
979.55,701,701,29.1288,351.56,-11521.4248046875,3505000,51.4583
315.15,702,702,141.4389,441.68,-13867.8203125,3510000,55.171
993.8,703,703,51.2041,992.46,-10174.6357421875,3515000,56.6177
1020.39,704,704,40.0963,1022.24,-9736.361328125,3520000,56.6139
1001.15,705,705,41.0596,995.13,-9969.7314453125,3525000,56.5288
1001.58,706,706,43.6609,995.33,-9941.1103515625,3530000,56.7178
169.83,707,707,29.1886,404.86,-13188.41015625,3535000,54.5931
81.5,708,708,51.6283,69.39,-11570.212890625,3540000,55.1878
1002.75,709,709,49.0831,999.9,-10200.541015625,3545000,56.3946
428.2,710,710,16.1336,392.62,-10469.5771484375,3550000,49.1781
449.0,711,711,27.5309,351.37,-14171.2470703125,3555000,50.951
55.29,712,712,29.0531,85.9,-14684.7099609375,3560000,51.7718
365.81,713,713,106.6489,287.59,-14554.8447265625,3565000,51.5614
1006.89,714,714,22.3753,381.79,-12536.291015625,3570000,50.4311
106.12,715,715,70.835,29.04,-12343.5888671875,3575000,53.3962
434.35,716,716,33.5377,415.78,-12738.9697265625,3580000,52.3602
431.92,717,717,36.1932,407.08,-13677.185546875,3585000,50.4488
400.62,718,718,26.5996,384.54,-13621.8779296875,3590000,51.6896
1023.77,719,719,35.3383,1041.15,-9986.806640625,3595000,54.7353
1021.48,720,720,24.746,616.82,-11382.5810546875,3600000,50.9411
424.74,721,721,40.8641,402.95,-10214.7412109375,3605000,50.6862
371.72,722,722,21.3793,347.44,-12893.3369140625,3610000,50.4557
352.55,723,723,28.568,333.33,-12830.302734375,3615000,50.3247
416.49,724,724,19.606,403.71,-12686.8974609375,3620000,49.8276
544.41,725,725,16.5474,418.96,-12199.5400390625,3625000,49.4853
356.12,726,726,17.1556,368.72,-12075.685546875,3630000,49.7293
347.69,727,727,16.2868,344.36,-11967.9091796875,3635000,49.048
408.57,728,728,21.7505,414.79,-10718.2958984375,3640000,49.1133
381.19,729,729,16.207,273.11,-11757.396484375,3645000,48.8276
413.9,730,730,28.3308,340.09,-11024.5185546875,3650000,49.318
342.57,731,731,47.5458,427.71,-10408.0908203125,3655000,49.8873
212.02,732,732,51.9654,334.97,-10147.3740234375,3660000,49.4528
419.67,733,733,44.8436,306.36,-10349.06640625,3665000,49.5133
527.75,734,734,43.6513,470.47,-10764.8564453125,3670000,50.4294
450.24,735,735,38.1491,461.34,-10889.87890625,3675000,50.4613
367.34,736,736,58.7162,353.04,-10008.23828125,3680000,50.1195
391.89,737,737,35.4032,356.11,-10221.251953125,3685000,50.1878
381.3,738,738,34.34,294.16,-10709.267578125,3690000,49.9103
537.46,739,739,30.0186,439.43,-10913.4296875,3695000,49.7607
537.96,740,740,32.3261,420.43,-9915.525390625,3700000,49.917
1001.64,741,741,30.6721,517.68,-10019.345703125,3705000,49.5797
1011.67,742,742,34.7057,603.38,-9596.923828125,3710000,48.8325
568.34,743,743,42.6467,403.23,-9818.169921875,3715000,49.8723
506.32,744,744,37.1936,343.79,-9764.8515625,3720000,50.6402
536.39,745,745,65.2447,342.26,-9580.341796875,3725000,49.4539
460.14,746,746,22.9248,374.93,-10497.0302734375,3730000,48.2457
537.87,747,747,54.8963,474.44,-10748.712890625,3735000,49.8157
408.14,748,748,20.095,390.08,-12578.451171875,3740000,49.0542
379.31,749,749,16.4939,416.77,-11950.1494140625,3745000,49.7995
425.09,750,750,19.3149,412.2,-12586.5,3750000,50.0759
558.8,751,751,15.8484,507.37,-12178.3095703125,3755000,48.8434
542.8,752,752,22.3641,435.07,-12437.4150390625,3760000,50.2056
463.93,753,753,19.0858,403.63,-11673.26953125,3765000,49.608
433.88,754,754,25.209,420.4,-12327.5166015625,3770000,49.8621
400.53,755,755,21.4242,386.5,-12649.677734375,3775000,50.0923
275.76,756,756,27.8096,299.26,-13298.8876953125,3780000,49.6166
503.48,757,757,24.8923,416.22,-12331.0498046875,3785000,49.4843
482.25,758,758,15.059,415.1,-12845.5869140625,3790000,49.4593
403.98,759,759,20.7395,321.33,-11273.8642578125,3795000,49.1267
574.82,760,760,17.8409,485.59,-11848.634765625,3800000,49.0224
609.89,761,761,14.3418,394.78,-13095.2412109375,3805000,49.2604
477.96,762,762,16.9937,429.99,-13414.4345703125,3810000,48.8808
457.16,763,763,17.5479,422.38,-13178.8466796875,3815000,50.0138
491.79,764,764,28.9739,429.01,-12400.7197265625,3820000,49.9883
601.16,765,765,16.7078,509.2,-12665.8076171875,3825000,48.6232
647.94,766,766,18.8003,527.95,-12598.177734375,3830000,49.5952
574.81,767,767,19.8489,495.05,-12545.978515625,3835000,49.257
608.74,768,768,15.8338,504.16,-13468.7490234375,3840000,49.6804
475.29,769,769,23.1807,488.77,-13780.1572265625,3845000,50.0311
662.55,770,770,16.2751,493.07,-13654.3984375,3850000,48.5094
1119.8,771,771,15.6799,1039.22,-13696.8798828125,3855000,48.7829
709.64,772,772,17.3778,520.44,-14064.04296875,3860000,49.4684
651.07,773,773,16.9732,507.56,-13652.5517578125,3865000,49.5218
880.97,774,774,17.5241,553.93,-14240.783203125,3870000,48.6649
505.35,775,775,35.0753,505.29,-13379.16796875,3875000,49.18
540.62,776,776,16.8748,578.03,-12714.7216796875,3880000,49.097
447.2,777,777,19.4631,442.21,-12471.38671875,3885000,49.0645
732.32,778,778,21.4044,690.73,-13854.5244140625,3890000,48.6584
142.37,779,779,31.3005,286.38,-12464.650390625,3895000,51.4911
677.36,780,780,39.3095,525.62,-11603.0478515625,3900000,49.6374
520.22,781,781,33.6301,396.33,-12410.185546875,3905000,49.7473
701.9,782,782,32.8767,612.25,-10549.4208984375,3910000,48.2676
405.85,783,783,27.1262,336.23,-9860.88671875,3915000,49.1242
327.27,784,784,41.5025,324.43,-13149.875,3920000,49.7246
525.79,785,785,20.1582,430.67,-13698.79296875,3925000,49.3254
354.4,786,786,20.9952,385.0,-15340.970703125,3930000,49.6347
586.78,787,787,17.5682,354.18,-14727.16796875,3935000,49.3322
364.94,788,788,17.1318,324.98,-15073.630859375,3940000,50.1286
476.49,789,789,26.508,400.81,-13583.6796875,3945000,49.3598
808.34,790,790,18.7799,718.27,-14071.685546875,3950000,48.8087
488.46,791,791,17.193,449.65,-13582.5869140625,3955000,48.5175
895.95,792,792,16.0652,512.32,-13386.2900390625,3960000,48.092
797.32,793,793,18.6548,693.19,-12562.8818359375,3965000,47.8147
1391.33,794,794,20.2134,1124.33,-12453.2861328125,3970000,48.7153
1112.23,795,795,18.2279,1003.36,-13386.9560546875,3975000,47.6883
999.36,796,796,17.1943,927.38,-13069.7080078125,3980000,48.2584
475.65,797,797,24.7155,363.73,-12045.3935546875,3985000,50.1369
653.13,798,798,25.4964,493.51,-11293.3046875,3990000,49.7038
