Itration,Running Forward KL,Reward Loss,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time
389,41.6479,-25108.349609375,1945000,4328.95,4314.08,15.9385,389
390,41.7707,-24799.181640625,1950000,4289.56,4285.85,15.5459,390
391,41.9091,-25052.658203125,1955000,4238.5,4294.07,16.2673,391
392,42.1803,-25668.912109375,1960000,4265.17,4167.89,16.1892,392
393,41.9777,-25705.763671875,1965000,4347.5,4299.31,14.9192,393
394,41.7336,-25505.068359375,1970000,4383.35,4183.67,15.335,394
395,41.4968,-25613.73828125,1975000,4386.31,4297.49,15.4956,395
396,41.9157,-26238.96484375,1980000,4222.63,4204.76,15.6946,396
397,42.3039,-26037.75,1985000,4296.09,4254.73,16.5988,397
398,42.3198,-26194.283203125,1990000,4263.31,4223.05,16.5685,398
399,41.773,-26189.794921875,1995000,4292.87,4282.65,16.3771,399
400,42.3262,-26071.677734375,2000000,4286.64,4241.87,16.4825,400
401,42.0406,-26446.916015625,2005000,4328.28,4274.65,16.2749,401
402,42.1494,-26939.794921875,2010000,4315.27,4260.99,16.0862,402
403,41.9998,-26835.84375,2015000,4294.12,4247.6,16.1806,403
404,41.9227,-27140.060546875,2020000,4322.91,4269.21,16.3061,404
405,42.6092,-27438.357421875,2025000,4269.74,4122.91,16.2547,405
406,41.9035,-26983.8359375,2030000,4317.85,4076.17,16.0614,406
407,42.4401,-27977.572265625,2035000,4294.5,4204.5,16.1457,407
408,41.5353,-27081.46484375,2040000,4372.64,4312.31,16.0378,408
409,42.3311,-27825.095703125,2045000,4347.32,4075.57,16.1901,409
410,42.2437,-28430.3671875,2050000,4350.52,4253.41,16.0883,410
411,42.2537,-28184.33984375,2055000,4326.02,4287.47,16.2714,411
412,41.8615,-27880.859375,2060000,4357.22,4308.31,16.1025,412
413,42.4012,-28084.447265625,2065000,4349.95,4281.64,15.8619,413
414,41.8562,-28649.400390625,2070000,4336.35,4235.85,15.9093,414
415,41.8172,-27777.666015625,2075000,4363.37,4291.12,16.4663,415
416,42.3521,-28864.30859375,2080000,4292.61,4249.54,16.2924,416
417,42.5634,-28879.3515625,2085000,4374.79,4313.91,16.6977,417
418,41.9417,-29015.90234375,2090000,4377.17,4289.59,16.0083,418
419,42.5594,-29942.373046875,2095000,4398.7,4304.84,16.4038,419
420,41.7307,-29036.04296875,2100000,4454.34,4315.52,16.0352,420
421,42.0581,-29256.205078125,2105000,4405.38,4296.78,16.2963,421
422,41.6357,-28534.951171875,2110000,4449.88,4349.93,15.7991,422
423,41.5644,-29100.55859375,2115000,4432.39,4326.04,15.8487,423
424,41.6418,-28845.037109375,2120000,4463.54,4334.75,16.0091,424
425,41.6044,-29268.146484375,2125000,4454.01,4340.01,15.88,425
426,41.7811,-29257.224609375,2130000,4486.97,4345.0,15.3969,426
427,42.0012,-29168.15234375,2135000,4421.06,4161.15,16.0863,427
428,41.2512,-28848.689453125,2140000,4455.05,4170.9,16.0257,428
429,41.7302,-29067.611328125,2145000,4475.96,4150.99,15.7994,429
430,42.3625,-29996.833984375,2150000,4465.04,4352.52,16.1835,430
431,42.1606,-30083.658203125,2155000,4437.15,4371.08,16.6727,431
432,42.0509,-30208.064453125,2160000,4400.13,4303.99,16.0055,432
433,42.2445,-30710.337890625,2165000,4359.4,4252.59,16.6013,433
434,42.3978,-30583.884765625,2170000,4388.54,4333.0,16.7759,434
435,42.2832,-29666.12890625,2175000,4388.51,4339.0,16.4845,435
436,42.0701,-31050.28125,2180000,4364.16,4308.65,16.398,436
437,41.9259,-31075.8203125,2185000,4382.18,4306.77,16.2192,437
438,42.0443,-30756.181640625,2190000,4418.17,4189.76,16.5855,438
439,42.0794,-31426.158203125,2195000,4409.39,4333.89,16.3602,439
440,41.9337,-31567.90234375,2200000,4374.42,4345.39,16.7391,440
441,42.1033,-30808.46484375,2205000,4452.0,4357.27,16.5062,441
442,44.0017,-36832.375,2210000,554.07,4.91,16.9062,442
443,47.6936,-47747.609375,2215000,-8.12,212.65,24.124,443
444,42.8104,-32061.646484375,2220000,4278.81,4279.51,18.0248,444
445,42.5335,-32942.046875,2225000,4362.59,4300.26,17.3852,445
446,42.4526,-32870.328125,2230000,4408.63,4306.04,16.9288,446
447,41.5685,-32079.27734375,2235000,4436.69,4361.26,16.3557,447
448,42.021,-32095.0859375,2240000,4363.42,4289.09,16.3222,448
449,42.1203,-32563.318359375,2245000,4378.61,4226.1,16.732,449
450,42.3288,-33228.53515625,2250000,4419.89,4274.69,16.4631,450
451,42.3954,-33896.0234375,2255000,4347.27,4279.7,16.7938,451
452,42.0665,-32473.236328125,2260000,4505.71,4363.16,16.0707,452
453,41.9593,-32535.93359375,2265000,4437.08,4340.33,15.735,453
454,42.4448,-33647.984375,2270000,4434.94,4346.34,16.5311,454
455,42.1901,-33297.05859375,2275000,4431.03,4336.73,16.33,455
456,42.4827,-33178.265625,2280000,4380.34,4313.05,16.5445,456
457,41.7602,-32779.125,2285000,4468.35,4338.84,15.9266,457
458,42.2041,-33611.51171875,2290000,4454.17,4336.01,16.2145,458
459,41.8615,-33493.13671875,2295000,4440.73,4325.52,15.7212,459
460,42.2749,-33936.5703125,2300000,4394.23,4013.86,16.5623,460
461,42.2724,-33986.6640625,2305000,4473.29,4346.76,16.3051,461
462,41.9186,-33804.26171875,2310000,4461.32,4263.34,15.4705,462
463,41.9933,-33175.40625,2315000,4476.32,4297.09,16.4491,463
464,41.9891,-34287.90234375,2320000,4487.55,4365.07,15.92,464
465,41.9218,-34224.234375,2325000,4468.68,4344.33,15.1508,465
466,41.7014,-34250.98828125,2330000,4414.54,4311.48,16.2448,466
467,42.4719,-35511.890625,2335000,4355.92,4298.01,15.4444,467
468,42.0201,-35513.8359375,2340000,4348.7,4096.28,16.833,468
469,42.7178,-34717.296875,2345000,4072.28,3387.86,16.5504,469
470,43.2428,-37862.86328125,2350000,4020.68,3337.44,20.0146,470
471,43.1796,-31121.154296875,2355000,3764.78,3651.06,18.7137,471
472,43.4473,-31275.546875,2360000,3442.29,3290.8,19.1754,472
473,44.28,-38530.23828125,2365000,3697.08,2911.87,26.6545,473
474,43.3151,-31244.19921875,2370000,4019.63,3495.46,24.773,474
475,42.917,-32561.81640625,2375000,2609.56,2532.23,27.6049,475
476,42.5072,-38371.3359375,2380000,4016.04,3932.97,17.9102,476
477,42.1596,-33725.94140625,2385000,4226.75,4174.82,18.9841,477
478,42.5587,-35620.3359375,2390000,3783.82,3822.02,21.0514,478
479,42.2332,-36544.77734375,2395000,3984.39,3211.04,19.2079,479
480,42.1139,-37465.671875,2400000,4007.34,3935.42,16.4826,480
481,43.1847,-37770.12890625,2405000,4108.69,3973.79,17.6986,481
482,42.3342,-37130.6484375,2410000,4304.11,4115.98,17.3673,482
483,42.6823,-37964.46875,2415000,4160.37,4120.99,17.101,483
484,42.898,-38806.01953125,2420000,4163.78,4079.88,16.9565,484
485,42.8135,-38399.76953125,2425000,4268.99,4090.83,17.0044,485
486,42.6071,-36906.96875,2430000,4280.84,4161.6,16.819,486
487,42.8339,-37116.6640625,2435000,4325.83,4209.36,17.1522,487
488,43.0951,-37904.40625,2440000,4360.79,4243.92,18.2009,488
489,42.7139,-37930.9140625,2445000,4298.81,4193.77,17.5419,489
490,42.7122,-38432.68359375,2450000,4386.55,4195.02,17.2169,490
491,42.744,-37295.2109375,2455000,4370.87,4244.49,17.6865,491
492,42.126,-37924.4140625,2460000,4456.16,4265.02,17.1987,492
493,42.6881,-37745.4609375,2465000,4358.78,4254.34,17.9819,493
494,42.706,-38348.51171875,2470000,4408.38,4266.69,18.0437,494
495,42.6408,-38716.56640625,2475000,4354.96,4227.11,18.2753,495
496,42.5042,-41059.33984375,2480000,4362.26,4160.5,17.8062,496
497,43.0632,-39331.60546875,2485000,4367.01,4235.82,18.6606,497
498,42.8275,-39359.90625,2490000,4301.67,4197.17,18.3415,498
499,42.7703,-39437.390625,2495000,4251.18,4125.35,18.3731,499
500,42.8937,-39428.94921875,2500000,4256.26,4161.8,18.8685,500
501,42.8425,-40723.14453125,2505000,4222.1,4046.15,19.2335,501
502,54.0693,-37753.65234375,2510000,568.74,622.25,69.0742,502
503,54.8126,-35218.88671875,2515000,-6.6,-5.64,80.3217,503
504,44.0732,-36838.265625,2520000,3675.38,3376.75,19.9405,504
505,44.7427,-35251.296875,2525000,3561.34,3311.58,20.3497,505
506,45.2558,-38577.84375,2530000,2916.98,3449.44,24.301,506
507,45.1278,-41724.3203125,2535000,3429.77,3418.49,21.0887,507
508,44.7531,-39740.984375,2540000,3360.06,3266.74,20.5069,508
509,44.3,-40394.3046875,2545000,3347.33,2886.06,25.3658,509
510,43.3981,-40560.515625,2550000,3875.0,3759.29,19.8933,510
511,43.8171,-39905.87109375,2555000,3728.3,3518.74,22.1537,511
512,43.4378,-40928.23828125,2560000,3655.02,3586.91,23.8269,512
513,43.0228,-38416.375,2565000,3931.33,3690.29,17.7816,513
514,42.8739,-37747.73828125,2570000,3927.52,3879.21,18.1616,514
515,42.7843,-37573.03515625,2575000,4263.77,4120.81,17.9825,515
516,42.6975,-38984.6484375,2580000,4214.87,4130.96,18.3514,516
517,42.4633,-37658.2578125,2585000,4248.31,4006.78,19.7533,517
518,42.6596,-39754.3046875,2590000,4350.28,4227.44,19.8066,518
519,42.7814,-40138.01953125,2595000,4284.45,4114.97,19.4113,519
520,43.0374,-41484.80859375,2600000,4252.26,4138.97,19.2665,520
521,42.9835,-40631.4296875,2605000,3417.06,4087.64,19.1065,521
522,42.8589,-42520.4375,2610000,4222.46,4081.17,18.7075,522
523,42.9024,-41982.18359375,2615000,4154.64,4035.59,19.2939,523
524,42.5908,-41796.078125,2620000,4104.54,3945.57,19.154,524
525,42.8183,-41723.53125,2625000,4014.26,3914.64,19.6724,525
526,42.7342,-41731.9375,2630000,3463.22,3946.17,18.8259,526
527,42.4687,-41357.0703125,2635000,3941.42,3953.93,18.9312,527
528,43.3265,-42637.81640625,2640000,1908.69,3467.47,20.1691,528
529,42.4142,-44066.71875,2645000,4028.78,3929.92,19.0813,529
530,46.0125,-43886.265625,2650000,497.12,231.41,36.3606,530
531,43.7813,-43807.62890625,2655000,3621.26,3648.87,19.9817,531
532,43.0369,-42228.0234375,2660000,4060.02,3851.32,18.2363,532
533,43.542,-42624.51953125,2665000,3594.91,3860.65,18.7904,533
534,43.875,-44757.6953125,2670000,3782.02,3793.58,20.5996,534
535,44.4215,-44188.76171875,2675000,3926.0,3710.78,24.1184,535
536,44.9619,-46632.1875,2680000,3766.52,3730.48,24.5551,536
537,54.3945,-55269.4453125,2685000,112.8,166.68,98.8033,537
538,56.6184,-55249.4140625,2690000,41.51,22.06,57.1418,538
539,46.6203,-40811.10546875,2695000,3689.19,3027.35,30.4851,539
540,45.2876,-40172.69921875,2700000,3731.36,3658.57,22.8881,540
541,43.1787,-37668.45703125,2705000,2177.49,2436.41,21.3125,541
542,51.4312,-53694.66796875,2710000,27.6,27.78,26.3768,542
543,49.2247,-52593.30078125,2715000,92.19,91.68,33.3873,543
544,56.1622,-51744.39453125,2720000,374.27,316.91,49.1819,544
545,53.59,-49341.828125,2725000,532.4,515.45,39.1619,545
546,53.3999,-53045.5,2730000,322.52,328.02,35.7136,546
547,55.2383,-40496.0546875,2735000,993.24,972.99,59.1354,547
548,51.5646,-51461.6640625,2740000,281.72,603.08,37.7679,548
549,45.8812,-52343.71875,2745000,3010.02,2809.11,28.0324,549
550,57.5595,-40065.1640625,2750000,997.94,997.87,67.8979,550
551,42.9053,-41489.83984375,2755000,3997.09,3992.78,18.7285,551
552,42.4233,-44106.80859375,2760000,4059.87,4029.66,19.3762,552
553,42.392,-45108.86328125,2765000,4220.87,4037.62,18.221,553
554,41.8722,-44352.890625,2770000,4265.52,3712.94,17.787,554
555,42.3374,-42779.9609375,2775000,4355.35,3790.56,17.7194,555
556,42.0675,-42768.015625,2780000,4228.45,4077.1,17.9384,556
557,42.476,-42866.0625,2785000,4215.56,3952.38,18.2167,557
558,42.0759,-42189.69140625,2790000,4222.86,4112.2,17.9679,558
559,41.9368,-41905.1328125,2795000,4258.55,3887.89,17.9834,559
560,41.7348,-41654.84765625,2800000,4187.04,4182.88,17.1699,560
561,42.0496,-41506.86328125,2805000,4267.72,4193.41,17.1209,561
562,42.2582,-41673.9453125,2810000,4106.26,4189.58,18.913,562
563,42.4103,-42355.18359375,2815000,4308.66,4210.72,17.8825,563
564,42.1075,-40850.8046875,2820000,4420.66,4325.79,18.1434,564
565,42.2747,-42357.85546875,2825000,4462.12,4331.83,17.631,565
566,41.7679,-43279.76953125,2830000,4272.43,4262.52,18.6539,566
567,42.2385,-41818.2421875,2835000,4292.93,4264.81,17.7354,567
568,49.042,-48994.33984375,2840000,325.01,330.47,18.6084,568
569,44.1515,-51466.328125,2845000,306.85,1761.16,21.1038,569
570,42.2969,-42940.12890625,2850000,4155.07,4051.49,19.3512,570
571,42.0956,-44540.390625,2855000,4344.41,4235.25,17.8421,571
572,41.5642,-42835.83203125,2860000,4491.87,4355.49,17.1085,572
573,42.4751,-42917.8359375,2865000,4388.37,4313.38,18.7977,573
574,42.7555,-44585.66796875,2870000,4276.06,4339.55,18.9486,574
575,42.0495,-42425.9140625,2875000,4347.64,4319.73,18.1231,575
576,42.4009,-42292.06640625,2880000,4509.87,4358.59,18.4714,576
577,42.2107,-42403.28515625,2885000,4476.29,4338.71,17.4674,577
578,42.0802,-42598.87109375,2890000,4512.7,4381.04,17.4466,578
579,42.3017,-43618.1484375,2895000,4527.3,4375.43,17.8482,579
580,41.9609,-42366.3515625,2900000,4519.46,4386.97,17.4692,580
581,42.241,-43622.4609375,2905000,4482.43,4377.13,17.4639,581
582,41.8572,-43033.3515625,2910000,4507.54,4383.78,17.4392,582
583,41.8986,-43371.72265625,2915000,4501.69,4359.59,17.4001,583
584,42.0107,-43856.4609375,2920000,4521.93,4407.25,17.9577,584
585,42.1548,-44383.88671875,2925000,4508.46,4381.37,17.6331,585
586,42.3962,-43583.94921875,2930000,4438.93,4332.74,17.9705,586
587,42.4584,-44153.640625,2935000,4422.91,4355.0,18.2502,587
588,42.1926,-44213.31640625,2940000,4498.55,4395.84,18.0819,588
589,42.1129,-45036.671875,2945000,4585.79,4442.29,18.1264,589
590,42.6937,-45249.90234375,2950000,4513.55,4341.21,17.8695,590
591,42.235,-44763.57421875,2955000,4591.8,4429.15,17.6488,591
592,42.3081,-44613.359375,2960000,4554.87,4278.44,17.4732,592
593,42.4831,-45134.55859375,2965000,4593.33,4360.49,17.676,593
594,42.1675,-44019.78515625,2970000,4616.44,4473.54,18.0409,594
595,42.4661,-44224.05078125,2975000,4500.08,4401.07,17.6982,595
596,42.2871,-44600.5078125,2980000,4531.9,4393.23,17.441,596
597,42.4427,-43169.49609375,2985000,4577.66,4366.61,17.2662,597
598,42.3183,-44059.00390625,2990000,4551.13,4368.35,17.2847,598
599,42.1892,-44099.15625,2995000,4529.37,4322.52,16.8103,599
600,42.3993,-46256.56640625,3000000,4486.58,4287.11,18.4837,600
601,42.8101,-45943.1953125,3005000,4527.87,4301.3,18.1628,601
602,42.6191,-45395.30859375,3010000,4515.94,4362.39,18.5469,602
603,42.2927,-44868.62890625,3015000,4515.67,4182.19,17.8441,603
604,43.999,-46542.953125,3020000,4250.81,4046.99,23.8336,604
605,52.3453,-57867.40234375,3025000,80.58,50.18,61.6278,605
606,48.8587,-46939.47265625,3030000,585.34,621.91,22.2827,606
607,48.5862,-35028.9921875,3035000,523.54,523.43,48.2093,607
608,49.6608,-50518.5859375,3040000,224.69,226.9,42.3072,608
609,45.0819,-44022.19921875,3045000,1241.49,1453.59,31.9203,609
610,44.2666,-40484.29296875,3050000,3473.96,2935.38,28.3489,610
611,44.4437,-38630.5859375,3055000,2531.22,2839.3,36.8368,611
612,43.6688,-46433.15234375,3060000,3125.78,2724.02,20.1082,612
613,56.9989,-41479.5625,3065000,990.53,981.52,52.046,613
614,56.6034,-41030.7734375,3070000,996.51,986.4,45.234,614
615,44.7885,-42054.21875,3075000,997.74,2003.83,24.1922,615
616,42.1031,-44030.15625,3080000,4123.48,3768.49,20.4717,616
617,42.4543,-45354.71875,3085000,4222.34,4078.44,18.7523,617
618,42.2074,-46840.95703125,3090000,4051.28,3954.45,18.2451,618
619,42.3726,-45714.0703125,3095000,4133.84,4021.3,19.123,619
620,42.0927,-46717.4375,3100000,4090.49,3991.26,17.9441,620
621,42.7388,-47717.09765625,3105000,4153.12,3865.25,19.3678,621
622,42.7577,-48130.234375,3110000,4234.36,4057.07,19.0731,622
623,42.7013,-46720.39453125,3115000,4213.03,4104.72,19.5071,623
624,43.1675,-46526.953125,3120000,4308.39,4057.94,21.3498,624
625,43.1403,-47854.1015625,3125000,4254.31,4218.05,19.9924,625
626,43.0637,-47875.21875,3130000,4184.05,3764.21,21.8994,626
627,43.532,-49096.62890625,3135000,4165.28,4128.6,19.7893,627
628,43.3841,-49150.16796875,3140000,4216.84,4101.65,19.2991,628
629,42.968,-49361.5703125,3145000,4142.48,4153.44,19.8121,629
630,43.1718,-48146.140625,3150000,4110.31,4044.61,19.6107,630
631,43.3214,-48943.27734375,3155000,4291.76,4219.49,19.7072,631
632,42.976,-50014.30859375,3160000,4263.4,4174.97,19.3238,632
633,42.8746,-50416.26953125,3165000,4335.9,4198.16,19.2752,633
634,43.3363,-49537.50390625,3170000,4313.94,4247.4,20.0765,634
635,42.6296,-51115.4453125,3175000,4376.46,4222.12,18.8062,635
636,42.3983,-49887.11328125,3180000,4408.28,4321.3,18.988,636
637,42.9037,-50452.32421875,3185000,4330.82,4284.02,19.6277,637
638,42.8688,-50397.9375,3190000,4374.55,4307.34,19.0365,638
639,42.9904,-50386.671875,3195000,4346.47,4294.15,19.1386,639
640,43.0911,-51498.85546875,3200000,4393.62,4281.24,18.7691,640
641,42.5096,-50761.3203125,3205000,4395.56,4288.8,19.075,641
642,42.6825,-51300.33203125,3210000,4384.15,4298.59,18.5842,642
643,42.9994,-51852.21875,3215000,4385.88,4250.82,18.926,643
644,43.1743,-52358.7109375,3220000,4407.52,4229.63,18.7493,644
645,42.5823,-50896.3671875,3225000,4413.69,4354.04,18.7161,645
646,42.4391,-48899.76953125,3230000,4453.64,4379.58,18.4382,646
647,42.572,-50119.58984375,3235000,4545.01,4374.8,18.4535,647
648,42.3866,-50010.328125,3240000,4476.06,4337.79,18.0774,648
649,42.7643,-50586.0078125,3245000,4417.41,4277.81,18.4137,649
650,42.5285,-50911.453125,3250000,4407.54,4282.35,18.0252,650
651,42.5894,-51848.6015625,3255000,4505.89,4363.19,18.426,651
652,42.6776,-51181.640625,3260000,4438.63,4338.62,18.3607,652
653,42.8493,-51116.97265625,3265000,4398.18,4323.28,17.8286,653
654,42.3789,-52354.46484375,3270000,4468.02,4361.98,18.0454,654
655,42.6482,-50532.25390625,3275000,4358.96,4319.87,18.1079,655
656,42.4353,-51100.8359375,3280000,4405.68,4323.0,18.3444,656
657,42.9321,-51290.64453125,3285000,4438.44,4348.37,18.1784,657
658,42.8717,-51219.9609375,3290000,4372.89,4328.47,18.7507,658
659,42.3484,-50692.94140625,3295000,4490.93,4402.39,18.545,659
660,42.4077,-50702.32421875,3300000,4435.74,4381.98,18.0743,660
661,43.0389,-51556.2734375,3305000,4350.18,4354.99,18.3271,661
662,42.625,-51729.0390625,3310000,4412.07,4299.31,18.2575,662
663,42.9508,-51755.01953125,3315000,4428.28,4370.33,18.932,663
664,42.671,-52222.53125,3320000,4436.4,4366.72,18.631,664
665,42.415,-51945.578125,3325000,4421.69,4370.73,18.767,665
666,42.6243,-51333.27734375,3330000,4446.88,4392.7,18.9348,666
667,42.6206,-51703.34375,3335000,4401.19,4331.55,19.3134,667
668,42.9908,-52675.859375,3340000,4396.99,4361.52,19.4478,668
669,42.599,-52317.21484375,3345000,4397.13,4395.02,19.4191,669
670,42.559,-52186.14453125,3350000,4489.56,4374.54,19.1187,670
671,43.1045,-52812.67578125,3355000,4366.34,4354.4,19.4524,671
672,42.7904,-52250.95703125,3360000,4346.84,4346.63,19.0806,672
673,42.812,-52067.5078125,3365000,4389.15,4349.12,18.9724,673
674,42.8219,-51486.609375,3370000,4441.07,4371.2,19.0768,674
675,42.6461,-51029.6875,3375000,4448.23,4384.08,18.5212,675
676,43.0162,-51822.5078125,3380000,4453.7,4395.29,18.7248,676
677,42.3611,-51344.50390625,3385000,4361.9,4358.66,18.6931,677
678,42.6471,-51473.26171875,3390000,4471.76,4394.83,19.0991,678
679,42.6479,-51993.171875,3395000,4436.66,4390.92,18.7525,679
680,43.1735,-51787.31640625,3400000,4373.04,4357.58,19.1984,680
681,42.3031,-51083.703125,3405000,4432.21,4382.2,18.5098,681
682,42.475,-50790.390625,3410000,4439.42,4268.83,18.7775,682
683,43.1049,-50534.30859375,3415000,4438.14,4402.83,19.0787,683
684,42.893,-52097.36328125,3420000,4451.73,4385.26,18.863,684
685,43.2066,-51829.34375,3425000,4419.78,4403.65,19.5849,685
686,42.8695,-51647.0703125,3430000,4328.4,4327.64,19.5962,686
687,43.1192,-52158.79296875,3435000,4329.1,4348.8,19.9099,687
688,44.0355,-50803.33984375,3440000,4151.85,4073.74,21.0796,688
689,52.6976,-63930.88671875,3445000,-17.01,-13.08,20.2196,689
690,47.0758,-58978.5859375,3450000,1585.04,1294.42,48.1101,690
691,57.3117,-45402.0546875,3455000,1004.04,1002.93,49.6375,691
692,43.3287,-46845.51171875,3460000,3475.02,3263.56,24.8875,692
693,43.494,-50099.984375,3465000,3938.35,3314.37,22.0806,693
694,43.1458,-51368.6640625,3470000,4247.38,4249.93,21.1178,694
695,42.9387,-51933.41015625,3475000,4116.51,4200.65,20.0086,695
696,43.1629,-52891.98046875,3480000,4168.92,4211.82,20.0357,696
697,44.2544,-52548.53125,3485000,4153.72,4153.78,21.2093,697
698,43.6967,-51634.83203125,3490000,4051.98,4065.75,19.6546,698
699,55.8223,-45681.3203125,3495000,999.28,1085.12,38.8815,699
700,44.0576,-52110.44921875,3500000,2709.96,3083.64,21.1346,700
701,44.3987,-50241.13671875,3505000,4245.39,4064.79,22.6059,701
702,44.1376,-51972.59765625,3510000,3817.13,3891.69,22.9175,702
703,43.9113,-52431.56640625,3515000,4269.96,4294.08,21.6886,703
704,44.0068,-52306.64453125,3520000,4131.61,4180.43,22.3093,704
705,43.3366,-53031.5390625,3525000,4262.3,4326.79,21.0623,705
706,43.6672,-54357.6171875,3530000,4246.8,4249.91,21.3014,706
707,43.5916,-52889.26953125,3535000,4178.35,4189.43,20.5785,707
708,43.1689,-54078.359375,3540000,4180.69,4245.09,20.1605,708
709,42.9688,-54637.23828125,3545000,4231.39,4174.67,20.4964,709
710,42.7536,-53692.15234375,3550000,4201.8,4241.12,20.3435,710
711,43.1772,-54390.7578125,3555000,4108.8,4186.98,20.2947,711
712,43.1783,-54535.04296875,3560000,4164.82,4223.0,20.413,712
713,43.4988,-54255.3671875,3565000,4148.84,4209.11,19.8633,713
714,43.6544,-54235.24609375,3570000,4130.81,4201.33,20.4333,714
715,43.5973,-55101.0,3575000,4058.82,4162.41,19.9524,715
716,43.1469,-54871.9921875,3580000,4152.55,4196.51,19.7114,716
717,43.4811,-54587.06640625,3585000,4178.37,4214.16,19.8816,717
718,44.151,-54672.53515625,3590000,4151.65,4201.77,20.8172,718
719,43.7971,-54004.7890625,3595000,4154.01,4233.2,20.4613,719
720,43.3527,-53607.23046875,3600000,4207.49,4279.52,19.8682,720
721,43.5982,-54057.1875,3605000,4201.81,4289.9,20.7488,721
722,43.4897,-53651.140625,3610000,4130.08,4285.35,20.2762,722
723,43.7559,-54619.70703125,3615000,4132.24,4223.11,20.2613,723
724,43.6284,-54130.3828125,3620000,4109.22,4220.61,20.5002,724
725,44.0563,-54474.3828125,3625000,4073.5,4235.41,20.1752,725
726,43.7934,-53150.86328125,3630000,4077.13,4215.32,20.2339,726
727,43.9495,-53983.9296875,3635000,4174.02,4319.3,21.035,727
728,43.3492,-53613.76953125,3640000,4125.87,4285.63,20.1108,728
729,43.4949,-54674.203125,3645000,4074.89,4217.71,20.5463,729
730,44.2587,-54396.34375,3650000,4058.84,4204.32,21.1989,730
731,44.058,-54673.71875,3655000,4045.37,4168.99,20.5901,731
732,43.8104,-53183.00390625,3660000,4145.6,4261.63,20.507,732
733,43.7729,-54568.38671875,3665000,4130.09,4207.33,20.4614,733
734,43.8253,-54554.59765625,3670000,4128.44,4220.71,20.796,734
735,43.9928,-54272.74609375,3675000,4181.29,4233.62,20.3139,735
736,44.0527,-54768.10546875,3680000,4238.03,4254.15,20.6656,736
737,55.5271,-45628.12109375,3685000,998.19,993.89,33.2306,737
738,50.4595,-47920.09765625,3690000,405.15,436.09,25.3035,738
739,48.4512,-41728.38671875,3695000,662.36,671.01,72.7063,739
740,48.5555,-31719.35546875,3700000,829.69,859.18,78.9426,740
741,48.7252,-30546.287109375,3705000,486.94,1037.03,62.5389,741
742,50.6728,-25207.70703125,3710000,424.39,430.02,79.6811,742
743,46.529,-36777.984375,3715000,753.89,937.87,51.2943,743
744,43.542,-49841.47265625,3720000,2937.91,2696.0,34.0554,744
745,44.0979,-54501.27734375,3725000,3943.53,3887.59,25.19,745
746,44.5812,-56052.08984375,3730000,3953.69,3899.85,22.7475,746
747,43.7151,-53043.16015625,3735000,4049.42,3500.36,22.8759,747
748,43.9825,-51967.46484375,3740000,3981.97,3305.08,20.0945,748
749,44.2098,-55692.734375,3745000,3970.87,3332.85,20.477,749
750,44.2038,-57497.9921875,3750000,3760.04,3930.27,20.694,750
751,43.7996,-57421.47265625,3755000,3919.66,3801.24,21.023,751
752,44.433,-56760.90625,3760000,3881.07,3750.6,22.547,752
753,44.2269,-56992.8125,3765000,3982.3,4073.02,22.156,753
754,43.9845,-55535.3359375,3770000,4271.99,4246.76,21.834,754
755,43.6115,-54998.90234375,3775000,4280.78,4244.28,21.0773,755
756,44.4168,-55661.8828125,3780000,4197.45,4186.42,21.5047,756
757,43.1418,-54493.765625,3785000,4272.42,4230.41,20.1024,757
758,43.8152,-54618.546875,3790000,4252.7,4236.27,20.601,758
759,44.1963,-55171.91015625,3795000,4224.48,4194.17,21.2008,759
760,44.0481,-55649.68359375,3800000,4288.64,4256.87,21.5598,760
761,43.5322,-56074.19140625,3805000,4289.13,4246.81,20.3509,761
762,43.7365,-55320.24609375,3810000,4289.79,4245.86,21.3263,762
763,43.7811,-55104.4140625,3815000,4266.91,4188.26,20.5307,763
764,43.2352,-54517.44921875,3820000,4288.67,4252.36,20.4118,764
765,43.8728,-54955.12890625,3825000,4240.55,4196.55,21.0058,765
766,43.6978,-54274.890625,3830000,4283.05,4260.72,20.3756,766
767,43.8007,-54700.734375,3835000,4336.08,4270.16,20.9958,767
768,43.2638,-53987.26953125,3840000,4392.03,4295.89,20.1096,768
769,43.4765,-54804.2109375,3845000,4346.2,4297.62,19.6607,769
770,43.0984,-54966.60546875,3850000,4307.76,4263.1,19.807,770
771,43.2939,-54568.203125,3855000,4250.2,4204.42,19.7251,771
772,43.5592,-54974.2421875,3860000,4307.48,4223.45,19.2948,772
773,43.6156,-54779.17578125,3865000,4249.71,4153.74,19.2784,773
774,43.8369,-55272.796875,3870000,4211.33,4101.77,19.6904,774
775,43.6309,-55724.88671875,3875000,4243.77,4132.61,19.1404,775
776,43.4492,-55836.46484375,3880000,4309.4,4228.45,19.3637,776
777,43.7954,-55440.03515625,3885000,4340.03,4224.0,19.1663,777
778,43.2702,-55468.359375,3890000,4310.46,4226.28,18.9732,778
779,43.1902,-55631.47265625,3895000,4398.39,4306.4,19.1866,779
780,43.0432,-56679.64453125,3900000,4363.4,4311.34,19.006,780
781,43.624,-56336.36328125,3905000,4333.98,4241.64,18.9264,781
