Real Det Return,Running Env Steps,Itration,Running Update Time,Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return
4977.59,880000,176,176,34.116,11.8801,-479.60955810546875,4642.98
5018.31,885000,177,177,34.1898,11.7146,-470.571533203125,4714.24
4887.35,890000,178,178,34.2161,12.372,-483.18170166015625,4725.35
4925.64,895000,179,179,33.534,12.0777,-493.5677795410156,4742.69
4918.11,900000,180,180,35.5117,13.1379,-682.0513305664062,4247.8
4963.29,905000,181,181,33.9858,11.8721,-468.20623779296875,4801.02
4955.4,910000,182,182,33.3657,12.1905,-474.5674743652344,4740.32
5006.37,915000,183,183,33.2775,11.5807,-477.4711608886719,4544.49
4859.23,920000,184,184,34.0032,11.5378,-501.31219482421875,4718.23
4990.21,925000,185,185,33.61,12.6471,-484.0329284667969,4795.08
4851.97,930000,186,186,34.3445,12.304,-523.3472900390625,4720.55
4832.41,935000,187,187,33.4103,11.7537,-526.68798828125,4692.71
5029.79,940000,188,188,33.0968,11.6296,-498.250244140625,4603.59
5115.81,945000,189,189,32.6724,11.1427,-515.9467163085938,4650.4
5069.39,950000,190,190,32.6891,11.5424,-487.4454650878906,4852.89
5126.17,955000,191,191,33.85,12.0885,-496.5649719238281,4629.43
4997.85,960000,192,192,33.136,11.8751,-504.435791015625,4812.39
4928.25,965000,193,193,33.8693,11.8348,-507.6277160644531,4696.72
4956.73,970000,194,194,33.1539,11.688,-504.64080810546875,4782.91
4918.2,975000,195,195,33.079,11.2662,-530.501953125,4714.98
5117.87,980000,196,196,33.4598,11.906,-507.4526062011719,4383.18
5038.84,985000,197,197,33.6261,11.0385,-555.6068115234375,4159.71
5099.19,990000,198,198,33.8604,10.7242,-565.3567504882812,4591.94
5026.82,995000,199,199,33.7234,11.7411,-564.3328247070312,4479.97
5003.5,1000000,200,200,33.1493,11.0829,-561.0357666015625,4531.86
5008.15,1005000,201,201,33.0555,11.1252,-523.559814453125,4772.92
5028.12,1010000,202,202,33.5533,11.7017,-532.511962890625,4795.07
5051.13,1015000,203,203,33.4608,11.7202,-518.8040771484375,4545.53
5033.09,1020000,204,204,33.7784,11.643,-524.8428344726562,4813.5
5046.04,1025000,205,205,33.3244,11.8261,-533.4586181640625,4820.97
4996.77,1030000,206,206,33.3251,11.5296,-529.6280517578125,4820.13
5030.53,1035000,207,207,33.2416,11.5963,-539.0335083007812,4818.56
5063.48,1040000,208,208,33.3987,11.2606,-586.79150390625,4623.1
5042.75,1045000,209,209,32.9769,11.5119,-553.725830078125,4699.56
5048.94,1050000,210,210,33.0577,11.3797,-570.6924438476562,4777.96
5011.98,1055000,211,211,33.1238,11.5881,-551.558837890625,4812.57
5054.44,1060000,212,212,33.2217,11.0917,-554.2227172851562,4812.65
5066.52,1065000,213,213,32.6662,11.6403,-553.0748291015625,4810.26
5052.17,1070000,214,214,32.3334,11.1781,-538.8372192382812,4839.33
5052.38,1075000,215,215,32.6652,11.3097,-560.3875122070312,4837.53
5000.5,1080000,216,216,32.6483,11.2223,-562.12744140625,4798.18
5041.81,1085000,217,217,32.8335,11.1218,-556.9998168945312,4636.53
5086.56,1090000,218,218,32.577,11.168,-570.5833740234375,4814.16
5006.86,1095000,219,219,32.7099,10.5863,-586.1792602539062,4777.56
5069.98,1100000,220,220,32.2536,11.4294,-547.0493774414062,4858.47
5021.68,1105000,221,221,32.5191,10.5798,-581.9067993164062,4819.88
4990.77,1110000,222,222,32.7227,10.5878,-591.6011352539062,4784.9
5136.69,1115000,223,223,32.3398,10.2909,-615.1131591796875,4823.47
5088.78,1120000,224,224,32.7567,10.8722,-600.8888549804688,4330.84
5078.37,1125000,225,225,32.8139,10.932,-609.6241455078125,4589.9
5025.84,1130000,226,226,32.7142,10.9324,-606.322509765625,4837.43
5081.66,1135000,227,227,32.7867,11.3052,-603.3536376953125,4841.39
4039.83,1140000,228,228,38.1801,12.9435,-960.3273315429688,3968.46
4245.35,1145000,229,229,36.969,13.6441,-818.9693603515625,3933.12
4794.99,1150000,230,230,34.4356,12.5645,-734.0917358398438,4417.39
4819.89,1155000,231,231,33.9389,12.6119,-751.1558837890625,4522.61
4851.29,1160000,232,232,33.7798,11.3505,-746.692626953125,4596.49
4755.37,1165000,233,233,34.0396,11.9165,-751.1571655273438,4592.05
4755.84,1170000,234,234,34.3534,12.191,-802.9708862304688,4463.57
4792.62,1175000,235,235,33.9077,12.3451,-771.4972534179688,4626.61
4857.49,1180000,236,236,33.8048,12.4527,-755.793212890625,4711.56
5078.73,1185000,237,237,32.8535,12.0487,-721.078369140625,4751.69
4973.44,1190000,238,238,33.2538,11.3122,-743.7171020507812,4688.34
5069.09,1195000,239,239,33.2763,11.9859,-737.1301879882812,4737.05
5124.52,1200000,240,240,33.0189,11.6584,-717.0036010742188,4729.37
5120.04,1205000,241,241,32.939,11.2947,-708.8181762695312,4791.85
5121.21,1210000,242,242,33.1733,11.7363,-726.0125732421875,4811.18
5185.02,1215000,243,243,32.9635,11.55,-687.3037719726562,4864.2
5145.19,1220000,244,244,33.0855,11.6931,-715.1387939453125,4611.15
5161.72,1225000,245,245,33.1053,11.2861,-696.6507568359375,4868.97
5160.09,1230000,246,246,33.1985,11.8519,-837.2608642578125,4635.61
5105.84,1235000,247,247,33.0623,11.5691,-825.5648803710938,4840.18
5141.85,1240000,248,248,33.1121,10.8016,-792.2618408203125,4576.73
5145.84,1245000,249,249,32.6944,11.1478,-851.3975219726562,4155.6
5165.67,1250000,250,250,32.9562,11.085,-846.6414184570312,4638.21
5065.34,1255000,251,251,32.8949,11.7646,-746.9766235351562,4632.06
5123.41,1260000,252,252,33.121,11.732,-770.6177368164062,4388.17
4997.7,1265000,253,253,34.0799,11.7241,-899.8744506835938,4760.1
5070.24,1270000,254,254,33.0489,11.7591,-753.9949340820312,4845.66
5045.89,1275000,255,255,33.6126,11.5406,-886.9199829101562,3678.4
5091.86,1280000,256,256,33.8927,11.6453,-939.5809326171875,4601.04
5028.46,1285000,257,257,33.6876,11.8512,-942.246337890625,4764.83
5030.1,1290000,258,258,33.2401,11.8654,-926.6423950195312,4559.35
4886.55,1295000,259,259,34.3122,13.7259,-1389.0711669921875,3057.39
4767.07,1300000,260,260,33.74,11.1223,-967.0747680664062,4411.91
5055.93,1305000,261,261,32.9179,11.8855,-841.7223510742188,4841.52
5052.29,1310000,262,262,32.9987,11.5196,-868.9427490234375,4859.08
5088.8,1315000,263,263,32.4963,11.6246,-814.5794677734375,4391.34
5099.57,1320000,264,264,33.6173,11.0502,-959.6876831054688,4184.94
5138.67,1325000,265,265,32.8192,11.5451,-957.9739379882812,4624.86
5155.64,1330000,266,266,32.6514,11.4887,-909.658203125,4216.53
5106.94,1335000,267,267,32.498,11.8228,-824.3924560546875,4898.14
5102.53,1340000,268,268,33.7569,14.0721,-1094.1444091796875,4642.66
5126.41,1345000,269,269,32.7796,11.3213,-798.8969116210938,4688.76
5125.93,1350000,270,270,32.921,11.6681,-950.0076904296875,4696.26
5132.33,1355000,271,271,32.3438,11.1298,-833.3323974609375,4912.35
5076.61,1360000,272,272,32.9521,12.2626,-1003.651123046875,4916.09
5144.54,1365000,273,273,32.6411,11.4248,-813.048095703125,4726.49
5126.95,1370000,274,274,32.5793,11.2751,-951.318359375,4918.12
5158.89,1375000,275,275,32.2937,11.5582,-830.9537353515625,4689.86
5069.01,1380000,276,276,33.319,11.7574,-1103.1688232421875,4436.09
5112.27,1385000,277,277,32.4779,11.5117,-815.9046020507812,4963.45
5112.11,1390000,278,278,32.0996,11.4703,-859.7584838867188,4948.21
5129.77,1395000,279,279,31.7364,11.1018,-834.0382690429688,4726.79
5171.15,1400000,280,280,31.8686,11.3161,-867.5015258789062,4930.35
5123.41,1405000,281,281,32.2474,11.0452,-874.2362060546875,4951.94
5120.93,1410000,282,282,32.7199,11.1408,-1006.3767700195312,4941.66
5162.74,1415000,283,283,32.3472,11.0331,-902.618408203125,4954.27
5094.87,1420000,284,284,31.8729,11.4156,-896.8447265625,4942.88
5173.88,1425000,285,285,31.944,11.3869,-878.7507934570312,4982.31
5128.33,1430000,286,286,32.1658,11.4237,-888.4849853515625,4948.24
3086.24,1435000,287,287,32.6027,10.8796,-1017.8685302734375,4507.93
5164.82,1440000,288,288,32.2881,11.0506,-1027.283935546875,4460.22
5149.07,1445000,289,289,31.7733,11.3577,-884.3697509765625,4721.28
5165.13,1450000,290,290,32.6605,14.2151,-1107.215576171875,4970.8
5190.9,1455000,291,291,32.2401,12.223,-1116.8477783203125,4459.2
5148.33,1460000,292,292,32.6856,11.1669,-938.4056396484375,4988.61
5209.79,1465000,293,293,32.0768,11.1941,-894.541015625,4275.37
5166.86,1470000,294,294,31.8239,11.2697,-913.0473022460938,5005.68
5202.27,1475000,295,295,31.8743,11.6467,-894.8552856445312,4781.04
5190.77,1480000,296,296,31.7015,11.0631,-922.616943359375,4760.01
5170.09,1485000,297,297,32.2209,12.548,-1145.0008544921875,4966.81
5161.28,1490000,298,298,32.4963,11.0556,-1088.907470703125,4755.7
5149.66,1495000,299,299,32.2416,11.439,-1003.9544067382812,4954.5
5234.13,1500000,300,300,31.899,11.2616,-975.0838012695312,4798.2
5207.11,1505000,301,301,31.4372,11.3291,-959.1608276367188,4747.28
5178.57,1510000,302,302,32.3045,11.4328,-1000.2265014648438,4981.59
5205.1,1515000,303,303,32.2898,11.0684,-1150.01708984375,4030.1
5231.75,1520000,304,304,31.7905,11.2352,-959.5484619140625,4742.38
5143.47,1525000,305,305,32.7813,12.4597,-1345.5032958984375,4735.13
5151.59,1530000,306,306,32.6308,11.5861,-1016.6792602539062,4981.89
5200.64,1535000,307,307,32.156,11.5296,-961.2603149414062,5053.28
5229.66,1540000,308,308,32.5574,11.3295,-1075.244384765625,4763.28
5174.89,1545000,309,309,32.5114,11.6257,-1023.13330078125,5005.0
4824.71,1550000,310,310,32.7515,12.0224,-1177.8927001953125,4769.01
5153.82,1555000,311,311,32.2667,11.677,-1039.9715576171875,4984.11
4900.42,1560000,312,312,33.5266,14.2618,-1238.7149658203125,4741.46
4838.92,1565000,313,313,33.0456,13.1301,-1277.3046875,4663.3
4966.56,1570000,314,314,32.5914,11.8327,-1198.9078369140625,4726.93
4961.74,1575000,315,315,31.649,11.9838,-1233.6182861328125,4756.09
5003.22,1580000,316,316,32.3795,12.7982,-1309.7982177734375,4859.49
5036.01,1585000,317,317,32.0177,13.2406,-1131.2386474609375,4887.18
4842.5,1590000,318,318,32.4986,12.3879,-1305.8343505859375,4677.75
4934.79,1595000,319,319,32.7951,12.9892,-1291.472900390625,4754.7
4903.62,1600000,320,320,32.6516,14.4106,-1279.5850830078125,4761.47
319.02,1605000,321,321,37.2706,34.274,-2398.654296875,737.89
293.85,1610000,322,322,39.6328,36.9284,-2925.828857421875,426.92
4341.17,1615000,323,323,34.0131,13.8628,-1667.97509765625,4276.17
2951.46,1620000,324,324,36.0083,19.6618,-1841.142333984375,2690.51
1055.14,1625000,325,325,38.0211,40.534,-2777.5771484375,1032.18
3925.17,1630000,326,326,37.6721,16.2386,-1516.3946533203125,4322.22
2680.36,1635000,327,327,43.3574,17.25,-2256.276123046875,2204.44
4240.41,1640000,328,328,38.5751,15.3324,-1668.324951171875,3846.92
3157.92,1645000,329,329,43.0537,15.9823,-2135.29248046875,2882.52
2746.46,1650000,330,330,41.275,15.5634,-2143.18505859375,2537.04
4466.52,1655000,331,331,34.2401,14.0903,-1589.914794921875,4339.26
4851.94,1660000,332,332,34.4114,12.9604,-1505.0223388671875,4608.23
4758.15,1665000,333,333,33.5923,12.7598,-1522.6788330078125,4623.08
5045.09,1670000,334,334,32.7364,13.7922,-1382.7276611328125,4629.89
5070.74,1675000,335,335,32.7135,12.5033,-1431.0343017578125,4684.45
5274.82,1680000,336,336,32.1354,12.5994,-1356.262451171875,4898.5
5271.66,1685000,337,337,32.3845,12.5524,-1367.1748046875,4907.55
5230.04,1690000,338,338,32.2496,12.8456,-1533.4935302734375,4724.51
5202.88,1695000,339,339,32.2999,12.4049,-1335.92578125,4940.36
4049.78,1700000,340,340,32.0077,12.3002,-1536.2978515625,4688.17
5213.27,1705000,341,341,31.9132,12.3981,-1390.757568359375,4904.14
4907.19,1710000,342,342,32.5766,11.9069,-1663.6480712890625,4176.06
5176.06,1715000,343,343,32.1708,12.7107,-1425.883544921875,4940.21
4856.53,1720000,344,344,32.1385,12.0726,-1637.7232666015625,4600.6
5062.71,1725000,345,345,31.6592,12.5604,-1368.1092529296875,4659.84
-1.69,1730000,346,346,53.0832,34.1715,-3960.08349609375,-1.75
5032.86,1735000,347,347,32.4116,12.6133,-1478.7462158203125,4906.03
5039.55,1740000,348,348,32.2192,12.498,-1484.285888671875,4886.97
5051.04,1745000,349,349,31.6367,12.9793,-1464.23583984375,4887.41
5046.59,1750000,350,350,31.5012,12.3585,-1389.2386474609375,4903.15
5045.51,1755000,351,351,31.7456,12.441,-1463.338134765625,4911.46
5043.57,1760000,352,352,31.4589,11.8382,-1454.702392578125,4923.01
5034.94,1765000,353,353,31.3648,11.9676,-1412.3399658203125,4906.5
5138.78,1770000,354,354,31.5539,12.2854,-1431.7548828125,4967.82
5238.93,1775000,355,355,31.7421,11.8245,-1354.04248046875,5051.43
5234.16,1780000,356,356,31.5531,11.8121,-1427.0810546875,5027.3
5166.31,1785000,357,357,32.441,12.5576,-1461.8189697265625,4984.78
5209.08,1790000,358,358,31.8092,12.4962,-1423.734375,5040.45
5213.98,1795000,359,359,30.8532,12.3196,-1373.9769287109375,5045.78
5204.18,1800000,360,360,31.9245,12.3634,-1466.5667724609375,4778.09
5262.06,1805000,361,361,30.9582,11.974,-1410.796142578125,4790.31
5282.55,1810000,362,362,31.0449,12.0385,-1447.7200927734375,5057.52
5272.06,1815000,363,363,31.1894,12.1849,-1398.8685302734375,5090.64
5247.97,1820000,364,364,31.5019,12.2566,-1518.3782958984375,4830.35
5229.14,1825000,365,365,30.8509,11.6889,-1493.2353515625,4988.49
5232.99,1830000,366,366,31.3189,12.3237,-1458.9703369140625,5016.72
5217.13,1835000,367,367,31.258,11.9462,-1454.9830322265625,5034.0
5237.35,1840000,368,368,31.5682,12.1455,-1450.1602783203125,5016.28
5194.09,1845000,369,369,31.5425,12.2471,-1547.941650390625,5020.49
5220.42,1850000,370,370,31.7985,11.9599,-1510.1551513671875,5013.79
5251.8,1855000,371,371,31.5216,12.2862,-1467.3011474609375,5063.77
5248.45,1860000,372,372,31.7002,12.255,-1495.0201416015625,5074.7
5181.45,1865000,373,373,31.708,12.4385,-1523.78564453125,5040.48
5249.21,1870000,374,374,31.1776,13.0011,-1485.158203125,5108.91
5253.27,1875000,375,375,31.23,12.4596,-1527.6048583984375,5058.61
5253.68,1880000,376,376,31.0603,12.4012,-1562.1302490234375,5094.54
5226.43,1885000,377,377,31.4093,12.6203,-1575.935546875,5052.82
5188.93,1890000,378,378,30.7011,12.1516,-1595.184326171875,5023.06
5204.41,1895000,379,379,31.0856,12.7319,-1665.0443115234375,5001.3
5238.74,1900000,380,380,31.0899,12.834,-1557.5020751953125,5058.67
5208.84,1905000,381,381,30.9599,12.1975,-1604.3603515625,5015.67
5194.41,1910000,382,382,31.1177,12.8199,-1605.3416748046875,5039.32
5254.17,1915000,383,383,31.0208,12.3073,-1571.799560546875,5071.63
