Real Det Return,Running Env Steps,Itration,Running Update Time,Running Forward KL,Running Reverse KL,Reward Loss,Real Sto Return
324.1,0,0,0,49.5359,12.1343,127.0369873046875,337.0
299.66,5000,1,1,49.0872,13.6358,63.61347579956055,319.05
455.52,10000,2,2,49.2953,13.7533,212.8678741455078,467.22
593.25,15000,3,3,48.857,13.0746,239.02125549316406,494.82
331.68,20000,4,4,48.8743,12.9744,288.07574462890625,386.73
535.66,25000,5,5,48.6882,12.3957,195.0913543701172,549.91
485.93,30000,6,6,48.9057,14.233,87.50125885009766,468.08
850.61,35000,7,7,48.5157,13.5232,232.0012664794922,681.56
1804.97,40000,8,8,47.1917,14.6763,66.37200927734375,1437.52
663.09,45000,9,9,46.2328,14.1439,173.45562744140625,825.96
874.97,50000,10,10,46.1245,16.0937,160.83351135253906,881.75
1162.68,55000,11,11,45.1114,15.9493,113.2020034790039,1452.9
2309.56,60000,12,12,46.2435,14.8049,-21.38829231262207,1852.22
2745.15,65000,13,13,45.5478,19.0697,-61.30586624145508,1797.08
2662.32,70000,14,14,46.5038,17.2378,-83.14436340332031,2386.41
2620.51,75000,15,15,44.9161,13.6593,7.548272609710693,2093.63
2773.66,80000,16,16,44.2681,15.0919,-43.31058120727539,2732.96
2851.02,85000,17,17,45.9537,20.529,-122.69972229003906,2822.51
3126.56,90000,18,18,44.487,18.5899,-97.55075073242188,3102.22
2878.27,95000,19,19,45.624,18.1788,-148.96395874023438,2851.34
3321.37,100000,20,20,44.1661,18.0632,-112.49962615966797,3234.73
3183.47,105000,21,21,44.4226,18.5911,-131.48171997070312,3152.05
3297.02,110000,22,22,44.2879,19.4503,-138.64976501464844,3276.65
3633.04,115000,23,23,42.6829,18.4028,-111.77313232421875,3614.68
3790.54,120000,24,24,41.9567,16.2423,-106.61056518554688,3389.64
3499.23,125000,25,25,43.0479,19.0837,-133.32501220703125,3518.59
3453.6,130000,26,26,42.8574,20.6885,-131.12164306640625,3543.77
3594.36,135000,27,27,42.9658,19.8743,-137.16197204589844,3639.78
3760.59,140000,28,28,41.8934,18.1959,-122.15376281738281,3734.91
3846.15,145000,29,29,41.6439,18.3009,-131.36851501464844,3827.04
3768.45,150000,30,30,41.7518,17.9646,-139.66989135742188,3774.81
3779.27,155000,31,31,42.1287,19.9739,-162.21514892578125,3787.6
3937.12,160000,32,32,41.2615,17.9911,-148.92837524414062,3901.49
3822.44,165000,33,33,41.1403,17.3137,-159.61631774902344,3805.89
3897.66,170000,34,34,40.5693,16.3795,-153.44876098632812,3862.87
3707.5,175000,35,35,41.7507,18.0953,-170.24591064453125,3817.83
3982.24,180000,36,36,40.959,16.6036,-163.24522399902344,3902.06
3954.15,185000,37,37,41.0768,17.1773,-166.63980102539062,3922.06
4009.53,190000,38,38,41.0141,17.6579,-173.65139770507812,3940.16
3928.12,195000,39,39,40.9944,16.9126,-178.9649200439453,3904.32
3995.52,200000,40,40,40.2214,14.3965,-129.64013671875,3586.96
3999.47,205000,41,41,40.3958,16.5188,-184.53115844726562,3891.1
4060.89,210000,42,42,39.9675,16.5693,-186.07223510742188,4007.13
4067.25,215000,43,43,40.4841,16.8767,-188.5776824951172,3985.5
4115.66,220000,44,44,40.1776,16.3736,-187.87387084960938,3982.17
4061.45,225000,45,45,40.1955,16.829,-191.18148803710938,4012.61
4237.54,230000,46,46,40.3694,13.7607,-156.1854705810547,3881.78
4115.1,235000,47,47,40.4998,15.2826,-192.6096649169922,3972.84
4227.57,240000,48,48,39.5948,16.192,-192.71778869628906,4110.93
4199.37,245000,49,49,39.7179,16.8617,-201.47930908203125,4105.02
4180.44,250000,50,50,39.9806,15.4248,-198.82937622070312,3874.48
4079.19,255000,51,51,39.708,16.0186,-204.557861328125,3842.16
4146.84,260000,52,52,40.0957,15.9212,-213.60134887695312,4025.09
4225.34,265000,53,53,39.4107,15.8512,-208.48699951171875,4146.48
4192.96,270000,54,54,39.4286,14.9136,-213.60906982421875,4081.7
4349.94,275000,55,55,39.1426,15.4308,-212.75857543945312,4056.25
4271.11,280000,56,56,38.4885,14.506,-204.33535766601562,4147.78
4362.12,285000,57,57,38.7034,14.4531,-205.92970275878906,4166.25
4278.4,290000,58,58,38.2742,15.0376,-213.7603759765625,4221.21
4243.74,295000,59,59,39.2143,15.3424,-225.63653564453125,4168.4
4235.26,300000,60,60,38.4225,14.1399,-219.3200225830078,4131.6
4395.36,305000,61,61,38.3292,15.2078,-216.05703735351562,4018.85
4434.56,310000,62,62,38.6332,13.4863,-220.18182373046875,3721.15
4344.93,315000,63,63,37.9318,14.3895,-216.18202209472656,4083.92
4343.08,320000,64,64,37.848,14.7724,-237.37362670898438,4183.7
4383.47,325000,65,65,37.2266,14.0668,-223.16297912597656,3992.13
4299.68,330000,66,66,37.6235,14.7763,-235.88096618652344,4243.37
4445.79,335000,67,67,37.4122,14.3819,-231.01419067382812,4267.58
4332.39,340000,68,68,37.0153,13.7875,-242.78533935546875,4248.61
4323.67,345000,69,69,37.8033,14.3623,-242.08665466308594,4264.0
4372.72,350000,70,70,37.0976,13.9816,-237.3621826171875,4276.59
4264.02,355000,71,71,37.7421,13.9396,-258.08056640625,4213.48
4464.82,360000,72,72,38.1448,15.0658,-241.71951293945312,4356.26
4642.61,365000,73,73,37.4105,15.4225,-240.0391387939453,4471.39
4488.98,370000,74,74,36.9926,14.637,-246.4160614013672,4384.21
4530.51,375000,75,75,37.2671,13.8444,-250.19664001464844,4357.78
4529.89,380000,76,76,36.1649,12.6375,-239.24017333984375,4300.21
4524.88,385000,77,77,36.8043,13.5357,-252.3061981201172,4386.68
4397.9,390000,78,78,37.1327,13.9687,-264.1897277832031,4261.91
4536.45,395000,79,79,35.9585,13.57,-261.4407958984375,4267.68
4566.09,400000,80,80,36.0933,13.2159,-248.6897430419922,4400.63
4553.14,405000,81,81,36.976,13.846,-259.572998046875,4391.57
4324.83,410000,82,82,37.3785,12.0492,-289.34967041015625,3604.29
4626.49,415000,83,83,35.28,12.565,-249.3305206298828,4199.82
3639.76,420000,84,84,37.1083,11.6056,-267.0118713378906,3244.01
4625.59,425000,85,85,36.792,11.8745,-270.2501525878906,4269.57
4532.91,430000,86,86,36.2535,14.4791,-273.7459411621094,4470.64
4465.26,435000,87,87,36.8459,14.0789,-295.5594482421875,4366.26
4633.77,440000,88,88,35.9997,13.6906,-280.344970703125,4449.01
4741.02,445000,89,89,36.0503,13.1217,-273.59808349609375,4356.97
4724.03,450000,90,90,35.5717,14.0707,-275.6204528808594,4441.66
4687.75,455000,91,91,35.8275,12.5684,-285.97784423828125,4156.65
4668.85,460000,92,92,35.6639,14.225,-279.21844482421875,4501.35
4661.78,465000,93,93,36.0341,13.2146,-287.69927978515625,4451.59
4577.99,470000,94,94,36.7612,14.9451,-300.6649169921875,4242.17
4590.66,475000,95,95,37.3434,12.9919,-307.8926086425781,4233.88
4754.13,480000,96,96,35.797,12.7856,-282.54937744140625,4444.36
4654.39,485000,97,97,36.084,14.3441,-299.15423583984375,4508.63
4742.27,490000,98,98,35.3101,12.5282,-299.6660461425781,4456.29
4736.31,495000,99,99,36.1364,12.7176,-296.4552001953125,4426.11
4513.85,500000,100,100,35.6846,12.6882,-307.9563293457031,4409.0
4714.97,505000,101,101,34.851,12.5959,-287.05908203125,4376.78
4712.95,510000,102,102,35.4284,13.3066,-289.7283935546875,4226.01
4517.58,515000,103,103,36.3285,13.98,-330.8632507324219,4409.35
4618.5,520000,104,104,35.4218,12.9361,-317.25115966796875,4483.94
4716.97,525000,105,105,36.0469,12.7259,-315.4117431640625,4284.44
4614.38,530000,106,106,36.0423,13.3981,-328.8026428222656,4481.39
4627.65,535000,107,107,36.1838,13.5659,-315.008056640625,4570.33
4683.59,540000,108,108,34.6672,13.6288,-319.234619140625,4574.1
4683.96,545000,109,109,35.3876,13.3665,-298.838623046875,4347.59
4739.96,550000,110,110,35.4143,12.648,-329.48773193359375,4165.98
4626.71,555000,111,111,34.901,12.7557,-336.9849853515625,4516.16
4686.99,560000,112,112,34.5867,13.0454,-340.54339599609375,4493.51
4709.72,565000,113,113,35.2701,13.3758,-334.472412109375,4565.89
4811.16,570000,114,114,33.9152,13.183,-318.356689453125,4350.04
4826.47,575000,115,115,34.0593,13.3791,-318.9377136230469,4657.68
4892.34,580000,116,116,34.417,12.2372,-328.51953125,4545.14
4810.24,585000,117,117,34.4874,13.3154,-328.272705078125,4613.97
4666.97,590000,118,118,35.3685,13.3331,-362.8424377441406,4516.94
4770.0,595000,119,119,34.4229,13.0512,-346.1488037109375,4573.59
4904.86,600000,120,120,34.8445,12.8555,-342.5655822753906,4633.48
4817.88,605000,121,121,34.6736,13.0335,-328.45880126953125,4471.4
4854.04,610000,122,122,35.0692,12.1065,-368.6887512207031,4623.69
4787.34,615000,123,123,34.5113,12.8967,-351.00030517578125,4613.38
4761.26,620000,124,124,34.8574,12.47,-354.2728271484375,4412.5
4764.59,625000,125,125,34.9646,12.273,-365.8440856933594,4526.1
4682.94,630000,126,126,35.1109,13.9493,-375.5079650878906,4571.29
4708.33,635000,127,127,36.3292,12.7444,-368.7094421386719,4366.68
4819.18,640000,128,128,35.5509,11.7336,-354.76690673828125,4652.56
4885.14,645000,129,129,34.2736,11.1786,-384.8477478027344,4144.66
4836.95,650000,130,130,34.5048,13.2062,-355.8488464355469,4424.71
4910.85,655000,131,131,33.5062,12.6087,-337.3177185058594,4676.78
4845.32,660000,132,132,34.0724,12.8392,-357.20050048828125,4668.99
4869.9,665000,133,133,34.9516,12.1317,-410.278564453125,4206.65
4786.74,670000,134,134,34.6179,13.4396,-392.0797119140625,4617.88
4983.45,675000,135,135,34.291,12.1235,-372.05792236328125,4748.89
4880.97,680000,136,136,33.572,12.4568,-368.4774169921875,4686.42
4896.02,685000,137,137,33.9513,12.5524,-374.427978515625,4694.69
4835.59,690000,138,138,34.4247,13.1076,-412.1776123046875,4631.36
5004.65,695000,139,139,33.9038,12.2464,-385.26123046875,4474.63
4804.05,700000,140,140,34.257,13.1466,-392.9172668457031,4637.18
4914.81,705000,141,141,34.4506,12.6605,-383.0860900878906,4756.68
4936.99,710000,142,142,33.5029,12.2436,-358.9317932128906,4496.73
4793.6,715000,143,143,33.3488,12.0495,-396.07452392578125,4684.58
4920.84,720000,144,144,33.5263,12.6848,-365.3220520019531,4730.08
4899.31,725000,145,145,34.0835,12.1048,-372.324951171875,4726.91
4994.47,730000,146,146,34.1466,12.4989,-414.5145263671875,4571.35
4963.83,735000,147,147,33.9741,12.5538,-364.1929016113281,4549.71
4902.5,740000,148,148,34.3051,12.5843,-415.1463623046875,4516.81
4895.23,745000,149,149,33.915,12.7174,-411.4183044433594,4703.27
4897.0,750000,150,150,33.8266,11.359,-417.4478759765625,4691.52
4878.77,755000,151,151,34.6585,11.0652,-467.67132568359375,4416.59
4989.69,760000,152,152,33.9859,12.1168,-415.8407897949219,4301.8
4935.95,765000,153,153,34.0143,12.6329,-430.0779724121094,4723.77
4890.01,770000,154,154,33.8494,13.3137,-432.5168151855469,4742.52
4763.17,775000,155,155,34.5306,11.5385,-417.6145935058594,4537.45
4906.07,780000,156,156,33.2475,11.8986,-439.1239929199219,4696.71
4871.69,785000,157,157,33.7583,11.9271,-391.878173828125,4766.46
4925.53,790000,158,158,33.6743,11.8348,-406.6920166015625,4774.41
4955.27,795000,159,159,33.6023,11.6597,-423.3851318359375,4722.46
5118.93,800000,160,160,33.0862,11.9141,-426.32818603515625,4466.31
4995.84,805000,161,161,33.9733,12.6669,-412.3240051269531,4550.15
5025.89,810000,162,162,33.7181,12.5401,-438.7399597167969,4550.81
5020.99,815000,163,163,32.5131,12.0361,-434.6300964355469,4747.28
5010.33,820000,164,164,33.8164,11.8058,-427.7507019042969,4603.75
4912.43,825000,165,165,33.7548,12.0693,-426.5148620605469,4697.1
4973.43,830000,166,166,33.3313,12.323,-425.63128662109375,4800.25
5096.01,835000,167,167,34.1351,15.0176,-557.06884765625,4337.63
5052.84,840000,168,168,33.5597,11.5446,-444.9227600097656,4722.57
5013.72,845000,169,169,34.6214,13.0687,-509.6547546386719,4294.36
4843.8,850000,170,170,33.5639,11.64,-450.7334289550781,4656.89
4989.04,855000,171,171,33.6834,11.6955,-448.1680908203125,4732.77
4945.22,860000,172,172,33.5524,11.6891,-444.00567626953125,4756.41
5002.61,865000,173,173,33.6259,12.6856,-474.81744384765625,4796.06
4950.09,870000,174,174,33.7349,12.0874,-447.3328552246094,4734.64
4975.5,875000,175,175,33.6758,11.3914,-454.4393310546875,4491.79
