Running Forward KL,Running Reverse KL,Reward Loss,Running Update Time,Real Det Return,Real Sto Return,Itration,Running Env Steps
40.3074,16.2635,-7022.52685546875,766,4857.83,4345.4,766,3830000
40.6954,16.0661,-7114.67919921875,767,4926.99,3939.53,767,3835000
40.3962,17.5076,-7148.1884765625,768,4919.97,4717.63,768,3840000
40.2588,17.9711,-7422.63232421875,769,4862.18,4601.54,769,3845000
40.0856,17.2533,-7144.43310546875,770,4916.41,4769.19,770,3850000
40.166,16.3154,-7419.10595703125,771,4889.19,4794.69,771,3855000
40.7392,17.9058,-7244.69921875,772,4861.93,4295.51,772,3860000
40.3812,19.2257,-7072.54296875,773,4865.76,4301.08,773,3865000
40.0946,16.2864,-7137.53466796875,774,4849.08,4787.23,774,3870000
40.3134,16.2367,-7194.52099609375,775,4888.75,4809.31,775,3875000
40.089,17.3794,-7431.27490234375,776,4877.11,4799.13,776,3880000
40.5304,16.8245,-7340.060546875,777,4888.25,4794.13,777,3885000
39.9762,16.0534,-7545.1357421875,778,4845.08,4695.99,778,3890000
40.3253,16.726,-7611.4267578125,779,4821.15,4763.34,779,3895000
40.0564,15.989,-7233.99755859375,780,4876.41,4767.56,780,3900000
40.3054,16.2754,-7354.0751953125,781,4867.0,4764.64,781,3905000
40.3348,15.5659,-6757.24267578125,782,4919.87,4671.53,782,3910000
40.842,17.4444,-7227.77099609375,783,4949.79,4658.17,783,3915000
40.5209,17.3727,-7061.1611328125,784,4922.61,4831.68,784,3920000
41.0109,18.2939,-7507.16455078125,785,4884.62,4808.54,785,3925000
40.8117,17.2199,-7116.216796875,786,4910.77,4671.88,786,3930000
41.1124,17.183,-7319.98583984375,787,4895.26,4800.56,787,3935000
40.4956,17.6689,-7124.39794921875,788,4947.42,4822.96,788,3940000
40.6823,16.8264,-7538.2900390625,789,4923.02,4820.19,789,3945000
40.2925,17.3233,-7038.9541015625,790,4908.09,4832.36,790,3950000
40.9551,17.5877,-7584.3251953125,791,4890.34,4819.06,791,3955000
39.9879,17.1354,-6891.0791015625,792,4978.64,4863.79,792,3960000
40.5487,16.9505,-7157.68212890625,793,4934.95,4861.07,793,3965000
40.9151,17.2999,-6739.53271484375,794,4965.5,4885.95,794,3970000
40.9134,18.0181,-7078.4794921875,795,4929.04,4823.38,795,3975000
40.5678,16.1574,-7163.2587890625,796,4933.36,4830.86,796,3980000
40.5798,16.4002,-7308.8212890625,797,4887.83,4814.67,797,3985000
41.1502,16.9011,-7449.1875,798,4844.34,4747.56,798,3990000
40.6638,16.7713,-7411.01806640625,799,4876.47,4690.06,799,3995000
40.0948,16.7435,-7591.3134765625,800,4797.89,4622.97,800,4000000
40.5207,16.9765,-7390.5048828125,801,4854.29,4715.59,801,4005000
40.644,17.4148,-7419.18408203125,802,4913.23,4838.55,802,4010000
40.5082,17.0439,-7427.0439453125,803,4902.69,4848.38,803,4015000
40.5275,16.5987,-7622.970703125,804,4896.11,4743.76,804,4020000
40.3379,16.3191,-7487.25537109375,805,4884.16,4833.72,805,4025000
40.8657,17.5357,-7372.5341796875,806,4945.85,4862.18,806,4030000
40.9363,18.1125,-7454.1484375,807,4920.53,4860.75,807,4035000
40.9005,17.6118,-7596.6474609375,808,4913.31,4862.14,808,4040000
40.846,17.3618,-7490.974609375,809,4897.7,4847.38,809,4045000
40.7215,16.9773,-7021.13330078125,810,4966.16,4307.2,810,4050000
41.2853,19.7262,-7471.93896484375,811,4458.1,3866.92,811,4055000
41.208,18.4644,-7571.33544921875,812,4887.21,4834.49,812,4060000
41.0807,17.5577,-7323.82275390625,813,4950.66,4859.43,813,4065000
40.9741,18.1481,-7424.5595703125,814,4907.65,4863.19,814,4070000
40.5847,17.3187,-7235.5283203125,815,4932.49,4863.21,815,4075000
40.8791,18.0788,-7543.0869140625,816,4991.29,4892.68,816,4080000
40.727,16.7942,-7368.4609375,817,4884.81,4848.02,817,4085000
40.4108,16.8467,-7244.83642578125,818,4941.32,4874.91,818,4090000
40.2825,16.5655,-7325.4736328125,819,4931.69,4869.73,819,4095000
40.6202,17.3082,-7793.904296875,820,4836.51,4794.36,820,4100000
40.3207,17.2109,-7671.181640625,821,4858.23,4822.34,821,4105000
41.0741,17.4933,-7480.1787109375,822,4940.21,4725.51,822,4110000
40.6157,16.9195,-7327.93212890625,823,4891.81,4857.41,823,4115000
40.7883,16.526,-7414.701171875,824,4929.56,4868.41,824,4120000
40.6172,16.9078,-7435.8896484375,825,4959.67,4876.07,825,4125000
41.0758,15.7308,-7497.62353515625,826,4959.88,4763.33,826,4130000
41.0934,17.2214,-7807.91748046875,827,4921.12,4858.1,827,4135000
40.5655,16.2594,-7138.37255859375,828,4978.77,4835.63,828,4140000
40.7451,16.931,-7383.6689453125,829,4933.42,4886.02,829,4145000
41.0135,17.3891,-7127.0400390625,830,4918.56,4874.62,830,4150000
41.5189,18.1788,-7245.01953125,831,5023.39,4712.67,831,4155000
40.7576,17.3691,-7175.3896484375,832,5008.1,4941.08,832,4160000
40.8709,17.9306,-7842.17041015625,833,4945.44,4875.38,833,4165000
40.9934,18.0031,-7451.9033203125,834,4959.61,4901.85,834,4170000
40.6615,18.0294,-7595.21240234375,835,4985.63,4894.58,835,4175000
40.4773,16.8406,-7442.658203125,836,4971.08,4909.9,836,4180000
40.8644,17.6965,-7416.03076171875,837,4953.65,4887.63,837,4185000
40.4542,16.7308,-7905.55517578125,838,4880.48,4816.46,838,4190000
47.5444,22.2603,-9688.203125,839,1071.44,859.47,839,4195000
40.9801,22.1178,-8295.8466796875,840,1286.73,2312.9,840,4200000
40.0284,16.4641,-7631.46435546875,841,4906.53,4827.26,841,4205000
40.4918,17.2193,-8113.0009765625,842,4832.52,4745.45,842,4210000
40.78,17.2304,-7355.56103515625,843,4891.37,4837.24,843,4215000
40.8742,18.0458,-7594.72412109375,844,4983.22,4908.31,844,4220000
40.5244,17.7498,-7921.765625,845,4907.47,4825.53,845,4225000
40.7599,17.3951,-8017.791015625,846,4850.95,4772.99,846,4230000
40.711,17.5031,-8442.775390625,847,4778.97,4734.56,847,4235000
40.3998,17.4988,-8019.982421875,848,4857.41,4807.44,848,4240000
40.7139,16.8573,-8047.0439453125,849,4831.95,4783.54,849,4245000
40.3548,16.2588,-7949.21826171875,850,4920.82,4845.62,850,4250000
40.4371,15.7912,-7776.2490234375,851,4862.16,4802.38,851,4255000
40.3751,16.3963,-7930.8818359375,852,4919.12,4838.71,852,4260000
40.973,15.6978,-7726.66162109375,853,4936.94,4843.02,853,4265000
40.5338,14.476,-7870.25634765625,854,4948.58,4848.63,854,4270000
40.329,15.6001,-7894.3056640625,855,4930.32,4842.16,855,4275000
40.4762,15.5627,-8078.72412109375,856,4909.39,4830.8,856,4280000
40.7816,15.5902,-8061.931640625,857,4997.71,4911.15,857,4285000
40.0402,15.383,-8071.8994140625,858,4973.68,4850.1,858,4290000
40.8233,15.677,-7819.4580078125,859,5002.15,4903.34,859,4295000
40.3333,15.5708,-7954.68701171875,860,4920.2,4819.35,860,4300000
40.0482,16.0707,-8084.53564453125,861,4962.94,4872.81,861,4305000
40.6549,15.9441,-8283.7568359375,862,4906.98,4814.39,862,4310000
40.4603,15.5938,-7903.8671875,863,4963.36,4851.65,863,4315000
40.2709,15.6642,-8002.13818359375,864,4936.25,4484.5,864,4320000
40.3978,15.7131,-7889.26220703125,865,4982.97,4691.63,865,4325000
40.1823,15.0066,-7979.86669921875,866,5028.49,4620.8,866,4330000
40.1195,14.0041,-8059.26708984375,867,5032.2,4365.19,867,4335000
40.2354,15.6145,-7988.8271484375,868,5004.21,4544.86,868,4340000
40.2561,13.9885,-8286.37890625,869,5025.37,4688.51,869,4345000
40.2656,16.1358,-8149.9775390625,870,5008.94,4716.19,870,4350000
40.3785,16.2169,-8294.2099609375,871,4977.7,4899.01,871,4355000
40.0521,15.4385,-8106.79052734375,872,4954.8,4402.7,872,4360000
40.593,16.9878,-8070.98974609375,873,4925.1,4764.91,873,4365000
44.7574,47.9289,-7060.05712890625,874,-5.92,-5.87,874,4370000
44.8742,54.192,-7897.474609375,875,18.86,235.6,875,4375000
41.1364,27.3169,-7582.41162109375,876,1957.67,2876.64,876,4380000
40.2321,16.4609,-8012.35791015625,877,4881.24,4860.15,877,4385000
40.1299,15.6467,-8198.7001953125,878,4940.11,4880.41,878,4390000
40.6314,16.6183,-8280.3779296875,879,4905.76,4830.37,879,4395000
40.1989,16.4787,-8286.7255859375,880,4877.44,4845.79,880,4400000
39.7758,15.3625,-8356.91796875,881,4911.14,4848.15,881,4405000
40.1456,17.0117,-8421.5234375,882,4912.37,4844.66,882,4410000
40.3043,16.8774,-8362.166015625,883,4901.25,4843.38,883,4415000
40.3017,16.0688,-8348.3544921875,884,4860.99,4802.55,884,4420000
40.5498,16.3031,-8480.75,885,4872.03,4833.91,885,4425000
40.0288,15.811,-8331.951171875,886,4868.33,4799.01,886,4430000
40.1233,15.9135,-8484.3623046875,887,4811.79,4811.43,887,4435000
40.4334,16.8058,-8130.62841796875,888,4893.03,4848.97,888,4440000
39.8413,16.3362,-8511.814453125,889,4878.14,4835.14,889,4445000
39.9826,16.0696,-8071.3232421875,890,4893.88,4818.47,890,4450000
40.4488,17.9962,-8534.921875,891,4868.71,4825.42,891,4455000
40.3968,16.9592,-8219.9150390625,892,4939.85,4742.09,892,4460000
40.188,17.5269,-8038.46435546875,893,4978.3,4900.75,893,4465000
40.1001,17.0177,-8419.580078125,894,4867.84,4832.88,894,4470000
40.2345,16.282,-8351.6044921875,895,4933.87,4775.48,895,4475000
40.1086,16.3377,-8259.4853515625,896,4936.22,4605.54,896,4480000
40.6921,17.7881,-8270.5751953125,897,4977.98,4792.35,897,4485000
40.2722,15.9504,-8439.947265625,898,4924.04,4439.76,898,4490000
40.0876,16.537,-8635.923828125,899,4207.67,4437.82,899,4495000
40.3339,16.6867,-8456.390625,900,4751.32,4399.31,900,4500000
40.4634,16.6592,-8621.1025390625,901,4933.57,4853.31,901,4505000
41.4091,19.7822,-8448.8330078125,902,4713.12,4073.22,902,4510000
39.9239,15.6406,-8163.55224609375,903,4412.83,3775.6,903,4515000
40.7937,19.1996,-8307.3134765625,904,4857.88,4094.63,904,4520000
41.368,24.1311,-8822.044921875,905,4231.87,3257.6,905,4525000
40.751,16.1192,-8465.9384765625,906,4716.67,4838.76,906,4530000
40.8438,16.7974,-8550.880859375,907,4918.51,4275.66,907,4535000
40.8081,16.626,-8590.9248046875,908,4933.57,4801.59,908,4540000
40.8236,16.7136,-8532.92578125,909,4987.53,4900.11,909,4545000
40.1772,15.8521,-8609.1796875,910,5005.43,4896.74,910,4550000
40.7684,17.7273,-8607.6298828125,911,4959.71,4878.72,911,4555000
40.864,16.4599,-8363.3974609375,912,4977.12,4736.99,912,4560000
40.7794,16.282,-8504.8125,913,4992.15,4730.29,913,4565000
40.772,16.4312,-8659.328125,914,4973.14,4888.69,914,4570000
40.5402,16.1198,-8566.3017578125,915,4986.7,4816.64,915,4575000
40.6419,18.8254,-9058.107421875,916,4949.43,4150.42,916,4580000
41.021,16.2304,-8365.8828125,917,4984.42,4414.87,917,4585000
41.0985,18.952,-8807.3671875,918,4968.69,4912.97,918,4590000
41.1184,17.6054,-8523.5654296875,919,4908.8,3800.83,919,4595000
41.0564,22.8248,-9052.4765625,920,4979.14,4710.08,920,4600000
40.9535,19.4919,-9006.78125,921,4850.75,3968.42,921,4605000
41.0029,22.1174,-8389.1806640625,922,4973.55,4018.37,922,4610000
40.5238,19.3891,-9282.1630859375,923,4830.72,4586.92,923,4615000
40.5319,16.1126,-9045.48046875,924,4875.62,4573.99,924,4620000
40.7069,16.4664,-8902.169921875,925,4932.68,4852.91,925,4625000
40.8222,16.282,-8837.248046875,926,4959.59,3847.88,926,4630000
40.6021,17.63,-8819.3759765625,927,4982.71,4474.39,927,4635000
40.2647,15.7755,-8827.88671875,928,4954.48,4850.85,928,4640000
40.5072,16.613,-8846.7607421875,929,4937.1,4865.62,929,4645000
40.6549,15.6914,-8911.1962890625,930,4957.78,4874.25,930,4650000
40.4868,15.7635,-8856.603515625,931,4969.72,4450.82,931,4655000
40.7734,16.3151,-8719.1181640625,932,5046.56,4853.2,932,4660000
40.485,15.8323,-8791.025390625,933,4975.86,4886.7,933,4665000
40.6888,15.8497,-8718.2734375,934,5054.32,4554.16,934,4670000
41.0038,15.2576,-8841.640625,935,5038.3,4751.14,935,4675000
41.3166,22.495,-8967.326171875,936,5043.28,4636.15,936,4680000
41.3253,19.1407,-8927.400390625,937,5021.34,4762.83,937,4685000
40.5488,16.7476,-8965.12109375,938,5016.21,4903.92,938,4690000
40.9628,16.3304,-9015.4091796875,939,4958.96,4320.07,939,4695000
40.9691,18.9808,-8955.6689453125,940,4868.33,4866.92,940,4700000
40.8574,16.2435,-8877.53125,941,4838.84,4905.67,941,4705000
40.7799,16.5517,-8965.0361328125,942,5017.15,4927.99,942,4710000
40.3726,17.0247,-8777.125,943,5024.9,4795.45,943,4715000
40.6334,16.691,-8856.4716796875,944,5042.44,4921.25,944,4720000
40.5853,19.1926,-8608.1982421875,945,5057.18,4609.85,945,4725000
41.0257,17.1666,-9416.7080078125,946,4972.33,4851.2,946,4730000
40.4596,15.6864,-9262.5390625,947,4959.45,4857.98,947,4735000
41.0732,17.29,-9195.828125,948,4977.91,4724.33,948,4740000
40.8345,16.8574,-9132.662109375,949,5025.91,4334.71,949,4745000
40.3656,16.34,-9304.9296875,950,4969.76,4766.36,950,4750000
40.6817,16.3919,-9242.125,951,4974.39,4635.91,951,4755000
40.9047,16.6268,-9084.98828125,952,5022.49,4741.18,952,4760000
40.7945,23.4692,-8997.66796875,953,5035.26,4897.23,953,4765000
40.4799,16.5405,-8671.4462890625,954,5042.27,4765.72,954,4770000
40.3696,16.0778,-9231.75390625,955,5041.14,4917.73,955,4775000
40.6185,16.4449,-8998.5166015625,956,5028.71,4918.07,956,4780000
40.9822,18.4798,-9021.646484375,957,4991.43,4214.01,957,4785000
40.7054,18.2243,-9631.189453125,958,4990.01,4860.58,958,4790000
40.4144,17.5859,-9476.162109375,959,4993.4,4866.49,959,4795000
40.5062,17.2985,-9232.9384765625,960,5028.45,4907.24,960,4800000
40.7036,17.0109,-9543.912109375,961,4956.57,4851.6,961,4805000
40.779,17.8376,-9585.279296875,962,4964.68,4892.15,962,4810000
40.6237,16.8627,-9358.65625,963,5013.5,4842.16,963,4815000
40.6959,17.2495,-9320.3876953125,964,4999.98,4929.38,964,4820000
40.5143,17.6016,-9399.3125,965,5000.14,4770.63,965,4825000
40.3718,17.1626,-9661.6181640625,966,4982.45,4867.5,966,4830000
40.6586,17.1519,-9647.34375,967,4993.37,4875.71,967,4835000
40.6496,19.2222,-9714.5126953125,968,5020.1,4629.47,968,4840000
40.5855,18.3333,-9347.0361328125,969,5030.6,4933.42,969,4845000
40.8947,17.6849,-9908.7685546875,970,4959.67,4669.88,970,4850000
40.7978,17.5168,-9760.31640625,971,4918.06,4872.8,971,4855000
41.0677,15.9562,-9352.3447265625,972,2306.94,3133.34,972,4860000
41.7129,18.318,-8173.7119140625,973,2217.5,2703.71,973,4865000
41.0361,15.6659,-9754.3740234375,974,3864.63,3722.98,974,4870000
40.4739,17.2301,-10053.50390625,975,4986.12,4880.37,975,4875000
41.0266,20.5837,-9874.759765625,976,4988.46,4911.37,976,4880000
40.9874,18.3646,-9804.2080078125,977,5029.52,4617.56,977,4885000
41.3703,18.1273,-10056.521484375,978,4017.49,4927.47,978,4890000
40.8361,20.481,-10094.30078125,979,4527.73,4626.72,979,4895000
40.3029,19.9629,-10001.3740234375,980,5046.3,3935.13,980,4900000
42.4129,50.8707,-10659.322265625,981,2724.09,2452.46,981,4905000
41.6496,32.9309,-10350.0556640625,982,3046.05,3530.35,982,4910000
41.2926,22.8317,-10059.5771484375,983,4935.8,4706.27,983,4915000
40.3709,20.1576,-10085.8896484375,984,3400.28,3926.1,984,4920000
40.8012,18.778,-10059.5576171875,985,4884.08,4051.58,985,4925000
40.1733,17.0601,-9746.208984375,986,4628.59,4845.53,986,4930000
40.5086,16.428,-9936.03515625,987,4339.26,4626.74,987,4935000
40.2085,18.4139,-9897.5849609375,988,4875.87,4580.77,988,4940000
40.7374,21.3168,-10217.4619140625,989,4108.41,4436.71,989,4945000
40.4674,17.7758,-9841.8232421875,990,2900.18,3724.85,990,4950000
40.3163,17.2064,-9986.5439453125,991,5014.07,4917.21,991,4955000
40.7391,17.4585,-9972.9296875,992,4977.9,4076.01,992,4960000
40.9965,17.1249,-9863.8232421875,993,5006.79,4905.42,993,4965000
40.7938,17.1411,-9907.69921875,994,5028.48,4922.75,994,4970000
41.1736,16.8898,-9959.32421875,995,5025.31,4901.83,995,4975000
40.7663,16.2727,-9845.056640625,996,5033.94,4925.21,996,4980000
57.6721,127.6617,3194.058837890625,997,-22.26,-20.8,997,4985000
56.6761,98.3001,-2724.462158203125,998,-29.01,-24.11,998,4990000
58.7765,70.9952,-2730.460693359375,999,-8.8,-8.69,999,4995000
55.4504,56.9941,-8097.39599609375,1000,-11.79,-11.55,1000,5000000
41.6869,19.499,-10236.9677734375,1001,4978.87,4356.74,1001,5005000
40.8695,17.461,-10096.3173828125,1002,4936.83,4775.66,1002,5010000
40.9595,17.2245,-10183.38671875,1003,4989.93,4886.4,1003,5015000
41.0716,17.4898,-10407.1826171875,1004,4964.41,4846.29,1004,5020000
40.8588,17.5638,-10083.3359375,1005,5045.27,4916.27,1005,5025000
40.4908,16.6165,-10024.2119140625,1006,5053.52,4915.1,1006,5030000
40.8144,17.6161,-10468.896484375,1007,4959.76,4844.8,1007,5035000
40.7242,17.107,-10356.4638671875,1008,5000.69,4869.17,1008,5040000
40.4475,17.4587,-10253.03125,1009,4990.33,4870.19,1009,5045000
40.1718,16.0139,-10182.1806640625,1010,4987.83,4866.83,1010,5050000
40.8452,16.8713,-10085.7861328125,1011,5061.61,4930.82,1011,5055000
40.5113,16.9446,-10269.556640625,1012,5030.81,4894.64,1012,5060000
40.6643,17.1505,-10305.3916015625,1013,4992.78,4891.98,1013,5065000
40.547,17.4267,-10488.8916015625,1014,5027.27,4891.86,1014,5070000
40.9752,17.1213,-10155.1259765625,1015,5030.37,4928.27,1015,5075000
41.0998,16.9394,-10150.8564453125,1016,5019.66,4876.15,1016,5080000
40.5944,16.5233,-10163.4619140625,1017,5040.13,4909.05,1017,5085000
40.9218,16.3735,-10379.775390625,1018,5037.17,4897.71,1018,5090000
40.4088,16.6864,-10423.1943359375,1019,5021.22,4917.89,1019,5095000
40.9683,19.863,-10769.9775390625,1020,4954.4,4640.57,1020,5100000
40.3488,16.8287,-10725.384765625,1021,4955.85,4827.68,1021,5105000
52.6136,43.9271,-8721.9755859375,1022,95.97,43.31,1022,5110000
48.3717,57.3722,-9652.5986328125,1023,613.89,422.28,1023,5115000
56.8121,64.392,-11758.140625,1024,1000.48,1005.66,1024,5120000
46.1852,62.1089,-9718.6416015625,1025,877.39,827.62,1025,5125000
57.7536,69.456,-12078.2294921875,1026,973.98,974.14,1026,5130000
54.3541,55.1074,-9534.5126953125,1027,541.0,817.79,1027,5135000
44.4585,43.9623,-11784.3154296875,1028,611.27,960.69,1028,5140000
44.6868,22.7005,-9263.291015625,1029,1054.79,603.65,1029,5145000
40.4432,18.6908,-10604.0185546875,1030,5002.53,4583.21,1030,5150000
40.5166,17.8576,-10155.333984375,1031,4074.61,4696.75,1031,5155000
40.5507,17.0741,-9996.5068359375,1032,5008.33,4809.19,1032,5160000
41.3741,18.9985,-10507.326171875,1033,5007.15,4926.43,1033,5165000
40.6481,18.3256,-10499.03515625,1034,4986.02,4808.02,1034,5170000
39.9897,17.5743,-10373.8759765625,1035,4980.53,4887.24,1035,5175000
40.189,17.39,-10568.11328125,1036,4998.79,4707.03,1036,5180000
40.2806,18.6857,-10672.3193359375,1037,4999.18,4682.08,1037,5185000
40.6588,17.2944,-10523.970703125,1038,4978.31,4740.36,1038,5190000
40.4639,17.0504,-10569.076171875,1039,4935.93,4826.69,1039,5195000
40.39,17.0968,-10823.892578125,1040,4960.8,4844.71,1040,5200000
39.9468,16.8194,-10735.119140625,1041,4909.48,4815.16,1041,5205000
40.1363,16.9244,-10690.8984375,1042,4924.73,4851.61,1042,5210000
40.5565,17.2777,-10835.77734375,1043,4844.52,4725.55,1043,5215000
40.2398,16.7432,-10539.1044921875,1044,4869.1,4684.46,1044,5220000
40.2262,17.0215,-10902.515625,1045,4917.95,4836.34,1045,5225000
40.0264,16.6796,-10807.2421875,1046,4913.84,4806.25,1046,5230000
40.2485,16.0172,-10905.9326171875,1047,4897.4,4813.53,1047,5235000
40.2619,16.1258,-10749.3681640625,1048,4839.55,4801.17,1048,5240000
40.2473,16.3793,-10772.1083984375,1049,4938.91,4853.74,1049,5245000
40.2224,16.6284,-10867.2783203125,1050,4970.19,4905.2,1050,5250000
40.4089,15.6102,-11093.240234375,1051,4923.2,4819.05,1051,5255000
40.4227,15.9215,-10598.8232421875,1052,4985.25,4876.57,1052,5260000
40.087,15.9231,-10715.1201171875,1053,5006.0,4915.19,1053,5265000
40.2001,16.8447,-10669.0703125,1054,4983.1,4906.07,1054,5270000
40.4881,16.8638,-10816.2216796875,1055,5008.39,4922.61,1055,5275000
40.3627,15.6144,-10827.16015625,1056,4969.6,4871.67,1056,5280000
40.548,17.25,-10948.7822265625,1057,5003.14,4881.12,1057,5285000
40.3394,16.7397,-11025.646484375,1058,4999.25,4915.55,1058,5290000
40.8814,19.958,-11225.423828125,1059,4680.29,4590.38,1059,5295000
40.7602,17.8214,-11340.5400390625,1060,4956.1,4881.2,1060,5300000
41.0084,18.139,-11536.2333984375,1061,4910.87,4847.59,1061,5305000
40.8355,17.9535,-11196.8876953125,1062,4946.03,4888.33,1062,5310000
40.7387,16.9448,-11328.80859375,1063,4948.04,4878.33,1063,5315000
40.9466,17.6907,-11348.6669921875,1064,4952.51,4876.1,1064,5320000
40.5237,16.4226,-11220.560546875,1065,4946.9,4831.87,1065,5325000
40.7113,17.2503,-11256.1328125,1066,4904.86,4394.81,1066,5330000
40.6835,21.2777,-11421.8505859375,1067,4955.41,4646.98,1067,5335000
40.6633,16.6889,-11026.2734375,1068,4935.07,4882.98,1068,5340000
40.4699,16.2801,-11091.564453125,1069,4961.4,4892.55,1069,5345000
40.3208,16.4062,-11202.2744140625,1070,4972.48,4842.56,1070,5350000
40.3326,15.7841,-11133.951171875,1071,4965.18,4851.33,1071,5355000
40.3792,16.5376,-11129.7568359375,1072,4967.33,4868.87,1072,5360000
40.4971,17.8327,-11441.9130859375,1073,4939.38,4868.55,1073,5365000
40.3214,17.9555,-11066.2802734375,1074,5007.85,4839.65,1074,5370000
40.9485,17.8576,-11141.6376953125,1075,5011.99,4838.48,1075,5375000
40.2459,17.3063,-10884.771484375,1076,5027.14,4636.72,1076,5380000
40.5206,17.51,-11146.236328125,1077,4934.4,4847.92,1077,5385000
39.9214,16.4737,-10892.9921875,1078,4948.64,4881.73,1078,5390000
40.6423,18.0718,-11127.5537109375,1079,5005.17,4911.16,1079,5395000
39.9123,15.6061,-10952.2666015625,1080,4950.59,4836.83,1080,5400000
40.5468,16.6338,-11126.2470703125,1081,4978.17,4702.6,1081,5405000
40.2263,17.1272,-11435.82421875,1082,4980.78,4845.47,1082,5410000
40.7942,18.28,-11522.03515625,1083,4978.52,4775.22,1083,5415000
40.5604,16.9108,-11628.7099609375,1084,4934.15,4869.14,1084,5420000
40.649,17.2586,-11288.5849609375,1085,4951.8,4895.91,1085,5425000
40.4558,16.5796,-11084.1015625,1086,4980.64,4876.28,1086,5430000
40.1796,17.3969,-11286.19921875,1087,4989.13,4914.55,1087,5435000
39.9671,18.6447,-11189.580078125,1088,4952.2,4843.39,1088,5440000
40.6343,17.6026,-11396.9970703125,1089,5032.41,4686.08,1089,5445000
40.1424,17.0734,-11429.3232421875,1090,4974.35,4902.57,1090,5450000
40.1238,17.4867,-11658.9765625,1091,4921.12,4840.23,1091,5455000
40.4379,18.2316,-11689.4951171875,1092,5042.39,4909.83,1092,5460000
40.0527,16.8893,-11264.3662109375,1093,5021.91,4914.7,1093,5465000
39.7883,16.3657,-10933.2197265625,1094,5045.68,4949.94,1094,5470000
39.5834,18.4546,-11063.06640625,1095,5012.06,4909.9,1095,5475000
40.3674,15.951,-10817.5751953125,1096,5020.28,4799.96,1096,5480000
40.315,21.3765,-10742.7255859375,1097,5030.08,4928.63,1097,5485000
39.9053,16.659,-10959.705078125,1098,4991.68,4900.61,1098,5490000
40.3697,16.5811,-11427.326171875,1099,4908.75,4824.01,1099,5495000
40.3125,16.9968,-11229.9365234375,1100,4911.98,4851.58,1100,5500000
41.1945,17.4569,-10981.3212890625,1101,4905.67,4857.31,1101,5505000
40.7937,19.1841,-10874.7783203125,1102,4907.26,4860.77,1102,5510000
41.0082,18.0507,-11289.859375,1103,4973.66,4893.37,1103,5515000
40.4833,18.2632,-11757.482421875,1104,4868.51,4835.97,1104,5520000
40.2549,17.4172,-11456.6865234375,1105,4985.01,4716.14,1105,5525000
40.1482,17.5527,-11419.453125,1106,5010.17,4904.11,1106,5530000
40.3444,19.3033,-11556.62109375,1107,4951.05,4826.32,1107,5535000
40.0466,17.1905,-11563.9189453125,1108,4937.82,4845.78,1108,5540000
39.9132,17.4956,-11751.1669921875,1109,4945.1,4876.89,1109,5545000
40.6346,18.161,-10527.8564453125,1110,4948.22,4848.89,1110,5550000
40.7605,17.2019,-11707.1220703125,1111,4980.99,4880.15,1111,5555000
39.9167,17.2125,-11644.322265625,1112,4916.41,4846.99,1112,5560000
40.4208,18.0173,-11561.3515625,1113,5015.3,4931.2,1113,5565000
40.3588,17.7478,-11577.931640625,1114,4990.88,4936.44,1114,5570000
40.5611,18.0738,-11620.6494140625,1115,5027.53,4943.96,1115,5575000
40.5724,25.8447,-11435.5419921875,1116,5007.45,4203.27,1116,5580000
40.019,17.491,-11489.9541015625,1117,4997.86,4865.56,1117,5585000
40.145,17.3667,-11543.9169921875,1118,4988.6,4877.96,1118,5590000
40.3576,17.3663,-11663.89453125,1119,5004.35,4905.44,1119,5595000
40.4387,17.7697,-11572.671875,1120,5042.02,4910.39,1120,5600000
40.399,17.7062,-11637.689453125,1121,5003.09,4890.26,1121,5605000
40.3814,17.8377,-11538.794921875,1122,4959.39,4874.38,1122,5610000
42.8966,30.3525,-9279.7119140625,1123,236.1,479.02,1123,5615000
40.5836,20.5029,-11663.41796875,1124,4967.47,4640.37,1124,5620000
39.7213,19.1868,-11443.2412109375,1125,5005.01,4913.23,1125,5625000
40.3981,17.836,-11676.4931640625,1126,4983.21,4446.72,1126,5630000
39.9893,17.56,-11713.2587890625,1127,4993.74,4903.28,1127,5635000
40.6315,17.6015,-11838.94921875,1128,5013.44,4921.42,1128,5640000
40.4426,17.1555,-11844.0,1129,4972.72,4879.21,1129,5645000
39.848,16.3934,-11703.6669921875,1130,4963.98,4860.62,1130,5650000
40.0133,15.5881,-11494.044921875,1131,5050.8,4900.37,1131,5655000
40.3523,17.3418,-11818.8740234375,1132,5074.2,4508.0,1132,5660000
40.3505,17.4871,-11898.421875,1133,4995.78,4867.66,1133,5665000
40.2096,16.9048,-11920.8486328125,1134,5029.45,4781.81,1134,5670000
40.4301,19.0434,-11593.1572265625,1135,4994.35,4258.09,1135,5675000
46.1631,63.9317,-10016.33984375,1136,941.56,894.59,1136,5680000
41.3875,20.0565,-11681.642578125,1137,4416.59,2585.69,1137,5685000
40.4294,19.3666,-11729.0009765625,1138,3489.74,2684.88,1138,5690000
40.4655,18.4208,-11651.7509765625,1139,4847.23,3023.3,1139,5695000
41.1764,21.7187,-11630.0712890625,1140,5037.86,3728.89,1140,5700000
40.0567,25.9376,-11686.4013671875,1141,4484.31,3330.27,1141,5705000
