Reward Loss,Real Sto Return,Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Running Reverse KL
-7944.947265625,1212.52,190000,1453.21,38,370.1595,38,235.4507
-8115.66845703125,1195.02,195000,1241.43,39,369.6197,39,235.433
-7571.65185546875,1362.87,200000,1317.98,40,364.8714,40,213.5362
-7853.08740234375,1267.85,205000,1587.77,41,359.5559,41,214.7518
-7670.11669921875,1224.36,210000,1626.48,42,360.465,42,213.7552
-7972.93017578125,1414.36,215000,1591.52,43,364.147,43,208.7967
-8736.392578125,1238.05,220000,1582.9,44,361.9361,44,226.4531
-8266.369140625,1307.47,225000,896.53,45,354.5534,45,235.421
-8880.763671875,984.13,230000,1238.58,46,364.1801,46,225.8267
-8506.7333984375,1235.44,235000,1601.76,47,355.6999,47,208.9827
-9485.779296875,1287.47,240000,1553.84,48,361.4307,48,243.1036
-9006.5546875,1317.93,245000,1511.24,49,350.4188,49,227.0868
-8796.4697265625,1524.58,250000,1563.81,50,356.3565,50,205.4343
-9894.5283203125,1341.47,255000,1352.01,51,353.8478,51,235.8714
-9352.140625,1247.24,260000,1230.11,52,357.038,52,224.1332
-8815.083984375,1552.16,265000,1508.69,53,347.9472,53,194.4516
-8346.064453125,1473.33,270000,1732.92,54,346.1152,54,187.4413
-9339.291015625,1654.98,275000,1545.82,55,354.4115,55,212.86
-9256.7333984375,1531.05,280000,1436.39,56,363.5218,56,211.2187
-8420.5263671875,1728.04,285000,1917.63,57,339.2177,57,181.1405
-9304.185546875,1418.76,290000,1917.92,58,342.1976,58,197.649
-7359.88818359375,1837.75,295000,1515.95,59,346.281,59,162.9025
-8197.212890625,1658.6,300000,1849.53,60,353.1683,60,174.4748
-9652.8681640625,1281.8,305000,1432.01,61,359.1544,61,211.0735
-7234.39892578125,1923.49,310000,1940.69,62,335.341,62,176.1353
-9889.94140625,1618.68,315000,2054.47,63,351.5604,63,196.515
-8421.5732421875,1665.58,320000,1677.19,64,342.553,64,178.9972
-7285.62841796875,2445.16,325000,2316.34,65,326.2896,65,144.0785
-9070.3369140625,1718.22,330000,3300.22,66,340.6706,66,194.9057
-10092.216796875,1813.66,335000,1645.51,67,348.6109,67,203.4648
-8291.869140625,2324.86,340000,1961.01,68,340.3273,68,164.4807
-8252.66796875,2266.9,345000,1334.07,69,343.0823,69,176.3973
-8238.833984375,2204.0,350000,3782.52,70,337.3297,70,167.5401
-8385.8662109375,2075.3,355000,1615.07,71,341.7974,71,169.205
-3883.943115234375,2865.75,360000,3594.62,72,322.3948,72,117.3629
-4792.48876953125,3192.68,365000,2399.7,73,328.1188,73,131.5084
-8603.9248046875,2550.67,370000,3252.23,74,326.8569,74,165.5706
-9367.892578125,1702.9,375000,2634.83,75,342.4263,75,178.6789
-6751.47509765625,3315.9,380000,2732.86,76,324.659,76,133.471
-8754.8896484375,2504.41,385000,1138.59,77,331.8107,77,174.1409
-6991.47998046875,2344.25,390000,3026.26,78,327.9648,78,144.886
-7624.07470703125,2592.29,395000,3655.46,79,325.8945,79,143.0498
-7473.0673828125,2578.46,400000,3365.3,80,348.7067,80,169.501
-6976.3203125,3204.76,405000,2746.43,81,331.9043,81,147.7598
-6274.7705078125,3105.33,410000,3771.29,82,328.3804,82,132.4323
-7644.3515625,3371.13,415000,4561.29,83,329.8541,83,152.8391
-8920.658203125,2708.49,420000,2789.97,84,320.4348,84,153.6133
-6083.80615234375,3959.92,425000,2555.29,85,324.5564,85,131.7333
-5349.70849609375,3136.54,430000,3823.05,86,309.7279,86,110.0024
-9188.5888671875,2635.88,435000,3494.06,87,325.674,87,166.1295
-6881.89892578125,3073.0,440000,4526.01,88,331.6777,88,148.1937
-6582.56640625,3622.06,445000,4761.45,89,338.5251,89,138.2771
-8829.8359375,2366.77,450000,3921.09,90,329.2838,90,154.9628
-5414.47998046875,3921.98,455000,3522.31,91,319.0219,91,108.102
-6418.646484375,3340.76,460000,2960.25,92,321.2942,92,124.6864
-6666.173828125,4767.02,465000,3944.83,93,326.5563,93,133.2731
-5813.6572265625,4314.81,470000,3455.79,94,323.2631,94,117.1701
-8176.68896484375,3312.93,475000,4413.37,95,329.6997,95,138.9054
-6826.2841796875,3630.47,480000,4155.9,96,332.539,96,133.2501
-6550.25634765625,3744.72,485000,4907.05,97,333.4395,97,139.6879
-9637.5390625,2896.56,490000,3637.14,98,345.9732,98,182.1418
-8130.048828125,2460.08,495000,3885.16,99,338.5282,99,144.5667
-7917.60986328125,3111.13,500000,4297.4,100,349.337,100,150.1288
-9035.6376953125,3658.43,505000,4711.58,101,333.1688,101,151.7232
-7927.763671875,4138.56,510000,5010.73,102,346.8983,102,145.05
-7742.17138671875,3945.13,515000,4711.93,103,343.523,103,150.5161
-7582.2744140625,4568.78,520000,4984.32,104,333.8246,104,136.7553
-8239.3740234375,4437.22,525000,4797.55,105,344.2125,105,135.7408
-7811.32763671875,4233.25,530000,4541.55,106,338.6905,106,139.3009
-7553.8349609375,4367.31,535000,4452.64,107,348.7537,107,148.8816
-8304.83203125,2885.05,540000,4122.86,108,330.3703,108,127.129
-7726.04541015625,4882.27,545000,4643.35,109,345.3536,109,150.0337
-8564.7275390625,4048.95,550000,4614.96,110,339.3124,110,144.1693
-9087.642578125,4435.65,555000,5012.11,111,346.9133,111,150.6896
-8760.3681640625,4030.42,560000,4870.27,112,342.1432,112,143.8337
-8899.1484375,4134.87,565000,4931.07,113,347.0439,113,146.6715
-9361.7919921875,3653.24,570000,3531.51,114,335.7336,114,147.1196
-8839.0126953125,4152.39,575000,4594.37,115,336.5389,115,135.9348
-10298.6181640625,3895.17,580000,4643.37,116,343.4085,116,168.7622
-10111.98828125,4276.75,585000,5056.4,117,344.4636,117,159.9182
-9830.974609375,4909.58,590000,5055.87,118,340.7762,118,147.3593
-9650.1904296875,4633.16,595000,4570.67,119,332.6568,119,132.14
-10139.556640625,4816.28,600000,5052.56,120,334.3514,120,129.0669
-10629.900390625,4687.54,605000,4156.13,121,336.1474,121,140.2222
-9960.513671875,4793.44,610000,5102.32,122,329.0074,122,113.6343
-10304.923828125,4573.98,615000,4817.44,123,330.7355,123,136.6193
-10869.9013671875,4477.7,620000,4748.47,124,338.659,124,161.0801
-11017.595703125,4898.01,625000,5111.1,125,339.0411,125,152.6557
-10622.708984375,4810.11,630000,5138.83,126,328.1186,126,132.1121
-10808.044921875,4782.54,635000,4848.96,127,331.0556,127,127.1326
-11070.958984375,5020.95,640000,5043.48,128,330.4872,128,126.5619
-11425.5634765625,4523.23,645000,5036.5,129,343.5908,129,152.5627
-10968.0771484375,4981.14,650000,3796.54,130,336.74,130,142.2849
-11510.681640625,4493.72,655000,5133.12,131,333.9049,131,135.2091
-11732.5517578125,5014.6,660000,5060.32,132,340.8669,132,150.756
-11584.6708984375,4487.39,665000,5046.95,133,329.9616,133,118.2178
-11903.490234375,4816.39,670000,5011.58,134,333.4605,134,127.1748
-12080.6943359375,4821.8,675000,4892.2,135,335.1527,135,137.304
-12436.4814453125,5027.45,680000,5069.98,136,339.4403,136,148.24
-12652.595703125,5004.88,685000,5061.58,137,337.1038,137,134.6028
-13012.267578125,4914.07,690000,5109.18,138,347.3169,138,161.0215
-13264.306640625,4995.5,695000,5001.91,139,345.1512,139,151.7782
-13204.6240234375,4343.69,700000,4979.44,140,350.8109,140,160.9752
-13364.75,4993.03,705000,4983.65,141,351.3448,141,160.9082
-13396.408203125,4338.09,710000,4993.64,142,343.3897,142,158.0629
-13701.6259765625,4906.96,715000,4957.67,143,352.4835,143,153.1005
-13689.7578125,4816.41,720000,5005.51,144,346.5715,144,137.7993
-14247.0322265625,5009.54,725000,4985.07,145,357.157,145,161.7248
-14084.24609375,4364.94,730000,5051.37,146,355.7199,146,160.171
-14114.515625,5009.35,735000,5019.5,147,344.3901,147,141.1012
-14630.1748046875,4983.31,740000,5003.44,148,350.8089,148,165.0171
-14491.5595703125,3919.84,745000,5019.51,149,353.6884,149,166.3159
-14727.73046875,4589.2,750000,4800.09,150,352.0022,150,158.9113
-14751.396484375,4441.81,755000,5001.18,151,340.393,151,144.1117
-14735.32421875,4341.53,760000,4996.57,152,347.5041,152,149.2877
-15111.0517578125,4666.71,765000,5051.08,153,350.9398,153,145.88
-15407.1982421875,4393.09,770000,5012.37,154,356.457,154,181.0522
-15064.255859375,4559.62,775000,5031.59,155,346.7424,155,146.5658
-15491.61328125,3253.83,780000,4751.62,156,348.8157,156,158.7545
-15447.8056640625,4172.95,785000,4800.34,157,351.3523,157,157.241
-15360.30078125,4756.26,790000,4909.23,158,353.4949,158,160.8034
-15427.3486328125,4378.29,795000,4996.87,159,348.7903,159,148.2746
-15776.0673828125,4554.59,800000,5019.44,160,351.5212,160,156.2069
-15743.9189453125,4719.22,805000,4846.48,161,348.3855,161,159.1124
-16154.61328125,4797.76,810000,5035.6,162,357.4484,162,183.6795
-15940.974609375,4428.66,815000,4394.2,163,352.6889,163,167.0306
-16036.9892578125,4670.5,820000,5014.59,164,354.31,164,154.7288
-15875.4921875,4658.58,825000,3553.18,165,354.4787,165,166.2913
-16035.0986328125,4693.8,830000,5016.11,166,357.0499,166,158.4958
-16142.1962890625,4550.16,835000,5047.02,167,354.858,167,167.6291
-15947.58984375,4143.92,840000,3776.99,168,356.4529,168,166.1009
-16181.6865234375,3717.93,845000,4421.81,169,348.6239,169,154.4092
-16090.0380859375,3386.12,850000,4625.61,170,355.0262,170,167.2533
-16495.26171875,3920.64,855000,4449.23,171,359.5119,171,161.8074
-16495.306640625,4481.29,860000,4994.37,172,350.5927,172,148.9963
-16405.46484375,4653.37,865000,4996.0,173,346.2103,173,145.0957
-16369.5751953125,4687.4,870000,4906.65,174,350.2511,174,158.6264
-16442.5078125,4265.41,875000,5078.66,175,352.1506,175,143.6339
-16544.09765625,4318.86,880000,3755.75,176,347.1545,176,135.1968
-16617.84375,4277.61,885000,4870.74,177,355.4849,177,172.4152
-16642.853515625,3912.83,890000,5010.03,178,345.0129,178,143.7465
-16922.2109375,4752.7,895000,4145.23,179,344.8067,179,160.6579
-16621.841796875,4904.3,900000,4165.67,180,347.9393,180,142.1407
-16693.107421875,4702.39,905000,5040.49,181,345.1613,181,150.7249
-16583.669921875,4798.98,910000,3948.77,182,340.7459,182,155.1311
-17102.35546875,4846.25,915000,3923.08,183,346.4855,183,166.0553
-16970.73046875,4688.14,920000,5028.8,184,347.6033,184,153.1483
-17030.125,4843.53,925000,4388.87,185,351.0315,185,165.426
-17010.212890625,4685.42,930000,3325.41,186,351.917,186,161.919
-16868.4453125,4543.78,935000,2852.05,187,347.9682,187,152.3489
-16984.1796875,4588.72,940000,5066.86,188,349.9797,188,157.8027
-17057.12109375,4589.97,945000,4357.7,189,349.4897,189,163.1676
-16996.296875,4276.07,950000,1562.24,190,347.1417,190,160.3713
-17088.58984375,3645.73,955000,2408.24,191,355.7595,191,178.004
-17033.3515625,4723.59,960000,3060.67,192,341.5016,192,143.3364
-17339.3203125,4472.33,965000,5058.39,193,351.7203,193,170.4505
-17147.1328125,4320.19,970000,3324.33,194,347.4622,194,154.9808
-17029.853515625,4031.28,975000,5011.57,195,345.25,195,144.509
-16945.119140625,4550.53,980000,5013.06,196,354.5971,196,145.8554
-17493.939453125,4131.19,985000,5015.4,197,355.6533,197,176.9948
-17385.310546875,4459.79,990000,5068.5,198,351.8848,198,151.9009
-17195.33984375,4527.17,995000,5092.85,199,354.6074,199,164.7634
-17351.994140625,4554.85,1000000,5046.14,200,350.1373,200,154.7293
-17359.890625,4933.96,1005000,5053.05,201,354.9947,201,166.4276
-17387.1328125,4106.05,1010000,5070.07,202,353.0886,202,158.5551
-17397.056640625,4870.92,1015000,5079.76,203,351.9492,203,158.8698
-17463.58203125,4620.0,1020000,4676.07,204,360.0312,204,168.3878
-17247.880859375,4454.25,1025000,5093.0,205,353.9667,205,161.5435
-17497.443359375,4340.09,1030000,4884.55,206,360.0888,206,177.9516
-17623.619140625,4546.04,1035000,5058.64,207,359.9758,207,176.9942
-17350.5625,4027.77,1040000,5064.43,208,369.3329,208,216.0419
-17491.18359375,4328.15,1045000,5059.17,209,352.5009,209,176.8694
-17560.341796875,4017.95,1050000,5030.64,210,358.5723,210,169.701
-17715.869140625,4498.94,1055000,5077.34,211,355.6238,211,168.3855
-17686.634765625,4955.5,1060000,4873.59,212,352.4011,212,176.1288
-17743.26171875,4361.96,1065000,5067.21,213,356.5402,213,175.8351
-17774.05859375,4318.62,1070000,5064.85,214,356.5557,214,166.4614
-17990.943359375,4235.73,1075000,5099.75,215,365.451,215,191.0019
-17782.958984375,4641.34,1080000,5035.58,216,360.8207,216,173.3033
-18093.599609375,4626.61,1085000,5095.55,217,360.0233,217,184.1903
-17966.125,4479.19,1090000,5104.13,218,358.2811,218,168.5439
-18012.720703125,4568.34,1095000,5028.5,219,356.1184,219,166.3851
-17979.423828125,4914.39,1100000,4863.63,220,354.8839,220,163.9109
-18096.9609375,4348.88,1105000,5093.87,221,351.5953,221,162.8681
-18100.208984375,4740.31,1110000,4938.74,222,351.6747,222,166.1829
-18125.08203125,4886.19,1115000,4847.01,223,351.0171,223,168.2317
-18147.56640625,4796.52,1120000,4817.76,224,356.0575,224,168.6272
-18002.8203125,4665.52,1125000,4881.49,225,355.9792,225,175.1971
-18121.50390625,4622.7,1130000,4501.9,226,354.9071,226,162.1437
-18023.666015625,4915.42,1135000,5107.28,227,350.8937,227,162.701
-18182.880859375,4561.0,1140000,4585.25,228,348.4617,228,161.7281
-18047.748046875,4867.47,1145000,4430.94,229,345.1781,229,164.9699
-18117.052734375,4637.62,1150000,4637.39,230,351.6051,230,164.9131
-18059.37890625,3962.91,1155000,3962.84,231,352.5216,231,178.2986
-18188.63671875,4706.65,1160000,4876.15,232,353.3174,232,165.8196
-17744.904296875,4829.99,1165000,4799.55,233,357.8033,233,167.1954
-18114.697265625,4160.82,1170000,4905.17,234,356.7737,234,161.3726
-17907.470703125,4840.69,1175000,4612.75,235,360.6152,235,176.3807
-18024.0859375,4219.81,1180000,2998.91,236,364.5872,236,182.876
-18184.08984375,4896.62,1185000,3948.72,237,357.957,237,186.6504
-18243.853515625,4240.88,1190000,4673.03,238,355.9775,238,162.4395
-18124.03515625,3938.91,1195000,3649.58,239,357.6999,239,176.7463
-18068.740234375,4079.88,1200000,2031.05,240,357.3165,240,178.5146
-18317.638671875,4067.45,1205000,2534.69,241,355.2017,241,163.6026
-18157.630859375,3764.8,1210000,2043.02,242,353.9113,242,164.0213
-17868.94140625,3887.27,1215000,935.79,243,360.0497,243,176.5441
-18257.146484375,4010.5,1220000,3671.09,244,349.2759,244,165.4176
-18126.154296875,4254.5,1225000,2746.1,245,355.4063,245,163.6696
-17860.484375,3692.82,1230000,2691.44,246,360.0539,246,181.3613
-18036.197265625,4117.65,1235000,3982.61,247,356.6919,247,167.8315
-17793.09765625,4139.29,1240000,4675.07,248,367.282,248,179.2005
-18079.658203125,4810.55,1245000,3958.13,249,353.4147,249,186.2302
-18004.04296875,4515.86,1250000,4748.84,250,360.0546,250,160.376
-18018.5234375,3478.64,1255000,4350.29,251,359.802,251,179.8891
-18180.390625,3425.61,1260000,3881.28,252,362.2282,252,168.232
-18260.580078125,3492.64,1265000,4597.18,253,359.2422,253,160.2036
-18143.31640625,3526.3,1270000,3436.91,254,366.664,254,163.8036
-18239.21875,4325.51,1275000,4935.26,255,369.7698,255,172.943
-18192.89453125,3994.18,1280000,5131.38,256,364.1192,256,156.5576
-18485.294921875,4207.1,1285000,4839.94,257,362.9441,257,161.0011
-18394.744140625,3730.46,1290000,4406.03,258,368.7676,258,184.4071
-18328.349609375,3988.39,1295000,5084.4,259,363.573,259,166.6877
-18351.322265625,4021.67,1300000,5054.35,260,363.4312,260,158.1542
-18127.78515625,2657.81,1305000,3467.17,261,367.8103,261,187.8821
-18189.81640625,3168.04,1310000,4371.21,262,365.8615,262,177.5646
-18486.919921875,4431.95,1315000,5103.32,263,364.3319,263,166.5617
-18221.423828125,3355.81,1320000,3881.82,264,369.8227,264,168.5557
-18348.033203125,4141.55,1325000,4990.56,265,371.4027,265,182.1419
-18337.962890625,4075.23,1330000,5047.48,266,367.7249,266,170.9682
-18038.3984375,3159.25,1335000,4583.28,267,380.6403,267,204.4323
-18056.19140625,3283.46,1340000,5066.7,268,378.3109,268,189.3342
-17698.177734375,1892.88,1345000,4293.3,269,369.1845,269,197.0887
-18114.408203125,1681.92,1350000,3450.33,270,383.3119,270,226.1647
-17887.607421875,2610.8,1355000,2306.7,271,377.3027,271,189.0351
-18290.34765625,2352.58,1360000,1830.79,272,368.009,272,196.0703
-18549.044921875,2590.94,1365000,4273.6,273,369.9719,273,176.7602
-17767.162109375,2514.08,1370000,1647.39,274,377.9481,274,189.5567
-17582.935546875,3013.34,1375000,2918.39,275,376.0523,275,184.4354
-18496.689453125,2618.07,1380000,3946.64,276,364.7252,276,182.0559
-18082.271484375,3869.66,1385000,4639.73,277,365.9046,277,182.2598
-18379.802734375,4288.88,1390000,4855.47,278,360.2794,278,159.421
-18496.3359375,3797.2,1395000,4903.15,279,369.7879,279,173.4774
-18769.5390625,4616.49,1400000,5108.13,280,359.9679,280,176.7569
-18328.19921875,3421.16,1405000,4625.25,281,356.1112,281,162.8121
-18707.392578125,4567.45,1410000,4651.7,282,360.3888,282,167.5884
-18445.35546875,4576.64,1415000,5023.54,283,355.8691,283,165.1881
-18523.640625,4172.81,1420000,4848.95,284,356.8279,284,169.3801
-18078.333984375,3556.82,1425000,5027.76,285,359.3724,285,169.4183
-18026.935546875,4051.35,1430000,4832.04,286,357.388,286,164.194
-18315.876953125,3293.08,1435000,4381.28,287,357.912,287,163.3879
-18015.4921875,3446.91,1440000,3171.57,288,361.7,288,169.7805
-17764.5078125,3504.18,1445000,4841.15,289,356.2634,289,165.0205
-17925.37109375,3145.34,1450000,4429.74,290,370.7441,290,169.8853
-17999.8125,3226.82,1455000,3376.74,291,368.8866,291,183.8412
-18172.87890625,4147.18,1460000,4653.47,292,368.0618,292,185.325
-18392.29296875,3708.11,1465000,4201.63,293,369.8393,293,192.2612
-18577.197265625,3916.31,1470000,4040.94,294,356.5969,294,190.6144
-17810.869140625,3797.78,1475000,3500.25,295,371.1307,295,175.9303
-18042.73828125,2958.22,1480000,4333.21,296,354.5236,296,178.1907
-17598.921875,3591.16,1485000,3264.91,297,357.7019,297,170.2137
-17931.693359375,3263.82,1490000,5113.58,298,359.6409,298,177.2264
-16533.68359375,1985.79,1495000,2204.06,299,365.9363,299,186.5412
-16658.259765625,1802.81,1500000,3126.1,300,377.9153,300,190.4737
-17756.580078125,2901.64,1505000,4713.74,301,366.7887,301,174.709
-17437.072265625,1832.75,1510000,1878.63,302,376.7038,302,168.4557
-16440.822265625,595.68,1515000,839.68,303,396.0422,303,192.9793
-16457.115234375,867.81,1520000,2774.29,304,375.0256,304,188.2444
-15799.9765625,1412.08,1525000,1479.93,305,403.7586,305,235.3547
-15670.703125,1431.56,1530000,1040.61,306,383.794,306,225.7979
-16914.06640625,2220.36,1535000,4138.75,307,372.1037,307,217.4008
-16890.697265625,1541.66,1540000,1524.81,308,382.7309,308,210.4922
-16989.5,2365.34,1545000,2488.99,309,357.3809,309,171.9922
-16897.58984375,1847.0,1550000,808.4,310,375.283,310,216.5302
-17569.484375,2694.99,1555000,2698.18,311,402.7681,311,231.1329
-16421.986328125,1992.55,1560000,2298.07,312,400.2642,312,244.5963
-15850.4814453125,695.72,1565000,1425.73,313,400.9864,313,244.366
-15992.52734375,792.33,1570000,748.52,314,406.5879,314,253.7346
-15765.5185546875,953.85,1575000,501.2,315,418.6174,315,243.8235
-16067.7265625,1278.22,1580000,1312.96,316,414.7411,316,238.5631
-16335.9375,1208.83,1585000,1090.25,317,422.9379,317,234.6755
-16022.697265625,1511.05,1590000,1488.61,318,411.4096,318,226.3872
-15029.4189453125,1314.15,1595000,1398.14,319,416.9401,319,226.1943
-14926.7861328125,418.15,1600000,419.36,320,478.861,320,281.6937
-14623.0927734375,755.72,1605000,946.33,321,429.3267,321,288.2084
-15241.28125,417.45,1610000,453.62,322,464.0625,322,268.6501
-14316.0693359375,250.99,1615000,252.58,323,433.6228,323,253.5408
-13272.927734375,300.54,1620000,273.56,324,463.2569,324,364.0505
-14251.1748046875,235.21,1625000,269.22,325,435.0374,325,275.0457
-13799.138671875,197.57,1630000,264.06,326,428.1166,326,244.2963
-12918.0068359375,89.73,1635000,71.74,327,498.2699,327,301.5625
-14285.8583984375,64.36,1640000,64.55,328,500.6638,328,327.0438
-14211.3115234375,65.37,1645000,64.56,329,652.3837,329,324.6729
-13833.5478515625,66.53,1650000,66.6,330,581.5537,330,391.8947
-12497.802734375,64.81,1655000,67.38,331,590.0345,331,314.6862
-12261.9658203125,63.28,1660000,64.04,332,639.4919,332,467.4797
-15806.931640625,59.79,1665000,58.67,333,696.7858,333,407.2582
-10930.763671875,62.97,1670000,62.4,334,665.5296,334,584.9726
-14421.619140625,59.33,1675000,59.68,335,699.5292,335,476.4615
-14840.9140625,59.11,1680000,57.53,336,702.3383,336,652.2162
-13067.54296875,59.39,1685000,60.2,337,693.7409,337,563.8005
-17490.138671875,58.58,1690000,59.07,338,696.5413,338,696.4967
-18426.228515625,59.38,1695000,59.28,339,706.6596,339,627.7117
-16818.29296875,61.0,1700000,60.51,340,659.9181,340,555.4576
-16605.943359375,59.27,1705000,59.12,341,659.2578,341,557.4881
-15861.876953125,60.12,1710000,59.15,342,683.684,342,777.7595
-17508.44140625,59.01,1715000,59.5,343,683.1989,343,830.9285
-17517.20703125,59.44,1720000,58.52,344,661.8897,344,534.8544
-17958.765625,61.97,1725000,61.45,345,673.8291,345,613.2019
-18338.423828125,60.81,1730000,61.46,346,680.6234,346,648.9687
-18684.859375,61.92,1735000,61.95,347,691.4518,347,481.7847
-16201.2861328125,62.64,1740000,62.82,348,690.307,348,545.2362
-18158.0078125,62.42,1745000,62.53,349,695.4257,349,611.1936
-16328.513671875,63.69,1750000,63.84,350,684.6966,350,439.9179
-17688.76171875,61.02,1755000,61.35,351,697.6705,351,724.2944
-14833.7900390625,61.96,1760000,62.03,352,682.8693,352,417.2631
-18809.89453125,57.93,1765000,57.97,353,688.889,353,518.3862
-18353.1015625,60.24,1770000,60.29,354,687.5438,354,413.3583
-18974.076171875,59.78,1775000,58.9,355,686.7594,355,463.5338
-16917.052734375,61.3,1780000,60.34,356,683.675,356,433.5011
-18687.216796875,62.72,1785000,62.79,357,699.3086,357,586.1087
-15375.7470703125,61.89,1790000,61.47,358,673.537,358,397.5682
-18716.677734375,60.37,1795000,60.66,359,672.8298,359,504.535
-18308.189453125,61.83,1800000,63.05,360,676.5028,360,442.9669
-18030.623046875,60.69,1805000,59.86,361,673.8989,361,425.2914
-17808.978515625,63.59,1810000,64.85,362,677.2832,362,473.6719
-18736.763671875,64.02,1815000,64.59,363,680.9783,363,532.7201
-18126.48046875,64.42,1820000,64.4,364,699.786,364,415.9515
-18752.92578125,61.14,1825000,61.52,365,705.137,365,453.1745
-19234.72265625,61.68,1830000,61.57,366,719.079,366,670.9943
-19348.361328125,59.22,1835000,58.39,367,725.5929,367,782.2043
-19292.412109375,59.53,1840000,58.66,368,717.6487,368,835.8266
-18409.771484375,58.02,1845000,57.09,369,667.0164,369,536.1564
-19108.0234375,58.76,1850000,58.0,370,685.817,370,629.7728
-18496.677734375,96.87,1855000,105.58,371,600.2903,371,477.9591
-15135.48046875,120.61,1860000,119.35,372,566.9352,372,555.1942
-12945.755859375,106.64,1865000,106.44,373,648.9314,373,538.8994
-17732.7421875,96.0,1870000,97.52,374,692.1861,374,663.563
-18498.296875,61.16,1875000,60.89,375,694.515,375,546.2185
-19209.330078125,62.83,1880000,63.31,376,725.5195,376,621.63
-19355.62109375,59.28,1885000,58.6,377,719.8322,377,745.9629
-19450.904296875,61.91,1890000,61.53,378,702.9399,378,2030.4394
-19501.576171875,57.28,1895000,56.75,379,731.8355,379,1364.8521
-19518.791015625,60.3,1900000,60.18,380,743.4408,380,1193.9978
-19500.046875,59.99,1905000,60.34,381,727.6113,381,1148.8568
-19414.94921875,57.62,1910000,57.46,382,736.1419,382,892.5567
-19563.6171875,61.05,1915000,60.96,383,735.0173,383,1052.2686
-19576.75390625,62.35,1920000,62.58,384,734.3222,384,1096.3639
-19421.333984375,64.2,1925000,64.19,385,726.2014,385,1149.9551
-19460.1484375,62.84,1930000,62.72,386,731.7381,386,996.5713
-19398.986328125,58.5,1935000,58.23,387,712.4898,387,1039.6317
-19586.9921875,57.87,1940000,58.07,388,697.2397,388,1312.8409
-19623.76953125,58.32,1945000,58.1,389,692.0654,389,1243.1715
-19614.666015625,58.07,1950000,58.03,390,693.2345,390,995.041
-19607.69921875,58.16,1955000,58.09,391,697.8707,391,1423.8375
-19602.23828125,58.29,1960000,58.13,392,702.8593,392,1019.1373
-19328.96484375,58.92,1965000,58.87,393,694.6646,393,527.2777
-19488.556640625,59.4,1970000,59.37,394,685.3809,394,652.6167
-19209.7734375,60.52,1975000,60.08,395,707.2361,395,648.5852
-17969.134765625,64.06,1980000,63.92,396,693.5328,396,480.1283
