Itration,Real Sto Return,Running Env Steps,Running Update Time,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return
384,3857.09,1920000,384,-4535.1484375,16.3659,43.8821,4111.82
385,3639.92,1925000,385,-4476.0390625,16.9188,44.0994,4121.27
386,3696.53,1930000,386,-4655.51513671875,16.7257,43.7335,4102.58
387,3358.8,1935000,387,-4466.7275390625,17.3382,44.0899,4109.39
388,3608.73,1940000,388,-4521.51953125,17.5373,44.0865,4123.75
389,3721.49,1945000,389,-4584.79052734375,17.3797,43.7088,4130.12
390,3454.25,1950000,390,-4613.2998046875,18.8759,44.0602,4105.5
391,3856.31,1955000,391,-4521.2841796875,17.9894,43.6746,4113.76
392,3620.95,1960000,392,-4531.33544921875,18.4552,44.0589,4116.58
393,3877.97,1965000,393,-4513.33984375,17.7304,44.2457,4079.25
394,4103.36,1970000,394,-4643.046875,17.9044,43.7118,3948.61
395,3780.0,1975000,395,-4592.82421875,17.6897,44.0206,4018.72
396,3789.69,1980000,396,-4772.84423828125,17.4155,43.8913,4032.37
397,3831.81,1985000,397,-4752.2890625,18.5716,44.0894,3990.74
398,3991.87,1990000,398,-4655.5390625,18.0944,43.9149,3980.86
399,3745.09,1995000,399,-4801.2373046875,18.0253,44.0034,4055.1
400,3858.24,2000000,400,-4804.33154296875,17.7917,43.7945,3995.5
401,3517.63,2005000,401,-4868.033203125,17.2871,43.7945,4043.84
402,3831.22,2010000,402,-4894.83984375,17.746,43.9705,3955.1
403,3628.6,2015000,403,-4828.32080078125,17.6872,43.9968,3978.77
404,3850.96,2020000,404,-5014.65234375,18.2214,44.253,4006.56
405,3760.46,2025000,405,-4924.56884765625,18.0827,44.181,4041.26
406,3809.41,2030000,406,-4876.1953125,18.0629,43.6482,4028.6
407,3785.3,2035000,407,-5006.42138671875,18.3157,44.245,3985.74
408,3931.89,2040000,408,-4974.0703125,18.105,44.1642,3977.57
409,4047.26,2045000,409,-5047.16357421875,17.2839,44.2717,3963.17
410,3789.96,2050000,410,-5106.1298828125,17.6195,44.0505,3978.48
411,3945.72,2055000,411,-5278.267578125,18.1644,44.1834,3876.61
412,3835.65,2060000,412,-5045.880859375,17.6112,44.3585,3966.3
413,3477.84,2065000,413,-5090.548828125,18.4397,44.6665,4183.41
414,3416.46,2070000,414,-5249.80078125,18.5768,44.5979,4123.71
415,3862.68,2075000,415,-4934.291015625,18.9506,44.2323,4044.23
416,3797.25,2080000,416,-5099.0361328125,17.4145,44.1824,3897.79
417,3870.22,2085000,417,-5125.0830078125,18.0065,44.048,3820.7
418,3738.7,2090000,418,-5059.7978515625,18.0942,44.2153,3688.39
419,3833.97,2095000,419,-5290.63427734375,17.0431,44.4154,3898.43
420,3652.56,2100000,420,-5423.97119140625,17.5472,44.3881,3589.18
421,3894.84,2105000,421,-5338.8798828125,16.2623,43.9403,4055.66
422,3902.62,2110000,422,-5256.626953125,17.9298,44.2507,3821.45
423,3829.47,2115000,423,-5405.4970703125,17.2152,44.4281,3743.37
424,3835.65,2120000,424,-5272.74853515625,18.8287,44.6443,3521.87
425,1666.45,2125000,425,-6719.5341796875,13.2494,44.8581,3169.53
426,4037.27,2130000,426,-4903.52392578125,19.8786,44.5523,3981.43
427,3634.97,2135000,427,-5141.4892578125,18.6978,44.7084,3911.44
428,4021.46,2140000,428,-5383.74658203125,17.1834,44.2069,3900.46
429,3934.29,2145000,429,-5335.7001953125,17.3973,44.119,3886.08
430,3902.16,2150000,430,-5518.94091796875,16.6186,44.2745,3696.29
431,3712.99,2155000,431,-5302.88671875,17.2674,44.184,4103.22
432,3907.73,2160000,432,-5642.36328125,16.5448,44.3231,3678.43
433,3932.89,2165000,433,-5566.2333984375,17.1627,44.2339,3531.44
434,3983.62,2170000,434,-5550.24169921875,17.2895,44.2663,3761.45
435,3940.2,2175000,435,-5553.22802734375,17.3914,44.2054,3628.37
436,3744.88,2180000,436,-5635.91943359375,17.4609,44.0895,3634.34
437,3862.29,2185000,437,-5601.35595703125,17.6852,44.381,3658.48
438,3787.93,2190000,438,-5631.8564453125,17.3646,44.1241,3826.97
439,3880.13,2195000,439,-5612.880859375,17.9136,44.2875,3678.42
440,3864.91,2200000,440,-5729.07373046875,16.8547,44.2152,3863.97
441,3515.61,2205000,441,-5660.49609375,16.3453,43.9809,3926.84
442,3938.7,2210000,442,-5674.4345703125,16.2069,44.0778,4057.02
443,3940.26,2215000,443,-5750.626953125,17.3324,44.3379,3929.14
444,3946.71,2220000,444,-5817.27685546875,17.748,44.3355,3456.14
445,3737.88,2225000,445,-5848.93505859375,16.8079,44.1288,3853.51
446,3813.62,2230000,446,-6125.1728515625,16.4318,44.5202,3553.91
447,3941.24,2235000,447,-5903.46337890625,17.5339,44.4597,3680.81
448,3899.63,2240000,448,-5954.04541015625,17.5466,44.2771,3849.31
449,3951.38,2245000,449,-6072.8876953125,17.198,44.2137,3620.32
450,3615.42,2250000,450,-5954.91552734375,17.6547,44.3447,3904.26
451,3863.53,2255000,451,-6025.216796875,17.6867,44.2588,3631.25
452,3628.15,2260000,452,-6154.75927734375,15.8648,44.1274,3525.58
453,3858.51,2265000,453,-6037.49169921875,17.992,44.4941,3679.87
454,3880.4,2270000,454,-6097.208984375,17.4475,44.5931,3523.22
455,3916.84,2275000,455,-5880.30029296875,18.0822,44.4802,3951.27
456,1099.96,2280000,456,-7074.615234375,32.3238,46.5382,1264.5
457,1923.08,2285000,457,-6886.40283203125,21.7871,45.254,2913.83
458,2979.13,2290000,458,-6364.119140625,15.9237,44.4485,3613.88
459,3457.25,2295000,459,-5972.16796875,24.6124,45.0407,3179.98
460,3671.81,2300000,460,-6244.0634765625,17.9188,44.8352,3466.07
461,-8.55,2305000,461,-6299.3330078125,30.8063,55.125,-7.25
462,928.12,2310000,462,-5794.48583984375,29.962,47.3199,994.02
463,2220.28,2315000,463,-6152.65087890625,25.257,46.1551,1944.98
464,994.29,2320000,464,-5661.0732421875,36.9402,56.1625,999.2
465,1000.03,2325000,465,-5999.83251953125,42.018,56.3563,1001.87
466,3430.18,2330000,466,-6488.65576171875,18.1714,44.8108,3109.44
467,2706.49,2335000,467,-6470.71826171875,26.1986,46.0784,1423.22
468,3848.07,2340000,468,-6293.46630859375,19.1515,44.725,3780.5
469,2558.68,2345000,469,-6543.640625,30.2314,46.1457,1470.16
470,2942.9,2350000,470,-6325.1796875,18.0427,44.7895,3509.07
471,3670.12,2355000,471,-6312.75830078125,18.946,44.4233,3532.07
472,3800.62,2360000,472,-6201.2294921875,19.3848,44.6061,3847.74
473,3895.67,2365000,473,-6263.4736328125,18.4636,44.505,3640.19
474,3678.63,2370000,474,-6521.65283203125,17.9489,44.5633,3489.26
475,3719.77,2375000,475,-6446.30908203125,18.3616,44.7349,3468.95
476,3754.14,2380000,476,-6505.5087890625,18.0725,44.5852,3380.05
477,3681.62,2385000,477,-6665.50146484375,17.3471,44.8706,3279.37
478,3630.11,2390000,478,-6645.8271484375,17.7944,44.7731,3338.85
479,3685.93,2395000,479,-6313.6826171875,17.2168,44.0811,3687.1
480,3735.94,2400000,480,-6553.57763671875,18.7033,45.0082,3611.49
481,3728.18,2405000,481,-6630.138671875,19.778,45.4174,3556.12
482,3904.25,2410000,482,-6705.650390625,18.7633,44.5519,3827.04
483,3688.49,2415000,483,-6649.33837890625,17.8825,44.6104,3834.58
484,4022.32,2420000,484,-6340.177734375,17.6655,44.1204,3960.28
485,4035.95,2425000,485,-6558.83349609375,17.4713,44.494,3930.07
486,3837.9,2430000,486,-6557.62158203125,17.3828,44.384,3967.36
487,3595.85,2435000,487,-6899.99365234375,16.8612,44.0908,3806.22
488,3750.4,2440000,488,-6957.05517578125,17.4771,44.8209,3825.1
489,4075.83,2445000,489,-6627.16064453125,18.065,44.13,3982.44
490,3987.21,2450000,490,-6617.5693359375,17.3173,43.9705,3912.21
491,4071.2,2455000,491,-6628.7431640625,18.6793,44.1732,3998.14
492,4068.06,2460000,492,-6646.24853515625,18.7966,44.5993,4039.13
493,4019.45,2465000,493,-6681.94970703125,18.354,44.427,3907.7
494,3978.91,2470000,494,-6856.4189453125,18.2686,44.4213,3827.31
495,1397.34,2475000,495,-7591.34765625,16.1384,45.7021,1880.28
496,3852.79,2480000,496,-7109.15771484375,19.5083,45.3566,3794.22
497,3448.39,2485000,497,-7386.7734375,18.5259,45.52,3228.35
498,3829.75,2490000,498,-7293.189453125,18.4796,44.9791,3566.92
499,4040.45,2495000,499,-6782.0546875,19.4668,44.8277,4004.83
500,4039.09,2500000,500,-6929.3720703125,19.3322,44.5738,4002.0
501,4041.72,2505000,501,-6802.7265625,19.1485,44.7438,4007.83
502,3403.27,2510000,502,-7550.96435546875,19.4134,46.1519,3145.8
503,3405.98,2515000,503,-6956.45751953125,21.3183,45.1706,3965.66
504,1988.65,2520000,504,-7385.2548828125,28.3778,46.0278,2724.68
505,3054.11,2525000,505,-7020.48046875,18.2836,44.5025,3464.24
506,3595.99,2530000,506,-7155.94873046875,18.2896,44.7882,3884.8
507,3683.78,2535000,507,-6840.85498046875,19.1673,44.5473,3998.8
508,3893.82,2540000,508,-6834.17529296875,20.3941,44.6566,4093.16
509,3886.52,2545000,509,-6992.81494140625,18.8731,44.5937,3974.89
510,3843.04,2550000,510,-7198.62841796875,19.0186,44.8084,3997.88
511,3874.12,2555000,511,-7199.8525390625,18.6793,44.5508,3838.27
512,3709.14,2560000,512,-7152.93798828125,18.6867,45.1235,3456.31
513,4015.24,2565000,513,-7103.916015625,18.6723,44.7109,3965.67
514,4023.69,2570000,514,-7249.3564453125,18.8574,44.8317,3792.97
515,3897.07,2575000,515,-7416.29296875,18.3128,44.2028,4012.9
516,3965.24,2580000,516,-7168.892578125,17.8265,44.3763,4026.05
517,3818.86,2585000,517,-7616.85986328125,17.1533,44.4906,3753.27
518,4049.03,2590000,518,-7347.625,18.1674,44.5614,3788.11
519,3855.76,2595000,519,-7145.31982421875,18.4327,44.4032,3832.13
520,3942.48,2600000,520,-7468.13818359375,17.311,44.492,3710.32
521,3743.55,2605000,521,-7668.4775390625,17.6135,44.4774,3761.71
522,3920.81,2610000,522,-7322.34912109375,18.8965,44.6749,4077.62
523,3907.22,2615000,523,-7405.88671875,17.97,44.3504,3981.24
524,3565.28,2620000,524,-7450.75732421875,17.7124,44.4742,3815.37
525,3699.71,2625000,525,-7418.521484375,18.2857,44.4909,3777.09
526,3939.34,2630000,526,-7515.36083984375,18.4118,44.5533,3778.87
527,4147.06,2635000,527,-7786.87109375,17.1924,44.4543,3344.18
528,3714.82,2640000,528,-7631.21728515625,17.8612,44.3747,3959.15
529,3890.41,2645000,529,-7576.12744140625,18.6827,44.9681,4084.56
530,3832.48,2650000,530,-7588.57763671875,17.9736,44.4908,3955.4
531,3950.9,2655000,531,-7483.07861328125,18.8428,44.441,3856.51
532,2690.39,2660000,532,-7654.22998046875,18.5895,45.1695,2990.02
533,4083.16,2665000,533,-7424.7373046875,19.1892,44.2847,3881.71
534,3936.84,2670000,534,-7450.712890625,18.9852,44.4902,3991.74
535,3928.56,2675000,535,-7264.6689453125,19.1059,44.0249,4045.6
536,3821.58,2680000,536,-7505.76611328125,18.7516,43.9739,3839.77
537,3566.42,2685000,537,-7795.73681640625,18.4993,44.5985,3835.45
538,4006.13,2690000,538,-7555.21826171875,19.5013,44.189,3953.45
539,3969.03,2695000,539,-7487.77783203125,18.9616,44.3693,4053.86
540,4078.04,2700000,540,-7564.32373046875,18.0637,44.0726,3939.4
541,4027.89,2705000,541,-7674.056640625,18.1093,44.3993,4049.24
542,3883.83,2710000,542,-7886.37939453125,24.8921,44.0918,4012.12
543,3865.51,2715000,543,-7681.6923828125,17.5082,44.1391,3625.16
544,3996.8,2720000,544,-7749.12548828125,19.4663,44.0644,4062.15
545,4087.93,2725000,545,-7738.154296875,18.6199,44.2532,3974.18
546,4073.89,2730000,546,-7929.10107421875,18.0149,44.1544,4040.01
547,4067.93,2735000,547,-7997.197265625,18.161,44.0866,3715.43
548,3744.88,2740000,548,-7903.2744140625,18.3678,44.4329,3768.02
549,3844.45,2745000,549,-7902.46435546875,20.172,45.558,3741.03
550,3816.51,2750000,550,-7756.6103515625,20.1917,44.8296,3629.11
551,1142.69,2755000,551,-8421.783203125,25.5759,47.2055,1017.36
552,2568.65,2760000,552,-8367.00390625,20.4865,44.6915,3048.8
553,3202.7,2765000,553,-8336.09375,17.9394,44.7883,3804.63
554,3731.8,2770000,554,-8216.3603515625,21.9115,45.1473,3953.21
555,577.92,2775000,555,-8901.603515625,55.1993,47.9606,603.01
556,3716.19,2780000,556,-8292.677734375,21.8517,44.9516,3015.21
557,4109.19,2785000,557,-8134.365234375,22.5112,45.0352,3983.2
558,3765.41,2790000,558,-8254.2783203125,20.7424,44.6907,2970.57
559,3991.12,2795000,559,-8311.93359375,24.9562,45.4765,3857.81
560,3884.47,2800000,560,-8174.04541015625,20.7718,44.7646,3992.8
561,3123.87,2805000,561,-8430.806640625,21.6574,45.627,3385.43
562,3680.45,2810000,562,-8396.46484375,19.8284,45.3986,3511.48
563,2280.43,2815000,563,-8695.1806640625,29.5037,45.7448,2215.25
564,3937.3,2820000,564,-8175.2216796875,22.5513,45.326,3785.97
565,3971.74,2825000,565,-8108.38037109375,25.0722,46.366,3837.88
566,1883.04,2830000,566,-9004.1767578125,48.516,47.2686,2110.01
567,323.95,2835000,567,-9047.6435546875,41.9048,51.3664,314.81
568,315.79,2840000,568,-9457.8779296875,43.9382,50.8907,322.51
569,581.82,2845000,569,-8733.626953125,38.6498,49.8029,515.37
570,2122.78,2850000,570,-9396.015625,20.6044,46.8935,2294.12
571,2032.23,2855000,571,-8708.79296875,25.9538,45.839,2318.59
572,2679.42,2860000,572,-8853.07421875,24.4039,45.3032,3554.41
573,1866.79,2865000,573,-8573.9560546875,24.0738,45.2072,2998.31
574,2763.85,2870000,574,-8636.689453125,20.8121,45.3484,3693.67
575,3443.23,2875000,575,-8449.5302734375,20.0727,45.0047,4029.97
576,3519.36,2880000,576,-8867.927734375,22.2957,45.275,4062.27
577,3673.26,2885000,577,-8797.275390625,20.2271,45.2497,3308.64
578,3156.04,2890000,578,-8781.62890625,20.6044,45.1221,2929.78
579,3364.16,2895000,579,-9030.8017578125,19.048,44.6043,4030.8
580,3406.29,2900000,580,-8932.787109375,18.7026,44.7342,3671.42
581,3454.75,2905000,581,-8647.4443359375,20.3053,44.7244,3511.58
582,3769.27,2910000,582,-8750.982421875,19.0223,44.5902,3723.58
583,3700.25,2915000,583,-8666.0654296875,19.006,44.5118,3593.16
584,3710.08,2920000,584,-8621.6181640625,19.4438,44.796,3573.04
585,3853.81,2925000,585,-8549.021484375,19.4254,44.2999,3736.51
586,3999.11,2930000,586,-8633.8916015625,19.4456,44.3438,3502.45
587,2253.04,2935000,587,-9853.298828125,14.6709,45.2286,2380.43
588,3642.08,2940000,588,-8818.431640625,19.7322,44.4094,3852.42
589,4070.04,2945000,589,-8407.4384765625,22.4582,45.6036,3875.9
590,420.51,2950000,590,-11335.341796875,84.9066,49.1957,373.25
591,1871.33,2955000,591,-9426.69140625,43.9481,47.0422,2472.01
592,1177.88,2960000,592,-9445.9501953125,36.182,47.5924,1356.88
593,1424.16,2965000,593,-9386.083984375,28.4042,47.2086,997.06
594,2603.25,2970000,594,-9774.56640625,21.7022,45.7776,3000.64
595,3701.24,2975000,595,-8866.2744140625,24.9997,46.4059,3309.9
596,3408.67,2980000,596,-8455.87890625,24.6294,46.7509,3187.36
597,3634.15,2985000,597,-8685.5673828125,22.6374,45.7088,3298.19
598,3812.84,2990000,598,-8790.2109375,21.2713,45.3341,3321.36
599,3946.59,2995000,599,-8781.9921875,21.3048,45.0787,3365.89
600,3677.88,3000000,600,-8989.8955078125,19.6977,44.9093,3303.57
601,3759.71,3005000,601,-8879.970703125,20.8661,45.3252,3814.14
602,3640.14,3010000,602,-8999.2998046875,19.1329,45.0099,3510.77
603,3460.18,3015000,603,-8975.720703125,20.2266,45.102,3973.52
604,3443.33,3020000,604,-8635.9736328125,21.4138,44.9042,3968.14
605,4133.32,3025000,605,-8843.3759765625,20.4171,44.8477,3954.37
606,4070.41,3030000,606,-9055.806640625,19.0213,44.4665,3980.49
607,4081.73,3035000,607,-8792.7548828125,20.602,44.8895,4035.92
608,3845.98,3040000,608,-9009.7099609375,19.5031,44.9184,3780.33
609,4111.37,3045000,609,-8842.3466796875,21.2036,44.7229,4054.37
610,3854.5,3050000,610,-8862.6806640625,21.042,44.8623,3859.58
611,3761.97,3055000,611,-8844.669921875,21.4755,45.1733,4090.94
612,3720.67,3060000,612,-8982.71484375,21.0035,45.1649,3917.44
613,4115.77,3065000,613,-9035.9736328125,20.56,45.0636,3846.33
614,4033.44,3070000,614,-9185.203125,20.8202,45.0206,3803.18
615,3645.11,3075000,615,-9075.3603515625,20.8905,45.2736,3979.09
616,4071.21,3080000,616,-9072.591796875,21.612,45.3963,3834.52
617,4017.76,3085000,617,-9329.208984375,19.8358,45.1321,3850.23
618,3960.2,3090000,618,-9276.05859375,19.7812,45.3013,3858.6
619,4016.08,3095000,619,-9013.6015625,21.5213,45.0463,3775.73
620,3858.1,3100000,620,-9275.525390625,19.9929,45.0204,3697.82
621,3425.75,3105000,621,-9121.46484375,21.1218,44.959,3959.03
622,3356.69,3110000,622,-9080.875,21.0217,44.9765,3723.96
623,3793.32,3115000,623,-9310.9794921875,19.4635,44.7619,3904.31
624,3695.05,3120000,624,-9220.42578125,20.0554,44.6622,3644.71
625,3674.53,3125000,625,-9176.66015625,17.9049,43.7125,3786.89
626,3913.72,3130000,626,-9190.3798828125,20.9521,44.7036,4091.19
627,3973.19,3135000,627,-9178.6171875,18.3826,44.0909,3641.92
628,3985.16,3140000,628,-8999.2880859375,21.6519,45.1164,3975.84
629,3955.9,3145000,629,-9141.8828125,22.3193,45.3184,4064.32
630,3786.92,3150000,630,-9035.4853515625,21.3375,45.0973,3895.77
631,3728.44,3155000,631,-9126.5458984375,20.4833,44.7735,4009.7
632,4140.79,3160000,632,-9223.587890625,20.4515,44.7681,4070.46
633,3771.96,3165000,633,-9289.4130859375,20.1054,45.1421,4062.2
634,3855.69,3170000,634,-9247.029296875,19.7397,44.8485,4006.19
635,4105.39,3175000,635,-9294.6787109375,21.2295,44.8635,4032.02
636,4095.19,3180000,636,-9223.7177734375,20.9893,45.174,3930.11
637,3937.17,3185000,637,-9471.5576171875,16.3903,44.0173,3406.4
638,4149.88,3190000,638,-9503.8447265625,21.7749,45.1988,4112.6
639,4163.97,3195000,639,-9203.5146484375,22.8769,45.2968,4184.0
640,3800.38,3200000,640,-9175.8017578125,22.8602,45.6153,4050.96
641,3965.15,3205000,641,-9368.623046875,22.7896,45.2635,3899.3
642,4112.89,3210000,642,-9281.236328125,19.2562,44.3153,4018.36
643,3149.6,3215000,643,-10294.505859375,18.3703,45.5086,3741.87
644,4122.08,3220000,644,-9561.9189453125,25.6774,46.1021,4069.92
645,4081.0,3225000,645,-9689.4970703125,25.0921,45.7411,4239.12
646,4173.96,3230000,646,-9249.369140625,22.8278,45.3113,4149.32
647,4127.12,3235000,647,-9571.1181640625,23.1213,45.3709,4121.94
648,4212.81,3240000,648,-9222.3076171875,24.8066,45.892,4200.29
649,3662.65,3245000,649,-9674.63671875,17.7281,44.2872,3809.62
650,4067.67,3250000,650,-9295.990234375,22.2968,45.3163,4145.26
651,3859.8,3255000,651,-9461.1884765625,19.0686,44.4741,4053.38
652,4.64,3260000,652,-8474.2734375,76.9424,55.7362,2.79
653,1.46,3265000,653,-8222.8447265625,36.8532,55.3792,1.4
654,3493.35,3270000,654,-10100.513671875,22.4522,45.9642,3951.82
655,2842.05,3275000,655,-9670.5,19.8452,44.9181,862.39
656,4058.15,3280000,656,-9600.8203125,22.0064,45.1471,4039.66
657,4161.6,3285000,657,-9451.7724609375,20.2589,44.682,4174.46
658,4128.44,3290000,658,-9871.8779296875,24.2108,45.3697,4097.26
659,3944.82,3295000,659,-9718.6171875,19.5165,45.347,3816.58
660,3247.37,3300000,660,-10809.3896484375,20.0047,45.8497,2100.45
661,714.02,3305000,661,-10111.2421875,31.0688,45.9985,788.7
662,-0.95,3310000,662,-8237.8671875,42.0645,55.1743,-1.75
663,4062.0,3315000,663,-9242.3193359375,24.0476,45.4074,4017.64
664,4093.64,3320000,664,-9805.1279296875,20.1652,44.5896,4071.85
665,3817.6,3325000,665,-9828.642578125,22.8064,45.4285,3884.84
666,4033.43,3330000,666,-9637.6787109375,23.6138,45.336,4087.55
667,3719.26,3335000,667,-9511.1279296875,20.4425,44.6915,4057.45
668,3724.21,3340000,668,-9317.79296875,20.7824,44.8396,807.15
669,580.57,3345000,669,-11225.408203125,21.604,48.7528,844.3
670,4193.85,3350000,670,-9690.037109375,24.6394,45.5465,4199.77
671,3897.62,3355000,671,-10013.408203125,21.8193,45.5029,3660.12
672,3833.48,3360000,672,-9430.974609375,26.5347,45.8218,4255.9
673,4088.31,3365000,673,-9956.203125,23.8679,45.7359,4059.94
674,4103.94,3370000,674,-9835.041015625,25.1745,45.9486,4013.39
675,3706.69,3375000,675,-10365.3349609375,19.1943,45.1679,3613.62
676,4041.34,3380000,676,-9726.638671875,23.3534,45.6827,4026.69
677,4151.12,3385000,677,-9852.2529296875,19.7787,44.5055,4151.16
678,2804.96,3390000,678,-10510.99609375,17.0905,45.2014,1429.12
679,1627.56,3395000,679,-10840.466796875,18.4695,44.9579,1209.13
680,3654.43,3400000,680,-10038.892578125,21.8347,45.3129,3491.15
681,1881.18,3405000,681,-10714.763671875,27.8744,46.0123,1049.71
682,-2.46,3410000,682,-10418.83203125,27.3271,50.4775,-3.16
683,-4.69,3415000,683,-10929.5537109375,17.8314,45.7812,-4.65
684,3329.15,3420000,684,-9741.44140625,21.6918,44.9985,4122.89
685,3452.82,3425000,685,-10189.9912109375,16.2562,44.4587,3968.03
686,9.34,3430000,686,-7821.986328125,40.6794,54.2879,9.03
687,-4.06,3435000,687,-9540.9736328125,38.8939,54.0641,-3.95
688,-3.96,3440000,688,-9202.22265625,31.2965,53.1799,-3.99
689,4104.77,3445000,689,-9477.7216796875,20.9953,44.3449,4142.79
690,447.95,3450000,690,-10228.224609375,21.7541,45.7961,72.58
691,4266.07,3455000,691,-9742.818359375,22.7155,44.6876,4253.75
692,23.97,3460000,692,-10839.6162109375,51.3667,53.2411,23.68
693,998.0,3465000,693,-9511.6953125,47.3993,57.0525,1000.45
694,985.49,3470000,694,-9586.669921875,28.9957,54.3915,990.94
695,993.43,3475000,695,-9917.4267578125,30.9094,54.1691,1004.69
696,992.6,3480000,696,-10173.431640625,37.3114,55.7021,1002.48
697,1000.17,3485000,697,-10126.1669921875,39.4313,55.7075,1006.67
698,1003.43,3490000,698,-9685.9208984375,38.6024,55.5709,1006.14
699,1000.27,3495000,699,-9779.0478515625,31.409,54.8319,1003.82
700,3660.84,3500000,700,-10161.3662109375,21.9712,45.3103,3495.44
701,1010.31,3505000,701,-9234.4130859375,39.8927,56.1046,1011.22
702,4122.28,3510000,702,-9889.052734375,24.4231,45.3403,4123.93
703,3803.39,3515000,703,-9908.611328125,20.5599,44.7488,4067.1
704,1980.65,3520000,704,-10140.587890625,20.5387,45.0805,3825.82
705,4100.97,3525000,705,-9835.998046875,23.713,45.6272,4095.07
706,3882.07,3530000,706,-9926.103515625,20.6022,44.4047,1918.15
707,3895.71,3535000,707,-9788.4638671875,21.2818,45.0466,3957.61
708,-5.59,3540000,708,-10112.6552734375,22.4552,52.1844,-6.21
709,4022.42,3545000,709,-9899.083984375,23.2612,45.4265,4028.79
710,3991.24,3550000,710,-10194.2255859375,19.588,44.7615,2091.91
711,2208.82,3555000,711,-10640.7373046875,21.1398,46.3512,1026.29
712,3935.51,3560000,712,-10612.9638671875,21.9911,44.7481,3988.99
713,3868.5,3565000,713,-10840.9228515625,22.6832,45.2336,3944.83
714,3936.21,3570000,714,-10457.9365234375,20.6517,44.2272,3678.31
715,4040.46,3575000,715,-10179.0595703125,20.8331,44.4273,3997.03
716,4080.41,3580000,716,-10394.26953125,22.1531,45.0359,4095.28
717,3951.42,3585000,717,-10307.068359375,26.0989,46.1918,3839.9
718,3792.71,3590000,718,-10226.4326171875,22.034,45.0562,3296.12
719,3913.02,3595000,719,-10854.880859375,22.4623,45.3323,3882.14
720,3810.61,3600000,720,-10366.7783203125,21.645,44.7189,4093.91
721,3945.46,3605000,721,-10261.6708984375,21.32,44.5544,4108.16
722,4103.13,3610000,722,-10227.615234375,22.1572,44.9219,4131.2
723,4001.29,3615000,723,-10289.84375,19.2067,44.3982,3883.27
724,4096.43,3620000,724,-10145.4892578125,20.0661,44.0415,4113.15
725,4069.4,3625000,725,-10629.345703125,23.0903,45.4397,4065.43
726,4137.8,3630000,726,-10337.876953125,22.6536,44.8212,4168.95
727,3845.16,3635000,727,-10601.1240234375,17.5957,44.0341,4043.98
728,4106.89,3640000,728,-10125.021484375,22.0862,45.0891,4072.49
729,537.95,3645000,729,-11066.4814453125,39.9332,47.975,2548.06
730,3641.3,3650000,730,-10348.501953125,23.6029,45.5852,3747.11
731,4041.61,3655000,731,-10626.1416015625,24.5425,45.5363,4077.83
732,3789.16,3660000,732,-11109.623046875,27.3887,45.9322,3927.32
733,3737.53,3665000,733,-10246.9580078125,25.4922,46.0167,3978.18
734,3863.02,3670000,734,-10813.0625,25.8204,46.0608,3955.5
735,3674.6,3675000,735,-10783.7255859375,24.7747,46.0367,3550.73
736,3252.76,3680000,736,-11639.3076171875,24.0894,47.3035,3090.1
737,3538.62,3685000,737,-11173.61328125,25.0365,45.8664,3067.75
738,2976.72,3690000,738,-10922.6923828125,21.9292,46.2919,2924.85
739,3272.72,3695000,739,-10386.783203125,27.3288,47.295,3013.23
740,1002.9,3700000,740,-10585.7578125,32.9111,54.7316,1008.9
741,3696.03,3705000,741,-10480.0341796875,24.5268,45.4109,4056.4
742,3483.01,3710000,742,-10518.9267578125,27.3313,47.2242,1011.69
743,1002.41,3715000,743,-10534.525390625,25.6216,54.0614,1008.07
744,1027.47,3720000,744,-10318.5078125,25.2334,54.1756,1008.35
745,1005.49,3725000,745,-12781.662109375,42.7139,56.0941,1050.92
746,994.73,3730000,746,-10146.416015625,39.9112,56.1236,1001.27
747,997.69,3735000,747,-10257.005859375,40.6984,56.0073,1001.63
748,1003.9,3740000,748,-10403.64453125,32.1457,54.8206,1008.7
749,989.13,3745000,749,-10416.158203125,35.4621,55.1124,997.62
750,992.2,3750000,750,-10579.45703125,35.2209,55.0087,999.61
751,992.66,3755000,751,-11771.2041015625,31.1881,54.0561,1001.38
752,771.59,3760000,752,-10563.1611328125,35.9242,48.1069,1002.54
753,3914.56,3765000,753,-10473.474609375,24.6289,45.8934,4008.31
754,3505.34,3770000,754,-10971.5693359375,22.0133,45.4684,4038.25
755,3657.7,3775000,755,-11069.193359375,22.5694,45.4371,3357.3
756,3630.09,3780000,756,-11246.65625,20.1298,45.6101,3529.34
757,3318.87,3785000,757,-10846.7998046875,22.7545,45.5069,3471.13
758,4071.9,3790000,758,-10894.35546875,22.5334,45.2098,3384.62
759,3742.61,3795000,759,-11032.0185546875,22.7293,45.4667,4069.17
760,2945.67,3800000,760,-11428.4267578125,23.7984,45.5553,3577.15
761,3893.28,3805000,761,-11272.248046875,23.2214,45.6228,3839.48
762,3844.68,3810000,762,-10793.7607421875,24.1966,45.0224,4104.45
763,3840.46,3815000,763,-10918.455078125,22.2802,44.678,4058.62
764,4086.36,3820000,764,-10834.001953125,22.3708,45.0631,4072.54
765,4120.74,3825000,765,-10910.080078125,22.2093,44.819,4112.62
766,3972.64,3830000,766,-11047.9677734375,22.5724,45.3019,3867.75
767,4125.74,3835000,767,-10945.0029296875,22.4078,44.8637,4088.24
