Real Sto Return,Running Env Steps,Reward Loss,Running Reverse KL,Running Forward KL,Real Det Return,Running Update Time,Itration
-709.96,410000,-1125.97021484375,27.2269,75.0626,-1022.75,82,82
-1577.7,415000,-1178.39599609375,32.8822,77.2238,-1322.69,83,83
-1486.33,420000,-1214.6905517578125,33.4976,76.4415,-1076.45,84,84
-1384.02,425000,-1186.82763671875,101.8351,75.6943,-1075.6,85,85
-1081.49,430000,-1251.679443359375,30.3499,76.1708,-767.28,86,86
-929.52,435000,-1277.3272705078125,31.2325,75.8249,-1145.7,87,87
-1086.81,440000,-1262.9677734375,29.9749,74.53,-899.56,88,88
-942.97,445000,-1324.16650390625,77.4067,76.5977,-1019.47,89,89
-1048.15,450000,-1405.4537353515625,37.5511,78.4252,-1027.01,90,90
-1194.82,455000,-1338.58154296875,24.9542,75.3112,-696.26,91,91
-1047.99,460000,-1392.78759765625,25.7134,75.4692,-602.71,92,92
-854.22,465000,-1429.9263916015625,27.2335,77.4218,-767.17,93,93
-853.82,470000,-1396.300048828125,25.7066,76.3206,-681.24,94,94
-876.56,475000,-1460.7572021484375,28.273,76.6357,-724.76,95,95
-1183.9,480000,-1557.5875244140625,31.5456,79.6416,-701.08,96,96
-958.76,485000,-1503.7489013671875,34.5737,77.0676,-784.63,97,97
-857.96,490000,-1488.5814208984375,25.6845,76.0707,-838.53,98,98
-947.25,495000,-1540.2119140625,25.4972,75.8972,-639.47,99,99
-835.78,500000,-1617.8663330078125,29.7993,76.4512,-846.84,100,100
-950.99,505000,-1619.1646728515625,29.9223,76.884,-917.13,101,101
-861.12,510000,-1623.6290283203125,28.1377,75.941,-750.19,102,102
-1479.83,515000,-1558.9354248046875,100.4711,77.3508,-2119.58,103,103
-552.88,520000,-1685.072021484375,26.8765,76.893,-905.89,104,104
-855.81,525000,-1685.120361328125,30.093,75.7742,-1024.69,105,105
-946.89,530000,-1706.93212890625,27.3528,73.7471,-1048.83,106,106
-1032.3,535000,-1853.3011474609375,35.9627,77.0131,-1095.58,107,107
-823.28,540000,-1789.4837646484375,28.6458,74.6951,-739.09,108,108
-874.0,545000,-1808.2913818359375,37.7695,75.8601,-948.93,109,109
-753.67,550000,-1903.279541015625,33.6288,76.8342,-1220.67,110,110
-1020.05,555000,-1897.5947265625,31.3818,77.9668,-1052.31,111,111
-1027.67,560000,-1908.5015869140625,30.4077,75.1616,-800.1,112,112
-1522.19,565000,-1987.0615234375,107.5824,76.6528,-1269.87,113,113
-1344.59,570000,-2001.1734619140625,32.0075,74.7119,-1389.92,114,114
-1079.78,575000,-2017.678955078125,26.9472,75.3751,-727.48,115,115
-813.33,580000,-1993.4713134765625,28.2787,75.3701,-711.61,116,116
-1366.36,585000,-2101.0712890625,32.0188,76.6871,-1365.2,117,117
-831.18,590000,-2110.882568359375,32.9145,75.2834,-923.39,118,118
-810.08,595000,-2175.644775390625,46.0793,76.1973,-951.83,119,119
-997.41,600000,-2178.533935546875,37.7208,77.7434,-1109.55,120,120
-900.65,605000,-2188.20458984375,33.404,75.0035,-623.38,121,121
-999.13,610000,-2308.508544921875,34.5693,77.3094,-1214.65,122,122
-520.87,615000,-2237.198486328125,27.9097,76.4312,-543.3,123,123
-774.17,620000,-2274.49267578125,25.701,74.5066,-669.24,124,124
-1163.97,625000,-2257.98046875,35.4471,76.3166,-917.5,125,125
-1200.24,630000,-2383.08056640625,28.9446,74.6618,-797.12,126,126
-745.45,635000,-2442.747314453125,40.9649,78.1538,-1067.5,127,127
-527.54,640000,-2425.18359375,30.4152,76.3287,-962.37,128,128
-816.34,645000,-2367.98486328125,37.0055,75.5079,-887.03,129,129
-1209.84,650000,-2509.099365234375,34.3101,77.0109,-784.09,130,130
-755.27,655000,-2558.05615234375,29.9927,77.448,-1070.5,131,131
-767.88,660000,-2550.071044921875,27.2794,74.9166,-762.89,132,132
-1057.38,665000,-2566.5986328125,25.2534,77.0359,-703.53,133,133
-1134.6,670000,-2534.7333984375,29.1263,75.0698,-1226.2,134,134
-1264.99,675000,-2677.00927734375,28.9482,76.0439,-1145.66,135,135
-583.6,680000,-2747.29638671875,25.6901,74.5744,-983.73,136,136
-842.57,685000,-2782.083251953125,24.8049,75.5625,-779.83,137,137
-1141.91,690000,-2808.297119140625,31.336,76.1146,-1050.12,138,138
-1149.44,695000,-2780.341552734375,28.0152,74.8221,-1130.08,139,139
-977.63,700000,-2834.29638671875,26.3988,74.8069,-764.38,140,140
-1212.85,705000,-3016.975830078125,28.5501,76.7232,-1039.79,141,141
-1010.82,710000,-3004.417724609375,29.769,76.5378,-757.63,142,142
-1099.69,715000,-3033.168701171875,41.3531,75.7549,-891.58,143,143
-708.55,720000,-3072.62939453125,29.5063,75.5519,-694.43,144,144
-1014.22,725000,-3124.72021484375,32.6871,78.0057,-911.97,145,145
-1209.18,730000,-3200.700927734375,29.094,76.2782,-1029.04,146,146
-1245.32,735000,-3220.88427734375,30.9804,77.4025,-1038.91,147,147
-1023.5,740000,-3283.871826171875,25.7798,74.2508,-670.27,148,148
-852.4,745000,-3268.333984375,30.2455,75.1039,-1036.02,149,149
-580.96,750000,-3369.966552734375,28.4777,76.2954,-617.4,150,150
-1003.87,755000,-3459.879150390625,29.8478,76.4003,-907.19,151,151
-1109.27,760000,-3510.503173828125,40.8652,78.2235,-908.28,152,152
-981.63,765000,-3467.560302734375,29.94,74.0532,-824.52,153,153
-784.01,770000,-3648.27587890625,31.5605,75.9696,-1002.89,154,154
-1109.03,775000,-3531.537353515625,31.2628,75.0389,-882.07,155,155
-673.06,780000,-3599.884765625,29.6977,75.9243,-829.54,156,156
-1149.5,785000,-3793.696533203125,31.8558,76.6667,-922.6,157,157
-895.89,790000,-3828.189453125,30.5793,75.748,-797.16,158,158
-891.47,795000,-3972.97265625,27.7386,75.9346,-959.1,159,159
-758.89,800000,-3922.307373046875,26.9609,75.7758,-637.39,160,160
-1123.26,805000,-4036.29345703125,29.4468,77.0937,-1488.29,161,161
-745.28,810000,-3930.93896484375,31.7467,75.8739,-824.48,162,162
-684.42,815000,-4106.43359375,43.9135,78.4569,-781.02,163,163
-717.6,820000,-4183.9951171875,32.8822,76.0928,-577.02,164,164
-772.28,825000,-4178.21826171875,35.2708,75.0962,-814.66,165,165
-759.42,830000,-4254.43701171875,31.5653,75.9849,-821.95,166,166
-1056.81,835000,-4217.81640625,32.7474,77.4734,-617.82,167,167
-769.13,840000,-4420.0107421875,31.3192,77.4102,-918.18,168,168
-1027.16,845000,-4504.56689453125,27.773,76.4974,-786.05,169,169
-1260.49,850000,-4460.775390625,29.3424,75.9845,-1069.2,170,170
-807.77,855000,-4527.744140625,24.6009,74.491,-807.32,171,171
-898.75,860000,-4695.7607421875,31.9065,76.3252,-1040.59,172,172
-817.56,865000,-4650.6708984375,30.5172,75.5951,-886.63,173,173
-1230.32,870000,-4689.5849609375,33.2375,75.7013,-1226.01,174,174
-1423.88,875000,-4892.77001953125,29.3507,76.6111,-838.53,175,175
-922.05,880000,-4685.96484375,27.9027,75.0568,-788.96,176,176
-613.28,885000,-4837.6162109375,27.4236,75.2379,-739.52,177,177
-837.18,890000,-5211.64306640625,29.995,77.168,-762.42,178,178
-1218.6,895000,-5151.97412109375,26.898,75.8066,-1056.03,179,179
-785.04,900000,-5138.822265625,30.2675,76.4715,-662.56,180,180
-592.94,905000,-5286.849609375,30.381,74.9029,-682.36,181,181
-789.8,910000,-5203.99462890625,28.7226,75.9618,-734.75,182,182
-912.1,915000,-5437.46630859375,27.8591,77.0375,-760.1,183,183
-628.22,920000,-5486.5380859375,26.4574,76.3328,-717.64,184,184
-645.66,925000,-5445.1015625,22.8881,74.6168,-451.72,185,185
-939.99,930000,-5687.71044921875,28.0243,77.0594,-845.8,186,186
-872.61,935000,-5785.5986328125,33.1138,76.8453,-935.97,187,187
-713.77,940000,-5782.11474609375,29.1488,75.6784,-811.29,188,188
-528.43,945000,-5691.935546875,30.5486,73.8623,-693.09,189,189
-667.27,950000,-5995.865234375,32.2914,76.3901,-801.73,190,190
-444.36,955000,-6088.43603515625,25.8112,75.2545,-850.79,191,191
-866.71,960000,-6172.8505859375,28.213,76.8502,-810.52,192,192
-690.53,965000,-6148.89990234375,24.4984,76.528,-467.66,193,193
-789.89,970000,-6206.974609375,24.4679,75.9417,-573.69,194,194
-642.71,975000,-6409.4404296875,27.2777,76.3414,-832.73,195,195
-799.85,980000,-6314.46826171875,27.9759,75.167,-684.98,196,196
-840.56,985000,-6563.55517578125,26.1374,76.9627,-670.1,197,197
-434.17,990000,-6502.54345703125,29.6855,74.9082,-917.82,198,198
-611.24,995000,-6826.9951171875,27.8531,77.9228,-686.4,199,199
-690.35,1000000,-6884.35400390625,30.2138,76.7361,-653.21,200,200
-827.69,1005000,-6880.61669921875,33.1211,77.3615,-1046.9,201,201
-704.29,1010000,-6941.490234375,23.8539,75.9331,-362.1,202,202
-656.58,1015000,-7106.818359375,26.4822,75.6008,-345.18,203,203
-452.29,1020000,-7048.07958984375,24.7689,75.08,-446.38,204,204
-576.92,1025000,-7189.75732421875,28.2791,76.2135,-485.67,205,205
-504.9,1030000,-7295.134765625,25.1314,75.6593,-503.93,206,206
-540.02,1035000,-7316.8251953125,22.7826,75.1499,-427.74,207,207
-545.69,1040000,-7576.8671875,24.5166,75.305,-700.91,208,208
-407.22,1045000,-7562.46337890625,25.8235,75.9646,-375.9,209,209
-563.64,1050000,-7682.98388671875,25.8472,75.5666,-552.16,210,210
-317.72,1055000,-7683.64453125,23.9563,76.9356,-529.71,211,211
-393.08,1060000,-7724.74560546875,23.6245,75.69,-505.45,212,212
-323.26,1065000,-7834.23486328125,22.2915,74.7924,-328.18,213,213
-444.86,1070000,-8054.2724609375,24.3617,76.5501,-563.0,214,214
-352.06,1075000,-8022.71630859375,22.5651,75.6736,-319.55,215,215
-243.53,1080000,-8118.9736328125,22.8538,75.3636,-385.83,216,216
-530.69,1085000,-8194.34765625,24.0928,76.1858,-500.99,217,217
-580.18,1090000,-8181.080078125,23.5273,76.4338,-630.05,218,218
-400.77,1095000,-8329.8046875,26.4787,76.0042,-404.58,219,219
-322.19,1100000,-8521.4814453125,23.4378,75.8721,-253.14,220,220
-416.95,1105000,-8620.142578125,24.6753,75.785,-469.93,221,221
-519.7,1110000,-8635.033203125,22.8203,75.3949,-669.27,222,222
-481.89,1115000,-8704.09375,24.4942,75.4326,-403.39,223,223
-409.21,1120000,-8818.576171875,22.5215,75.2569,-635.88,224,224
-331.29,1125000,-8945.0322265625,21.9288,76.3224,-363.95,225,225
-174.9,1130000,-8944.439453125,22.5244,76.3691,-549.7,226,226
-272.61,1135000,-9000.1650390625,20.7162,74.8488,-492.65,227,227
-367.17,1140000,-9168.08203125,24.3062,75.8575,-760.32,228,228
-335.47,1145000,-9416.115234375,23.2664,76.899,-503.43,229,229
-269.66,1150000,-9376.60546875,22.7951,75.1548,-527.23,230,230
-592.22,1155000,-9441.939453125,23.1368,75.9533,-481.9,231,231
-531.68,1160000,-9571.384765625,22.7852,76.4329,-675.79,232,232
-560.97,1165000,-9697.294921875,22.2077,75.4627,-437.61,233,233
-413.86,1170000,-9746.5322265625,20.1325,76.0478,-731.47,234,234
-304.28,1175000,-9724.00390625,21.2517,73.2374,-497.7,235,235
-375.66,1180000,-9931.0263671875,22.2606,75.2465,-345.77,236,236
-375.37,1185000,-10025.02734375,23.1817,74.4704,-358.82,237,237
-382.21,1190000,-9884.95703125,21.1916,75.4123,-185.18,238,238
-354.66,1195000,-10156.2177734375,21.2103,75.4401,-483.19,239,239
-284.62,1200000,-9865.99609375,20.9391,73.7714,-264.96,240,240
-201.66,1205000,-10041.33203125,21.2858,73.3334,-214.89,241,241
-325.49,1210000,-10128.451171875,21.0949,74.5424,-463.02,242,242
-486.5,1215000,-9909.9951171875,21.2136,73.7403,-334.85,243,243
-306.38,1220000,-10108.3701171875,21.7484,74.5073,-196.11,244,244
-285.36,1225000,-10355.5859375,21.2866,74.1127,-329.79,245,245
-445.9,1230000,-10593.017578125,22.8568,74.8395,-503.69,246,246
-293.27,1235000,-10434.8447265625,21.9165,74.1166,-264.52,247,247
-184.68,1240000,-10623.123046875,24.1012,75.1732,-422.41,248,248
-239.52,1245000,-10674.1875,23.5678,75.2063,-502.49,249,249
-195.51,1250000,-10753.9541015625,23.629,75.1688,-404.59,250,250
-425.63,1255000,-10863.107421875,23.8219,74.6559,-458.12,251,251
-363.78,1260000,-10919.44140625,23.6761,74.6147,-410.7,252,252
-412.28,1265000,-10949.53125,25.136,76.2355,-389.06,253,253
-309.65,1270000,-10969.958984375,26.8812,75.5354,-364.89,254,254
-565.04,1275000,-11021.73046875,32.3188,75.3593,-344.68,255,255
-349.97,1280000,-11108.00390625,23.7483,74.7872,-328.27,256,256
-520.68,1285000,-11269.734375,23.8319,74.3189,-389.61,257,257
-553.72,1290000,-11303.0986328125,23.3121,75.8581,-359.25,258,258
-273.52,1295000,-11438.705078125,24.7525,76.426,-262.5,259,259
-332.37,1300000,-11575.9873046875,22.3928,75.5281,-481.46,260,260
-533.43,1305000,-11622.2666015625,23.3522,76.2559,-383.41,261,261
-341.34,1310000,-11490.51171875,22.3285,75.3084,-335.29,262,262
-372.36,1315000,-11760.7705078125,22.5142,74.9621,-331.9,263,263
-454.69,1320000,-11575.59765625,22.8227,75.782,-234.53,264,264
-444.73,1325000,-11714.416015625,24.008,75.2629,-335.58,265,265
-495.13,1330000,-11642.044921875,22.3468,74.6789,-215.53,266,266
-302.33,1335000,-11703.02734375,22.3074,74.6371,-460.79,267,267
-446.71,1340000,-12018.720703125,22.087,75.7779,-456.79,268,268
-549.58,1345000,-12296.8134765625,23.1784,74.9699,-425.58,269,269
-264.99,1350000,-12113.7978515625,21.5087,76.3269,-363.72,270,270
-347.35,1355000,-12252.857421875,22.9323,75.1626,-258.44,271,271
-319.98,1360000,-12270.1083984375,22.2305,74.2307,-325.03,272,272
-354.03,1365000,-12365.974609375,23.1404,76.6707,-389.62,273,273
-302.6,1370000,-12646.435546875,23.1715,76.7825,-292.96,274,274
-469.69,1375000,-12711.5078125,24.5387,76.4691,-211.46,275,275
-212.13,1380000,-12711.109375,22.2776,76.1574,-226.87,276,276
-405.31,1385000,-12745.271484375,23.6589,76.1244,-343.56,277,277
-385.27,1390000,-12725.3173828125,22.2647,76.0877,-246.32,278,278
-468.52,1395000,-12800.013671875,22.4328,75.9503,-215.66,279,279
-407.54,1400000,-12791.2939453125,22.6031,76.9763,-278.27,280,280
-849.72,1405000,-12890.8173828125,23.943,77.0483,-148.53,281,281
-399.31,1410000,-13154.1611328125,24.6628,77.3354,-640.0,282,282
-583.27,1415000,-13363.341796875,24.6355,76.891,-380.54,283,283
-364.63,1420000,-13109.4345703125,23.042,75.7165,-355.8,284,284
-357.23,1425000,-13010.73828125,23.032,75.654,-378.11,285,285
-712.33,1430000,-13193.8359375,22.2647,75.393,-473.05,286,286
-197.56,1435000,-13295.5703125,23.5569,76.5611,-244.48,287,287
-410.68,1440000,-13378.666015625,24.0315,76.4705,-352.29,288,288
-384.4,1445000,-13393.1689453125,23.76,76.7727,-325.45,289,289
-243.83,1450000,-13224.2470703125,25.2356,74.9731,-295.53,290,290
-512.54,1455000,-13682.548828125,23.7603,77.61,-457.65,291,291
-311.97,1460000,-13670.341796875,27.1552,76.549,-613.53,292,292
-272.6,1465000,-13509.1376953125,23.7816,75.0542,-686.51,293,293
-605.42,1470000,-13717.0908203125,25.6445,75.8486,-761.67,294,294
-431.77,1475000,-13573.16015625,26.9927,75.4011,-563.93,295,295
-413.33,1480000,-13522.84375,25.2645,76.0332,-262.27,296,296
-445.34,1485000,-13666.888671875,25.762,75.4034,-546.17,297,297
-398.24,1490000,-13893.0419921875,26.3803,76.1594,-427.98,298,298
-557.0,1495000,-13793.625,23.6277,75.1546,-377.68,299,299
-419.42,1500000,-13998.8896484375,24.6038,75.5239,-409.26,300,300
-687.46,1505000,-14137.57421875,25.7008,76.9595,-690.52,301,301
-389.02,1510000,-14293.4892578125,24.5114,76.8708,-528.89,302,302
-659.63,1515000,-14240.05859375,25.6297,76.5114,-484.7,303,303
-799.0,1520000,-14131.6318359375,25.608,76.2481,-298.76,304,304
-516.78,1525000,-14287.7509765625,26.2953,76.562,-731.47,305,305
-556.17,1530000,-14342.634765625,25.1635,76.5076,-405.8,306,306
-454.49,1535000,-14224.1328125,29.2555,76.2325,-686.86,307,307
-612.14,1540000,-14267.1962890625,28.1631,76.5021,-696.48,308,308
-79.9,1545000,-14600.7158203125,25.7452,76.3387,-594.88,309,309
-150.4,1550000,-14446.296875,28.2006,76.2126,-334.68,310,310
-406.88,1555000,-14601.234375,25.4594,75.6159,-496.28,311,311
-542.85,1560000,-14540.7158203125,23.3677,76.0949,-228.09,312,312
-743.58,1565000,-14592.099609375,25.626,76.4425,-604.04,313,313
-492.38,1570000,-14812.9326171875,28.3182,76.6133,-587.36,314,314
-381.9,1575000,-14971.548828125,26.3756,76.6648,-337.97,315,315
-227.0,1580000,-14701.0966796875,24.8622,75.3856,-342.77,316,316
-374.63,1585000,-14775.63671875,26.2132,77.8316,-300.33,317,317
-579.71,1590000,-15112.7958984375,26.0971,77.581,-205.58,318,318
-855.79,1595000,-15047.6015625,24.4466,77.5143,-608.73,319,319
-590.03,1600000,-15107.306640625,24.2733,76.1257,-606.44,320,320
-489.25,1605000,-15043.9169921875,25.2384,75.4312,-412.24,321,321
-335.53,1610000,-15191.26171875,24.9184,76.6454,-641.61,322,322
-593.4,1615000,-15185.38671875,25.0016,75.5701,-691.69,323,323
-474.99,1620000,-15360.109375,26.1927,76.1982,-800.48,324,324
-656.59,1625000,-15402.021484375,29.2569,77.069,-892.71,325,325
-250.15,1630000,-15048.0595703125,24.1764,75.7537,-798.32,326,326
-398.25,1635000,-15000.23828125,25.4878,74.9634,-718.66,327,327
-703.85,1640000,-15340.966796875,24.6908,74.4316,-330.21,328,328
-530.64,1645000,-15039.63671875,24.7069,75.3322,-415.29,329,329
-434.5,1650000,-15423.001953125,23.8435,76.0969,-440.11,330,330
-337.26,1655000,-15592.271484375,25.2085,77.0795,-466.14,331,331
-407.92,1660000,-15528.4853515625,26.7287,76.8247,-466.38,332,332
-404.4,1665000,-15088.2509765625,71.6325,76.6316,-633.0,333,333
-940.58,1670000,-15600.837890625,25.2054,77.5043,-1077.89,334,334
-600.55,1675000,-15350.4326171875,30.6115,75.9899,-882.48,335,335
-815.25,1680000,-15253.5703125,27.2424,75.6695,-347.45,336,336
-405.37,1685000,-15368.626953125,23.6787,75.038,-319.27,337,337
-508.08,1690000,-15649.005859375,25.5756,77.0062,-675.23,338,338
-449.41,1695000,-15401.2802734375,22.5548,74.9535,-269.4,339,339
-770.38,1700000,-15646.396484375,24.1372,75.7935,-764.56,340,340
-261.21,1705000,-15595.080078125,23.3618,76.44,-747.18,341,341
-743.5,1710000,-15901.7529296875,22.9789,76.5688,-448.67,342,342
-623.52,1715000,-15929.5830078125,24.4336,77.3396,-222.52,343,343
-536.73,1720000,-15692.31640625,26.1831,76.4794,-543.63,344,344
-334.08,1725000,-15802.15234375,23.2401,75.9676,-523.59,345,345
-596.71,1730000,-16107.4482421875,23.711,75.8381,-512.27,346,346
-250.98,1735000,-15834.3095703125,26.1097,74.6211,-297.58,347,347
-341.38,1740000,-15830.3916015625,26.1592,76.104,-400.97,348,348
-189.85,1745000,-15985.37890625,23.0309,76.7861,-329.89,349,349
-457.24,1750000,-16016.1630859375,24.8661,75.589,-535.7,350,350
-762.2,1755000,-15954.26171875,23.6419,75.8518,-604.15,351,351
-462.33,1760000,-16127.109375,22.9459,75.6772,-398.61,352,352
-280.35,1765000,-16240.814453125,24.9059,77.1275,-591.52,353,353
-583.06,1770000,-16366.9892578125,26.7083,76.3362,-811.39,354,354
-842.51,1775000,-16342.953125,24.7985,76.2574,-453.51,355,355
-741.96,1780000,-16220.0029296875,23.9116,75.7123,-726.62,356,356
-613.86,1785000,-16170.0859375,22.7367,75.5763,-691.25,357,357
-577.69,1790000,-16270.3232421875,23.4563,74.1703,-671.23,358,358
-772.46,1795000,-16458.529296875,23.3019,76.5612,-820.47,359,359
-873.96,1800000,-16413.970703125,21.9813,74.662,-231.09,360,360
-476.8,1805000,-16176.9619140625,22.2089,74.1556,-382.02,361,361
-483.83,1810000,-16691.71484375,22.4213,76.2995,-708.83,362,362
-381.21,1815000,-16461.1875,22.3847,75.03,-523.82,363,363
-440.0,1820000,-16561.2109375,22.8404,75.9891,-531.14,364,364
-471.45,1825000,-16503.798828125,21.6783,74.3354,-657.74,365,365
-490.05,1830000,-16602.095703125,22.0141,74.7678,-738.31,366,366
-330.48,1835000,-16432.53125,20.9074,75.1475,-569.15,367,367
-448.27,1840000,-16658.751953125,22.4409,75.8799,-341.35,368,368
