Reward Loss,Running Forward KL,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Itration
-484.46490478515625,20.7634,250000,3429.22,2481.98,15.7188,50,50
-801.64599609375,20.5862,255000,3311.94,2836.58,14.4166,51,51
-963.1748657226562,21.5329,260000,3086.87,2092.16,13.3787,52,52
-921.00634765625,22.3898,265000,1291.23,1550.32,22.3136,53,53
-1522.121337890625,25.5376,270000,1051.98,930.26,15.9945,54,54
-1033.9857177734375,22.643,275000,2014.5,1209.52,13.0863,55,55
-1490.5213623046875,24.3542,280000,3157.37,1712.57,28.4783,56,56
-1139.6826171875,21.145,285000,2169.87,1800.21,13.7896,57,57
-683.7930908203125,19.8612,290000,3349.75,2673.99,13.5383,58,58
-695.4671630859375,20.002,295000,3349.86,2696.68,12.5818,59,59
-1276.9927978515625,21.3319,300000,3342.4,1635.4,17.9202,60,60
-1442.2325439453125,22.7949,305000,1406.21,1410.99,13.6998,61,61
-592.8432006835938,21.0018,310000,3471.14,3175.91,12.508,62,62
-1305.42333984375,23.1261,315000,3395.11,1735.66,13.9812,63,63
-1639.817138671875,22.5028,320000,1077.27,1372.12,40.4352,64,64
-996.44091796875,20.9722,325000,1843.2,1996.69,14.3341,65,65
-802.9395141601562,23.2555,330000,3431.46,2492.02,13.7421,66,66
-1621.5067138671875,23.1727,335000,2050.01,1213.45,15.4338,67,67
-1193.101806640625,23.1872,340000,3389.81,1746.6,13.6922,68,68
-1422.417724609375,22.7983,345000,229.14,1472.65,16.6922,69,69
-1532.61328125,23.8668,350000,1482.02,1459.55,13.4482,70,70
-897.6687622070312,21.2611,355000,3328.61,2573.77,13.6877,71,71
-1578.382080078125,23.9057,360000,3138.57,2231.43,15.184,72,72
-1264.0374755859375,22.8523,365000,3471.05,1980.89,16.6397,73,73
-1242.348876953125,23.1046,370000,3404.9,2513.95,32.4605,74,74
-1147.436767578125,21.6569,375000,3325.65,2476.47,20.246,75,75
-1035.3194580078125,21.9019,380000,3422.94,2177.83,14.4264,76,76
-1328.2186279296875,22.2617,385000,3378.84,1480.11,15.3238,77,77
-1341.4893798828125,22.6293,390000,3533.82,2037.1,21.1156,78,78
-2256.09716796875,32.3044,395000,212.09,256.87,23.7386,79,79
-1675.3853759765625,23.6189,400000,1720.42,1673.03,18.7657,80,80
-1475.7840576171875,22.892,405000,3454.36,2533.64,20.2197,81,81
-1228.3948974609375,22.3922,410000,3347.02,2781.48,15.9487,82,82
-1908.7171630859375,23.8317,415000,235.69,858.63,32.0801,83,83
-1120.38134765625,21.8141,420000,3447.82,2314.71,14.2507,84,84
-1165.7987060546875,22.2005,425000,3229.06,1792.57,17.6869,85,85
-1582.8753662109375,21.5558,430000,3473.89,2936.9,27.6024,86,86
-1943.3758544921875,23.828,435000,2054.19,1311.62,28.6134,87,87
-1558.45361328125,21.4387,440000,1205.07,2287.0,24.1621,88,88
-1737.6922607421875,21.6037,445000,3465.38,2959.51,32.5182,89,89
-1362.828125,21.4609,450000,3461.51,1466.95,21.3005,90,90
-1337.398681640625,21.1625,455000,1962.14,2331.01,15.942,91,91
-1810.1717529296875,22.8178,460000,3457.01,1846.68,25.0244,92,92
-2462.89404296875,23.3149,465000,1491.95,1113.7,44.3222,93,93
-1076.3018798828125,20.3654,470000,3433.92,2075.9,19.408,94,94
-1763.6107177734375,21.946,475000,3491.26,2504.9,32.6371,95,95
-2670.757080078125,24.6703,480000,1187.83,1236.76,45.6238,96,96
-2410.50048828125,22.7347,485000,3382.58,1632.53,45.2399,97,97
-2045.508056640625,21.4002,490000,3365.89,1886.64,44.9388,98,98
-2209.346435546875,22.5236,495000,3472.38,2311.44,36.7881,99,99
-2707.563232421875,22.8111,500000,1412.07,1216.03,46.1783,100,100
-2174.788330078125,21.6408,505000,3269.81,1869.31,42.1256,101,101
-2361.273681640625,22.5798,510000,3439.24,1596.39,47.2474,102,102
-2862.130859375,24.0359,515000,3485.58,1676.21,46.926,103,103
-3002.7412109375,23.6127,520000,1948.75,571.24,58.2436,104,104
-3456.672607421875,25.4063,525000,2630.18,659.12,55.8635,105,105
-1442.843017578125,21.0605,530000,2872.43,2429.36,19.2772,106,106
-3081.75244140625,23.5577,535000,2474.56,1236.97,38.9734,107,107
-3183.399658203125,23.0329,540000,2460.7,1487.26,65.8493,108,108
-3540.78125,24.1825,545000,3420.26,863.42,44.4684,109,109
-2205.9951171875,22.4275,550000,2851.7,2291.12,33.8853,110,110
-2413.707275390625,22.2287,555000,2667.26,1673.93,43.7593,111,111
-2053.446533203125,22.3557,560000,3510.43,2100.53,21.1748,112,112
-4044.7578125,24.7753,565000,1286.55,1121.18,76.3146,113,113
-1382.6146240234375,20.8671,570000,3221.02,1890.25,14.1604,114,114
-2813.33349609375,21.1775,575000,1077.43,1680.7,40.2519,115,115
-2497.096435546875,21.2935,580000,3482.33,1468.86,48.649,116,116
-2942.14111328125,22.9916,585000,3496.68,1743.97,47.9804,117,117
-3675.916015625,22.9165,590000,3449.74,1758.48,58.433,118,118
-1906.7996826171875,20.7157,595000,3437.31,2102.49,29.7955,119,119
-977.2699584960938,19.9274,600000,3447.53,2563.9,12.1824,120,120
-2984.55615234375,21.7736,605000,3429.5,1417.82,27.9934,121,121
-1704.154296875,20.6225,610000,3455.6,2626.95,14.169,122,122
-1619.8795166015625,20.7372,615000,488.98,561.33,16.5974,123,123
-3826.33740234375,23.5115,620000,1329.98,1250.96,45.2893,124,124
-4108.34228515625,24.2664,625000,1839.83,1123.24,23.4083,125,125
-4635.59814453125,25.9819,630000,757.73,820.96,42.505,126,126
-1132.2537841796875,20.6953,635000,2301.43,2253.54,11.4569,127,127
-735.2738647460938,20.4571,640000,3462.32,2967.01,11.7709,128,128
-2461.988037109375,20.165,645000,463.91,767.2,32.5361,129,129
-1242.738525390625,21.0402,650000,3419.37,2883.74,13.3189,130,130
-3196.2490234375,23.7808,655000,3462.49,1987.05,31.768,131,131
-3470.482421875,23.0197,660000,3454.5,1540.54,38.2326,132,132
-2538.705078125,21.8005,665000,540.71,1244.66,13.9723,133,133
-1543.9993896484375,20.7463,670000,3321.76,2828.51,16.1864,134,134
-3695.193115234375,22.5654,675000,543.24,732.22,35.9341,135,135
-2230.514404296875,20.4214,680000,3221.64,1729.59,23.1958,136,136
-2529.20703125,20.758,685000,3528.9,1468.78,24.6258,137,137
-2908.57373046875,19.7744,690000,3414.68,2260.1,42.5844,138,138
-5240.6728515625,25.0506,695000,659.09,785.11,61.2426,139,139
-3954.231201171875,22.2326,700000,3496.9,1784.66,39.282,140,140
-3914.543212890625,23.4944,705000,1042.22,1391.19,31.6564,141,141
-1820.9307861328125,19.9118,710000,3502.81,2481.35,13.9646,142,142
-2980.852294921875,21.8758,715000,3509.55,2808.41,24.0313,143,143
-4115.52294921875,22.2485,720000,3560.84,1194.69,36.7515,144,144
-4808.8046875,23.9244,725000,3421.75,1339.01,32.9485,145,145
-3440.05078125,22.4043,730000,3416.54,1898.88,23.7552,146,146
-3603.35400390625,21.9468,735000,1067.01,958.52,20.5918,147,147
-2793.274658203125,21.904,740000,3532.42,768.21,30.8199,148,148
-4758.640625,21.7304,745000,1238.5,1410.42,50.1731,149,149
-3657.982177734375,21.096,750000,3485.15,1799.97,26.935,150,150
-3128.495361328125,20.8075,755000,1381.23,1220.9,27.0199,151,151
-4705.73681640625,22.9975,760000,3453.55,1008.8,32.3917,152,152
-1836.160400390625,22.5846,765000,3533.77,2524.29,16.9477,153,153
-1143.00390625,18.5396,770000,3498.56,3386.84,10.22,154,154
-5526.896484375,23.1819,775000,1718.49,1202.78,35.5382,155,155
-2747.566162109375,20.6412,780000,2312.95,2235.88,17.723,156,156
-4627.158203125,23.3579,785000,3543.03,1462.87,22.6577,157,157
-4386.4267578125,22.1749,790000,2811.16,1286.53,18.5355,158,158
-4899.33203125,22.6632,795000,3460.05,2327.86,34.4615,159,159
-2731.12646484375,21.2796,800000,2397.77,1669.71,16.4721,160,160
-5141.6953125,23.1869,805000,2975.27,1327.8,25.3703,161,161
-2819.0830078125,20.4623,810000,3506.01,2563.57,15.9278,162,162
-2803.738525390625,20.0195,815000,3473.3,1564.66,17.3821,163,163
-3497.97412109375,20.226,820000,3492.14,2251.05,20.0854,164,164
-2803.226806640625,20.9949,825000,3450.33,2364.77,15.8097,165,165
-4755.89453125,23.6533,830000,3456.56,1766.51,23.2231,166,166
-2795.56396484375,20.8422,835000,3221.17,2876.88,19.0974,167,167
-3785.22900390625,22.2166,840000,3367.19,1498.19,17.1443,168,168
-3522.38232421875,21.5354,845000,3619.05,1889.82,22.235,169,169
-6439.53271484375,23.7629,850000,3472.05,1230.91,48.413,170,170
-4862.044921875,22.2494,855000,3524.27,1634.56,26.5455,171,171
-5603.49169921875,23.3962,860000,3503.41,1603.1,32.2248,172,172
-4530.2021484375,22.1955,865000,3529.66,1971.2,25.4082,173,173
-5596.75732421875,22.8234,870000,3514.8,1543.13,23.5281,174,174
-3309.112548828125,21.0216,875000,2515.49,1717.06,18.8186,175,175
-5469.6484375,21.9833,880000,3528.31,1629.51,32.3966,176,176
-3583.04150390625,21.1636,885000,3519.09,2878.28,17.3643,177,177
-4756.46337890625,22.1836,890000,194.1,1118.6,15.886,178,178
-6710.294921875,23.5617,895000,1905.35,1728.86,33.5614,179,179
-3575.06689453125,20.5838,900000,3509.88,2847.09,17.0617,180,180
-3699.444091796875,20.7536,905000,3474.06,2402.39,19.5274,181,181
-7115.23046875,23.1127,910000,1128.93,1180.75,38.6989,182,182
-6906.9638671875,22.3324,915000,3191.19,1465.61,39.2117,183,183
-2953.390869140625,20.6894,920000,3479.15,2637.41,15.5768,184,184
-5082.4921875,22.4538,925000,3461.88,1994.28,27.0271,185,185
-6391.0810546875,22.4813,930000,1387.33,1034.78,31.2159,186,186
-4661.41455078125,21.6722,935000,901.1,2045.47,23.6491,187,187
-6236.05615234375,22.7562,940000,3517.29,2099.96,28.0383,188,188
-5488.43603515625,21.3771,945000,3514.75,1759.12,26.7885,189,189
-3339.657958984375,20.1779,950000,3444.3,2337.05,12.8181,190,190
-4160.31689453125,21.567,955000,3461.53,2399.01,17.2298,191,191
-6638.27099609375,23.5505,960000,3554.97,1726.33,29.1312,192,192
-4039.281005859375,21.4081,965000,2992.62,2492.96,24.282,193,193
-5971.27294921875,23.8772,970000,2306.72,1683.71,24.9035,194,194
-6322.3671875,22.9678,975000,3336.78,1418.1,18.4582,195,195
-6549.79443359375,22.9278,980000,2920.61,1609.18,19.7282,196,196
-6336.630859375,22.3085,985000,1037.15,1769.48,17.3331,197,197
-2739.331298828125,21.4221,990000,3529.72,1956.69,12.8077,198,198
-7087.41357421875,23.352,995000,3528.49,1606.37,25.8538,199,199
