Reward Loss,Real Det Return,Itration,Running Forward KL,Running Env Steps,Running Reverse KL,Real Sto Return,Running Update Time
-1516.2489013671875,1223.58,30,46.5693,150000,32.4021,1327.04,30
-1528.4288330078125,1376.46,31,46.6334,155000,42.117,1156.79,31
-1490.3885498046875,1038.52,32,46.203,160000,23.6209,984.7,32
-1713.2266845703125,1420.11,33,46.582,165000,38.8854,1234.41,33
-1507.6114501953125,1166.16,34,46.2225,170000,23.7802,1191.62,34
-1397.908935546875,1462.24,35,46.2447,175000,16.8764,1128.08,35
-1307.719970703125,1121.26,36,46.7146,180000,17.6799,1107.62,36
-1777.9451904296875,1193.77,37,46.7787,185000,29.6279,1171.77,37
-1640.509765625,1174.06,38,46.2823,190000,24.4324,1036.79,38
-1333.631103515625,1157.45,39,45.9965,195000,14.9669,1268.27,39
-1362.076416015625,1168.48,40,46.5978,200000,14.7447,1198.56,40
-1358.62744140625,1127.41,41,46.4253,205000,14.8862,1201.65,41
-1384.9034423828125,2838.78,42,45.9576,210000,14.614,1822.83,42
-1664.8726806640625,3093.51,43,46.1481,215000,21.4477,1969.61,43
-1703.4288330078125,1716.4,44,45.5048,220000,16.9886,1311.25,44
-1730.84912109375,2754.6,45,46.2807,225000,15.2162,1531.48,45
-1308.8702392578125,3624.53,46,45.458,230000,21.1218,3003.32,46
-1682.328369140625,3607.86,47,45.6681,235000,20.9322,2245.34,47
-1541.4326171875,3188.49,48,45.2986,240000,17.5738,2433.21,48
-1787.260986328125,3390.89,49,45.5751,245000,20.0363,2863.75,49
-1505.710205078125,2999.18,50,45.5733,250000,17.7338,2883.11,50
-1594.094482421875,3317.86,51,45.7669,255000,16.856,2915.63,51
-1665.304443359375,3265.4,52,45.4544,260000,16.6204,3274.29,52
-1639.971435546875,3092.21,53,46.0784,265000,17.9307,3122.95,53
-1777.1221923828125,3308.78,54,45.5675,270000,17.2795,2845.39,54
-1758.39013671875,3507.68,55,45.4497,275000,17.6106,2703.83,55
-1894.98828125,3390.08,56,45.9129,280000,17.8828,3399.61,56
-2015.177490234375,3774.95,57,45.3956,285000,16.7012,2759.78,57
-1824.8331298828125,3669.15,58,45.1158,290000,19.6089,3514.91,58
-2016.262451171875,3192.24,59,46.0129,295000,18.6894,3421.22,59
-1848.315673828125,3098.38,60,45.6012,300000,18.0621,3394.88,60
-2010.32568359375,3288.04,61,45.2872,305000,17.7772,2642.31,61
-2177.52001953125,3705.65,62,45.2425,310000,16.4808,2681.99,62
-2197.282470703125,3817.47,63,45.6667,315000,15.5802,2154.77,63
-2085.15771484375,3362.68,64,45.1751,320000,18.062,3201.01,64
-2307.802734375,1505.3,65,45.7225,325000,18.7868,2838.86,65
-2193.357177734375,3219.47,66,45.198,330000,17.8378,3237.94,66
-2156.39599609375,3325.92,67,44.9391,335000,17.8347,3275.95,67
-2270.5654296875,3394.46,68,45.3859,340000,18.5035,3232.63,68
-2574.306884765625,3469.98,69,45.9554,345000,18.6619,2563.82,69
-2280.53173828125,3173.87,70,45.8453,350000,20.3712,3375.28,70
-2770.728515625,2863.89,71,45.8105,355000,18.2966,1993.99,71
-2567.586669921875,3345.48,72,45.4824,360000,17.1795,3357.41,72
-2449.158447265625,3277.53,73,45.2159,365000,19.2827,3208.66,73
-2652.173828125,3584.41,74,45.3424,370000,18.1106,2757.67,74
-2505.03759765625,3240.69,75,45.5917,375000,18.6554,3544.17,75
-2552.29443359375,3501.21,76,44.882,380000,16.5336,3167.18,76
-2777.654296875,3389.42,77,45.542,385000,18.4686,3075.67,77
-2625.64892578125,3273.15,78,45.636,390000,18.8451,3554.89,78
-2807.73095703125,3778.23,79,44.9024,395000,15.9087,2692.56,79
-2681.802490234375,3313.84,80,45.2701,400000,20.06,3497.6,80
-3123.031005859375,3488.21,81,45.1653,405000,21.4925,3318.19,81
-2880.234130859375,3428.71,82,45.5485,410000,20.1498,3254.73,82
-3195.222900390625,3393.94,83,46.0535,415000,18.7809,3399.49,83
-3243.89990234375,3796.21,84,45.9998,420000,20.8963,3232.17,84
-3036.619384765625,3451.21,85,45.666,425000,20.0167,3402.91,85
-3156.836669921875,3549.91,86,45.2864,430000,19.74,3301.45,86
-3483.918212890625,3884.72,87,46.0511,435000,20.0625,2635.89,87
-3301.947021484375,3399.25,88,45.7828,440000,18.5754,3602.31,88
-3294.026611328125,3433.31,89,45.6443,445000,19.849,3362.15,89
-3313.547119140625,3695.76,90,45.6276,450000,20.1251,3089.93,90
-3462.172607421875,3770.89,91,45.7329,455000,19.9621,3319.58,91
-3641.4375,3639.41,92,45.5046,460000,18.1979,3357.04,92
-3384.523193359375,3592.76,93,45.7754,465000,18.7923,3612.73,93
-3525.091064453125,3877.37,94,45.6175,470000,19.2976,3292.13,94
-3450.829833984375,3719.98,95,45.6485,475000,21.2136,3575.42,95
-3519.57763671875,3769.29,96,45.1051,480000,19.0831,3611.45,96
-3609.145263671875,3753.76,97,45.6033,485000,19.336,3505.41,97
-3738.249267578125,3805.53,98,45.8286,490000,20.5838,3483.92,98
-3951.7919921875,3575.98,99,45.9597,495000,17.7338,3148.67,99
-3662.89501953125,3752.62,100,45.403,500000,19.1197,3157.17,100
-3889.6904296875,3419.92,101,45.255,505000,19.949,3318.28,101
-3841.52880859375,3577.83,102,45.211,510000,18.3935,2971.4,102
-3989.920166015625,3719.5,103,45.8287,515000,20.0595,3187.04,103
-3930.352294921875,3782.15,104,45.499,520000,20.3157,3226.46,104
-4046.450439453125,3763.48,105,45.5924,525000,17.8912,3290.97,105
-4301.0009765625,3720.94,106,45.9973,530000,20.457,3180.51,106
-3963.95751953125,3838.63,107,45.3743,535000,18.7825,3275.11,107
-4364.626953125,3570.11,108,45.7942,540000,21.2089,2656.52,108
-4185.99365234375,3779.9,109,45.6541,545000,20.3363,3545.14,109
-4111.81103515625,3688.26,110,45.2213,550000,18.4195,3274.09,110
-4309.86181640625,3745.92,111,45.502,555000,18.4624,3305.51,111
-4447.3662109375,3753.49,112,45.4266,560000,23.9888,3188.26,112
-4549.21728515625,3763.94,113,45.7233,565000,20.6742,3341.25,113
-4846.67138671875,3888.58,114,45.696,570000,36.0399,2586.02,114
-4507.9765625,3917.78,115,45.5916,575000,18.7493,3165.17,115
-4853.75927734375,3584.02,116,45.5846,580000,26.5287,2752.99,116
-4531.88818359375,3579.1,117,45.1017,585000,18.3643,3605.44,117
-4570.12646484375,3801.45,118,44.8783,590000,18.7747,3214.32,118
-4971.5400390625,3812.25,119,45.602,595000,24.4109,2794.72,119
-4909.66845703125,3826.78,120,46.0368,600000,21.0814,2485.92,120
-4894.01220703125,3817.78,121,45.6876,605000,19.2574,3123.09,121
-4672.8525390625,3758.57,122,45.0152,610000,17.3665,3002.02,122
-4837.7626953125,3844.87,123,45.3588,615000,18.7088,2739.19,123
-5158.85009765625,3958.11,124,45.6935,620000,26.3988,2657.31,124
-4954.412109375,3905.37,125,45.4698,625000,18.3307,3023.48,125
-4925.88037109375,3691.84,126,44.8795,630000,18.493,3599.26,126
-5058.12548828125,3609.71,127,45.345,635000,18.5155,3587.2,127
-4987.43408203125,3708.54,128,44.9569,640000,17.776,3124.22,128
-5323.89501953125,3784.24,129,45.5091,645000,22.6446,3211.15,129
-5149.81689453125,3809.27,130,45.1251,650000,18.6597,3843.76,130
-5275.89013671875,3958.64,131,45.3791,655000,17.0696,3036.1,131
-5416.673828125,3758.3,132,45.6956,660000,20.8307,3073.53,132
-5308.2607421875,3834.05,133,45.4875,665000,17.5678,3281.0,133
-5302.0263671875,3516.32,134,45.0528,670000,19.8616,3431.61,134
-5637.84521484375,3798.38,135,45.5837,675000,22.899,3616.66,135
-6100.2802734375,3891.84,136,46.0538,680000,28.9505,2609.41,136
-5663.62744140625,3514.55,137,45.2673,685000,19.878,3556.94,137
-5559.67041015625,3784.44,138,45.4504,690000,18.2586,2957.51,138
-5531.91796875,3653.54,139,45.0354,695000,17.8228,3502.25,139
-5650.064453125,3805.49,140,45.2637,700000,20.0532,3577.06,140
-5765.19873046875,3548.35,141,45.0326,705000,18.0864,3597.47,141
-5884.34716796875,3775.82,142,45.4712,710000,17.7815,2858.14,142
-6077.0361328125,3878.38,143,45.7174,715000,20.8909,2578.07,143
-5952.64697265625,3947.33,144,45.3781,720000,19.1368,2815.44,144
-6087.03564453125,3832.75,145,45.3498,725000,18.2802,2796.19,145
-6135.69287109375,3850.63,146,45.4215,730000,16.4505,2815.26,146
-6083.814453125,3515.63,147,45.4266,735000,16.9827,3176.72,147
-6260.69580078125,3673.78,148,45.2962,740000,18.0618,3015.58,148
-6194.8828125,3590.59,149,45.2516,745000,16.8005,3246.25,149
-6276.2861328125,3606.52,150,45.4905,750000,18.6445,3365.59,150
-6654.912109375,3895.87,151,45.6679,755000,23.5034,3145.33,151
-6314.3720703125,3860.88,152,45.1153,760000,17.283,2920.94,152
-6443.822265625,3350.72,153,45.2243,765000,18.6357,3434.18,153
-6437.791015625,3900.75,154,45.4679,770000,17.2457,3149.32,154
-6660.1005859375,3808.27,155,45.2474,775000,18.8973,3320.15,155
-6669.6923828125,3630.6,156,45.1164,780000,20.0671,3615.78,156
-6663.70166015625,3830.39,157,45.1675,785000,17.5681,3333.44,157
-6678.97607421875,3487.85,158,45.0891,790000,18.1398,3611.36,158
-6954.84619140625,3613.37,159,45.1964,795000,20.197,2908.58,159
-6918.30712890625,3409.72,160,44.9556,800000,17.3063,3536.79,160
-7027.0673828125,3616.79,161,45.4787,805000,19.6672,3510.45,161
-6898.37646484375,3670.26,162,45.0843,810000,15.6497,3210.04,162
-6653.3271484375,3981.26,163,45.1443,815000,16.6286,3250.81,163
-7194.07568359375,3805.51,164,45.1793,820000,19.2549,3514.28,164
-7214.65966796875,3582.29,165,45.1835,825000,19.8668,3414.17,165
-7220.36767578125,3465.96,166,45.3334,830000,18.0452,3592.38,166
-7445.486328125,3676.02,167,45.1002,835000,20.7162,3660.03,167
-7306.9609375,3742.63,168,44.8405,840000,18.876,3557.96,168
-7815.8310546875,3775.28,169,45.2741,845000,24.2728,2965.81,169
-7568.30029296875,3801.85,170,45.4514,850000,19.2623,3318.79,170
-7638.1669921875,3657.28,171,45.3829,855000,18.0569,3265.34,171
-7580.07421875,3493.37,172,45.2566,860000,18.383,3516.68,172
-8019.7822265625,3647.47,173,45.482,865000,22.9931,3245.36,173
-7900.83642578125,3934.51,174,45.0037,870000,21.8216,3392.29,174
-7836.8291015625,3898.92,175,44.9189,875000,23.7446,3196.25,175
-7789.1728515625,3441.77,176,44.5878,880000,18.9821,3569.07,176
-7909.91015625,3742.3,177,45.1851,885000,16.6658,3267.09,177
-8249.0693359375,3534.22,178,45.5604,890000,18.5218,3570.43,178
-8075.72802734375,3105.36,179,45.2506,895000,15.5531,2799.72,179
-7904.27685546875,3975.96,180,44.8478,900000,19.8376,3238.76,180
-8364.6826171875,3673.0,181,45.2306,905000,23.0879,3390.94,181
-8513.666015625,3425.26,182,45.0497,910000,17.9979,3759.01,182
-8431.138671875,3895.66,183,45.3378,915000,19.8883,2699.76,183
-8671.3798828125,3790.14,184,45.374,920000,25.5227,2902.3,184
-8533.4873046875,3660.81,185,45.0763,925000,17.8853,2992.47,185
-8641.3896484375,3608.37,186,45.3091,930000,19.4444,3477.57,186
-8696.474609375,3513.32,187,45.2057,935000,18.4537,3017.74,187
-8965.1376953125,3888.01,188,45.187,940000,21.536,3010.24,188
-9012.091796875,3736.26,189,45.277,945000,20.7602,3242.32,189
-8994.0166015625,3668.66,190,44.9661,950000,20.8328,3679.28,190
-8786.109375,3946.36,191,45.0136,955000,18.7515,2906.18,191
-8880.19921875,3823.24,192,44.6647,960000,17.3547,3332.76,192
-8993.865234375,3664.13,193,45.0463,965000,19.2057,3246.57,193
-8939.2099609375,3816.66,194,44.8948,970000,18.1284,3552.54,194
-9050.4755859375,3943.69,195,45.0709,975000,15.7006,3154.93,195
-9098.79296875,3945.61,196,44.8114,980000,17.1431,3193.18,196
-9814.1123046875,3936.37,197,45.188,985000,20.1218,3284.14,197
-9772.6845703125,4037.16,198,45.5689,990000,21.5952,2902.72,198
-9244.7099609375,3930.02,199,45.1967,995000,19.66,3317.0,199
-9400.94921875,3965.5,200,45.0564,1000000,17.9742,3554.62,200
-9188.6826171875,3691.91,201,44.8181,1005000,17.2501,3804.41,201
-9597.1767578125,3840.34,202,45.1295,1010000,18.3935,3642.09,202
-9695.78125,3820.09,203,45.1113,1015000,17.6662,3574.0,203
-10003.1220703125,3872.22,204,45.0439,1020000,19.0114,3655.86,204
-9802.017578125,3887.78,205,44.6953,1025000,18.2599,3758.39,205
-9654.4365234375,4015.09,206,45.0985,1030000,17.0919,3555.95,206
-10084.365234375,3920.85,207,45.0967,1035000,17.7739,3652.63,207
-10159.7958984375,3877.45,208,45.1544,1040000,16.6473,3737.41,208
-10044.4775390625,3891.01,209,45.0053,1045000,18.7333,3487.25,209
-10349.02734375,3847.2,210,45.2065,1050000,18.8554,3676.54,210
-10369.171875,3851.94,211,44.9989,1055000,17.9931,3573.12,211
-10374.5078125,3888.11,212,44.7339,1060000,17.0291,3577.98,212
-10583.7958984375,3858.57,213,45.1625,1065000,17.5293,3855.82,213
-10518.3828125,3479.28,214,44.8218,1070000,16.9476,3610.42,214
-10462.65234375,3877.99,215,44.8116,1075000,17.748,3598.97,215
-10473.3818359375,3554.76,216,44.5033,1080000,15.9448,3597.77,216
-10917.5302734375,3649.45,217,44.7786,1085000,17.1436,3452.36,217
-10873.794921875,3575.93,218,44.8304,1090000,16.5333,3763.14,218
-11011.2568359375,3651.81,219,44.8592,1095000,16.6923,3659.97,219
-10926.0244140625,3629.8,220,44.8541,1100000,16.617,3650.42,220
-11018.28125,3585.57,221,45.0274,1105000,18.323,3663.35,221
-11085.69921875,3707.03,222,44.8316,1110000,17.4017,3565.58,222
-11467.6201171875,3629.33,223,44.9499,1115000,17.1085,3521.59,223
-11433.0888671875,3651.23,224,44.8354,1120000,17.3047,3617.62,224
-11481.35546875,3558.92,225,44.8244,1125000,17.5799,3792.13,225
-11423.8017578125,3771.43,226,44.6544,1130000,16.7652,3452.67,226
-11516.9833984375,3538.61,227,44.8188,1135000,16.9572,3738.05,227
-11788.6259765625,3505.04,228,44.8192,1140000,17.232,3783.33,228
-11730.7412109375,3589.03,229,44.807,1145000,16.3951,3657.84,229
-11932.4150390625,3509.56,230,44.6553,1150000,16.421,3609.44,230
-11827.33203125,3534.45,231,44.8549,1155000,17.2658,3655.12,231
-12001.4931640625,3582.92,232,44.4687,1160000,17.6931,3719.05,232
-11833.517578125,3619.35,233,44.5156,1165000,15.5972,3665.05,233
-12114.25390625,3586.1,234,44.8083,1170000,16.6066,3792.06,234
-11861.583984375,3676.8,235,44.7063,1175000,16.2085,3764.76,235
-12188.8310546875,3851.71,236,44.8346,1180000,16.2062,3439.07,236
-12469.5634765625,3565.68,237,44.911,1185000,17.0242,3664.41,237
-12521.4677734375,3559.21,238,44.7411,1190000,15.9294,3428.39,238
-12507.34765625,3766.6,239,44.7356,1195000,15.8435,3772.87,239
-12724.814453125,3761.31,240,44.4722,1200000,16.8991,3845.42,240
-12729.2236328125,3617.12,241,44.8435,1205000,16.6193,3821.95,241
-12813.0595703125,3687.35,242,44.5937,1210000,16.3821,3710.6,242
-13036.86328125,3661.39,243,44.636,1215000,15.4142,3675.52,243
-12969.888671875,3828.18,244,44.6755,1220000,16.7889,3730.85,244
-13218.66796875,3951.31,245,44.9479,1225000,16.2255,3551.18,245
-13053.3203125,3884.25,246,44.6332,1230000,16.4503,3661.44,246
-13262.96484375,3733.87,247,44.9486,1235000,16.0911,3804.77,247
-13192.6025390625,3783.24,248,44.8726,1240000,15.8747,3692.89,248
-13563.8466796875,3596.94,249,44.6726,1245000,17.5547,3741.6,249
-13520.705078125,3820.25,250,44.6386,1250000,17.2154,3803.77,250
-13689.3515625,3581.75,251,44.4631,1255000,16.9806,3635.71,251
-13665.564453125,3518.15,252,44.5559,1260000,16.5637,3679.95,252
-14033.5302734375,3618.59,253,44.4734,1265000,17.5237,3640.85,253
-13979.7607421875,3497.3,254,44.5253,1270000,17.4221,3814.27,254
-14103.91015625,3593.05,255,44.5845,1275000,16.7455,3778.68,255
-13992.4228515625,3999.04,256,44.9203,1280000,16.74,3804.79,256
-14237.130859375,3518.18,257,44.5705,1285000,17.2515,3846.84,257
-14201.3359375,3607.54,258,44.8684,1290000,16.9653,3875.21,258
-14758.8564453125,3559.26,259,44.4519,1295000,17.4321,3679.41,259
-14796.033203125,3491.69,260,44.8821,1300000,17.2669,3657.72,260
-14900.076171875,3493.39,261,44.7779,1305000,17.478,3651.06,261
-15061.6328125,3650.13,262,44.4929,1310000,17.3077,3774.81,262
-15556.279296875,3527.08,263,44.6315,1315000,17.6687,3614.3,263
-15509.2998046875,3611.16,264,44.9445,1320000,16.5934,3570.94,264
-15427.67578125,3704.24,265,44.8079,1325000,17.6343,3544.74,265
-15666.8076171875,3743.63,266,44.4442,1330000,17.5162,3887.46,266
-15933.23046875,3553.38,267,44.3695,1335000,18.0255,3882.98,267
-15601.5498046875,3721.76,268,44.1795,1340000,17.8213,3577.67,268
-16149.5517578125,3554.21,269,44.5393,1345000,17.1496,3689.02,269
-15958.470703125,3882.05,270,44.6281,1350000,16.9487,3727.56,270
-16049.2451171875,3528.93,271,44.978,1355000,17.486,3576.36,271
-16412.046875,3820.11,272,44.4671,1360000,18.0573,3662.16,272
-16730.580078125,3932.15,273,44.893,1365000,17.0353,3626.27,273
-16588.9296875,3916.46,274,44.5677,1370000,17.2368,3782.2,274
-16738.45703125,3756.31,275,44.5549,1375000,16.3476,3571.77,275
-16593.853515625,3764.69,276,44.5617,1380000,18.0002,3695.04,276
-16801.6953125,3901.0,277,44.561,1385000,18.0345,3513.44,277
-17076.23828125,3820.56,278,44.5963,1390000,17.7511,3746.78,278
-16868.03125,3950.68,279,44.4878,1395000,17.5033,3695.98,279
-17351.98046875,3702.97,280,44.7511,1400000,17.3702,3876.09,280
-17307.0703125,3654.28,281,44.4702,1405000,17.201,3764.46,281
-17446.560546875,3699.06,282,44.5465,1410000,17.1528,3889.55,282
-17376.25,3853.29,283,44.3027,1415000,17.6063,3677.66,283
-17798.0390625,3712.05,284,44.7019,1420000,17.5349,3629.34,284
-17610.42578125,3788.45,285,44.2099,1425000,17.5897,3650.69,285
-17639.16796875,3878.65,286,44.3651,1430000,17.2973,3629.45,286
-17860.751953125,3698.58,287,44.3394,1435000,17.8146,3877.34,287
-18122.24609375,3760.03,288,44.8014,1440000,18.5451,3649.4,288
-18068.546875,3787.45,289,44.7792,1445000,16.5796,3910.69,289
-18373.537109375,3960.4,290,44.4793,1450000,18.0291,3954.47,290
-18286.65625,3620.02,291,44.4483,1455000,16.7088,3676.87,291
-18466.607421875,3966.55,292,44.5934,1460000,18.0522,3786.97,292
-19143.19140625,3675.62,293,44.6379,1465000,18.3735,3937.36,293
-19545.62890625,3621.26,294,44.9197,1470000,18.0021,3618.88,294
-18898.70703125,3711.53,295,44.4518,1475000,17.5253,3827.54,295
-19213.072265625,3937.17,296,44.7687,1480000,17.9401,3741.35,296
-18737.271484375,4009.73,297,44.6325,1485000,16.399,3756.64,297
-19343.572265625,3993.7,298,44.3227,1490000,18.1186,3935.81,298
-19532.369140625,4019.44,299,44.6198,1495000,18.652,3853.86,299
-19324.623046875,4090.99,300,44.4999,1500000,17.9155,3780.89,300
-19963.134765625,4096.87,301,44.32,1505000,18.0541,3682.33,301
-19413.775390625,4113.12,302,44.7367,1510000,18.0173,3627.36,302
-19798.90625,4137.08,303,44.8088,1515000,17.5387,3628.08,303
-19949.890625,4167.03,304,44.5298,1520000,16.7513,3704.27,304
-19877.640625,4116.98,305,44.6138,1525000,18.2153,3785.08,305
-19996.8984375,4129.97,306,44.7316,1530000,15.8822,3550.47,306
-20373.3203125,4101.57,307,44.5938,1535000,17.591,3745.42,307
-20251.75390625,4154.48,308,44.6761,1540000,17.6883,3749.61,308
-20669.28515625,4141.49,309,44.7423,1545000,17.8655,3629.24,309
-21346.90234375,4073.12,310,44.5799,1550000,18.3925,3881.36,310
-20694.55078125,4108.8,311,44.6726,1555000,17.1469,3758.94,311
-21341.46875,4105.32,312,44.8542,1560000,18.7961,3861.61,312
-21292.029296875,4088.9,313,44.9353,1565000,17.8532,3812.56,313
-21348.48828125,4051.05,314,44.8221,1570000,17.5157,3734.07,314
-21681.58203125,3958.88,315,44.6107,1575000,16.5735,3800.63,315
-21642.904296875,4002.9,316,44.8352,1580000,16.9113,3904.16,316
-21738.69921875,3916.84,317,44.6238,1585000,17.681,3965.39,317
-21419.439453125,4059.87,318,44.2129,1590000,17.6826,3613.78,318
-21855.06640625,3973.17,319,44.7641,1595000,17.6191,4004.6,319
-21649.17578125,4060.46,320,44.7601,1600000,16.566,3800.94,320
-21975.841796875,4131.39,321,44.7115,1605000,17.4886,3877.57,321
-22336.0390625,4109.26,322,44.3795,1610000,18.0349,3802.29,322
-22475.42578125,4082.88,323,44.5062,1615000,17.1354,3797.93,323
-22668.46875,3997.59,324,44.651,1620000,16.835,4010.63,324
-22665.919921875,4189.85,325,44.881,1625000,16.0465,3674.84,325
-22823.78515625,4219.21,326,44.3785,1630000,17.149,3711.68,326
-22951.775390625,4187.02,327,44.7638,1635000,16.4371,3695.32,327
-23002.453125,4211.67,328,44.4009,1640000,16.6852,4062.59,328
-23369.974609375,4157.71,329,44.5244,1645000,17.8462,3688.72,329
-23507.060546875,4188.81,330,44.4375,1650000,17.5572,3816.85,330
-23798.90234375,4055.86,331,44.6232,1655000,17.8457,3803.28,331
-23560.162109375,4197.64,332,44.9653,1660000,15.9666,3747.09,332
-24054.677734375,4179.23,333,44.5611,1665000,17.3068,4073.42,333
-24014.23046875,4085.9,334,44.3004,1670000,17.2466,3835.07,334
-24174.1328125,4166.78,335,44.7582,1675000,16.8636,3973.25,335
-24433.509765625,4146.46,336,44.8546,1680000,17.4678,3608.42,336
-24545.8828125,4164.55,337,44.5085,1685000,17.2237,3711.41,337
-23878.919921875,4099.54,338,44.3078,1690000,18.3475,3994.37,338
-24128.396484375,4112.51,339,44.3677,1695000,17.8266,3925.53,339
-24417.67578125,4182.9,340,44.4287,1700000,16.802,3693.25,340
-24447.7265625,4152.91,341,44.7227,1705000,17.9385,3694.58,341
-25238.73046875,4227.87,342,44.5511,1710000,16.3119,3759.66,342
-24660.736328125,4153.15,343,44.6479,1715000,17.7813,3713.3,343
-25656.529296875,4209.29,344,44.6588,1720000,17.4466,3546.85,344
-25467.77734375,4163.66,345,45.0612,1725000,16.6542,3648.15,345
-24680.056640625,4171.97,346,44.4511,1730000,18.0828,3533.22,346
-24623.099609375,4186.29,347,44.7986,1735000,17.47,3401.25,347
-25168.673828125,4193.97,348,44.6347,1740000,17.9166,3688.27,348
-25937.283203125,4217.86,349,44.7499,1745000,16.044,3370.99,349
-25212.728515625,4166.43,350,44.5404,1750000,17.4465,3504.25,350
-25758.751953125,4208.32,351,44.7764,1755000,17.2922,3544.92,351
-25537.48828125,4189.56,352,44.5988,1760000,15.9479,3548.45,352
-26443.2421875,4170.71,353,44.9248,1765000,18.0397,3456.41,353
-26791.76171875,4218.2,354,44.8043,1770000,16.0565,3609.93,354
-26622.07421875,4172.08,355,44.9279,1775000,15.789,3628.14,355
-25802.990234375,4142.15,356,44.5354,1780000,17.5639,3900.23,356
-26125.5546875,4183.0,357,44.788,1785000,16.8922,3807.28,357
-26271.396484375,4237.53,358,44.6898,1790000,17.4483,3659.23,358
-26146.318359375,4262.73,359,44.4858,1795000,18.3819,3715.28,359
-26766.337890625,4031.75,360,44.7146,1800000,17.5172,3960.26,360
-27175.55859375,4041.74,361,44.9475,1805000,16.3256,3740.42,361
-26699.173828125,4077.14,362,44.649,1810000,16.7972,3972.49,362
-26279.521484375,4253.95,363,44.5562,1815000,17.9657,3693.25,363
-26982.51171875,4266.12,364,44.9627,1820000,16.5189,3944.96,364
-27210.833984375,4237.39,365,44.2799,1825000,18.2055,4019.89,365
-27532.07421875,4083.05,366,44.6923,1830000,18.7049,4120.03,366
-27219.45703125,4263.77,367,44.5953,1835000,17.7132,4126.3,367
-27148.38671875,4075.93,368,44.5571,1840000,17.0954,3949.45,368
-28104.78125,4009.27,369,44.9936,1845000,17.5975,4069.34,369
-27561.775390625,4235.72,370,44.4979,1850000,17.9774,3766.65,370
-28404.8515625,4119.38,371,44.6692,1855000,18.4227,4140.82,371
-27812.818359375,4055.96,372,44.5374,1860000,18.0174,4063.73,372
-28468.400390625,4066.63,373,44.585,1865000,17.3022,3996.07,373
-28161.224609375,4164.82,374,44.3748,1870000,18.3603,3832.72,374
-28511.58203125,4058.98,375,44.4887,1875000,18.532,3934.46,375
-29068.4609375,4081.42,376,44.4008,1880000,17.4982,4104.56,376
-28422.921875,4127.39,377,44.6222,1885000,17.4747,4081.88,377
-28393.69140625,4232.17,378,44.5501,1890000,17.4145,3805.02,378
-29013.408203125,4262.9,379,44.3519,1895000,17.6009,3888.76,379
-28554.392578125,4301.06,380,44.8619,1900000,18.3316,3973.35,380
-29381.6640625,4081.52,381,44.5875,1905000,18.1432,3830.97,381
-29110.912109375,4152.23,382,44.727,1910000,18.0101,3987.18,382
-29384.3046875,4125.69,383,44.4427,1915000,17.3829,3617.33,383
-29181.84375,4059.09,384,44.4771,1920000,17.9224,4009.48,384
-30225.470703125,3956.85,385,44.578,1925000,17.5976,4035.89,385
-30061.244140625,4119.16,386,44.0903,1930000,17.9794,3956.44,386
-29895.095703125,3980.64,387,44.5483,1935000,17.8713,4081.15,387
