Running Env Steps,Itration,Running Forward KL,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Reverse KL
1955000,391,43.7446,3993.79,-41650.08984375,391,4191.89,22.8369
1960000,392,43.5385,4154.94,-39588.203125,392,3975.96,21.0087
1965000,393,44.332,4095.38,-41666.9609375,393,3956.55,22.5185
1970000,394,44.0504,4032.17,-42206.5625,394,3924.2,22.4442
1975000,395,43.4899,4015.91,-41189.63671875,395,4025.45,21.2916
1980000,396,43.6419,3864.09,-42427.16796875,396,3922.12,21.147
1985000,397,44.2395,3919.55,-42919.3671875,397,3985.12,23.0235
1990000,398,44.2494,3808.99,-40858.73046875,398,4021.17,20.6786
1995000,399,43.9515,3993.82,-41700.28515625,399,3827.69,20.8173
2000000,400,43.5886,3649.3,-41035.7421875,400,3862.88,17.713
2005000,401,43.8791,3864.27,-41807.28515625,401,3990.58,21.5834
2010000,402,43.8051,4139.92,-41461.91015625,402,3914.62,20.6691
2015000,403,44.0462,4142.13,-42799.44140625,403,4051.85,21.738
2020000,404,43.7687,4185.23,-43974.4921875,404,4079.45,22.9418
2025000,405,44.3775,4100.16,-43290.84375,405,3939.61,22.4243
2030000,406,44.2756,4208.24,-44088.46875,406,4044.94,24.1281
2035000,407,44.3336,4097.42,-44615.81640625,407,3842.45,23.465
2040000,408,44.2393,4056.93,-44711.67578125,408,4152.22,23.9811
2045000,409,43.9559,4162.52,-43695.29296875,409,4000.97,21.5155
2050000,410,44.4758,3968.7,-42131.3125,410,3976.35,23.2801
2055000,411,44.2084,4255.03,-43302.23046875,411,4049.05,23.1569
2060000,412,43.731,3676.69,-44952.6875,412,4096.61,23.2857
2065000,413,44.123,3942.85,-43219.6328125,413,4035.09,19.5017
2070000,414,43.9411,3923.83,-44274.81640625,414,4026.46,22.6486
2075000,415,44.1501,3861.03,-43395.640625,415,4230.47,21.6899
2080000,416,44.4183,3305.76,-43322.23828125,416,2892.67,20.7631
2085000,417,44.1389,3914.96,-44605.86328125,417,4038.65,21.3867
2090000,418,43.9639,3845.24,-43702.7578125,418,3355.94,19.9534
2095000,419,44.4802,4238.92,-44804.24609375,419,3858.02,21.6117
2100000,420,44.3892,3712.15,-45264.66015625,420,3981.7,21.9334
2105000,421,44.5213,3849.37,-45395.4140625,421,4048.12,22.7027
2110000,422,44.5142,4062.78,-45650.94921875,422,4275.39,22.0977
2115000,423,45.7954,2954.88,-43804.21484375,423,3674.41,19.8838
2120000,424,44.4967,3634.56,-44721.2421875,424,3870.72,23.966
2125000,425,43.9143,4144.39,-45503.13671875,425,3930.7,21.8336
2130000,426,44.6257,3769.62,-45054.71875,426,2305.5,20.7955
2135000,427,44.4121,3434.8,-44783.3671875,427,2786.3,20.7638
2140000,428,44.4327,3488.16,-46376.1640625,428,3822.6,21.8882
2145000,429,44.3178,3492.43,-45018.90234375,429,3507.44,23.3318
2150000,430,44.1436,3139.56,-45812.8046875,430,3114.79,20.56
2155000,431,44.149,3611.9,-46612.06640625,431,3308.84,21.894
2160000,432,44.5182,3083.79,-45201.3203125,432,3261.16,22.1593
2165000,433,44.9474,2982.94,-44154.7109375,433,4076.2,27.8678
2170000,434,44.8072,2242.45,-40909.70703125,434,2892.29,21.7028
2175000,435,44.3507,3734.07,-47825.53125,435,3859.65,22.9328
2180000,436,44.6937,3627.37,-46224.359375,436,3181.57,21.6826
2185000,437,44.1403,3666.13,-44972.9765625,437,3779.56,21.3311
2190000,438,44.3385,2248.78,-44017.8671875,438,466.26,21.3544
2195000,439,44.6298,3268.68,-43449.44140625,439,1404.4,30.6613
2200000,440,43.6998,3957.72,-47380.953125,440,3706.22,21.6362
2205000,441,44.3481,3904.92,-47767.08984375,441,2799.35,22.2427
2210000,442,45.4873,4216.74,-49695.6484375,442,3960.58,25.9998
2215000,443,44.521,3961.85,-49610.609375,443,3916.54,24.7316
2220000,444,45.3862,4223.42,-49285.86328125,444,4019.31,25.6525
2225000,445,44.8421,4403.26,-48745.87109375,445,4108.95,26.058
2230000,446,44.9037,4322.55,-49218.12109375,446,4039.62,25.7734
2235000,447,46.578,1050.41,-40987.96484375,447,2035.57,59.6224
2240000,448,46.6543,4091.12,-46408.859375,448,4121.33,28.7996
2245000,449,45.433,1419.8,-40916.265625,449,2035.11,31.4517
2250000,450,45.4311,1694.0,-41635.57421875,450,1917.51,24.4503
2255000,451,46.0818,1331.25,-42509.6640625,451,481.56,38.852
2260000,452,43.1132,3144.81,-47475.96875,452,3483.55,22.6944
2265000,453,43.9355,3069.97,-46449.484375,453,3355.6,22.1357
2270000,454,44.9119,3866.86,-46811.78515625,454,3805.46,24.0521
2275000,455,45.7058,3336.66,-47305.99609375,455,4159.12,27.6746
2280000,456,44.5412,3518.44,-47256.62109375,456,3691.0,23.7348
2285000,457,44.4381,3479.31,-47504.7578125,457,4423.22,25.7094
2290000,458,44.7983,3867.92,-48665.14453125,458,4334.76,27.0628
2295000,459,44.9499,3899.31,-48952.71484375,459,4260.93,26.7
2300000,460,44.8954,4005.11,-50807.67578125,460,4299.32,25.164
2305000,461,44.9896,4275.54,-51694.1171875,461,4427.01,27.2415
2310000,462,45.2442,4368.16,-51404.67578125,462,4337.28,26.9906
2315000,463,45.0877,4319.99,-52050.92578125,463,4357.81,26.7294
2320000,464,44.9219,4455.08,-51727.16015625,464,4444.27,26.7305
2325000,465,45.4629,4020.02,-52648.5859375,465,4352.2,27.0433
2330000,466,45.2566,4187.31,-53243.640625,466,4299.6,27.5736
2335000,467,45.2349,4258.58,-52356.11328125,467,4368.78,26.2384
2340000,468,45.6691,4185.95,-53290.3671875,468,4404.91,26.0659
2345000,469,45.4309,3920.36,-53390.3359375,469,4454.59,25.6953
2350000,470,44.6137,3807.0,-52616.078125,470,4552.98,24.2755
2355000,471,44.4873,3440.04,-52203.74609375,471,3654.08,22.0993
2360000,472,45.5465,4121.32,-52744.73828125,472,4437.82,25.4547
2365000,473,45.0194,3424.75,-52820.53125,473,3762.42,26.7398
2370000,474,45.1628,3803.52,-53202.375,474,4123.18,24.9834
2375000,475,45.5266,4105.37,-53365.16015625,475,3928.99,26.3975
2380000,476,44.8849,4091.21,-52848.05078125,476,4346.25,25.3566
2385000,477,44.6644,4022.31,-52787.046875,477,4432.24,25.7775
2390000,478,44.8645,3804.36,-52333.7578125,478,4471.66,24.3776
2395000,479,45.4451,3275.56,-53599.640625,479,4503.99,25.4018
2400000,480,45.2144,3793.09,-52540.2890625,480,4450.04,24.8743
2405000,481,45.847,3389.69,-53077.78515625,481,4528.72,24.4926
2410000,482,45.0463,3585.71,-53740.73046875,482,4417.46,24.9778
2415000,483,45.7429,3384.45,-52602.15625,483,4523.52,25.4793
2420000,484,45.0963,3836.01,-53236.55078125,484,4390.68,25.2027
2425000,485,45.6355,3882.29,-54050.84765625,485,4488.55,25.1746
2430000,486,45.2455,4096.37,-54533.66796875,486,4396.91,27.031
2435000,487,45.5926,4341.54,-54335.6640625,487,4352.55,26.9916
2440000,488,45.6014,3850.56,-54368.55859375,488,4311.59,25.5351
2445000,489,45.368,4166.92,-54395.64453125,489,4354.86,26.4468
2450000,490,45.9513,4196.87,-55136.5390625,490,4352.69,27.1113
2455000,491,45.3415,4255.09,-54944.84765625,491,4379.11,25.7885
2460000,492,45.1078,4011.53,-54479.2578125,492,4453.23,26.2773
2465000,493,45.6278,4355.39,-55554.8515625,493,4280.26,27.8833
2470000,494,45.2349,4219.17,-54843.82421875,494,4404.99,25.976
2475000,495,45.435,4237.69,-55624.43359375,495,4376.93,27.1443
2480000,496,45.2931,4310.97,-55710.203125,496,4342.05,27.4941
2485000,497,45.0987,4128.7,-54315.91015625,497,4425.09,26.458
2490000,498,45.7211,4414.55,-55568.08984375,498,4388.57,27.5423
2495000,499,45.2725,4064.0,-55419.80859375,499,4190.13,27.1701
2500000,500,45.6973,4365.88,-55351.10546875,500,4287.08,27.9729
2505000,501,45.4858,4375.63,-55050.10546875,501,4214.56,26.98
2510000,502,44.9786,4272.52,-55052.609375,502,4022.05,26.0771
2515000,503,45.5142,4274.52,-55743.15234375,503,4028.74,26.7711
2520000,504,45.6596,3915.82,-55763.890625,504,4108.72,27.0247
2525000,505,45.9191,4222.33,-56053.83203125,505,3998.67,27.3057
2530000,506,45.118,4354.09,-55808.90234375,506,4406.17,27.4919
2535000,507,45.3086,4106.25,-55990.04296875,507,4125.37,27.2286
2540000,508,45.1927,4323.93,-55791.98828125,508,4227.29,27.0685
2545000,509,45.1127,4121.16,-55613.51953125,509,4092.73,27.1537
2550000,510,45.6256,4276.0,-55573.7109375,510,4007.63,26.8774
2555000,511,45.1651,3908.95,-55865.796875,511,3922.71,26.3939
2560000,512,45.657,3892.54,-55241.1875,512,3784.5,25.8841
2565000,513,45.7975,4206.94,-56916.7421875,513,3876.74,27.232
2570000,514,45.2223,4039.8,-55657.10546875,514,3798.12,25.3798
2575000,515,45.9857,4246.34,-56077.99609375,515,3938.99,26.8018
2580000,516,45.7297,4184.08,-56865.64453125,516,3867.89,26.4255
2585000,517,45.6144,4179.01,-56285.95703125,517,3885.03,26.4659
2590000,518,46.1155,4304.43,-57300.375,518,4095.59,27.2546
2595000,519,45.834,4045.41,-56340.6484375,519,3850.46,26.2464
2600000,520,45.2747,4371.83,-56839.62109375,520,4217.51,27.7028
2605000,521,45.5465,4410.16,-57105.16796875,521,4123.87,27.9035
2610000,522,45.4602,4381.19,-56848.796875,522,4203.02,27.0708
2615000,523,45.2823,3762.06,-56772.375,523,4006.73,28.8217
2620000,524,45.2973,4293.0,-57056.1484375,524,3977.86,27.3602
2625000,525,45.5028,4137.39,-57235.55859375,525,3930.56,26.6604
2630000,526,45.8786,4104.21,-57941.60546875,526,4123.77,27.6883
2635000,527,45.0748,4322.51,-58145.69921875,527,4098.06,27.0843
2640000,528,45.4396,4415.89,-58824.13671875,528,4184.25,27.5638
2645000,529,45.5133,4322.5,-58077.55078125,529,4244.83,26.8391
2650000,530,45.9343,4233.42,-58908.1640625,530,4057.71,27.3852
2655000,531,45.7135,3963.2,-58125.74609375,531,3796.74,26.9193
2660000,532,46.0652,4229.54,-59019.95703125,532,4067.13,27.3073
2665000,533,45.127,4374.03,-58391.53515625,533,4204.83,29.5987
2670000,534,45.7329,3977.11,-59069.6640625,534,4201.02,27.5761
2675000,535,45.8068,4299.78,-58765.88671875,535,4157.08,27.3841
2680000,536,45.8568,4124.38,-58775.5390625,536,4177.32,28.0904
2685000,537,45.7543,4305.89,-58586.30078125,537,4128.29,26.9067
2690000,538,45.7352,4073.35,-59162.52734375,538,4101.07,27.0815
2695000,539,46.8533,4319.44,-59291.00390625,539,4202.48,28.1609
2700000,540,46.173,4222.1,-59029.546875,540,3967.74,27.7041
2705000,541,45.5386,4209.96,-58646.33203125,541,4309.81,27.7509
2710000,542,46.5424,4175.87,-59829.90625,542,4248.73,27.7572
2715000,543,46.252,4182.81,-59721.04296875,543,4014.42,27.5962
2720000,544,46.051,3988.81,-59597.015625,544,4176.51,26.8306
2725000,545,45.9641,4321.28,-59461.68359375,545,4065.55,27.3512
2730000,546,46.124,4232.57,-59629.0,546,4035.79,26.747
2735000,547,45.9318,4405.4,-59581.8671875,547,4216.38,27.335
2740000,548,46.0067,4228.26,-59512.125,548,4285.87,25.913
2745000,549,46.0358,4256.97,-59172.92578125,549,4102.72,26.5722
2750000,550,46.2582,4280.62,-59139.43359375,550,4068.33,27.8886
2755000,551,45.5609,4273.72,-60024.6875,551,4278.75,27.5772
2760000,552,45.6719,3949.24,-59689.62109375,552,4196.05,27.2255
2765000,553,46.3733,4165.84,-59787.546875,553,4195.18,28.163
2770000,554,45.9607,4274.44,-60514.0234375,554,4146.69,27.7189
2775000,555,45.6769,4339.49,-59346.390625,555,4269.37,26.9501
2780000,556,46.0988,4187.39,-59899.13671875,556,4112.68,27.4341
2785000,557,46.5338,4151.88,-59868.92578125,557,4049.89,27.3159
2790000,558,46.1452,4251.5,-59778.33984375,558,4075.92,27.289
2795000,559,46.314,4108.71,-58793.453125,559,4018.48,26.5158
2800000,560,45.8332,4245.17,-60173.8125,560,4211.7,27.5042
2805000,561,46.3352,4159.99,-60401.8203125,561,4191.73,27.8353
2810000,562,46.258,3741.09,-59715.79296875,562,4114.76,26.2817
2815000,563,46.3637,4083.17,-59749.41015625,563,4190.59,26.463
2820000,564,46.1641,4106.46,-59718.30078125,564,4110.34,26.8186
2825000,565,46.0486,4323.97,-60452.74609375,565,4247.62,26.8545
2830000,566,46.1835,4290.54,-59642.0078125,566,4265.92,27.3281
2835000,567,46.4393,4274.57,-60487.2421875,567,4103.01,27.071
2840000,568,46.2254,4275.4,-60314.1953125,568,4158.89,27.7201
2845000,569,46.016,3974.25,-60456.4453125,569,4262.43,25.9349
2850000,570,45.9527,4274.27,-59977.4765625,570,4130.23,26.4784
2855000,571,45.7347,4290.95,-60413.328125,571,4127.38,27.3892
2860000,572,46.4522,3958.38,-61090.16796875,572,4206.66,26.9605
2865000,573,46.3374,4232.58,-60500.49609375,573,4128.78,27.2195
2870000,574,46.2407,3637.5,-60963.31640625,574,4219.94,26.7489
2875000,575,46.2963,4259.09,-61440.7109375,575,4267.18,27.6227
2880000,576,45.8569,4268.77,-60911.44921875,576,4129.27,26.143
2885000,577,45.8362,4078.54,-60560.58984375,577,4127.84,26.9367
2890000,578,45.8381,4211.47,-61412.01171875,578,4280.83,27.4876
2895000,579,45.0541,4286.25,-60781.5546875,579,4223.1,25.9364
2900000,580,45.9466,4040.43,-60668.1640625,580,4215.28,26.0741
2905000,581,45.646,3992.81,-61406.5625,581,4202.59,24.3051
2910000,582,46.2682,3986.36,-61404.92578125,582,4220.75,28.9527
2915000,583,46.0371,3902.51,-61626.81640625,583,4084.37,26.2477
2920000,584,45.7983,4238.04,-61101.6015625,584,4266.25,27.7258
2925000,585,46.3799,4345.05,-61009.5546875,585,4224.38,26.9412
2930000,586,45.9363,4372.85,-61820.30859375,586,4232.85,27.5747
2935000,587,46.0469,4102.42,-61068.2109375,587,4123.63,26.9659
2940000,588,45.5479,4038.84,-61294.484375,588,4134.38,27.6806
2945000,589,45.4595,4087.22,-61776.76171875,589,4107.12,25.5785
2950000,590,45.9978,4252.87,-61017.90234375,590,4069.39,27.3246
2955000,591,46.3168,4110.83,-60584.078125,591,4050.66,26.7096
2960000,592,46.1661,3949.84,-61960.73046875,592,4097.47,28.3102
2965000,593,45.488,4086.61,-61539.3671875,593,4242.5,24.4923
2970000,594,45.5195,4265.55,-61068.8671875,594,4182.48,24.7175
2975000,595,45.0474,3876.64,-60806.8828125,595,4243.83,27.122
2980000,596,45.995,4169.92,-61477.79296875,596,4110.54,26.3245
2985000,597,45.0882,4308.04,-61287.01171875,597,4045.34,26.7009
2990000,598,44.8378,4211.47,-61821.171875,598,4049.48,27.0678
2995000,599,45.8783,4054.92,-61969.5546875,599,4165.31,26.3614
3000000,600,46.5148,4005.37,-62388.1953125,600,4090.45,27.7345
3005000,601,46.7132,4128.24,-62209.1484375,601,4093.81,27.2034
3010000,602,46.0017,4091.89,-62803.56640625,602,4095.75,26.1774
3015000,603,45.8816,4150.16,-63447.6640625,603,4152.92,26.156
3020000,604,46.1138,4162.79,-62001.80078125,604,4074.81,27.2226
3025000,605,45.7606,4252.39,-62933.7109375,605,4152.7,26.2337
3030000,606,45.5035,4064.46,-62553.5078125,606,4190.43,26.7983
3035000,607,46.0829,4121.28,-62853.03515625,607,4083.7,24.9471
3040000,608,46.514,4146.47,-62393.45703125,608,4148.25,27.4368
3045000,609,46.1047,3956.13,-63215.10546875,609,3812.52,21.5028
3050000,610,45.7928,3902.68,-64236.93359375,610,2462.72,21.3305
3055000,611,46.4181,4217.19,-62806.80859375,611,4083.48,25.8158
3060000,612,45.7773,4295.32,-61639.234375,612,4166.33,27.3132
3065000,613,46.0921,4156.13,-62406.2265625,613,4128.45,27.5194
3070000,614,46.8801,4058.63,-62298.62109375,614,4115.55,27.3351
3075000,615,47.0496,4273.3,-62502.03515625,615,4139.02,27.8883
3080000,616,46.8571,3996.46,-62277.77734375,616,4007.58,26.8619
3085000,617,46.0612,4215.93,-62677.80078125,617,4168.43,27.6217
3090000,618,46.6954,4249.4,-62637.1796875,618,4100.66,27.8105
3095000,619,46.6393,4316.88,-63135.64453125,619,4165.73,28.4802
3100000,620,46.7284,4019.07,-62304.5625,620,4067.79,28.0007
3105000,621,46.4372,4276.03,-62836.1875,621,4123.24,27.5761
3110000,622,46.6782,4252.34,-62736.96484375,622,4112.39,27.4335
3115000,623,46.6542,4239.46,-62266.37109375,623,4098.25,27.5578
3120000,624,46.2474,4269.07,-62448.62109375,624,4153.63,27.266
3125000,625,46.3063,4296.62,-62215.7421875,625,4103.73,26.2875
3130000,626,46.1658,4333.62,-62916.43359375,626,4147.03,27.9854
3135000,627,46.3819,3904.63,-62754.1328125,627,4019.62,25.4914
3140000,628,45.817,4306.0,-62524.9140625,628,4192.33,27.6496
3145000,629,45.0149,4100.34,-62692.5234375,629,4247.49,25.7077
3150000,630,46.0261,4124.39,-63343.0703125,630,4159.56,27.5761
3155000,631,46.7761,4203.58,-63829.54296875,631,4112.56,27.7944
3160000,632,46.4703,3925.19,-63454.19140625,632,4049.57,27.1129
3165000,633,45.9341,4148.65,-63760.65234375,633,4215.81,25.7346
3170000,634,45.8933,4080.77,-63665.1875,634,4370.02,24.9507
3175000,635,45.9205,4339.35,-63649.0390625,635,4228.66,26.5096
3180000,636,45.5729,4222.55,-63268.109375,636,4372.68,25.6975
3185000,637,46.5692,4252.5,-63505.96875,637,4227.82,27.4642
3190000,638,46.5101,4375.23,-62905.11328125,638,4311.1,27.8977
3195000,639,45.9027,4223.33,-62704.49609375,639,4153.34,26.9356
3200000,640,46.3947,4335.1,-63764.9453125,640,4174.14,27.0682
3205000,641,46.4382,4024.91,-63702.09765625,641,4104.18,27.2059
3210000,642,46.2679,4235.05,-63312.390625,642,4158.73,26.9183
3215000,643,46.3463,4025.26,-63772.31640625,643,4169.72,26.2079
3220000,644,46.2769,4067.16,-62563.38671875,644,4020.09,27.2557
3225000,645,46.8742,3889.21,-64345.171875,645,4115.94,27.7106
3230000,646,46.1803,4210.52,-63889.7890625,646,4222.19,25.2636
3235000,647,46.2566,4062.44,-64393.84765625,647,4092.75,28.882
3240000,648,46.488,4215.64,-63883.44921875,648,4105.57,26.9731
3245000,649,46.715,4243.16,-64338.79296875,649,4281.18,27.0562
3250000,650,46.5001,3782.84,-63076.359375,650,4071.18,26.918
3255000,651,45.6938,4190.2,-63306.921875,651,4113.62,26.6927
3260000,652,45.9684,4258.42,-63419.4140625,652,4123.71,26.0773
3265000,653,46.4139,4127.04,-63860.96484375,653,4080.66,25.6791
3270000,654,46.3465,4023.53,-64212.09375,654,4144.16,26.0837
3275000,655,46.1659,4086.52,-63784.65234375,655,4137.41,25.7638
3280000,656,45.923,4233.26,-64063.390625,656,4133.23,24.9786
3285000,657,46.157,4147.31,-64068.2421875,657,4101.06,24.4856
3290000,658,45.742,4076.71,-63979.54296875,658,4018.39,24.51
3295000,659,45.7826,4056.24,-64072.375,659,3952.17,25.5321
3300000,660,44.7396,3867.42,-63964.37890625,660,4129.39,22.7088
3305000,661,44.8113,4227.94,-63657.12890625,661,4082.16,24.2222
3310000,662,45.1208,4157.87,-63832.7265625,662,4024.82,24.5384
3315000,663,46.0442,4057.49,-62950.16796875,663,3987.33,24.9074
3320000,664,45.898,3853.07,-63285.8046875,664,4006.57,24.7641
3325000,665,45.6722,3642.35,-63253.1484375,665,3991.07,24.3301
3330000,666,46.7432,4109.36,-64086.53125,666,4084.76,25.7301
3335000,667,46.0385,4089.51,-64020.53125,667,4048.23,25.2963
3340000,668,44.9603,4132.02,-63717.55859375,668,4095.64,22.5219
3345000,669,45.498,3815.22,-63068.26171875,669,4122.4,24.0421
3350000,670,45.4741,4018.24,-64393.296875,670,4191.36,24.9247
3355000,671,45.0748,3513.02,-64911.82421875,671,4226.89,23.4159
3360000,672,45.4869,4221.6,-64504.00390625,672,4145.14,23.8636
3365000,673,45.6353,3855.42,-64587.203125,673,4108.4,24.7263
3370000,674,45.4147,3606.51,-64016.4453125,674,4261.07,23.4369
3375000,675,45.0463,4002.4,-64531.62890625,675,4063.8,23.0447
3380000,676,45.7544,4084.29,-65454.48828125,676,4193.5,25.7843
3385000,677,45.0781,4211.37,-64034.7578125,677,4098.06,23.691
3390000,678,45.5119,3818.32,-64293.22265625,678,4245.42,25.0187
3395000,679,44.7915,3843.96,-64782.7265625,679,4209.15,22.9675
3400000,680,45.4433,3989.5,-63896.66796875,680,4198.21,23.4352
3405000,681,45.6953,4104.07,-65033.1796875,681,4155.07,24.9329
3410000,682,45.4041,3824.58,-65122.9609375,682,4230.02,24.1175
3415000,683,45.6389,3815.52,-64799.546875,683,4161.48,24.994
3420000,684,45.6156,3676.85,-64484.609375,684,4263.87,24.6088
3425000,685,45.879,4084.57,-65211.94140625,685,4158.38,24.854
3430000,686,44.9816,3869.56,-64616.1953125,686,4207.57,24.2546
3435000,687,45.5237,3987.56,-65266.4375,687,3972.92,24.8443
3440000,688,46.1789,4077.63,-65258.88671875,688,4059.11,25.6818
3445000,689,45.4735,3931.64,-64396.1171875,689,3891.77,23.1441
3450000,690,46.2711,4158.52,-65380.6484375,690,4075.45,25.3822
3455000,691,45.4105,3941.94,-65065.47265625,691,4093.01,22.9441
3460000,692,45.739,3758.28,-65526.30859375,692,4166.99,24.2812
3465000,693,46.0913,4109.74,-65076.2421875,693,4043.0,25.4096
3470000,694,45.2791,3655.49,-65512.6015625,694,4033.99,23.0964
3475000,695,46.1674,4113.28,-65353.5,695,4030.58,24.6714
3480000,696,45.6081,4154.63,-65327.15234375,696,4065.01,24.6473
3485000,697,45.1738,3951.09,-65059.95703125,697,4060.72,23.2889
3490000,698,46.0116,4103.62,-65945.8828125,698,4130.1,25.203
3495000,699,45.7727,3741.61,-65517.0546875,699,4163.15,23.2188
3500000,700,45.9157,3710.37,-65149.8359375,700,4098.02,25.2349
3505000,701,45.8665,3850.02,-65836.1875,701,4226.53,24.5788
3510000,702,45.6376,3934.55,-66614.984375,702,4176.72,24.2477
3515000,703,46.0548,3366.36,-66356.6875,703,4168.0,24.7509
3520000,704,45.3216,4174.92,-66555.6796875,704,4085.06,24.0885
3525000,705,46.0283,4155.12,-67469.3203125,705,4135.2,20.5642
3530000,706,45.1167,4111.96,-66406.234375,706,4216.63,23.2201
3535000,707,45.7766,3665.05,-66636.1484375,707,4209.87,22.1231
3540000,708,45.3797,4110.35,-66359.15625,708,4287.01,24.0432
3545000,709,45.5031,4127.32,-66646.0546875,709,4246.71,23.2781
3550000,710,44.7752,3837.44,-66856.0625,710,4201.65,23.423
3555000,711,44.8907,3192.56,-67252.953125,711,4321.58,19.079
3560000,712,45.3914,3294.44,-65849.3125,712,4320.35,22.1419
3565000,713,45.3461,4147.43,-65303.25390625,713,4004.83,25.2493
3570000,714,45.1428,4223.66,-65857.109375,714,4123.86,24.1339
3575000,715,46.3865,3819.46,-65794.453125,715,4064.04,24.8077
3580000,716,45.4737,3951.2,-64978.72265625,716,4100.15,25.1794
3585000,717,45.3619,4038.11,-65720.21875,717,4164.98,24.5376
3590000,718,45.7999,3815.02,-65814.1953125,718,4115.23,24.7666
3595000,719,45.4818,4158.57,-64405.44921875,719,4138.1,24.9054
3600000,720,45.4578,4125.82,-66513.53125,720,4219.08,25.0784
3605000,721,45.8369,4077.1,-65454.0078125,721,4124.44,23.7216
3610000,722,45.5511,3669.86,-65065.2109375,722,4191.09,24.6696
3615000,723,45.6646,3854.22,-66137.0,723,4162.36,24.6417
3620000,724,45.6821,4193.07,-66246.4921875,724,4231.65,24.7215
3625000,725,45.1687,4135.19,-65970.6328125,725,4099.11,25.0273
3630000,726,45.4981,4052.86,-65754.921875,726,4184.1,24.4165
3635000,727,46.2631,3937.46,-64946.15234375,727,4190.67,25.2727
3640000,728,45.6473,4154.17,-65121.55078125,728,4095.62,24.6668
3645000,729,45.831,4184.54,-64795.41015625,729,4110.29,25.2951
3650000,730,45.7106,4212.46,-67116.328125,730,4159.11,25.3083
3655000,731,45.852,4123.32,-66934.171875,731,4100.52,25.2827
3660000,732,45.7415,4193.7,-66662.4375,732,4205.18,25.2765
3665000,733,46.1804,4162.2,-65532.9765625,733,4140.58,24.935
3670000,734,45.8069,3988.14,-65813.828125,734,4129.98,24.8932
3675000,735,44.9873,4226.6,-66645.875,735,4225.58,24.0802
3680000,736,45.8787,4116.71,-65710.78125,736,4205.51,24.9877
3685000,737,45.744,4008.43,-65719.5625,737,4075.38,24.4935
3690000,738,45.3698,4047.61,-66205.3515625,738,4132.21,24.26
3695000,739,45.3415,4015.65,-65338.3203125,739,4159.23,24.6195
3700000,740,44.779,3513.85,-67182.9453125,740,4202.75,22.1036
3705000,741,45.4615,4090.11,-66630.7734375,741,4261.21,22.9276
3710000,742,45.8121,3892.52,-66822.984375,742,3691.48,25.8017
3715000,743,45.9134,3660.28,-67983.125,743,4107.27,22.3256
3720000,744,45.5212,3839.03,-67764.3515625,744,4146.48,24.3989
3725000,745,45.2978,3417.26,-67527.4375,745,4185.62,22.2992
3730000,746,45.7696,3897.57,-68746.5078125,746,4203.84,22.7064
3735000,747,45.1569,3901.17,-66635.875,747,4057.4,23.6402
3740000,748,45.3215,3750.87,-66985.171875,748,4073.66,24.1835
3745000,749,45.2998,3709.22,-67259.609375,749,4088.87,21.4059
3750000,750,45.2328,3908.03,-67518.6953125,750,4118.69,23.2542
3755000,751,45.2492,3965.29,-68022.8515625,751,4086.75,21.3229
3760000,752,44.6937,3887.75,-67335.015625,752,4157.09,23.0536
3765000,753,45.6773,2358.92,-65916.1640625,753,4141.66,26.1058
3770000,754,45.4577,3754.43,-67168.265625,754,4130.94,23.2495
3775000,755,45.8559,3246.59,-66543.8671875,755,4080.24,22.2037
3780000,756,45.723,2536.71,-64918.33203125,756,4095.55,37.6693
3785000,757,45.2626,3299.99,-67408.75,757,4156.09,22.4924
3790000,758,44.2646,3504.2,-67268.359375,758,4161.74,22.9588
3795000,759,45.531,3132.1,-66440.6171875,759,4158.84,22.7741
3800000,760,44.6389,3125.78,-66703.390625,760,3253.47,22.4479
3805000,761,45.332,3830.82,-67348.2734375,761,4143.69,21.3842
3810000,762,45.166,3249.31,-66475.6328125,762,4107.02,22.5485
3815000,763,45.5063,3525.35,-67598.7265625,763,4047.96,21.6347
3820000,764,45.1694,3555.0,-67824.5546875,764,4011.96,22.7847
3825000,765,45.4442,3845.58,-68966.65625,765,4102.23,23.3971
3830000,766,45.2308,3858.98,-67802.5703125,766,4094.35,24.8716
3835000,767,44.5687,4011.28,-67617.4765625,767,4035.5,24.0501
3840000,768,45.0391,3462.36,-68338.078125,768,4067.86,25.0471
3845000,769,46.2368,3662.47,-68638.7578125,769,4044.9,22.9666
3850000,770,45.3609,4070.48,-69205.734375,770,4069.53,23.6905
3855000,771,45.4837,3826.2,-68883.6953125,771,4120.15,22.3311
3860000,772,45.4738,3761.48,-67302.4375,772,3838.55,22.6073
3865000,773,45.5207,3510.89,-68563.46875,773,4080.26,22.844
3870000,774,45.3097,3718.54,-68267.859375,774,4142.0,23.6828
3875000,775,44.7432,3708.56,-68501.7734375,775,4109.73,24.6499
3880000,776,45.7059,3905.59,-67270.421875,776,3980.68,24.7542
3885000,777,45.1542,3913.45,-68495.265625,777,4140.86,23.5977
3890000,778,45.134,3733.59,-69070.5703125,778,4220.63,22.5339
3895000,779,45.3779,4025.63,-67852.0859375,779,4200.38,25.8577
3900000,780,44.7606,3776.24,-67338.8046875,780,4118.65,22.5187
3905000,781,45.3691,3992.69,-67448.4765625,781,3986.96,22.4743
3910000,782,45.4924,3924.83,-67649.4296875,782,4160.98,24.3859
