Running Forward KL,Reward Loss,Real Sto Return,Real Det Return,Running Update Time,Itration,Running Reverse KL,Running Env Steps
87.0082,-67363.2578125,5426.42,6100.09,394,394,92.4492,1970000
77.2551,-62335.76953125,5667.44,6112.39,395,395,79.7483,1975000
86.703,-66640.921875,5532.32,6028.88,396,396,91.7507,1980000
88.683,-66677.1953125,5458.84,6093.28,397,397,91.5893,1985000
77.2823,-63423.47265625,4984.54,5807.61,398,398,81.8705,1990000
83.1995,-67528.578125,5370.95,5889.74,399,399,85.091,1995000
86.0532,-67916.90625,5562.82,5867.86,400,400,90.2327,2000000
83.9989,-67992.5703125,5436.38,6115.94,401,401,85.7107,2005000
81.6227,-66940.328125,4924.72,6161.68,402,402,88.8992,2010000
87.1331,-68405.9453125,5571.49,5930.9,403,403,93.535,2015000
84.2317,-68867.09375,5175.82,6098.46,404,404,89.0435,2020000
75.4477,-64012.9609375,4955.35,6116.68,405,405,79.2532,2025000
83.5929,-67965.015625,5132.94,6058.71,406,406,87.2259,2030000
84.4824,-67524.0390625,5004.04,6031.6,407,407,82.5873,2035000
75.5487,-65024.29296875,3369.31,5358.52,408,408,75.7682,2040000
84.7751,-68430.796875,5474.39,5828.67,409,409,87.8488,2045000
82.2726,-67845.3671875,5014.32,5365.66,410,410,81.4504,2050000
85.2213,-68563.296875,5613.56,5531.75,411,411,87.4781,2055000
80.7301,-68506.1875,5518.18,6115.85,412,412,83.9581,2060000
83.5893,-69580.8984375,4724.03,5794.95,413,413,88.1754,2065000
86.7031,-68799.1796875,4548.18,5403.14,414,414,89.3738,2070000
76.4744,-63684.3046875,4122.95,5768.84,415,415,74.4305,2075000
83.6155,-70043.359375,4533.42,5928.45,416,416,86.0284,2080000
86.5387,-70313.09375,5245.12,5989.12,417,417,90.9338,2085000
84.0222,-69768.4453125,5030.75,6102.7,418,418,88.7614,2090000
80.849,-69416.5859375,5050.84,6076.64,419,419,86.2452,2095000
86.0358,-70298.7421875,5034.45,6027.82,420,420,91.0655,2100000
78.1388,-66182.59375,5172.52,5795.13,421,421,78.8001,2105000
88.7627,-70921.984375,4815.84,5922.42,422,422,91.503,2110000
86.6668,-71316.8984375,5215.0,5781.3,423,423,89.9348,2115000
73.699,-62916.04296875,5379.86,5751.05,424,424,74.4617,2120000
84.9727,-70620.5703125,5420.94,5996.17,425,425,86.5166,2125000
77.421,-66426.5234375,5687.55,6003.39,426,426,79.3753,2130000
87.155,-71638.046875,5693.74,5489.56,427,427,93.9933,2135000
86.9871,-71505.46875,4960.25,6030.06,428,428,88.4458,2140000
85.4758,-71623.9609375,5682.85,5968.22,429,429,88.6244,2145000
79.0722,-68554.96875,5530.42,5915.01,430,430,80.3816,2150000
84.6046,-71871.828125,5668.02,6076.44,431,431,87.7937,2155000
87.9132,-71711.4609375,5366.38,5958.18,432,432,89.1207,2160000
84.4916,-71990.6328125,5525.48,5996.5,433,433,87.3903,2165000
85.6434,-72140.4453125,5143.47,6029.83,434,434,86.825,2170000
83.7121,-72356.2578125,5439.62,6047.25,435,435,86.1546,2175000
86.0404,-72389.7421875,4942.18,6100.14,436,436,88.4861,2180000
85.2559,-72257.984375,5657.64,5695.37,437,437,88.5614,2185000
81.6838,-71043.2421875,5245.71,5791.78,438,438,82.0545,2190000
83.7554,-72161.28125,5672.13,5996.39,439,439,86.6181,2195000
84.9612,-72590.015625,4983.88,5807.95,440,440,87.0355,2200000
87.1364,-72314.609375,5543.57,6047.4,441,441,89.0389,2205000
85.8502,-73273.03125,5758.44,6080.67,442,442,88.9549,2210000
86.9061,-71855.7890625,5144.15,5734.18,443,443,88.0129,2215000
85.2134,-72462.5390625,5432.92,6052.73,444,444,86.4645,2220000
86.1809,-72881.4453125,5711.44,6096.06,445,445,86.4461,2225000
84.1111,-73494.71875,5230.45,6066.3,446,446,87.5337,2230000
83.3634,-72968.0,5206.42,6012.97,447,447,84.4606,2235000
85.9717,-73062.578125,5522.4,6123.11,448,448,85.5383,2240000
77.5657,-70218.4765625,5161.22,5983.45,449,449,80.5927,2245000
83.3969,-73350.921875,5390.88,6048.7,450,450,84.1468,2250000
83.3382,-73526.5234375,5243.57,6101.64,451,451,83.6553,2255000
83.7941,-73613.890625,5150.41,5710.74,452,452,84.042,2260000
83.4974,-74138.4375,5615.92,5746.2,453,453,83.1356,2265000
85.1392,-74383.1875,5536.57,5416.1,454,454,86.7956,2270000
84.5582,-73891.5390625,4832.28,6058.25,455,455,88.3158,2275000
84.5618,-74717.2109375,5238.27,5989.05,456,456,87.0861,2280000
82.4151,-73801.640625,5210.25,5632.18,457,457,82.5361,2285000
81.9032,-74104.34375,5641.32,6046.68,458,458,84.0027,2290000
79.672,-73108.0703125,5085.76,6016.62,459,459,81.5005,2295000
74.0142,-65893.3984375,5016.67,6102.59,460,460,70.4226,2300000
76.3488,-70435.4296875,4715.91,5971.65,461,461,78.9397,2305000
84.3161,-75333.90625,4691.97,5540.91,462,462,85.1171,2310000
87.4993,-74835.1328125,5062.55,5714.76,463,463,85.7587,2315000
73.5992,-65930.4609375,4958.35,5958.88,464,464,68.0935,2320000
80.7766,-74561.09375,4514.41,5676.49,465,465,81.1751,2325000
74.4713,-67161.359375,5048.96,5812.59,466,466,70.194,2330000
78.4611,-72457.8984375,5683.41,6088.12,467,467,79.194,2335000
79.5566,-74143.3515625,4814.02,5712.4,468,468,81.3013,2340000
81.3459,-75314.328125,5228.88,6013.76,469,469,82.1908,2345000
75.5267,-71663.53125,5684.98,4868.13,470,470,78.1138,2350000
80.5424,-73119.578125,4783.62,5800.1,471,471,79.0605,2355000
77.9854,-72573.1328125,4697.61,6117.25,472,472,79.2774,2360000
81.6122,-73662.9921875,4506.16,5724.83,473,473,82.0058,2365000
83.5888,-76138.4765625,4473.41,6110.03,474,474,83.9863,2370000
84.1398,-74970.4296875,4150.82,6013.97,475,475,80.5361,2375000
82.855,-75617.6015625,4998.83,5728.9,476,476,86.2165,2380000
77.95,-73462.1328125,4456.87,5884.98,477,477,79.5699,2385000
82.5723,-76059.859375,4897.27,5974.76,478,478,82.572,2390000
76.5661,-71305.6875,5201.16,6012.22,479,479,76.5207,2395000
81.9394,-76325.3828125,4652.9,5963.64,480,480,82.938,2400000
73.2634,-66037.6015625,4815.47,5823.06,481,481,66.5078,2405000
80.8127,-76364.7421875,5169.72,5753.08,482,482,84.8328,2410000
79.3331,-73207.234375,4666.16,5423.1,483,483,76.8939,2415000
83.7814,-77246.046875,4719.15,5195.0,484,484,82.6961,2420000
81.6654,-76928.3515625,4865.92,5495.88,485,485,80.7564,2425000
83.8856,-77557.1171875,4857.84,5846.66,486,486,87.8841,2430000
80.1973,-75201.4921875,5536.49,5599.78,487,487,80.7891,2435000
76.4732,-73523.3359375,4798.76,5927.02,488,488,79.0283,2440000
76.341,-71448.8828125,4819.11,5628.76,489,489,74.8257,2445000
83.6095,-77238.1015625,5557.82,6029.03,490,490,86.249,2450000
84.0882,-77569.8984375,5088.44,5811.96,491,491,85.2177,2455000
75.0892,-72014.21875,5644.06,5737.92,492,492,75.9943,2460000
83.1858,-77383.0390625,4651.76,5825.99,493,493,84.5368,2465000
83.5948,-76964.6484375,5391.85,5994.2,494,494,83.3235,2470000
77.5023,-74217.9609375,5548.61,5480.17,495,495,80.0321,2475000
83.9176,-77568.7109375,5352.87,5689.02,496,496,84.6901,2480000
86.3288,-77614.09375,5314.3,5007.42,497,497,86.9237,2485000
84.3491,-77922.875,5139.01,5984.39,498,498,86.1312,2490000
84.61,-77395.359375,4642.52,5680.8,499,499,85.854,2495000
84.8582,-78315.109375,4784.65,6065.52,500,500,86.0052,2500000
85.3375,-78699.6640625,4692.06,5939.21,501,501,90.8095,2505000
78.425,-73256.3046875,4957.84,5762.97,502,502,78.8292,2510000
76.9011,-73083.9453125,5191.13,6092.09,503,503,79.8804,2515000
83.1264,-78224.4765625,5113.43,5838.0,504,504,82.081,2520000
82.498,-78573.3515625,5001.48,6027.85,505,505,88.3201,2525000
82.7077,-76937.46875,4953.71,5664.03,506,506,84.2798,2530000
83.5809,-78614.125,5531.5,6048.76,507,507,89.5421,2535000
84.3932,-78810.4296875,5460.87,5655.19,508,508,91.6142,2540000
84.5003,-78459.4375,5691.15,5927.0,509,509,88.2782,2545000
75.1279,-71822.265625,5646.9,6098.89,510,510,73.996,2550000
78.8505,-77462.5390625,5255.53,5723.5,511,511,80.0398,2555000
85.1584,-79152.3671875,5516.52,6109.21,512,512,87.9115,2560000
82.2546,-77476.890625,5699.88,6118.63,513,513,86.8272,2565000
84.3112,-78523.328125,5798.38,6146.88,514,514,84.4387,2570000
83.2524,-78083.28125,5696.52,5390.87,515,515,87.0244,2575000
83.2686,-79869.859375,5076.17,5715.72,516,516,86.1617,2580000
84.2474,-78940.71875,5370.45,6080.67,517,517,87.2248,2585000
84.6352,-79399.359375,5319.73,6078.93,518,518,89.0079,2590000
77.4451,-73925.4296875,5474.26,5797.63,519,519,79.4211,2595000
84.3158,-79555.203125,5282.07,5791.76,520,520,86.677,2600000
80.1856,-77323.8984375,5429.08,5817.09,521,521,82.2714,2605000
79.5208,-78507.6640625,5040.2,5807.63,522,522,82.6275,2610000
83.8756,-79665.7265625,5174.53,5917.34,523,523,86.0986,2615000
83.9665,-79677.5859375,4250.65,5795.36,524,524,87.7257,2620000
84.7032,-79389.3125,5353.32,6081.3,525,525,87.87,2625000
82.9794,-78977.6171875,5219.89,5842.22,526,526,87.4676,2630000
78.3266,-73773.2578125,5328.95,6041.62,527,527,77.388,2635000
76.01,-71776.34375,5451.12,5800.98,528,528,72.5329,2640000
80.3444,-78040.1328125,5714.71,6040.01,529,529,83.4272,2645000
77.1221,-74919.8828125,5440.34,5798.12,530,530,82.664,2650000
84.256,-80594.2421875,4495.86,5778.49,531,531,91.1051,2655000
85.419,-79373.640625,5327.74,6073.05,532,532,89.6388,2660000
77.4461,-75107.7890625,5281.94,5918.88,533,533,81.7428,2665000
84.8239,-81067.4296875,5136.87,5990.82,534,534,90.746,2670000
85.1756,-81109.0,5127.03,5949.49,535,535,89.8598,2675000
82.8646,-76485.1953125,4811.35,5900.16,536,536,93.0624,2680000
84.8699,-81346.515625,4706.29,5653.46,537,537,92.3885,2685000
82.821,-80815.1953125,4280.05,5270.55,538,538,86.5217,2690000
81.3688,-77872.6484375,4566.5,6060.42,539,539,86.1163,2695000
82.3639,-80564.1328125,5314.71,5167.2,540,540,88.1427,2700000
76.0899,-72583.5390625,5692.77,5700.61,541,541,76.6433,2705000
78.9388,-76384.1796875,5261.98,5415.57,542,542,86.4651,2710000
78.7388,-76720.1953125,5034.14,5581.72,543,543,83.7443,2715000
82.2223,-79334.984375,5198.82,5722.18,544,544,88.7662,2720000
84.3991,-79692.4140625,5314.61,5772.89,545,545,86.5338,2725000
85.3764,-81565.0,5108.55,5953.12,546,546,93.1078,2730000
85.0775,-81156.09375,5191.96,5403.16,547,547,93.8073,2735000
78.8914,-76272.9765625,5575.29,6046.45,548,548,84.0115,2740000
83.928,-82595.7421875,5263.25,5940.59,549,549,93.5973,2745000
84.5929,-81238.828125,5670.63,5701.66,550,550,93.1697,2750000
87.3144,-31123.083984375,-1451.97,-1549.41,551,551,189.8278,2755000
93.3538,-40748.69921875,-469.67,-222.74,552,552,512.0335,2760000
90.5749,-22529.923828125,-2489.75,-2608.99,553,553,464.2762,2765000
78.2335,-38470.6484375,-646.1,-767.81,554,554,144.5698,2770000
85.2256,-39297.9296875,-308.11,-345.53,555,555,262.5187,2775000
78.7306,-39683.94140625,266.56,135.8,556,556,96.7789,2780000
78.3871,-45438.07421875,445.53,269.6,557,557,191.6685,2785000
78.8291,-48206.15234375,209.91,192.8,558,558,143.0646,2790000
83.544,-62345.98046875,1147.48,1534.65,559,559,105.8833,2795000
86.7569,-70371.21875,1581.38,1966.99,560,560,75.9901,2800000
86.9229,-69344.046875,1952.69,2594.56,561,561,107.5772,2805000
89.2431,-64216.5625,1311.71,1592.72,562,562,132.8906,2810000
85.7484,-76461.6640625,1330.85,1165.2,563,563,81.8405,2815000
82.2291,-62005.80859375,1550.27,1699.99,564,564,114.4815,2820000
87.1418,-76818.4453125,2242.84,2398.49,565,565,88.1261,2825000
87.0412,-77247.9375,2325.09,2796.3,566,566,85.1534,2830000
85.4667,-79605.109375,3155.11,3383.38,567,567,90.8575,2835000
77.453,-59715.69140625,1065.39,1836.47,568,568,79.106,2840000
87.433,-80340.7109375,3359.24,3438.15,569,569,96.2776,2845000
84.4451,-78950.9921875,2783.62,3780.62,570,570,87.3152,2850000
85.6963,-75868.078125,3046.5,4092.23,571,571,109.1355,2855000
85.234,-79901.1953125,2906.85,3209.7,572,572,90.0147,2860000
81.8678,-75761.9921875,3967.25,4450.28,573,573,86.7857,2865000
83.5146,-80873.6796875,4459.68,4582.03,574,574,92.513,2870000
84.616,-76913.921875,4655.03,4202.45,575,575,93.4239,2875000
83.6992,-77994.390625,3260.05,4280.85,576,576,91.0678,2880000
86.9576,-78959.9921875,4662.77,4380.64,577,577,86.6944,2885000
85.9986,-76496.0390625,5007.73,5111.89,578,578,97.7413,2890000
84.1824,-71031.015625,4336.62,3923.19,579,579,105.9402,2895000
83.0996,-79758.5625,4372.94,4626.57,580,580,86.4019,2900000
83.5953,-80164.9765625,4502.54,4869.38,581,581,82.4817,2905000
84.5147,-79159.4921875,4509.42,4813.54,582,582,85.24,2910000
84.6841,-75900.1953125,3955.7,5223.87,583,583,96.8317,2915000
85.2143,-80745.4765625,4866.39,4888.85,584,584,87.8346,2920000
84.1759,-77414.1953125,4080.26,4670.62,585,585,92.3416,2925000
83.9919,-81570.3046875,3904.45,4880.07,586,586,88.1235,2930000
84.1208,-81440.0625,4589.17,5396.57,587,587,85.8444,2935000
83.4406,-80379.0625,4074.03,4636.72,588,588,87.1202,2940000
84.1883,-82515.796875,4264.04,4877.48,589,589,88.4848,2945000
82.0108,-78429.828125,4105.28,5177.71,590,590,94.8981,2950000
83.3888,-77412.09375,4383.12,5142.27,591,591,97.2154,2955000
82.3586,-79025.8984375,4260.52,4190.63,592,592,87.2845,2960000
87.4478,-82652.3671875,4992.3,5361.32,593,593,92.6076,2965000
85.1271,-82964.640625,5186.22,5310.76,594,594,94.9215,2970000
85.1329,-82914.8125,4986.09,4766.2,595,595,92.2083,2975000
85.159,-80477.1328125,4069.23,5219.26,596,596,99.6297,2980000
83.4538,-81988.4375,4599.27,5044.79,597,597,88.8408,2985000
87.3342,-83503.0546875,5130.87,5344.86,598,598,95.8945,2990000
84.7296,-83160.5703125,4758.95,5685.08,599,599,92.6535,2995000
