Running Env Steps,Running Forward KL,Running Update Time,Itration,Real Sto Return,Running Reverse KL,Real Det Return,Reward Loss
5715000,40.5737,1143,1143,3254.69,22.5954,4358.87,-12457.630859375
5720000,39.6054,1144,1144,4440.85,19.8388,4503.87,-12364.59375
5725000,39.6087,1145,1145,4533.31,20.9632,4549.09,-12314.1845703125
5730000,39.8943,1146,1146,4564.54,20.2259,4637.0,-12432.0712890625
5735000,39.7984,1147,1147,4541.7,20.4213,4560.18,-12265.4248046875
5740000,39.2645,1148,1148,4722.36,20.0192,4760.57,-12227.69140625
5745000,38.8062,1149,1149,4766.86,18.9487,4820.67,-11922.9140625
5750000,38.8829,1150,1150,4542.91,18.9192,4763.35,-11988.2216796875
5755000,38.7915,1151,1151,4645.64,18.8605,4794.99,-11899.4169921875
5760000,38.2038,1152,1152,4756.53,18.9229,4802.37,-11788.1435546875
5765000,38.7442,1153,1153,4768.88,18.3497,4798.01,-11685.5830078125
5770000,38.0722,1154,1154,4776.74,18.0932,4859.89,-11498.0390625
5775000,38.3184,1155,1155,4803.32,18.6082,4866.22,-11524.6123046875
5780000,38.3195,1156,1156,4784.53,17.9986,4833.91,-11491.68359375
5785000,38.5144,1157,1157,4760.98,18.3049,4822.37,-11538.16015625
5790000,38.5103,1158,1158,4586.88,18.735,4838.01,-11617.1728515625
5795000,38.5739,1159,1159,4607.84,18.2001,4872.5,-11548.099609375
5800000,38.3672,1160,1160,4340.42,18.4854,4850.8,-11656.3662109375
5805000,38.2793,1161,1161,4411.27,18.3331,4842.53,-11631.44140625
5810000,38.7448,1162,1162,4591.31,18.8692,4909.75,-11707.759765625
5815000,38.2757,1163,1163,4481.56,17.3988,4898.94,-11773.7421875
5820000,38.197,1164,1164,4589.68,18.1731,4887.39,-11504.7333984375
5825000,38.4324,1165,1165,4827.77,18.7593,4893.23,-11751.212890625
5830000,38.295,1166,1166,4395.3,17.9098,4902.31,-11810.94921875
5835000,38.4296,1167,1167,4717.59,18.8993,4905.88,-11734.623046875
5840000,38.6571,1168,1168,4623.07,17.9035,4927.37,-11862.6669921875
5845000,38.3825,1169,1169,4738.37,18.8165,4912.5,-11908.431640625
5850000,38.3829,1170,1170,4610.04,19.2546,4902.9,-11955.55859375
5855000,38.6178,1171,1171,4331.79,18.6321,4881.34,-11981.3740234375
5860000,38.6623,1172,1172,4844.89,18.5713,4904.21,-12065.68359375
5865000,38.7739,1173,1173,4820.94,18.8404,4884.87,-11946.1552734375
5870000,38.4341,1174,1174,4832.63,18.7661,4891.08,-11867.6591796875
5875000,38.578,1175,1175,4855.06,18.7099,4902.79,-11977.5458984375
5880000,38.398,1176,1176,4868.67,18.3189,4917.94,-11955.6845703125
5885000,38.3266,1177,1177,4617.66,18.249,4921.63,-11855.2412109375
5890000,38.2711,1178,1178,4881.63,18.2432,4965.8,-11932.44921875
5895000,38.3807,1179,1179,4886.1,18.7164,3893.04,-12049.2216796875
5900000,38.8275,1180,1180,4855.8,19.0195,4914.16,-12158.56640625
5905000,38.6227,1181,1181,4875.75,18.7219,4978.02,-12102.978515625
5910000,38.213,1182,1182,4864.46,18.5563,4952.03,-12021.98828125
5915000,38.3622,1183,1183,4867.77,18.4893,4965.55,-12051.9619140625
5920000,38.49,1184,1184,4877.5,17.5077,4978.9,-12039.560546875
5925000,38.5946,1185,1185,4870.06,18.9462,4962.8,-12037.3232421875
5930000,38.5686,1186,1186,4449.73,18.7604,5020.69,-12073.57421875
5935000,38.3458,1187,1187,4872.54,18.6548,4953.94,-12030.1318359375
5940000,38.5496,1188,1188,4842.82,18.1848,4935.52,-11929.0537109375
5945000,38.2546,1189,1189,4877.13,18.0345,4972.7,-12058.6279296875
5950000,38.3888,1190,1190,4871.8,18.6361,4937.27,-11991.7373046875
5955000,38.5513,1191,1191,4644.6,18.9213,4967.63,-12093.4775390625
5960000,38.0199,1192,1192,4872.34,18.4769,4915.36,-12013.58203125
5965000,38.6198,1193,1193,4855.13,18.8968,4924.52,-12101.298828125
5970000,38.0684,1194,1194,4629.06,18.7646,4948.97,-12056.888671875
5975000,38.202,1195,1195,4878.13,18.3179,4971.67,-12061.3857421875
5980000,37.8906,1196,1196,4822.33,17.9326,4890.37,-11955.4560546875
5985000,38.3563,1197,1197,4850.04,18.4731,4912.57,-12081.8544921875
5990000,38.0097,1198,1198,4854.6,18.1655,4928.67,-12026.2587890625
5995000,38.1091,1199,1199,4615.03,18.3766,4946.49,-11931.25390625
6000000,38.4745,1200,1200,4861.05,18.4839,4946.03,-12062.2353515625
6005000,38.1213,1201,1201,4640.12,18.6716,4942.26,-12006.0537109375
6010000,38.2358,1202,1202,4835.64,18.4271,4905.66,-12077.9482421875
6015000,37.9952,1203,1203,4847.31,17.9451,4906.98,-11924.9423828125
6020000,38.4088,1204,1204,4858.03,18.0883,4925.49,-11958.1416015625
6025000,38.2982,1205,1205,4877.45,17.92,4527.73,-12016.7138671875
6030000,38.2606,1206,1206,4356.83,17.2019,4919.02,-11837.3623046875
6035000,38.0678,1207,1207,4364.49,17.3096,4916.16,-11889.3505859375
6040000,38.2845,1208,1208,4825.83,18.0801,4910.27,-11941.302734375
6045000,38.6381,1209,1209,4846.68,18.392,4900.3,-11895.25
6050000,38.1251,1210,1210,4865.49,17.4482,4936.54,-11946.8212890625
6055000,38.7507,1211,1211,4868.75,18.8819,4944.39,-12210.7109375
6060000,38.2691,1212,1212,4676.61,18.3392,4742.2,-12234.4228515625
6065000,38.3792,1213,1213,4619.79,18.2561,4927.74,-12022.0625
6070000,37.7675,1214,1214,4152.0,17.7249,3980.05,-12030.8974609375
6075000,38.4492,1215,1215,4858.35,17.8569,4934.32,-12107.3271484375
6080000,38.4326,1216,1216,4404.43,18.1064,4749.15,-12099.9775390625
6085000,38.1114,1217,1217,4626.7,17.55,4958.86,-12000.0302734375
6090000,38.3573,1218,1218,4856.13,17.8309,4931.32,-12023.357421875
6095000,38.0415,1219,1219,4880.49,16.7346,4964.76,-11735.6533203125
6100000,38.0131,1220,1220,4869.01,17.3782,4946.26,-11953.53515625
6105000,37.9725,1221,1221,4392.05,17.3836,4709.01,-11999.1533203125
6110000,38.1206,1222,1222,4689.52,17.2262,4971.07,-11981.4130859375
6115000,38.4066,1223,1223,4906.66,18.8088,4993.68,-12282.4287109375
6120000,38.3045,1224,1224,4183.9,17.1485,4504.3,-12081.0966796875
6125000,37.9327,1225,1225,4819.94,17.7213,4989.58,-12157.2109375
6130000,38.451,1226,1226,4200.63,17.6399,4962.24,-12091.078125
6135000,38.0513,1227,1227,4774.24,16.6617,4987.41,-11908.59765625
6140000,38.3299,1228,1228,4882.2,17.4366,4980.34,-12025.7265625
6145000,38.6839,1229,1229,4827.34,17.8714,4934.16,-12054.849609375
6150000,38.5356,1230,1230,4867.24,16.8847,4975.6,-12168.048828125
6155000,38.4625,1231,1231,4840.73,18.6631,4925.27,-12179.6416015625
6160000,38.1832,1232,1232,4809.59,17.8246,4895.97,-12042.36328125
6165000,38.0221,1233,1233,4841.28,17.309,4929.93,-12059.712890625
6170000,38.1304,1234,1234,4856.74,17.9017,4930.4,-11956.166015625
6175000,38.1227,1235,1235,4837.49,17.3837,4934.49,-11938.2529296875
6180000,38.1332,1236,1236,4839.37,17.9522,4905.9,-12051.1494140625
6185000,37.8447,1237,1237,4851.5,17.6472,4949.59,-11799.3974609375
6190000,37.8673,1238,1238,4854.78,16.3946,4934.31,-12160.3583984375
6195000,38.1884,1239,1239,4856.37,16.4204,4935.92,-12018.3740234375
6200000,38.2507,1240,1240,4836.45,17.4432,4938.31,-11952.431640625
6205000,37.9976,1241,1241,4778.89,17.5912,4867.52,-11935.689453125
6210000,37.9534,1242,1242,4850.01,16.5479,4932.15,-11826.7724609375
6215000,38.1292,1243,1243,4808.12,17.5474,4898.74,-12099.85546875
6220000,37.6982,1244,1244,4873.98,16.3649,4966.57,-12026.6328125
6225000,38.0037,1245,1245,4830.24,17.442,4930.96,-12149.984375
6230000,38.4105,1246,1246,4702.26,16.9044,4870.82,-11980.5126953125
6235000,38.1951,1247,1247,4850.42,17.5176,4936.96,-12042.3486328125
6240000,38.1214,1248,1248,4676.53,16.7928,4970.86,-12137.3037109375
6245000,37.9891,1249,1249,4865.98,16.1313,4951.95,-11940.732421875
6250000,38.4859,1250,1250,4770.92,17.6554,4900.76,-12229.6279296875
6255000,38.2931,1251,1251,4638.75,17.728,4930.54,-12192.794921875
6260000,37.8373,1252,1252,4669.07,17.4998,4968.17,-11931.9794921875
6265000,38.1816,1253,1253,4864.16,17.8261,4973.4,-12219.9970703125
6270000,37.9576,1254,1254,4771.09,17.4355,4951.17,-12073.7099609375
6275000,38.0928,1255,1255,4608.43,16.3845,4974.75,-12175.654296875
6280000,38.644,1256,1256,4859.22,16.8322,4980.79,-12204.2294921875
6285000,38.1921,1257,1257,4801.15,16.0521,4933.47,-12148.8740234375
6290000,38.2823,1258,1258,4626.51,18.2836,4969.7,-12050.76171875
6295000,38.1235,1259,1259,4871.05,17.4151,4952.46,-12182.3154296875
6300000,38.2171,1260,1260,4846.83,17.1757,4947.43,-12030.5126953125
6305000,37.5928,1261,1261,4451.85,15.6731,4975.91,-12025.1923828125
6310000,38.1135,1262,1262,4373.63,16.8045,4957.77,-12373.9296875
6315000,37.6342,1263,1263,4837.67,16.8716,4946.62,-11942.306640625
6320000,37.8371,1264,1264,4793.15,15.4739,4950.58,-12121.78125
6325000,38.0984,1265,1265,4550.29,15.595,4963.83,-12173.662109375
6330000,38.0686,1266,1266,4718.42,16.2429,4992.95,-11912.0205078125
6335000,37.9566,1267,1267,4519.71,16.0357,5006.41,-12012.6611328125
6340000,37.3446,1268,1268,4863.17,16.5402,4953.92,-11949.693359375
6345000,38.1593,1269,1269,4771.11,16.1691,4946.32,-12150.8232421875
6350000,37.7416,1270,1270,4288.98,15.2279,4710.06,-11986.787109375
6355000,37.8754,1271,1271,4665.55,16.3826,4949.72,-12204.8173828125
6360000,37.7712,1272,1272,4253.25,15.4465,4946.71,-12246.3701171875
6365000,37.797,1273,1273,4621.4,16.3872,4933.72,-11963.5546875
6370000,37.4488,1274,1274,4478.57,17.221,4955.42,-12328.484375
6375000,37.9369,1275,1275,4687.74,16.5188,4947.81,-12165.1044921875
6380000,37.9859,1276,1276,4558.04,16.488,4973.49,-12155.7763671875
6385000,37.7799,1277,1277,4459.23,16.0724,4981.23,-12147.521484375
6390000,38.133,1278,1278,4729.27,15.9041,4931.73,-12344.05859375
6395000,37.919,1279,1279,4814.02,15.827,4912.8,-12170.9541015625
6400000,37.7453,1280,1280,4804.0,15.5534,4934.3,-12241.4296875
6405000,37.6996,1281,1281,4534.17,15.4802,4951.81,-12101.0224609375
6410000,37.675,1282,1282,4690.44,16.3762,4939.35,-12049.3408203125
6415000,37.5808,1283,1283,4573.0,16.2846,4958.42,-12029.9208984375
6420000,37.9218,1284,1284,4661.28,15.8135,4942.9,-12192.244140625
6425000,37.882,1285,1285,4016.43,16.136,4876.98,-12222.8701171875
6430000,37.5438,1286,1286,4249.84,15.7859,4919.99,-12197.9580078125
6435000,37.7792,1287,1287,4327.81,16.3377,4910.44,-12174.458984375
6440000,37.6683,1288,1288,4358.13,15.2192,4989.82,-12116.056640625
6445000,38.008,1289,1289,4311.64,15.5524,4899.36,-12315.283203125
6450000,38.0074,1290,1290,4288.08,16.0376,4884.93,-12103.2294921875
6455000,37.5487,1291,1291,4164.04,14.87,4916.16,-12106.8740234375
6460000,37.6602,1292,1292,4536.44,14.477,4916.93,-12245.943359375
6465000,37.7649,1293,1293,4633.24,15.7695,4922.71,-12049.1748046875
6470000,37.5028,1294,1294,4848.96,15.7199,4547.01,-11937.814453125
6475000,37.3121,1295,1295,4642.13,15.0612,4885.16,-12098.9345703125
6480000,37.3556,1296,1296,4609.98,15.1907,4893.12,-12277.44921875
6485000,38.0303,1297,1297,4638.19,15.3812,4831.53,-12381.87109375
6490000,37.4851,1298,1298,4479.47,15.8086,3826.23,-12104.9140625
6495000,37.6778,1299,1299,4696.6,16.4155,2995.17,-12250.24609375
6500000,37.7762,1300,1300,4439.82,15.7157,3804.57,-12326.833984375
6505000,37.5207,1301,1301,4741.95,16.2055,4795.7,-12164.798828125
6510000,37.2853,1302,1302,4801.47,16.143,4748.24,-11992.5380859375
6515000,37.4208,1303,1303,4606.24,15.3365,3916.24,-12047.5078125
6520000,37.6361,1304,1304,4546.97,16.26,4384.01,-12074.5751953125
6525000,37.7489,1305,1305,4747.64,15.715,4698.17,-12122.337890625
6530000,37.7856,1306,1306,4611.64,16.0465,4914.75,-12301.9921875
6535000,38.1366,1307,1307,4640.78,16.6638,4512.38,-12374.08203125
6540000,38.0963,1308,1308,4748.48,16.5289,4958.39,-12555.9541015625
6545000,38.0039,1309,1309,4505.44,17.1014,4901.93,-12379.3466796875
6550000,38.0379,1310,1310,4852.59,16.9455,4966.58,-12231.990234375
6555000,37.9994,1311,1311,4819.81,16.7778,4919.16,-12152.4423828125
6560000,38.4066,1312,1312,4808.27,17.0925,4886.47,-12440.048828125
6565000,38.2183,1313,1313,4814.18,17.1863,4910.36,-12365.861328125
6570000,37.99,1314,1314,4803.23,16.3792,4911.44,-12381.744140625
6575000,38.1587,1315,1315,4827.81,17.2085,4922.99,-12460.4794921875
6580000,37.5044,1316,1316,4809.54,16.7007,4946.93,-12478.3037109375
6585000,38.0423,1317,1317,4821.27,17.0497,4897.82,-12550.39453125
6590000,38.2603,1318,1318,4834.01,16.8866,4879.18,-12480.826171875
6595000,37.9101,1319,1319,4798.74,17.2533,4839.22,-12509.6611328125
6600000,38.2329,1320,1320,4801.49,17.1942,4837.62,-12611.6083984375
6605000,37.7502,1321,1321,4813.89,16.4532,4880.92,-12297.837890625
6610000,38.1524,1322,1322,4712.34,17.3162,4896.59,-12498.58984375
6615000,37.7662,1323,1323,4821.01,16.493,4905.15,-12197.1552734375
6620000,37.889,1324,1324,4802.06,16.6823,4849.87,-12205.5888671875
6625000,37.7727,1325,1325,4838.95,16.3978,4908.14,-12175.5234375
6630000,37.9904,1326,1326,4802.95,16.4135,4893.15,-12357.1298828125
6635000,38.0719,1327,1327,4864.23,16.8706,4938.43,-12436.7470703125
6640000,38.1339,1328,1328,4834.9,16.9998,4919.49,-12589.046875
6645000,38.3639,1329,1329,4842.83,17.0307,4925.14,-12681.087890625
6650000,38.3997,1330,1330,4798.34,16.8937,4881.97,-12610.912109375
6655000,38.5254,1331,1331,4873.09,17.8558,4921.58,-12703.208984375
6660000,39.7141,1332,1332,2035.7,17.5479,2416.97,-12038.2373046875
6665000,37.8981,1333,1333,4545.61,16.7097,4875.63,-12566.8544921875
6670000,52.5327,1334,1334,-21.12,29.4607,-24.16,-12549.525390625
6675000,39.3795,1335,1335,3266.27,20.6683,3554.51,-12534.025390625
6680000,38.297,1336,1336,4800.57,17.3722,4879.92,-12345.3251953125
6685000,37.9597,1337,1337,4678.65,17.7781,4787.63,-12584.01953125
6690000,38.2197,1338,1338,4826.18,17.7377,4880.71,-12510.7724609375
6695000,38.2605,1339,1339,4827.31,17.1441,4885.29,-12543.7470703125
6700000,38.5166,1340,1340,4756.68,17.1088,4845.76,-12509.3623046875
6705000,38.4354,1341,1341,4885.51,17.814,4942.68,-12867.1728515625
6710000,38.5258,1342,1342,4789.92,17.519,4903.35,-12654.2568359375
6715000,38.5841,1343,1343,4780.34,18.2102,4837.17,-12836.990234375
6720000,38.1778,1344,1344,4735.61,17.4125,4779.12,-12572.1435546875
6725000,37.9634,1345,1345,4769.45,17.2466,4822.97,-12572.28125
6730000,38.2464,1346,1346,4778.96,17.2644,4827.56,-12596.2734375
6735000,38.2119,1347,1347,4816.7,17.2528,4873.82,-12609.2978515625
6740000,37.9827,1348,1348,4658.93,17.5265,4837.75,-12716.716796875
6745000,37.8728,1349,1349,4774.57,17.2698,4824.16,-12585.4794921875
6750000,37.9295,1350,1350,4658.49,17.3227,4837.46,-12638.4208984375
6755000,38.3935,1351,1351,4826.2,17.5867,4898.21,-12756.595703125
6760000,38.4014,1352,1352,4770.55,17.9497,4834.06,-12873.892578125
6765000,37.7461,1353,1353,4760.16,18.1045,4832.41,-12522.5146484375
6770000,37.917,1354,1354,4797.09,17.2078,4883.09,-12631.25390625
6775000,37.8357,1355,1355,4869.24,17.1993,4922.34,-12559.6025390625
6780000,37.9878,1356,1356,4737.74,17.223,4832.91,-12648.7041015625
6785000,37.8137,1357,1357,4677.82,16.6994,4844.43,-12334.1611328125
6790000,37.9001,1358,1358,4743.37,16.9709,4837.67,-12460.0205078125
6795000,38.0171,1359,1359,4724.69,17.0195,4793.03,-12670.65625
6800000,37.773,1360,1360,4642.68,16.85,4841.57,-12387.796875
6805000,37.7367,1361,1361,4737.93,16.6216,4837.07,-12443.7041015625
6810000,37.7176,1362,1362,4566.07,16.5211,4854.45,-12532.63671875
6815000,37.8052,1363,1363,4795.3,16.7321,4870.64,-12525.9189453125
6820000,38.0499,1364,1364,4767.53,16.9936,4833.02,-12398.853515625
6825000,38.2288,1365,1365,4723.23,17.2979,4753.3,-12729.1435546875
6830000,37.6754,1366,1366,4762.24,17.1512,4842.29,-12724.3828125
6835000,37.9871,1367,1367,4627.7,17.3644,4799.3,-12679.69921875
6840000,38.099,1368,1368,4826.68,17.9862,4884.36,-12589.68359375
6845000,38.3658,1369,1369,4747.51,17.4869,4800.16,-12512.9453125
6850000,37.4162,1370,1370,4799.63,16.0965,4868.12,-12536.0029296875
6855000,38.4813,1371,1371,4342.71,16.6896,4855.36,-12585.87109375
6860000,37.7374,1372,1372,4782.85,16.6923,4846.76,-12613.30859375
6865000,37.9908,1373,1373,4835.72,16.7228,4912.76,-12672.60546875
6870000,38.0683,1374,1374,4633.9,17.1585,4761.29,-12665.5390625
6875000,37.5716,1375,1375,4756.56,16.3903,4847.42,-12434.4404296875
6880000,37.7887,1376,1376,4673.48,16.1836,4782.33,-12414.32421875
6885000,37.403,1377,1377,4763.9,16.2407,4877.14,-12586.4833984375
6890000,37.4975,1378,1378,4835.62,16.2373,4906.54,-12571.1953125
6895000,37.6148,1379,1379,4874.12,16.855,4950.52,-12573.08203125
6900000,37.811,1380,1380,4825.94,16.3075,4892.17,-12405.529296875
6905000,38.0583,1381,1381,4742.61,16.8554,4858.5,-12609.6357421875
6910000,37.6417,1382,1382,4801.39,18.1386,4879.42,-12496.79296875
6915000,37.5487,1383,1383,4852.19,16.007,4939.81,-12252.025390625
6920000,37.7872,1384,1384,4823.79,16.1585,4921.63,-12562.51953125
6925000,38.1289,1385,1385,4796.24,17.2632,4866.92,-12635.1015625
6930000,37.9283,1386,1386,4736.06,16.8086,4771.45,-12520.2939453125
6935000,37.4599,1387,1387,4583.86,15.8078,4875.24,-12199.95703125
6940000,37.6013,1388,1388,4798.52,16.2964,4852.44,-12187.6181640625
6945000,37.7924,1389,1389,4781.54,16.6031,4836.25,-12326.822265625
6950000,37.6906,1390,1390,4626.88,16.5093,4887.67,-12493.021484375
6955000,37.7624,1391,1391,4828.46,16.6516,4884.2,-12314.001953125
6960000,38.0536,1392,1392,4794.92,18.0666,4829.49,-12595.470703125
6965000,37.2573,1393,1393,4834.46,15.4803,4905.76,-12100.67578125
6970000,37.7184,1394,1394,4819.41,16.5911,4866.13,-12570.8203125
6975000,38.0,1395,1395,4811.26,16.6565,4877.3,-12563.2724609375
6980000,37.8039,1396,1396,4869.42,16.4298,4907.17,-12385.64453125
6985000,37.8581,1397,1397,4816.18,16.0501,4885.76,-12252.8994140625
6990000,38.075,1398,1398,4828.06,16.9395,4894.55,-12611.2265625
6995000,37.7653,1399,1399,4883.24,16.7693,4934.54,-12590.986328125
7000000,37.4936,1400,1400,4819.41,15.6618,4887.42,-12507.806640625
7005000,38.0248,1401,1401,4433.07,26.3735,4490.57,-12770.4814453125
7010000,37.5866,1402,1402,4844.93,16.141,4898.59,-12620.9326171875
7015000,37.0949,1403,1403,4911.03,15.4832,4962.37,-12138.345703125
7020000,37.9685,1404,1404,4872.8,21.7055,4925.45,-12717.9609375
7025000,37.8749,1405,1405,4900.93,16.1946,4977.0,-12394.009765625
7030000,37.1912,1406,1406,4867.8,16.296,4948.77,-12563.8427734375
7035000,37.7403,1407,1407,4879.97,16.186,4452.99,-12592.4609375
7040000,37.7907,1408,1408,4902.36,16.3224,4949.99,-12531.9326171875
7045000,37.5502,1409,1409,4858.24,15.9627,4937.66,-12429.859375
7050000,37.4385,1410,1410,4834.72,16.0733,4900.25,-12616.3486328125
7055000,37.426,1411,1411,4874.43,27.694,4697.96,-12496.126953125
7060000,37.8191,1412,1412,4839.57,15.9728,4900.59,-12514.8896484375
7065000,37.3901,1413,1413,4881.77,15.9286,4965.45,-12367.2919921875
7070000,37.3248,1414,1414,4683.06,15.7536,4953.4,-12457.205078125
7075000,37.62,1415,1415,4852.88,16.3181,4938.41,-12781.666015625
7080000,37.5309,1416,1416,4774.67,31.551,4971.14,-12772.91015625
7085000,38.1544,1417,1417,4553.03,38.1052,4271.54,-12859.8017578125
7090000,37.7838,1418,1418,4634.29,25.0152,4497.35,-12630.5791015625
7095000,37.1014,1419,1419,4834.69,16.4196,4932.62,-12621.267578125
7100000,37.7326,1420,1420,4890.83,16.2737,4969.91,-12765.6572265625
7105000,37.8963,1421,1421,3971.88,49.9143,4764.98,-12744.5830078125
7110000,37.5871,1422,1422,4901.82,23.9013,4995.0,-12660.1865234375
7115000,37.9979,1423,1423,4531.59,21.9977,4900.28,-13054.525390625
7120000,37.5088,1424,1424,4840.03,15.431,4931.66,-12547.9912109375
7125000,37.7524,1425,1425,4846.4,32.6115,3965.22,-12656.078125
7130000,37.6662,1426,1426,4852.5,26.1339,4951.07,-12696.1279296875
7135000,37.5379,1427,1427,4833.57,22.8968,4912.64,-12864.939453125
7140000,37.9093,1428,1428,4732.0,16.1194,4881.99,-12721.5712890625
7145000,37.4526,1429,1429,4853.84,15.4453,4926.43,-12638.7041015625
7150000,37.6602,1430,1430,4591.83,16.1914,4948.34,-12550.966796875
7155000,37.5739,1431,1431,4637.21,15.11,4936.11,-12479.4716796875
7160000,37.3441,1432,1432,4869.28,16.3283,4948.36,-12705.5927734375
7165000,37.8059,1433,1433,4779.06,16.0064,4973.69,-12603.2607421875
7170000,37.7692,1434,1434,4709.75,34.0167,4742.69,-12802.8720703125
7175000,37.5805,1435,1435,4886.68,15.458,4999.77,-12487.4775390625
7180000,37.392,1436,1436,4871.31,23.1985,4966.72,-12914.0693359375
7185000,37.5165,1437,1437,4803.1,15.1228,4917.89,-12588.97265625
7190000,37.8341,1438,1438,4606.5,21.2957,5013.65,-12858.576171875
7195000,37.6601,1439,1439,4856.27,16.0517,4960.86,-12797.244140625
7200000,37.6557,1440,1440,4864.99,16.3823,4961.06,-12781.12890625
7205000,37.8163,1441,1441,4684.99,16.5979,4962.52,-12808.525390625
7210000,37.795,1442,1442,4827.03,16.9728,4905.58,-13098.587890625
7215000,38.0732,1443,1443,4853.32,16.5342,4950.67,-12978.7841796875
7220000,37.9802,1444,1444,4661.77,18.8156,4468.01,-12941.6962890625
7225000,38.4874,1445,1445,4862.28,16.7304,4955.79,-13057.1552734375
7230000,37.5328,1446,1446,4879.81,16.2498,4972.03,-12890.0986328125
7235000,37.8932,1447,1447,4880.64,16.654,4961.97,-12965.734375
7240000,38.3234,1448,1448,4255.4,24.3644,4962.06,-13314.2880859375
7245000,37.6577,1449,1449,4867.64,16.7654,4951.74,-13047.53515625
7250000,37.742,1450,1450,4836.05,19.7044,4948.07,-13311.115234375
7255000,37.7636,1451,1451,4834.35,16.5065,4502.01,-12970.2724609375
7260000,37.9415,1452,1452,4868.51,16.25,4950.53,-12945.103515625
7265000,38.2973,1453,1453,4780.15,17.1903,4906.83,-13109.8232421875
7270000,38.4068,1454,1454,4799.23,17.5635,4887.6,-13214.169921875
7275000,38.3172,1455,1455,4590.18,17.5591,4866.75,-13162.7392578125
7280000,37.6872,1456,1456,4813.52,16.5961,4929.9,-13037.685546875
7285000,37.7814,1457,1457,4779.24,16.873,4891.72,-13070.9150390625
7290000,38.4403,1458,1458,4810.58,20.5955,4915.54,-13324.4990234375
7295000,38.3595,1459,1459,4748.2,31.2339,4871.69,-13333.498046875
7300000,38.0034,1460,1460,4648.67,22.1663,4955.73,-13050.0185546875
7305000,38.3428,1461,1461,4565.53,18.5901,4916.84,-13550.39453125
7310000,38.2471,1462,1462,4800.9,17.2948,4892.92,-13190.5185546875
7315000,38.0619,1463,1463,4817.22,24.4172,4925.48,-13278.1806640625
7320000,37.9149,1464,1464,4790.29,16.8063,4912.23,-13092.5712890625
7325000,38.1923,1465,1465,4531.92,22.2452,4885.18,-13216.8388671875
7330000,38.2204,1466,1466,4791.1,19.2605,4895.75,-13418.65625
7335000,37.53,1467,1467,4816.12,16.1399,4917.6,-12950.6962890625
7340000,37.8824,1468,1468,4831.26,17.0586,4940.46,-13208.154296875
7345000,37.9132,1469,1469,4801.61,16.6231,4925.35,-13173.3681640625
7350000,38.0403,1470,1470,4475.56,16.9726,4971.55,-13492.845703125
7355000,38.1502,1471,1471,4539.15,19.567,4945.78,-13520.7841796875
7360000,38.4832,1472,1472,4752.23,17.7142,4849.16,-13671.375
7365000,37.7346,1473,1473,4403.37,17.2163,4946.05,-13285.2744140625
7370000,38.4835,1474,1474,4607.93,16.944,4927.25,-13385.16796875
7375000,37.7464,1475,1475,4854.27,15.8418,4968.22,-13149.7080078125
7380000,38.1578,1476,1476,4415.3,17.1579,4882.16,-13263.494140625
7385000,38.9033,1477,1477,4489.21,18.596,4965.36,-13786.9169921875
7390000,38.8421,1478,1478,3408.65,31.0366,4982.03,-13711.1240234375
7395000,38.0128,1479,1479,4082.9,22.9947,4978.39,-13690.591796875
7400000,38.3982,1480,1480,4782.68,16.6831,4910.75,-13297.515625
7405000,38.5623,1481,1481,4015.16,19.646,4921.83,-13563.494140625
7410000,38.1291,1482,1482,4585.15,15.9333,4933.69,-13300.4052734375
7415000,38.1913,1483,1483,4688.76,17.0265,4958.24,-13385.59765625
7420000,37.5836,1484,1484,4276.65,18.5847,4943.01,-13411.4306640625
7425000,38.4146,1485,1485,4821.62,26.5943,4922.58,-13522.11328125
7430000,37.7745,1486,1486,4574.25,16.0255,4957.87,-13312.4580078125
7435000,38.2086,1487,1487,4567.02,16.94,4930.98,-13305.6943359375
7440000,38.6581,1488,1488,4617.44,16.8775,4934.23,-13584.4609375
7445000,37.3711,1489,1489,4699.77,15.6153,4961.22,-13134.501953125
7450000,37.6894,1490,1490,4600.61,16.2558,4939.24,-13324.8271484375
7455000,37.5222,1491,1491,4561.68,15.5023,4935.31,-12911.5927734375
7460000,38.2436,1492,1492,4607.15,16.4768,4991.87,-13251.0830078125
7465000,38.8603,1493,1493,3945.3,31.7266,5042.31,-13769.861328125
7470000,38.2151,1494,1494,3946.41,28.3254,4938.93,-13544.6201171875
7475000,37.5526,1495,1495,4322.72,20.2174,4964.6,-13357.1123046875
7480000,37.9031,1496,1496,4493.51,15.7154,4912.36,-13353.8251953125
7485000,37.7765,1497,1497,4780.54,16.429,4903.92,-13450.9013671875
7490000,38.2936,1498,1498,4231.87,25.7352,4886.62,-13675.1123046875
7495000,37.741,1499,1499,4798.5,15.8697,4897.53,-13303.5888671875
