Running Reverse KL,Real Det Return,Running Forward KL,Reward Loss,Running Update Time,Real Sto Return,Running Env Steps,Itration
15.3624,3305.01,24.1811,-983.9673461914062,84,2777.77,420000,84
14.5841,3302.71,21.6897,-657.3579711914062,85,3301.21,425000,85
12.3868,3351.92,22.7034,-920.5040283203125,86,2034.69,430000,86
13.9875,3283.73,22.7151,-729.4693603515625,87,3102.64,435000,87
16.9314,3262.73,23.7361,-774.6566162109375,88,3260.02,440000,88
14.9099,3296.69,22.4951,-723.7325439453125,89,3285.71,445000,89
15.5916,3276.68,23.0554,-789.3360595703125,90,3254.0,450000,90
15.4314,3244.93,23.0115,-838.6755981445312,91,3237.94,455000,91
14.9688,3372.63,21.0494,-633.3153076171875,92,3349.76,460000,92
16.7922,3305.06,22.9126,-821.9176025390625,93,3292.81,465000,93
16.6474,3334.94,23.4973,-813.0860595703125,94,3322.26,470000,94
17.6817,3297.45,23.1098,-816.2683715820312,95,3298.79,475000,95
16.6966,3233.98,24.0687,-895.3635864257812,96,3227.41,480000,96
16.2359,3298.95,22.9158,-895.400390625,97,3298.64,485000,97
15.9374,3277.36,22.6988,-823.2353515625,98,3279.36,490000,98
16.5435,3309.31,23.0092,-890.117919921875,99,3279.15,495000,99
15.663,3328.36,22.8041,-787.833740234375,100,3301.51,500000,100
13.1583,3337.71,19.5321,-601.7084350585938,101,3319.85,505000,101
14.3518,3333.66,22.072,-804.0741577148438,102,3059.29,510000,102
14.9775,3346.17,21.8679,-769.089599609375,103,3229.5,515000,103
16.2383,3341.78,22.6705,-872.3257446289062,104,3331.5,520000,104
15.1854,3365.49,21.3472,-918.6724243164062,105,3047.67,525000,105
15.2056,3417.7,21.3357,-794.8323364257812,106,3397.26,530000,106
14.3929,3355.68,21.1469,-839.1170043945312,107,3339.47,535000,107
14.2383,3428.57,20.9567,-651.34033203125,108,3411.31,540000,108
14.6631,3431.34,20.6513,-770.85693359375,109,3400.39,545000,109
15.2299,3399.51,21.8863,-800.0745849609375,110,3363.67,550000,110
14.2139,3342.34,20.9642,-819.716552734375,111,3316.48,555000,111
13.9809,3390.06,20.7464,-783.3262939453125,112,3373.74,560000,112
14.8491,3419.78,20.9948,-770.2132568359375,113,3394.45,565000,113
15.178,3372.37,22.1769,-916.2411499023438,114,3345.76,570000,114
14.6471,3334.2,22.06,-992.1312255859375,115,3314.41,575000,115
14.7675,3381.15,21.7332,-920.1920166015625,116,3364.32,580000,116
14.5585,3328.12,21.3591,-940.9712524414062,117,3297.0,585000,117
15.2041,3424.09,21.29,-821.2684326171875,118,3396.74,590000,118
14.1701,3425.68,20.7663,-718.7919921875,119,3254.53,595000,119
15.5296,3390.42,22.9574,-948.9557495117188,120,3366.93,600000,120
14.6179,3463.16,20.5654,-831.7677612304688,121,3424.68,605000,121
15.4605,3386.48,22.3978,-984.7825927734375,122,3362.79,610000,122
13.5771,3416.78,20.6575,-843.6199951171875,123,3395.09,615000,123
15.1252,3449.35,20.9632,-863.5276489257812,124,3424.76,620000,124
16.0012,3411.82,23.4389,-1064.341064453125,125,3386.84,625000,125
14.5321,3419.35,21.4623,-883.2447509765625,126,3384.73,630000,126
15.3078,3446.48,21.7398,-992.7301635742188,127,3418.84,635000,127
13.5011,3445.87,20.0182,-909.8558959960938,128,3397.1,640000,128
13.7263,3434.7,21.4037,-1076.95751953125,129,3393.01,645000,129
13.8774,3462.01,20.4621,-874.0234375,130,3094.45,650000,130
13.7211,3422.38,20.526,-825.6171264648438,131,3373.34,655000,131
13.8125,3414.13,21.1134,-944.2459716796875,132,3398.89,660000,132
13.574,3454.73,19.8738,-871.8358154296875,133,3420.77,665000,133
14.5389,3436.85,21.5017,-1077.96728515625,134,3416.97,670000,134
14.2187,3390.65,20.6886,-1062.11865234375,135,3369.51,675000,135
13.936,3447.73,20.368,-820.6917724609375,136,3413.14,680000,136
13.0755,3422.07,20.3694,-1019.1676025390625,137,3370.94,685000,137
17.4538,3418.68,20.2946,-1096.9940185546875,138,3379.57,690000,138
13.2682,3473.62,20.172,-898.109375,139,3364.62,695000,139
13.5814,3369.74,20.5637,-1230.520263671875,140,3263.42,700000,140
19.7377,3476.09,20.9692,-1587.44384765625,141,2550.66,705000,141
13.8742,3422.36,20.8228,-1080.365478515625,142,3390.1,710000,142
13.6543,3414.55,20.8339,-1158.629150390625,143,3242.98,715000,143
12.8603,3415.1,20.2619,-1174.54345703125,144,3312.51,720000,144
12.5512,3427.79,19.138,-962.0386352539062,145,3331.45,725000,145
13.324,3434.08,20.4454,-1125.1890869140625,146,3395.48,730000,146
13.2018,3428.68,19.979,-1113.921630859375,147,3410.41,735000,147
13.4828,3441.6,19.7613,-966.4960327148438,148,3412.12,740000,148
14.4868,3449.05,19.9115,-945.3518676757812,149,3450.86,745000,149
13.705,3417.4,21.0761,-1381.5281982421875,150,3376.23,750000,150
13.3311,3431.15,20.9287,-1252.74072265625,151,3428.93,755000,151
13.1664,3515.66,19.5506,-777.5885009765625,152,3342.99,760000,152
13.7957,3449.2,20.2061,-1101.156005859375,153,3363.75,765000,153
14.4776,3485.76,19.9255,-1091.5086669921875,154,3468.1,770000,154
13.9616,3451.73,20.9437,-977.27490234375,155,3422.63,775000,155
13.0745,3473.97,19.8838,-1263.122802734375,156,3357.46,780000,156
13.3544,3444.41,19.852,-1218.6220703125,157,3314.62,785000,157
14.3954,3457.74,20.7877,-1016.7911987304688,158,3424.65,790000,158
12.9215,3447.95,19.9042,-1148.2408447265625,159,3408.27,795000,159
12.4489,3437.92,19.4857,-1251.3280029296875,160,3403.5,800000,160
13.2951,3457.03,19.8862,-1258.345703125,161,3422.27,805000,161
13.0189,3484.1,20.3553,-1533.5084228515625,162,2999.04,810000,162
13.0797,3458.06,19.6098,-1058.1971435546875,163,3429.9,815000,163
12.8485,3425.6,19.9199,-1193.7913818359375,164,3400.23,820000,164
14.109,3451.74,20.4242,-1145.177001953125,165,3424.14,825000,165
13.7244,3435.78,20.4454,-1314.8017578125,166,3427.86,830000,166
14.7543,3471.4,20.456,-1231.0814208984375,167,3339.05,835000,167
12.637,3437.08,19.8624,-1401.22900390625,168,3413.17,840000,168
14.6594,3400.31,21.9597,-1502.5760498046875,169,3392.51,845000,169
13.9438,3426.85,20.791,-1545.2117919921875,170,3389.41,850000,170
14.1594,3436.38,21.0165,-1555.1439208984375,171,3390.93,855000,171
12.7671,3418.96,19.5436,-1281.0487060546875,172,3372.52,860000,172
13.3149,3423.14,20.7493,-1447.2357177734375,173,3252.95,865000,173
13.7649,3451.87,20.3595,-1312.7532958984375,174,3418.88,870000,174
14.5853,3464.67,20.6272,-1354.8916015625,175,3382.7,875000,175
15.5612,3477.86,20.9011,-1418.8544921875,176,2979.34,880000,176
13.7066,3432.46,20.5429,-1398.6241455078125,177,3392.54,885000,177
13.9325,3431.92,20.4984,-1369.6556396484375,178,3403.48,890000,178
13.7659,3459.52,20.437,-1294.27880859375,179,3455.21,895000,179
14.7062,3438.42,21.2109,-1581.2803955078125,180,3307.01,900000,180
14.3825,3426.53,21.2106,-1646.81689453125,181,2669.0,905000,181
14.1726,3423.38,20.1541,-1503.852294921875,182,3397.84,910000,182
13.9646,3424.14,20.6523,-1532.5028076171875,183,3399.94,915000,183
13.9037,3470.63,19.9441,-1511.4034423828125,184,3439.46,920000,184
15.8387,3458.76,20.3284,-1530.2191162109375,185,3342.03,925000,185
12.9916,3441.37,20.3969,-1541.4207763671875,186,3410.02,930000,186
13.8943,3438.72,21.654,-1870.4619140625,187,2851.08,935000,187
13.9596,3413.16,20.5218,-1567.7391357421875,188,3391.89,940000,188
13.6221,3435.93,20.3136,-1628.8916015625,189,3403.25,945000,189
13.5836,3430.8,20.1171,-1426.865234375,190,3399.43,950000,190
13.05,3437.0,20.4387,-1365.9417724609375,191,3388.99,955000,191
13.528,3367.62,21.1704,-1947.009033203125,192,3310.7,960000,192
13.7918,3447.44,20.4332,-1528.8675537109375,193,3418.44,965000,193
13.9236,3447.07,20.5499,-1515.5474853515625,194,3423.99,970000,194
13.915,3447.68,20.7491,-1704.0621337890625,195,3320.76,975000,195
13.1197,3445.15,19.6256,-1447.9097900390625,196,3415.57,980000,196
13.0071,3462.8,19.6402,-1584.13330078125,197,3429.42,985000,197
13.1855,3407.03,20.3734,-1708.645263671875,198,3410.94,990000,198
13.2948,3485.17,20.5548,-1647.5892333984375,199,3291.47,995000,199
