Real Sto Return,Running Update Time,Running Env Steps,Running Forward KL,Reward Loss,Itration,Real Det Return,Running Reverse KL
1570.59,28,140000,157.4532,-3211.07373046875,28,1949.75,16.1858
1540.52,29,145000,157.589,-3485.783447265625,29,1882.91,16.1793
1587.78,30,150000,157.4995,-3635.97314453125,30,1932.63,16.5013
1574.72,31,155000,157.5754,-3879.417236328125,31,1882.12,16.2989
1571.99,32,160000,157.6073,-4184.98486328125,32,1805.79,16.043
1660.28,33,165000,157.4599,-4251.650390625,33,1970.76,16.6192
1652.35,34,170000,157.5829,-4453.78564453125,34,2034.16,16.6175
1626.95,35,175000,157.5787,-4646.6318359375,35,2007.36,16.5913
1632.03,36,180000,157.485,-4888.54638671875,36,1990.12,16.1605
1645.55,37,185000,157.5896,-5128.3857421875,37,1950.82,16.1856
1644.36,38,190000,157.3434,-5328.78369140625,38,2019.67,16.2382
1691.16,39,195000,157.254,-5477.8076171875,39,2033.93,16.2066
1648.25,40,200000,157.2118,-5793.36083984375,40,1976.36,16.3103
1689.81,41,205000,157.3727,-5871.16650390625,41,2009.37,16.2946
1706.02,42,210000,157.3899,-6190.77294921875,42,2012.07,16.3073
1696.3,43,215000,157.3775,-6232.28662109375,43,2054.76,16.2931
1670.76,44,220000,157.2779,-6606.86181640625,44,1991.51,15.9377
1686.06,45,225000,157.2417,-6778.3369140625,45,2057.99,16.3465
1751.14,46,230000,157.2665,-6950.59814453125,46,2101.43,16.3118
1724.14,47,235000,157.1194,-7096.56982421875,47,2104.85,16.1036
1725.19,48,240000,157.415,-7387.18408203125,48,2073.51,16.1952
1690.27,49,245000,157.1164,-7680.4716796875,49,2014.68,15.8789
1742.2,50,250000,157.4639,-7753.93603515625,50,2090.32,16.3128
1679.55,51,255000,157.2108,-8004.74560546875,51,1986.26,15.8019
1702.4,52,260000,157.1175,-8181.70849609375,52,2040.63,15.8212
1731.77,53,265000,157.2346,-8321.1181640625,53,2107.42,15.9433
1694.58,54,270000,157.1398,-8589.9501953125,54,2025.55,15.6868
1714.3,55,275000,156.9712,-8773.4462890625,55,2048.22,15.7679
1750.64,56,280000,157.2495,-9034.359375,56,2064.51,16.0152
1672.86,57,285000,157.1972,-9128.0615234375,57,2047.54,15.7597
1723.68,58,290000,157.1062,-9392.771484375,58,2042.82,15.883
1712.03,59,295000,156.9966,-9607.2451171875,59,2091.16,15.7107
1697.61,60,300000,157.0205,-9832.4609375,60,2118.57,15.6803
1732.17,61,305000,156.7525,-10005.9052734375,61,2081.9,15.6172
1763.71,62,310000,157.042,-10167.9833984375,62,2110.93,16.0819
1747.52,63,315000,157.1996,-10414.3720703125,63,2059.58,16.0001
1742.07,64,320000,156.9648,-10572.529296875,64,2106.84,15.5726
1768.63,65,325000,157.0209,-10746.5185546875,65,2095.52,15.6713
1782.06,66,330000,156.8363,-10900.1884765625,66,2097.45,16.1238
1769.77,67,335000,156.9561,-11240.650390625,67,2117.79,15.8867
1799.72,68,340000,157.0412,-11432.689453125,68,2112.09,15.8605
1776.79,69,345000,156.9723,-11567.564453125,69,2150.86,16.0105
1750.78,70,350000,156.8488,-11857.1494140625,70,2117.31,15.6775
1767.53,71,355000,156.8689,-12040.2568359375,71,2126.28,15.6998
1771.37,72,360000,157.1177,-12299.3583984375,72,2149.52,15.821
1742.22,73,365000,157.0723,-12587.916015625,73,2089.14,15.447
1763.65,74,370000,156.8026,-12726.1015625,74,2150.14,15.5148
1747.19,75,375000,156.9567,-12929.884765625,75,2131.58,15.6578
1806.22,76,380000,156.9814,-13264.6279296875,76,2156.13,16.115
1764.14,77,385000,156.8642,-13307.412109375,77,2134.72,15.6031
1772.38,78,390000,156.9839,-13640.763671875,78,2084.79,15.6693
1797.2,79,395000,156.8659,-13697.47265625,79,2143.82,15.6702
1757.55,80,400000,156.83,-13970.39453125,80,2169.52,15.6311
1802.11,81,405000,156.9047,-14311.279296875,81,2175.01,16.0709
1767.53,82,410000,156.9787,-14526.8251953125,82,2084.06,15.4275
1787.9,83,415000,156.8392,-14635.2314453125,83,2114.86,15.5729
1779.03,84,420000,157.0257,-15039.1962890625,84,2147.77,15.6399
1789.37,85,425000,156.854,-15085.416015625,85,2150.76,15.7527
1798.44,86,430000,156.8856,-15353.7568359375,86,2139.61,15.3518
1785.13,87,435000,156.6601,-15650.1474609375,87,2136.43,15.6533
1784.33,88,440000,156.8149,-15855.443359375,88,2104.77,15.4786
1776.52,89,445000,156.9774,-16028.4169921875,89,2151.26,15.751
1782.67,90,450000,156.9547,-16384.099609375,90,2113.78,15.7684
1775.85,91,455000,156.8135,-16614.939453125,91,2130.46,15.3088
1845.65,92,460000,156.8419,-16721.923828125,92,2166.98,15.8238
1808.02,93,465000,156.9729,-17086.998046875,93,2166.05,15.8082
1777.75,94,470000,156.8818,-17246.548828125,94,2145.89,15.2074
1815.64,95,475000,156.7383,-17469.9921875,95,2133.87,15.6345
1825.36,96,480000,156.8445,-17679.640625,96,2167.89,15.5154
1791.19,97,485000,156.786,-17928.8515625,97,2090.65,15.2756
1781.41,98,490000,156.7667,-18127.51171875,98,2103.28,15.4142
1845.18,99,495000,156.67,-18364.923828125,99,2163.17,15.6116
1834.94,100,500000,156.6941,-18608.552734375,100,2168.72,15.5338
1785.05,101,505000,156.8476,-18978.6640625,101,2141.74,15.6476
1829.97,102,510000,157.0688,-19011.818359375,102,2153.38,15.6407
1824.94,103,515000,156.8979,-19385.7890625,103,2135.78,15.5864
1815.47,104,520000,156.8053,-19471.748046875,104,2143.78,15.3952
1806.15,105,525000,156.7702,-19923.498046875,105,2122.83,15.3503
1826.86,106,530000,156.6446,-19940.380859375,106,2201.18,15.2812
1828.75,107,535000,156.6935,-20201.986328125,107,2127.4,15.4106
1775.81,108,540000,156.7649,-20475.994140625,108,2078.22,15.4357
1829.26,109,545000,156.6332,-20653.369140625,109,2177.75,15.5762
1827.45,110,550000,156.6545,-20963.322265625,110,2149.12,15.2598
1855.09,111,555000,156.7486,-21026.0625,111,2186.81,15.6628
1815.88,112,560000,156.7462,-21428.92578125,112,2132.26,15.2603
1784.47,113,565000,156.8242,-21704.861328125,113,2147.67,15.229
1825.91,114,570000,156.7997,-21935.7890625,114,2193.09,15.4273
1796.87,115,575000,156.6709,-22214.205078125,115,2152.26,15.0587
1825.9,116,580000,156.6126,-22351.640625,116,2179.36,15.2276
1831.33,117,585000,156.6389,-22651.92578125,117,2212.28,15.2191
1833.25,118,590000,156.7161,-22944.841796875,118,2149.44,15.4045
1856.38,119,595000,156.6901,-23068.873046875,119,2228.43,15.3554
1792.07,120,600000,156.6324,-23302.095703125,120,2138.12,14.9794
1864.81,121,605000,156.5817,-23459.96875,121,2171.99,15.4531
1873.14,122,610000,156.6972,-23584.943359375,122,2221.98,15.2979
1806.21,123,615000,156.5192,-23923.4765625,123,2167.61,15.1078
1821.4,124,620000,156.6996,-24127.90625,124,2180.85,15.0642
1833.22,125,625000,156.6727,-24213.3125,125,2143.86,15.2347
1855.01,126,630000,156.7969,-24363.302734375,126,2203.48,15.3811
1846.46,127,635000,156.7379,-24719.818359375,127,2165.97,15.426
1811.91,128,640000,156.9629,-24785.767578125,128,2123.4,15.328
1852.19,129,645000,156.7684,-24891.046875,129,2209.23,15.2534
1847.61,130,650000,156.7166,-25245.013671875,130,2167.1,15.3115
1890.19,131,655000,156.844,-25437.466796875,131,2245.8,15.8096
1884.31,132,660000,156.7272,-25581.12109375,132,2200.9,15.5276
1872.9,133,665000,156.7971,-25917.734375,133,2279.03,15.5718
1859.76,134,670000,156.71,-26062.845703125,134,2229.58,15.5319
1832.14,135,675000,156.4807,-26273.095703125,135,2161.66,15.3525
1833.84,136,680000,156.7897,-26431.8125,136,2190.25,15.4396
1863.53,137,685000,156.7806,-26719.87109375,137,2227.66,15.3309
1895.79,138,690000,156.7736,-26842.53515625,138,2218.37,15.6028
1920.1,139,695000,156.7218,-27159.087890625,139,2287.29,16.0365
1873.41,140,700000,156.673,-27218.70703125,140,2227.96,15.5227
1844.31,141,705000,156.7855,-27342.05078125,141,2216.57,15.2002
1883.97,142,710000,156.7149,-27768.3046875,142,2208.9,15.3432
1837.6,143,715000,156.6379,-27816.853515625,143,2208.11,15.2944
1921.18,144,720000,156.6518,-28293.609375,144,2255.81,15.8329
1849.7,145,725000,156.7873,-28352.994140625,145,2230.44,15.4101
1892.3,146,730000,156.7633,-28706.6328125,146,2242.88,15.5058
1873.54,147,735000,156.7077,-28827.21875,147,2261.44,15.5315
1859.35,148,740000,156.595,-29048.970703125,148,2191.77,15.2894
1877.6,149,745000,156.718,-29190.8203125,149,2206.38,15.2925
1900.04,150,750000,156.5984,-29499.091796875,150,2259.89,15.5194
1869.31,151,755000,156.5939,-29610.39453125,151,2239.9,15.3409
1881.71,152,760000,156.6272,-29778.82421875,152,2209.58,15.2722
1852.24,153,765000,156.6512,-30146.279296875,153,2193.26,15.4143
1850.54,154,770000,156.695,-30517.330078125,154,2181.76,15.303
1892.0,155,775000,156.7481,-30522.837890625,155,2207.64,15.5898
1878.53,156,780000,156.7345,-30776.109375,156,2255.0,15.4932
1884.13,157,785000,156.6494,-31173.763671875,157,2230.52,15.6838
1865.86,158,790000,156.7962,-31215.296875,158,2245.86,15.3014
1890.24,159,795000,156.8225,-31548.1015625,159,2254.8,15.5278
1877.82,160,800000,156.8907,-31594.853515625,160,2229.87,15.3663
1896.75,161,805000,156.7117,-31989.521484375,161,2249.08,15.5782
1878.96,162,810000,156.6027,-32188.65625,162,2215.27,15.2286
1897.56,163,815000,156.6831,-32484.52734375,163,2214.46,15.3845
1898.91,164,820000,156.6401,-32726.462890625,164,2234.17,15.37
1936.29,165,825000,156.5276,-32792.890625,165,2257.37,15.6753
1912.84,166,830000,156.5102,-32962.453125,166,2259.26,15.1805
1866.22,167,835000,156.7939,-33416.7109375,167,2179.21,15.3654
1874.17,168,840000,156.5646,-33706.40625,168,2183.57,15.1273
1923.67,169,845000,156.5608,-33934.2109375,169,2252.5,15.6411
1920.23,170,850000,156.6606,-34060.93359375,170,2258.35,15.4352
1904.67,171,855000,156.6369,-34237.99609375,171,2224.05,15.3946
1919.12,172,860000,156.7305,-34521.9375,172,2242.84,15.5303
1885.87,173,865000,156.7738,-34803.7890625,173,2236.51,15.3796
1872.78,174,870000,156.5971,-34918.80078125,174,2232.85,15.149
1893.37,175,875000,156.6758,-35413.6640625,175,2223.02,15.4856
1882.89,176,880000,156.7426,-35400.0,176,2195.88,15.2676
1880.6,177,885000,156.6196,-35769.71484375,177,2240.47,15.2504
1915.35,178,890000,156.6875,-35920.2265625,178,2244.13,15.3561
1861.51,179,895000,156.775,-36121.03515625,179,2194.4,15.4999
1877.5,180,900000,156.6521,-36362.30078125,180,2245.83,15.1737
1928.92,181,905000,156.6291,-36844.171875,181,2201.04,15.3007
1935.68,182,910000,156.4567,-37094.8515625,182,2282.24,15.7801
1910.5,183,915000,156.5673,-37106.234375,183,2259.69,15.4584
1862.02,184,920000,156.5859,-37455.85546875,184,2188.37,15.1993
1925.77,185,925000,156.5355,-37638.7421875,185,2285.75,15.4548
1900.78,186,930000,156.5889,-37858.16015625,186,2251.84,15.1098
1925.53,187,935000,156.6091,-38203.34765625,187,2268.05,15.3545
1919.82,188,940000,156.542,-38382.9375,188,2270.64,15.1111
1944.2,189,945000,156.6505,-38743.578125,189,2305.5,15.4262
1896.62,190,950000,156.8362,-38810.66796875,190,2247.28,15.4336
1898.54,191,955000,156.6389,-39133.7109375,191,2229.13,15.3835
1909.33,192,960000,156.628,-39286.43359375,192,2285.14,15.4274
1898.71,193,965000,156.7389,-39466.4375,193,2235.27,15.2391
1915.28,194,970000,156.6328,-39606.0390625,194,2259.83,15.159
1921.41,195,975000,156.565,-40068.38671875,195,2303.46,15.2644
1912.5,196,980000,156.5824,-40202.90625,196,2257.0,15.2419
1904.29,197,985000,156.7246,-40277.72265625,197,2234.02,15.3307
1928.48,198,990000,156.6058,-40511.63671875,198,2227.29,15.3539
1897.69,199,995000,156.7548,-40859.2734375,199,2253.08,15.1811
1894.95,200,1000000,156.4539,-41055.89453125,200,2288.3,15.1136
1894.35,201,1005000,156.525,-41304.79296875,201,2259.78,15.1005
1915.94,202,1010000,156.6231,-41484.59765625,202,2280.91,15.2483
1923.87,203,1015000,156.9209,-41725.15234375,203,2297.17,15.2422
1920.79,204,1020000,156.6031,-41738.546875,204,2288.2,15.2696
1914.16,205,1025000,156.4592,-41919.30078125,205,2290.42,15.1572
1898.85,206,1030000,156.7503,-42120.05078125,206,2303.65,15.2472
1899.31,207,1035000,156.7941,-42252.80859375,207,2303.99,15.2061
1900.37,208,1040000,156.6616,-42455.125,208,2290.44,15.155
1904.94,209,1045000,156.6912,-42554.24609375,209,2295.7,15.0189
1926.61,210,1050000,156.4769,-42727.8671875,210,2296.2,15.1173
1920.87,211,1055000,156.6047,-42962.47265625,211,2292.26,15.2199
1913.28,212,1060000,156.6878,-43071.3125,212,2306.25,15.1812
1920.76,213,1065000,156.6488,-43152.60546875,213,2306.96,15.4084
1922.34,214,1070000,156.4754,-43545.19140625,214,2318.9,15.2367
1925.37,215,1075000,156.6616,-43673.76171875,215,2311.62,15.303
1923.16,216,1080000,156.5875,-43760.0,216,2304.84,15.1289
1932.08,217,1085000,156.7374,-43733.48828125,217,2303.39,15.2833
1941.35,218,1090000,156.4954,-43863.51953125,218,2310.21,15.0396
1924.19,219,1095000,156.655,-44192.98046875,219,2306.92,15.2455
1931.74,220,1100000,156.5618,-44411.0859375,220,2314.18,15.1365
1920.13,221,1105000,156.5275,-44404.9296875,221,2335.11,15.2266
1928.46,222,1110000,156.5485,-44539.4296875,222,2311.29,15.3366
1939.55,223,1115000,156.6418,-44826.79296875,223,2323.87,15.4335
1948.4,224,1120000,156.4363,-44770.6796875,224,2310.4,15.2118
1948.38,225,1125000,156.6027,-44992.78125,225,2307.0,15.2166
1929.89,226,1130000,156.625,-45215.64453125,226,2315.13,15.2756
1937.05,227,1135000,156.7238,-45254.53125,227,2312.06,15.3866
1948.32,228,1140000,156.483,-45468.046875,228,2314.8,15.3562
1944.85,229,1145000,156.6387,-45506.8984375,229,2323.06,15.3012
1917.23,230,1150000,156.5342,-45814.28125,230,2314.97,15.3994
1938.82,231,1155000,156.5738,-45754.578125,231,2310.76,15.3961
1942.68,232,1160000,156.4823,-45988.265625,232,2323.4,15.5552
1927.19,233,1165000,156.7242,-46216.16796875,233,2324.61,15.4363
1931.46,234,1170000,156.772,-46415.71875,234,2326.59,15.409
1913.92,235,1175000,156.6394,-46514.5390625,235,2313.57,15.4606
1948.11,236,1180000,156.7497,-46507.80859375,236,2332.16,15.4875
1933.42,237,1185000,156.5681,-46727.31640625,237,2334.3,15.3689
1952.82,238,1190000,156.5126,-46654.2734375,238,2333.94,15.3476
1934.09,239,1195000,156.6922,-46869.52734375,239,2323.95,15.373
1953.17,240,1200000,156.7298,-47098.1328125,240,2338.17,15.3142
1952.96,241,1205000,156.6185,-47320.1328125,241,2336.16,15.7145
1939.31,242,1210000,156.6831,-47349.703125,242,2327.61,15.6591
1944.78,243,1215000,156.6021,-47485.515625,243,2349.12,15.3602
1972.15,244,1220000,156.5527,-47515.5078125,244,2340.15,15.6059
1960.33,245,1225000,156.5713,-47629.12890625,245,2333.98,15.315
1960.27,246,1230000,156.6761,-47763.5078125,246,2344.15,15.5356
1951.24,247,1235000,156.662,-48005.078125,247,2341.31,15.5933
1972.18,248,1240000,156.6691,-48190.8125,248,2348.85,15.5322
1960.36,249,1245000,156.6819,-48252.56640625,249,2361.52,15.6242
1964.4,250,1250000,156.5416,-48319.96484375,250,2365.31,15.5578
1951.26,251,1255000,156.5673,-48519.3984375,251,2353.53,15.6954
1954.25,252,1260000,156.5578,-48578.48828125,252,2351.27,15.5157
1938.99,253,1265000,156.7223,-48843.80859375,253,2351.86,15.4358
1955.98,254,1270000,156.5402,-48998.328125,254,2351.7,15.4235
1955.16,255,1275000,156.6758,-48984.1875,255,2354.73,15.3882
1969.19,256,1280000,156.6245,-49117.734375,256,2353.73,15.3903
1964.21,257,1285000,156.6325,-49365.53125,257,2345.2,15.5087
1953.16,258,1290000,156.6452,-49462.46875,258,2350.7,15.4561
1963.26,259,1295000,156.576,-49514.30859375,259,2359.28,15.4948
1955.34,260,1300000,156.5792,-49649.578125,260,2355.88,15.5705
1944.95,261,1305000,156.579,-49927.1640625,261,2349.61,15.496
1962.66,262,1310000,156.6088,-49913.7734375,262,2365.34,15.3333
1962.7,263,1315000,156.6659,-50104.328125,263,2357.95,15.4324
1960.77,264,1320000,156.5678,-50203.87109375,264,2359.44,15.5881
1952.53,265,1325000,156.5953,-50349.640625,265,2372.6,15.287
1925.45,266,1330000,156.4489,-50414.91015625,266,2336.46,15.3666
1940.72,267,1335000,156.5011,-50502.3828125,267,2338.9,15.2832
1934.95,268,1340000,156.5155,-50562.921875,268,2327.77,15.1559
1944.72,269,1345000,156.4366,-50645.41015625,269,2348.97,15.2143
1937.04,270,1350000,156.5079,-50758.53125,270,2334.29,15.3285
1930.97,271,1355000,156.5888,-50836.47265625,271,2341.95,15.0524
1933.64,272,1360000,156.6166,-50999.875,272,2336.86,15.3902
1949.4,273,1365000,156.5685,-51054.66015625,273,2343.34,15.2488
1957.47,274,1370000,156.5272,-51331.8828125,274,2331.97,15.376
1958.0,275,1375000,156.5331,-51430.88671875,275,2360.44,15.2614
1918.49,276,1380000,156.4734,-51787.4375,276,2315.33,15.184
1938.89,277,1385000,156.8406,-51702.36328125,277,2333.79,15.4152
1952.83,278,1390000,156.6326,-51941.52734375,278,2358.89,15.3025
1947.62,279,1395000,156.5172,-51782.97265625,279,2347.76,15.2615
1967.74,280,1400000,156.4896,-51919.04296875,280,2321.51,15.0461
1948.33,281,1405000,156.5705,-51952.0078125,281,2326.68,15.1762
1946.35,282,1410000,156.7271,-52207.4140625,282,2336.39,15.3803
1929.93,283,1415000,156.6926,-52194.703125,283,2308.38,15.2337
1931.81,284,1420000,156.6752,-52397.62109375,284,2321.57,15.2224
1951.97,285,1425000,156.618,-52511.72265625,285,2332.99,15.1907
1947.74,286,1430000,156.6588,-52730.76171875,286,2337.41,15.1764
1930.85,287,1435000,156.7412,-52694.44921875,287,2329.69,15.2882
1928.85,288,1440000,156.6146,-52827.7421875,288,2323.25,15.2441
1945.0,289,1445000,156.6006,-52966.23046875,289,2335.19,15.3469
1935.25,290,1450000,156.574,-53156.125,290,2327.3,15.2181
1932.97,291,1455000,156.6768,-53348.9375,291,2332.02,15.3576
1947.88,292,1460000,156.5922,-53369.6640625,292,2313.31,15.4086
1917.93,293,1465000,156.5032,-53345.23828125,293,2303.33,15.0466
1931.1,294,1470000,156.6108,-53205.41015625,294,2315.29,15.269
1949.32,295,1475000,156.507,-53557.51953125,295,2330.94,15.2515
1934.76,296,1480000,156.7061,-53664.02734375,296,2317.61,15.3116
1911.88,297,1485000,156.3684,-53827.671875,297,2321.34,15.158
1929.59,298,1490000,156.7457,-53946.4921875,298,2336.51,15.1862
1938.22,299,1495000,156.5467,-54043.7265625,299,2321.42,15.2015
1937.4,300,1500000,156.7239,-53889.32421875,300,2317.4,15.3585
1937.08,301,1505000,156.5522,-53967.4453125,301,2326.09,15.256
1934.63,302,1510000,156.6557,-54149.94921875,302,2316.1,15.338
1947.66,303,1515000,156.7339,-54360.546875,303,2327.28,15.2805
1939.54,304,1520000,156.6892,-54224.7265625,304,2333.06,15.2701
1942.62,305,1525000,156.6364,-54246.19140625,305,2312.05,15.3075
1936.02,306,1530000,156.7236,-54456.234375,306,2341.61,15.3631
1946.57,307,1535000,156.6383,-54462.7890625,307,2297.27,15.3014
1943.14,308,1540000,156.555,-54675.76953125,308,2319.82,15.2625
1943.13,309,1545000,156.6157,-54872.52734375,309,2337.01,15.3282
1941.4,310,1550000,156.7286,-55116.28125,310,2338.41,15.413
1952.02,311,1555000,156.5566,-54841.8046875,311,2324.14,15.4126
1936.77,312,1560000,156.7046,-55314.4140625,312,2340.94,15.3434
1932.2,313,1565000,156.7263,-55175.828125,313,2322.46,15.3454
1948.64,314,1570000,156.5656,-55333.95703125,314,2332.85,15.3028
1928.02,315,1575000,156.5587,-55305.56640625,315,2317.88,15.2999
1942.21,316,1580000,156.7716,-55447.24609375,316,2325.34,15.2959
1945.05,317,1585000,156.642,-55543.0234375,317,2335.43,15.3011
1940.86,318,1590000,156.7112,-55792.1953125,318,2341.95,15.5352
1974.93,319,1595000,156.5524,-55880.734375,319,2350.5,15.5257
1953.43,320,1600000,156.6491,-55763.90234375,320,2343.09,15.6202
1945.85,321,1605000,156.6583,-56051.65234375,321,2333.92,15.1686
1944.39,322,1610000,156.6147,-56127.18359375,322,2343.8,15.4051
1957.76,323,1615000,156.6513,-56011.72265625,323,2335.98,15.0684
1947.42,324,1620000,156.5582,-56273.5859375,324,2334.8,15.3771
1958.33,325,1625000,156.5635,-56309.6796875,325,2342.48,15.1849
1949.22,326,1630000,156.7448,-56506.01953125,326,2346.12,15.2732
1969.55,327,1635000,156.7263,-56518.31640625,327,2351.61,15.3616
1946.43,328,1640000,156.6672,-56681.22265625,328,2337.87,15.1426
1964.45,329,1645000,156.5655,-56743.5234375,329,2339.7,15.1329
1968.98,330,1650000,156.6512,-56727.86328125,330,2365.15,15.1007
1937.68,331,1655000,156.6135,-57074.34375,331,2334.5,15.2151
1953.08,332,1660000,156.6349,-57033.640625,332,2325.02,15.1747
1969.28,333,1665000,156.6544,-57040.53515625,333,2361.63,15.4077
1954.54,334,1670000,156.5803,-57182.0234375,334,2354.78,15.1633
1958.2,335,1675000,156.6373,-57464.859375,335,2344.85,15.301
1957.46,336,1680000,156.8232,-57120.83203125,336,2325.54,15.2944
1969.66,337,1685000,156.6517,-57473.94140625,337,2341.47,15.1566
1958.53,338,1690000,156.5822,-57477.1640625,338,2350.52,15.1741
1957.69,339,1695000,156.7023,-57715.8984375,339,2345.19,15.3397
1937.92,340,1700000,156.704,-57711.3046875,340,2326.24,15.1062
1941.97,341,1705000,156.7319,-57721.78515625,341,2317.64,15.1684
1948.58,342,1710000,156.7318,-58023.0078125,342,2332.62,15.2123
1959.13,343,1715000,156.6233,-57998.05859375,343,2336.24,15.1156
1940.03,344,1720000,156.601,-58086.67578125,344,2322.3,15.1283
1938.35,345,1725000,156.7928,-58264.22265625,345,2322.64,15.1558
1944.2,346,1730000,156.7157,-58201.87109375,346,2328.75,15.0721
1930.63,347,1735000,156.6507,-58237.11328125,347,2337.12,15.0966
1931.12,348,1740000,156.8042,-58440.6328125,348,2317.15,15.127
1934.06,349,1745000,156.6849,-58506.796875,349,2327.58,15.2069
1949.09,350,1750000,156.6568,-58773.328125,350,2337.62,15.4248
1944.0,351,1755000,156.6292,-58652.95703125,351,2328.03,15.1501
1925.22,352,1760000,156.6485,-58699.50390625,352,2303.08,15.1272
1923.24,353,1765000,156.7063,-58977.94921875,353,2331.22,15.2192
1940.47,354,1770000,156.7023,-59099.90625,354,2335.65,15.1445
1953.11,355,1775000,156.5554,-59163.56640625,355,2347.13,15.1411
1962.19,356,1780000,156.6969,-59102.33203125,356,2345.42,15.1333
1945.94,357,1785000,156.6425,-59500.09375,357,2349.43,15.2813
1941.34,358,1790000,156.8316,-59424.01953125,358,2312.53,15.0909
1954.7,359,1795000,156.6786,-59766.13671875,359,2349.09,15.228
1941.43,360,1800000,156.666,-59491.75390625,360,2326.74,15.1306
1936.87,361,1805000,156.5247,-59639.140625,361,2334.15,15.2843
1932.82,362,1810000,156.6932,-59993.5234375,362,2320.59,15.2389
1946.87,363,1815000,156.5666,-59868.97265625,363,2333.13,15.206
1969.6,364,1820000,156.5358,-60082.84765625,364,2344.51,15.1552
1926.36,365,1825000,156.4355,-60120.55078125,365,2311.18,15.0575
1975.96,366,1830000,156.5301,-60406.14453125,366,2355.3,15.2727
1977.16,367,1835000,156.4934,-60524.38671875,367,2350.92,15.2693
1949.12,368,1840000,156.5981,-60481.62890625,368,2352.87,15.2484
1973.46,369,1845000,156.7039,-60542.7890625,369,2359.03,15.3319
1982.94,370,1850000,156.6094,-60617.359375,370,2335.19,15.2321
1973.11,371,1855000,156.6581,-60734.27734375,371,2348.06,15.2343
1945.08,372,1860000,156.6856,-60991.71484375,372,2324.92,15.0338
1966.49,373,1865000,156.6295,-61050.51953125,373,2364.57,15.0021
1957.81,374,1870000,156.6941,-61288.08984375,374,2358.11,14.9896
1956.09,375,1875000,156.7036,-61039.734375,375,2353.83,15.3763
1967.77,376,1880000,156.5832,-61295.35546875,376,2347.27,15.2493
1960.12,377,1885000,156.5525,-61194.00390625,377,2336.23,15.1363
1965.98,378,1890000,156.7187,-61642.828125,378,2340.74,15.2651
1979.52,379,1895000,156.5986,-61887.7265625,379,2358.37,15.2416
1970.7,380,1900000,156.7011,-61501.46875,380,2346.63,15.0488
1941.91,381,1905000,156.7555,-61748.76171875,381,2339.03,15.2648
1936.88,382,1910000,156.6574,-61662.21875,382,2324.42,15.2094
1976.93,383,1915000,156.5223,-61828.31640625,383,2346.58,15.1491
1945.75,384,1920000,156.6871,-62041.47265625,384,2335.44,15.2303
1977.71,385,1925000,156.6852,-62205.2421875,385,2349.65,15.1146
1967.94,386,1930000,156.6006,-62304.72265625,386,2349.83,15.2313
1951.34,387,1935000,156.4938,-62349.8125,387,2328.8,15.1451
1975.22,388,1940000,156.7737,-62416.75390625,388,2349.83,15.1513
1965.02,389,1945000,156.5369,-62736.8046875,389,2351.98,15.1007
1964.69,390,1950000,156.5998,-62517.78125,390,2351.65,14.947
1962.19,391,1955000,156.588,-62761.30859375,391,2343.8,15.2398
1961.03,392,1960000,156.6032,-62822.15234375,392,2329.75,15.1555
1976.26,393,1965000,156.6054,-62998.484375,393,2338.31,15.2382
