Real Sto Return,Itration,Running Update Time,Real Det Return,Running Env Steps,Reward Loss,Running Forward KL,Running Reverse KL
4715.81,384,384,4310.89,1920000,-4570.29248046875,40.755,27.6563
4753.48,385,385,5026.14,1925000,-4468.802734375,40.4683,23.0802
4546.92,386,386,5084.14,1930000,-4459.927734375,40.7608,22.1436
5022.36,387,387,5066.73,1935000,-3935.78515625,38.967,18.5343
4564.92,388,388,4703.26,1940000,-4447.2470703125,40.232,19.4567
4746.15,389,389,4953.94,1945000,-4156.30322265625,40.4046,18.9461
4326.39,390,390,4887.87,1950000,-4479.01171875,41.116,22.8828
4600.47,391,391,3828.18,1955000,-4559.111328125,41.8479,20.4767
3950.82,392,392,4446.88,1960000,-4377.6767578125,40.1224,20.6795
3905.47,393,393,4386.09,1965000,-4376.0322265625,41.103,17.2911
4013.81,394,394,4925.26,1970000,-4848.5966796875,42.0484,18.4227
4888.22,395,395,1629.38,1975000,-4614.10498046875,40.8104,17.6484
4280.51,396,396,4888.79,1980000,-4448.65087890625,40.4409,17.3777
3719.26,397,397,3284.11,1985000,-4708.12109375,41.9149,19.9526
4521.29,398,398,5015.39,1990000,-4635.9765625,40.6649,22.1104
4157.08,399,399,4998.31,1995000,-4530.47509765625,41.0881,19.1421
3578.12,400,400,4732.1,2000000,-5112.8369140625,42.5285,22.389
3211.95,401,401,1164.05,2005000,-4995.8623046875,42.2967,32.7518
4253.56,402,402,4628.35,2010000,-4442.38525390625,40.8103,18.8306
3528.39,403,403,5001.92,2015000,-5127.70263671875,41.1088,17.0821
4310.64,404,404,5152.53,2020000,-4895.294921875,41.4497,24.0573
3281.6,405,405,1408.93,2025000,-4766.3447265625,40.8573,17.7889
3541.68,406,406,5012.34,2030000,-5122.611328125,42.9623,20.2233
4708.09,407,407,5099.09,2035000,-4730.8642578125,41.3006,18.4506
2101.57,408,408,1770.8,2040000,-5583.4453125,44.0734,15.9823
216.33,409,409,405.79,2045000,-5967.87646484375,50.6191,25.413
573.28,410,410,299.72,2050000,-6050.544921875,48.7056,19.3093
461.28,411,411,189.91,2055000,-5404.9658203125,52.1238,28.2061
2484.56,412,412,2957.89,2060000,-5071.08984375,41.9366,20.3147
3341.06,413,413,3964.29,2065000,-4680.77587890625,41.8598,20.5984
4463.5,414,414,4680.56,2070000,-4558.5537109375,39.4893,18.7493
4676.69,415,415,4681.07,2075000,-5561.37255859375,44.409,23.4655
2992.08,416,416,1055.94,2080000,-5787.25341796875,46.0626,47.0698
3074.91,417,417,4437.16,2085000,-5808.01513671875,43.4321,18.9378
4099.13,418,418,2333.76,2090000,-5873.4638671875,43.3891,22.0301
4102.92,419,419,4814.09,2095000,-5457.60009765625,41.1876,21.3882
3739.74,420,420,4468.89,2100000,-5471.212890625,41.1554,19.4837
4511.63,421,421,2805.63,2105000,-5454.82666015625,41.946,20.1026
4873.42,422,422,5077.62,2110000,-5377.47216796875,41.0556,19.6209
3629.25,423,423,3997.65,2115000,-5597.009765625,41.4194,23.232
4603.39,424,424,4929.86,2120000,-4972.78515625,39.3148,17.9624
4957.96,425,425,5085.01,2125000,-5042.2119140625,39.3423,18.3056
4925.27,426,426,4907.08,2130000,-5403.0078125,41.0741,19.0604
4939.5,427,427,5099.78,2135000,-4945.404296875,40.3002,20.1572
4787.03,428,428,5048.72,2140000,-4852.1376953125,38.985,19.0072
4788.48,429,429,5034.86,2145000,-5008.69189453125,39.9864,19.9178
3950.24,430,430,5001.2,2150000,-5047.67919921875,39.0902,18.6888
4428.28,431,431,5017.51,2155000,-5690.48779296875,39.956,17.4728
5009.91,432,432,5026.27,2160000,-5139.67236328125,38.5187,19.6952
4556.01,433,433,4918.63,2165000,-5534.03125,41.0913,20.2974
4901.02,434,434,4896.12,2170000,-5166.3974609375,40.0092,20.4264
4583.61,435,435,4984.98,2175000,-5169.42578125,39.9597,19.883
4728.05,436,436,4925.64,2180000,-5614.8994140625,40.0785,20.0839
4830.33,437,437,4853.46,2185000,-5598.78662109375,41.1837,20.5144
3449.33,438,438,4929.53,2190000,-5712.8828125,40.7161,18.9098
4896.87,439,439,4933.28,2195000,-5419.970703125,39.9859,19.0883
3480.09,440,440,4893.27,2200000,-5847.95068359375,42.1896,19.9415
4662.36,441,441,4886.21,2205000,-5311.95166015625,40.4313,17.5808
4817.96,442,442,4801.03,2210000,-5737.70654296875,42.2808,21.0671
4771.25,443,443,4957.08,2215000,-5407.3818359375,39.8163,18.8575
4938.84,444,444,4955.25,2220000,-5327.52587890625,40.3231,20.1575
4972.12,445,445,5010.43,2225000,-5454.1806640625,40.6978,21.0871
4950.71,446,446,5069.04,2230000,-5340.47998046875,40.4955,20.5615
4932.34,447,447,5005.75,2235000,-5515.56591796875,40.2461,19.3616
4723.76,448,448,4820.25,2240000,-5662.63818359375,39.5987,20.5866
5019.91,449,449,5151.1,2245000,-5645.47802734375,40.116,20.3233
4874.09,450,450,5004.62,2250000,-5109.25244140625,39.4067,18.4536
4904.25,451,451,4908.59,2255000,-5354.61083984375,39.6966,18.5186
4692.17,452,452,4893.85,2260000,-5575.17333984375,40.385,19.1107
4894.99,453,453,4892.05,2265000,-5854.73779296875,40.988,24.775
4669.77,454,454,5014.66,2270000,-5589.91796875,39.9262,18.85
4859.39,455,455,5016.28,2275000,-5785.10546875,39.4128,17.3434
4890.3,456,456,4805.23,2280000,-5595.23291015625,39.8427,17.9644
4754.49,457,457,4950.11,2285000,-5771.302734375,39.186,17.576
3963.04,458,458,4917.47,2290000,-6474.4443359375,41.5809,24.5958
193.06,459,459,229.47,2295000,-7809.4443359375,53.0347,89.5938
370.05,460,460,396.91,2300000,-7853.38427734375,50.9917,32.4385
2943.6,461,461,4028.64,2305000,-6720.33203125,40.3883,18.9033
1049.28,462,462,1034.32,2310000,-5526.689453125,55.8788,43.2186
4127.98,463,463,3416.87,2315000,-6408.24658203125,40.4252,20.909
4001.17,464,464,1794.03,2320000,-5786.09423828125,39.0736,19.3368
3940.24,465,465,3655.29,2325000,-6099.240234375,39.8077,17.711
3809.32,466,466,3767.61,2330000,-6168.13720703125,39.8959,18.4012
3835.78,467,467,4877.98,2335000,-6077.3818359375,39.5703,17.1439
2436.89,468,468,3534.42,2340000,-6502.5908203125,41.8701,20.7557
4124.54,469,469,4840.13,2345000,-6238.37353515625,39.6212,23.8749
3523.95,470,470,2861.88,2350000,-6492.71484375,40.4234,23.2042
4047.36,471,471,2238.81,2355000,-6393.00732421875,40.2736,20.1839
4683.63,472,472,4975.05,2360000,-6280.513671875,39.8253,19.305
4620.33,473,473,3636.83,2365000,-6235.99658203125,39.6523,18.6232
3697.49,474,474,2551.22,2370000,-6991.52490234375,41.3557,20.1039
4589.45,475,475,1740.86,2375000,-6675.9892578125,41.408,17.4808
4348.41,476,476,3020.93,2380000,-6373.5703125,40.0413,17.936
4068.61,477,477,4843.79,2385000,-6215.7353515625,39.2766,19.3113
3451.52,478,478,3692.52,2390000,-6418.9453125,39.6601,22.4737
3395.42,479,479,3517.01,2395000,-6384.4541015625,41.8028,30.1767
3617.34,480,480,4697.98,2400000,-6790.75146484375,40.8677,21.9136
4709.6,481,481,4909.26,2405000,-6073.283203125,38.4828,17.7979
4636.78,482,482,4936.23,2410000,-6143.3310546875,39.2499,18.676
4641.67,483,483,4904.59,2415000,-6198.4619140625,38.5247,19.8357
4371.65,484,484,4976.78,2420000,-6129.8076171875,39.421,18.3392
3082.5,485,485,2363.61,2425000,-6434.66748046875,40.2132,20.1643
4814.09,486,486,4882.05,2430000,-6161.63134765625,38.6497,17.9034
4572.25,487,487,4212.77,2435000,-6333.04931640625,38.6448,20.0325
4914.53,488,488,5027.54,2440000,-6499.908203125,39.9576,23.2006
4870.02,489,489,5030.97,2445000,-6097.005859375,39.1211,17.7175
4946.43,490,490,5067.47,2450000,-6087.46484375,40.1411,18.4611
4468.7,491,491,4910.23,2455000,-6359.884765625,39.6751,23.7577
4836.4,492,492,4960.78,2460000,-6034.775390625,38.2211,17.7087
4921.1,493,493,4969.33,2465000,-6384.65771484375,38.7766,18.4375
4371.32,494,494,4833.78,2470000,-6407.265625,39.7996,19.9086
4269.04,495,495,4923.54,2475000,-6421.79345703125,39.8011,20.2072
4193.31,496,496,4976.33,2480000,-6407.529296875,39.6671,20.5223
4889.28,497,497,4922.27,2485000,-6486.23095703125,41.0146,22.5763
4817.57,498,498,4730.95,2490000,-6598.65771484375,39.3997,18.5806
4824.79,499,499,4854.31,2495000,-6746.98974609375,39.9055,18.4584
4630.59,500,500,4875.71,2500000,-6579.7265625,38.3042,18.3673
4901.44,501,501,4936.32,2505000,-6782.37939453125,40.5116,19.5793
4909.25,502,502,4907.39,2510000,-6855.15869140625,40.9069,20.0734
4895.17,503,503,4900.99,2515000,-6559.859375,40.0196,18.9536
4651.12,504,504,4898.1,2520000,-6444.4345703125,38.2077,18.8439
4948.25,505,505,4940.35,2525000,-6498.70361328125,39.4075,19.5445
4817.73,506,506,4794.28,2530000,-6623.86083984375,39.0743,18.6234
4898.39,507,507,4903.39,2535000,-6513.30126953125,39.073,18.9985
4891.65,508,508,4913.07,2540000,-6694.677734375,39.7758,19.7979
4786.19,509,509,4750.83,2545000,-7034.20751953125,40.0802,20.5671
4938.82,510,510,4929.8,2550000,-6851.0400390625,40.0792,19.7262
4624.42,511,511,4949.98,2555000,-7068.7998046875,40.0081,20.7456
4979.58,512,512,4986.28,2560000,-6878.70263671875,41.3079,21.0101
4761.77,513,513,4795.23,2565000,-6881.30517578125,40.6347,19.8461
4775.12,514,514,5075.54,2570000,-6912.14453125,39.98,21.7245
4476.38,515,515,4940.14,2575000,-6558.89111328125,38.8308,18.1998
4269.37,516,516,4895.8,2580000,-6824.2490234375,40.1908,19.79
4759.91,517,517,4937.66,2585000,-6954.056640625,40.9286,20.3707
4753.69,518,518,5015.36,2590000,-6964.9736328125,39.6888,19.72
4980.61,519,519,5051.98,2595000,-6713.99267578125,39.4532,20.0673
4953.71,520,520,4948.8,2600000,-7045.83642578125,39.9312,19.4052
4919.31,521,521,4937.28,2605000,-6846.04345703125,40.2865,19.4276
4763.08,522,522,4906.53,2610000,-7177.22705078125,39.8271,18.5421
4781.92,523,523,4995.45,2615000,-7372.326171875,41.2404,20.7315
4945.07,524,524,4964.85,2620000,-6965.634765625,39.8537,19.0016
4549.09,525,525,4965.31,2625000,-7448.18994140625,40.4122,19.1996
4957.17,526,526,4959.61,2630000,-7345.5478515625,40.4078,19.8215
4545.41,527,527,4979.6,2635000,-7452.57861328125,40.5943,18.8555
3992.07,528,528,5016.06,2640000,-7344.048828125,41.2696,19.8953
4711.33,529,529,4877.26,2645000,-7278.68359375,40.3589,19.633
4337.93,530,530,4935.85,2650000,-7583.05078125,40.9393,19.7849
3965.44,531,531,4777.58,2655000,-7361.25537109375,40.6347,18.0086
4682.95,532,532,4434.74,2660000,-7761.509765625,41.0809,18.2519
4941.77,533,533,4947.11,2665000,-7415.212890625,41.2425,20.5534
4733.72,534,534,4961.79,2670000,-7818.19775390625,41.4594,20.7466
4734.79,535,535,4881.45,2675000,-7798.35791015625,41.0495,18.9036
4481.35,536,536,3416.08,2680000,-7851.9384765625,40.8537,19.31
1116.12,537,537,2990.2,2685000,-7959.48583984375,42.3564,30.4012
2820.29,538,538,4904.55,2690000,-7821.50146484375,42.4435,36.0281
4933.16,539,539,4909.67,2695000,-7455.07958984375,41.3141,21.5997
4970.77,540,540,5063.32,2700000,-7691.62255859375,40.7357,21.2412
4002.09,541,541,4862.8,2705000,-7790.67578125,40.9689,18.0538
4721.99,542,542,4950.42,2710000,-7988.18408203125,42.024,21.6431
4796.06,543,543,5065.09,2715000,-7776.58056640625,40.8728,19.1988
4981.62,544,544,5048.49,2720000,-7597.9140625,40.8581,20.1146
4985.28,545,545,5013.33,2725000,-7927.26904296875,41.4371,21.2439
5029.86,546,546,5064.15,2730000,-7926.330078125,40.196,19.1747
3811.8,547,547,3306.87,2735000,-7961.763671875,40.8773,17.5877
4527.44,548,548,5030.95,2740000,-7825.806640625,40.1206,20.3635
4922.98,549,549,4944.18,2745000,-7813.52490234375,40.8971,20.4018
4948.71,550,550,5041.57,2750000,-7848.177734375,41.0086,20.0153
4774.94,551,551,4987.8,2755000,-8020.28857421875,40.8195,19.7973
4915.53,552,552,4930.39,2760000,-8008.55908203125,41.3137,20.9829
4989.88,553,553,5037.39,2765000,-7927.548828125,40.5088,19.6811
4809.49,554,554,5121.76,2770000,-8076.28076171875,41.4058,20.1388
4929.29,555,555,4884.96,2775000,-7804.16015625,40.1699,19.6842
4954.95,556,556,5044.13,2780000,-8163.34130859375,41.0541,19.9758
4678.65,557,557,2837.25,2785000,-8211.9814453125,41.1426,19.8309
4743.65,558,558,5046.34,2790000,-8028.5224609375,40.7287,20.1338
4753.39,559,559,4939.76,2795000,-8108.958984375,41.0764,18.3945
4706.38,560,560,4757.96,2800000,-8010.81201171875,40.2448,19.1485
4934.93,561,561,4922.48,2805000,-8059.17822265625,40.3308,17.9757
3996.64,562,562,2576.83,2810000,-8164.0234375,40.8936,17.8018
4542.05,563,563,4823.21,2815000,-8294.599609375,39.8682,18.8937
4426.85,564,564,3486.56,2820000,-8179.125,40.2123,18.5871
4632.36,565,565,3001.73,2825000,-8360.859375,40.8999,19.7114
3870.28,566,566,2297.68,2830000,-8444.580078125,41.1864,16.5034
4476.05,567,567,4680.28,2835000,-8095.0615234375,40.3193,19.0268
4613.85,568,568,4697.7,2840000,-8235.5703125,40.734,19.9774
4852.61,569,569,4716.01,2845000,-8630.111328125,40.3853,16.9023
4961.57,570,570,5042.21,2850000,-8470.8828125,40.3769,18.134
4596.39,571,571,4888.42,2855000,-8404.1962890625,40.6823,18.96
4299.17,572,572,1386.88,2860000,-8389.4619140625,40.7159,18.5895
4852.51,573,573,4876.13,2865000,-8402.5244140625,40.6305,19.0128
514.89,574,574,13.56,2870000,-9376.544921875,42.9638,27.4678
20.08,575,575,46.93,2875000,-8356.5517578125,56.3421,83.0002
4889.21,576,576,5086.67,2880000,-8315.8115234375,40.0204,19.5832
4980.27,577,577,4998.76,2885000,-8243.84765625,40.2268,19.6103
4874.44,578,578,4934.37,2890000,-8392.0517578125,39.9217,19.6178
4990.63,579,579,4955.95,2895000,-8392.3408203125,40.5405,19.3016
5015.72,580,580,5081.28,2900000,-8579.3876953125,40.9554,20.4809
4364.35,581,581,5068.69,2905000,-8389.017578125,40.6389,20.6987
3680.16,582,582,5100.99,2910000,-8576.0849609375,41.201,20.8728
4997.43,583,583,5003.45,2915000,-8299.0224609375,39.8496,19.8697
4210.01,584,584,4942.38,2920000,-8607.095703125,41.3263,24.1445
4960.19,585,585,5053.87,2925000,-8394.5517578125,40.9082,19.6159
4745.32,586,586,5110.15,2930000,-8549.984375,40.4072,19.2362
4886.88,587,587,4847.94,2935000,-8897.2431640625,41.222,20.6229
4900.03,588,588,4864.41,2940000,-8944.556640625,41.3026,20.3558
4980.58,589,589,5011.01,2945000,-9021.880859375,40.8213,20.6203
4940.14,590,590,5077.3,2950000,-8599.0,40.7157,19.8803
4983.9,591,591,3765.21,2955000,-8933.4609375,41.0383,19.9903
4930.21,592,592,4976.9,2960000,-8623.849609375,40.2641,18.715
4996.66,593,593,5075.69,2965000,-8622.8115234375,40.3533,18.6998
5001.24,594,594,5043.88,2970000,-8909.650390625,40.779,19.506
4278.76,595,595,5051.88,2975000,-8760.7138671875,40.4287,17.3091
3142.94,596,596,612.09,2980000,-8397.0830078125,41.0919,27.1705
3572.64,597,597,4958.11,2985000,-8543.48046875,40.0005,20.4635
4459.97,598,598,4966.63,2990000,-8352.3876953125,39.6557,17.4551
4694.46,599,599,4954.73,2995000,-8515.58984375,39.8299,18.5377
4601.1,600,600,3655.74,3000000,-8742.1953125,39.5647,21.0831
957.45,601,601,1404.91,3005000,-8298.2412109375,43.3959,49.2707
4035.17,602,602,4880.28,3010000,-8747.3671875,39.2022,17.1451
2403.11,603,603,906.5,3015000,-8927.7314453125,40.3115,19.9991
2862.91,604,604,4311.95,3020000,-9401.9501953125,40.0873,16.2278
3930.21,605,605,780.15,3025000,-9097.2958984375,40.0707,16.9122
4943.88,606,606,4918.65,3030000,-9173.251953125,40.685,18.279
4561.47,607,607,4967.97,3035000,-8734.1357421875,38.6448,18.7527
3736.97,608,608,2639.12,3040000,-8961.4921875,40.3566,18.3258
4883.49,609,609,4716.04,3045000,-9092.13671875,40.9119,23.4975
3857.7,610,610,3216.5,3050000,-9425.4345703125,40.4053,17.4754
4714.37,611,611,4913.62,3055000,-9190.6875,39.8193,18.6169
4685.09,612,612,4901.41,3060000,-8772.55078125,39.7595,18.4796
4294.41,613,613,4839.96,3065000,-8930.9755859375,39.7903,17.4415
4928.57,614,614,4675.77,3070000,-8999.2783203125,39.9098,18.6349
2926.25,615,615,2514.75,3075000,-9345.59765625,41.4667,24.7618
2118.76,616,616,2246.56,3080000,-9302.052734375,42.2473,39.1746
168.51,617,617,113.8,3085000,-8866.6708984375,51.8311,68.0512
1020.07,618,618,85.69,3090000,-9896.4697265625,51.281,31.5647
5000.08,619,619,5058.16,3095000,-9039.244140625,40.0316,20.2537
4968.28,620,620,5030.77,3100000,-8840.0693359375,40.2281,19.4606
4929.82,621,621,5030.57,3105000,-8855.2314453125,39.7293,20.3072
4045.03,622,622,4338.29,3110000,-8931.9501953125,39.7743,20.1178
673.88,623,623,597.13,3115000,-7814.962890625,48.3134,20.2638
350.11,624,624,361.2,3120000,-11310.33203125,50.092,23.27
706.4,625,625,982.07,3125000,-10136.8486328125,46.1828,20.5116
408.69,626,626,356.99,3130000,-10130.2783203125,47.9553,17.9383
1160.4,627,627,1734.62,3135000,-8748.0107421875,45.015,19.6896
1180.29,628,628,578.06,3140000,-8156.6884765625,50.1797,30.3353
2033.84,629,629,2512.67,3145000,-8828.037109375,43.559,18.0073
3358.02,630,630,2840.39,3150000,-9347.822265625,44.9733,23.3059
2018.28,631,631,2605.76,3155000,-9502.6005859375,42.4191,20.4133
1278.95,632,632,441.15,3160000,-9473.6572265625,44.6074,36.5701
2238.89,633,633,1832.41,3165000,-9135.3076171875,42.5203,31.0149
2759.61,634,634,2177.69,3170000,-9437.6171875,41.3403,32.8416
3182.23,635,635,3745.6,3175000,-9638.580078125,42.1736,29.3465
4780.86,636,636,4779.02,3180000,-9882.080078125,41.3119,19.0313
4780.89,637,637,4835.12,3185000,-9787.1875,41.3489,18.849
4699.21,638,638,4733.08,3190000,-9952.55078125,41.2886,19.5287
4630.28,639,639,4727.68,3195000,-9671.7001953125,40.7655,19.1523
4841.56,640,640,4854.11,3200000,-9524.908203125,41.0201,20.2265
4774.8,641,641,4721.57,3205000,-9824.7294921875,41.3322,19.8707
4783.28,642,642,4664.86,3210000,-10128.7705078125,42.4337,20.6107
4775.39,643,643,4760.19,3215000,-9698.833984375,41.0426,19.833
4750.81,644,644,4875.27,3220000,-9889.7607421875,40.5272,19.7422
4757.46,645,645,4831.65,3225000,-9851.0771484375,40.7476,19.0876
4712.19,646,646,4796.44,3230000,-9941.1201171875,40.8813,19.131
4656.01,647,647,4678.47,3235000,-10035.2802734375,40.831,18.5125
4442.18,648,648,4726.59,3240000,-9482.3408203125,40.402,20.298
4720.79,649,649,4731.63,3245000,-9769.4716796875,41.2009,18.9443
4758.39,650,650,4762.57,3250000,-9579.1728515625,40.6574,19.9366
4898.33,651,651,4945.9,3255000,-9549.892578125,40.8563,19.2694
4582.02,652,652,4820.97,3260000,-9823.65625,41.3205,18.9225
4742.5,653,653,4811.74,3265000,-9497.134765625,41.099,19.7377
4696.54,654,654,4627.31,3270000,-9829.486328125,41.8374,20.0038
4640.11,655,655,4556.66,3275000,-9895.3564453125,41.6163,20.0779
4704.57,656,656,4624.56,3280000,-9803.369140625,41.7894,20.4104
4757.04,657,657,4667.82,3285000,-9707.3876953125,42.0054,20.1973
4763.08,658,658,4704.31,3290000,-9957.716796875,42.8905,20.7832
4660.76,659,659,4594.71,3295000,-9766.408203125,41.9298,21.0061
4805.54,660,660,4792.21,3300000,-9679.6748046875,41.4842,20.1672
4737.53,661,661,4665.93,3305000,-9763.1611328125,41.1131,19.6138
4732.83,662,662,4724.4,3310000,-9594.7216796875,41.7905,20.327
4689.08,663,663,4685.92,3315000,-9303.6845703125,40.7622,19.7028
4705.39,664,664,4727.74,3320000,-9499.5498046875,41.0831,19.6752
4719.77,665,665,4724.64,3325000,-9652.4501953125,41.2658,19.8847
4334.81,666,666,4406.53,3330000,-9957.5498046875,41.9147,20.5463
4690.04,667,667,4669.54,3335000,-9428.779296875,40.7233,19.8417
4704.22,668,668,4678.99,3340000,-9753.2099609375,41.5155,20.4011
4529.26,669,669,4652.21,3345000,-10038.318359375,42.0543,25.7505
4755.7,670,670,4674.04,3350000,-9791.3076171875,41.3895,20.1359
4729.43,671,671,4646.98,3355000,-9760.0302734375,41.9054,20.3809
4698.37,672,672,4653.33,3360000,-9680.15625,42.0105,20.313
4668.73,673,673,4621.69,3365000,-9983.9970703125,42.0845,21.1196
4674.18,674,674,4630.24,3370000,-10052.736328125,41.7735,20.2868
4576.11,675,675,4859.57,3375000,-9758.603515625,41.4532,20.3561
4811.67,676,676,4857.76,3380000,-9721.673828125,40.8443,19.8037
4780.92,677,677,4826.77,3385000,-10054.2783203125,42.2998,20.2318
4750.18,678,678,4738.19,3390000,-9494.0087890625,40.8645,19.587
4700.13,679,679,4889.63,3395000,-10119.6220703125,42.0445,19.9059
4859.5,680,680,4954.54,3400000,-10149.07421875,41.2403,19.7483
4645.29,681,681,4915.6,3405000,-10309.2099609375,41.5041,19.5236
4902.07,682,682,4953.55,3410000,-10120.8173828125,41.3555,19.5904
4872.16,683,683,4940.46,3415000,-10195.1767578125,41.6294,19.9301
4862.22,684,684,4877.59,3420000,-10247.7509765625,41.7761,20.0033
4849.01,685,685,4911.23,3425000,-10112.203125,41.5048,19.9131
4883.05,686,686,4913.54,3430000,-10083.8359375,41.8008,20.6553
4867.5,687,687,4889.04,3435000,-9624.6982421875,40.6096,19.7048
4937.44,688,688,4957.66,3440000,-9973.88671875,41.2767,20.816
4906.05,689,689,4835.86,3445000,-9809.1015625,40.1484,19.4777
4821.19,690,690,4786.54,3450000,-10176.4951171875,40.7445,19.5336
4845.76,691,691,4796.3,3455000,-9746.5537109375,40.3306,19.7245
4886.43,692,692,4859.08,3460000,-10097.513671875,41.1355,20.5396
4871.09,693,693,4930.98,3465000,-10323.2392578125,41.4257,20.539
4853.56,694,694,4873.67,3470000,-10410.2265625,42.0253,20.7364
4836.25,695,695,4810.57,3475000,-10089.796875,40.9,21.0125
4866.73,696,696,4900.65,3480000,-10248.3115234375,41.6511,19.7523
4915.33,697,697,4970.48,3485000,-10127.818359375,41.5006,20.5984
4927.15,698,698,4991.56,3490000,-10067.98046875,41.704,20.6311
4922.37,699,699,4938.78,3495000,-10187.111328125,42.1863,20.5289
4905.01,700,700,4980.21,3500000,-10541.462890625,42.4325,20.5664
4874.83,701,701,4954.67,3505000,-10322.3056640625,41.8306,20.293
4893.0,702,702,4901.08,3510000,-9914.08203125,41.1073,20.6032
4891.46,703,703,4921.66,3515000,-10693.609375,42.1727,19.7682
4901.97,704,704,4910.62,3520000,-10214.771484375,41.5408,18.9965
4908.45,705,705,4897.22,3525000,-9714.83203125,40.0548,19.2242
4896.5,706,706,4880.45,3530000,-9965.826171875,40.7774,18.7353
4985.6,707,707,5064.48,3535000,-9680.60546875,40.6069,18.828
4924.35,708,708,4941.14,3540000,-9990.876953125,40.9456,19.634
4899.52,709,709,4916.78,3545000,-10068.5576171875,40.8536,19.7365
4902.54,710,710,4988.05,3550000,-10355.0947265625,41.6729,20.4142
4746.83,711,711,4891.24,3555000,-10092.7734375,41.3718,19.3452
4801.68,712,712,4803.63,3560000,-10462.3125,41.3157,20.6504
4886.09,713,713,4944.95,3565000,-10125.0712890625,41.1705,20.4704
4804.39,714,714,4807.42,3570000,-10127.85546875,41.4643,19.9768
4821.35,715,715,4787.92,3575000,-10389.1484375,41.6853,21.9421
4813.79,716,716,4827.16,3580000,-10198.103515625,41.0697,19.745
4843.05,717,717,4864.17,3585000,-10436.041015625,41.3895,20.5339
4590.11,718,718,4773.3,3590000,-10461.5986328125,40.9134,19.7212
4838.39,719,719,4815.84,3595000,-10297.7099609375,41.6833,19.4384
4721.15,720,720,4946.81,3600000,-10498.95703125,42.102,20.0322
4844.15,721,721,4843.46,3605000,-10732.6845703125,41.6568,19.8827
4889.13,722,722,4896.16,3610000,-10806.541015625,41.731,19.9647
4923.5,723,723,4950.09,3615000,-10710.4697265625,42.1232,19.8384
5001.88,724,724,5079.89,3620000,-10734.8427734375,42.0542,19.832
4762.3,725,725,4961.75,3625000,-10954.7314453125,42.041,19.5857
4904.64,726,726,4955.16,3630000,-10518.2529296875,41.8988,20.7407
4595.6,727,727,4779.73,3635000,-10638.099609375,41.9296,19.9462
4904.52,728,728,4920.62,3640000,-10339.6787109375,41.9329,20.3235
4876.52,729,729,4912.86,3645000,-10758.736328125,42.1201,20.5836
4732.56,730,730,5019.79,3650000,-10679.099609375,41.6675,19.7169
4888.93,731,731,5089.9,3655000,-10909.4462890625,41.6935,20.4475
4538.9,732,732,4888.96,3660000,-10626.607421875,42.3879,22.7693
4974.49,733,733,5010.92,3665000,-10526.6416015625,41.1979,20.0932
4746.28,734,734,5093.46,3670000,-10732.6708984375,41.8799,20.11
4983.62,735,735,5028.52,3675000,-10910.65625,41.8697,20.3507
4990.34,736,736,5053.61,3680000,-10671.5234375,42.5393,20.3837
4960.82,737,737,4955.93,3685000,-10569.9306640625,41.0518,20.1265
4948.22,738,738,5013.25,3690000,-10544.1318359375,41.256,19.0658
4952.53,739,739,4997.5,3695000,-10560.2001953125,42.0514,20.1412
5022.04,740,740,5122.63,3700000,-10668.177734375,41.2747,19.3889
4968.23,741,741,5019.06,3705000,-10116.466796875,40.9788,20.4325
4804.72,742,742,5073.42,3710000,-10614.7783203125,41.4404,21.0393
4938.18,743,743,4950.33,3715000,-10494.45703125,41.5945,20.7827
4960.85,744,744,4897.78,3720000,-10536.4619140625,41.5767,19.6282
4822.62,745,745,5101.02,3725000,-10388.845703125,41.3046,19.8234
4975.8,746,746,4999.36,3730000,-10354.58984375,41.3557,20.2503
4886.62,747,747,4911.8,3735000,-10639.3466796875,41.4285,19.9017
4978.86,748,748,4994.76,3740000,-10407.033203125,40.3596,19.1736
4929.17,749,749,5139.91,3745000,-10408.1435546875,41.5903,20.0666
4975.79,750,750,5031.44,3750000,-10682.431640625,42.288,20.5639
5100.38,751,751,5208.43,3755000,-10297.2685546875,41.2079,19.9572
5057.05,752,752,5193.07,3760000,-10400.716796875,41.2376,19.8251
4999.09,753,753,5103.13,3765000,-10459.943359375,41.076,19.6008
4888.47,754,754,5115.05,3770000,-10451.4189453125,41.3563,19.1395
5066.07,755,755,5247.35,3775000,-10633.8330078125,41.9225,19.485
4898.69,756,756,5163.83,3780000,-10763.724609375,42.3591,20.5143
5053.35,757,757,5233.79,3785000,-10948.12109375,42.7882,19.707
4813.44,758,758,4295.38,3790000,-10716.6123046875,41.5762,19.4798
4848.63,759,759,4807.55,3795000,-10666.009765625,40.498,18.6106
4979.0,760,760,5057.3,3800000,-10509.328125,41.2202,19.4091
5075.75,761,761,5284.83,3805000,-10613.3359375,41.1961,19.0605
5029.46,762,762,5085.6,3810000,-10624.7119140625,41.8823,20.0554
5104.38,763,763,5176.15,3815000,-10865.4580078125,41.479,19.0088
4810.95,764,764,5159.61,3820000,-10329.17578125,40.4931,18.489
4374.88,765,765,5100.48,3825000,-10652.345703125,42.6708,20.6952
4659.16,766,766,4980.83,3830000,-10497.251953125,41.264,20.3454
4905.14,767,767,4956.36,3835000,-10494.689453125,41.7611,19.6421
