Real Det Return,Running Update Time,Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Forward KL
2312.55,394,-65580.09375,1970000,15.105,1961.97,394,156.4297
2349.72,395,-65769.203125,1975000,15.267,1979.18,395,156.4118
2305.52,396,-65903.28125,1980000,15.135,1955.81,396,156.6151
2353.29,397,-66166.984375,1985000,15.2696,1975.44,397,156.5599
2366.64,398,-66731.2890625,1990000,15.4881,1975.35,398,156.5994
2339.52,399,-66046.375,1995000,15.1708,1961.76,399,156.4921
2318.39,400,-66279.703125,2000000,15.209,1965.81,400,156.455
2347.31,401,-66430.75,2005000,15.3371,1976.46,401,156.5433
2344.53,402,-66747.921875,2010000,15.1416,1977.41,402,156.5113
2337.74,403,-66819.0859375,2015000,15.2162,1964.86,403,156.4834
2346.45,404,-67110.625,2020000,15.3617,1972.78,404,156.4879
2345.76,405,-67179.015625,2025000,15.3697,1984.53,405,156.5539
2338.54,406,-67242.1171875,2030000,15.2161,1954.27,406,156.5716
2328.04,407,-67149.5625,2035000,15.3015,1941.94,407,156.4099
2344.99,408,-67845.9453125,2040000,15.3259,1987.92,408,156.6308
2354.74,409,-67483.21875,2045000,15.3451,1986.44,409,156.4804
2359.92,410,-67877.75,2050000,15.4577,1966.69,410,156.5536
2355.85,411,-67625.8046875,2055000,15.0635,1950.28,411,156.529
2339.43,412,-67841.59375,2060000,15.1834,1963.76,412,156.5909
2363.3,413,-68057.890625,2065000,15.2462,1991.81,413,156.5046
2361.96,414,-68217.5234375,2070000,15.1301,1970.73,414,156.435
2360.6,415,-68483.8828125,2075000,15.3364,1972.43,415,156.5091
2366.92,416,-68601.6171875,2080000,15.2259,1981.95,416,156.5662
2365.72,417,-68913.546875,2085000,15.2954,1968.93,417,156.5376
2342.31,418,-68492.0703125,2090000,15.1837,1955.58,418,156.4665
2352.33,419,-68863.65625,2095000,15.2453,1954.0,419,156.4429
2344.57,420,-68909.828125,2100000,15.249,1949.59,420,156.4844
2333.49,421,-68895.171875,2105000,15.2811,1968.6,421,156.5637
2358.68,422,-69181.0546875,2110000,15.301,1988.05,422,156.4033
2360.06,423,-69558.46875,2115000,15.182,1977.63,423,156.4595
2347.23,424,-69235.9375,2120000,15.1786,1967.41,424,156.4581
2349.24,425,-69707.515625,2125000,15.561,1969.71,425,156.5645
2358.35,426,-69971.1953125,2130000,15.3782,1984.43,426,156.5505
2360.12,427,-70131.0390625,2135000,15.4027,1983.4,427,156.5072
2326.72,428,-69906.421875,2140000,15.245,1950.83,428,156.5824
2375.26,429,-70142.390625,2145000,15.3639,1981.5,429,156.4122
2342.51,430,-70071.109375,2150000,15.2148,1979.27,430,156.4778
2363.43,431,-70292.8515625,2155000,15.3101,1971.72,431,156.6155
2340.21,432,-70341.453125,2160000,15.4362,1964.72,432,156.5454
2347.38,433,-70569.734375,2165000,15.3385,1997.61,433,156.3905
2353.9,434,-70798.828125,2170000,15.2948,1965.57,434,156.5011
2354.13,435,-70347.1953125,2175000,15.0702,1943.9,435,156.4792
2340.87,436,-70869.25,2180000,15.1568,1962.34,436,156.5814
2330.62,437,-70891.2578125,2185000,15.3059,1961.38,437,156.5293
2321.83,438,-70913.7734375,2190000,15.087,1949.14,438,156.4713
2334.95,439,-71138.5078125,2195000,15.0633,1942.33,439,156.4924
2330.65,440,-71020.984375,2200000,15.1846,1960.21,440,156.4847
2324.98,441,-71299.390625,2205000,15.2311,1945.75,441,156.5522
2360.19,442,-71218.7421875,2210000,15.2719,1962.17,442,156.4395
2322.85,443,-71402.65625,2215000,15.149,1932.31,443,156.4373
2314.95,444,-71414.15625,2220000,15.2502,1942.98,444,156.467
2338.94,445,-71568.09375,2225000,15.0141,1936.74,445,156.5295
2326.97,446,-71366.4140625,2230000,15.0713,1929.93,446,156.3985
2317.01,447,-71606.34375,2235000,15.1794,1961.75,447,156.5056
2330.46,448,-72063.59375,2240000,15.0387,1938.58,448,156.363
2348.59,449,-71965.1015625,2245000,15.0186,1940.92,449,156.431
2340.54,450,-71965.421875,2250000,15.0892,1969.53,450,156.4618
2344.47,451,-72191.7265625,2255000,15.1311,1982.04,451,156.4943
2313.26,452,-71961.015625,2260000,14.7781,1946.23,452,156.4512
2318.2,453,-71880.984375,2265000,15.1245,1965.59,453,156.48
2332.48,454,-72520.875,2270000,15.0466,1939.57,454,156.4328
2347.34,455,-72273.8515625,2275000,15.0446,1955.47,455,156.5104
2357.48,456,-72813.1875,2280000,15.1168,1975.14,456,156.496
2344.23,457,-72699.6875,2285000,15.0977,1976.97,457,156.4953
2337.07,458,-73250.0234375,2290000,15.2385,1971.31,458,156.3332
2340.65,459,-72932.1171875,2295000,15.039,1980.48,459,156.5007
2362.04,460,-73211.546875,2300000,14.9826,1959.09,460,156.496
2357.56,461,-73115.953125,2305000,15.2817,1978.81,461,156.4536
2338.97,462,-73100.15625,2310000,15.0605,1975.44,462,156.4825
2337.48,463,-73475.140625,2315000,15.2057,1953.54,463,156.514
2350.12,464,-73405.2890625,2320000,15.1441,1978.61,464,156.4905
2351.13,465,-73472.5234375,2325000,15.0843,1975.27,465,156.6642
2342.59,466,-73581.640625,2330000,15.0624,1973.96,466,156.233
2348.73,467,-73901.6640625,2335000,15.1411,1980.52,467,156.407
2329.0,468,-73352.7265625,2340000,15.0361,1960.66,468,156.4277
2352.95,469,-73741.171875,2345000,15.087,1981.57,469,156.4406
2336.16,470,-73786.3515625,2350000,15.0419,1973.81,470,156.5698
2322.9,471,-73904.3828125,2355000,14.949,1952.61,471,156.6182
2346.1,472,-74118.453125,2360000,15.1393,1992.32,472,156.5191
2341.4,473,-73889.4609375,2365000,14.9976,1977.68,473,156.5141
2326.48,474,-74301.4140625,2370000,15.2475,1987.59,474,156.5265
2347.53,475,-74407.2109375,2375000,15.1129,1990.6,475,156.5119
2334.37,476,-74431.5546875,2380000,15.0979,1963.73,476,156.4948
2345.1,477,-74442.9140625,2385000,15.2195,1982.3,477,156.5028
2336.26,478,-74721.2421875,2390000,15.2533,1974.99,478,156.5084
2307.69,479,-74216.0625,2395000,14.9856,1931.1,479,156.4873
2317.01,480,-74679.1015625,2400000,15.0254,1981.81,480,156.4362
2330.23,481,-74692.0234375,2405000,15.1432,1976.03,481,156.5008
2343.36,482,-74941.953125,2410000,15.1079,1971.23,482,156.5581
2306.8,483,-74796.078125,2415000,14.9691,1967.24,483,156.4251
2350.95,484,-75066.3671875,2420000,15.1905,1994.79,484,156.5073
2320.5,485,-75369.21875,2425000,15.141,1979.23,485,156.4738
2296.76,486,-74777.1953125,2430000,15.1576,1962.41,486,156.465
2349.48,487,-75332.5078125,2435000,15.3206,1977.02,487,156.5287
2287.01,488,-74963.7890625,2440000,15.1017,1963.9,488,156.616
2324.36,489,-75546.59375,2445000,15.2151,1977.35,489,156.6143
2353.71,490,-75847.875,2450000,15.4177,1986.28,490,156.5685
2314.24,491,-75421.859375,2455000,15.3215,1973.98,491,156.532
2341.62,492,-75934.359375,2460000,15.2208,1980.39,492,156.5992
2316.61,493,-75787.140625,2465000,14.9992,1969.26,493,156.5849
2327.98,494,-75720.6875,2470000,15.183,1966.03,494,156.495
2344.57,495,-75892.8828125,2475000,15.0811,1955.46,495,156.5061
2304.09,496,-76078.0859375,2480000,15.2006,1972.7,496,156.492
2298.29,497,-75810.3359375,2485000,14.9734,1941.78,497,156.5954
2295.87,498,-76040.578125,2490000,15.0233,1953.03,498,156.52
2334.32,499,-76228.078125,2495000,15.25,1961.89,499,156.5472
2310.62,500,-76197.1015625,2500000,15.2566,1980.09,500,156.6155
2336.34,501,-76485.0703125,2505000,15.0303,1950.48,501,156.3831
2308.75,502,-76457.3984375,2510000,15.1614,1950.54,502,156.5503
2311.76,503,-76720.53125,2515000,15.0352,1965.9,503,156.4092
2288.66,504,-76770.7109375,2520000,15.1389,1940.26,504,156.5234
2332.3,505,-76981.9375,2525000,15.1476,1983.67,505,156.4973
2273.44,506,-76914.0859375,2530000,15.2404,1953.99,506,156.5005
2313.71,507,-76796.3984375,2535000,15.0762,1959.5,507,156.5056
2287.37,508,-76582.9375,2540000,14.8663,1946.49,508,156.5401
2320.28,509,-77032.109375,2545000,15.0796,1965.94,509,156.5644
2334.14,510,-77208.0625,2550000,15.0484,1971.83,510,156.5263
2294.94,511,-76837.5625,2555000,15.0462,1961.01,511,156.7048
2303.29,512,-77150.75,2560000,15.0356,1969.42,512,156.5823
2306.67,513,-77209.2578125,2565000,14.9637,1962.17,513,156.555
2314.95,514,-77774.109375,2570000,15.1838,1957.95,514,156.5019
2322.18,515,-77513.015625,2575000,15.0339,1959.32,515,156.4915
2339.43,516,-77543.1875,2580000,15.0859,1969.25,516,156.4835
2321.0,517,-77649.0,2585000,14.9684,1959.19,517,156.47
2320.79,518,-77853.515625,2590000,15.0095,1970.37,518,156.5709
2318.77,519,-77851.8203125,2595000,14.956,1951.28,519,156.5509
2315.22,520,-77952.8046875,2600000,15.0524,1959.34,520,156.3827
2308.74,521,-78081.5703125,2605000,15.0238,1966.42,521,156.4908
2346.12,522,-78601.4140625,2610000,15.2607,1978.39,522,156.3399
2346.08,523,-78427.890625,2615000,15.0686,1962.14,523,156.4936
2355.07,524,-78710.5546875,2620000,15.1821,1991.36,524,156.4234
2320.55,525,-78170.0078125,2625000,15.0238,1957.78,525,156.5142
2334.33,526,-78572.1171875,2630000,15.2051,1972.74,526,156.5534
2324.69,527,-78651.84375,2635000,15.1033,1971.86,527,156.5386
2297.63,528,-78485.796875,2640000,14.8989,1956.25,528,156.4047
2370.94,529,-79099.1953125,2645000,15.2189,1993.08,529,156.4965
2343.46,530,-78981.1953125,2650000,15.3299,1984.34,530,156.5127
2338.19,531,-79050.3515625,2655000,15.1659,1975.72,531,156.4992
2343.32,532,-79226.4609375,2660000,15.2327,1994.06,532,156.5453
2317.79,533,-78914.0859375,2665000,15.0878,2001.01,533,156.5246
2344.85,534,-79346.328125,2670000,14.9507,1973.7,534,156.6093
2349.33,535,-79445.7421875,2675000,15.1014,1984.37,535,156.6309
2334.56,536,-79396.9140625,2680000,15.0456,1983.15,536,156.5313
2338.08,537,-79443.2734375,2685000,15.1147,1997.22,537,156.6363
2365.84,538,-79398.1484375,2690000,15.2369,2001.72,538,156.5623
2325.15,539,-79675.2421875,2695000,14.8993,1970.9,539,156.5664
2343.72,540,-79643.7109375,2700000,15.093,1979.42,540,156.599
2369.44,541,-79807.4765625,2705000,15.108,1995.43,541,156.5531
2343.78,542,-79761.0,2710000,15.0171,1998.0,542,156.6284
2364.81,543,-79797.8515625,2715000,15.1131,2000.9,543,156.5375
2355.63,544,-79881.2734375,2720000,15.1036,1994.11,544,156.6233
2335.45,545,-79701.2890625,2725000,15.0237,1968.66,545,156.5234
2351.46,546,-80070.328125,2730000,14.9528,1990.94,546,156.5971
2349.82,547,-80352.0546875,2735000,15.0295,2003.79,547,156.6004
2345.87,548,-80469.046875,2740000,15.0652,1980.41,548,156.6286
2339.17,549,-80320.46875,2745000,14.9738,1976.47,549,156.4192
2341.96,550,-80275.2890625,2750000,15.1649,2006.59,550,156.4736
2347.84,551,-80452.453125,2755000,15.1667,2000.19,551,156.6504
2349.47,552,-80705.6875,2760000,15.1183,1989.11,552,156.5725
2344.6,553,-80730.21875,2765000,15.0225,1979.49,553,156.5196
2350.57,554,-81126.8984375,2770000,15.1562,1969.98,554,156.553
2341.87,555,-80847.2890625,2775000,15.2643,1990.19,555,156.5715
2359.86,556,-81069.421875,2780000,15.2408,1993.61,556,156.6564
2351.33,557,-81196.234375,2785000,15.0912,2004.74,557,156.5487
2343.96,558,-80832.2890625,2790000,15.1079,2000.79,558,156.4806
2352.37,559,-81176.9453125,2795000,15.23,2005.37,559,156.3715
2355.34,560,-80853.265625,2800000,15.0374,1994.87,560,156.6006
2362.33,561,-81464.0546875,2805000,15.2335,2004.16,561,156.5716
2345.2,562,-81339.9375,2810000,15.1008,1995.62,562,156.5161
2347.42,563,-81399.0390625,2815000,15.1498,1997.19,563,156.4478
2361.39,564,-81597.65625,2820000,15.1048,1998.28,564,156.4686
2352.03,565,-81617.03125,2825000,15.0719,1995.7,565,156.6629
2353.36,566,-81698.0625,2830000,15.1832,1985.76,566,156.6132
2371.77,567,-81961.6875,2835000,15.227,2018.04,567,156.5932
2348.98,568,-81712.2890625,2840000,15.0924,1982.12,568,156.544
2331.87,569,-81772.734375,2845000,14.9621,1979.45,569,156.5524
2367.49,570,-81805.1328125,2850000,15.008,1999.2,570,156.4498
2333.08,571,-81767.6953125,2855000,14.9562,1985.13,571,156.5863
2329.09,572,-82108.203125,2860000,15.0109,1980.28,572,156.4333
2358.36,573,-82205.203125,2865000,15.0591,2005.33,573,156.5725
2337.13,574,-81807.4140625,2870000,15.0479,2001.84,574,156.4341
2356.47,575,-82440.90625,2875000,15.2225,2009.92,575,156.4283
2360.87,576,-82385.859375,2880000,15.0465,2002.64,576,156.6308
2337.7,577,-82625.53125,2885000,15.28,1990.16,577,156.5157
2336.78,578,-82027.8515625,2890000,15.1132,1991.31,578,156.5905
2363.91,579,-82625.1171875,2895000,15.2862,1995.38,579,156.5791
2331.3,580,-82433.296875,2900000,15.1605,1993.82,580,156.4846
2318.81,581,-82423.65625,2905000,15.1974,1995.29,581,156.5381
2345.21,582,-82509.2890625,2910000,15.2119,1994.39,582,156.4647
2337.74,583,-82673.46875,2915000,15.1827,1995.59,583,156.5395
2304.08,584,-82641.40625,2920000,14.7802,1978.03,584,156.5999
2325.44,585,-82807.2265625,2925000,15.0829,1975.02,585,156.6347
2321.13,586,-82956.0546875,2930000,15.1749,1977.3,586,156.5324
2321.75,587,-82928.6484375,2935000,15.0159,1979.12,587,156.4119
2324.93,588,-83107.1484375,2940000,15.0315,1985.97,588,156.5985
2321.02,589,-82782.3125,2945000,14.8838,1950.7,589,156.4803
2334.62,590,-83159.03125,2950000,15.0008,1969.5,590,156.5288
2324.1,591,-83158.015625,2955000,15.1272,1977.47,591,156.5885
2352.16,592,-83151.7421875,2960000,14.9588,1993.94,592,156.6303
2328.14,593,-83387.8828125,2965000,15.0807,1974.59,593,156.5364
2287.94,594,-83071.1484375,2970000,14.9044,1954.05,594,156.6324
2340.47,595,-83724.84375,2975000,15.104,1963.21,595,156.5504
2322.32,596,-83252.6328125,2980000,14.8472,1975.29,596,156.4004
2333.9,597,-83603.3671875,2985000,15.1183,1999.36,597,156.5744
2336.66,598,-83722.6015625,2990000,15.008,1996.93,598,156.4224
2359.01,599,-83925.9765625,2995000,15.2144,1996.71,599,156.5233
