Real Det Return,Running Update Time,Reward Loss,Running Env Steps,Running Reverse KL,Real Sto Return,Itration,Running Forward KL
-37.02,0,65.25570678710938,0,11.9247,-223.0,0,158.7791
69.01,1,-142.1419219970703,5000,11.8654,-73.05,1,158.2773
590.8,2,-359.7953186035156,10000,12.239,101.64,2,158.2304
865.37,3,-680.6700439453125,15000,13.4256,359.69,3,158.2114
916.79,4,-946.6527709960938,20000,13.8643,501.9,4,158.1265
1037.28,5,-1182.3516845703125,25000,13.9952,627.24,5,157.9884
937.45,6,-1405.4228515625,30000,14.5103,680.66,6,158.0611
1158.99,7,-1704.76904296875,35000,14.785,843.31,7,157.9317
1299.66,8,-1856.150146484375,40000,15.2711,884.63,8,157.9651
1466.73,9,-2044.129638671875,45000,15.7908,1045.74,9,157.9221
1541.21,10,-2307.601806640625,50000,16.0041,1076.06,10,158.111
1594.82,11,-2469.8349609375,55000,16.2795,1161.95,11,158.0211
1659.22,12,-2670.898193359375,60000,16.5046,1232.68,12,157.6215
1633.61,13,-2926.18017578125,65000,16.3014,1233.95,13,157.8646
1758.46,14,-3144.63232421875,70000,16.2373,1319.23,14,157.4984
1803.52,15,-3197.545166015625,75000,16.8303,1350.29,15,157.9453
1794.64,16,-3503.594970703125,80000,16.6849,1402.4,16,157.8819
1792.57,17,-3734.9716796875,85000,16.466,1430.23,17,157.5683
1857.48,18,-3908.51220703125,90000,16.7663,1447.44,18,157.9157
1865.84,19,-4028.3681640625,95000,16.3549,1477.15,19,157.6133
1839.06,20,-4288.23583984375,100000,16.6233,1504.39,20,157.9483
1872.47,21,-4401.2451171875,105000,16.7665,1543.83,21,157.9223
1812.6,22,-4682.13623046875,110000,16.8298,1538.12,22,158.0136
1912.82,23,-4815.91796875,115000,16.8234,1550.71,23,157.7693
1835.43,24,-4919.78076171875,120000,16.381,1555.04,24,157.6988
1829.2,25,-5145.6806640625,125000,16.1426,1555.66,25,157.5704
1889.07,26,-5278.5498046875,130000,16.2218,1587.55,26,157.6407
1853.04,27,-5434.609375,135000,15.8761,1578.48,27,157.3527
1939.67,28,-5611.38818359375,140000,16.1448,1606.35,28,157.544
1925.8,29,-5887.3583984375,145000,16.2264,1595.66,29,157.6327
2050.96,30,-6020.14599609375,150000,16.6375,1633.67,30,157.3466
1820.07,31,-6162.9599609375,155000,15.929,1579.66,31,157.2678
1879.77,32,-6356.43994140625,160000,16.0109,1601.26,32,157.5192
1934.66,33,-6500.9130859375,165000,16.2732,1609.61,33,157.5088
1959.51,34,-6663.8310546875,170000,15.7881,1625.57,34,157.0589
1946.5,35,-6886.90478515625,175000,15.8676,1636.03,35,157.2849
2007.93,36,-7041.845703125,180000,15.812,1644.42,36,156.9857
2018.64,37,-7205.6650390625,185000,16.1486,1669.83,37,157.3731
1992.48,38,-7355.39208984375,190000,15.9062,1671.22,38,157.0891
2076.91,39,-7710.802734375,195000,16.4072,1739.38,39,157.2588
2001.76,40,-7853.79541015625,200000,15.8564,1635.38,40,157.1123
2053.48,41,-7941.4267578125,205000,15.6007,1655.29,41,157.0282
2082.26,42,-8147.38818359375,210000,16.2389,1722.36,42,157.145
1983.95,43,-8313.8134765625,215000,16.0876,1659.14,43,157.1117
2000.95,44,-8548.8779296875,220000,15.9184,1682.04,44,157.0261
2065.64,45,-8741.3583984375,225000,15.8106,1684.92,45,157.1682
2052.54,46,-8885.0771484375,230000,15.9296,1696.14,46,157.0447
2003.4,47,-9095.447265625,235000,15.6911,1667.83,47,156.9077
2038.22,48,-9275.0498046875,240000,15.4308,1691.34,48,156.7931
2067.82,49,-9442.8388671875,245000,15.5974,1696.66,49,156.892
2096.09,50,-9599.5400390625,250000,16.0025,1710.71,50,156.9612
2058.65,51,-9790.1318359375,255000,15.7164,1696.76,51,156.9676
2067.5,52,-10107.509765625,260000,16.1146,1702.37,52,157.1442
2021.66,53,-10245.9326171875,265000,15.5796,1683.27,53,157.0342
2031.1,54,-10337.06640625,270000,15.5793,1708.91,54,156.9337
2145.98,55,-10683.576171875,275000,16.2507,1725.15,55,157.005
2010.76,56,-10828.2158203125,280000,15.2773,1623.59,56,156.8826
2140.65,57,-11061.2880859375,285000,16.0224,1727.06,57,156.8251
2116.89,58,-11102.25390625,290000,15.7164,1719.69,58,156.7933
2108.91,59,-11353.1435546875,295000,15.9384,1698.83,59,157.0193
2094.97,60,-11549.0703125,300000,15.8724,1746.21,60,156.7796
2034.82,61,-11724.8583984375,305000,15.5478,1725.11,61,156.9631
2125.47,62,-12030.7333984375,310000,15.9086,1754.72,62,156.8101
2092.69,63,-12139.6494140625,315000,15.48,1732.71,63,156.941
2107.66,64,-12313.10546875,320000,15.6796,1720.76,64,156.6678
2125.13,65,-12448.42578125,325000,15.6957,1756.29,65,156.8241
2097.47,66,-12643.6923828125,330000,15.5189,1699.52,66,156.8423
2120.29,67,-12924.4853515625,335000,15.6845,1752.21,67,157.0304
2040.7,68,-13116.203125,340000,15.5406,1727.25,68,156.8324
2122.33,69,-13349.9248046875,345000,15.5572,1742.12,69,156.8224
2115.78,70,-13403.5283203125,350000,15.4164,1754.86,70,156.694
2134.88,71,-13686.0771484375,355000,15.9461,1766.43,71,156.8721
2156.71,72,-13798.0849609375,360000,15.9458,1795.12,72,156.7304
2082.25,73,-14156.828125,365000,15.7506,1759.26,73,156.8417
2131.52,74,-14222.982421875,370000,15.3656,1781.52,74,156.7343
2108.41,75,-14520.0048828125,375000,15.3197,1707.92,75,156.8537
2113.88,76,-14717.96484375,380000,15.6202,1724.01,76,156.8519
2151.19,77,-14965.845703125,385000,15.3708,1755.07,77,156.8188
2111.96,78,-15125.4462890625,390000,15.3411,1720.35,78,156.8029
2152.83,79,-15378.763671875,395000,15.8048,1771.43,79,156.8259
2166.45,80,-15566.4345703125,400000,16.1212,1791.29,80,156.8864
2113.89,81,-15745.2685546875,405000,15.3755,1756.2,81,156.8794
2054.59,82,-15977.7958984375,410000,15.5347,1728.63,82,156.9896
2151.11,83,-16058.365234375,415000,15.5816,1792.85,83,156.5883
2154.23,84,-16377.2880859375,420000,15.413,1758.61,84,156.8572
2157.49,85,-16484.515625,425000,15.6749,1798.45,85,156.8064
2169.71,86,-16745.466796875,430000,15.8006,1778.81,86,156.9594
2186.86,87,-17002.251953125,435000,15.5752,1833.06,87,156.9468
2190.29,88,-17094.82421875,440000,15.7666,1820.91,88,156.7715
2170.72,89,-17433.3359375,445000,15.7078,1829.8,89,156.6741
2172.42,90,-17566.666015625,450000,15.7361,1813.5,90,156.9643
2094.56,91,-17793.369140625,455000,15.282,1763.34,91,156.8052
2158.78,92,-17951.29296875,460000,15.3415,1791.64,92,156.9126
2168.18,93,-18192.2734375,465000,15.5773,1801.51,93,156.6957
2182.78,94,-18461.826171875,470000,15.7637,1842.47,94,156.7152
2167.22,95,-18648.8828125,475000,15.7017,1831.3,95,156.814
2177.77,96,-18847.75390625,480000,15.721,1821.55,96,156.596
2173.38,97,-19052.177734375,485000,15.5717,1824.2,97,156.7966
2204.43,98,-19231.234375,490000,15.6339,1832.32,98,156.7792
2157.71,99,-19353.10546875,495000,15.1428,1787.93,99,156.6921
2138.52,100,-19630.767578125,500000,15.1838,1810.53,100,156.6564
2130.64,101,-19831.091796875,505000,15.493,1834.78,101,156.7382
2101.21,102,-20031.751953125,510000,15.2563,1787.33,102,156.6373
2212.35,103,-20362.638671875,515000,15.5464,1838.45,103,156.6622
2143.38,104,-20734.9140625,520000,15.2323,1818.81,104,156.6738
2131.61,105,-20695.451171875,525000,15.1741,1768.4,105,156.7235
2183.62,106,-21044.626953125,530000,15.2512,1817.97,106,156.7659
2169.14,107,-21134.36328125,535000,15.4227,1833.75,107,156.6912
2200.53,108,-21638.00390625,540000,15.552,1838.14,108,156.8826
2190.08,109,-21697.412109375,545000,15.4062,1832.5,109,156.5269
2181.89,110,-21944.587890625,550000,15.2327,1817.71,110,156.7889
2134.59,111,-22065.107421875,555000,15.2563,1824.91,111,156.7264
2181.6,112,-22444.69921875,560000,15.4654,1860.07,112,156.6984
2226.92,113,-22682.759765625,565000,15.7387,1849.0,113,156.6414
2161.15,114,-22759.025390625,570000,15.1288,1826.5,114,156.658
2158.05,115,-22995.244140625,575000,14.9895,1799.59,115,156.565
2190.08,116,-23432.927734375,580000,15.2231,1833.37,116,156.6417
2190.92,117,-23752.55078125,585000,15.2322,1827.7,117,156.7144
2216.5,118,-23970.314453125,590000,15.5546,1876.15,118,156.6389
2144.03,119,-23999.330078125,595000,15.3875,1822.19,119,156.6939
2237.34,120,-24274.93359375,600000,15.2503,1848.85,120,156.6558
2175.77,121,-24495.306640625,605000,15.4005,1854.64,121,156.6304
2209.8,122,-24912.521484375,610000,15.4945,1847.26,122,156.5668
2242.19,123,-25230.701171875,615000,15.585,1871.5,123,156.5116
2193.06,124,-25386.7734375,620000,15.5862,1853.11,124,156.674
2206.7,125,-25569.416015625,625000,15.1431,1834.21,125,156.6673
2195.33,126,-25811.85546875,630000,15.3468,1828.06,126,156.7082
2190.76,127,-25900.533203125,635000,14.8562,1811.0,127,156.6178
2152.19,128,-26382.923828125,640000,15.1177,1836.34,128,156.5389
2145.81,129,-26646.736328125,645000,15.2803,1840.48,129,156.783
2172.65,130,-26903.90234375,650000,15.4149,1819.73,130,156.6489
2199.99,131,-27053.19140625,655000,15.3672,1863.29,131,156.7915
2239.19,132,-27292.443359375,660000,15.2949,1884.71,132,156.5257
2175.22,133,-27580.822265625,665000,15.4157,1869.77,133,156.6885
2119.04,134,-27973.400390625,670000,15.3702,1844.43,134,156.7503
2223.27,135,-28117.224609375,675000,15.0904,1867.6,135,156.735
2192.87,136,-28201.859375,680000,15.1626,1873.49,136,156.5443
2246.73,137,-28835.09765625,685000,15.6947,1886.32,137,156.6469
2229.97,138,-28767.34765625,690000,15.1898,1869.16,138,156.5952
2160.18,139,-28736.6484375,695000,15.3622,1846.65,139,156.6429
2209.2,140,-29390.44140625,700000,15.3767,1858.4,140,156.7708
2206.01,141,-29359.009765625,705000,15.2693,1881.24,141,156.8181
2210.56,142,-29665.876953125,710000,14.9452,1848.45,142,156.7798
2225.58,143,-29704.412109375,715000,15.3809,1911.33,143,156.6138
2240.98,144,-30295.46484375,720000,15.6228,1911.06,144,156.6104
2156.25,145,-30076.419921875,725000,15.2395,1859.28,145,156.6579
2229.75,146,-30402.255859375,730000,15.4223,1870.8,146,156.626
2184.63,147,-30806.884765625,735000,15.5239,1903.66,147,156.6422
2242.04,148,-30889.912109375,740000,15.1933,1875.54,148,156.5712
2228.0,149,-31415.94140625,745000,15.492,1869.12,149,156.856
2252.43,150,-31359.26953125,750000,15.3755,1897.85,150,156.6574
2191.48,151,-31827.330078125,755000,15.296,1898.18,151,156.5938
2185.35,152,-31917.3984375,760000,15.2952,1852.29,152,156.569
2160.8,153,-32124.7734375,765000,15.4276,1843.33,153,156.7828
2175.81,154,-32235.779296875,770000,15.1983,1857.73,154,156.6841
2222.43,155,-32647.349609375,775000,15.5102,1906.65,155,156.6055
2248.86,156,-32743.033203125,780000,15.4705,1911.28,156,156.7093
2233.71,157,-32935.4140625,785000,15.4303,1865.45,157,156.722
2264.47,158,-33311.42578125,790000,15.3588,1879.44,158,156.5603
2251.42,159,-33330.2109375,795000,15.3153,1891.73,159,156.7076
2174.56,160,-33661.01953125,800000,15.1275,1858.28,160,156.6677
2260.82,161,-33479.46875,805000,15.1146,1874.0,161,156.6592
2193.44,162,-34138.67578125,810000,15.488,1876.66,162,156.6513
2245.05,163,-34242.37109375,815000,15.5781,1897.14,163,156.8256
2205.17,164,-34467.234375,820000,15.1848,1887.73,164,156.5481
2208.01,165,-34624.76953125,825000,15.4394,1883.13,165,156.6777
2249.47,166,-35188.45703125,830000,15.416,1924.97,166,156.6009
2208.79,167,-35303.47265625,835000,15.2593,1898.67,167,156.7271
2181.68,168,-35585.95703125,840000,15.1874,1875.03,168,156.6986
2283.06,169,-35678.80078125,845000,15.5275,1937.51,169,156.5804
2236.33,170,-35789.390625,850000,14.9946,1886.06,170,156.5132
2196.61,171,-36160.15625,855000,15.0298,1861.82,171,156.6289
2180.84,172,-36364.0390625,860000,15.0671,1871.13,172,156.7468
2227.06,173,-36537.2265625,865000,15.3738,1892.61,173,156.7088
2178.22,174,-37087.3046875,870000,15.1513,1864.73,174,156.6611
2192.45,175,-36910.25390625,875000,15.2943,1895.57,175,156.7181
2260.3,176,-37197.97265625,880000,15.2234,1903.43,176,156.6003
2275.17,177,-37190.12109375,885000,15.4247,1924.58,177,156.7653
2258.62,178,-37576.59375,890000,15.2456,1906.71,178,156.5722
2259.21,179,-37637.59765625,895000,15.479,1926.03,179,156.5218
2278.08,180,-37705.2890625,900000,15.3785,1920.21,180,156.5586
2249.49,181,-37886.19921875,905000,15.1842,1890.65,181,156.5647
2236.68,182,-38258.6015625,910000,15.5045,1888.95,182,156.6162
2290.95,183,-38079.328125,915000,15.4111,1925.81,183,156.6335
2215.51,184,-38338.671875,920000,15.632,1895.18,184,156.6227
2201.76,185,-38013.07421875,925000,14.8741,1884.77,185,156.5778
2222.25,186,-38637.49609375,930000,15.1368,1903.35,186,156.6092
2222.95,187,-38674.62890625,935000,15.038,1871.41,187,156.4866
2174.52,188,-38519.25390625,940000,15.1644,1908.47,188,156.5899
2249.83,189,-39189.3203125,945000,15.0549,1892.99,189,156.4779
2233.41,190,-39253.33203125,950000,14.8645,1882.41,190,156.6199
2191.54,191,-39622.0,955000,15.1977,1888.97,191,156.6742
2261.53,192,-39755.89453125,960000,15.3378,1906.92,192,156.7662
2283.53,193,-39698.3828125,965000,15.3405,1922.91,193,156.608
2244.12,194,-39570.37890625,970000,15.3263,1891.24,194,156.6292
2239.49,195,-40150.7421875,975000,15.2291,1913.9,195,156.6231
2275.9,196,-40166.05859375,980000,15.4569,1914.76,196,156.6016
2280.77,197,-40235.42578125,985000,15.161,1891.3,197,156.5695
2250.73,198,-40366.21875,990000,15.177,1903.84,198,156.7002
2279.48,199,-40364.984375,995000,15.095,1932.86,199,156.6085
2278.61,200,-40684.1171875,1000000,15.2528,1905.53,200,156.6164
2250.24,201,-40716.13671875,1005000,15.0926,1901.2,201,156.7611
2277.43,202,-40959.19921875,1010000,15.1766,1886.27,202,156.4901
2264.82,203,-41189.1328125,1015000,15.2758,1890.29,203,156.6795
2287.04,204,-41251.6953125,1020000,15.276,1924.1,204,156.6812
2277.91,205,-41198.47265625,1025000,15.2793,1900.9,205,156.7351
2277.18,206,-41456.84765625,1030000,15.0493,1910.98,206,156.6898
2265.3,207,-41493.12890625,1035000,15.1267,1898.5,207,156.7755
2279.9,208,-41870.27734375,1040000,15.323,1923.23,208,156.8236
2271.93,209,-41904.01171875,1045000,15.0888,1906.25,209,156.6823
2285.57,210,-42050.85546875,1050000,15.2784,1910.12,210,156.7263
2300.9,211,-42154.6953125,1055000,15.2819,1925.36,211,156.6166
2302.32,212,-42473.15625,1060000,15.3352,1932.01,212,156.7801
2293.77,213,-42422.5859375,1065000,15.3726,1918.68,213,156.5712
2281.13,214,-42691.81640625,1070000,15.1452,1924.43,214,156.7026
2315.3,215,-42782.48046875,1075000,15.4195,1931.03,215,156.7166
2298.19,216,-43104.94921875,1080000,15.4499,1920.4,216,156.7899
2296.05,217,-42959.3125,1085000,15.4165,1928.85,217,156.6565
2304.3,218,-43316.5703125,1090000,15.525,1920.89,218,156.7231
2307.95,219,-43577.3984375,1095000,15.4933,1943.99,219,156.8319
2312.47,220,-43480.2578125,1100000,15.3914,1932.34,220,156.6823
2311.41,221,-43718.08984375,1105000,15.506,1948.01,221,156.7512
2303.01,222,-43801.64453125,1110000,15.4457,1932.05,222,156.7072
2301.54,223,-43970.6171875,1115000,15.3527,1917.63,223,156.6894
2273.16,224,-43841.94140625,1120000,15.5291,1911.9,224,156.6361
2296.17,225,-44324.8125,1125000,15.5917,1918.43,225,156.8903
2276.17,226,-44139.13671875,1130000,15.3678,1899.78,226,156.5651
2277.43,227,-44403.65234375,1135000,15.5055,1901.07,227,156.7033
2304.4,228,-44574.27734375,1140000,15.4976,1924.34,228,156.6873
2295.19,229,-44816.9453125,1145000,15.6153,1910.6,229,156.8245
2313.42,230,-44752.3203125,1150000,15.3634,1923.9,230,156.738
2304.74,231,-45261.81640625,1155000,15.5498,1931.57,231,156.9182
2292.96,232,-45033.109375,1160000,15.4865,1914.18,232,156.6957
2318.55,233,-45308.80078125,1165000,15.4575,1941.04,233,156.7734
2311.87,234,-45413.8125,1170000,15.5668,1934.04,234,156.7633
2312.65,235,-45526.078125,1175000,15.4656,1936.24,235,156.7982
2313.65,236,-45765.390625,1180000,15.5335,1947.82,236,156.6318
2310.66,237,-45993.984375,1185000,15.5117,1955.44,237,156.6709
2319.51,238,-45944.015625,1190000,15.4513,1949.75,238,156.5615
2330.37,239,-46316.10546875,1195000,15.5621,1969.41,239,156.6784
2319.58,240,-46414.08984375,1200000,15.5542,1949.71,240,156.7411
2303.24,241,-46339.76171875,1205000,15.4656,1953.46,241,156.5125
2306.11,242,-46444.73046875,1210000,15.3916,1940.5,242,156.6429
2311.29,243,-46629.3359375,1215000,15.4047,1930.37,243,156.6721
2313.6,244,-46741.32421875,1220000,15.5365,1929.2,244,156.7416
2291.45,245,-46697.65625,1225000,15.5392,1914.86,245,156.7496
2307.77,246,-46891.54296875,1230000,15.4828,1928.25,246,156.6696
2318.69,247,-47021.734375,1235000,15.4985,1945.19,247,156.6725
2325.65,248,-47157.7109375,1240000,15.2928,1954.05,248,156.7223
2310.99,249,-47204.0625,1245000,15.3364,1947.06,249,156.7545
2331.13,250,-47562.578125,1250000,15.638,1956.51,250,156.6154
2315.71,251,-47507.16796875,1255000,15.5529,1939.82,251,156.6954
2328.02,252,-47787.546875,1260000,15.7954,1969.48,252,156.6566
2329.37,253,-47839.953125,1265000,15.6106,1938.06,253,156.7231
2332.77,254,-48079.421875,1270000,15.4159,1951.77,254,156.9099
2327.15,255,-47918.33203125,1275000,15.3987,1940.58,255,156.8417
2341.3,256,-48233.18359375,1280000,15.4512,1930.24,256,156.6109
2309.16,257,-48284.609375,1285000,15.5592,1926.0,257,156.964
2320.92,258,-48358.921875,1290000,15.4219,1924.78,258,156.5578
2318.26,259,-48372.0390625,1295000,15.3633,1949.3,259,156.693
2304.04,260,-48463.4765625,1300000,15.2692,1913.3,260,156.6689
2325.9,261,-48754.33203125,1305000,15.5692,1953.11,261,156.7811
2336.58,262,-48770.8046875,1310000,15.5008,1962.24,262,156.6847
2332.51,263,-48890.109375,1315000,15.4871,1962.15,263,156.6156
2331.77,264,-49033.89453125,1320000,15.4581,1939.78,264,156.7553
2311.75,265,-49104.59375,1325000,15.2562,1937.46,265,156.7431
2313.67,266,-49261.07421875,1330000,15.3912,1930.65,266,156.7627
2332.84,267,-49308.34375,1335000,15.4763,1949.16,267,156.6405
2323.06,268,-49565.34765625,1340000,15.434,1951.92,268,156.5718
2337.1,269,-49417.58984375,1345000,15.5634,1951.72,269,156.5562
2309.0,270,-49641.40234375,1350000,15.4688,1927.56,270,156.6609
2340.09,271,-49968.109375,1355000,15.422,1931.04,271,156.811
2316.14,272,-50076.60546875,1360000,15.4492,1930.07,272,156.7147
2342.2,273,-50304.48046875,1365000,15.5702,1961.22,273,156.6701
2333.64,274,-50489.45703125,1370000,15.5538,1960.5,274,156.6914
2312.38,275,-50473.8984375,1375000,15.6518,1943.4,275,156.6919
2307.64,276,-50570.33203125,1380000,15.5801,1920.35,276,156.5718
2316.69,277,-50470.50390625,1385000,15.4945,1909.83,277,156.7104
2325.65,278,-50696.51171875,1390000,15.5074,1933.81,278,156.7914
2320.73,279,-50913.1796875,1395000,15.503,1962.02,279,156.7101
2335.51,280,-51176.9609375,1400000,15.7386,1966.53,280,156.6702
2321.61,281,-51213.48828125,1405000,15.5989,1939.71,281,156.7594
2344.66,282,-51372.640625,1410000,15.567,1960.75,282,156.5041
2353.57,283,-51459.83203125,1415000,15.6819,1962.93,283,156.6996
2334.37,284,-51640.984375,1420000,15.5308,1942.14,284,156.8599
2331.04,285,-51808.65625,1425000,15.6338,1973.76,285,156.7877
2338.51,286,-51798.83203125,1430000,15.321,1954.48,286,156.5588
2343.32,287,-52229.94140625,1435000,15.5421,1955.03,287,156.7345
2345.21,288,-52268.15625,1440000,15.4704,1956.69,288,156.7129
2349.97,289,-52317.8515625,1445000,15.4119,1953.44,289,156.8423
2334.12,290,-52381.0546875,1450000,15.5178,1950.18,290,156.6346
2336.81,291,-52584.62109375,1455000,15.7153,1947.82,291,156.7471
2338.43,292,-52632.953125,1460000,15.6428,1957.05,292,156.6613
2351.79,293,-52550.48828125,1465000,15.5082,1978.76,293,156.6031
2334.65,294,-52730.9453125,1470000,15.3626,1945.64,294,156.4836
2318.84,295,-52888.86328125,1475000,15.4346,1938.63,295,156.6331
2350.65,296,-52860.01953125,1480000,15.5,1937.21,296,156.6401
2314.87,297,-53034.421875,1485000,15.1544,1931.57,297,156.7549
2325.83,298,-53292.68359375,1490000,15.4379,1948.64,298,156.6607
2334.03,299,-53335.46875,1495000,15.4434,1959.54,299,156.5686
2330.06,300,-53609.70703125,1500000,15.4268,1961.61,300,156.7069
2331.37,301,-53425.6875,1505000,15.5625,1960.29,301,156.6959
2345.33,302,-53758.515625,1510000,15.4331,1974.34,302,156.817
2337.37,303,-53723.12109375,1515000,15.5669,1938.35,303,156.638
2345.21,304,-53763.4453125,1520000,15.438,1956.76,304,156.6469
2325.64,305,-53820.6328125,1525000,15.4227,1941.18,305,156.6605
2323.78,306,-54077.859375,1530000,15.1073,1942.13,306,156.5605
2341.95,307,-54518.21484375,1535000,15.4528,1980.13,307,156.5439
2327.63,308,-54376.76953125,1540000,15.4252,1946.57,308,156.5485
2341.27,309,-54314.72265625,1545000,15.5804,1949.11,309,156.6854
2347.89,310,-54791.48046875,1550000,15.4749,1979.46,310,156.6378
2345.57,311,-55034.515625,1555000,15.5862,1975.15,311,156.7692
2322.57,312,-54807.8046875,1560000,15.3708,1965.56,312,156.6619
2333.27,313,-55064.15625,1565000,15.6916,1966.07,313,156.8674
2328.46,314,-55386.07421875,1570000,15.4984,1958.18,314,156.6165
2341.81,315,-55503.515625,1575000,15.5129,1973.14,315,156.6427
2347.53,316,-55519.16796875,1580000,15.742,1979.89,316,156.5875
2341.21,317,-55695.58984375,1585000,15.3046,1971.97,317,156.6753
2332.89,318,-55674.72265625,1590000,15.5501,1975.88,318,156.6385
2335.77,319,-55881.9453125,1595000,15.5852,1947.4,319,156.7344
2331.65,320,-55946.17578125,1600000,15.6345,1972.29,320,156.7448
2341.03,321,-56199.109375,1605000,15.6908,1966.85,321,156.6123
2336.1,322,-56373.375,1610000,15.7872,1983.15,322,156.8339
2320.15,323,-56140.296875,1615000,15.3199,1936.61,323,156.6573
2299.22,324,-56225.515625,1620000,15.5242,1973.49,324,156.7406
2344.33,325,-56806.37109375,1625000,15.5732,1985.86,325,156.5207
2330.92,326,-56608.74609375,1630000,15.3702,1963.05,326,156.5392
2330.16,327,-56954.0,1635000,15.5924,1972.57,327,156.7005
2320.07,328,-57002.65625,1640000,15.7512,1969.16,328,156.5977
2298.32,329,-57330.29296875,1645000,15.2339,1908.66,329,156.7214
2268.83,330,-57135.9765625,1650000,15.3767,1903.56,330,156.7471
2291.74,331,-57315.93359375,1655000,15.1871,1931.52,331,156.5708
2316.29,332,-57504.171875,1660000,15.4628,1950.11,332,156.5972
2312.34,333,-57607.26953125,1665000,15.4032,1949.12,333,156.6059
2325.91,334,-57846.4375,1670000,15.5889,1944.06,334,156.6546
2302.9,335,-57856.015625,1675000,15.6099,1939.33,335,156.5682
2302.35,336,-57858.68359375,1680000,15.5085,1933.77,336,156.7208
2298.59,337,-58005.69140625,1685000,15.2203,1958.11,337,156.7132
2299.38,338,-57868.2890625,1690000,15.3721,1933.13,338,156.556
2317.17,339,-58343.015625,1695000,15.5316,1931.86,339,156.6728
2302.8,340,-58517.203125,1700000,15.3263,1936.45,340,156.5726
2337.37,341,-58710.9375,1705000,15.6891,1970.55,341,156.5551
2318.66,342,-59028.83984375,1710000,15.3289,1955.66,342,156.6297
2325.88,343,-59048.85546875,1715000,15.3669,1963.68,343,156.5552
2331.47,344,-58967.01171875,1720000,15.4042,1955.44,344,156.7074
2315.83,345,-59060.39453125,1725000,15.5955,1983.76,345,156.7149
2299.81,346,-59480.8671875,1730000,15.5636,1958.21,346,156.629
2321.24,347,-59378.109375,1735000,15.5685,1958.69,347,156.7353
2313.91,348,-59410.609375,1740000,15.5288,1955.65,348,156.7269
2300.37,349,-59593.6171875,1745000,15.3602,1957.94,349,156.668
2311.42,350,-59908.58984375,1750000,15.3804,1940.5,350,156.8011
2330.93,351,-60156.796875,1755000,15.3934,1966.8,351,156.6749
2307.27,352,-59971.7265625,1760000,15.2961,1936.75,352,156.633
2326.62,353,-60092.984375,1765000,15.2743,1951.06,353,156.6882
2305.27,354,-60334.2265625,1770000,15.5025,1961.53,354,156.5626
2324.09,355,-60434.15625,1775000,15.4023,1970.18,355,156.6198
2315.54,356,-60606.52734375,1780000,15.2244,1944.6,356,156.5639
2308.97,357,-60577.78515625,1785000,15.367,1948.29,357,156.7157
2306.81,358,-60840.1171875,1790000,15.4003,1958.92,358,156.56
2294.78,359,-60791.37890625,1795000,15.3199,1937.04,359,156.7106
2298.23,360,-61289.3515625,1800000,15.271,1943.24,360,156.6355
2320.2,361,-61355.171875,1805000,15.4075,1971.44,361,156.5235
2334.32,362,-61226.46484375,1810000,15.2988,1962.16,362,156.6326
2325.06,363,-61454.96484375,1815000,15.3217,1978.07,363,156.441
2318.45,364,-61848.8125,1820000,15.3332,1974.0,364,156.5673
2330.77,365,-61853.9921875,1825000,15.4389,1982.35,365,156.7471
2296.24,366,-61651.53125,1830000,15.2666,1939.11,366,156.5936
2313.21,367,-61935.19140625,1835000,15.3048,1963.62,367,156.678
2329.16,368,-62272.6015625,1840000,15.3827,1965.34,368,156.5829
2334.03,369,-62603.31640625,1845000,15.583,1982.3,369,156.656
2288.81,370,-62244.98046875,1850000,15.0993,1897.01,370,156.6055
2313.14,371,-62472.734375,1855000,15.298,1964.57,371,156.5909
