Itration,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return,Running Forward KL,Running Reverse KL,Reward Loss
767,4315.58,767,3835000,4340.47,44.219,20.7827,-11438.7978515625
768,4334.04,768,3840000,4363.03,44.1078,20.9244,-11674.875
769,4364.67,769,3845000,4313.01,44.2139,20.9616,-11563.7783203125
770,4375.79,770,3850000,4397.45,44.2019,21.1352,-11554.2919921875
771,4336.2,771,3855000,4324.6,44.0002,20.3737,-11226.8603515625
772,4355.45,772,3860000,4361.69,44.1641,20.3363,-11446.5859375
773,4337.65,773,3865000,4339.83,43.624,20.0832,-11579.421875
774,4354.72,774,3870000,4330.19,44.0434,20.0616,-11562.677734375
775,4363.17,775,3875000,4366.05,44.0444,21.2569,-11692.1064453125
776,4338.68,776,3880000,4335.44,44.1521,20.491,-11911.79296875
777,4359.79,777,3885000,4368.26,44.3397,21.2491,-11760.0791015625
778,4305.48,778,3890000,4303.19,43.7057,20.4839,-11675.5087890625
779,4373.1,779,3895000,4380.17,43.9319,20.4476,-12017.5751953125
780,4327.17,780,3900000,4323.72,44.2173,20.5807,-11945.7080078125
781,4346.86,781,3905000,4362.9,44.0783,19.995,-11801.6416015625
782,4350.91,782,3910000,4382.15,44.1453,21.3461,-11896.890625
783,4304.32,783,3915000,4321.92,44.1149,20.4048,-11991.23046875
784,4343.96,784,3920000,4313.08,44.1381,20.8005,-11680.6630859375
785,4405.15,785,3925000,4229.2,44.0479,21.2644,-11829.419921875
786,4296.02,786,3930000,4238.53,44.6484,21.8833,-11366.9501953125
787,3776.23,787,3935000,3740.7,45.8438,23.7123,-10228.8193359375
788,3183.22,788,3940000,3223.82,45.0849,34.8434,-11831.30859375
789,4126.88,789,3945000,4011.65,44.6522,24.3836,-11124.1650390625
790,4183.63,790,3950000,3978.35,45.2489,24.1975,-12587.3525390625
791,4114.65,791,3955000,4180.61,44.9734,22.7197,-11845.724609375
792,4170.94,792,3960000,4222.93,44.7874,22.5429,-11936.3037109375
793,4278.16,793,3965000,4283.52,44.4874,22.1903,-12042.396484375
794,4281.96,794,3970000,4247.27,44.5159,21.3192,-11979.4384765625
795,4298.55,795,3975000,4283.75,44.491,21.4931,-11886.7236328125
796,4307.39,796,3980000,4251.65,44.661,20.903,-12028.728515625
797,4356.9,797,3985000,4337.34,44.3949,21.1909,-11980.2861328125
798,4336.73,798,3990000,4338.32,44.2532,21.0105,-11969.16015625
799,4320.38,799,3995000,4286.92,44.2693,21.4155,-11855.7392578125
800,4338.44,800,4000000,4321.93,44.4811,21.3665,-12194.1162109375
801,4434.27,801,4005000,4445.31,44.268,21.4024,-11980.3515625
802,4344.88,802,4010000,4372.51,44.7316,21.538,-12234.9716796875
803,4382.16,803,4015000,4373.03,44.3972,21.5091,-12276.52734375
804,4388.81,804,4020000,4389.39,44.1827,21.0507,-12212.2880859375
805,4364.26,805,4025000,4357.0,44.2277,20.6811,-12249.4921875
806,4348.23,806,4030000,4360.02,44.0869,20.8366,-12214.802734375
807,4337.77,807,4035000,4378.68,44.1573,21.1382,-12308.15234375
808,4409.3,808,4040000,4397.24,44.1385,21.3042,-12431.5361328125
809,4398.39,809,4045000,4404.94,44.0602,21.0099,-12434.3427734375
810,4351.08,810,4050000,4338.15,44.406,20.8756,-12187.720703125
811,4185.37,811,4055000,3874.36,44.9001,21.3575,-12077.5869140625
812,4166.83,812,4060000,4256.59,45.0034,22.2565,-12211.765625
813,4161.05,813,4065000,4259.47,44.3569,20.7527,-12342.5791015625
814,4337.62,814,4070000,4327.74,44.4354,21.8479,-11983.48046875
815,4383.97,815,4075000,4395.63,44.7009,22.1126,-12018.724609375
816,4346.44,816,4080000,4372.64,44.2565,21.2846,-11794.1513671875
817,4352.63,817,4085000,4436.75,44.2602,20.5868,-11989.505859375
818,4414.84,818,4090000,4372.91,44.2936,20.6028,-11901.4951171875
819,4409.31,819,4095000,4413.18,44.3035,20.5024,-11818.56640625
820,4402.95,820,4100000,4371.67,44.0221,20.4653,-11946.8916015625
821,4390.05,821,4105000,4413.55,43.7963,20.6729,-12014.4111328125
822,4407.03,822,4110000,4420.43,44.2073,20.984,-12041.79296875
823,4378.86,823,4115000,4372.28,43.8903,20.3358,-11985.4775390625
824,4409.96,824,4120000,4390.17,44.4833,20.8378,-12415.7197265625
825,4390.85,825,4125000,4386.45,44.2741,20.6002,-12008.5400390625
826,4377.32,826,4130000,4366.48,43.9539,20.3163,-12080.7001953125
827,4384.4,827,4135000,4385.38,44.108,20.138,-12275.6005859375
828,4373.1,828,4140000,4380.82,43.9749,20.4348,-12152.2978515625
829,4364.96,829,4145000,4374.88,43.967,19.638,-12192.0234375
830,4364.02,830,4150000,4400.26,43.9501,19.849,-12214.078125
831,4398.32,831,4155000,4409.35,44.1215,19.9958,-12287.6455078125
832,4373.84,832,4160000,4407.9,43.8922,20.0106,-12330.1337890625
833,4383.16,833,4165000,4426.7,43.9279,19.971,-12404.21875
834,4372.29,834,4170000,4404.0,44.0739,20.0654,-12384.677734375
835,4338.9,835,4175000,4325.2,43.8704,19.7784,-12450.11328125
836,4376.46,836,4180000,4399.85,43.7134,19.4908,-12365.509765625
837,4393.28,837,4185000,4389.98,43.809,19.8794,-12467.8310546875
838,4357.74,838,4190000,4372.1,43.8843,19.3234,-12513.7998046875
839,4345.35,839,4195000,4332.51,43.7878,19.9179,-12677.671875
840,4344.34,840,4200000,4380.85,43.8323,19.9478,-12753.537109375
841,4346.48,841,4205000,4373.61,43.6063,19.9404,-12664.4248046875
842,4301.2,842,4210000,4332.28,43.8872,19.4204,-12595.5888671875
843,4265.81,843,4215000,4359.71,44.0245,19.4339,-12552.3642578125
844,4277.6,844,4220000,4297.4,43.9587,19.1983,-12634.90625
845,4329.52,845,4225000,4349.94,43.9274,19.8459,-12808.09765625
846,4299.86,846,4230000,4303.07,43.9912,19.595,-12690.04296875
847,4318.0,847,4235000,4342.73,43.7388,19.6185,-12696.38671875
848,4309.4,848,4240000,4290.12,43.711,19.168,-12626.8681640625
849,4276.57,849,4245000,4317.82,44.0837,19.1396,-12621.33984375
850,4372.97,850,4250000,4373.18,43.7962,19.9824,-12878.759765625
851,4302.89,851,4255000,4346.73,43.6946,19.2742,-12693.462890625
852,4283.64,852,4260000,4295.97,43.5655,19.0211,-12519.15625
853,4303.83,853,4265000,4363.45,43.6423,19.477,-12858.248046875
854,4324.48,854,4270000,4361.17,43.7862,19.4766,-12730.5791015625
855,4320.36,855,4275000,4347.1,43.6907,19.4544,-12667.2607421875
856,4295.47,856,4280000,4336.8,43.8085,19.2649,-12639.4990234375
857,4332.11,857,4285000,4326.79,43.6303,19.1142,-12760.484375
858,4384.05,858,4290000,4370.35,43.5881,19.5752,-12911.6708984375
859,4379.34,859,4295000,4384.65,43.7429,19.8256,-12776.455078125
860,4366.22,860,4300000,4398.34,43.4003,19.8972,-12725.6015625
861,4396.12,861,4305000,4418.66,43.3346,19.349,-12659.837890625
862,4368.71,862,4310000,4386.23,43.6224,19.2951,-12852.4951171875
863,4368.64,863,4315000,4369.93,43.8073,19.5304,-12794.4072265625
864,4357.36,864,4320000,4358.9,43.8172,19.1623,-12671.984375
865,4378.99,865,4325000,4385.35,44.0009,19.726,-12992.4052734375
866,4399.3,866,4330000,4434.47,43.4892,19.5074,-12930.8740234375
867,4425.1,867,4335000,4474.11,43.8114,19.9498,-12943.79296875
868,4422.59,868,4340000,4465.14,43.4983,19.6871,-12654.314453125
869,4383.89,869,4345000,4387.97,43.9192,19.3492,-12851.9443359375
870,4398.32,870,4350000,4423.57,43.7491,19.4924,-12800.5791015625
871,4427.94,871,4355000,4481.82,43.6373,20.2008,-12920.662109375
872,4409.53,872,4360000,4424.1,43.2513,19.2772,-12800.4697265625
873,4437.37,873,4365000,4458.82,43.5826,19.3091,-13071.830078125
874,4452.1,874,4370000,4460.59,43.4462,19.4115,-13004.302734375
875,4457.02,875,4375000,4459.82,43.7122,19.3767,-12905.203125
876,4422.3,876,4380000,4451.88,43.4992,19.0255,-12982.587890625
877,4395.84,877,4385000,4392.21,43.6949,19.5442,-13028.779296875
878,4455.68,878,4390000,4474.33,43.4988,19.4149,-12842.4833984375
879,4464.37,879,4395000,4457.5,43.859,19.6488,-12926.705078125
880,4476.57,880,4400000,4489.07,43.9107,19.9013,-13060.361328125
881,4427.24,881,4405000,4477.13,43.5922,18.9733,-13126.9853515625
882,4446.46,882,4410000,4464.14,43.3852,18.994,-12923.65234375
883,4467.7,883,4415000,4486.46,43.3147,19.3607,-13219.498046875
884,4432.4,884,4420000,4482.24,43.6857,19.1885,-12909.1357421875
885,4455.46,885,4425000,4487.92,43.6609,19.1346,-12927.154296875
886,4426.75,886,4430000,4409.84,43.421,18.8103,-13067.0322265625
887,4421.17,887,4435000,4437.24,43.3789,19.515,-13060.2294921875
888,4495.76,888,4440000,4470.88,43.7102,19.4008,-13086.8193359375
889,4436.67,889,4445000,4488.91,43.6995,19.7987,-13274.3935546875
890,4425.97,890,4450000,4478.19,43.9815,19.4944,-13343.81640625
891,4407.61,891,4455000,4333.28,43.955,19.4892,-13319.2783203125
892,4412.55,892,4460000,4488.1,43.5856,19.4083,-13337.4921875
893,4455.24,893,4465000,4474.04,43.4961,19.2424,-13057.8935546875
894,4403.11,894,4470000,4473.77,43.52,19.4645,-13358.189453125
895,4402.11,895,4475000,4421.02,44.0443,19.5224,-13361.9267578125
896,4399.43,896,4480000,4404.94,43.4905,19.1697,-13424.595703125
897,4460.88,897,4485000,4493.54,43.8029,19.7739,-13483.5166015625
898,4444.02,898,4490000,4480.05,44.1238,19.3859,-13413.1259765625
899,4497.47,899,4495000,4543.1,43.7072,19.5722,-13313.001953125
900,4401.4,900,4500000,4470.92,43.7616,20.0313,-13434.3017578125
901,4385.05,901,4505000,4274.39,43.8724,18.9758,-13481.0634765625
902,4404.67,902,4510000,4487.35,43.7576,19.889,-13318.017578125
903,4369.09,903,4515000,4403.71,43.7206,18.9525,-13378.88671875
904,4462.5,904,4520000,4494.76,44.051,19.9315,-13458.2939453125
905,4419.72,905,4525000,4492.93,44.1081,19.5658,-13368.5029296875
906,4406.74,906,4530000,4448.87,43.5459,18.8854,-13245.65625
907,4390.09,907,4535000,4412.34,43.532,19.4827,-13470.955078125
908,4438.28,908,4540000,4496.95,43.6833,20.3358,-13452.0458984375
909,4403.41,909,4545000,4460.31,43.4643,19.1651,-13316.087890625
910,4484.34,910,4550000,4482.16,43.9121,19.8127,-13464.6572265625
911,4420.31,911,4555000,4473.26,43.8836,19.9709,-13545.5048828125
912,4399.06,912,4560000,4466.75,43.821,19.8416,-13539.6953125
913,4435.55,913,4565000,4462.96,43.5563,19.7979,-13753.20703125
914,4436.76,914,4570000,4483.91,43.8085,19.8829,-13760.5146484375
915,4427.64,915,4575000,4459.14,43.7354,19.9465,-13814.5556640625
916,4460.51,916,4580000,4488.91,43.7928,19.9671,-13464.1494140625
917,4455.85,917,4585000,4486.98,43.8681,20.1919,-13696.5166015625
918,4409.0,918,4590000,4517.61,43.444,19.392,-13465.1240234375
919,4462.72,919,4595000,4500.01,43.3232,19.6896,-13545.3466796875
920,4471.53,920,4600000,4525.18,43.8389,19.754,-13528.6767578125
921,4433.01,921,4605000,4464.06,43.4408,19.8479,-13749.7841796875
922,4549.24,922,4610000,4540.97,43.3889,20.3081,-13628.7578125
923,4557.56,923,4615000,4581.35,43.6142,20.5569,-13714.8779296875
924,4488.26,924,4620000,4542.4,43.7726,20.1575,-13703.9736328125
925,4492.32,925,4625000,4528.67,43.9342,20.3812,-13580.3076171875
926,4512.97,926,4630000,4542.87,43.4356,19.9456,-13625.404296875
927,4475.46,927,4635000,4499.9,43.8438,19.842,-13757.875
928,4510.91,928,4640000,4539.73,44.0289,20.2925,-13717.6748046875
929,4509.19,929,4645000,4390.31,43.6348,19.6404,-13743.0517578125
930,4502.62,930,4650000,4549.84,43.6909,19.8498,-13632.666015625
931,4553.13,931,4655000,4465.14,43.699,19.9963,-13742.2978515625
932,4483.93,932,4660000,4544.76,43.9194,20.2143,-13678.6591796875
933,4502.07,933,4665000,4528.64,43.6508,19.6715,-13557.8427734375
934,4495.95,934,4670000,4454.41,43.6029,19.5869,-13670.7119140625
935,4447.85,935,4675000,4458.6,43.7552,19.3356,-13667.9638671875
936,4524.43,936,4680000,4533.53,43.9898,20.6354,-13568.4658203125
937,4475.02,937,4685000,4503.43,43.6357,19.9969,-13543.4033203125
938,4480.05,938,4690000,4391.54,43.53,19.4043,-13695.0419921875
939,4444.97,939,4695000,4448.25,43.8556,19.1855,-13717.9951171875
940,4474.66,940,4700000,4489.2,43.4877,19.8478,-13389.447265625
941,4468.11,941,4705000,4462.82,43.4163,19.3546,-13713.5947265625
942,4521.29,942,4710000,4532.15,43.3128,19.8111,-13532.994140625
943,4473.91,943,4715000,4503.26,43.5621,19.9382,-13637.626953125
944,4483.71,944,4720000,4510.61,44.0405,20.0016,-13586.8837890625
945,4532.47,945,4725000,4542.33,43.8306,20.3168,-13636.40625
946,4555.35,946,4730000,4531.55,43.3917,20.1359,-13521.7568359375
947,4536.2,947,4735000,4522.61,43.6597,20.086,-13715.1181640625
948,4525.37,948,4740000,4545.51,43.7241,20.1064,-13674.4619140625
949,4556.02,949,4745000,4353.78,43.6128,20.4672,-13805.40234375
950,4487.96,950,4750000,4466.76,43.5023,19.4272,-13666.7841796875
951,4518.53,951,4755000,4524.47,43.7433,20.1788,-13611.4404296875
952,4470.76,952,4760000,4479.8,43.4179,19.6532,-13523.681640625
953,4484.54,953,4765000,4487.81,43.3738,19.9286,-13628.427734375
954,4505.58,954,4770000,4464.05,43.5915,20.1668,-13749.8115234375
955,4463.82,955,4775000,4497.34,43.6011,20.1237,-13834.568359375
956,4476.42,956,4780000,4478.42,43.557,19.5704,-13843.65234375
957,4418.07,957,4785000,4449.87,43.2879,19.6816,-13597.392578125
958,4478.92,958,4790000,4478.64,43.8247,19.9968,-13766.66796875
959,4545.58,959,4795000,4554.97,43.7789,20.2251,-13771.46484375
960,4525.95,960,4800000,4445.45,43.3162,20.2071,-13787.6572265625
961,4541.19,961,4805000,4477.33,43.736,21.5339,-13595.3701171875
962,4549.41,962,4810000,4510.06,43.4988,20.503,-13689.353515625
963,4550.78,963,4815000,4534.13,44.1344,20.4911,-13935.4013671875
964,4470.25,964,4820000,4410.39,44.1153,20.6134,-14059.0224609375
965,842.4,965,4825000,1783.52,46.071,21.3755,-12620.9970703125
966,723.12,966,4830000,1128.75,47.411,38.9059,-12096.3828125
967,3845.2,967,4835000,2234.32,44.6649,28.4027,-13083.94140625
968,4354.28,968,4840000,4169.66,44.1365,23.4055,-13255.8837890625
969,4370.5,969,4845000,4416.69,44.1635,22.4764,-13518.552734375
970,4392.04,970,4850000,4436.23,43.9857,21.6119,-13949.697265625
971,4529.25,971,4855000,4543.77,43.9889,21.8609,-13922.220703125
972,4549.55,972,4860000,4582.42,43.5464,21.3565,-13786.0908203125
973,4551.38,973,4865000,4568.6,44.116,21.978,-14007.7919921875
974,4498.39,974,4870000,4497.04,44.4114,21.4987,-14105.6298828125
975,4508.88,975,4875000,4527.44,43.7079,21.6779,-14115.8095703125
976,4509.6,976,4880000,4496.63,44.0263,21.0874,-14274.962890625
977,4503.63,977,4885000,4492.52,44.2535,21.3753,-14175.8828125
978,4514.4,978,4890000,4465.26,43.499,22.0392,-14337.3779296875
979,4468.96,979,4895000,4465.04,43.7579,21.2169,-14301.099609375
980,4556.48,980,4900000,4538.89,44.2114,21.8994,-14379.3046875
981,4537.36,981,4905000,4510.32,43.8437,21.2608,-14099.048828125
982,4544.75,982,4910000,4519.31,43.5272,21.4335,-14226.7275390625
983,4570.65,983,4915000,4566.45,43.9793,21.5377,-14178.15625
984,4552.0,984,4920000,4558.53,43.776,21.3073,-13978.11328125
985,4544.18,985,4925000,4549.66,43.8164,21.4779,-14234.5634765625
986,4499.66,986,4930000,4484.33,43.5671,20.9636,-14093.578125
987,4463.66,987,4935000,4500.46,43.3121,20.8589,-13965.966796875
988,4573.1,988,4940000,4620.74,43.973,21.5243,-14195.791015625
989,4578.12,989,4945000,4501.18,43.5457,21.5269,-14209.146484375
990,4546.05,990,4950000,4507.84,43.4261,21.2591,-13935.4287109375
991,4566.05,991,4955000,4572.39,44.248,22.0948,-14066.26171875
992,4568.43,992,4960000,4558.65,43.5034,20.31,-14099.4970703125
993,4605.35,993,4965000,4582.34,43.9666,21.3417,-14119.287109375
994,4594.34,994,4970000,4559.47,44.0047,21.6702,-13975.68359375
995,4613.71,995,4975000,4597.23,43.821,21.7232,-14038.828125
996,4577.39,996,4980000,4580.94,43.6992,21.0359,-14036.5654296875
997,4549.79,997,4985000,4532.94,43.4543,20.4675,-14070.3564453125
998,4610.09,998,4990000,4549.92,43.4637,21.0046,-14229.009765625
999,4603.99,999,4995000,4593.09,43.7834,21.0489,-14183.2138671875
1000,4614.48,1000,5000000,4572.47,43.7427,20.9656,-14326.5576171875
1001,4579.7,1001,5005000,4590.59,43.4382,21.1372,-13983.25390625
1002,4624.62,1002,5010000,4568.82,43.7034,21.0347,-13952.37890625
1003,4615.96,1003,5015000,4557.61,43.3965,21.6845,-14107.2880859375
1004,4633.38,1004,5020000,4650.53,43.5742,21.0516,-13978.9541015625
1005,4649.13,1005,5025000,4643.99,43.505,21.426,-14034.7998046875
1006,4632.88,1006,5030000,4599.47,43.7846,21.8313,-14322.69140625
1007,4612.78,1007,5035000,4614.7,43.8712,21.3121,-14263.4921875
1008,4613.33,1008,5040000,4652.83,43.3681,20.7555,-13820.7763671875
1009,4578.9,1009,5045000,4579.15,43.269,20.8634,-14306.8828125
1010,4600.91,1010,5050000,4598.61,43.4996,20.3464,-14159.0576171875
1011,4606.37,1011,5055000,4541.45,43.5127,20.8371,-13981.21875
1012,4609.49,1012,5060000,4407.18,43.7106,20.8312,-14253.5556640625
1013,4590.56,1013,5065000,4584.46,43.4864,20.1374,-14238.9150390625
1014,4608.63,1014,5070000,4558.58,43.7017,19.9688,-14230.8154296875
1015,4624.26,1015,5075000,4628.14,43.221,20.793,-14202.4296875
1016,4615.24,1016,5080000,4604.17,43.4976,20.2579,-14232.9619140625
1017,4677.85,1017,5085000,4633.92,43.4364,20.8367,-13960.197265625
1018,4615.82,1018,5090000,4605.1,43.1869,20.8028,-13949.060546875
1019,4605.06,1019,5095000,4527.04,43.4328,20.9639,-14173.7685546875
1020,4678.04,1020,5100000,4586.66,43.6715,21.0523,-14085.9951171875
1021,4628.52,1021,5105000,4618.52,43.3602,20.9948,-14201.3642578125
1022,4673.89,1022,5110000,4595.04,43.3577,20.7391,-14056.6669921875
1023,4680.68,1023,5115000,4527.0,43.6482,21.2688,-14171.109375
1024,4644.26,1024,5120000,4562.09,43.9296,21.1799,-13976.015625
1025,4711.99,1025,5125000,4664.15,43.2598,21.0611,-14230.46875
1026,4644.54,1026,5130000,4539.69,43.0184,20.3156,-14161.6259765625
1027,4608.74,1027,5135000,4504.21,43.5628,20.3184,-14518.44921875
1028,4630.06,1028,5140000,4606.04,43.5544,20.1785,-14201.4482421875
1029,4617.45,1029,5145000,4579.25,43.6588,20.7205,-14169.30859375
1030,4617.54,1030,5150000,4601.19,43.7104,20.6252,-14002.818359375
1031,4630.5,1031,5155000,4591.6,43.5384,20.6983,-14448.328125
1032,4597.59,1032,5160000,4417.07,43.4782,20.8521,-14403.6123046875
1033,4594.4,1033,5165000,4586.11,43.553,21.1714,-14402.189453125
1034,4612.24,1034,5170000,4596.34,43.4785,21.2824,-14484.3515625
1035,4618.59,1035,5175000,4599.72,44.0564,20.8087,-14573.0439453125
1036,4592.11,1036,5180000,4571.27,43.7281,21.3203,-14437.26953125
1037,4582.6,1037,5185000,4592.56,43.9991,21.2796,-14373.8974609375
1038,4524.45,1038,5190000,4538.66,43.8257,21.4089,-14548.072265625
1039,4572.05,1039,5195000,4609.5,43.9473,21.9692,-14458.2021484375
1040,4561.69,1040,5200000,4566.66,43.9097,20.8145,-14244.2041015625
1041,4599.67,1041,5205000,4608.09,43.5543,21.2301,-14260.7373046875
1042,4608.04,1042,5210000,4405.25,43.2492,20.9424,-14313.9365234375
1043,4546.73,1043,5215000,4564.62,43.7918,21.9568,-14454.017578125
1044,4561.64,1044,5220000,4512.83,43.7956,20.2539,-14470.865234375
1045,89.21,1045,5225000,133.06,51.9339,16.9039,-12027.0927734375
1046,4530.38,1046,5230000,4447.67,44.0222,21.1468,-14230.947265625
1047,4547.25,1047,5235000,4599.16,43.8814,21.8398,-15004.54296875
1048,4545.85,1048,5240000,4576.13,43.737,20.7154,-14885.361328125
1049,4497.27,1049,5245000,4465.8,43.854,21.3038,-14739.427734375
1050,4499.34,1050,5250000,4271.26,43.8255,21.1598,-14610.939453125
1051,4531.17,1051,5255000,3928.36,43.8619,21.0239,-14628.8837890625
1052,3688.19,1052,5260000,4320.92,44.0527,19.9563,-14543.208984375
1053,4425.02,1053,5265000,4133.35,43.9549,21.9648,-14480.478515625
1054,4481.49,1054,5270000,4319.6,43.492,20.2742,-14619.8564453125
1055,3760.11,1055,5275000,4358.01,44.033,26.4033,-14458.591796875
1056,4473.81,1056,5280000,4500.32,43.6468,21.0966,-14808.42578125
1057,4539.12,1057,5285000,4523.9,43.549,23.3567,-14654.0087890625
1058,3571.69,1058,5290000,4292.19,43.5206,20.6297,-14776.365234375
1059,4549.74,1059,5295000,4324.86,43.3965,21.0196,-14744.224609375
1060,4555.53,1060,5300000,4167.06,43.4274,20.9481,-14668.880859375
1061,4631.28,1061,5305000,4470.52,43.667,22.3517,-14490.8525390625
1062,4453.79,1062,5310000,4556.37,43.6063,20.5925,-14648.2978515625
1063,4639.03,1063,5315000,4409.26,43.4752,20.4323,-14535.9150390625
1064,4520.28,1064,5320000,4620.97,43.4643,21.9116,-14797.5908203125
1065,4352.72,1065,5325000,4553.58,43.4547,21.3952,-14638.6513671875
1066,4425.2,1066,5330000,4487.4,43.2798,20.8098,-14611.638671875
1067,4569.66,1067,5335000,4552.43,43.427,20.9232,-14657.7626953125
1068,4580.75,1068,5340000,4617.97,44.1049,21.8251,-14748.62109375
1069,4263.22,1069,5345000,4596.7,43.7693,21.4829,-14710.033203125
1070,4593.81,1070,5350000,4590.94,43.7883,20.906,-14640.4765625
1071,4409.67,1071,5355000,4130.1,43.7385,22.3591,-14789.4130859375
1072,4599.02,1072,5360000,4453.22,43.5118,22.0496,-14855.078125
1073,4551.05,1073,5365000,4515.5,43.2957,21.2335,-14660.9013671875
1074,4598.33,1074,5370000,4468.76,43.4279,21.2448,-14794.9619140625
1075,4616.06,1075,5375000,4623.4,43.738,22.4414,-14942.123046875
1076,4541.6,1076,5380000,4500.3,43.8694,21.3484,-14664.140625
1077,4586.21,1077,5385000,4579.87,43.2963,21.5648,-14703.8955078125
1078,4568.46,1078,5390000,4582.05,43.7651,21.5021,-14853.2763671875
1079,4587.71,1079,5395000,4569.75,43.7398,22.1032,-14759.4443359375
1080,4537.52,1080,5400000,4532.16,43.9733,21.4757,-14838.2890625
1081,4580.22,1081,5405000,4613.31,43.9311,27.4835,-14798.4619140625
1082,4618.03,1082,5410000,4503.81,43.7638,21.6896,-14945.2041015625
1083,4574.01,1083,5415000,4515.06,43.8864,22.0143,-14969.92578125
1084,4576.78,1084,5420000,4621.08,43.6344,21.6009,-14784.1318359375
1085,4559.68,1085,5425000,4132.19,44.127,24.8056,-14740.0986328125
1086,4555.91,1086,5430000,4614.55,43.6382,22.2447,-14641.4873046875
1087,4573.12,1087,5435000,4604.47,43.6108,21.6582,-15096.76171875
1088,4565.87,1088,5440000,4377.01,44.1141,20.9955,-14473.20703125
1089,4586.97,1089,5445000,4605.64,43.6146,21.7155,-15111.828125
1090,4575.47,1090,5450000,4341.05,43.2906,21.1639,-15014.712890625
1091,4606.84,1091,5455000,4597.58,43.621,23.4053,-14588.0673828125
1092,4596.82,1092,5460000,4621.08,43.6783,21.6104,-14908.9560546875
1093,4578.29,1093,5465000,4416.81,43.7359,22.0501,-14962.169921875
1094,4538.88,1094,5470000,4370.55,43.7571,21.3944,-15132.970703125
1095,4523.09,1095,5475000,4508.18,43.7952,20.9507,-15124.208984375
1096,4424.27,1096,5480000,3939.74,43.4338,21.2214,-14930.091796875
1097,4534.54,1097,5485000,4397.48,43.6742,25.3847,-14881.2294921875
1098,4598.21,1098,5490000,4598.94,43.7761,21.6302,-15233.60546875
1099,4539.82,1099,5495000,4553.46,43.8046,21.3965,-14984.4287109375
1100,4624.13,1100,5500000,4610.85,43.5603,21.3835,-15219.078125
1101,4616.0,1101,5505000,4613.61,43.8976,21.9869,-15146.5107421875
1102,4605.68,1102,5510000,4598.16,44.0753,21.7211,-15212.228515625
1103,4643.35,1103,5515000,4627.23,43.7023,21.3462,-15204.767578125
1104,4670.15,1104,5520000,4522.29,44.0503,22.9104,-15148.2626953125
1105,4706.14,1105,5525000,4677.53,43.8647,21.5616,-15207.4375
1106,4650.76,1106,5530000,4667.48,43.9519,22.0111,-15365.173828125
1107,4702.53,1107,5535000,4677.77,43.7989,22.1737,-15147.0107421875
1108,4725.01,1108,5540000,4244.03,43.6209,22.2081,-15116.365234375
1109,4652.5,1109,5545000,4668.25,44.2793,22.7931,-15264.603515625
1110,4640.07,1110,5550000,4433.67,43.7217,21.6984,-15262.8935546875
1111,4686.41,1111,5555000,4461.91,43.9873,22.1549,-15551.7294921875
1112,990.32,1112,5560000,773.4,50.695,42.6033,-13161.8828125
1113,3736.2,1113,5565000,3999.05,45.0778,25.8351,-15149.068359375
1114,1367.3,1114,5570000,1574.26,46.9853,57.5272,-13716.8173828125
1115,3160.58,1115,5575000,2859.32,45.9736,54.6194,-14778.1962890625
1116,3968.78,1116,5580000,3958.41,44.5285,31.7838,-15473.4384765625
1117,4716.27,1117,5585000,4683.97,44.0072,24.9627,-15332.849609375
1118,4555.25,1118,5590000,4084.85,44.3652,25.3584,-15747.7548828125
1119,4523.1,1119,5595000,4495.64,44.3904,25.1197,-15360.8681640625
1120,4544.47,1120,5600000,4611.02,43.82,23.4004,-15502.2548828125
1121,4590.54,1121,5605000,4603.82,43.2371,21.9721,-13949.80078125
1122,2162.54,1122,5610000,3037.04,44.8856,50.3572,-14857.5400390625
1123,4581.22,1123,5615000,4539.59,44.6194,24.1657,-15704.8544921875
1124,4566.25,1124,5620000,4401.4,44.5736,22.507,-15376.7568359375
1125,4782.21,1125,5625000,4710.55,44.4992,24.5661,-15641.27734375
1126,4585.03,1126,5630000,4653.99,44.8035,29.8856,-15259.197265625
1127,4661.24,1127,5635000,3760.16,44.3318,23.2832,-15442.693359375
1128,4677.12,1128,5640000,4682.23,44.4195,23.7233,-15689.0029296875
1129,4586.76,1129,5645000,4431.7,44.3959,23.432,-15824.716796875
1130,4612.75,1130,5650000,4634.19,44.3065,23.3759,-15574.3466796875
1131,4534.01,1131,5655000,4588.79,44.176,22.5553,-15607.4482421875
1132,4554.71,1132,5660000,4570.57,44.2751,23.0398,-15561.4697265625
1133,4478.72,1133,5665000,4562.48,44.1123,23.0009,-15589.859375
1134,4393.73,1134,5670000,3983.95,44.5664,22.3615,-15583.896484375
1135,384.8,1135,5675000,483.26,51.1997,81.2552,-13769.591796875
1136,3895.43,1136,5680000,4088.24,45.3377,39.1999,-15249.359375
1137,2069.89,1137,5685000,2207.46,45.9142,55.8585,-14583.294921875
1138,4335.18,1138,5690000,4181.56,45.2641,32.9066,-15551.986328125
1139,4021.19,1139,5695000,4025.76,45.542,25.062,-15885.6201171875
1140,4365.39,1140,5700000,4448.24,45.3798,26.6488,-16294.029296875
1141,4530.42,1141,5705000,4569.08,44.8379,25.7945,-15121.1796875
1142,4584.77,1142,5710000,4594.78,44.9745,25.3569,-16027.2197265625
1143,4499.46,1143,5715000,4525.58,44.6816,24.1864,-15914.2216796875
