Real Sto Return,Running Reverse KL,Running Forward KL,Real Det Return,Itration
186.84,18.1792,38.3407,185.25,0
312.1,23.5856,36.4809,285.01,1
322.8,20.2684,35.6506,301.03,2
337.39,20.3515,34.3415,332.11,3
394.47,21.2605,34.6296,395.4,4
408.28,58.3452,35.3433,418.57,5
416.13,55.1561,33.8495,420.14,6
455.86,32.5556,33.2091,476.77,7
532.99,37.6253,33.1288,585.08,8
556.32,37.3462,33.0594,635.35,9
659.33,28.594,33.5318,671.44,10
1124.5,15.8954,34.2392,1390.95,11
778.22,43.1818,32.7912,724.13,12
648.73,29.0177,33.5794,656.53,13
670.24,23.5041,33.8724,702.01,14
670.86,25.515,34.9093,670.18,15
803.39,41.315,32.457,794.48,16
1634.96,23.7091,32.4143,2088.09,17
1766.06,28.9326,31.2795,2387.16,18
2450.35,25.1456,30.9952,2655.16,19
966.36,49.1563,33.2132,893.1,20
1046.37,40.9718,32.8483,889.64,21
808.9,49.0964,33.0413,843.16,22
1078.98,41.6557,31.8259,1521.07,23
1751.76,37.53,30.5194,1215.95,24
1735.84,40.3919,31.05,1183.26,25
1267.33,47.7476,31.3094,1096.35,26
1851.21,23.3111,30.6298,3160.57,27
2216.69,33.9981,29.7707,3070.37,28
1313.84,28.6646,32.221,1016.32,29
1011.48,40.1638,30.8093,993.21,30
1708.23,23.3189,29.3925,1271.02,31
1161.83,30.2617,30.6097,1100.03,32
2934.94,22.5505,29.0926,1646.23,33
2519.86,21.045,29.9966,3195.4,34
1507.92,18.3368,30.3655,1229.41,35
2472.87,19.4609,29.5645,2265.07,36
1481.1,25.9511,29.6891,1199.3,37
1883.82,34.2621,29.7952,1024.84,38
3051.41,16.345,29.4941,3331.65,39
3038.97,16.1998,29.0607,3383.31,40
2436.59,21.2337,29.3145,3392.14,41
1286.61,44.2317,29.4277,3353.47,42
2239.23,23.1816,29.4295,3298.96,43
3187.08,17.6037,28.762,3339.08,44
1383.93,24.8563,28.7006,2232.04,45
2643.99,24.8029,27.7851,3360.95,46
3185.13,22.4971,28.4311,3420.25,47
2766.35,21.0272,27.1025,3437.49,48
2246.28,31.5838,27.8454,1530.51,49
1999.0,40.959,28.7952,1860.49,50
3189.56,15.3403,28.1533,3331.76,51
2567.67,26.4468,26.4447,3498.87,52
2205.54,21.7806,27.7885,3514.66,53
2328.3,19.4122,26.93,3502.17,54
3401.51,16.7551,26.6338,3542.55,55
3425.48,13.6653,26.4005,3472.93,56
2940.63,22.9269,26.8523,3520.17,57
2420.25,26.466,26.694,3126.71,58
1844.12,27.9778,29.002,2889.06,59
3321.26,15.5857,27.2641,3466.39,60
3382.1,14.3307,26.4394,3510.87,61
1814.13,33.3774,27.5435,2947.67,62
3390.73,13.7074,26.1089,3481.72,63
3286.1,19.1605,26.5034,3495.18,64
2781.05,15.5286,26.0945,3479.98,65
3267.42,17.5032,25.6753,3505.74,66
1769.75,34.5628,27.6571,3512.23,67
2835.67,19.6421,27.1554,3527.54,68
3349.81,14.4084,26.6374,3512.48,69
3192.01,15.8694,26.3042,3497.47,70
3265.49,14.7321,26.5605,3473.04,71
3501.35,13.2537,25.9032,3544.87,72
3345.91,13.6659,26.134,3490.32,73
3200.23,12.8006,25.2016,3468.83,74
3397.08,12.7772,25.0719,3442.04,75
3432.9,14.2922,25.8978,3488.97,76
3389.56,13.1103,25.1151,3439.71,77
3423.38,13.5724,25.4654,3450.74,78
3402.38,13.0969,24.7756,3444.69,79
3448.02,13.5698,25.0769,3488.64,80
3394.44,13.0696,25.1504,3440.13,81
3450.87,14.035,25.3674,3507.33,82
3182.03,13.2481,25.658,3476.13,83
3420.45,14.1166,26.0072,3473.3,84
3402.37,15.0019,26.7843,3475.16,85
3320.88,14.2078,25.3134,3528.55,86
3427.82,14.3662,25.5995,3478.13,87
3394.09,13.6338,25.9763,3442.5,88
3271.82,13.631,25.0901,3466.58,89
3438.98,13.5392,25.5187,3479.46,90
3439.13,14.4734,26.2827,3485.15,91
3118.43,13.2718,25.0344,3506.31,92
3142.46,12.8312,24.3475,3511.65,93
3459.84,13.4048,25.3688,3499.27,94
3373.12,12.8451,24.8497,3524.57,95
3451.73,13.1609,24.7307,3508.4,96
3414.12,13.4744,25.1225,3472.21,97
3305.1,13.1087,24.9824,3481.41,98
3427.09,13.2879,25.3762,3475.28,99
3427.74,14.1139,25.5201,3484.18,100
3308.95,13.8879,25.3269,3524.87,101
3380.04,13.1073,24.7983,3492.11,102
3461.65,12.4885,24.0865,3504.6,103
3438.47,13.4381,24.7796,3499.01,104
3425.42,12.5831,23.8611,3502.87,105
3427.06,12.9032,24.597,3482.12,106
3452.01,12.8081,24.3631,3499.01,107
3408.03,12.1558,23.9729,3460.2,108
3391.06,12.202,24.5424,3452.15,109
3467.32,12.5181,24.2153,3518.34,110
3423.87,12.4427,23.8937,3473.5,111
3417.5,12.7656,24.2395,3470.04,112
3445.25,12.7386,24.647,3499.85,113
3454.34,12.8447,23.7423,3495.9,114
3462.1,12.421,24.1628,3529.88,115
3362.28,14.5945,24.6916,3528.6,116
3458.69,12.5928,24.0073,3519.03,117
3425.43,11.7776,23.6604,3495.24,118
3380.69,12.183,23.7131,3498.58,119
3409.54,12.6447,24.734,3450.44,120
3445.16,12.3794,24.1578,3488.99,121
3278.73,12.7528,24.8222,3478.47,122
3363.08,12.7396,24.7837,3428.85,123
3475.92,12.4745,24.1718,3525.3,124
3410.9,12.2538,23.7561,3531.11,125
2810.33,20.0726,24.6845,3547.2,126
3207.86,13.165,24.2139,3492.33,127
3466.51,12.5497,23.7197,3511.27,128
3464.48,12.8852,24.22,3525.03,129
3377.03,12.305,24.1576,3523.54,130
3381.5,11.867,23.4083,3499.13,131
3415.05,13.0903,24.0982,3532.52,132
3487.36,12.7803,23.8664,3558.37,133
3456.61,12.678,24.0907,3511.96,134
3487.91,12.1862,24.359,3515.32,135
3461.43,15.7158,23.7127,3481.29,136
3489.56,12.2311,23.7097,3540.37,137
3324.31,13.2189,24.5327,3492.02,138
3337.4,12.3934,24.1105,3455.49,139
3455.94,13.6054,24.6348,3519.53,140
3449.38,11.7054,23.3821,3503.27,141
3460.95,12.3249,23.6146,3509.04,142
3397.88,11.9716,24.3696,3499.48,143
3473.38,12.4431,24.0227,3504.36,144
3331.41,14.8823,23.4745,3549.86,145
3477.64,11.2458,23.2884,3542.74,146
3420.84,12.4952,23.6466,3494.74,147
3242.36,13.0696,24.462,3495.97,148
3410.66,14.6657,24.3578,3514.26,149
3387.63,12.2762,24.1442,3529.64,150
3492.07,12.5056,24.1492,3546.9,151
3456.03,11.9519,23.1987,3500.95,152
3477.3,12.4788,24.2291,3529.26,153
2953.11,12.0229,23.3721,3530.26,154
3455.2,12.0835,23.6399,3514.28,155
3417.8,12.3662,24.2035,3531.16,156
3506.38,11.9775,23.3415,3551.43,157
3439.79,12.1655,23.4154,3485.08,158
3469.89,12.5104,23.9749,3512.88,159
3282.74,11.8921,23.8097,3491.65,160
3454.08,11.9701,23.5142,3563.07,161
2981.5,22.2468,24.9732,3519.82,162
3455.64,12.1982,24.1305,3518.51,163
3453.33,11.6278,23.335,3511.09,164
2790.23,20.0848,24.7001,3513.32,165
3461.93,12.7478,24.9716,3500.62,166
2538.63,15.5295,25.4253,3543.12,167
3282.42,11.9022,23.6141,3498.59,168
3299.53,12.363,24.804,3508.19,169
3280.18,12.5611,24.6666,3518.51,170
3478.53,12.4227,24.5795,3517.47,171
3460.96,11.8259,23.739,3503.92,172
3361.26,12.8994,23.8061,3469.2,173
3454.2,12.7636,24.0408,3526.02,174
3417.69,11.6665,23.9138,3510.34,175
3050.98,15.1164,24.9819,3483.27,176
3367.58,11.2563,22.7328,3471.83,177
3436.0,12.4925,23.9582,3460.16,178
3403.57,12.1416,23.5947,3499.0,179
3314.52,12.8883,23.3959,3444.84,180
3418.86,11.9073,23.8458,3527.78,181
3494.19,11.4506,23.3899,3527.82,182
3391.47,11.9852,23.8583,3532.8,183
3510.16,12.9398,24.3447,3549.27,184
3303.83,12.2335,24.5872,3520.33,185
3466.68,12.6498,24.0755,3503.22,186
3506.53,12.2619,23.2474,3493.32,187
3195.51,15.1926,24.627,3543.51,188
2952.65,18.752,24.3729,3548.72,189
3377.95,12.1585,24.5856,3559.89,190
3356.73,12.6857,24.2262,3545.33,191
2787.37,12.4427,24.5766,3565.56,192
3219.26,17.7388,24.4979,3582.25,193
3093.7,13.6101,23.5047,3540.29,194
3350.5,11.8053,24.0333,3523.06,195
3424.91,11.6643,23.7338,3509.5,196
3439.51,11.599,23.2088,3530.81,197
2349.55,15.2227,24.8385,3516.21,198
3505.53,12.4395,23.8558,3536.64,199
