Running Forward KL,Running Env Steps,Reward Loss,Running Reverse KL,Itration,Real Sto Return,Running Update Time,Real Det Return
70.8246,2005000,-18790.572265625,29.4706,401,262.38,401,675.2
71.934,2010000,-18882.58984375,30.1333,402,148.47,402,506.35
71.6584,2015000,-18733.3984375,29.9549,403,207.5,403,764.19
70.8329,2020000,-18657.939453125,29.4524,404,164.02,404,683.12
72.7984,2025000,-18925.96875,30.3437,405,174.73,405,562.98
67.9287,2030000,-18272.828125,29.2079,406,193.31,406,495.99
71.3947,2035000,-18766.30859375,29.9955,407,161.79,407,637.96
70.8281,2040000,-18725.380859375,29.4676,408,251.88,408,491.79
69.584,2045000,-18377.642578125,29.3934,409,190.44,409,698.63
71.3297,2050000,-18657.90234375,29.6448,410,184.94,410,575.29
70.9308,2055000,-18801.677734375,29.5093,411,156.09,411,402.49
66.6471,2060000,-18189.9453125,28.3462,412,111.85,412,495.52
69.5574,2065000,-18712.669921875,29.1213,413,151.0,413,686.94
71.0628,2070000,-18778.93359375,29.8685,414,254.64,414,714.65
69.2506,2075000,-18396.166015625,28.9329,415,214.79,415,730.54
72.518,2080000,-18756.779296875,29.9699,416,164.18,416,725.46
71.4301,2085000,-18716.6484375,29.8916,417,209.07,417,728.44
70.3596,2090000,-18595.6796875,29.517,418,177.09,418,581.98
70.7637,2095000,-18731.216796875,29.4055,419,234.99,419,564.91
71.9138,2100000,-18923.0234375,30.0968,420,228.49,420,626.76
73.1407,2105000,-19031.845703125,30.5196,421,147.08,421,738.97
71.5629,2110000,-18719.3359375,30.0741,422,202.99,422,715.94
70.8712,2115000,-18769.875,29.761,423,222.09,423,819.24
70.5308,2120000,-18761.01171875,29.3708,424,120.39,424,526.85
70.7572,2125000,-18806.1640625,29.16,425,170.31,425,407.05
71.1739,2130000,-18790.66015625,29.8895,426,170.61,426,601.16
71.3875,2135000,-18743.43359375,29.6752,427,170.23,427,534.84
72.1196,2140000,-18913.259765625,30.307,428,152.72,428,481.86
72.183,2145000,-18902.04296875,29.8466,429,197.6,429,693.37
72.4283,2150000,-18945.513671875,29.665,430,211.61,430,708.11
70.2246,2155000,-18688.78125,29.094,431,193.99,431,409.8
71.3465,2160000,-18789.89453125,29.74,432,212.47,432,474.21
70.9921,2165000,-18884.5234375,29.6445,433,255.6,433,633.02
71.8208,2170000,-18824.595703125,29.7302,434,181.93,434,463.0
71.9339,2175000,-18835.666015625,29.7232,435,219.65,435,619.95
70.708,2180000,-18710.017578125,29.2355,436,178.91,436,626.41
69.6049,2185000,-18630.8984375,29.2154,437,158.75,437,692.04
69.5591,2190000,-18590.767578125,29.1472,438,195.65,438,710.35
70.586,2195000,-18685.947265625,30.0178,439,188.84,439,727.28
72.0998,2200000,-18953.865234375,29.9826,440,217.51,440,629.5
71.0584,2205000,-18544.021484375,29.3264,441,131.8,441,625.63
72.7298,2210000,-18955.775390625,30.1145,442,245.16,442,570.32
71.7928,2215000,-18773.72265625,29.8301,443,178.99,443,722.5
69.7122,2220000,-18626.12109375,28.9884,444,127.97,444,432.11
70.4633,2225000,-18800.23046875,29.3561,445,140.96,445,594.99
72.5873,2230000,-18902.294921875,29.7006,446,145.91,446,765.28
72.0197,2235000,-18971.755859375,30.0263,447,272.67,447,782.09
70.9302,2240000,-18722.203125,29.702,448,229.86,448,525.63
69.875,2245000,-18812.62890625,29.4834,449,187.8,449,673.48
72.7387,2250000,-19045.7734375,29.9513,450,161.82,450,695.27
71.7221,2255000,-18973.033203125,30.344,451,232.58,451,614.43
73.8218,2260000,-19130.171875,30.2425,452,158.26,452,645.74
71.7288,2265000,-18898.79296875,30.2601,453,214.59,453,727.14
70.2804,2270000,-18698.455078125,29.767,454,211.47,454,576.07
73.6787,2275000,-19134.701171875,30.4313,455,181.03,455,774.49
71.5224,2280000,-18896.748046875,29.9425,456,211.11,456,675.73
72.4703,2285000,-18962.703125,29.9615,457,198.5,457,804.09
71.3066,2290000,-18898.841796875,30.4686,458,297.52,458,644.68
73.1481,2295000,-19125.439453125,30.5249,459,223.17,459,682.5
73.9469,2300000,-19118.970703125,30.7787,460,185.79,460,573.74
70.8303,2305000,-18943.408203125,30.262,461,152.43,461,361.21
72.8006,2310000,-19140.853515625,30.7103,462,265.14,462,584.79
72.8691,2315000,-18967.017578125,30.2416,463,158.2,463,635.89
70.8508,2320000,-18842.7890625,30.1584,464,170.49,464,566.82
72.0658,2325000,-19066.2109375,30.0533,465,169.87,465,400.8
70.6813,2330000,-18855.244140625,30.1349,466,113.46,466,455.96
72.8237,2335000,-19042.220703125,30.1565,467,229.02,467,331.85
70.1028,2340000,-18604.1875,29.4197,468,183.63,468,787.85
70.7004,2345000,-18808.75390625,29.8503,469,188.88,469,734.44
71.4452,2350000,-18907.32421875,29.9701,470,133.88,470,734.04
70.1789,2355000,-18739.24609375,29.4808,471,125.74,471,585.48
71.3846,2360000,-18946.224609375,29.9747,472,122.35,472,644.3
71.8288,2365000,-18934.4453125,29.6825,473,190.05,473,633.14
71.5662,2370000,-18978.19140625,29.8785,474,205.45,474,744.78
72.9779,2375000,-19099.892578125,30.3964,475,116.28,475,636.9
70.6159,2380000,-18808.85546875,29.4787,476,182.69,476,564.46
73.6252,2385000,-19128.330078125,30.3535,477,174.69,477,586.22
73.8606,2390000,-19173.66796875,30.3195,478,169.62,478,612.72
70.3031,2395000,-18884.15625,29.6034,479,181.42,479,663.98
73.4291,2400000,-19148.640625,30.4404,480,181.07,480,347.25
73.7354,2405000,-19290.2421875,30.6603,481,120.26,481,612.54
71.9773,2410000,-19031.787109375,29.702,482,198.48,482,484.47
73.1017,2415000,-19168.861328125,30.399,483,190.66,483,675.98
70.4263,2420000,-18794.521484375,29.8522,484,207.39,484,643.81
71.3135,2425000,-18977.759765625,30.009,485,187.57,485,589.39
72.284,2430000,-19072.765625,30.3059,486,198.12,486,416.03
72.9078,2435000,-19081.021484375,30.3897,487,170.53,487,556.08
74.9578,2440000,-19306.80859375,31.085,488,163.85,488,474.59
71.5315,2445000,-18998.283203125,30.2119,489,160.28,489,501.35
71.3764,2450000,-19119.361328125,30.8084,490,166.93,490,462.64
71.9401,2455000,-19149.154296875,30.4562,491,98.15,491,345.14
73.4472,2460000,-19157.3203125,30.3201,492,154.91,492,653.32
72.2811,2465000,-19209.06640625,30.2619,493,193.83,493,608.44
72.9694,2470000,-19183.56640625,31.0872,494,121.34,494,732.83
70.4743,2475000,-18944.28515625,30.1192,495,139.8,495,533.32
72.0944,2480000,-19147.193359375,30.2153,496,174.0,496,513.07
73.077,2485000,-19185.767578125,30.4261,497,250.73,497,609.24
72.7586,2490000,-19198.25,30.4505,498,231.61,498,338.14
71.2834,2495000,-19006.671875,29.4533,499,156.95,499,611.63
71.9042,2500000,-19098.5390625,29.9599,500,206.03,500,724.15
71.0344,2505000,-18840.537109375,29.9168,501,102.19,501,308.21
72.7894,2510000,-19151.751953125,30.4568,502,115.22,502,477.11
72.3006,2515000,-19104.783203125,30.2655,503,173.04,503,560.31
73.0971,2520000,-19281.3203125,30.2463,504,200.02,504,572.04
70.3106,2525000,-18858.544921875,29.4219,505,87.77,505,245.96
74.6819,2530000,-19328.4453125,30.4404,506,197.89,506,394.45
73.0633,2535000,-19174.544921875,29.9463,507,201.23,507,479.16
73.2842,2540000,-19187.37109375,30.5105,508,174.53,508,766.9
71.077,2545000,-19039.72265625,29.7609,509,165.92,509,614.05
71.6359,2550000,-18955.001953125,28.9068,510,160.84,510,670.26
74.4925,2555000,-19261.51953125,30.3856,511,154.67,511,467.96
75.2839,2560000,-19422.833984375,30.9958,512,141.84,512,522.76
74.5368,2565000,-19348.60546875,30.4357,513,204.88,513,224.69
71.0676,2570000,-19080.146484375,29.8633,514,125.6,514,701.5
72.2892,2575000,-19005.96875,30.1874,515,182.45,515,672.46
74.6152,2580000,-19344.80078125,30.5499,516,150.01,516,673.01
73.9247,2585000,-19299.587890625,30.1608,517,119.99,517,608.77
71.6075,2590000,-19015.1796875,29.549,518,225.88,518,320.14
71.8727,2595000,-19136.73046875,29.8508,519,183.23,519,465.98
72.3834,2600000,-19211.830078125,29.8665,520,189.77,520,422.44
74.4871,2605000,-19340.154296875,30.6179,521,162.61,521,614.67
72.7479,2610000,-19120.029296875,29.4956,522,219.72,522,480.28
72.5546,2615000,-19202.775390625,29.9574,523,164.46,523,566.4
74.1875,2620000,-19297.3125,30.2882,524,212.83,524,577.69
73.41,2625000,-19332.583984375,30.7395,525,138.65,525,681.57
73.7364,2630000,-19228.01953125,30.2349,526,154.36,526,550.81
70.8718,2635000,-19090.8359375,29.6283,527,224.61,527,743.65
71.9423,2640000,-19080.30078125,29.6675,528,177.62,528,661.05
72.9312,2645000,-19251.056640625,30.2297,529,197.47,529,366.2
73.03,2650000,-19162.994140625,30.0637,530,241.89,530,667.59
72.2078,2655000,-19100.67578125,30.3843,531,244.12,531,566.95
73.1328,2660000,-19200.134765625,30.3467,532,254.82,532,678.92
73.3743,2665000,-19297.98046875,29.7636,533,157.83,533,527.38
72.6277,2670000,-19268.3671875,30.6078,534,199.04,534,793.23
71.9281,2675000,-19161.880859375,29.7503,535,204.56,535,456.46
73.5448,2680000,-19281.09765625,30.434,536,184.44,536,628.41
73.5085,2685000,-19219.84765625,30.0325,537,237.83,537,571.04
74.5874,2690000,-19388.70703125,30.1759,538,163.55,538,461.73
73.0478,2695000,-19238.35546875,30.1156,539,228.41,539,474.73
75.2111,2700000,-19382.310546875,30.6462,540,226.27,540,617.41
72.5467,2705000,-19284.984375,30.1752,541,135.3,541,512.42
72.6929,2710000,-19191.44140625,29.4006,542,234.47,542,842.1
72.0021,2715000,-19271.087890625,29.8211,543,147.79,543,787.91
74.144,2720000,-19399.0625,30.1167,544,151.15,544,872.23
73.1669,2725000,-19238.564453125,29.7631,545,208.8,545,613.47
73.7462,2730000,-19348.59765625,29.8883,546,169.67,546,753.24
73.9541,2735000,-19335.333984375,29.962,547,199.4,547,568.58
72.6485,2740000,-19281.130859375,29.6752,548,158.05,548,369.93
72.7308,2745000,-19126.6015625,29.8325,549,163.44,549,768.18
73.8547,2750000,-19311.78125,30.4304,550,118.95,550,686.38
72.9038,2755000,-19252.10546875,30.587,551,233.89,551,746.41
73.1978,2760000,-19271.60546875,30.0997,552,108.48,552,697.81
74.3817,2765000,-19370.595703125,30.6711,553,232.83,553,651.5
73.6316,2770000,-19272.0,30.2319,554,205.73,554,616.75
73.1986,2775000,-19183.185546875,29.8177,555,196.5,555,739.02
73.8463,2780000,-19368.712890625,30.078,556,307.62,556,758.64
72.8418,2785000,-19161.892578125,29.6723,557,178.14,557,644.4
74.2555,2790000,-19265.3828125,29.8799,558,112.63,558,564.61
74.1526,2795000,-19296.0625,30.5535,559,176.51,559,470.86
73.152,2800000,-19286.5859375,29.8379,560,228.35,560,627.33
70.9765,2805000,-19160.314453125,29.5628,561,175.76,561,535.86
71.7919,2810000,-19184.98828125,30.195,562,170.88,562,512.32
70.9888,2815000,-19052.841796875,29.3534,563,160.4,563,764.2
74.6849,2820000,-19389.732421875,30.3747,564,236.37,564,615.25
74.3506,2825000,-19364.490234375,30.3717,565,109.76,565,526.28
73.733,2830000,-19341.16015625,29.7769,566,157.22,566,678.31
72.6605,2835000,-19194.634765625,29.5962,567,178.83,567,467.35
73.6385,2840000,-19241.283203125,29.9223,568,245.9,568,503.65
75.3,2845000,-19346.607421875,30.0925,569,180.27,569,740.52
73.6748,2850000,-19323.92578125,30.194,570,182.6,570,597.73
72.9259,2855000,-19291.1484375,29.8677,571,236.6,571,311.12
73.4244,2860000,-19385.08203125,29.976,572,137.87,572,413.57
74.6184,2865000,-19479.21875,30.7016,573,137.02,573,678.66
73.8633,2870000,-19390.529296875,29.8991,574,132.6,574,634.84
72.2945,2875000,-19162.4453125,29.9339,575,154.7,575,554.97
73.295,2880000,-19266.23046875,30.4557,576,140.35,576,708.01
73.2287,2885000,-19302.021484375,29.8143,577,228.67,577,420.12
73.2443,2890000,-19396.373046875,30.0159,578,135.33,578,595.11
74.65,2895000,-19411.376953125,30.2373,579,143.56,579,457.72
74.364,2900000,-19419.521484375,30.4465,580,224.83,580,557.37
75.0273,2905000,-19409.943359375,30.1834,581,67.15,581,545.11
72.4332,2910000,-19224.33984375,30.1725,582,176.15,582,446.79
72.7475,2915000,-19246.458984375,29.6332,583,112.4,583,414.73
74.6039,2920000,-19427.7421875,30.3754,584,222.3,584,499.41
74.0151,2925000,-19368.9765625,29.6826,585,174.19,585,537.52
73.1801,2930000,-19307.412109375,29.8858,586,143.14,586,599.96
75.3491,2935000,-19531.349609375,30.7785,587,141.22,587,652.37
74.5565,2940000,-19397.3828125,30.0199,588,119.61,588,645.4
73.7299,2945000,-19369.599609375,30.6284,589,183.82,589,685.79
74.4059,2950000,-19333.51953125,30.253,590,167.1,590,605.09
72.2593,2955000,-19247.59375,29.5123,591,177.2,591,553.18
72.4631,2960000,-19232.380859375,29.8259,592,171.95,592,669.54
73.0921,2965000,-19267.90625,29.5858,593,134.73,593,499.02
72.9009,2970000,-19263.41796875,29.6493,594,88.41,594,400.69
74.3794,2975000,-19439.263671875,30.2826,595,170.16,595,682.59
73.5205,2980000,-19308.501953125,29.4515,596,245.28,596,510.69
73.8517,2985000,-19426.650390625,29.8823,597,142.6,597,551.8
74.5712,2990000,-19396.353515625,30.0875,598,55.04,598,601.69
74.0606,2995000,-19293.625,29.8932,599,139.74,599,451.52
