Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
44.478,3831.88,16.9641,231,3460.87
44.0204,3923.04,17.9435,232,3498.31
44.028,3668.41,24.5612,233,3464.46
44.3262,3817.79,20.7588,234,3562.95
43.7089,3807.6,20.7456,235,3275.46
43.9982,3441.77,17.0019,236,3274.54
43.8692,3769.49,17.9833,237,3502.13
43.6305,3802.91,21.4102,238,3449.35
43.8944,3685.01,17.3905,239,3189.62
43.7998,3587.64,16.9193,240,3115.16
44.5368,3868.1,17.2045,241,3447.91
43.8635,3926.95,15.1604,242,3514.78
44.2731,3940.53,17.0034,243,3428.88
44.3806,3874.76,16.9625,244,3432.62
44.0181,3835.23,16.0756,245,3443.59
43.9522,3917.62,16.8798,246,3609.42
44.7701,3805.18,16.7038,247,3706.22
44.4019,3722.36,16.6884,248,3693.82
43.95,3897.34,16.4871,249,3724.75
44.3758,3095.77,16.1464,250,3530.54
44.1119,3716.61,16.2339,251,3445.74
43.9083,3614.14,17.5898,252,3640.08
44.3904,3467.89,16.955,253,3576.91
44.5752,3803.77,16.8583,254,3711.22
44.6641,3505.96,16.2233,255,3665.78
44.3607,3471.83,16.5688,256,3683.34
44.6036,3413.33,16.451,257,3726.91
44.175,3393.51,16.261,258,3531.94
44.2877,3469.25,17.5974,259,3686.55
44.2935,3386.79,15.2796,260,3554.58
44.4948,3395.64,15.9024,261,3704.74
44.2656,3390.12,17.1069,262,3681.37
44.5905,3479.38,16.8115,263,3784.11
44.5895,3484.51,16.4074,264,3582.06
44.2378,3587.12,16.5631,265,3637.95
44.0043,3425.57,16.3854,266,3730.16
44.5806,3545.62,15.9803,267,3338.74
44.505,3533.92,15.763,268,3363.96
44.2218,3417.0,15.7259,269,3686.3
44.4289,3468.65,15.3113,270,3592.64
44.8051,3461.36,17.1665,271,3710.96
44.3626,3643.95,17.047,272,3604.88
43.9566,3842.09,17.5785,273,3664.78
44.1305,3693.21,18.0511,274,3791.62
44.4675,3648.25,16.5461,275,3716.67
44.2154,3474.59,17.1891,276,3687.24
44.6109,3551.14,16.002,277,3739.63
44.6527,3840.12,18.2104,278,3717.05
44.332,3898.05,17.1025,279,3718.74
44.631,3638.08,16.713,280,3526.02
44.2827,3551.69,17.5157,281,3850.89
44.3559,3704.1,17.4214,282,3726.57
44.4032,3801.01,17.1126,283,3665.6
44.2954,3815.3,17.8484,284,3479.86
44.0319,3650.25,16.899,285,3038.45
44.3655,3464.13,17.1444,286,3656.42
43.7855,3782.09,16.0849,287,3399.73
43.7004,3708.29,15.6399,288,3676.49
44.035,3715.44,15.7634,289,3291.53
43.4903,3999.03,16.9426,290,3499.2
43.7546,3836.49,17.0044,291,3715.74
44.3264,3846.76,17.528,292,3534.05
43.9151,3476.96,17.8512,293,3603.67
43.9342,3915.04,16.5518,294,3708.01
44.0032,3851.6,17.0371,295,3307.59
43.9962,3814.87,17.5892,296,3466.12
44.0044,3596.72,17.2484,297,3583.68
44.137,3869.14,15.9175,298,2935.46
44.1409,3960.27,16.8265,299,3733.0
43.7269,3952.95,16.3214,300,3087.27
44.0886,3993.69,15.0898,301,2894.09
44.0314,3879.42,15.9742,302,3349.7
43.6587,4006.75,16.3725,303,3205.64
44.1406,4011.89,15.8776,304,3061.19
43.6895,4066.68,15.166,305,3005.72
43.7418,4012.38,15.5579,306,3278.41
44.1977,4011.36,15.8182,307,3263.99
43.9709,4019.84,16.6449,308,3283.06
44.1081,3996.86,16.7711,309,3248.93
43.7766,3994.98,14.821,310,3329.11
44.0185,4016.49,15.4606,311,2654.11
43.9039,3966.57,15.333,312,3442.99
43.5376,3975.89,15.7025,313,3459.52
43.9173,3905.88,15.5481,314,3467.09
44.038,4004.66,16.2661,315,2801.14
43.7137,4069.26,14.9309,316,2840.33
44.3085,3754.42,15.0235,317,3117.78
43.9009,3945.15,15.8556,318,2784.28
43.7775,4035.15,15.981,319,3283.08
43.3621,4047.66,15.0749,320,3190.98
43.8047,3941.53,17.679,321,3237.4
44.0457,3995.65,14.9506,322,3338.43
43.75,3889.4,16.5653,323,3614.02
44.1121,4066.33,14.8954,324,3022.56
43.6365,3968.74,16.4553,325,2959.62
43.8532,3992.08,14.7965,326,2821.88
43.9894,3995.73,15.4423,327,3084.91
44.2875,3919.47,17.2398,328,3264.3
43.8675,4039.23,13.9983,329,2443.45
43.8787,3978.79,16.7204,330,3256.75
43.9853,4049.11,15.6574,331,2964.56
43.8968,3998.06,15.1568,332,2841.34
44.4059,4068.76,14.542,333,2649.79
43.9783,4079.22,14.3907,334,2943.74
44.1981,4031.99,16.4102,335,3049.29
43.9414,3900.22,15.543,336,2811.15
44.2272,4025.29,17.0296,337,3551.1
43.7857,3811.2,15.5621,338,3442.51
43.7925,4043.95,15.8865,339,3056.68
44.2575,3963.67,16.5924,340,3636.7
43.7875,3883.93,16.1752,341,3625.87
44.0205,3868.93,15.5675,342,3513.52
43.8313,3989.3,16.2648,343,3379.97
43.7594,3952.77,14.9774,344,3484.45
44.3359,3862.24,16.7751,345,3575.4
44.1392,3946.52,14.9406,346,3575.04
44.344,3941.14,16.7534,347,3191.26
43.9154,3859.37,16.4388,348,3441.33
44.0941,3814.0,15.8541,349,3203.92
44.3698,3600.87,16.1397,350,3664.33
43.9505,3922.6,15.6822,351,3049.52
43.7125,3854.68,15.4962,352,3411.18
43.9262,3695.89,14.7533,353,3592.98
44.3046,3686.79,15.4498,354,3553.65
44.2227,4009.24,15.5968,355,3446.03
43.8184,4027.57,14.3114,356,3411.94
43.7753,3970.63,14.5936,357,3290.01
44.2524,3893.36,16.1413,358,3563.34
44.0104,3990.83,14.6198,359,2887.67
43.9359,3893.85,15.7697,360,3303.74
43.8991,3748.96,14.6131,361,3595.43
43.8038,3887.36,14.6903,362,2819.34
43.5173,3601.8,15.2829,363,3260.4
43.9407,3621.58,15.2364,364,3637.48
43.8397,3752.29,14.9874,365,3098.89
43.9521,3520.52,16.383,366,3350.82
44.3875,3613.33,16.3951,367,3308.68
43.8002,3589.9,14.9533,368,3155.62
43.7785,3692.57,15.0633,369,3506.23
43.7787,3453.8,14.775,370,3534.2
43.7819,3658.85,14.6422,371,3407.13
43.7487,3648.69,14.6838,372,3202.31
44.0209,3532.65,15.5782,373,3309.89
43.5845,3751.03,15.3423,374,3393.91
44.1354,3591.79,16.2537,375,3318.08
43.9719,3740.82,16.0174,376,3313.16
