Running Forward KL,Real Det Return,Running Reverse KL,Itration,Real Sto Return
48.5026,411.01,13.4714,0,350.28
48.5404,269.78,14.1811,1,325.53
48.5537,390.82,14.5104,2,381.25
49.0844,378.88,20.068,3,363.85
48.9871,396.14,20.4467,4,392.39
48.9202,377.66,13.3027,5,392.75
48.1302,506.18,13.3565,6,428.01
47.6087,752.97,14.6053,7,585.59
48.5332,532.63,18.631,8,525.31
47.5793,583.08,16.8845,9,605.89
47.6782,649.66,29.6528,10,631.07
47.6753,885.73,35.1364,11,765.74
47.4133,920.25,26.0342,12,825.67
47.4555,799.37,34.6,13,782.5
46.9725,969.48,23.924,14,888.38
47.6782,876.11,24.2627,15,1110.92
47.4361,994.37,22.694,16,990.47
46.8205,1373.53,24.1803,17,1202.56
47.4795,1046.54,32.9292,18,1070.48
47.2925,1291.85,28.4866,19,1289.56
47.0527,1745.46,25.8938,20,1338.06
47.2259,1471.24,38.4199,21,1208.7
47.0447,2256.71,20.7855,22,1926.91
47.4339,1351.02,37.258,23,1382.22
46.9149,1684.32,24.4202,24,1173.51
46.2536,2114.22,33.6147,25,1502.85
46.504,1845.36,28.4705,26,1512.45
46.5144,2824.7,51.8351,27,1589.59
46.6396,1828.74,24.2361,28,1383.7
46.55,2625.8,21.0299,29,1742.99
46.742,1411.94,24.7627,30,1453.18
46.15,2299.06,20.9104,31,1771.64
46.2605,2244.15,24.1343,32,1558.93
46.0781,2046.66,22.876,33,1650.74
46.526,1720.74,33.553,34,1466.97
46.1782,2697.31,28.2037,35,1619.33
45.8404,1919.56,32.862,36,1239.4
45.4568,2564.86,24.3694,37,1674.81
46.8415,2006.1,35.0199,38,1332.14
46.2966,3109.7,36.2923,39,2053.41
46.4665,2763.2,24.1539,40,1634.08
45.8912,1665.05,27.6962,41,1113.9
46.1635,2916.85,23.0295,42,1751.08
46.1365,2718.52,24.2206,43,1538.25
45.8193,2223.43,29.2822,44,1968.69
46.1893,3258.64,30.4489,45,1649.92
45.633,3334.24,27.838,46,2263.9
45.8644,2410.05,23.9543,47,1617.4
46.8894,3356.04,26.0423,48,2940.28
46.3555,1951.45,46.611,49,1548.37
46.2071,3286.8,27.3062,50,2856.36
46.3039,3470.22,25.768,51,3208.11
46.1692,3450.63,26.6611,52,2405.59
46.7687,3215.48,24.0381,53,3413.8
45.506,3165.45,22.2907,54,2679.48
46.8174,2917.09,32.441,55,1624.5
45.8599,3456.26,21.2619,56,2848.38
46.0056,3291.7,27.9547,57,2062.85
45.8479,3540.24,23.9172,58,2273.7
46.2031,3201.69,22.3214,59,3012.72
45.5883,3661.47,19.1298,60,2133.97
45.8762,3288.92,23.8631,61,2069.17
46.0259,2537.26,23.6292,62,1704.45
45.5142,3543.37,20.8288,63,2486.06
45.5387,3321.83,19.2043,64,2300.09
45.8054,2173.58,22.2416,65,1478.14
45.7548,3099.88,19.9721,66,2985.49
45.9341,3173.74,20.7899,67,2382.22
46.4896,3357.9,21.1624,68,3077.93
45.6406,3419.48,17.5729,69,2491.14
45.7985,3098.65,18.204,70,2610.93
45.3092,3178.57,17.4948,71,1907.05
45.916,3350.04,19.3948,72,2907.35
45.9616,3335.82,22.6554,73,2089.69
45.1983,3554.06,17.9162,74,2566.73
45.2167,3560.22,19.3075,75,2163.81
45.4608,3539.16,21.5815,76,2659.59
45.8026,3453.96,19.5556,77,2480.62
45.9811,3445.54,21.3762,78,2514.24
45.7982,3399.84,22.599,79,2804.9
45.3242,3177.16,19.7658,80,2824.85
46.1831,2898.82,19.5182,81,2374.61
46.5381,3368.9,19.9677,82,2912.21
45.2137,3372.71,18.1772,83,2611.57
45.3107,3327.72,19.0467,84,2416.72
45.6831,3136.94,20.6626,85,1896.2
45.6617,3201.59,17.515,86,2321.82
46.207,3464.3,20.2052,87,2183.09
45.4002,3284.6,16.7561,88,2482.96
45.8652,3388.92,18.7327,89,2999.15
45.4055,3442.81,17.977,90,2623.68
45.8321,3332.56,18.8132,91,2915.25
46.1651,3610.85,20.2134,92,3206.16
45.1328,3414.39,18.8549,93,2497.48
45.3216,3334.99,20.9351,94,2801.48
45.2978,3313.85,21.1035,95,2601.85
45.8621,3613.7,19.2909,96,2417.19
46.1595,3102.87,19.2577,97,2663.19
46.0724,3631.88,19.2955,98,3034.78
46.2235,3182.31,18.6112,99,3079.17
45.7914,3524.41,17.1865,100,2760.03
46.0597,3042.94,17.9286,101,2193.43
45.2362,3522.51,17.2054,102,2990.33
45.5207,3540.11,16.6878,103,2685.1
45.6302,3311.9,15.8798,104,2134.24
46.1371,3642.4,19.4844,105,2743.59
45.7147,3654.17,18.1936,106,2738.77
46.291,3404.36,20.2496,107,3006.73
45.5664,3582.06,17.2547,108,2585.21
45.1281,3544.2,22.1322,109,2229.69
45.1345,3662.99,17.3929,110,2431.6
44.8636,3409.93,15.8197,111,2164.88
44.9104,3703.17,17.6391,112,2398.46
45.2873,3653.78,20.6487,113,2423.56
44.9781,3652.73,15.9632,114,2981.31
45.2225,3549.16,21.2528,115,2415.51
45.3542,1349.37,16.0624,116,2356.63
45.2068,3658.18,17.895,117,2420.57
45.1169,3724.77,17.2894,118,2938.58
45.435,3585.14,22.0691,119,2702.63
45.6667,3625.04,22.8831,120,2511.17
45.3259,3652.64,16.9295,121,3144.28
45.2849,3577.44,21.0504,122,2461.67
45.2325,2353.13,22.8757,123,2093.99
45.3378,3671.99,18.2048,124,2101.78
45.1441,3759.72,19.9113,125,2354.02
45.2281,840.65,24.3596,126,2523.74
45.6372,3808.38,23.9882,127,1878.59
44.8793,3544.07,17.5805,128,2851.05
45.1084,3536.27,16.9703,129,2494.64
45.3663,615.89,16.2545,130,2196.14
44.7872,3561.87,17.157,131,2703.04
45.3076,3628.66,17.9336,132,2900.46
46.1811,2967.79,17.5171,133,2939.33
45.2301,3524.25,17.7758,134,3256.38
45.6226,3770.18,18.3019,135,3181.43
45.0837,3684.38,17.7098,136,3358.0
44.8077,3763.71,17.1257,137,2513.19
45.5364,3682.98,18.8073,138,3268.92
45.2956,3723.59,20.3168,139,3482.11
45.3768,3623.34,18.9858,140,3280.51
44.894,3691.25,16.8851,141,3008.85
44.9538,3631.38,16.6503,142,2977.28
44.9906,3594.47,16.4569,143,3333.02
44.917,3800.7,17.7603,144,3220.75
44.7526,3848.71,19.9622,145,2803.46
45.536,3640.69,18.0692,146,3421.6
44.8055,3896.51,15.5277,147,2789.74
45.0457,3624.21,16.7434,148,3114.17
44.9939,3761.28,18.4659,149,2975.9
44.6503,3790.93,19.8996,150,2938.4
44.9089,3406.79,28.2538,151,2580.64
44.5206,3693.85,22.185,152,3305.94
45.4038,3215.74,23.1401,153,2709.48
44.5893,3709.28,21.3104,154,2908.98
45.0678,3749.97,17.093,155,3186.58
44.8292,3687.55,20.8928,156,2689.86
44.8973,3613.27,19.3728,157,3244.37
44.8811,3649.06,22.3493,158,3464.7
44.6416,3809.84,25.7574,159,2711.86
44.4844,3739.24,23.147,160,2719.94
44.7719,3426.71,23.9764,161,3534.35
44.9059,3753.5,18.4118,162,3651.97
45.1294,3592.2,23.8952,163,2759.11
44.6721,3718.06,20.237,164,3210.2
45.1832,3848.85,23.7067,165,3181.38
44.61,3750.0,24.3554,166,3378.9
44.9107,3716.27,19.5655,167,3213.77
44.7074,3767.34,27.0329,168,2486.07
45.1073,3856.32,21.2906,169,3311.73
44.6673,3636.69,25.4037,170,2955.01
45.3001,3497.19,18.2543,171,3553.56
44.4087,3742.19,22.0977,172,3138.67
45.0201,3472.33,18.8198,173,3669.29
45.5052,3565.3,17.6384,174,2966.77
45.1124,3496.32,25.7645,175,3224.86
45.0418,3406.45,18.0829,176,3428.78
44.2163,3710.51,21.6373,177,3547.68
44.7333,3763.05,19.6956,178,3485.98
44.9197,3539.76,19.878,179,3396.19
45.1069,3481.89,17.3728,180,3447.06
44.8666,3597.04,17.3305,181,3608.79
45.0631,3549.48,18.4621,182,3679.44
44.8793,3661.27,17.1937,183,3281.26
45.0145,3653.2,20.2375,184,3863.14
44.9799,3566.47,17.511,185,3667.35
45.0586,3557.65,18.3781,186,3520.24
45.1754,3501.33,17.8097,187,3439.0
44.7842,3686.77,22.1631,188,2785.83
44.3991,3499.2,17.1845,189,3408.99
44.8281,3636.55,18.3009,190,3702.77
45.2864,3672.48,17.8965,191,2654.21
44.3709,3482.81,15.8736,192,3265.94
44.6067,3732.47,17.5693,193,3581.7
44.5896,3490.55,17.0592,194,3197.95
44.5115,3368.83,16.6372,195,3496.36
45.1632,3548.65,17.9204,196,3532.98
44.6446,3564.23,17.7773,197,3403.24
45.0075,3534.51,17.5079,198,3425.4
44.9377,3622.24,17.1734,199,3514.79
44.3074,3673.18,18.2826,200,3462.38
45.0771,3674.61,21.42,201,3384.09
44.4801,3846.07,23.3453,202,2958.92
44.1438,3722.03,18.3133,203,3169.89
44.6922,3721.94,17.9676,204,3237.11
44.347,3784.18,19.9399,205,3170.92
44.5219,3766.93,17.7586,206,3119.02
44.6681,3906.39,19.4841,207,3032.93
44.2125,3805.13,17.1171,208,3430.82
44.3345,3842.12,18.7336,209,3096.31
44.728,3807.46,17.4374,210,3097.08
44.1117,3851.31,17.7539,211,3467.42
44.6168,3872.19,17.7467,212,3291.96
44.4465,3815.95,21.4365,213,3297.13
44.3164,3883.23,19.8131,214,3448.08
44.4245,3813.26,17.7313,215,3405.7
44.3784,3803.43,20.3909,216,3667.56
44.2472,3881.12,21.6422,217,3120.78
44.5522,3785.55,17.1904,218,3422.9
44.7733,3943.52,20.4412,219,3363.83
44.4536,3896.02,29.6384,220,3244.5
44.3852,3962.93,16.6746,221,3130.38
44.2142,3733.05,17.2813,222,3372.49
44.175,3869.69,17.1043,223,3313.76
44.0836,3888.8,22.4321,224,3190.07
43.7052,3859.32,15.6828,225,3060.95
43.911,3958.69,17.8602,226,3292.31
43.9176,3943.89,26.0616,227,3130.75
44.3616,3953.79,23.6084,228,3110.05
44.5525,3844.57,18.4834,229,3345.97
43.9314,3850.13,22.1476,230,3046.5
