Real Det Return,Running Env Steps,Running Update Time,Running Forward KL,Reward Loss,Real Sto Return,Running Reverse KL,Itration
3179.88,385000,77,44.3914,-3261.797119140625,3157.91,15.8446,77
3431.45,390000,78,44.1322,-3101.202392578125,3440.07,17.9736,78
3504.11,395000,79,43.2552,-3251.625732421875,3358.48,16.7209,79
3397.5,400000,80,43.9794,-3133.474609375,3431.07,17.9295,80
3472.33,405000,81,43.701,-3345.45263671875,3402.88,16.8985,81
3378.38,410000,82,43.9988,-3446.717041015625,3358.11,15.6851,82
3438.62,415000,83,43.5037,-3299.680419921875,3399.68,17.2546,83
3416.86,420000,84,43.0676,-3179.9443359375,3471.56,17.4979,84
3417.99,425000,85,43.6303,-3440.9287109375,3418.98,15.5124,85
3510.77,430000,86,43.7119,-3424.0654296875,3491.29,18.4793,86
3633.97,435000,87,43.2135,-3569.518798828125,3602.86,15.5665,87
3509.33,440000,88,43.6726,-3575.780517578125,3392.92,16.8378,88
3546.32,445000,89,43.9851,-3791.863037109375,3391.81,16.5317,89
3476.11,450000,90,43.6806,-3587.428466796875,3461.13,17.0283,90
3548.67,455000,91,43.5776,-3788.92626953125,3427.61,16.5142,91
3666.42,460000,92,43.794,-3537.04150390625,3566.62,17.2678,92
3617.51,465000,93,43.7847,-3645.1611328125,3573.48,17.4404,93
3529.03,470000,94,43.0873,-3699.895263671875,3556.14,16.7802,94
3439.66,475000,95,43.8444,-3898.54541015625,3491.03,18.2655,95
3512.77,480000,96,43.2315,-3734.4296875,3645.77,18.0233,96
3696.39,485000,97,42.517,-3612.64794921875,3677.24,16.2401,97
3722.63,490000,98,42.8454,-3697.1171875,3423.56,16.4274,98
3504.76,495000,99,43.4685,-3893.86669921875,3493.68,16.7022,99
3636.83,500000,100,43.1009,-3826.800048828125,3441.96,15.6805,100
3511.73,505000,101,43.4397,-3960.764404296875,3559.96,16.4077,101
3634.7,510000,102,42.8191,-3919.826416015625,3668.26,16.7698,102
3648.89,515000,103,43.5717,-3885.998291015625,3477.16,16.5794,103
3583.31,520000,104,43.1294,-4080.54443359375,3584.03,16.6305,104
3587.77,525000,105,43.2267,-4059.939208984375,3628.08,17.9909,105
3424.27,530000,106,42.9438,-4193.123046875,3508.76,15.6014,106
3612.48,535000,107,43.2244,-4105.515625,3679.3,17.3645,107
3636.45,540000,108,43.6074,-4141.9296875,3623.32,17.9015,108
3628.23,545000,109,42.8078,-4112.521484375,3655.8,17.5727,109
3529.61,550000,110,43.2774,-4155.77001953125,3635.08,18.3681,110
3636.48,555000,111,42.6151,-4135.57421875,3683.73,16.809,111
3692.64,560000,112,43.0963,-4309.564453125,3659.59,17.7431,112
3815.5,565000,113,42.3552,-4179.96044921875,3733.22,16.8977,113
3751.52,570000,114,42.9733,-4419.35009765625,3645.77,17.03,114
3665.91,575000,115,43.0585,-4428.88818359375,3710.75,16.6286,115
3816.25,580000,116,43.1205,-4401.1123046875,3730.25,17.398,116
3584.94,585000,117,42.5556,-4542.388671875,3656.94,16.3877,117
3786.16,590000,118,42.9336,-4389.8701171875,3773.23,17.1927,118
3711.2,595000,119,43.4235,-4495.84130859375,3600.2,16.0742,119
3687.52,600000,120,43.185,-4466.84765625,3697.56,18.0681,120
3595.44,605000,121,42.689,-4526.57470703125,3719.55,16.961,121
3791.22,610000,122,42.9136,-4458.93896484375,3772.9,17.8304,122
3811.02,615000,123,42.5541,-4620.822265625,3765.57,16.7862,123
3795.36,620000,124,42.1336,-4466.3388671875,3795.63,18.4637,124
3740.43,625000,125,43.3669,-4824.919921875,3710.59,17.7976,125
3716.34,630000,126,43.2935,-4820.67626953125,3713.83,18.5264,126
3816.53,635000,127,42.7155,-4937.6328125,3785.78,17.4567,127
3756.34,640000,128,42.7284,-5052.2451171875,3736.24,16.3714,128
3829.59,645000,129,42.3072,-4936.30712890625,3757.93,18.2037,129
3785.39,650000,130,42.1276,-4937.85693359375,3812.28,16.806,130
3813.74,655000,131,42.5646,-4781.8388671875,3784.0,19.0711,131
3866.87,660000,132,42.6993,-5007.43603515625,3846.95,18.311,132
3738.57,665000,133,42.486,-4991.0693359375,3794.4,17.3021,133
3752.13,670000,134,42.9387,-5352.685546875,3533.09,17.7351,134
3759.7,675000,135,42.2131,-5222.27294921875,3659.13,17.7963,135
3854.38,680000,136,42.4595,-5023.5576171875,3836.14,16.7167,136
3875.98,685000,137,41.9462,-5047.86181640625,3859.43,16.8368,137
3882.03,690000,138,42.3013,-5215.86865234375,3735.75,16.527,138
3868.51,695000,139,42.2529,-5296.966796875,3845.58,16.5972,139
3859.9,700000,140,41.7228,-5253.27685546875,3851.32,17.5785,140
3908.87,705000,141,42.6441,-5278.21484375,3846.15,18.1252,141
3735.77,710000,142,42.3075,-5374.767578125,3752.73,17.6226,142
3908.67,715000,143,42.0173,-5341.88134765625,3891.61,16.3237,143
3835.86,720000,144,42.6256,-5451.02978515625,3866.73,17.8979,144
3839.62,725000,145,41.8283,-5215.10009765625,3668.7,17.34,145
3766.85,730000,146,41.9268,-5390.65966796875,3799.16,17.3862,146
3856.01,735000,147,41.9237,-5687.68505859375,3562.53,15.2982,147
3854.75,740000,148,42.632,-5789.00634765625,3664.86,15.7945,148
3985.61,745000,149,41.6936,-5647.06396484375,3888.98,16.5534,149
3689.78,750000,150,41.5104,-5557.94580078125,3772.73,16.6707,150
3810.19,755000,151,42.1281,-5622.73095703125,3709.0,16.2831,151
3903.06,760000,152,41.4129,-5520.962890625,3946.79,17.4473,152
3878.76,765000,153,42.0235,-5707.60498046875,3825.29,17.4491,153
3732.24,770000,154,41.6217,-5651.97998046875,3984.92,16.9582,154
4038.72,775000,155,41.1518,-5776.89501953125,4003.99,17.1949,155
3898.35,780000,156,41.726,-5872.68798828125,3896.34,16.6586,156
3943.36,785000,157,41.6992,-5860.515625,3872.99,17.1792,157
3930.83,790000,158,41.5414,-5983.90966796875,3927.67,16.6879,158
3858.33,795000,159,41.6006,-6105.02783203125,3589.0,17.1847,159
3831.37,800000,160,41.0073,-5834.81884765625,3708.62,17.1581,160
4045.27,805000,161,41.2822,-6119.0146484375,4050.97,16.905,161
3916.57,810000,162,41.6593,-6023.32861328125,3961.98,17.3264,162
3556.65,815000,163,41.5047,-6648.41796875,3748.1,15.0577,163
3931.58,820000,164,41.7495,-6323.5908203125,3901.84,17.0607,164
3814.81,825000,165,41.2817,-6369.39404296875,4063.29,15.8051,165
3854.08,830000,166,41.3886,-6596.23046875,3655.23,15.6134,166
3834.61,835000,167,41.7853,-6237.43359375,3875.93,17.2048,167
4001.04,840000,168,41.3588,-6173.3564453125,4007.92,15.9451,168
3991.05,845000,169,41.505,-6420.88671875,3972.21,16.3669,169
1641.03,850000,170,41.0931,-6626.48876953125,3797.9,15.6192,170
4050.11,855000,171,41.7108,-6646.4521484375,4012.83,16.82,171
3769.15,860000,172,41.0193,-6655.3798828125,3979.45,17.1285,172
4178.65,865000,173,41.2093,-6569.71044921875,4095.93,16.7268,173
3550.45,870000,174,41.0845,-6563.19091796875,4050.02,16.9014,174
3698.97,875000,175,40.8719,-7070.53662109375,3422.16,15.2949,175
4074.46,880000,176,41.3367,-6587.90283203125,3877.18,17.176,176
4145.92,885000,177,41.2798,-6570.5302734375,4084.56,16.3926,177
4105.53,890000,178,40.8896,-6859.35791015625,4027.53,16.6905,178
4095.38,895000,179,41.5358,-6913.591796875,4052.65,17.0198,179
4049.71,900000,180,41.0776,-6614.1240234375,4024.94,16.5994,180
4090.22,905000,181,41.3116,-7193.84326171875,4061.77,15.5253,181
4130.9,910000,182,41.2332,-6875.35107421875,4100.11,16.6817,182
4077.99,915000,183,41.0961,-6897.69677734375,3928.68,17.104,183
3946.05,920000,184,40.859,-7068.0634765625,4101.85,17.1444,184
3747.44,925000,185,40.6823,-6881.55419921875,4159.6,17.1107,185
4160.05,930000,186,41.0614,-7054.87255859375,4066.19,16.6393,186
4229.97,935000,187,40.6786,-7098.96728515625,4007.41,16.3249,187
4172.46,940000,188,41.0479,-7313.88916015625,4135.89,17.0247,188
3825.35,945000,189,40.5334,-7040.1845703125,4042.29,15.7726,189
4165.42,950000,190,41.3221,-7259.763671875,4119.9,16.6361,190
3863.89,955000,191,40.7254,-7292.53271484375,3992.08,16.1839,191
4120.6,960000,192,41.5002,-7303.17041015625,4140.31,16.3132,192
4131.4,965000,193,41.2597,-7730.88818359375,4105.81,15.9018,193
4228.1,970000,194,40.9082,-7236.75439453125,4142.93,17.2577,194
4152.18,975000,195,40.8428,-7406.5380859375,4115.64,15.7915,195
4197.47,980000,196,40.7132,-7230.134765625,4029.32,17.4877,196
4148.47,985000,197,40.6251,-7425.037109375,4123.28,15.0422,197
4165.22,990000,198,41.1305,-7629.91015625,4136.54,15.3516,198
4262.25,995000,199,40.6846,-7506.1298828125,4168.66,16.6215,199
4003.24,1000000,200,40.203,-7466.2919921875,3955.62,15.14,200
4184.81,1005000,201,40.931,-7620.66064453125,4206.86,16.2486,201
4271.65,1010000,202,40.064,-7642.63720703125,4232.13,15.72,202
4283.48,1015000,203,40.7777,-7892.72509765625,4197.57,16.1441,203
4312.86,1020000,204,40.5774,-7772.42333984375,4030.81,16.4218,204
4299.9,1025000,205,40.9407,-7790.927734375,4244.12,16.4078,205
4289.69,1030000,206,40.3766,-7540.814453125,4260.64,16.725,206
4311.68,1035000,207,40.3415,-7611.9658203125,4217.95,15.8537,207
4314.98,1040000,208,40.1525,-7754.8779296875,4217.47,16.1944,208
4308.04,1045000,209,40.66,-7854.80712890625,4077.22,16.1193,209
4280.11,1050000,210,40.0618,-7729.787109375,4236.77,16.0585,210
4308.32,1055000,211,39.8352,-7770.8154296875,4093.73,15.8983,211
4297.94,1060000,212,39.8188,-7647.8837890625,4291.94,15.9147,212
4388.32,1065000,213,40.0002,-7926.099609375,4314.48,16.0067,213
3880.56,1070000,214,39.7984,-7639.0869140625,4306.05,16.2657,214
3129.05,1075000,215,40.3249,-8591.708984375,3926.13,15.267,215
4407.12,1080000,216,40.0763,-8004.50146484375,4241.62,15.7827,216
4377.46,1085000,217,40.0558,-8328.9169921875,4110.38,15.9711,217
4023.05,1090000,218,40.1705,-8670.7197265625,4294.52,15.4926,218
4344.2,1095000,219,40.0897,-8279.91015625,4104.27,16.0358,219
4375.35,1100000,220,40.1418,-8025.97021484375,4148.02,16.2765,220
4323.35,1105000,221,40.6223,-8630.6953125,4252.93,15.4639,221
4444.46,1110000,222,40.0888,-8377.4609375,4316.99,16.3318,222
4389.97,1115000,223,40.0267,-8476.7001953125,3881.79,16.3734,223
4403.55,1120000,224,40.3035,-8570.650390625,3905.22,16.3758,224
4397.41,1125000,225,40.0197,-8516.984375,4258.08,16.3966,225
4491.43,1130000,226,41.1501,-9796.6826171875,3669.09,14.0514,226
4440.62,1135000,227,40.1323,-8490.8818359375,3930.57,16.3814,227
4448.83,1140000,228,39.8797,-9149.076171875,4116.9,15.8243,228
4536.87,1145000,229,41.5277,-11104.9658203125,2856.77,12.778,229
4410.81,1150000,230,40.6747,-8860.40234375,3854.76,15.3763,230
4475.72,1155000,231,39.8382,-8788.2275390625,4123.97,15.9691,231
4442.75,1160000,232,39.8656,-9021.90234375,4143.16,15.7929,232
4006.24,1165000,233,40.2389,-9265.71484375,4171.99,15.4655,233
4487.44,1170000,234,40.1787,-9382.91796875,4132.64,15.28,234
4450.71,1175000,235,40.252,-10150.037109375,3279.65,14.3436,235
4480.97,1180000,236,40.1298,-9056.130859375,4339.25,16.8457,236
4530.37,1185000,237,40.3624,-10758.9638671875,3340.13,13.9684,237
4473.2,1190000,238,39.4726,-9123.359375,4348.67,16.1014,238
4530.0,1195000,239,39.9534,-9170.0361328125,4289.32,15.8998,239
4601.92,1200000,240,39.7142,-9689.537109375,4040.92,14.5641,240
4476.96,1205000,241,40.1677,-9436.74609375,4123.68,15.3704,241
4331.03,1210000,242,39.6541,-9236.7744140625,4194.96,15.9824,242
4329.42,1215000,243,39.9475,-9905.6982421875,3738.04,14.8729,243
4479.06,1220000,244,40.39,-10267.7822265625,3732.9,13.5751,244
4485.04,1225000,245,39.9719,-9793.1142578125,3709.85,14.7077,245
4498.54,1230000,246,40.142,-10028.65625,3827.23,15.2881,246
4493.95,1235000,247,40.7185,-10946.77734375,3755.03,13.8105,247
4523.19,1240000,248,39.8189,-9531.927734375,4141.54,16.2248,248
4456.04,1245000,249,40.7176,-11989.9189453125,3207.55,16.6759,249
4523.34,1250000,250,39.6033,-9527.748046875,4228.83,16.0038,250
4517.16,1255000,251,41.233,-11879.4560546875,3081.49,13.595,251
4508.81,1260000,252,40.2225,-10185.0419921875,4069.32,15.8927,252
4510.83,1265000,253,40.5142,-10798.1474609375,3369.16,14.0789,253
4541.06,1270000,254,39.9362,-10342.9521484375,4159.94,15.2034,254
4403.99,1275000,255,39.7842,-10304.2431640625,4031.39,15.2782,255
4171.66,1280000,256,40.0607,-10734.8310546875,3451.82,14.392,256
4467.99,1285000,257,40.014,-10820.2685546875,3611.45,14.2351,257
4277.92,1290000,258,39.9681,-10577.6435546875,3871.6,15.2136,258
4485.77,1295000,259,39.5636,-10413.9345703125,4147.5,14.8389,259
4479.8,1300000,260,39.7953,-10599.53515625,4232.99,15.5524,260
4383.09,1305000,261,39.8678,-10361.361328125,4066.37,16.4417,261
4435.67,1310000,262,39.96,-10746.4150390625,4332.22,16.7635,262
4464.98,1315000,263,40.2015,-10936.0185546875,4383.53,17.1087,263
4479.84,1320000,264,40.2815,-10659.4072265625,4137.16,16.7937,264
4538.32,1325000,265,39.9586,-10769.3017578125,4195.64,16.9855,265
4504.1,1330000,266,40.0908,-10406.6884765625,4379.76,16.7708,266
4577.55,1335000,267,40.2333,-10945.5029296875,4402.63,17.1422,267
4540.03,1340000,268,39.9906,-11648.970703125,3971.93,15.6185,268
4332.66,1345000,269,40.2883,-12037.5673828125,3305.98,15.1335,269
4529.23,1350000,270,39.8014,-11395.52734375,4147.64,15.5443,270
4599.63,1355000,271,39.9182,-11204.46875,3926.98,17.054,271
4553.65,1360000,272,40.0349,-11384.34375,4003.22,16.4034,272
4491.17,1365000,273,40.3279,-11244.142578125,4387.4,16.4114,273
4546.08,1370000,274,39.8491,-11921.1826171875,4403.93,15.1408,274
4574.11,1375000,275,40.3625,-11683.8115234375,3970.98,15.7317,275
4529.2,1380000,276,40.2329,-11790.80859375,4421.68,16.5071,276
4579.88,1385000,277,39.9957,-11804.8359375,4103.74,15.9268,277
4575.55,1390000,278,40.1299,-12268.3603515625,3990.8,15.3688,278
4554.98,1395000,279,40.1914,-12026.857421875,4281.46,15.69,279
4558.39,1400000,280,39.8114,-12049.861328125,4255.05,16.0395,280
4594.52,1405000,281,39.9359,-11919.255859375,4332.84,16.1718,281
4598.79,1410000,282,39.2771,-11790.361328125,4418.43,16.3555,282
4619.56,1415000,283,39.8973,-12367.978515625,4025.22,16.3289,283
4602.6,1420000,284,39.7265,-11972.0654296875,4455.51,16.4194,284
4580.53,1425000,285,39.5989,-12331.037109375,4069.17,15.6874,285
4587.74,1430000,286,39.288,-11692.8828125,4151.49,16.0207,286
4543.36,1435000,287,39.9006,-12203.4296875,4397.95,16.107,287
4559.72,1440000,288,39.6308,-11763.12890625,4368.57,16.1311,288
4607.65,1445000,289,39.373,-12387.4189453125,4447.2,16.2289,289
4572.95,1450000,290,40.3248,-13408.005859375,3605.68,14.7705,290
4547.94,1455000,291,39.9991,-12578.3671875,4429.83,15.879,291
4560.5,1460000,292,40.4889,-13147.080078125,4395.45,15.5936,292
4535.37,1465000,293,39.8103,-12937.8369140625,4421.63,16.2365,293
4642.4,1470000,294,39.6238,-12811.16796875,4333.25,16.3444,294
4607.69,1475000,295,39.0824,-12415.498046875,4458.61,16.1764,295
4551.98,1480000,296,39.9153,-13384.9150390625,4455.39,15.9026,296
4532.96,1485000,297,39.89,-13044.720703125,4411.68,16.4344,297
4619.32,1490000,298,39.4659,-12704.412109375,4493.07,16.0021,298
4481.89,1495000,299,39.6601,-13472.541015625,4428.7,16.5011,299
4553.99,1500000,300,39.6501,-12950.095703125,4291.87,16.273,300
4464.08,1505000,301,39.6141,-13132.451171875,4270.44,16.4477,301
4508.4,1510000,302,39.9496,-13198.6298828125,4408.31,16.2759,302
4497.13,1515000,303,39.0975,-13141.693359375,4189.34,16.3839,303
4605.37,1520000,304,39.4678,-13247.5341796875,4479.75,16.4727,304
4614.11,1525000,305,39.5224,-13620.9892578125,4364.03,15.9389,305
4561.12,1530000,306,40.0549,-14256.2431640625,3983.34,15.314,306
4507.49,1535000,307,39.3624,-13572.5615234375,4413.78,16.4902,307
4534.08,1540000,308,39.4333,-13856.6689453125,4299.22,15.7191,308
4715.31,1545000,309,39.8188,-14087.453125,4119.31,16.6337,309
4524.3,1550000,310,39.8296,-14031.80078125,4247.07,17.7854,310
4434.87,1555000,311,40.1557,-14574.3212890625,4062.85,16.4144,311
4512.06,1560000,312,39.2777,-14029.5888671875,4442.5,16.6446,312
4453.46,1565000,313,39.6413,-14411.9521484375,4169.03,16.5826,313
4546.03,1570000,314,40.5746,-15447.1650390625,4016.27,16.3127,314
4441.23,1575000,315,39.8739,-14816.3095703125,4207.4,15.4288,315
4473.14,1580000,316,39.685,-14750.1669921875,4239.3,16.1815,316
4624.92,1585000,317,39.3452,-14182.6513671875,4273.63,17.0041,317
4497.3,1590000,318,39.4954,-14208.4619140625,4180.42,16.3516,318
4448.86,1595000,319,39.5129,-14970.458984375,4246.76,15.5944,319
4473.32,1600000,320,39.5831,-14952.5185546875,3779.31,15.1836,320
4565.37,1605000,321,39.2492,-15321.2001953125,4232.99,15.2297,321
4427.91,1610000,322,39.6246,-14716.982421875,4419.88,16.8688,322
4525.37,1615000,323,39.1207,-14493.3359375,4462.97,16.7396,323
4525.83,1620000,324,39.0949,-14699.5048828125,3976.7,16.4069,324
4543.56,1625000,325,39.2048,-14829.3251953125,4447.16,16.5449,325
4436.74,1630000,326,39.2421,-15124.736328125,4186.65,16.2417,326
4522.48,1635000,327,38.9338,-14413.2978515625,4252.55,16.174,327
4506.74,1640000,328,38.9102,-14221.3173828125,4012.19,16.3516,328
4358.57,1645000,329,39.1088,-15372.3779296875,4325.27,15.8973,329
4315.52,1650000,330,39.4746,-15916.30859375,3964.78,15.2333,330
4389.3,1655000,331,39.5225,-15547.7890625,4150.08,16.1493,331
4463.43,1660000,332,39.1063,-16049.71484375,4387.33,16.2055,332
4394.78,1665000,333,39.2621,-16300.0263671875,4131.21,15.8405,333
4469.14,1670000,334,38.9925,-15585.4150390625,4412.61,16.0749,334
4368.2,1675000,335,39.6677,-16131.3798828125,4356.01,15.9169,335
4535.7,1680000,336,38.8214,-15598.06640625,4501.48,15.8105,336
4358.3,1685000,337,39.2283,-16165.8369140625,4369.8,15.8403,337
4485.28,1690000,338,38.8102,-15818.0087890625,4361.66,15.3986,338
4364.51,1695000,339,39.3006,-15973.546875,4367.16,15.8865,339
4329.73,1700000,340,39.3888,-16062.8134765625,4365.9,15.5656,340
4471.99,1705000,341,39.1137,-16162.5029296875,4392.75,15.4726,341
4529.38,1710000,342,38.6687,-16103.4677734375,4429.83,15.6832,342
4553.23,1715000,343,38.4366,-15768.0751953125,4472.13,15.7336,343
4609.4,1720000,344,38.1646,-15780.810546875,4489.88,15.2643,344
4528.87,1725000,345,39.2361,-17013.47265625,4226.26,15.7833,345
4547.01,1730000,346,38.2121,-16089.8798828125,4084.7,15.9977,346
4695.86,1735000,347,38.1712,-15780.5966796875,4127.97,14.8375,347
4659.98,1740000,348,38.6217,-16330.677734375,4263.65,15.4653,348
4639.25,1745000,349,38.859,-16540.86328125,4515.01,15.5649,349
4673.28,1750000,350,39.3002,-18166.056640625,4382.6,14.2672,350
4586.36,1755000,351,38.4942,-16010.97265625,4496.94,15.1718,351
4536.11,1760000,352,38.599,-17109.349609375,4107.45,14.4686,352
4662.36,1765000,353,38.6456,-17239.515625,4346.94,14.4248,353
4502.75,1770000,354,38.9505,-16749.091796875,4485.39,16.523,354
-3.2,1775000,355,53.2386,-29206.611328125,-0.29,20.1216,355
447.42,1780000,356,48.165,-23522.05078125,500.54,38.8216,356
48.79,1785000,357,52.5869,-22559.189453125,136.1,39.9044,357
398.86,1790000,358,48.8109,-19447.421875,394.27,43.0077,358
392.95,1795000,359,49.0494,-24572.009765625,395.9,23.8425,359
391.16,1800000,360,50.1882,-20713.306640625,506.7,26.9328,360
2726.34,1805000,361,45.2823,-23370.9140625,3070.76,23.3529,361
3117.83,1810000,362,44.0658,-22555.888671875,2997.7,19.5299,362
3312.37,1815000,363,42.9028,-20633.970703125,2844.19,30.6148,363
3887.03,1820000,364,42.9521,-21235.072265625,3792.36,20.1554,364
4236.42,1825000,365,41.7824,-19569.62109375,3641.07,19.571,365
2117.91,1830000,366,43.0039,-20516.408203125,1802.14,30.7012,366
2256.91,1835000,367,42.0696,-22692.328125,2399.96,15.9965,367
3147.84,1840000,368,42.8642,-22892.36328125,2799.24,17.9445,368
979.02,1845000,369,45.1133,-21988.69140625,1269.9,32.1115,369
3794.97,1850000,370,43.9698,-22114.357421875,2989.03,24.6058,370
3655.09,1855000,371,44.5049,-23464.486328125,3308.1,20.4548,371
4312.03,1860000,372,42.1436,-20329.904296875,4226.06,20.7827,372
4104.55,1865000,373,42.9891,-22176.8359375,4027.13,21.0208,373
4207.54,1870000,374,41.6233,-21176.9765625,4199.97,20.4844,374
4315.11,1875000,375,41.2784,-20897.666015625,4277.64,20.0856,375
4253.23,1880000,376,41.4242,-20260.9453125,4238.8,19.2677,376
4278.83,1885000,377,40.7684,-20657.279296875,4054.46,18.5446,377
4262.38,1890000,378,40.6708,-21337.447265625,4002.4,17.9185,378
4294.59,1895000,379,40.4924,-20848.19921875,4193.35,17.348,379
4293.96,1900000,380,40.5251,-21230.94921875,4317.93,18.0227,380
4417.02,1905000,381,40.0317,-20319.62890625,4049.72,16.7962,381
4418.6,1910000,382,40.0511,-21318.3203125,3730.32,15.5334,382
4346.65,1915000,383,40.1251,-20880.337890625,4029.52,16.8347,383
4199.03,1920000,384,39.9579,-20859.61328125,4389.49,17.1431,384
4409.33,1925000,385,39.7867,-21051.9609375,4134.31,16.6416,385
4492.92,1930000,386,40.2873,-21427.189453125,3689.91,16.2062,386
