Reward Loss,Itration,Running Reverse KL,Running Env Steps,Real Det Return,Running Update Time,Running Forward KL,Real Sto Return
-56851.26171875,129,152.1372,645000,2717.15,129,302.4892,3982.61
-50192.578125,130,89.9463,650000,2666.04,130,285.2916,4245.88
-52548.30078125,131,90.5733,655000,3112.0,131,285.8028,4797.6
-53498.55859375,132,94.4634,660000,3040.26,132,287.8838,4864.59
-52848.31640625,133,82.2188,665000,2694.51,133,282.7246,4615.53
-59319.89453125,134,157.8118,670000,3188.16,134,299.8169,4477.37
-51817.046875,135,71.7284,675000,4773.8,135,281.5727,5059.31
-62645.4921875,136,166.5127,680000,1576.5,136,311.3612,3458.83
-53967.46875,137,72.2885,685000,4898.01,137,284.7927,4317.24
-55157.203125,138,72.0282,690000,5147.06,138,285.2538,4885.95
-55176.97265625,139,66.5638,695000,4922.26,139,283.085,4603.46
-56349.4453125,140,76.5469,700000,4034.06,140,284.3261,4862.88
-56791.1796875,141,74.2325,705000,4680.61,141,287.9825,4819.08
-65512.3828125,142,196.7835,710000,2198.12,142,312.9501,3512.18
-57262.67578125,143,69.633,715000,5073.78,143,287.2459,4853.55
-54894.1875,144,60.3102,720000,4741.7,144,276.7729,4702.32
-59613.8515625,145,73.4691,725000,3811.45,145,285.227,4754.66
-56914.5234375,146,77.0273,730000,4779.84,146,270.2497,4739.06
-60896.359375,147,118.0691,735000,3154.29,147,285.6978,4678.38
-65496.765625,148,140.0788,740000,1939.7,148,304.1027,3902.21
-56983.27734375,149,62.6764,745000,4350.2,149,275.7899,4277.99
-61142.91015625,150,77.0899,750000,4313.38,150,280.3604,4642.44
-56482.70703125,151,60.4522,755000,2940.62,151,273.7426,4752.58
-59486.84375,152,72.2442,760000,4063.7,152,281.2104,5046.46
-61461.30078125,153,67.514,765000,2956.18,153,278.9271,4860.01
-59314.47265625,154,63.4181,770000,4504.47,154,276.3235,4626.89
-63264.4375,155,99.686,775000,2438.51,155,282.1983,3966.41
-61267.1953125,156,58.8398,780000,3108.05,156,274.2876,4920.71
-68097.8203125,157,131.1904,785000,2430.59,157,297.0337,3653.59
-64255.546875,158,85.9522,790000,2431.43,158,284.224,4903.28
-60654.88671875,159,69.4487,795000,4139.13,159,280.3791,4861.34
-67368.9765625,160,127.3998,800000,1330.25,160,292.0627,3707.85
-61650.7890625,161,61.7589,805000,3920.94,161,274.9284,4833.03
-63606.1953125,162,72.66,810000,4722.44,162,276.777,4728.37
-60377.7734375,163,59.5838,815000,3892.69,163,267.1015,4855.52
-61360.57421875,164,68.3281,820000,5190.39,164,272.1488,4507.37
-61324.0234375,165,55.2759,825000,4691.32,165,270.484,4706.27
-63808.28515625,166,72.8837,830000,5200.97,166,275.1341,4878.21
-60926.41015625,167,65.9313,835000,4103.26,167,267.1477,5047.8
-63825.140625,168,62.0847,840000,5204.27,168,272.0228,5083.02
-64057.49609375,169,63.4217,845000,4744.29,169,273.8692,4926.12
-65225.98046875,170,61.886,850000,2992.51,170,274.718,4832.94
-61029.796875,171,55.9326,855000,4546.48,171,268.223,4990.83
-64947.6015625,172,61.5444,860000,3882.56,172,271.6344,4647.88
-66848.9453125,173,77.6876,865000,4976.42,173,278.3919,5094.46
-68290.3828125,174,85.5215,870000,5220.29,174,280.8635,4889.45
-66200.46875,175,73.6089,875000,3845.09,175,272.8466,4844.19
-67324.171875,176,77.7405,880000,3651.86,176,278.1483,4700.21
-64329.11328125,177,65.8072,885000,4356.02,177,272.8979,4776.67
-63879.5859375,178,61.959,890000,3164.83,178,266.3017,5028.95
-66044.2578125,179,60.2456,895000,4793.94,179,273.5902,5071.64
-67401.875,180,61.6867,900000,3835.35,180,276.25,4714.49
-63289.34765625,181,51.6269,905000,4540.16,181,260.1534,5107.67
-64407.6953125,182,66.7826,910000,3698.12,182,270.5308,5043.66
-64925.87890625,183,59.4899,915000,3620.58,183,268.0132,5021.11
-66586.9296875,184,59.871,920000,4539.33,184,271.193,5025.03
-70058.46875,185,68.1826,925000,4256.67,185,279.4259,4788.86
-67411.171875,186,54.5493,930000,3176.63,186,269.1638,4856.73
-68671.9765625,187,64.9938,935000,4385.75,187,268.4962,4896.45
-66409.1875,188,52.9528,940000,4780.13,188,263.703,4820.31
-69350.09375,189,60.3722,945000,4996.5,189,266.2071,4508.77
-68948.71875,190,65.3508,950000,3702.17,190,266.7787,5124.2
-66606.53125,191,61.7788,955000,4355.53,191,268.0251,4725.96
-72182.9375,192,70.7254,960000,3023.22,192,276.7676,4758.27
-71091.84375,193,65.6355,965000,3971.53,193,273.6122,4871.31
-68376.5078125,194,61.2896,970000,4417.5,194,266.6637,4988.77
-71434.3359375,195,61.9293,975000,2619.21,195,276.6255,4704.81
-71893.453125,196,61.6113,980000,2521.54,196,278.6584,4179.01
-73207.3203125,197,77.698,985000,2210.94,197,271.3314,4632.98
-71129.375,198,63.5451,990000,2829.03,198,273.7156,4867.41
-71185.46875,199,58.3535,995000,3967.16,199,272.1975,4675.73
-71014.6484375,200,54.9644,1000000,4525.03,200,267.9451,5043.19
-70777.9765625,201,54.792,1005000,3152.22,201,266.6156,4928.91
-71237.21875,202,56.3749,1010000,4343.97,202,266.3062,5096.48
-72678.890625,203,56.8027,1015000,5000.91,203,268.9264,4918.93
-72347.578125,204,56.5018,1020000,4546.2,204,265.5971,5016.31
-72804.6484375,205,57.3774,1025000,4264.39,205,266.9117,4896.73
-71631.9453125,206,62.2935,1030000,4338.89,206,267.869,4759.18
-73032.3671875,207,53.4971,1035000,4162.29,207,266.6861,4555.04
-73523.390625,208,90.8778,1040000,4349.05,208,271.8319,4701.97
-73892.109375,209,77.0049,1045000,4809.53,209,265.6894,4151.38
-74710.9375,210,75.0021,1050000,5030.65,210,270.8544,4245.75
-75166.75,211,59.8619,1055000,4797.56,211,273.9586,4886.72
-76410.046875,212,89.0159,1060000,4981.11,212,276.7248,4498.4
-74210.4140625,213,60.2644,1065000,5024.55,213,272.2723,5019.54
-73815.0,214,52.8875,1070000,5057.47,214,266.049,5099.35
-75572.015625,215,61.3631,1075000,5141.44,215,275.1076,5094.84
-74698.6171875,216,70.1796,1080000,5201.2,216,267.9749,5160.72
-76686.765625,217,64.1476,1085000,5203.67,217,275.6433,5111.31
-77343.1953125,218,64.653,1090000,4984.2,218,274.7387,5124.84
-78285.3046875,219,68.2807,1095000,5162.73,219,278.2586,5091.55
-77896.1328125,220,66.6354,1100000,4969.08,220,276.1151,5136.47
-78079.1796875,221,68.4099,1105000,5188.11,221,276.5628,4530.03
-79443.46875,222,73.5598,1110000,5067.47,222,282.1342,5087.12
-79282.1875,223,72.0807,1115000,4336.79,223,279.5948,4635.18
-79387.6640625,224,68.5635,1120000,4771.01,224,286.8458,4567.71
-81006.9609375,225,78.2432,1125000,3796.67,225,282.2484,5050.12
-81074.234375,226,76.2026,1130000,2762.65,226,282.6743,4911.23
-81689.0703125,227,80.0625,1135000,2514.31,227,282.32,4750.97
-83463.078125,228,79.5272,1140000,1966.97,228,287.1941,4747.76
-82773.6953125,229,86.8272,1145000,948.15,229,287.7308,4282.34
-83352.7890625,230,94.8464,1150000,2209.76,230,288.9759,4087.56
-83344.5078125,231,101.8165,1155000,3096.21,231,287.2068,4137.73
-83715.6328125,232,80.7858,1160000,2675.65,232,291.1299,3581.76
-83273.8828125,233,84.0031,1165000,4491.83,233,278.9336,3513.6
-83411.9140625,234,167.4762,1170000,1703.47,234,310.1494,3197.05
-84199.4921875,235,154.2949,1175000,2161.64,235,314.6176,2142.26
-83877.40625,236,135.8375,1180000,3799.77,236,307.0905,3451.94
-85093.46875,237,160.405,1185000,811.38,237,316.8045,3218.04
-83647.6953125,238,106.7646,1190000,3728.09,238,294.4819,4163.54
-84390.1015625,239,94.6292,1195000,2843.01,239,278.8577,4138.1
-83297.78125,240,201.6592,1200000,3311.46,240,325.4234,3327.88
-76764.96875,241,66.3999,1205000,4689.3,241,272.0548,4346.3
-82407.1796875,242,72.507,1210000,5126.8,242,283.1159,4903.17
-76921.4140625,243,91.2568,1215000,3228.72,243,276.3302,3562.94
-70714.3125,244,112.3576,1220000,4094.49,244,283.5547,4411.85
-81807.5625,245,103.2094,1225000,3800.37,245,297.5865,4625.36
-86429.6875,246,134.5116,1230000,4514.48,246,310.388,3682.71
-82418.703125,247,152.3503,1235000,4109.21,247,311.5697,2338.0
-86434.390625,248,178.964,1240000,5107.33,248,313.9131,3078.18
-86855.3046875,249,90.4882,1245000,4718.92,249,302.9923,4427.19
-87459.1484375,250,193.936,1250000,1584.12,250,337.4571,2236.45
-87964.3125,251,204.0224,1255000,1038.61,251,349.1117,2434.94
-87315.5703125,252,265.1829,1260000,1038.46,252,384.1324,990.99
-88272.1015625,253,338.3268,1265000,280.07,253,445.9731,823.97
-79625.71875,254,175.9525,1270000,1484.84,254,323.1365,2180.36
-79941.8515625,255,236.4796,1275000,1129.12,255,342.194,2408.62
-81647.765625,256,322.1606,1280000,1359.28,256,366.7343,904.74
-79344.046875,257,263.7721,1285000,3364.74,257,331.4682,2911.15
-78230.2421875,258,334.342,1290000,1141.49,258,342.118,1354.75
-78931.6953125,259,164.8725,1295000,3084.16,259,312.395,3020.79
-77092.78125,260,194.4098,1300000,2595.46,260,326.2674,2756.65
-78886.578125,261,183.56,1305000,4171.86,261,332.7341,2808.82
-77575.8984375,262,94.7883,1310000,2917.97,262,279.3266,3814.34
-77821.296875,263,207.9891,1315000,4354.14,263,311.6647,3427.97
-73540.1015625,264,223.3181,1320000,978.07,264,333.2711,1053.95
-74199.2890625,265,225.4963,1325000,4037.06,265,299.3603,3674.46
-74791.3203125,266,211.8284,1330000,3552.66,266,319.6448,3008.08
-78790.3359375,267,162.3143,1335000,3198.99,267,315.3745,2814.15
-73567.1015625,268,257.1295,1340000,1963.55,268,346.8303,1910.83
-83634.296875,269,185.2785,1345000,4325.86,269,336.5616,4224.42
-74689.1171875,270,294.0967,1350000,1786.05,270,354.6536,1096.27
-74935.28125,271,318.1638,1355000,2371.33,271,366.3179,1458.06
-78627.671875,272,234.15,1360000,2293.15,272,342.6975,1891.43
-80601.8125,273,210.1308,1365000,1653.97,273,340.5332,1720.14
-69758.5390625,274,313.7217,1370000,650.82,274,402.082,779.13
-66326.0625,275,535.5896,1375000,1431.69,275,386.5454,1686.91
-72651.2578125,276,353.1784,1380000,2517.36,276,359.1389,1880.24
-69429.4765625,277,456.9784,1385000,1077.55,277,384.7199,1540.07
-74405.375,278,325.855,1390000,792.06,278,393.5839,1321.5
-73880.2734375,279,292.7237,1395000,1535.02,279,378.3232,1807.47
-64746.34375,280,782.4741,1400000,876.11,280,433.824,1064.5
-74081.3828125,281,296.8089,1405000,2170.14,281,378.5953,1508.04
-70185.5078125,282,283.8454,1410000,1022.82,282,394.8266,1279.58
-73085.4140625,283,369.1955,1415000,1433.49,283,368.1874,1442.35
-77375.984375,284,272.3319,1420000,1471.05,284,371.2214,1584.35
-68845.109375,285,400.9492,1425000,1267.83,285,386.261,1686.45
-68389.46875,286,489.6997,1430000,837.48,286,416.9993,916.1
-69789.078125,287,354.1098,1435000,538.2,287,423.1668,599.03
-73494.0,288,664.6049,1440000,797.93,288,409.3603,970.65
-66369.3515625,289,403.4137,1445000,354.51,289,457.7336,344.75
-74468.171875,290,620.2169,1450000,205.43,290,511.7127,218.5
-77734.265625,291,663.3171,1455000,220.56,291,470.5945,255.87
-71001.8671875,292,373.8097,1460000,175.75,292,470.8601,244.03
-76525.7578125,293,437.4685,1465000,207.25,293,532.4824,222.11
-71153.46875,294,467.7569,1470000,256.65,294,542.4745,251.93
-79935.2421875,295,722.806,1475000,242.87,295,488.8659,246.68
-80531.5703125,296,505.2899,1480000,188.89,296,513.7898,169.36
-83066.78125,297,601.8374,1485000,112.28,297,592.3506,111.76
-79835.7421875,298,469.104,1490000,56.78,298,599.1619,55.73
-94587.3359375,299,1680.619,1495000,57.26,299,697.6036,58.6
-79661.921875,300,900.384,1500000,57.59,300,778.9922,58.65
-95860.3046875,301,1285.3562,1505000,52.1,301,731.8476,52.77
-87592.1171875,302,690.3623,1510000,51.63,302,674.995,55.31
-87542.1328125,303,571.2571,1515000,51.23,303,674.2028,54.59
-85658.15625,304,563.3626,1520000,58.15,304,666.2108,56.98
-83122.1328125,305,432.0687,1525000,55.62,305,607.4085,55.74
-87460.609375,306,731.2839,1530000,57.52,306,648.0135,58.45
-92874.9609375,307,763.5133,1535000,60.3,307,678.871,60.19
-96445.15625,308,1488.9848,1540000,63.31,308,747.8285,62.8
-90455.1328125,309,770.1949,1545000,63.53,309,637.2013,63.51
-89144.34375,310,486.7278,1550000,62.89,310,636.6467,63.43
-87789.625,311,384.5706,1555000,161.14,311,543.605,112.33
-87473.1171875,312,504.2613,1560000,296.72,312,531.7923,289.68
-87221.71875,313,513.1221,1565000,239.21,313,523.5382,236.37
-88538.0625,314,570.6748,1570000,318.87,314,528.6862,321.64
-84972.65625,315,484.9311,1575000,344.57,315,514.2771,339.48
-81277.5078125,316,447.7827,1580000,334.76,316,509.4413,343.07
-81082.1484375,317,378.1494,1585000,496.66,317,484.4294,492.83
-85786.484375,318,417.1585,1590000,359.93,318,470.6269,349.37
-86809.796875,319,617.487,1595000,317.59,319,478.7648,273.43
-84769.34375,320,458.9632,1600000,348.61,320,482.5604,282.98
-89005.109375,321,820.6272,1605000,319.18,321,485.6035,364.28
-91418.703125,322,1071.88,1610000,65.72,322,601.4284,71.06
-91995.375,323,937.9704,1615000,110.14,323,615.1953,110.05
-85898.6015625,324,490.8437,1620000,216.15,324,513.3094,197.87
-86051.15625,325,422.314,1625000,173.07,325,598.0232,174.75
-89942.015625,326,469.1843,1630000,61.22,326,610.6961,62.08
-89747.7109375,327,560.371,1635000,60.93,327,660.0849,61.56
-83766.1484375,328,450.5623,1640000,67.88,328,580.5864,69.81
-90073.046875,329,528.3148,1645000,63.29,329,613.6383,64.6
-88887.84375,330,431.288,1650000,64.56,330,598.1233,64.52
-89461.953125,331,436.5367,1655000,144.39,331,541.0726,210.87
-87045.71875,332,465.5477,1660000,240.67,332,495.3525,233.96
-85609.6953125,333,489.6988,1665000,210.48,333,518.4188,210.82
-85152.484375,334,505.4302,1670000,201.44,334,523.5984,203.79
-84015.2265625,335,470.5423,1675000,168.04,335,534.6033,166.84
-88358.453125,336,679.4278,1680000,182.52,336,522.6528,155.33
-87755.6171875,337,530.523,1685000,192.81,337,526.1688,179.66
-92505.234375,338,2291.1656,1690000,172.74,338,565.3476,156.18
-85890.4296875,339,601.6725,1695000,174.35,339,523.0901,217.74
-87306.4765625,340,626.7507,1700000,200.15,340,549.3262,192.41
-89086.671875,341,490.8778,1705000,234.24,341,556.323,205.07
-90028.4296875,342,520.0096,1710000,213.09,342,526.1689,227.52
-93786.140625,343,992.2364,1715000,264.2,343,510.949,295.11
-90294.0,344,523.3545,1720000,208.28,344,544.8902,204.71
-92823.5625,345,489.5711,1725000,187.94,345,582.1825,197.51
-95540.90625,346,861.6213,1730000,151.37,346,580.0917,150.05
-92390.328125,347,450.5806,1735000,257.87,347,516.587,254.6
-92594.6171875,348,789.7653,1740000,230.79,348,515.0575,283.99
-91309.546875,349,430.5821,1745000,258.67,349,529.7082,261.88
-93588.7421875,350,743.8022,1750000,164.0,350,537.7112,226.52
-94372.25,351,869.0277,1755000,147.4,351,530.5195,171.68
-93738.4609375,352,710.9118,1760000,205.63,352,522.8629,171.51
-95826.9140625,353,557.4968,1765000,154.11,353,526.189,179.98
-94295.6640625,354,491.227,1770000,131.13,354,580.7537,117.85
-95266.046875,355,560.9385,1775000,207.04,355,559.6799,208.68
-92754.7890625,356,397.9441,1780000,209.63,356,524.5139,237.23
-94057.9453125,357,481.9147,1785000,277.74,357,516.1905,249.27
-93887.46875,358,408.8547,1790000,196.1,358,546.9107,199.68
-94022.8984375,359,478.6538,1795000,210.45,359,564.7715,230.82
-96329.453125,360,587.3976,1800000,162.5,360,599.4839,157.54
-96251.90625,361,636.3032,1805000,205.89,361,501.4772,202.78
-97415.578125,362,919.3766,1810000,137.64,362,598.087,140.96
-96489.703125,363,707.7841,1815000,90.66,363,610.7508,89.82
-96632.296875,364,1290.1077,1820000,157.53,364,526.8029,160.87
-95955.0859375,365,1086.4578,1825000,220.18,365,505.1694,211.6
-96866.171875,366,746.7638,1830000,115.45,366,526.5097,124.19
-96796.265625,367,907.5699,1835000,99.34,367,590.0345,98.47
-96635.75,368,440.451,1840000,113.15,368,579.8724,136.76
-95031.7578125,369,754.6996,1845000,180.05,369,514.7692,261.63
-93340.9140625,370,352.4672,1850000,294.82,370,464.367,261.87
-92085.0234375,371,349.2898,1855000,585.64,371,424.5247,485.35
-97182.0703125,372,2359.1494,1860000,345.12,372,478.7613,337.2
-95625.3828125,373,407.5995,1865000,510.87,373,458.7566,417.21
-94295.34375,374,375.0111,1870000,361.43,374,451.6039,563.98
-94742.8984375,375,331.0935,1875000,254.93,375,486.3645,213.83
-96340.2109375,376,876.6524,1880000,320.37,376,532.8779,295.77
-95739.84375,377,587.268,1885000,301.69,377,492.4853,351.05
-96292.9921875,378,1144.3713,1890000,290.79,378,479.6205,322.87
-95682.2578125,379,1279.9174,1895000,393.71,379,458.4117,388.98
-94833.890625,380,458.133,1900000,277.59,380,470.2004,372.03
-92615.359375,381,727.0369,1905000,964.78,381,410.4424,803.05
-91646.8125,382,530.4781,1910000,891.73,382,404.6532,894.3
-92213.3046875,383,878.3613,1915000,987.47,383,430.6269,691.19
-91708.5234375,384,1133.5575,1920000,784.94,384,433.6081,654.18
-94331.1328125,385,960.648,1925000,418.55,385,448.7042,325.35
-98577.25,386,1301.999,1930000,70.73,386,747.7561,66.5
-97328.8828125,387,754.4244,1935000,109.16,387,690.1575,153.72
-98387.421875,388,932.4798,1940000,65.97,388,691.1601,66.31
-98405.234375,389,728.3076,1945000,63.81,389,726.57,63.66
-97956.078125,390,762.5145,1950000,61.05,390,702.5837,61.86
-97859.234375,391,981.4756,1955000,59.14,391,669.6768,60.29
-98720.734375,392,840.4072,1960000,59.11,392,786.5594,59.31
-97850.8515625,393,843.4612,1965000,83.41,393,670.7139,83.2
-97485.96875,394,512.5478,1970000,79.29,394,671.3147,79.5
-96553.0703125,395,609.9598,1975000,85.44,395,585.9298,85.48
-97279.0078125,396,1029.5599,1980000,64.43,396,684.6514,63.98
-94254.6875,397,738.0954,1985000,73.56,397,607.485,72.98
-95010.265625,398,667.0005,1990000,161.03,398,537.0626,163.47
-96524.8671875,399,621.9004,1995000,163.2,399,530.5959,153.26
-97646.28125,400,854.4763,2000000,128.6,400,573.4892,116.16
-97914.0,401,592.428,2005000,63.65,401,696.4192,62.91
-98440.390625,402,1231.7847,2010000,68.65,402,697.7183,67.97
-98533.4921875,403,2487.0539,2015000,64.27,403,712.8873,64.13
-98178.984375,404,1466.8567,2020000,129.11,404,649.236,126.76
-98233.6171875,405,1116.6763,2025000,112.65,405,576.7963,122.31
