Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Itration
43.9115,4011.3,4381.38,20.8133,641
43.771,4156.4,4471.24,19.6446,642
43.9028,2920.54,3707.97,19.9827,643
43.6139,3729.65,3548.61,19.8411,644
43.6702,4140.85,3659.87,19.8794,645
44.1334,4228.38,4395.21,19.2963,646
43.6051,4435.03,4078.04,17.591,647
43.9389,4188.75,2965.76,19.2831,648
44.0685,3827.23,3386.6,18.9719,649
44.3518,3288.28,3816.11,18.0714,650
43.9994,4084.3,4147.17,19.1894,651
43.5573,4348.8,4223.3,19.2306,652
43.8769,4444.56,4179.06,19.324,653
43.3144,4272.27,4201.83,20.1622,654
43.6817,4554.28,3787.97,18.9398,655
43.4648,4589.32,4352.06,20.2329,656
43.6483,4268.38,4301.06,19.2946,657
43.4574,4395.64,4336.89,19.252,658
43.498,4469.77,4396.13,20.2324,659
43.3299,4557.2,4326.76,18.6402,660
43.6279,4403.94,4413.74,19.3309,661
43.4124,4499.56,4416.61,19.4453,662
43.8806,4533.38,4326.4,20.1658,663
43.8698,4441.22,4162.15,18.6292,664
43.8088,4447.83,4394.29,20.1005,665
43.5047,4056.58,4256.1,18.8016,666
43.5405,4406.81,4231.16,19.8614,667
43.9327,4478.85,4239.9,20.4776,668
43.7454,4524.82,4325.54,19.8932,669
44.3825,4152.48,4359.72,20.1885,670
43.4396,3796.66,4194.88,19.6789,671
43.8039,3712.02,4242.4,18.4155,672
43.8685,4483.47,4385.87,18.7364,673
43.613,4347.14,4356.32,20.1359,674
43.654,4139.61,4133.55,20.1973,675
43.4465,4408.72,4295.92,19.5221,676
43.3574,4379.49,4131.16,19.8024,677
43.8529,4145.98,4379.96,18.979,678
43.2557,4539.51,4421.43,19.963,679
43.5258,4537.42,4301.8,20.3386,680
43.7531,4105.42,4296.85,20.0486,681
43.8282,4474.62,4152.92,19.4518,682
43.2113,4536.55,4423.16,20.2482,683
43.4842,3881.16,4443.71,20.8451,684
43.5653,4568.96,4481.46,20.2646,685
43.3213,4232.95,4437.35,18.7493,686
43.7932,4439.78,4355.32,19.378,687
44.0155,4522.74,4441.92,20.3207,688
43.4933,4466.23,4444.2,19.9903,689
43.4149,4410.74,4416.95,19.3464,690
43.3691,4494.25,4474.51,19.581,691
43.2196,4473.24,4433.48,20.3648,692
43.3302,4428.77,4454.95,20.3975,693
43.2682,4516.66,4469.39,20.0442,694
43.3694,4556.17,4437.97,20.5115,695
43.1895,4034.28,4438.63,20.1962,696
43.398,4452.82,4408.16,19.9756,697
43.1545,4390.71,4483.45,20.2432,698
43.2579,4562.73,4495.34,20.4747,699
42.8045,4437.56,4397.48,19.7648,700
43.3055,4504.74,4332.08,20.0175,701
43.1436,4431.15,4500.08,19.4983,702
43.3371,4491.93,4413.93,20.3509,703
42.6406,4514.98,4425.93,20.0804,704
42.9759,4484.47,4395.2,19.8605,705
42.9804,4499.72,4441.44,20.3254,706
56.8317,-10.72,-11.99,72.6427,707
43.051,4442.21,4331.89,19.7199,708
43.2183,4498.8,4421.54,19.1821,709
43.2715,4421.55,4361.04,19.1959,710
43.3393,4362.37,4390.77,19.1626,711
43.632,4327.05,4169.99,19.2238,712
43.4423,4410.76,4207.42,18.4079,713
43.581,4494.99,4398.34,20.0805,714
42.9629,4470.86,4177.78,18.4538,715
43.8951,4497.46,4276.18,19.7618,716
43.8455,4480.93,4344.28,20.1269,717
43.4413,4511.04,4416.19,20.2323,718
43.1525,4531.87,4417.94,20.0503,719
43.2478,4502.98,4365.96,20.1634,720
43.364,4535.65,4395.89,20.3426,721
43.1268,4440.32,4351.54,19.4869,722
43.6358,4487.54,4330.15,18.9363,723
43.3376,4487.74,4414.15,19.5149,724
43.1916,4448.15,4415.55,19.7442,725
43.7101,4465.96,4467.3,19.6463,726
43.3893,4503.18,4332.07,19.973,727
43.151,4547.77,4396.86,20.0396,728
43.1738,4466.24,4451.71,18.6552,729
43.0276,4500.84,4414.58,19.0511,730
42.978,4525.3,4444.81,19.1027,731
43.3049,4613.18,4455.59,20.0963,732
43.3922,4488.42,4239.47,19.3362,733
42.6659,4543.36,4496.77,19.6371,734
43.2122,4541.61,4440.02,20.0639,735
42.8238,4579.31,4428.82,19.8285,736
43.4407,4603.88,4495.06,19.075,737
43.0347,4470.51,4448.03,18.7041,738
43.7788,4532.21,4466.36,19.9985,739
43.3263,4534.33,4472.53,19.7917,740
43.242,4508.54,4444.23,20.0211,741
43.4111,4615.11,4571.73,19.3584,742
42.9203,4622.75,4507.95,19.9756,743
43.2468,4518.64,4472.91,18.7835,744
43.277,4657.83,4470.48,19.3707,745
43.1004,4409.19,4350.07,19.2092,746
43.0448,4650.46,4444.93,19.204,747
43.0803,4597.43,4427.77,19.0116,748
43.4519,4417.98,4393.99,19.3102,749
42.7997,4525.69,4419.12,19.2508,750
43.5899,4609.8,4458.89,21.0793,751
43.7685,4548.6,4339.07,18.5998,752
43.2857,4520.07,4363.52,19.581,753
43.3586,4479.83,4199.05,19.8715,754
43.0493,4527.38,4391.36,19.6968,755
43.0792,4504.04,4398.86,19.5091,756
43.3737,4471.2,4446.44,20.0124,757
43.3939,4394.64,4376.4,19.6591,758
42.9951,4220.28,3922.31,19.5409,759
43.6053,4386.85,3752.94,19.0006,760
43.2975,3596.63,4381.88,19.7257,761
43.4053,4412.1,4154.19,18.7535,762
43.5643,4496.29,4354.45,19.104,763
43.4852,4457.37,4328.91,19.4186,764
42.9015,4519.14,4269.69,21.1026,765
42.9727,4529.59,4386.26,18.7578,766
43.2464,4403.66,4406.39,18.7224,767
42.8923,4604.61,4501.71,19.4889,768
43.3574,4554.38,4456.6,19.3304,769
43.6433,4526.93,4394.19,19.4874,770
43.478,4471.32,4355.81,19.1964,771
43.4151,4446.29,4378.16,18.5446,772
43.1101,4444.45,4299.55,18.548,773
43.1149,4481.16,4405.52,19.1839,774
42.7256,4475.42,4398.93,18.9741,775
43.7064,4484.74,4289.52,19.3434,776
43.2886,4471.13,4372.99,19.2539,777
43.6065,4545.96,4442.65,20.3686,778
43.3511,4455.43,4175.84,19.5213,779
43.0882,4491.03,4351.47,19.3026,780
42.989,4579.18,4445.14,19.453,781
43.1608,4512.03,4414.07,19.6138,782
43.0903,4420.83,4173.78,17.8309,783
43.1877,4452.84,4291.29,18.5656,784
43.134,4513.55,4109.99,19.9809,785
43.302,4431.83,4276.43,18.4247,786
43.2774,4514.42,4442.78,18.7072,787
42.9996,4540.4,4137.85,19.068,788
43.6972,4477.25,4399.48,18.4879,789
43.7796,4114.99,3742.34,33.964,790
43.1316,4440.81,4411.37,19.4917,791
42.8214,4535.39,4373.71,19.0942,792
44.0565,4403.25,3766.28,39.5245,793
51.3575,-20.27,-20.21,42.6298,794
43.4794,4353.68,4411.88,19.616,795
43.1012,4492.82,4418.22,18.9853,796
43.0593,4462.59,4390.47,20.3636,797
42.7523,4406.9,4352.23,19.3297,798
43.4567,4437.2,4382.23,18.7356,799
43.0179,4528.64,4422.88,19.7614,800
43.0363,4542.41,4319.08,19.8106,801
43.6336,4519.06,4425.73,19.8018,802
42.8658,4544.38,4425.38,18.7858,803
43.1247,4523.25,4461.06,19.2409,804
43.1963,4522.77,4588.3,18.7146,805
43.4668,4483.79,4390.38,19.3896,806
42.8262,4293.21,4403.98,19.0275,807
42.8284,4487.97,4452.63,19.2025,808
42.8616,4480.07,4367.93,18.9355,809
42.5345,4478.74,4410.17,18.8557,810
42.1265,4458.39,4483.05,19.565,811
42.4711,4547.78,4486.64,19.435,812
42.6,4513.54,4432.43,19.8075,813
42.7305,4410.25,4391.15,20.2252,814
42.7562,4519.38,4525.39,19.9949,815
45.708,2652.8,1840.65,28.4175,816
50.4244,308.47,283.81,43.5491,817
48.5556,471.48,495.91,27.0698,818
46.1996,938.77,858.6,21.5323,819
43.9026,2027.67,2036.07,22.0349,820
44.5751,2713.96,2716.28,23.9158,821
44.5644,1649.59,3105.07,18.8229,822
44.9723,1452.58,2438.17,17.0339,823
44.3529,2820.42,2220.95,16.337,824
44.0511,3936.64,3856.24,18.4832,825
43.0281,4079.81,4077.41,19.8314,826
43.6644,3772.27,4001.84,18.6591,827
43.3936,4119.73,3880.06,19.2126,828
43.049,4295.11,4229.0,18.8775,829
43.5492,4394.84,3946.75,17.7603,830
42.8525,4366.86,4242.76,18.3324,831
42.9285,3816.08,4227.31,18.81,832
43.0599,4320.46,4147.48,18.3654,833
43.0136,4027.17,4045.86,18.6477,834
42.9397,4215.06,4314.76,18.1279,835
42.7576,4126.44,4409.41,20.0391,836
42.6471,4493.73,4201.53,19.7325,837
42.8971,4423.11,4217.3,21.3961,838
42.7065,4504.18,4377.17,19.941,839
43.3033,4521.31,4418.69,21.6028,840
43.2809,4524.55,4392.37,20.8064,841
42.6217,4490.68,4346.21,20.1856,842
43.0406,4545.81,4394.23,20.0055,843
42.365,4419.13,4333.62,19.3611,844
43.1186,4415.94,4394.11,20.5603,845
42.5178,4311.64,4002.85,21.1109,846
43.0199,4361.19,4071.06,22.528,847
42.7092,4454.47,3827.67,19.6331,848
42.3781,4365.35,4093.04,19.7037,849
42.1652,4391.51,4330.27,18.5099,850
42.5241,4095.6,4268.57,20.2426,851
42.7211,4428.06,4036.4,18.6952,852
42.2561,3952.44,4141.52,20.9778,853
43.1352,4001.79,4262.14,18.6904,854
42.5189,4326.06,4267.21,17.5129,855
42.6934,4026.77,4290.0,19.1768,856
42.5883,4057.47,4125.85,18.0768,857
42.2747,4328.51,4365.22,22.6545,858
43.1068,4429.45,4359.64,22.3599,859
42.7422,4435.21,4165.77,19.8237,860
42.663,4529.8,4361.66,18.1528,861
42.407,4246.86,4344.96,19.0399,862
42.693,4424.32,4074.44,18.457,863
42.7768,4365.81,4284.61,18.5071,864
42.3719,4367.8,4311.46,18.8344,865
42.7951,4371.05,4302.09,19.1278,866
42.9212,4418.63,4321.51,20.0782,867
42.4304,4447.66,4367.05,18.5106,868
42.818,4266.87,4260.31,18.2211,869
42.0453,4559.13,4349.2,20.0951,870
42.4133,4306.01,4266.59,18.8781,871
42.636,4476.54,4231.36,19.0989,872
42.7508,4418.0,4330.08,19.194,873
42.7394,4455.32,4400.96,19.4417,874
42.6166,4410.51,4376.29,18.3792,875
42.6764,4457.5,4390.71,18.8275,876
42.7362,4441.1,4339.71,18.8509,877
42.5898,4410.45,4365.68,18.7378,878
42.4737,4514.1,4238.38,19.1874,879
42.5545,4388.25,4220.26,18.7025,880
42.2263,4375.79,4253.76,17.8598,881
42.4205,4551.39,4448.45,18.8676,882
42.3765,4188.93,4186.09,18.2645,883
42.5201,4455.63,4363.28,17.6869,884
42.9615,4354.74,3743.07,22.8499,885
42.8421,4383.24,4258.7,18.0694,886
42.5579,4409.01,4161.3,18.7425,887
42.6088,4487.69,4374.62,19.4043,888
42.0876,4589.77,4493.98,18.6182,889
42.3373,4470.02,3996.15,19.5833,890
42.7513,4446.76,4384.71,21.4104,891
42.6269,4248.38,4145.89,18.4212,892
42.6283,3754.79,3808.86,18.4212,893
43.0624,4315.61,4195.96,19.2582,894
42.7274,4104.66,4182.59,18.5052,895
42.9292,4491.35,4421.83,19.2346,896
42.5307,4441.64,4434.19,19.6202,897
42.4346,4554.23,4532.47,19.2533,898
42.741,4541.8,4188.69,24.7409,899
42.4428,4454.44,4209.12,20.5795,900
42.9352,4425.79,4316.64,24.8401,901
42.6481,4179.4,4499.04,21.5155,902
42.6003,4421.84,4502.69,22.1197,903
42.9101,4492.4,4152.43,19.4366,904
43.0321,4396.44,3958.43,22.1268,905
43.1944,4462.28,3963.19,20.8212,906
42.9442,4423.8,4373.7,18.2294,907
42.5233,4469.12,4249.68,18.8222,908
42.8369,4512.02,4329.64,18.9346,909
43.0345,4295.01,4401.33,23.2839,910
42.4816,4601.85,4297.63,22.0779,911
42.9374,4533.79,4434.37,19.0878,912
42.7223,4672.43,4456.95,21.0299,913
42.6304,4556.56,4476.35,18.8159,914
42.8222,4563.0,4173.34,21.2866,915
42.7088,4541.73,4323.58,18.4733,916
42.8119,4592.38,4473.33,18.3078,917
42.9767,4529.96,4526.68,19.4251,918
42.5236,4506.03,4334.73,23.598,919
42.8736,4492.27,4060.12,30.5782,920
42.7853,4554.2,4463.77,19.3613,921
43.3002,4455.91,3714.38,23.313,922
42.889,4474.8,4021.41,20.2991,923
43.0935,4278.26,4234.59,21.0504,924
42.66,3991.45,4392.58,21.3597,925
42.6377,4606.97,4227.66,20.1169,926
42.8649,4514.38,4228.34,19.5841,927
42.5549,4335.69,4274.37,20.3192,928
42.7178,4250.52,4417.19,19.5612,929
42.6045,4670.41,4257.77,19.0198,930
42.8422,4261.76,4347.86,21.3043,931
42.6163,4564.33,4511.66,19.2181,932
42.5194,4384.02,4365.9,19.5653,933
43.1857,4548.34,4474.95,25.876,934
42.8027,4500.85,4375.93,20.7673,935
42.8058,4514.27,4339.32,20.5812,936
42.9557,4544.12,4393.69,20.0661,937
43.0638,4599.16,3974.56,22.9933,938
42.5815,4522.28,3992.29,19.3775,939
42.7836,4751.49,4419.33,22.9567,940
42.3319,4607.0,3774.5,19.3287,941
42.702,4561.7,4081.48,20.5413,942
42.4725,4356.67,4301.03,18.8694,943
43.1206,4545.8,3467.79,27.6091,944
42.6401,4575.43,4468.29,19.6194,945
43.1501,4245.46,3950.14,19.2421,946
42.9286,4572.39,4443.7,19.6263,947
42.7464,4314.94,4370.61,19.4093,948
42.6549,4605.73,4496.51,19.3159,949
43.0695,4552.84,4202.95,23.1923,950
43.0612,4489.14,4127.17,18.5616,951
