Running Forward KL,Real Det Return,Real Sto Return,Running Reverse KL,Itration
49.1649,359.1,304.55,12.5402,0
49.7951,409.8,380.76,12.6423,1
49.9838,415.01,411.98,24.7189,2
49.3511,408.39,398.65,14.5845,3
49.2081,397.97,380.47,16.0925,4
49.4362,415.88,354.34,20.2811,5
49.4391,407.47,417.08,13.6794,6
49.1333,397.29,427.04,14.4936,7
48.9971,426.19,513.19,13.1926,8
48.7693,761.88,593.83,13.1755,9
48.8009,489.86,541.44,12.2024,10
49.0668,535.14,475.0,16.6688,11
48.2623,800.97,628.62,13.4201,12
48.279,681.14,634.76,13.7663,13
48.0328,653.76,626.26,14.3747,14
47.8612,777.48,673.58,16.8361,15
47.1016,1009.71,858.39,14.1064,16
47.4681,741.38,797.69,14.1187,17
47.577,849.52,805.99,16.7656,18
48.0932,905.2,823.44,16.6215,19
46.9425,637.5,717.5,13.4324,20
47.7924,1132.94,1139.35,15.0727,21
47.067,1086.28,1065.21,23.2871,22
47.6486,835.22,972.03,15.6479,23
47.6725,878.87,893.28,22.0894,24
47.0523,1535.48,1119.33,14.0094,25
47.1389,1262.38,1058.99,15.1777,26
47.5263,1742.42,969.98,14.6518,27
47.1116,1266.19,1150.01,13.9446,28
46.3771,2465.67,1913.88,13.7551,29
46.9822,1212.77,1023.87,12.4996,30
47.3799,983.38,1034.96,13.7315,31
46.75,1121.74,1349.17,12.1511,32
47.5231,861.36,1008.74,13.1558,33
46.6772,1425.34,1244.67,15.5383,34
47.8087,794.74,1020.98,22.0655,35
47.0564,868.87,1158.38,13.6452,36
46.6598,1545.94,1635.47,12.7685,37
47.1275,2120.4,1480.7,12.1966,38
47.0692,809.23,969.38,12.9924,39
46.8985,862.61,1065.75,13.0821,40
46.5094,1363.8,1216.85,12.2273,41
46.723,1412.96,1458.53,12.8334,42
46.8245,1253.34,1313.55,12.4415,43
46.6419,1429.27,1091.44,12.3446,44
47.2064,1291.71,1185.97,12.6531,45
46.3986,1579.16,1555.31,12.6658,46
47.1752,1210.06,1256.38,13.0095,47
46.6998,1581.43,1534.86,12.5251,48
46.3213,1960.25,1603.39,13.0697,49
46.631,2288.57,1194.71,14.1568,50
44.9062,1598.28,1688.65,12.3259,51
46.0001,2725.71,2118.05,13.753,52
45.4525,2799.43,1603.34,13.0831,53
45.805,2760.4,1748.53,15.6645,54
45.6879,1744.57,1830.62,14.4551,55
45.4813,3100.09,2611.96,16.0772,56
45.7204,3093.12,2587.98,17.7027,57
45.8109,3274.49,2773.0,16.6361,58
46.0249,3398.48,2894.3,17.4999,59
45.986,3115.07,2220.33,18.4668,60
45.8695,3155.64,2975.44,17.2945,61
45.4702,3484.74,2978.95,15.5137,62
46.09,3651.55,2629.28,16.0786,63
45.4016,2980.91,3089.7,17.8629,64
46.1657,3264.79,2884.75,15.1173,65
45.4686,3198.07,3050.58,16.3417,66
45.5032,3720.11,3346.47,18.4309,67
45.6269,3624.44,3423.46,18.547,68
45.2094,3517.53,3250.37,15.7535,69
45.5727,3560.16,3451.51,17.5632,70
45.4196,3243.53,3355.71,17.3407,71
45.7478,3117.47,3026.23,17.4554,72
45.695,3595.47,2736.96,15.9948,73
45.2955,3161.06,3307.82,18.2342,74
46.016,3707.88,3432.09,18.514,75
45.681,3310.0,2906.59,16.8503,76
45.2589,3408.34,2935.19,17.106,77
45.1129,3666.03,3467.99,17.9722,78
45.2694,3068.84,3421.4,17.0332,79
45.0109,3687.8,3666.93,18.1571,80
45.086,3738.46,3618.36,18.0892,81
44.9551,3866.6,3390.36,18.4993,82
45.3461,3641.82,3358.74,16.7526,83
45.4751,3220.32,3143.76,18.0366,84
44.9999,3841.21,3459.87,18.4975,85
44.9595,3778.88,3460.6,17.7718,86
45.4661,3715.06,3568.77,17.3647,87
44.3281,3486.08,3656.73,18.005,88
44.6348,3802.03,3583.16,18.5157,89
45.294,3811.2,3783.61,20.4472,90
44.8946,3788.31,3352.08,16.4803,91
44.9771,3741.34,3705.84,17.4264,92
45.0805,3809.9,3758.09,19.1459,93
44.9393,3728.64,3721.09,17.8541,94
44.8234,3297.52,3267.78,18.0241,95
44.9262,3752.44,3660.9,18.9184,96
44.5401,3683.2,3614.75,18.3502,97
45.0395,3826.49,3687.25,19.1363,98
44.4913,3832.57,3803.4,16.9763,99
44.7533,3770.59,3762.69,19.1149,100
45.1475,3802.68,3626.96,19.4042,101
45.5617,3581.85,3757.89,18.7823,102
45.1655,3528.78,3785.24,19.5895,103
44.3094,3815.24,3833.45,17.7612,104
45.4675,3306.29,2795.33,15.8034,105
44.5286,4033.96,3990.65,18.0385,106
44.5073,3868.92,3851.22,18.2599,107
44.7353,3950.32,3561.62,19.5004,108
44.5334,3925.27,3844.2,18.8471,109
44.2168,3772.43,3784.62,18.9774,110
44.3408,3942.15,3492.6,18.9208,111
44.0702,4053.38,3784.57,18.4282,112
44.4901,3711.25,3113.84,20.9212,113
44.7109,3472.53,3416.55,17.1473,114
44.3299,3730.51,3511.47,17.3784,115
44.5909,3751.32,3743.44,18.3741,116
44.6792,3826.69,3799.74,18.9606,117
44.3885,3761.05,3734.38,18.7425,118
44.4304,3923.34,3818.85,19.5325,119
44.8576,3904.37,3770.45,20.614,120
44.3188,3825.61,3847.85,18.5649,121
44.0422,3714.11,3754.76,17.572,122
44.5326,3830.52,3768.66,17.2232,123
44.6214,3884.16,3644.17,22.3259,124
44.4063,3275.82,3649.45,20.1744,125
44.4865,4001.04,3878.79,17.4378,126
44.2211,3957.9,3953.1,18.8067,127
44.5403,3981.78,3640.55,19.8379,128
45.0093,3977.13,3571.5,18.5089,129
44.8164,3984.82,3703.98,20.9024,130
45.3686,4120.66,3695.4,18.8479,131
44.4589,4112.13,3982.63,19.1984,132
44.3185,3902.49,3688.84,18.03,133
44.8359,3482.71,3292.84,15.6304,134
45.0275,3565.19,3604.22,17.3077,135
44.6552,3818.69,3796.82,18.8112,136
43.8848,3937.94,3934.47,19.0808,137
44.1502,3900.09,3842.85,18.4229,138
44.3367,3934.04,3958.46,19.5776,139
44.7552,3984.33,3936.13,19.6309,140
44.8464,3894.52,3800.93,18.6415,141
45.0167,3908.27,3096.14,19.1459,142
44.2075,3896.4,3796.27,18.9533,143
44.9593,3025.06,3552.84,21.7044,144
44.4236,3852.87,3557.48,18.0167,145
44.7576,4065.95,3827.01,24.55,146
44.8349,3742.12,3568.07,23.793,147
45.0487,4002.68,3943.01,19.6018,148
43.8951,4071.97,4050.68,17.8534,149
44.391,4020.81,4000.03,19.3213,150
44.3864,4113.42,3924.14,20.6883,151
44.0403,4017.59,3747.82,18.5102,152
43.9834,3942.03,3945.57,18.5681,153
44.394,3932.82,3910.88,19.6147,154
44.1599,4043.35,3984.34,19.7917,155
43.9603,3935.66,4081.37,19.316,156
44.2758,3982.24,3587.26,19.3645,157
44.7696,3870.01,3901.23,17.3005,158
43.3554,4159.6,4100.71,18.8884,159
43.1948,4106.2,4078.3,19.8277,160
44.1373,4088.48,4035.15,19.6185,161
44.2294,3934.83,3899.2,19.0338,162
44.7667,4197.59,3872.72,20.1009,163
44.6496,4110.21,3976.31,23.1243,164
43.7143,4081.83,3956.12,18.823,165
43.5903,4044.24,4078.79,18.7223,166
44.016,4052.06,4056.66,18.9504,167
43.9328,3957.87,3958.81,18.8822,168
44.1157,4092.53,4031.92,21.2147,169
44.1868,4095.51,4001.39,19.5359,170
44.2906,4030.11,3871.82,19.6861,171
44.6653,3959.23,3882.54,20.6245,172
44.1021,4047.66,4009.49,19.7794,173
43.9582,4076.67,3661.1,26.093,174
44.0015,4029.22,3830.44,21.81,175
43.5082,4039.75,4017.51,19.4163,176
44.432,4149.84,4102.65,21.3667,177
43.1811,4104.73,4026.09,18.9601,178
44.5667,4156.64,3621.9,31.5162,179
44.4101,4094.01,3082.14,23.5466,180
43.6412,4198.73,3981.73,20.4426,181
44.4128,3937.6,2983.71,19.4018,182
44.5614,3973.66,3540.95,19.8503,183
43.7902,3767.88,3759.13,18.6518,184
44.0784,3933.05,3740.79,20.9254,185
44.152,4171.87,4089.92,21.5555,186
44.1359,3955.8,3941.87,23.1156,187
44.205,4083.15,3921.12,17.786,188
43.6957,4159.01,4118.22,18.0913,189
43.612,4151.02,4104.25,20.1409,190
44.2348,3814.99,3916.66,19.0503,191
43.96,3956.51,3962.05,18.4808,192
44.6622,3923.78,3911.96,20.0742,193
43.9878,3554.6,3725.35,19.345,194
44.3591,4056.32,4007.22,19.9706,195
44.273,3975.44,4033.76,19.4178,196
43.6909,4115.46,3834.48,21.8421,197
44.6893,4145.02,2907.65,23.0022,198
43.8235,4157.96,3902.16,21.6967,199
44.2387,3870.68,3856.27,19.3305,200
45.2806,3345.42,2850.49,18.9246,201
44.5195,3684.18,3719.92,21.3105,202
44.6094,3977.34,3688.46,21.1151,203
44.3212,3887.6,3883.29,17.2477,204
45.1472,3976.9,2857.52,28.4642,205
43.9268,3932.07,3606.18,18.4854,206
43.8985,3856.8,3582.38,18.8115,207
44.4954,3889.49,3407.81,18.6378,208
44.9209,3800.86,3634.42,16.0651,209
43.6576,3994.51,3948.82,18.6973,210
44.0441,3978.6,3505.66,19.452,211
43.8531,4000.93,3789.37,16.7678,212
44.0871,3999.55,3759.81,18.5669,213
44.0576,3934.51,3734.13,17.7038,214
43.4861,4019.01,4020.33,19.0877,215
43.8979,3948.02,3717.22,17.1869,216
43.9114,3919.47,3608.32,18.4109,217
43.7208,4038.6,3864.48,20.1345,218
44.3347,3985.09,3521.68,22.0943,219
44.2272,4060.85,3822.88,18.1278,220
44.0218,4021.61,3800.16,19.6572,221
44.1941,3614.99,3076.19,17.3403,222
43.7892,3972.09,3603.7,17.7235,223
44.0741,3944.48,3929.44,18.0914,224
44.0236,3953.64,4020.74,18.5593,225
43.7582,3992.53,3681.88,17.6847,226
44.4506,3924.12,1943.56,16.8328,227
44.0346,4017.99,3743.19,17.287,228
44.0983,4015.65,4001.54,18.2077,229
43.9288,3982.78,3390.29,19.8353,230
44.3093,2823.29,3236.0,17.8361,231
44.3908,3976.99,3829.99,21.5187,232
43.9432,4006.51,3768.97,18.4846,233
43.9456,3814.23,3656.39,16.4784,234
43.695,3971.17,3959.42,17.5742,235
44.3318,4074.99,3851.97,18.8168,236
44.2245,4055.6,3732.36,17.7442,237
44.0629,3996.37,3933.75,17.1848,238
44.2756,3994.3,4011.43,18.3364,239
44.3553,3953.51,3852.68,18.6733,240
44.0739,4086.15,4032.49,16.8752,241
44.0821,4015.28,3961.75,17.5743,242
43.6878,3374.78,3439.74,16.4143,243
43.4486,2909.1,3280.59,19.2445,244
44.0153,3813.73,3662.56,17.3476,245
43.817,4051.13,4016.63,17.3103,246
43.4741,3977.22,3916.73,17.1557,247
43.8197,4063.91,3907.09,17.8397,248
43.3709,4037.71,3949.75,17.1777,249
43.6244,3969.6,3980.81,17.1709,250
44.1134,3852.39,3917.06,16.8447,251
43.6547,3958.35,4122.53,17.5372,252
43.6885,3777.96,3860.89,17.1389,253
44.0974,4106.25,4058.28,17.2356,254
44.0958,3704.67,3949.49,17.7451,255
43.6265,3207.01,4006.22,17.538,256
43.7413,3848.74,3934.6,17.5099,257
43.6632,3869.41,3822.76,17.9788,258
44.0308,3856.58,3968.94,17.5894,259
44.0479,3745.89,3834.27,17.3924,260
43.3585,3987.19,3910.48,16.9883,261
43.5106,3931.34,3799.04,17.9464,262
44.0091,3950.9,3875.27,18.2323,263
43.8012,3936.11,3872.36,17.6191,264
43.6097,3956.33,3938.77,17.1891,265
43.7761,4019.23,3986.51,17.9277,266
43.9816,4006.28,3949.03,17.3855,267
43.8252,3992.96,4021.77,16.5828,268
43.815,4107.99,4031.98,18.3851,269
43.2828,3507.59,3692.54,18.2963,270
43.3244,3653.97,4145.59,17.9744,271
43.566,4051.96,4051.35,17.9776,272
43.9287,3944.45,3971.31,17.4596,273
43.6384,4005.2,4039.52,18.0258,274
42.9992,4068.26,3922.65,17.9789,275
43.4168,4187.49,4106.77,18.6021,276
43.5169,4113.85,4096.11,18.2931,277
43.7898,4160.1,4067.38,17.8133,278
43.4419,4191.69,4090.14,17.3262,279
43.9844,4101.13,4129.58,18.4536,280
43.6313,4085.65,3859.1,17.6383,281
43.5153,4016.2,3819.56,17.5265,282
43.8247,4015.73,3805.39,17.3057,283
43.7846,4116.56,4132.16,16.5528,284
43.6882,3952.65,3938.12,16.7211,285
43.2958,4110.42,4144.74,18.0249,286
43.5951,3971.22,4017.83,16.0283,287
43.5669,4119.26,4070.28,17.8272,288
44.3629,4138.71,4082.08,17.8213,289
43.4773,4185.13,4101.61,17.6016,290
43.6331,4115.26,4091.9,17.6226,291
43.5212,4118.47,3941.98,16.8861,292
43.327,4219.63,4122.48,17.5189,293
43.4674,4141.18,4179.91,17.3461,294
43.21,4051.39,4134.49,17.8586,295
43.017,4145.04,3857.28,16.9486,296
43.2366,4226.63,4067.82,16.9737,297
44.1387,4180.92,3629.78,17.0886,298
43.4895,4235.8,3996.93,16.0498,299
43.0107,4149.59,4123.53,16.5392,300
44.1725,4083.66,3559.91,16.2763,301
43.1109,4143.38,3857.49,17.1829,302
42.7686,4206.46,4128.17,16.1296,303
43.7388,4218.18,4121.11,18.0534,304
43.3959,4229.73,4154.81,16.4681,305
43.2689,4084.83,4134.9,17.032,306
43.1565,4306.82,4113.35,16.8265,307
43.3659,4138.73,4137.2,15.453,308
43.0916,4225.45,4078.45,16.6026,309
43.2527,4234.32,3929.31,15.8808,310
44.0776,3975.12,3745.32,17.0949,311
43.5169,4071.79,3991.31,16.9505,312
43.3328,4240.4,4141.28,17.0436,313
43.9841,4184.96,4216.95,17.8849,314
43.7943,4074.22,4134.88,17.4298,315
43.2721,4038.41,4164.65,17.294,316
44.4573,4269.03,3545.09,21.0243,317
44.4144,3847.36,3426.09,29.652,318
43.5687,4231.05,3970.92,17.2873,319
43.9223,4263.85,3947.36,16.6601,320
44.3259,4252.42,4011.53,16.3024,321
43.643,4200.73,4063.89,16.1966,322
44.2295,4211.55,4083.77,18.656,323
43.8503,4287.87,4155.88,15.9934,324
43.6543,4264.91,4180.78,16.0384,325
43.6734,4139.43,4114.4,16.3888,326
43.3545,4194.58,4120.26,16.4248,327
43.4242,4149.44,4113.65,15.6474,328
43.6352,4272.35,3989.47,18.6056,329
43.8037,4232.91,3980.25,16.7011,330
43.8961,4207.83,4129.68,16.3331,331
43.784,4180.55,3870.9,16.8992,332
43.0509,4300.33,4149.69,16.2819,333
44.0307,4278.9,4075.4,20.1473,334
43.8318,4241.32,4072.85,16.1884,335
43.5111,4297.54,4168.31,16.678,336
43.2586,4259.24,4125.09,17.1856,337
42.8951,4196.17,4225.9,17.4601,338
42.9815,4286.99,4143.88,17.6071,339
43.6891,4181.22,4168.1,17.2704,340
43.6127,4265.02,4296.78,15.5925,341
43.5474,4311.39,4091.17,15.1667,342
43.755,4184.34,3485.22,15.3028,343
43.215,4087.82,4011.67,16.3767,344
43.9777,4333.38,3639.46,15.0462,345
44.3913,4188.64,3459.96,14.3129,346
44.0582,4305.48,4270.72,15.9082,347
44.1162,4006.95,2199.89,14.3324,348
46.583,1662.9,1125.36,16.571,349
44.3609,3038.93,1261.77,23.2166,350
43.5407,3868.5,3687.24,18.0715,351
43.1937,4275.79,4032.48,16.4955,352
42.9869,4294.46,3987.72,16.6557,353
43.6499,4395.74,3927.59,17.1755,354
43.1482,4375.44,4117.4,17.5299,355
43.3036,4258.47,4102.87,16.0899,356
42.7935,4328.49,4027.31,16.7143,357
43.5107,4267.6,4132.81,16.5616,358
43.5139,4283.05,4234.57,18.3628,359
43.5073,4378.36,4245.47,15.4997,360
43.3072,4337.21,4197.46,15.7078,361
43.1079,4289.63,4223.72,16.3961,362
43.27,4364.0,4234.92,16.3939,363
43.3435,4300.72,4094.73,15.6583,364
42.7255,4226.35,4142.68,16.0352,365
43.4777,4249.86,4091.44,16.3971,366
42.8238,4311.05,4116.1,17.1742,367
43.1743,4139.02,4085.38,16.2212,368
42.9216,4202.96,4227.32,16.5175,369
42.4847,4257.69,3942.95,16.5502,370
42.9194,4320.83,4248.82,15.8958,371
43.0181,4404.6,4238.75,17.9426,372
42.9104,4334.03,4349.16,16.3922,373
42.8476,4445.12,4338.12,17.0386,374
43.0634,4330.03,4264.32,16.8832,375
43.3767,4446.09,4026.42,17.5164,376
43.2304,4388.02,4316.72,16.8969,377
42.3309,4421.18,4329.24,17.0339,378
42.8366,4297.53,4237.49,17.3926,379
42.9132,4312.36,4139.61,16.5227,380
42.9714,4421.29,4353.8,16.7398,381
42.6197,4309.28,4281.62,17.1044,382
42.8073,4501.35,4234.77,17.709,383
42.9995,4461.16,4262.64,17.4399,384
42.4185,4441.68,4339.3,17.0583,385
42.7003,4330.92,4222.75,16.0446,386
42.3042,4402.41,4323.16,16.5079,387
42.7768,4416.32,4270.38,16.2031,388
42.4503,4540.94,3949.58,16.3574,389
