Reward Loss,Itration,Running Reverse KL,Real Det Return,Running Forward KL,Real Sto Return,Running Env Steps,Running Update Time
-498.4503479003906,72,18.0272,3455.07,45.9183,2746.75,360000,72
-549.3367919921875,73,15.5927,3625.08,45.5339,2433.79,365000,73
-574.6485595703125,74,16.6781,3557.76,46.1802,2688.15,370000,74
-620.8450317382812,75,14.3076,3486.39,45.9852,1858.58,375000,75
-601.3248291015625,76,19.7055,2950.32,46.3168,2731.1,380000,76
-555.15380859375,77,18.2451,3569.6,45.852,3209.4,385000,77
-570.5291748046875,78,20.2396,3570.01,45.7592,2986.82,390000,78
-692.2714233398438,79,17.0675,3218.29,46.3144,1870.32,395000,79
-587.8963012695312,80,20.7777,3609.81,46.1779,2572.66,400000,80
-633.3289184570312,81,18.3365,3521.64,46.0511,2660.27,405000,81
-590.08251953125,82,16.7803,3533.21,45.0302,2507.19,410000,82
-657.2352905273438,83,15.361,3442.02,45.5491,2483.99,415000,83
-575.8987426757812,84,18.7317,3536.79,45.031,2987.13,420000,84
-642.1178588867188,85,17.7476,3553.32,45.2875,2282.21,425000,85
-660.322265625,86,22.6571,3515.26,46.2267,2349.98,430000,86
-648.851806640625,87,16.3845,3538.39,45.4455,2517.67,435000,87
-665.0921020507812,88,18.4367,3516.15,45.6673,3224.03,440000,88
-593.6624145507812,89,18.6721,3554.53,45.2206,3196.08,445000,89
-609.7074584960938,90,20.9961,3496.95,45.8368,3565.46,450000,90
-628.4519653320312,91,21.0235,3423.15,45.8351,3339.6,455000,91
-639.4869384765625,92,19.2428,3399.82,45.7754,3345.43,460000,92
-661.4925537109375,93,20.281,3515.34,46.271,3558.34,465000,93
-638.3222045898438,94,22.066,3493.15,46.1342,3408.82,470000,94
-655.3833618164062,95,20.7628,3450.71,46.0258,3383.27,475000,95
-670.5230712890625,96,21.5874,3587.67,45.9659,3468.08,480000,96
-688.2908935546875,97,21.2534,3475.69,45.711,3501.24,485000,97
-700.897216796875,98,19.833,3481.03,45.6354,3494.66,490000,98
-707.3096313476562,99,21.4276,3577.51,45.9113,3443.96,495000,99
-692.939697265625,100,22.8192,3595.55,46.0883,3638.98,500000,100
-709.4163818359375,101,22.2524,3499.46,46.0086,3511.16,505000,101
-730.475830078125,102,21.2051,3566.3,45.9554,3470.29,510000,102
-727.4668579101562,103,21.1506,3620.2,45.2857,3605.55,515000,103
-748.7752075195312,104,20.5455,3488.36,46.0373,3530.52,520000,104
-742.7439575195312,105,23.043,3591.99,45.5457,3563.62,525000,105
-747.1027221679688,106,22.1031,3609.05,46.2304,3615.31,530000,106
-764.2994995117188,107,21.8559,3568.22,45.8793,3638.1,535000,107
-777.43017578125,108,25.8227,3561.95,46.887,3586.78,540000,108
-801.7432250976562,109,21.4545,3627.68,45.8449,3622.2,545000,109
-775.5586547851562,110,22.8218,3586.59,46.0656,3647.86,550000,110
-813.65478515625,111,20.6721,3592.96,45.5828,3480.52,555000,111
-817.211181640625,112,21.1191,3620.73,46.0509,3613.65,560000,112
-839.2742309570312,113,21.7223,3539.4,46.2309,3547.12,565000,113
-855.5458374023438,114,20.8255,3507.73,45.9278,3526.27,570000,114
-852.2474975585938,115,22.7225,3611.72,46.2119,3664.72,575000,115
-814.7855834960938,116,20.9614,3721.18,45.5729,3747.68,580000,116
-878.161376953125,117,24.0095,3607.81,47.0313,3603.77,585000,117
-860.0563354492188,118,21.0331,3653.83,45.959,3674.44,590000,118
-871.2169189453125,119,22.2375,3609.58,45.8355,3636.37,595000,119
-888.3125,120,22.2574,3678.54,46.2853,3666.17,600000,120
-920.3076171875,121,20.7686,3595.89,45.9388,3583.58,605000,121
-910.9935302734375,122,22.2346,3717.24,45.9642,3710.83,610000,122
-906.3198852539062,123,21.1858,3651.96,45.5413,3702.37,615000,123
-923.3026123046875,124,20.2428,3670.1,45.3026,3677.72,620000,124
-913.670166015625,125,19.5946,3747.31,44.9699,3797.67,625000,125
-935.2404174804688,126,20.1011,3668.61,45.2764,3651.56,630000,126
-969.0060424804688,127,19.1422,3615.13,45.1798,3672.25,635000,127
-945.7904052734375,128,18.9567,3707.57,45.0056,3758.01,640000,128
-1028.5782470703125,129,17.0385,3699.81,45.3995,3297.1,645000,129
-981.298095703125,130,17.5564,3560.3,45.2392,3643.11,650000,130
-992.8138427734375,131,17.8573,3639.37,44.9152,3811.36,655000,131
-998.2344970703125,132,20.9907,3712.75,45.9238,3772.01,660000,132
-989.8189086914062,133,18.0805,3800.44,44.5468,3805.94,665000,133
-1023.275390625,134,18.0602,3626.35,44.8222,3720.54,670000,134
-1002.658935546875,135,18.6673,3875.36,44.3003,3897.61,675000,135
-1106.9901123046875,136,16.9503,3811.87,45.714,3113.64,680000,136
-1052.08935546875,137,19.0756,3757.54,44.8414,3833.67,685000,137
-1092.993896484375,138,17.0474,3813.39,44.9734,3671.22,690000,138
-1072.91015625,139,18.3556,3868.84,44.8268,3859.68,695000,139
-1069.8331298828125,140,17.7171,3896.37,44.6913,3923.33,700000,140
-1079.5594482421875,141,17.9519,4000.95,44.5251,3952.35,705000,141
-1079.4246826171875,142,17.8332,3997.21,44.6265,3984.01,710000,142
-1140.3544921875,143,16.7531,3878.6,44.5933,3567.56,715000,143
-1092.3375244140625,144,17.6394,3900.17,44.8153,3919.91,720000,144
-1133.1995849609375,145,17.9201,3801.22,44.7958,3836.75,725000,145
-1130.86474609375,146,16.9361,3932.03,44.5767,3905.53,730000,146
-1124.6973876953125,147,17.1685,4025.87,43.9975,4032.11,735000,147
-1115.480224609375,148,18.1134,4084.85,44.3191,4054.43,740000,148
-1149.755126953125,149,18.0883,4018.87,43.7953,4046.98,745000,149
-1193.1412353515625,150,17.7015,3901.82,44.596,3776.0,750000,150
-1141.8447265625,151,17.7192,4041.62,44.4281,4070.27,755000,151
-1214.279296875,152,16.8882,3940.05,44.381,3894.6,760000,152
-1193.20263671875,153,18.7529,4207.98,44.2842,4158.95,765000,153
-1190.7537841796875,154,19.1708,4090.45,44.4639,4114.69,770000,154
-1220.3984375,155,17.6125,3979.6,44.0708,4042.56,775000,155
-1204.994873046875,156,16.697,4047.33,44.0483,4074.24,780000,156
-1222.713134765625,157,17.5176,4086.1,44.0814,3945.1,785000,157
-1239.9642333984375,158,18.3273,4142.27,44.0395,4160.8,790000,158
-1260.200439453125,159,18.5498,4187.34,44.5198,4151.13,795000,159
-1236.261962890625,160,17.6214,4201.25,43.9365,4172.17,800000,160
-1227.305908203125,161,18.0429,4191.48,43.7915,4216.14,805000,161
-1244.78857421875,162,19.3737,4230.12,44.0849,4252.81,810000,162
-1251.6712646484375,163,21.1828,4300.56,44.1802,4298.57,815000,163
-1300.685546875,164,19.5687,4223.83,44.4903,3828.18,820000,164
-1317.939697265625,165,20.3301,4315.37,44.4448,4092.53,825000,165
-1313.7266845703125,166,21.6108,4269.47,44.4386,4244.96,830000,166
-1325.301025390625,167,20.7365,4352.33,43.9466,4316.15,835000,167
-1300.82421875,168,21.0842,4469.22,44.7615,4439.51,840000,168
-1311.94287109375,169,18.6903,4356.7,44.0854,4321.49,845000,169
-1338.3433837890625,170,20.1207,4477.57,44.4018,4281.96,850000,170
-1349.74072265625,171,21.3609,4480.43,44.2874,4406.56,855000,171
-1382.007080078125,172,20.6301,4407.57,44.4294,4407.08,860000,172
-1374.0782470703125,173,20.3952,4477.57,44.6209,4441.11,865000,173
-1396.9664306640625,174,21.4631,4475.77,45.0003,4460.24,870000,174
-1382.5,175,19.7673,4487.6,44.4553,4324.6,875000,175
-1425.325927734375,176,21.0396,4449.55,44.7208,4429.19,880000,176
-1429.888671875,177,19.8057,4487.22,44.5346,4371.44,885000,177
-1472.4493408203125,178,23.0265,4377.11,44.6755,4269.15,890000,178
-1434.529052734375,179,21.243,4511.73,44.2477,4492.97,895000,179
-1479.3162841796875,180,20.0328,4476.42,44.2988,4378.65,900000,180
-1497.0517578125,181,20.8662,4432.49,43.9278,4410.83,905000,181
-1511.5335693359375,182,21.4708,4540.9,44.6194,4413.65,910000,182
-1528.8233642578125,183,20.1793,4559.06,44.5709,4043.63,915000,183
-1513.86328125,184,20.5158,4495.55,44.6196,4360.08,920000,184
-1528.5384521484375,185,20.0712,4456.91,44.1429,4339.84,925000,185
-1547.994873046875,186,19.55,4425.21,44.628,4379.12,930000,186
-1569.8572998046875,187,21.1757,4500.46,44.8728,4415.03,935000,187
-1586.499755859375,188,21.1908,4550.55,44.8956,4449.46,940000,188
-1581.6409912109375,189,19.9439,4459.46,44.3082,4274.68,945000,189
-1589.0821533203125,190,20.8685,4488.45,44.0893,4439.61,950000,190
-1629.9412841796875,191,20.5069,4465.84,44.8369,4399.49,955000,191
-1668.5096435546875,192,19.9508,4467.33,44.6474,4402.07,960000,192
-1638.018798828125,193,20.4031,4468.87,44.3356,4452.47,965000,193
-1694.1024169921875,194,20.077,4389.45,44.0151,4348.82,970000,194
-1693.9609375,195,20.986,4551.9,45.0663,4240.43,975000,195
-1716.9346923828125,196,21.0403,4489.16,44.725,4487.85,980000,196
-1732.3785400390625,197,21.629,4570.82,44.8153,4519.56,985000,197
-1730.4305419921875,198,20.398,4482.09,44.7502,4477.33,990000,198
-1779.7886962890625,199,20.8927,4506.29,44.3543,4469.82,995000,199
-1756.6524658203125,200,20.6536,4369.67,44.2034,4375.2,1000000,200
-1762.944580078125,201,19.4429,4435.29,43.7943,4406.98,1005000,201
-1796.3240966796875,202,19.9962,4411.18,43.8165,4404.81,1010000,202
-1801.2962646484375,203,20.1396,4433.17,44.3766,4413.4,1015000,203
-1828.7943115234375,204,20.0357,4453.17,44.2532,4424.33,1020000,204
-1823.71142578125,205,19.9206,4461.74,44.2932,4450.37,1025000,205
-1824.698486328125,206,19.6518,4476.79,44.1717,4430.06,1030000,206
-1852.6866455078125,207,19.8045,4459.92,43.7885,4261.78,1035000,207
-1849.5911865234375,208,19.6793,4468.75,44.0975,4455.2,1040000,208
-1879.7987060546875,209,20.3847,4512.82,44.592,4517.42,1045000,209
-1894.4432373046875,210,19.4664,4453.47,44.0537,4452.37,1050000,210
-1910.1612548828125,211,19.7986,4542.0,44.5068,4525.33,1055000,211
-1884.8707275390625,212,19.2954,4468.79,44.3633,4450.27,1060000,212
-1924.9197998046875,213,19.976,4492.58,44.1142,4483.45,1065000,213
-1962.164306640625,214,19.7737,4503.96,44.1908,4496.27,1070000,214
-2002.677490234375,215,20.3594,4541.11,44.4581,4430.91,1075000,215
-2011.5325927734375,216,20.0507,4540.23,44.4597,4525.8,1080000,216
-2012.8719482421875,217,19.5015,4498.89,44.3936,4506.93,1085000,217
-2060.078857421875,218,19.8529,4522.41,44.4842,4526.97,1090000,218
-2047.6719970703125,219,19.4424,4499.56,43.8444,4353.0,1095000,219
-2052.115966796875,220,19.6908,4514.02,44.199,4533.11,1100000,220
-2054.0009765625,221,19.9022,4544.98,44.2404,4528.53,1105000,221
-2082.9091796875,222,19.8737,4527.31,43.5719,4518.24,1110000,222
-2087.423583984375,223,19.7666,4503.9,44.0636,4517.27,1115000,223
-2130.660888671875,224,20.1885,4553.46,43.6398,4537.92,1120000,224
-2114.3076171875,225,19.8592,4548.0,44.3903,4531.76,1125000,225
-2104.205810546875,226,19.8708,4503.73,43.9395,4467.4,1130000,226
-2130.65087890625,227,20.0851,4471.74,44.0673,4510.48,1135000,227
-2140.1005859375,228,19.996,4470.69,44.1409,4476.86,1140000,228
-2157.658935546875,229,20.4673,4541.24,44.3144,4523.63,1145000,229
-2219.35546875,230,20.2632,4555.39,44.0016,4521.94,1150000,230
-2231.43017578125,231,20.6839,4562.97,44.3952,4530.08,1155000,231
-2254.19580078125,232,20.7566,4540.49,44.6257,4487.56,1160000,232
-2259.78564453125,233,20.3679,4533.87,43.9261,4382.63,1165000,233
-2261.842529296875,234,19.4134,4532.35,44.1381,4501.23,1170000,234
-2283.682373046875,235,21.4702,4555.19,43.9705,4533.07,1175000,235
-2327.7880859375,236,20.3157,4570.11,44.3496,4523.02,1180000,236
-2324.990234375,237,20.292,4609.92,44.1866,4572.53,1185000,237
-2361.47119140625,238,19.8191,4547.06,43.7383,4518.98,1190000,238
-2378.431884765625,239,20.5624,4574.3,43.9714,4544.61,1195000,239
-2398.3232421875,240,20.5513,4613.69,43.9316,4586.61,1200000,240
-2428.515380859375,241,21.0625,4602.83,44.0413,4571.92,1205000,241
-2466.749267578125,242,20.8564,4656.36,44.2952,4621.66,1210000,242
-2499.990234375,243,20.543,4623.9,44.0992,4617.1,1215000,243
-2497.027099609375,244,20.2716,4636.36,43.8747,4613.83,1220000,244
-2533.712158203125,245,20.5982,4616.73,44.1673,4603.07,1225000,245
-2545.02783203125,246,19.998,4646.16,43.6556,4654.5,1230000,246
-2566.8935546875,247,20.4868,4630.59,44.0374,4623.32,1235000,247
-2620.6357421875,248,21.113,4605.13,44.0944,4575.82,1240000,248
-2617.65478515625,249,20.0738,4636.35,43.725,4559.3,1245000,249
-2619.728515625,250,20.3282,4612.04,43.7628,4585.84,1250000,250
-2691.764404296875,251,20.6472,4620.64,44.0847,4604.11,1255000,251
-2657.675048828125,252,19.8361,4595.6,44.389,4436.54,1260000,252
-2716.171630859375,253,20.8344,4622.62,44.157,4579.99,1265000,253
-2659.37060546875,254,19.7639,4635.14,44.3087,4571.08,1270000,254
-2702.880859375,255,20.2095,4606.99,43.9702,4617.79,1275000,255
-2768.268798828125,256,20.2708,4611.06,44.2857,4589.59,1280000,256
-2767.83056640625,257,20.5199,4599.72,43.6038,4582.02,1285000,257
-2707.705078125,258,19.6316,4595.28,44.0667,4585.75,1290000,258
-2795.7509765625,259,20.0212,4588.43,44.2214,4455.75,1295000,259
-2857.069091796875,260,20.3359,4554.01,43.8516,4556.06,1300000,260
-2833.690185546875,261,20.3142,4589.46,44.1542,4585.16,1305000,261
-2862.621337890625,262,20.1597,4567.08,44.2477,4566.36,1310000,262
-2831.756591796875,263,19.9514,4547.25,44.1196,4571.11,1315000,263
-2891.98681640625,264,19.6396,4565.52,43.9356,4528.55,1320000,264
-2906.694091796875,265,19.1493,4554.16,43.3506,4511.23,1325000,265
-2983.957763671875,266,19.7976,4613.25,43.919,4595.27,1330000,266
-2990.7744140625,267,19.8519,4611.01,43.7112,4471.71,1335000,267
-2990.123291015625,268,19.1417,4614.91,43.6439,4581.78,1340000,268
-2991.582275390625,269,19.1924,4604.79,43.5398,4596.59,1345000,269
-3058.5478515625,270,19.5319,4561.27,43.1956,4557.12,1350000,270
-3055.259521484375,271,18.9785,4583.16,43.6334,4554.11,1355000,271
-3051.8359375,272,18.6233,4573.16,43.091,4433.55,1360000,272
-3050.361083984375,273,18.7928,4567.59,43.2592,4374.95,1365000,273
-3156.884033203125,274,19.5409,4566.94,43.6433,4534.72,1370000,274
-3131.880859375,275,19.1996,4575.86,43.4082,4454.03,1375000,275
-3217.4306640625,276,19.8576,4563.18,44.0204,4547.09,1380000,276
-3200.554443359375,277,19.6044,4609.12,43.8139,4425.09,1385000,277
-3291.3310546875,278,20.6766,4571.08,44.1099,4381.35,1390000,278
-3318.995849609375,279,20.1259,4573.6,44.0,4558.39,1395000,279
-3324.795166015625,280,19.9256,4611.62,43.7879,4463.34,1400000,280
-3305.2724609375,281,19.6441,4578.86,44.4229,4340.46,1405000,281
-3341.787353515625,282,19.1785,4608.07,43.7625,4369.15,1410000,282
-3310.3017578125,283,19.1963,4578.47,43.9415,4412.22,1415000,283
-3414.478759765625,284,18.813,4604.31,43.8575,4560.89,1420000,284
-3442.103759765625,285,19.4512,4600.12,43.3599,4488.36,1425000,285
-3502.5537109375,286,19.8309,4606.69,43.3454,4196.65,1430000,286
-3537.897705078125,287,19.3112,4553.18,43.4797,4558.99,1435000,287
-3525.962646484375,288,19.1266,4610.21,43.5787,4474.14,1440000,288
-3623.311767578125,289,20.216,4562.56,43.5545,4284.98,1445000,289
-3607.008544921875,290,19.6955,4558.6,43.4591,4213.75,1450000,290
-3533.908935546875,291,19.028,4600.93,43.7957,4057.1,1455000,291
-3490.64013671875,292,19.4918,4556.44,44.1511,3562.88,1460000,292
-3672.15771484375,293,19.9363,4587.91,43.6153,4347.46,1465000,293
-3645.357666015625,294,19.6436,4535.08,43.6647,4352.56,1470000,294
-3614.849609375,295,19.6321,4523.16,43.6985,4359.48,1475000,295
-3630.687744140625,296,18.2397,4092.58,43.5133,4265.09,1480000,296
-3580.81298828125,297,17.9309,4502.27,43.0996,4481.61,1485000,297
-3654.5087890625,298,18.8314,4499.74,43.4409,4314.31,1490000,298
-3703.69384765625,299,18.0692,4516.78,43.1988,4225.91,1495000,299
-3702.6787109375,300,18.6335,4515.59,43.136,4358.26,1500000,300
-3769.1171875,301,18.6959,4509.43,43.3588,4110.5,1505000,301
-3806.07373046875,302,18.8913,4517.27,43.4609,4523.75,1510000,302
-3758.628173828125,303,17.86,4485.75,42.8548,4424.58,1515000,303
-3820.365966796875,304,18.1429,4527.88,42.7978,4512.06,1520000,304
-3833.687744140625,305,18.4375,4522.19,42.8339,4378.99,1525000,305
-3966.620361328125,306,18.7625,4523.13,42.9366,4442.57,1530000,306
-3964.77294921875,307,18.7549,4517.25,43.1253,4375.86,1535000,307
-3929.266357421875,308,18.7433,4536.34,43.167,4464.62,1540000,308
-3958.358154296875,309,17.8717,4514.23,42.9157,4451.42,1545000,309
-3909.387451171875,310,18.0743,4496.52,43.4402,4515.26,1550000,310
-3909.93701171875,311,17.2636,4484.82,43.0588,4328.01,1555000,311
-4027.93798828125,312,18.0496,4529.95,42.8432,4388.84,1560000,312
-4101.208984375,313,18.8294,4539.96,43.124,4521.78,1565000,313
-4176.15966796875,314,19.0513,4508.77,43.0197,4469.91,1570000,314
-4097.70751953125,315,18.2791,4510.89,42.8925,4257.8,1575000,315
-4104.322265625,316,18.1757,4567.03,43.1107,4526.55,1580000,316
-4142.7841796875,317,18.3792,4484.55,43.2318,4513.78,1585000,317
-4158.8388671875,318,18.9092,4509.57,42.8481,4513.86,1590000,318
-4174.06005859375,319,18.0275,4455.25,43.0695,4348.98,1595000,319
-4067.213134765625,320,17.778,4554.37,42.9376,4038.96,1600000,320
-4076.88671875,321,18.2772,4509.09,43.1145,3994.76,1605000,321
-4160.8837890625,322,17.5579,4464.23,42.2385,4403.99,1610000,322
-2106.31103515625,323,57.1674,-16.98,54.3295,-16.84,1615000,323
-3041.15283203125,324,43.5742,375.05,49.8408,402.19,1620000,324
-2652.27294921875,325,57.5031,297.95,50.8956,283.45,1625000,325
-3196.039306640625,326,22.5956,683.28,46.8823,771.52,1630000,326
-3825.2236328125,327,18.7794,2725.89,45.1746,1304.2,1635000,327
-4087.3173828125,328,16.3649,2314.31,44.5628,3061.28,1640000,328
-4385.09228515625,329,17.4354,2803.47,44.1293,3243.8,1645000,329
-4268.5712890625,330,20.1863,4235.84,44.0258,4183.0,1650000,330
-4376.251953125,331,20.8067,4317.39,43.2086,4191.85,1655000,331
-4346.970703125,332,19.6039,4380.34,43.2671,4177.51,1660000,332
-4248.25634765625,333,20.7104,4438.04,43.148,4087.59,1665000,333
-4366.83935546875,334,21.5862,4535.21,43.9087,3990.74,1670000,334
-4075.241943359375,335,22.0008,3490.08,44.4867,2031.31,1675000,335
-4558.3662109375,336,21.0765,4321.8,43.8178,3874.44,1680000,336
-4406.27001953125,337,21.8197,3942.88,43.7814,3862.54,1685000,337
-4631.86572265625,338,20.5988,4493.51,43.2272,4326.66,1690000,338
-4651.87939453125,339,20.3393,3687.19,43.2123,4318.36,1695000,339
-4587.83447265625,340,19.3406,4445.5,43.5093,3873.74,1700000,340
-4557.724609375,341,19.0499,4074.91,43.1143,3825.29,1705000,341
-4549.1083984375,342,19.713,4502.52,43.5423,4017.82,1710000,342
-4499.8544921875,343,19.0871,4533.42,42.4675,4349.46,1715000,343
-4525.677734375,344,19.3066,4536.84,43.2603,4378.28,1720000,344
-4736.84130859375,345,19.2212,4589.01,42.73,4525.1,1725000,345
-4749.8466796875,346,19.5784,4568.53,42.7036,4205.75,1730000,346
-4909.47998046875,347,19.7353,4252.68,43.225,4381.77,1735000,347
-4907.5966796875,348,19.3772,4566.08,42.7034,4535.47,1740000,348
-4821.97265625,349,19.0737,4530.18,42.6741,4036.16,1745000,349
-4985.966796875,350,19.2875,4553.15,42.9195,4381.1,1750000,350
-5049.6328125,351,19.7395,4571.45,43.0214,4347.2,1755000,351
-4900.3017578125,352,18.7348,4476.87,43.181,4405.68,1760000,352
-4902.005859375,353,19.0443,4506.39,42.7968,4377.4,1765000,353
-4989.6728515625,354,19.7436,4547.73,42.8725,4538.8,1770000,354
-4962.4111328125,355,19.7702,4524.43,42.9193,4503.8,1775000,355
-5055.251953125,356,19.9629,4539.3,43.4234,4528.58,1780000,356
-5134.77685546875,357,19.6517,4556.62,43.1881,4552.19,1785000,357
-5156.8076171875,358,19.7616,4548.15,43.0971,4572.36,1790000,358
-5138.759765625,359,19.7027,4591.48,43.4666,4557.65,1795000,359
-5211.49267578125,360,19.3203,4591.3,43.1314,4573.7,1800000,360
-5211.30126953125,361,19.9103,4558.43,43.2639,4560.31,1805000,361
-5342.234375,362,20.5423,4589.26,43.9766,4544.68,1810000,362
-5387.10986328125,363,20.2123,4559.95,43.5426,4438.92,1815000,363
-5418.95068359375,364,19.7732,4539.45,43.5854,4536.08,1820000,364
-5482.388671875,365,19.5224,4537.87,43.8744,4495.32,1825000,365
-5476.2783203125,366,19.1807,4478.68,43.341,4377.6,1830000,366
-5561.8955078125,367,19.7297,4518.09,44.0988,4367.95,1835000,367
-5619.09326171875,368,19.7386,4474.79,43.7504,4447.73,1840000,368
-5578.92626953125,369,19.7251,4533.28,43.3775,4505.28,1845000,369
-5611.1650390625,370,19.9298,4522.07,43.1434,4445.17,1850000,370
-5740.43017578125,371,19.311,4558.04,43.5037,4503.49,1855000,371
-5651.79052734375,372,19.5178,4552.12,43.7019,4526.35,1860000,372
-5703.06982421875,373,19.5865,4557.4,43.4213,4552.26,1865000,373
-5794.6787109375,374,20.5362,4536.51,43.5139,4534.56,1870000,374
-5736.8984375,375,19.4451,4560.3,43.2202,4532.45,1875000,375
-5761.5908203125,376,20.0243,4573.66,43.4554,4549.53,1880000,376
-5900.021484375,377,19.801,4559.53,43.1947,4423.56,1885000,377
-5766.22216796875,378,19.3333,4553.37,43.102,4517.74,1890000,378
-4038.991455078125,379,23.9023,434.62,49.204,452.42,1895000,379
-4624.83984375,380,25.4607,635.76,46.0097,1194.12,1900000,380
-4681.0205078125,381,27.6937,2123.6,45.1164,2129.67,1905000,381
-5342.87548828125,382,20.8629,3945.42,43.2029,2995.49,1910000,382
-5081.26708984375,383,23.1879,1561.35,44.9059,1547.52,1915000,383
