Running Reverse KL,Real Sto Return,Itration,Real Det Return,Running Forward KL
31.0583,1043.75,65,1108.48,65.4252
32.2653,1054.39,66,2256.49,65.3619
33.3159,1439.73,67,2166.17,65.8591
31.6147,1595.01,68,2327.2,62.9466
32.0059,1580.85,69,2355.31,63.3034
31.637,1466.45,70,1875.92,63.9771
41.8973,1990.81,71,2906.06,66.3753
29.33,640.26,72,1487.84,65.2891
28.2168,677.78,73,1097.95,65.0894
31.114,1344.07,74,2025.79,65.7612
33.2247,1806.08,75,2698.06,66.0125
33.2074,1447.64,76,2416.81,64.8415
38.2531,1653.71,77,1955.39,66.0869
34.4652,2040.6,78,2572.16,64.2872
36.1823,1851.35,79,2873.71,65.1398
30.8687,1442.73,80,1825.56,65.0679
31.638,832.94,81,1286.9,64.0701
37.4717,2267.63,82,2771.81,66.2367
33.4289,1815.3,83,2813.52,66.3474
44.9606,2444.23,84,2795.12,70.7569
37.4702,1300.1,85,1808.34,66.1713
46.6917,2412.92,86,2976.2,70.2506
48.6126,2537.66,87,3381.94,69.1427
43.2872,2170.34,88,2850.26,67.5604
42.0698,2645.71,89,3510.26,68.1758
40.564,1796.5,90,2946.38,68.6632
34.1416,1673.35,91,1854.32,66.7024
43.1465,2726.27,92,3385.62,69.9168
34.0586,1636.94,93,2765.76,67.207
39.7847,2226.84,94,2677.29,68.3672
54.3965,3057.81,95,3856.37,73.5448
44.2134,2341.14,96,2919.13,69.5423
46.0522,3373.51,97,3703.64,69.1698
55.9451,2600.55,98,3529.52,76.671
56.9857,2840.36,99,4066.98,80.0802
49.4755,2701.74,100,3414.88,71.6872
57.374,3333.67,101,3983.63,77.1566
45.7137,3128.79,102,3627.77,69.8963
43.2169,1818.77,103,2867.47,68.4443
59.2909,3539.01,104,4412.66,75.6385
48.1138,2504.43,105,2957.13,70.1924
40.4845,3296.95,106,3081.21,68.1449
38.4391,1781.38,107,2041.41,67.2624
43.6459,2707.74,108,2351.61,69.4996
36.4904,2192.19,109,2749.65,67.2016
50.2904,2705.71,110,2991.42,72.6289
64.399,3767.15,111,4276.15,80.8574
41.7816,2532.72,112,2688.7,68.3553
39.2651,1889.72,113,2282.66,68.9078
49.0438,2416.41,114,2628.36,71.3069
45.8391,1978.18,115,1633.78,68.3016
39.1278,1668.65,116,3104.51,67.7702
58.9856,3728.98,117,4284.07,75.7087
62.0517,4031.51,118,3995.0,81.3754
39.7337,2535.4,119,2025.27,69.6602
51.9099,3461.52,120,3962.13,73.4686
61.7821,3539.16,121,4608.59,81.6385
59.416,3500.13,122,4392.88,74.2776
60.4979,3465.83,123,3586.01,77.7913
52.1723,3875.34,124,4000.6,72.3933
66.6304,3810.89,125,4189.48,80.4196
50.472,2296.14,126,2989.78,71.91
69.3624,4139.76,127,4939.78,80.3538
67.1447,4283.03,128,4748.28,79.2882
56.2245,3275.09,129,4601.32,72.1075
51.2031,3615.35,130,3518.72,71.2887
49.9535,2342.17,131,3498.52,71.1517
64.7468,3509.36,132,3902.68,75.8379
70.4185,3748.66,133,4504.3,78.5529
68.394,3948.94,134,4162.36,83.0595
61.8695,4114.74,135,4206.53,74.807
66.1168,4429.56,136,4754.48,76.2655
65.0212,3992.98,137,4114.44,78.2598
47.7407,2387.31,138,3252.38,70.0778
57.0818,3773.54,139,4487.99,72.3334
60.4399,3482.24,140,4252.5,74.704
51.7239,3227.75,141,3451.32,70.5935
52.6261,3834.86,142,4094.69,71.625
61.6492,2866.34,143,4604.91,78.0812
48.6514,2769.9,144,3840.8,70.6711
69.0563,4405.2,145,4587.8,81.9115
52.1417,3367.92,146,4405.76,73.083
64.2523,3861.69,147,4993.07,76.4337
66.1379,3569.68,148,4552.24,74.8427
67.6617,4299.04,149,4320.35,77.956
68.6542,3949.16,150,5055.19,81.7026
63.1501,3522.02,151,4376.37,74.433
66.2542,3400.61,152,3715.44,79.3443
70.3107,3646.0,153,4295.33,81.0103
57.765,3468.08,154,4512.33,74.9436
67.3071,3946.27,155,4991.39,82.3661
70.155,3910.86,156,4906.77,79.4916
75.0835,4531.67,157,5201.3,83.4524
48.7106,3078.69,158,4387.3,70.5397
67.5713,3644.13,159,4673.33,76.3676
81.2866,3945.89,160,4424.01,84.8043
73.934,4807.71,161,5006.15,80.8202
69.4797,3739.48,162,4261.69,77.8007
66.4882,4502.65,163,4814.66,76.2388
69.0012,4785.38,164,4836.75,80.1187
58.3671,3080.32,165,3708.32,71.814
64.8879,3160.82,166,3509.17,74.0226
68.5026,4186.96,167,5010.38,79.7871
64.429,3882.3,168,3929.61,75.2445
72.7078,4741.14,169,5329.22,81.4347
69.5313,4696.14,170,5040.91,78.0563
59.854,4128.12,171,4599.33,73.0342
63.2524,4552.54,172,4638.91,76.1618
67.806,4439.48,173,4727.77,74.6557
55.7245,4411.37,174,4773.8,71.9147
72.1472,4861.48,175,4911.33,79.8663
68.7441,4515.93,176,4463.59,78.017
65.2235,3684.42,177,4266.45,77.8326
59.8836,4488.77,178,4414.74,72.9747
73.0672,4398.58,179,4814.19,79.7983
60.9474,4058.53,180,4818.27,72.9986
66.4845,4281.48,181,5231.14,74.6272
72.5996,4371.34,182,4185.72,77.2193
72.7586,4705.01,183,5274.27,77.5111
70.434,4366.28,184,5350.97,75.3984
70.3982,4728.88,185,5228.72,77.2179
76.2244,4357.24,186,5024.11,77.0563
60.2472,5049.5,187,5255.57,72.1075
69.5658,4900.37,188,4707.94,76.0753
72.5135,4826.48,189,5183.76,79.1508
69.1301,3945.67,190,3966.03,77.1393
85.1447,4520.26,191,4823.76,85.0842
70.6234,4433.39,192,4744.29,78.4089
80.6422,4942.64,193,5125.23,87.1402
79.0628,4628.71,194,5069.37,83.9599
79.2709,4705.12,195,5473.5,85.5241
65.6319,4410.17,196,5140.72,76.2662
76.932,4527.19,197,4723.07,83.2574
64.7974,4513.11,198,4909.43,73.3934
68.0446,4157.51,199,5273.78,74.6866
79.5022,4940.8,200,5310.4,83.2761
75.0636,4749.72,201,4547.74,81.8029
79.9563,4925.59,202,4914.51,84.1612
68.6134,4842.8,203,5358.06,74.9429
82.8318,4974.58,204,5263.63,86.3708
78.6023,4864.36,205,5246.53,83.9097
74.5467,4818.86,206,5162.78,75.2239
86.7376,4627.34,207,5157.32,86.0875
77.9098,4699.27,208,5055.08,83.3482
77.8441,5014.95,209,5085.58,83.5392
76.1863,4875.93,210,5134.15,82.86
80.4893,4693.34,211,5295.8,81.7021
75.7232,4633.26,212,5343.17,82.501
77.6433,4350.22,213,5209.53,76.5987
69.3345,4877.1,214,5004.1,75.8106
77.1447,4954.68,215,5456.35,84.1143
78.4363,4783.21,216,5180.01,77.6469
75.2318,4886.53,217,5305.15,79.7718
63.7224,4792.77,218,5448.99,71.5981
78.0161,5065.34,219,4725.6,82.3007
70.7555,4713.72,220,5196.5,73.8139
84.7872,4912.07,221,5143.53,86.537
76.2786,4886.2,222,4991.99,84.2918
73.6858,4703.19,223,4985.93,78.8548
76.8298,5104.77,224,5202.41,83.8279
66.0038,4890.33,225,4958.96,75.7013
83.2593,5158.39,226,5222.17,85.9973
80.3718,4932.13,227,5463.67,85.0286
71.5219,4818.56,228,5450.15,74.2293
76.047,4646.39,229,5449.35,80.1249
74.4924,4976.95,230,5379.66,80.3413
74.8687,4900.41,231,5528.14,84.2537
70.5655,4895.36,232,5369.22,76.3356
74.573,5065.03,233,5384.05,84.0273
73.6806,5025.33,234,5348.4,77.9115
79.1346,4924.47,235,5183.9,80.2198
78.0398,4829.56,236,5181.41,81.1138
78.6398,4772.42,237,5225.19,84.1385
79.0735,4943.96,238,5003.56,83.3718
80.6356,4690.4,239,5264.77,83.5999
81.646,4949.49,240,5460.09,85.0097
77.1101,4710.98,241,5218.84,82.6174
67.3406,4326.66,242,4579.89,74.0434
78.2792,4710.71,243,5223.93,84.1105
79.1743,4253.91,244,4671.02,83.252
63.8902,4817.64,245,4910.09,73.2508
71.0342,4159.68,246,5418.1,76.2343
79.7311,3877.2,247,5297.19,84.5172
78.0427,4505.15,248,5158.57,82.6231
83.9874,4943.3,249,5513.48,83.4507
78.4473,5016.37,250,5169.84,82.7139
77.363,4828.83,251,4995.63,83.4663
71.0899,5000.54,252,4832.44,75.0451
80.0386,5320.4,253,4683.58,82.7133
75.355,4298.11,254,5443.07,80.5428
62.3332,4212.05,255,4839.19,72.6994
66.7677,4679.36,256,5089.46,73.4936
74.7524,4906.08,257,5340.75,77.9763
61.2229,4276.78,258,4285.86,73.3937
78.0199,4423.51,259,5347.3,83.3878
84.1283,4728.54,260,5216.01,83.8355
77.719,4867.9,261,5058.66,84.0501
63.168,2885.62,262,5095.19,72.6402
72.892,5067.87,263,4793.14,77.0016
81.1939,4553.69,264,4291.52,83.5497
73.4941,4573.56,265,5109.43,76.8934
73.097,4696.17,266,5203.68,76.2842
79.6412,4742.73,267,4805.69,79.9738
82.3641,4927.44,268,5312.7,84.862
73.1756,4738.49,269,5420.01,77.4878
71.4926,4510.25,270,4574.35,76.3409
79.4032,5002.57,271,5133.07,85.7734
79.6974,5189.77,272,5622.81,82.8358
81.19,4960.96,273,5570.88,85.1316
77.6562,4829.94,274,5487.02,82.2267
83.2548,5289.41,275,5661.08,87.08
80.2396,5376.15,276,5440.69,80.5454
80.5773,4889.76,277,5440.46,85.853
72.7661,4833.68,278,5709.23,77.2087
84.3395,5260.02,279,5392.27,83.722
79.2274,4712.66,280,5377.28,83.2605
86.4055,4791.04,281,5315.98,87.0263
70.794,4425.24,282,5084.05,77.8333
80.5509,4704.43,283,5076.68,84.9405
69.4985,4058.53,284,5432.76,75.259
80.9849,4359.91,285,5663.69,82.4228
81.5762,5309.41,286,5665.77,84.3312
80.7149,5142.24,287,5120.06,84.8884
79.6375,5357.32,288,5096.72,83.8798
78.209,5119.82,289,5398.27,84.03
75.765,4453.53,290,5124.58,81.0994
73.2394,5122.31,291,4886.69,77.2949
77.4921,4821.21,292,5084.6,85.2345
63.258,4477.16,293,5325.37,73.1338
81.249,4943.35,294,4921.61,86.0924
81.5361,5295.13,295,5553.6,86.5376
76.2852,4577.98,296,5642.21,79.4774
81.7397,4005.54,297,4398.23,85.0337
74.1318,5124.06,298,5390.75,76.0189
78.1018,4840.58,299,5638.53,82.5159
73.2198,4685.52,300,4631.02,77.1273
82.4862,4972.26,301,5257.48,86.5819
67.9202,4585.94,302,4168.91,74.7358
77.5123,4830.76,303,4850.37,81.0878
79.7845,5329.32,304,5082.34,84.0994
80.7269,4624.91,305,5600.84,85.3252
74.9238,4751.29,306,5538.69,77.2577
80.2908,4442.96,307,5325.5,86.0061
80.1063,5047.02,308,5447.11,85.4581
81.4622,4751.92,309,5687.61,85.8023
76.7913,4474.82,310,5335.44,84.0781
72.7248,5047.39,311,5030.79,78.1995
71.111,5076.73,312,5714.83,74.2118
78.4589,4961.14,313,5386.93,86.5548
74.9493,5097.31,314,5435.08,83.283
76.6148,4601.31,315,5404.62,84.6243
80.6881,4647.12,316,5165.87,85.1915
71.7678,5225.77,317,5244.87,76.0018
81.6687,5105.88,318,5386.94,86.1822
69.3348,5147.82,319,5337.51,75.8352
77.4422,5309.91,320,5480.58,84.7603
77.9322,5210.61,321,5359.36,86.2059
74.6193,5059.23,322,5742.34,80.5313
77.3791,5199.66,323,5210.94,84.9662
79.1049,4438.94,324,5384.26,83.6541
70.9542,4340.11,325,5432.43,77.2548
83.9146,4941.74,326,5161.54,87.3282
79.7433,4751.95,327,5215.19,84.8379
84.6097,5271.21,328,5654.26,80.609
76.3687,5224.14,329,5377.86,76.0855
83.3543,5089.38,330,5625.71,86.1105
78.3122,5141.62,331,4949.77,84.0524
82.5525,4570.51,332,5373.23,84.6492
81.3626,4733.12,333,5523.15,84.0698
77.516,4783.18,334,5193.13,79.3372
77.2517,4791.04,335,5473.19,82.9357
82.7306,5173.72,336,4933.37,85.9309
68.7405,4207.74,337,5744.24,75.0729
82.0719,5207.15,338,5351.69,84.9325
82.0757,5111.83,339,5541.13,83.5463
74.465,5244.12,340,5659.56,75.5793
81.2448,5424.89,341,5696.26,84.5967
83.1685,4806.82,342,5497.33,86.1958
82.733,4832.18,343,5599.92,84.1618
78.5614,5176.51,344,5748.35,83.6683
78.659,5027.1,345,5211.71,81.8621
75.8867,5115.14,346,5220.9,82.8711
74.765,5230.86,347,5824.47,81.7665
74.7514,4304.63,348,5267.84,80.0438
74.9853,4497.75,349,4866.2,80.3986
71.3973,5176.68,350,5042.53,73.9369
73.0372,4813.36,351,5460.58,76.7501
78.4674,4831.44,352,5630.58,78.335
77.0222,4839.56,353,5014.67,79.2923
71.6829,5011.89,354,5677.4,74.9909
73.3757,5117.76,355,5616.82,75.823
78.0104,4842.66,356,5206.07,80.4494
78.2187,4678.87,357,5585.41,82.7202
78.9409,4835.59,358,5218.77,82.4309
76.4863,4324.34,359,5333.77,80.6912
79.0898,5039.73,360,5658.39,80.6953
80.5927,4278.83,361,5409.37,81.5843
72.1406,4790.68,362,5509.95,75.2706
75.4808,4307.93,363,4954.92,78.7489
74.6661,5440.2,364,5824.71,81.5666
77.6551,3912.8,365,4691.19,81.3334
79.6547,4153.69,366,5222.35,79.2997
82.6954,4762.09,367,5469.12,83.1188
82.368,5210.59,368,5348.02,84.6496
77.929,4239.19,369,4852.12,82.8814
79.5977,3842.0,370,4575.86,77.6092
71.9984,4437.86,371,5233.76,75.6175
66.0091,4910.36,372,5134.32,72.9387
79.3443,4314.63,373,5249.54,81.9998
72.9583,4844.3,374,5651.75,75.6977
76.5786,4439.57,375,5266.15,78.7615
83.5406,4879.66,376,4742.15,83.52
80.4839,5106.9,377,5603.71,82.4824
79.0548,4801.7,378,5596.52,81.9114
76.6154,4190.32,379,4678.26,79.8355
59.4536,3892.9,380,4566.87,70.9168
70.3268,4462.9,381,4708.25,75.8855
63.3961,4273.31,382,4741.99,72.4869
78.934,4276.66,383,4814.76,82.7937
70.6013,4798.75,384,5470.7,77.0559
72.9485,4444.66,385,5715.86,75.5446
77.2836,5304.0,386,5484.77,76.1352
83.9049,4430.74,387,5599.37,82.3696
80.5961,4692.25,388,5644.2,83.3232
74.6817,4462.1,389,4396.86,76.2785
85.2119,4586.19,390,5336.68,83.5457
75.5025,5225.65,391,5763.64,77.325
86.7862,5229.55,392,5528.75,84.6922
91.4874,4801.16,393,5590.98,85.9642
86.1686,4771.12,394,5371.11,85.8088
86.1724,5165.28,395,5379.08,84.7866
80.3564,5071.56,396,5723.87,81.348
74.7144,5263.84,397,5415.98,75.6511
72.539,4828.27,398,5734.82,75.2084
83.4941,4751.82,399,5518.15,82.603
86.1104,5044.84,400,5252.24,85.2047
83.6831,4526.72,401,5623.76,83.8743
83.881,5175.38,402,5465.43,84.3394
83.2543,4969.76,403,5479.69,82.4874
88.838,5055.9,404,5498.5,86.6321
80.5525,4904.95,405,5672.03,81.1901
84.3309,4685.67,406,5388.35,84.7875
80.4536,3970.92,407,5532.62,79.3914
76.7993,4510.93,408,5441.14,78.4208
71.0662,4786.36,409,5667.04,73.9779
82.9785,4985.54,410,5742.55,83.5591
88.3874,5070.92,411,5117.99,84.6464
60.7895,4646.85,412,5752.3,72.1832
73.361,4887.14,413,5086.55,75.2956
81.6558,5097.85,414,5429.92,84.2525
80.1068,5021.15,415,5516.3,81.8801
82.3172,5012.07,416,5714.15,81.6001
86.6577,5294.75,417,5756.46,85.3407
77.6945,4747.98,418,5851.02,81.7123
83.558,4961.55,419,5388.56,83.4441
78.7905,5160.72,420,5802.78,82.3624
78.9505,5134.55,421,5292.69,77.7516
70.8994,4877.22,422,5397.9,74.3825
78.7034,4484.96,423,5493.76,79.6921
81.1951,4756.21,424,5127.59,83.781
70.4249,5199.08,425,5572.57,74.5016
81.2424,4438.0,426,5007.25,85.0453
79.7805,4080.85,427,5536.61,83.3771
85.4975,4134.84,428,4729.95,86.3593
80.252,4886.08,429,5848.5,84.4813
76.9961,4783.62,430,5306.0,82.8602
83.4393,4250.2,431,4802.72,85.9241
71.2107,4800.52,432,4732.74,76.6937
69.8955,5069.93,433,5599.05,75.9126
75.129,4631.37,434,5642.85,80.2792
78.3495,4284.96,435,4989.67,82.577
72.0263,4968.29,436,5671.1,80.7555
68.6277,5246.37,437,5325.05,74.5771
75.2576,4849.69,438,5233.33,81.2702
82.257,5154.09,439,5295.7,85.1948
65.1428,4730.92,440,5583.47,74.0393
67.5916,5434.92,441,5572.29,74.1167
76.9927,5382.47,442,5553.32,82.7096
73.5613,4865.49,443,5265.64,75.1803
76.3155,4650.35,444,5542.68,83.5123
77.7124,4902.51,445,5423.92,79.7104
82.0163,4865.8,446,5739.55,82.8274
83.0854,4957.3,447,5830.51,83.5275
79.7748,4673.68,448,5537.24,81.4945
71.455,4591.96,449,5452.68,75.1582
72.443,4925.16,450,5362.21,80.2595
70.2897,4945.31,451,5226.13,75.8222
78.8653,4669.63,452,5549.15,83.1238
79.0887,4465.34,453,5717.98,83.3634
65.2524,5081.25,454,5731.06,73.7447
76.6403,4769.42,455,5355.25,81.6345
66.9736,5094.44,456,5534.16,72.812
71.5809,4666.22,457,5490.42,81.2793
77.3215,5033.74,458,5585.52,82.7666
76.2913,5381.5,459,5536.54,82.6514
72.1584,5083.56,460,5479.11,76.0935
66.6961,4972.1,461,5910.89,73.1938
75.0686,4322.6,462,5241.02,79.1084
64.5936,4580.51,463,5124.63,73.1235
78.1975,4863.42,464,5079.18,81.7424
76.8296,5185.94,465,5295.62,81.8217
78.2795,4708.31,466,5179.38,83.4712
72.9184,4189.89,467,5336.51,74.8598
77.2482,5300.22,468,5263.71,83.478
79.9322,4974.81,469,5511.94,81.1574
79.5216,4701.69,470,5000.32,81.3318
71.721,4952.73,471,4921.18,74.1831
83.2719,5193.95,472,5704.87,85.8991
82.8253,4803.59,473,5535.27,83.0758
72.7617,4367.19,474,5807.69,77.7685
73.7229,5145.7,475,5485.78,81.7556
73.5529,4827.73,476,4946.66,75.1854
73.7045,4798.21,477,5161.52,80.3662
69.3556,4665.6,478,5752.6,72.1946
73.2433,4067.36,479,4804.86,81.855
74.1059,4501.54,480,5103.82,81.9285
57.3571,3254.4,481,4817.38,69.8424
73.6035,4370.03,482,5039.97,80.5921
77.6368,4589.95,483,5699.31,78.4734
76.6923,4463.69,484,5357.66,83.5274
68.6233,4798.26,485,5319.95,73.7509
75.063,4574.96,486,5594.44,79.4933
76.9579,4836.43,487,5093.5,79.4432
74.5135,4971.66,488,5313.09,75.7491
69.8448,4704.29,489,5687.69,77.541
69.1164,4137.09,490,5480.71,76.3494
74.6949,4681.26,491,5872.95,79.7263
62.7129,4502.63,492,5259.68,71.6343
73.2854,4248.22,493,5586.36,80.4276
77.8517,4664.75,494,5470.06,79.5312
67.9964,4456.96,495,5838.34,74.4721
69.137,5056.21,496,5545.01,73.1447
68.0743,4979.91,497,5195.13,74.2155
74.5138,5251.36,498,5259.41,79.2378
73.7599,4625.04,499,5648.47,81.1357
73.7039,5325.71,500,5196.03,78.6868
72.9438,4416.99,501,4833.31,80.7879
70.0876,5169.48,502,5647.51,74.9937
76.0364,4954.96,503,5355.78,83.5023
62.457,4876.35,504,5868.09,71.6895
73.9297,5056.53,505,5363.18,80.0155
66.5592,5423.98,506,5319.58,73.1205
67.3213,4725.71,507,5125.62,73.3261
71.1025,4879.09,508,5085.05,81.2915
76.1652,5173.27,509,5902.94,80.2264
74.5635,4684.82,510,4997.64,81.7467
74.9135,4528.13,511,5314.54,82.0781
64.5421,4808.08,512,5876.64,71.8766
65.2557,4966.12,513,5749.97,72.8258
76.0405,4797.02,514,5538.14,80.9807
67.186,5028.94,515,5566.22,73.1754
67.1722,4927.69,516,5610.69,75.2773
62.0782,4866.63,517,5247.09,73.1481
62.387,4800.07,518,5307.61,72.49
71.6018,4656.86,519,5517.97,81.3832
61.164,4999.33,520,5019.82,73.02
70.8782,4097.27,521,5394.07,77.6093
63.315,4532.32,522,5789.47,72.7133
66.3573,4737.82,523,5543.84,73.3999
73.0936,4928.55,524,5824.79,81.0606
65.8972,4541.61,525,5592.84,73.0889
69.9961,4252.11,526,5626.38,80.5964
74.9185,5306.19,527,5534.32,83.3246
63.687,5097.6,528,5296.38,74.8761
70.4782,5238.31,529,5079.61,79.7112
57.7817,4859.34,530,5573.02,70.9121
66.2104,4707.68,531,5818.28,73.7493
60.2023,5236.05,532,5543.58,70.6421
72.4817,4931.38,533,5430.12,81.8521
69.2566,4786.7,534,5677.43,74.8459
74.0354,4730.17,535,5868.16,81.4564
69.7137,5095.11,536,5590.95,76.3235
74.3673,5113.17,537,5524.13,82.5108
68.8206,4843.7,538,5506.3,73.5555
73.8312,4684.65,539,5819.75,81.5101
57.8532,5519.22,540,5993.42,69.2397
76.0312,4890.8,541,5662.63,81.1271
78.9909,5285.23,542,5452.78,82.6271
73.7494,5269.27,543,5925.34,80.0395
78.2376,5364.35,544,5381.88,81.9081
78.6957,4580.45,545,5271.45,84.146
77.7765,4479.56,546,5748.46,82.0479
78.9432,4650.27,547,5330.63,83.7402
74.307,5077.51,548,5818.7,80.2627
77.5624,4920.05,549,5863.86,82.7653
74.9474,5146.76,550,5566.9,78.0334
77.0244,4328.53,551,4968.01,81.2002
79.8407,4696.77,552,5815.95,83.0931
82.5423,4648.59,553,5346.06,85.338
79.4455,5264.51,554,5713.1,82.7618
77.133,5289.14,555,5570.34,82.0629
76.4468,4323.21,556,5562.15,82.4003
77.8739,4116.1,557,4789.62,82.6169
77.5642,5026.36,558,5170.25,81.6196
69.9959,4680.09,559,5759.46,76.3828
77.2013,4407.13,560,5644.58,81.6795
72.4656,4968.07,561,5723.51,80.8819
75.7874,4421.26,562,5076.52,80.8596
80.2297,3897.43,563,4661.56,83.9981
67.6529,4746.3,564,4799.11,72.8057
77.8873,4359.87,565,4948.64,82.7815
73.4626,4230.38,566,5296.96,81.162
62.7761,4609.13,567,4189.75,71.4435
73.511,4972.28,568,5320.26,75.232
66.6993,3983.42,569,5416.57,71.9699
76.7248,4089.74,570,5252.04,81.9137
76.6154,4185.1,571,4599.02,83.1242
77.3643,5025.27,572,5051.66,81.324
77.7788,3995.04,573,5228.87,82.263
64.3572,3834.45,574,4907.29,73.537
78.2157,4785.23,575,5367.75,80.7292
72.9274,5319.32,576,5127.94,74.8802
81.7649,4764.43,577,5512.89,83.7808
73.5859,5146.71,578,5757.93,76.9425
78.6804,4269.05,579,5693.54,84.217
74.2317,5385.36,580,5597.46,82.779
77.4371,4908.99,581,5623.9,80.4587
80.7264,5316.85,582,5441.21,83.5731
78.1435,5056.08,583,5941.91,81.3651
75.2074,4593.68,584,5619.51,79.5959
78.5437,5354.83,585,5461.41,82.739
78.0031,5236.15,586,5091.84,82.5579
70.1705,5232.92,587,5708.44,74.7829
77.3977,5474.16,588,5880.69,80.9645
80.6145,4749.32,589,5864.16,83.4309
74.2042,4792.79,590,5167.83,80.8
77.764,4941.32,591,5831.87,81.2968
69.7291,5079.56,592,5936.99,74.466
77.2612,5473.53,593,5969.5,80.1912
78.9673,5511.39,594,5341.33,81.4125
80.3972,5149.12,595,5600.2,81.461
68.947,4533.28,596,5347.41,72.2232
74.8605,4998.0,597,5629.73,78.8741
73.4206,5383.14,598,5961.52,80.0116
76.4549,5427.01,599,5614.89,80.9031
