Running Reverse KL,Itration,Real Sto Return,Running Env Steps,Running Forward KL,Reward Loss,Running Update Time,Real Det Return
121.4839,71,4967.92,355000,300.9128,-5437.083984375,71,464.72
139.4215,72,4805.72,360000,319.1592,-5833.55322265625,72,552.7
131.815,73,4759.43,365000,315.3415,-5518.82275390625,73,478.67
137.3518,74,4810.41,370000,315.961,-5790.01318359375,74,1607.36
137.6525,75,4792.33,375000,323.0964,-5861.3828125,75,455.12
166.5767,76,2699.67,380000,336.8252,-6507.19775390625,76,546.14
140.9847,77,4771.94,385000,325.7318,-6565.953125,77,507.72
134.1869,78,4412.83,390000,322.4181,-6248.19287109375,78,441.18
143.8718,79,5056.47,395000,323.2762,-6559.0703125,79,2006.54
133.6094,80,4816.76,400000,318.8984,-6464.96826171875,80,452.11
140.5176,81,5308.38,405000,327.682,-6613.59765625,81,2480.42
155.9612,82,5222.8,410000,325.9057,-6985.13525390625,82,1496.37
147.8599,83,5289.85,415000,326.5499,-7053.14404296875,83,405.84
152.6641,84,4962.38,420000,326.1108,-8059.1318359375,84,405.8
142.502,85,5047.65,425000,331.8596,-7471.5146484375,85,405.45
142.871,86,4228.6,430000,340.041,-7671.03857421875,86,458.65
144.7232,87,5168.8,435000,330.4582,-7589.9560546875,87,439.83
155.4795,88,4365.86,440000,335.7157,-8818.5859375,88,375.02
149.0609,89,5247.07,445000,325.9246,-8536.8017578125,89,419.55
139.3401,90,4653.41,450000,326.1218,-7835.01806640625,90,558.82
140.1599,91,4414.24,455000,328.2674,-8503.2734375,91,423.27
144.3118,92,4987.28,460000,331.5995,-8546.6083984375,92,478.45
155.4834,93,3896.57,465000,337.5388,-8289.1748046875,93,2218.92
146.9377,94,4386.85,470000,336.062,-8540.69921875,94,748.48
127.6307,95,4770.69,475000,323.4671,-8647.1259765625,95,999.81
155.3899,96,2515.47,480000,317.8077,-8316.26953125,96,2719.33
165.045,97,3420.29,485000,331.2611,-8597.419921875,97,1497.48
142.9434,98,4533.72,490000,328.7654,-9313.15625,98,4433.61
138.3962,99,4962.44,495000,328.4353,-9251.8134765625,99,520.22
135.5771,100,4356.24,500000,317.3677,-9556.697265625,100,2007.92
162.6831,101,2634.77,505000,330.8222,-9327.1748046875,101,1237.36
138.7046,102,5229.61,510000,324.7523,-9942.380859375,102,2037.12
150.6391,103,5070.76,515000,331.1788,-10326.1396484375,103,5360.6
137.7707,104,4308.2,520000,326.0306,-9789.9208984375,104,1230.79
130.148,105,4953.34,525000,327.2357,-10241.6513671875,105,5071.12
132.3863,106,4647.5,530000,324.3082,-10503.32421875,106,1473.7
138.0478,107,4619.59,535000,317.6755,-10658.9365234375,107,1034.91
134.807,108,3772.97,540000,328.6074,-10816.5107421875,108,3406.64
144.7021,109,5119.65,545000,334.973,-10924.255859375,109,1221.02
145.2945,110,4755.43,550000,329.6783,-10939.6259765625,110,1992.45
149.5443,111,5244.85,555000,334.1983,-11401.0068359375,111,4923.73
139.8114,112,5232.52,560000,322.4659,-11429.0048828125,112,480.93
133.9712,113,4763.76,565000,326.7625,-11502.0908203125,113,4658.33
140.5215,114,5197.39,570000,325.7601,-11867.92578125,114,3725.49
148.1832,115,5154.52,575000,332.4399,-11936.779296875,115,4630.24
129.2846,116,4675.74,580000,320.2244,-11837.16796875,116,1272.41
141.0854,117,5179.79,585000,329.7502,-12230.5791015625,117,4349.55
137.1901,118,5169.97,590000,324.3067,-12373.20703125,118,5173.12
138.9174,119,5087.58,595000,322.7306,-12432.515625,119,1732.8
141.3097,120,5258.02,600000,329.6345,-12780.0224609375,120,5351.56
137.5318,121,4937.26,605000,323.9181,-12781.1982421875,121,1827.82
133.2648,122,5179.44,610000,330.3751,-13007.9423828125,122,5377.09
142.0495,123,5197.94,615000,324.3142,-13246.6552734375,123,5357.5
141.6825,124,5202.97,620000,324.2567,-13376.5986328125,124,5426.47
147.5776,125,5150.24,625000,334.7641,-13629.4404296875,125,5367.75
141.3541,126,5160.05,630000,326.7519,-13341.2041015625,126,4390.19
138.2678,127,4962.9,635000,327.0296,-13744.1123046875,127,5136.57
148.3116,128,5027.1,640000,322.8659,-13615.9375,128,5448.93
147.11,129,5156.64,645000,334.9116,-13860.4716796875,129,5212.61
142.1672,130,5238.36,650000,334.3286,-14231.3330078125,130,2373.38
127.9653,131,5132.01,655000,323.7296,-14141.18359375,131,5352.74
135.3885,132,4751.17,660000,335.2886,-14330.646484375,132,5407.26
125.2314,133,4845.91,665000,321.5141,-14291.390625,133,5435.21
126.7812,134,4958.38,670000,324.688,-14683.4228515625,134,2977.9
129.7142,135,5048.82,675000,325.5809,-14602.4140625,135,3644.31
138.3973,136,5239.13,680000,338.3804,-14954.837890625,136,2987.88
139.6217,137,4997.72,685000,331.0008,-15307.9697265625,137,5396.74
129.3876,138,5088.9,690000,329.7409,-14916.3740234375,138,2762.14
134.6595,139,4330.12,695000,321.843,-14939.5615234375,139,4668.12
136.4876,140,5170.82,700000,337.0788,-15309.9404296875,140,5393.58
118.3125,141,4979.38,705000,317.8471,-15166.751953125,141,4751.97
125.2144,142,5051.26,710000,321.5464,-15432.2646484375,142,4011.63
131.4573,143,5219.5,715000,327.6617,-15698.16015625,143,5432.53
151.197,144,4348.27,720000,334.3967,-14881.4599609375,144,3967.66
115.749,145,5029.47,725000,322.1697,-15294.447265625,145,4190.7
124.9827,146,5081.2,730000,323.6636,-15819.654296875,146,2335.6
132.5038,147,5213.58,735000,327.9538,-16378.99609375,147,5406.16
129.1334,148,5244.5,740000,327.9568,-16256.3212890625,148,5450.43
142.297,149,4683.28,745000,332.8798,-15607.669921875,149,5421.58
127.8959,150,5078.76,750000,332.1849,-16515.51953125,150,5436.57
137.5369,151,5064.94,755000,338.0877,-15804.4208984375,151,5381.72
127.5337,152,5225.33,760000,328.2301,-16669.888671875,152,5552.07
134.5708,153,4856.05,765000,335.0108,-16520.236328125,153,5176.16
128.2814,154,4204.13,770000,329.7593,-16694.0390625,154,2520.5
122.9552,155,4806.04,775000,333.8196,-16286.2392578125,155,4992.22
131.1243,156,4537.92,780000,332.4281,-16146.63671875,156,5410.57
133.8472,157,4854.39,785000,335.3841,-16533.2734375,157,5448.43
143.6482,158,5044.72,790000,330.8013,-16598.505859375,158,5488.21
131.1962,159,4936.95,795000,334.1248,-16677.482421875,159,5381.22
117.9975,160,4756.87,800000,325.0353,-16119.5087890625,160,4966.11
131.1378,161,5248.38,805000,331.6979,-17172.4765625,161,5542.88
126.1165,162,5031.16,810000,331.9708,-17277.400390625,162,5497.09
129.2669,163,4930.27,815000,334.3964,-17235.408203125,163,5506.82
127.8455,164,4860.15,820000,331.6934,-17022.28125,164,5423.96
127.4149,165,4810.75,825000,335.7727,-16871.71875,165,4880.35
121.925,166,4490.45,830000,332.0326,-17364.28125,166,5371.26
118.148,167,4426.63,835000,324.5703,-17291.91796875,167,4436.18
132.9782,168,4789.64,840000,338.614,-16955.0703125,168,5396.08
132.0227,169,4597.2,845000,327.9383,-17155.314453125,169,5473.18
120.1561,170,4805.06,850000,325.3117,-17632.412109375,170,5141.5
127.8553,171,4852.83,855000,336.8598,-17619.16015625,171,5073.76
135.6753,172,5170.18,860000,337.1661,-17821.005859375,172,4981.48
126.0988,173,5145.09,865000,334.7052,-17393.375,173,5378.26
115.8646,174,4678.59,870000,317.9971,-17698.16796875,174,5199.14
148.2714,175,5217.9,875000,342.7388,-18111.16796875,175,5408.44
126.6343,176,5186.92,880000,328.4853,-17540.6015625,176,5521.72
132.8559,177,5110.57,885000,337.5533,-17645.439453125,177,5387.67
127.5831,178,5178.84,890000,331.9283,-17971.580078125,178,5425.9
111.1914,179,5155.7,895000,318.7201,-17712.666015625,179,5391.47
130.7829,180,5184.51,900000,337.3929,-17818.474609375,180,5452.55
124.2738,181,4473.45,905000,331.9796,-17829.568359375,181,5520.93
126.8465,182,5126.31,910000,337.7766,-18093.0546875,182,5355.35
128.2096,183,5141.84,915000,328.905,-18118.580078125,183,5358.71
126.6328,184,4613.17,920000,332.5937,-17890.033203125,184,5360.92
134.7824,185,5033.11,925000,337.0053,-17640.40234375,185,5384.8
125.0183,186,4609.61,930000,328.2164,-18180.287109375,186,5022.45
131.8901,187,5079.39,935000,338.8169,-18241.966796875,187,5520.6
131.1654,188,4935.64,940000,335.2767,-17699.810546875,188,5429.4
133.3198,189,5227.67,945000,332.8227,-18180.78515625,189,5506.44
122.1912,190,5123.1,950000,324.0293,-18049.771484375,190,5467.64
130.0378,191,5154.26,955000,321.9319,-17749.93359375,191,5464.98
136.3445,192,5270.7,960000,332.7866,-18090.755859375,192,5497.78
126.0678,193,5181.89,965000,324.1574,-18143.5859375,193,5463.61
137.1262,194,5216.09,970000,333.6443,-17901.931640625,194,5482.02
145.2891,195,4712.1,975000,337.499,-17403.12890625,195,5462.04
130.1543,196,5177.18,980000,330.706,-18040.908203125,196,5430.3
140.8265,197,5048.81,985000,335.6749,-18461.591796875,197,5497.45
137.702,198,5046.47,990000,333.566,-18167.0078125,198,5465.49
123.4537,199,5148.28,995000,327.6262,-18347.8515625,199,5525.97
126.1952,200,5120.78,1000000,328.42,-18336.390625,200,5425.12
128.1611,201,5184.86,1005000,336.1351,-18324.109375,201,5475.56
131.1224,202,5215.55,1010000,332.1774,-17980.828125,202,5278.08
129.7967,203,5230.55,1015000,329.8424,-18424.46875,203,5522.53
137.4851,204,4874.64,1020000,338.2602,-18438.705078125,204,5491.92
136.0076,205,5103.15,1025000,337.815,-17823.58203125,205,5441.11
133.8254,206,5058.93,1030000,335.6509,-18181.92578125,206,5382.24
133.5368,207,5179.32,1035000,336.4789,-18089.416015625,207,5427.5
138.0106,208,5037.99,1040000,336.7205,-18555.796875,208,5393.45
129.6797,209,5152.54,1045000,335.6753,-18393.947265625,209,5171.58
132.5141,210,5167.28,1050000,333.1738,-18627.232421875,210,5414.96
127.2905,211,4897.18,1055000,329.9842,-18549.005859375,211,5407.18
138.0852,212,5153.85,1060000,338.7232,-18090.6015625,212,5474.77
130.6885,213,4675.99,1065000,333.5745,-18637.625,213,5404.31
141.0217,214,4553.63,1070000,341.3994,-17876.837890625,214,4866.78
137.3663,215,4442.42,1075000,335.3585,-18376.55859375,215,5482.8
129.532,216,4902.31,1080000,330.5016,-18555.197265625,216,5004.37
129.3942,217,4622.71,1085000,337.3029,-17884.009765625,217,5466.85
135.2342,218,4332.36,1090000,329.5636,-17887.3671875,218,5493.32
129.5058,219,4535.82,1095000,325.7045,-17947.30078125,219,5597.47
147.565,220,4909.0,1100000,331.0848,-17643.169921875,220,5634.73
125.1717,221,5074.0,1105000,326.226,-18071.044921875,221,5618.34
131.0102,222,4310.12,1110000,319.3589,-17585.130859375,222,5659.29
123.1226,223,4511.8,1115000,331.4297,-17771.091796875,223,5632.28
131.5453,224,4667.18,1120000,331.614,-18481.453125,224,5652.14
121.4574,225,4644.74,1125000,324.3793,-18236.95703125,225,5639.19
120.674,226,4109.47,1130000,326.6243,-18024.650390625,226,5605.0
132.5014,227,3526.58,1135000,323.6033,-17480.892578125,227,5665.56
133.677,228,3901.31,1140000,323.318,-17349.69140625,228,5517.76
133.9828,229,3862.73,1145000,333.7803,-16863.7734375,229,5556.22
144.1212,230,4008.99,1150000,325.3557,-16957.28515625,230,5494.61
120.6674,231,4780.84,1155000,321.7779,-18399.73828125,231,3995.33
150.0769,232,4292.71,1160000,337.9717,-17337.958984375,232,5163.18
127.7477,233,3366.89,1165000,324.9928,-16753.529296875,233,5630.54
135.3621,234,4201.16,1170000,333.1692,-16387.7421875,234,5695.09
130.9077,235,4257.8,1175000,333.1294,-17619.263671875,235,5620.6
128.1401,236,4408.54,1180000,329.2043,-17880.515625,236,5385.14
136.6694,237,4527.71,1185000,331.2171,-17994.11328125,237,5598.66
138.1324,238,4890.87,1190000,337.8372,-17970.15234375,238,5527.23
117.2248,239,4137.89,1195000,325.1408,-18007.423828125,239,5620.6
147.0616,240,3812.11,1200000,342.54,-16962.28125,240,3451.86
123.1433,241,3918.57,1205000,334.0077,-18336.11328125,241,3385.71
125.0047,242,4621.96,1210000,330.2966,-18219.41796875,242,5175.61
137.9944,243,3587.53,1215000,334.913,-17208.6484375,243,4141.44
135.7556,244,4072.67,1220000,336.1333,-17288.638671875,244,3186.25
132.956,245,4426.18,1225000,338.3364,-16730.6875,245,4944.63
123.398,246,4033.32,1230000,334.4264,-17182.79296875,246,4209.56
131.0324,247,3166.12,1235000,342.6375,-17377.8984375,247,3848.21
135.0651,248,3290.33,1240000,342.063,-17264.0625,248,5155.34
146.122,249,3875.97,1245000,355.2612,-17865.794921875,249,4323.46
133.4577,250,3497.13,1250000,348.5817,-17469.28125,250,4335.92
157.3585,251,3715.99,1255000,361.4696,-17484.486328125,251,5246.2
151.7998,252,3659.21,1260000,356.3655,-17969.04296875,252,4780.98
136.452,253,4176.56,1265000,351.0453,-17912.4765625,253,4291.68
128.7739,254,3555.49,1270000,343.2155,-17979.61328125,254,3907.77
121.9021,255,4307.58,1275000,343.0239,-18324.650390625,255,5361.62
136.8584,256,3992.96,1280000,348.4473,-17518.990234375,256,3336.01
174.0192,257,3635.89,1285000,367.5625,-17635.90625,257,5333.17
150.1681,258,4293.23,1290000,361.983,-18547.935546875,258,4823.91
156.9546,259,2404.02,1295000,370.1674,-17659.830078125,259,2463.59
137.9711,260,4393.0,1300000,357.0783,-18541.96484375,260,5357.2
150.4993,261,4477.82,1305000,352.7293,-17554.8125,261,3720.63
178.6755,262,2796.71,1310000,375.4841,-17841.40234375,262,4241.75
166.8537,263,3426.55,1315000,361.3025,-18216.9375,263,4675.94
167.7162,264,3923.82,1320000,373.817,-18478.302734375,264,4565.63
207.1027,265,2988.82,1325000,406.6495,-18456.197265625,265,1677.19
219.9828,266,4189.9,1330000,407.4956,-18403.34375,266,4165.64
252.8623,267,1724.45,1335000,402.3054,-17573.517578125,267,1401.07
268.0429,268,3317.43,1340000,429.3573,-17391.140625,268,2987.76
238.0166,269,1785.67,1345000,387.1857,-17911.802734375,269,2784.22
241.6946,270,2901.82,1350000,391.9922,-18170.603515625,270,3701.23
167.9156,271,3935.02,1355000,357.821,-18259.609375,271,4527.07
221.5323,272,2041.25,1360000,392.2274,-16751.40625,272,1605.69
265.7822,273,1011.64,1365000,423.655,-16642.6015625,273,684.41
365.8224,274,921.91,1370000,409.3915,-15991.8876953125,274,859.76
292.5,275,537.33,1375000,474.0557,-16050.4794921875,275,819.11
672.0651,276,606.91,1380000,440.4282,-16868.47265625,276,598.66
282.6955,277,1510.9,1385000,398.8787,-15743.7841796875,277,971.54
596.146,278,720.2,1390000,403.7503,-17676.599609375,278,784.76
322.4172,279,778.15,1395000,396.3936,-16869.861328125,279,869.16
410.0115,280,2189.24,1400000,387.5486,-18550.103515625,280,1278.75
454.6053,281,949.14,1405000,390.7623,-17485.419921875,281,1287.85
287.5903,282,2362.87,1410000,396.7465,-17989.482421875,282,1381.29
258.6592,283,1329.73,1415000,389.8831,-17346.869140625,283,1600.54
275.1463,284,979.42,1420000,416.986,-16609.623046875,284,1192.91
258.4656,285,1303.31,1425000,404.343,-17188.6953125,285,1580.22
251.5893,286,1965.76,1430000,404.6924,-17114.455078125,286,1266.55
229.873,287,3677.66,1435000,412.1257,-18953.30078125,287,3032.69
247.3256,288,2393.86,1440000,415.5255,-17321.087890625,288,2699.5
259.636,289,584.7,1445000,472.3066,-17483.337890625,289,628.15
569.5618,290,818.36,1450000,429.2523,-18212.771484375,290,718.19
272.0818,291,1212.91,1455000,411.5557,-17663.458984375,291,1288.19
284.3552,292,788.89,1460000,423.7015,-17827.3359375,292,738.13
285.4659,293,1153.65,1465000,416.6976,-17130.5546875,293,821.76
330.1677,294,909.93,1470000,441.4108,-17491.67578125,294,702.38
246.4468,295,461.29,1475000,382.2376,-16917.50390625,295,475.58
314.4383,296,739.12,1480000,440.0659,-16248.9169921875,296,538.36
256.1727,297,797.66,1485000,401.2733,-17574.41796875,297,571.86
305.4095,298,309.4,1490000,448.1876,-17924.953125,298,322.76
354.7788,299,1713.58,1495000,446.6344,-16406.361328125,299,2217.12
317.4917,300,1905.49,1500000,437.0358,-18207.240234375,300,1364.44
267.1017,301,1018.29,1505000,436.8191,-18053.974609375,301,2222.71
213.7302,302,2709.77,1510000,412.1101,-18867.091796875,302,3009.39
288.6467,303,2577.45,1515000,398.2262,-19254.45703125,303,3285.76
405.0119,304,2053.54,1520000,393.0677,-18220.767578125,304,1456.98
355.2699,305,2113.0,1525000,402.4893,-18984.927734375,305,2858.99
364.5867,306,3602.93,1530000,388.9735,-19049.091796875,306,4081.76
379.8435,307,1383.95,1535000,434.7776,-17404.228515625,307,1790.91
466.3307,308,1346.79,1540000,415.9535,-18369.67578125,308,1341.86
658.3245,309,2230.12,1545000,421.4908,-18766.15234375,309,1987.71
381.1141,310,2179.55,1550000,428.31,-18833.591796875,310,1983.58
312.0856,311,2871.84,1555000,423.179,-18794.78125,311,1853.87
675.2265,312,2026.29,1560000,450.3339,-18840.443359375,312,1133.82
486.5954,313,676.05,1565000,460.9196,-18009.583984375,313,721.65
432.7005,314,1164.29,1570000,487.2692,-17527.302734375,314,678.19
370.745,315,510.19,1575000,476.2862,-18463.09375,315,402.07
680.8988,316,344.96,1580000,495.7782,-18685.53515625,316,525.54
365.4475,317,1550.76,1585000,465.0106,-18200.19921875,317,916.58
803.2484,318,1150.43,1590000,472.3418,-18649.40234375,318,432.6
611.2369,319,376.44,1595000,455.1373,-18712.763671875,319,557.77
418.6928,320,356.85,1600000,477.7331,-18601.38671875,320,118.14
890.8861,321,179.14,1605000,633.9865,-19186.564453125,321,159.63
549.7749,322,89.87,1610000,628.4505,-18314.708984375,322,85.63
586.865,323,58.44,1615000,695.2683,-18725.25,323,60.57
1283.3756,324,57.21,1620000,741.4591,-17392.71484375,324,58.77
1580.5342,325,55.41,1625000,665.1496,-16168.947265625,325,55.69
860.9719,326,58.59,1630000,704.8643,-18311.962890625,326,59.07
655.6914,327,58.54,1635000,743.5365,-17953.556640625,327,58.51
723.9119,328,56.35,1640000,693.0427,-18139.724609375,328,56.24
733.0722,329,54.87,1645000,701.3169,-18840.763671875,329,54.29
500.0714,330,55.27,1650000,698.5024,-18653.689453125,330,55.22
696.0637,331,53.68,1655000,732.3853,-18605.6328125,331,53.72
495.2083,332,54.04,1660000,708.5411,-18900.125,332,53.7
546.7405,333,48.74,1665000,696.0983,-19081.35546875,333,48.72
439.1781,334,52.27,1670000,685.5353,-18625.4921875,334,50.69
563.6078,335,54.32,1675000,701.0339,-19091.353515625,335,50.55
915.8728,336,55.96,1680000,692.0074,-19322.341796875,336,56.19
398.8243,337,51.23,1685000,702.2195,-19249.03515625,337,50.67
741.568,338,59.72,1690000,698.1327,-19374.068359375,338,59.65
744.9015,339,59.74,1695000,715.957,-19667.443359375,339,59.7
1005.0582,340,54.19,1700000,712.4983,-19532.42578125,340,53.39
709.3242,341,52.83,1705000,695.2438,-19390.173828125,341,52.9
1374.9578,342,53.93,1710000,723.9413,-19721.00390625,342,54.83
710.9043,343,52.87,1715000,708.9542,-19651.248046875,343,53.02
580.9944,344,53.61,1720000,712.4663,-19606.837890625,344,52.98
619.8248,345,56.5,1725000,695.5532,-19519.302734375,345,56.3
503.5923,346,55.28,1730000,726.7886,-19437.51953125,346,55.2
952.5455,347,54.86,1735000,702.5828,-19566.12109375,347,54.88
459.0873,348,52.14,1740000,691.6458,-19387.0859375,348,52.19
492.0723,349,53.02,1745000,699.5336,-19654.98828125,349,52.81
693.6661,350,51.82,1750000,698.2691,-19561.091796875,350,50.98
519.3549,351,52.74,1755000,694.4918,-19600.421875,351,52.87
550.7189,352,51.37,1760000,703.6167,-19650.25,352,50.98
459.5385,353,53.41,1765000,697.0217,-19699.533203125,353,53.51
514.5644,354,52.74,1770000,661.9203,-19504.90625,354,52.77
487.5421,355,53.11,1775000,681.2867,-19365.009765625,355,53.12
466.2262,356,53.05,1780000,690.6755,-19233.138671875,356,52.37
493.7523,357,52.81,1785000,697.7426,-19538.3671875,357,52.67
454.5368,358,49.44,1790000,657.1996,-19342.728515625,358,48.55
465.0249,359,51.9,1795000,691.1518,-19255.919921875,359,52.79
379.1332,360,91.69,1800000,641.3954,-19030.0234375,360,90.41
402.9485,361,282.05,1805000,517.2971,-18974.9453125,361,287.77
392.8702,362,271.54,1810000,554.7623,-19287.490234375,362,275.52
576.8008,363,270.76,1815000,581.6693,-19061.888671875,363,267.78
350.2622,364,268.66,1820000,542.7679,-18860.0,364,279.15
559.0085,365,325.79,1825000,497.6156,-19079.794921875,365,328.1
429.3515,366,289.71,1830000,506.2326,-18675.421875,366,290.97
430.0424,367,57.94,1835000,683.6224,-19164.078125,367,58.44
465.6884,368,51.29,1840000,668.1187,-19527.275390625,368,52.85
416.4627,369,52.98,1845000,686.039,-19479.08984375,369,53.16
449.2814,370,53.16,1850000,685.4823,-19289.755859375,370,53.72
469.6213,371,54.96,1855000,676.8981,-19490.099609375,371,54.58
595.0453,372,58.1,1860000,646.9404,-19442.8671875,372,56.85
482.4035,373,52.58,1865000,683.4462,-19518.794921875,373,52.56
452.9343,374,51.81,1870000,676.2951,-19348.46875,374,52.17
565.0698,375,53.27,1875000,663.0668,-19484.822265625,375,53.28
442.3529,376,51.98,1880000,654.3028,-19413.85546875,376,52.21
471.8179,377,53.01,1885000,670.8031,-19510.720703125,377,53.04
416.5962,378,52.22,1890000,660.3906,-19376.0859375,378,52.24
414.0164,379,48.53,1895000,675.7901,-19295.837890625,379,48.31
503.2165,380,51.12,1900000,672.4015,-19467.220703125,380,50.83
408.8195,381,52.78,1905000,676.8881,-19448.22265625,381,52.8
407.5486,382,53.14,1910000,680.9178,-18576.06640625,382,53.1
429.9483,383,52.18,1915000,680.1233,-19523.177734375,383,52.41
375.9074,384,53.32,1920000,670.908,-19141.30859375,384,53.23
396.4552,385,51.8,1925000,666.9575,-19392.822265625,385,51.33
396.6826,386,53.07,1930000,641.7193,-18948.52734375,386,53.19
430.6556,387,51.96,1935000,636.2552,-19470.84375,387,52.38
360.4246,388,52.26,1940000,655.8274,-19206.87890625,388,52.18
415.5808,389,53.39,1945000,644.3316,-19465.6640625,389,53.26
407.2145,390,53.25,1950000,640.9539,-19203.04296875,390,53.26
384.6032,391,52.92,1955000,632.646,-19134.8984375,391,52.82
393.258,392,53.11,1960000,612.1724,-19103.9609375,392,53.14
500.821,393,52.88,1965000,636.5521,-19271.58203125,393,52.91
394.0123,394,53.07,1970000,619.2844,-19094.181640625,394,53.06
386.5397,395,53.56,1975000,643.619,-19040.568359375,395,53.59
419.0599,396,52.92,1980000,659.7695,-18848.873046875,396,52.88
1126.522,397,52.77,1985000,630.7868,-19393.0703125,397,52.73
377.1823,398,52.6,1990000,643.84,-19177.619140625,398,52.57
321.3256,399,52.61,1995000,654.0664,-18799.078125,399,52.6
