Real Sto Return,Real Det Return,Running Env Steps,Running Forward KL,Reward Loss,Running Reverse KL,Itration,Running Update Time
1872.49,2201.88,675000,156.6315,-27045.955078125,15.4,135,135
1836.44,2145.72,680000,156.7335,-27357.5,15.1832,136,136
1851.38,2202.11,685000,156.8595,-27625.544921875,15.1702,137,137
1857.63,2190.1,690000,156.9752,-27920.330078125,15.4644,138,138
1864.23,2211.83,695000,156.654,-28177.046875,15.3996,139,139
1858.32,2208.72,700000,156.9872,-28496.673828125,15.5899,140,140
1838.96,2174.16,705000,156.9534,-28800.28515625,15.5267,141,141
1839.3,2208.4,710000,156.752,-28930.013671875,15.15,142,142
1885.67,2194.07,715000,156.7168,-29442.162109375,15.2173,143,143
1852.91,2226.82,720000,156.693,-29380.318359375,14.8997,144,144
1848.71,2169.09,725000,156.9754,-30031.427734375,15.47,145,145
1876.2,2183.43,730000,156.8146,-30058.05859375,15.3899,146,146
1869.2,2249.71,735000,156.8421,-30235.099609375,15.5132,147,147
1856.57,2201.59,740000,156.8661,-30545.8359375,15.3355,148,148
1888.92,2239.84,745000,156.7547,-30736.37890625,15.4509,149,149
1865.43,2220.89,750000,156.5341,-30767.220703125,15.0122,150,150
1846.52,2176.14,755000,156.7783,-31338.69921875,15.4438,151,151
1873.6,2206.62,760000,156.8725,-31335.314453125,15.3599,152,152
1872.71,2221.27,765000,157.0137,-31590.337890625,15.3691,153,153
1862.24,2208.22,770000,156.8952,-31926.498046875,15.1636,154,154
1845.66,2239.22,775000,156.7694,-31965.607421875,15.3227,155,155
1857.01,2196.4,780000,156.8357,-32144.84375,15.4147,156,156
1834.74,2166.57,785000,156.8995,-32646.494140625,15.2945,157,157
1847.73,2211.7,790000,156.8506,-32636.599609375,15.0761,158,158
1869.34,2211.65,795000,156.7128,-32768.89453125,15.5467,159,159
1914.47,2272.59,800000,156.7821,-33023.1015625,15.2948,160,160
1829.78,2178.16,805000,156.8105,-33319.43359375,15.2471,161,161
1862.3,2217.37,810000,157.011,-33707.19140625,15.4749,162,162
1851.07,2145.31,815000,156.7489,-33829.39453125,15.2009,163,163
1846.94,2246.63,820000,156.825,-34068.98828125,15.2326,164,164
1883.49,2228.07,825000,156.7671,-34383.46875,15.3178,165,165
1870.63,2208.1,830000,156.6734,-34291.453125,15.2445,166,166
1901.23,2213.03,835000,156.7198,-34707.8984375,15.4316,167,167
1910.52,2278.25,840000,156.731,-34946.03125,15.5291,168,168
1827.9,2195.79,845000,156.7892,-35161.28125,15.1294,169,169
1854.68,2209.74,850000,156.6488,-35310.125,15.1959,170,170
1902.96,2194.91,855000,156.4904,-35225.515625,15.0764,171,171
1872.3,2228.64,860000,156.763,-35782.69140625,15.2291,172,172
1915.51,2255.24,865000,156.7517,-36277.328125,15.3127,173,173
1888.73,2201.39,870000,156.7665,-36250.87109375,15.3728,174,174
1875.65,2227.37,875000,156.6679,-36368.52734375,15.0513,175,175
1925.12,2293.54,880000,156.67,-36566.703125,15.479,176,176
1904.14,2237.01,885000,156.6749,-36916.3671875,15.3947,177,177
1915.75,2274.1,890000,156.7944,-37116.19921875,15.4185,178,178
1903.08,2236.14,895000,156.7535,-37295.2109375,15.4082,179,179
1874.08,2233.36,900000,156.6541,-37595.20703125,15.2022,180,180
1884.82,2253.43,905000,156.628,-37451.2265625,15.1894,181,181
1877.42,2210.83,910000,156.7218,-37925.3828125,15.1515,182,182
1897.77,2232.32,915000,156.8019,-37983.22265625,15.0908,183,183
1901.26,2239.76,920000,156.7679,-38468.90625,15.7127,184,184
1893.02,2262.39,925000,156.6944,-38209.328125,15.2169,185,185
1883.32,2245.21,930000,156.5295,-38245.54296875,15.1504,186,186
1890.8,2218.27,935000,156.7469,-38469.02734375,15.4269,187,187
1870.3,2244.58,940000,156.847,-38601.94140625,15.1151,188,188
1882.29,2211.84,945000,156.8256,-38803.7421875,14.8289,189,189
1914.68,2261.19,950000,156.638,-38783.2265625,15.0988,190,190
1879.9,2240.55,955000,156.7905,-38897.20703125,15.0127,191,191
1869.6,2236.75,960000,156.7621,-39170.31640625,15.1275,192,192
1890.04,2241.56,965000,156.647,-39373.78125,15.3124,193,193
1914.02,2266.45,970000,156.7848,-39644.5078125,15.2923,194,194
1910.95,2246.63,975000,156.9294,-39668.640625,15.4073,195,195
1863.76,2248.09,980000,156.7654,-39798.61328125,15.0054,196,196
1869.15,2223.56,985000,156.6413,-39657.05078125,15.1863,197,197
1894.25,2210.74,990000,156.675,-39935.7109375,15.1269,198,198
1900.17,2271.76,995000,156.5182,-39846.98046875,15.0152,199,199
1888.44,2201.43,1000000,156.7592,-40513.34765625,14.9147,200,200
1890.04,2253.06,1005000,156.88,-40534.5703125,15.0156,201,201
1911.97,2258.6,1010000,156.7714,-40593.08984375,15.0377,202,202
1923.77,2252.03,1015000,156.663,-40797.890625,15.0944,203,203
1898.21,2240.03,1020000,156.9031,-41067.66796875,15.1426,204,204
1907.01,2248.88,1025000,156.7395,-41187.2890625,15.0988,205,205
1923.65,2255.64,1030000,156.7044,-41310.5859375,14.9997,206,206
1908.97,2226.23,1035000,156.774,-41491.66796875,14.949,207,207
1904.71,2227.74,1040000,156.6159,-41459.625,14.8903,208,208
1909.08,2254.9,1045000,156.8558,-41767.6875,14.9421,209,209
1900.82,2232.53,1050000,156.7174,-41818.63671875,15.0832,210,210
1900.75,2242.43,1055000,156.8272,-41952.65625,15.0327,211,211
1907.25,2261.09,1060000,156.7383,-42127.99609375,14.9971,212,212
1916.23,2258.32,1065000,156.5935,-42062.0390625,14.9115,213,213
1917.27,2252.77,1070000,156.7377,-42315.19140625,14.9686,214,214
1891.05,2248.83,1075000,156.6922,-42509.5,14.8847,215,215
1899.65,2256.75,1080000,156.6124,-42572.98828125,14.9241,216,216
1913.88,2255.46,1085000,156.9,-42716.48046875,15.0645,217,217
1911.56,2240.37,1090000,156.7259,-42825.20703125,15.0625,218,218
1880.25,2231.11,1095000,156.5701,-42842.12109375,14.813,219,219
1904.06,2237.05,1100000,156.6179,-42965.1640625,14.8398,220,220
1902.17,2212.06,1105000,156.6931,-43163.38671875,14.9115,221,221
1887.06,2226.86,1110000,156.6543,-43182.01171875,14.8704,222,222
1886.43,2237.56,1115000,156.6415,-43413.6640625,15.0321,223,223
1911.45,2237.55,1120000,156.7248,-43545.87890625,15.0128,224,224
1899.68,2236.25,1125000,156.623,-43653.8515625,15.0717,225,225
1904.44,2236.63,1130000,156.7918,-43762.43359375,14.9969,226,226
1917.2,2246.16,1135000,156.5704,-43833.3984375,14.7992,227,227
1906.18,2239.21,1140000,156.7536,-44090.23828125,14.9256,228,228
1883.1,2213.25,1145000,156.7523,-44150.578125,14.739,229,229
1895.01,2197.72,1150000,156.7846,-44281.63671875,14.8197,230,230
1909.29,2256.12,1155000,156.6594,-44385.953125,14.9309,231,231
1876.75,2203.12,1160000,156.6922,-44414.7265625,14.8879,232,232
1875.43,2221.89,1165000,156.6273,-44560.99609375,14.8365,233,233
1915.28,2220.47,1170000,156.6952,-44745.5,14.7967,234,234
1897.71,2229.57,1175000,156.7108,-44916.34765625,14.8768,235,235
1901.83,2224.48,1180000,156.513,-44844.9921875,14.8373,236,236
1891.82,2255.73,1185000,156.6267,-45162.890625,14.94,237,237
1918.02,2257.89,1190000,156.4371,-45194.04296875,14.8709,238,238
1908.57,2268.81,1195000,156.5596,-45316.05078125,14.978,239,239
1905.59,2259.33,1200000,156.5523,-45481.859375,15.0181,240,240
1922.75,2247.75,1205000,156.4916,-45575.62109375,14.9214,241,241
1904.18,2227.05,1210000,156.5672,-45662.06640625,14.7411,242,242
1922.96,2259.17,1215000,156.6467,-45942.2421875,14.9091,243,243
1921.98,2277.86,1220000,156.6966,-45938.1484375,14.9017,244,244
1898.16,2241.35,1225000,156.5668,-45977.53125,14.7762,245,245
1921.88,2264.37,1230000,156.4053,-46366.2421875,14.8791,246,246
1917.66,2240.96,1235000,156.6124,-46337.94140625,14.9115,247,247
1909.51,2235.31,1240000,156.6088,-46469.640625,14.8718,248,248
1925.06,2281.23,1245000,156.6398,-46796.0859375,15.0012,249,249
1918.65,2280.15,1250000,156.638,-46925.56640625,14.9816,250,250
1921.76,2293.17,1255000,156.6001,-47079.578125,14.9852,251,251
1929.79,2268.19,1260000,156.6913,-47293.296875,14.9592,252,252
1924.48,2259.73,1265000,156.5537,-47333.30078125,14.927,253,253
1915.06,2249.34,1270000,156.5628,-47501.875,14.8395,254,254
1904.5,2257.7,1275000,156.6977,-47591.375,14.9482,255,255
1925.2,2251.41,1280000,156.6598,-47703.69140625,14.9493,256,256
1917.08,2262.01,1285000,156.7036,-47699.578125,14.9377,257,257
1879.4,2265.59,1290000,156.5218,-47966.55859375,14.8879,258,258
1879.0,2242.13,1295000,156.5569,-47925.328125,14.7247,259,259
1924.93,2266.67,1300000,156.5387,-48063.5546875,14.9055,260,260
1908.12,2252.02,1305000,156.6253,-48085.609375,14.8537,261,261
1917.52,2275.88,1310000,156.5385,-48203.65625,14.8786,262,262
1902.47,2232.4,1315000,156.5872,-48425.76171875,14.5465,263,263
1936.09,2286.45,1320000,156.5755,-48663.56640625,14.942,264,264
1933.25,2294.52,1325000,156.6025,-48730.21484375,15.032,265,265
1953.45,2314.2,1330000,156.6962,-48791.76953125,14.9386,266,266
1915.82,2266.32,1335000,156.5911,-48783.33984375,14.886,267,267
1932.02,2294.26,1340000,156.5273,-49340.30078125,15.0163,268,268
1944.17,2303.05,1345000,156.6617,-49191.02734375,15.0725,269,269
1919.39,2300.82,1350000,156.4364,-49346.625,15.0615,270,270
1930.19,2269.02,1355000,156.6182,-49500.32421875,14.9813,271,271
1933.26,2300.61,1360000,156.5831,-49469.734375,15.0589,272,272
1927.95,2301.73,1365000,156.6217,-49573.5,14.7901,273,273
1948.82,2302.86,1370000,156.6069,-49637.76953125,14.9778,274,274
1940.96,2292.2,1375000,156.4632,-49857.05078125,14.9317,275,275
1956.08,2301.74,1380000,156.5819,-49911.890625,15.0291,276,276
1945.69,2308.98,1385000,156.4449,-50079.15234375,15.01,277,277
1937.05,2316.95,1390000,156.5549,-50166.43359375,14.9053,278,278
1944.59,2320.06,1395000,156.4718,-50160.76171875,15.0743,279,279
1945.38,2298.88,1400000,156.5021,-50346.4453125,15.2014,280,280
1949.3,2313.9,1405000,156.5385,-50546.73828125,14.9652,281,281
1944.64,2309.72,1410000,156.5222,-50683.24609375,15.0556,282,282
1926.69,2302.65,1415000,156.5622,-50694.59375,14.9906,283,283
1938.58,2284.56,1420000,156.3902,-50821.3984375,14.9985,284,284
1925.53,2288.96,1425000,156.6996,-50686.36328125,14.8629,285,285
1937.31,2297.48,1430000,156.3825,-50928.0234375,14.8458,286,286
1950.2,2293.69,1435000,156.4901,-51181.3203125,14.8494,287,287
1934.1,2276.97,1440000,156.4912,-51273.42578125,14.8936,288,288
1916.18,2284.13,1445000,156.5286,-51197.3359375,14.8098,289,289
1929.95,2292.55,1450000,156.529,-51240.01953125,14.9077,290,290
1939.76,2315.37,1455000,156.5234,-51637.27734375,14.9114,291,291
1936.06,2302.53,1460000,156.4335,-51588.359375,15.0315,292,292
1937.02,2306.77,1465000,156.5201,-51813.17578125,14.9841,293,293
1926.82,2285.38,1470000,156.4398,-51773.7265625,14.8064,294,294
1920.96,2284.02,1475000,156.5313,-51787.65625,14.8927,295,295
1907.95,2269.41,1480000,156.4606,-51738.4609375,14.8888,296,296
1947.93,2302.0,1485000,156.471,-52099.61328125,14.9244,297,297
1934.77,2301.61,1490000,156.5205,-52076.8515625,14.963,298,298
1945.24,2308.26,1495000,156.5067,-52215.86328125,15.054,299,299
1943.65,2306.45,1500000,156.5181,-52303.34765625,15.1254,300,300
1943.77,2291.89,1505000,156.6199,-52297.71875,15.1376,301,301
1949.48,2309.73,1510000,156.5844,-52313.04296875,15.0278,302,302
1967.1,2304.12,1515000,156.5603,-52609.80078125,15.0593,303,303
1965.21,2297.21,1520000,156.7027,-52624.9296875,15.0476,304,304
1960.18,2316.62,1525000,156.6216,-52729.8125,15.1399,305,305
1946.19,2310.51,1530000,156.5616,-52628.2109375,15.0629,306,306
1964.39,2329.21,1535000,156.4955,-52988.33984375,15.0669,307,307
1945.27,2310.73,1540000,156.6099,-52967.3515625,15.1536,308,308
1936.45,2292.58,1545000,156.5457,-52910.9140625,15.0533,309,309
1939.89,2309.74,1550000,156.6057,-53035.24609375,15.0694,310,310
1979.06,2320.78,1555000,156.5052,-53292.09375,15.2995,311,311
1954.25,2287.89,1560000,156.5084,-53029.55078125,14.9204,312,312
1945.58,2313.45,1565000,156.4542,-53481.78515625,15.1158,313,313
1957.04,2324.69,1570000,156.6524,-53607.93359375,15.2402,314,314
1955.5,2325.26,1575000,156.5097,-53612.13671875,15.0804,315,315
1958.12,2325.89,1580000,156.5548,-53635.375,15.1617,316,316
1954.53,2321.16,1585000,156.5307,-53846.20703125,15.0913,317,317
1984.07,2338.24,1590000,156.6116,-53848.4765625,15.3094,318,318
1968.52,2319.09,1595000,156.5191,-53907.2890625,15.0243,319,319
1964.85,2318.84,1600000,156.648,-54024.88671875,15.1469,320,320
1954.17,2317.66,1605000,156.639,-54173.0390625,15.0391,321,321
1958.71,2330.26,1610000,156.753,-54392.19140625,15.0335,322,322
1938.93,2323.35,1615000,156.5206,-54364.0234375,15.1007,323,323
1979.97,2323.17,1620000,156.4896,-54561.8203125,15.3042,324,324
1972.72,2332.92,1625000,156.5436,-54715.91015625,15.375,325,325
1977.85,2326.24,1630000,156.5996,-54750.6171875,15.2803,326,326
1956.84,2323.16,1635000,156.472,-54789.375,15.2699,327,327
1950.16,2327.11,1640000,156.4706,-54684.41015625,15.3259,328,328
1971.0,2330.25,1645000,156.6804,-54830.88671875,15.3226,329,329
1945.38,2329.51,1650000,156.5052,-55056.6171875,15.3585,330,330
1939.49,2312.76,1655000,156.5229,-55069.515625,15.3205,331,331
1943.23,2308.05,1660000,156.5966,-55125.67578125,15.1133,332,332
1911.78,2296.82,1665000,156.6857,-55264.09765625,15.0202,333,333
1905.71,2298.22,1670000,156.5081,-55495.95703125,14.9572,334,334
1926.13,2279.08,1675000,156.6022,-55409.13671875,15.1176,335,335
1921.35,2300.96,1680000,156.6101,-55565.3125,14.9238,336,336
1930.6,2335.47,1685000,156.4867,-55752.37890625,14.9438,337,337
1906.63,2303.63,1690000,156.6507,-55547.85546875,14.8661,338,338
1884.04,2289.03,1695000,156.5916,-56048.6171875,14.9666,339,339
1916.48,2298.48,1700000,156.5822,-55915.40234375,14.7761,340,340
1925.18,2314.61,1705000,156.5288,-56101.7734375,14.991,341,341
1942.8,2320.99,1710000,156.4537,-56094.17578125,14.9565,342,342
1925.89,2294.5,1715000,156.49,-56129.140625,14.9281,343,343
1878.27,2281.8,1720000,156.4274,-56311.16796875,14.7691,344,344
1902.55,2294.74,1725000,156.4478,-56363.3359375,14.8363,345,345
1933.17,2287.56,1730000,156.4818,-56223.484375,15.0024,346,346
1925.84,2321.84,1735000,156.514,-56494.62890625,14.8027,347,347
1949.27,2343.26,1740000,156.5867,-56618.64453125,14.9797,348,348
1934.4,2300.53,1745000,156.5268,-56635.89453125,14.7674,349,349
1924.48,2336.18,1750000,156.5215,-56788.2578125,14.9337,350,350
1921.36,2318.14,1755000,156.4408,-56842.03125,14.7989,351,351
1927.45,2293.37,1760000,156.5723,-56706.34375,14.9545,352,352
1907.75,2300.45,1765000,156.5574,-57087.6875,14.8172,353,353
1940.09,2299.41,1770000,156.5494,-56923.16796875,15.176,354,354
1904.43,2299.37,1775000,156.5351,-57338.6484375,14.7302,355,355
1904.23,2295.77,1780000,156.6013,-57287.28515625,14.8814,356,356
1915.58,2330.56,1785000,156.5751,-57459.796875,15.1644,357,357
1932.71,2296.23,1790000,156.5996,-57353.97265625,15.0148,358,358
1934.96,2338.4,1795000,156.6343,-57419.66015625,15.0751,359,359
1918.41,2303.27,1800000,156.6029,-57523.66796875,14.8734,360,360
1922.19,2311.92,1805000,156.5151,-57529.62890625,14.8162,361,361
1912.11,2282.67,1810000,156.4589,-57492.12109375,14.7855,362,362
1938.48,2298.85,1815000,156.3873,-57715.953125,15.0708,363,363
1890.45,2264.55,1820000,156.5815,-58253.06640625,14.7823,364,364
1951.68,2301.2,1825000,156.6274,-57887.203125,15.1078,365,365
1933.35,2311.11,1830000,156.4373,-58044.92578125,14.9352,366,366
1935.21,2314.02,1835000,156.648,-58031.70703125,14.9857,367,367
1918.63,2290.74,1840000,156.5692,-58001.26953125,15.1021,368,368
1956.03,2320.91,1845000,156.565,-58004.39453125,15.1122,369,369
1941.17,2308.63,1850000,156.4452,-58144.19140625,15.0793,370,370
1946.22,2321.62,1855000,156.6138,-58295.984375,14.8747,371,371
1929.06,2290.03,1860000,156.535,-58210.4453125,15.1052,372,372
1927.23,2295.83,1865000,156.562,-58428.32421875,15.0326,373,373
1980.37,2312.5,1870000,156.5167,-58777.6796875,15.1109,374,374
1954.68,2294.43,1875000,156.7672,-58685.37109375,15.1797,375,375
1956.71,2305.67,1880000,156.7028,-58787.953125,15.0944,376,376
1955.5,2333.09,1885000,156.68,-58990.390625,15.013,377,377
1963.02,2326.94,1890000,156.7297,-59042.578125,15.1789,378,378
1944.88,2318.53,1895000,156.5979,-59041.48046875,15.1352,379,379
1931.03,2318.64,1900000,156.6842,-59036.68359375,15.098,380,380
1950.99,2313.73,1905000,156.6242,-59390.92578125,15.3416,381,381
1960.47,2322.44,1910000,156.471,-59506.55859375,15.1938,382,382
1957.19,2299.13,1915000,156.6285,-59489.8203125,15.2574,383,383
1966.63,2329.17,1920000,156.5464,-59712.11328125,15.3089,384,384
1954.73,2323.26,1925000,156.6856,-59884.65625,15.1761,385,385
1932.28,2296.91,1930000,156.6968,-59786.8359375,15.1203,386,386
1921.11,2341.5,1935000,156.6108,-60235.82421875,14.9427,387,387
1926.53,2310.52,1940000,156.5189,-59961.953125,15.1964,388,388
1923.31,2306.63,1945000,156.6124,-59991.11328125,15.2148,389,389
1917.91,2295.73,1950000,156.617,-59990.73828125,15.0293,390,390
1932.53,2312.41,1955000,156.6413,-60274.73828125,15.1438,391,391
1897.95,2255.57,1960000,156.7143,-59983.12890625,15.1822,392,392
1913.65,2297.28,1965000,156.6826,-60356.68359375,15.0603,393,393
