Reward Loss,Real Det Return,Running Reverse KL,Running Update Time,Real Sto Return,Running Forward KL,Running Env Steps,Itration
-1190.9019775390625,113.61,86.6167,38,112.36,34.7014,190000,38
-1153.1727294921875,464.74,43.1721,39,465.21,38.3578,195000,39
-1242.6942138671875,1003.68,50.993,40,1003.62,36.5686,200000,40
-1275.4989013671875,993.21,56.6875,41,992.88,38.4843,205000,41
-1050.2333984375,1046.96,24.8328,42,1047.28,34.3727,210000,42
-1018.746337890625,500.38,52.3813,43,502.22,32.0106,215000,43
-814.7680053710938,316.29,51.7439,44,280.49,30.4019,220000,44
-1472.0557861328125,977.56,51.9511,45,977.87,37.8759,225000,45
-1496.70068359375,999.63,36.5178,46,999.11,35.5193,230000,46
-1429.069580078125,50.36,97.5476,47,50.56,33.9504,235000,47
-1483.8092041015625,248.55,34.7315,48,247.98,31.6843,240000,48
-1174.7984619140625,479.15,23.08,49,527.84,30.9827,245000,49
-1346.0478515625,1108.11,23.8742,50,1108.19,34.0461,250000,50
-1282.29150390625,614.36,23.7999,51,598.45,31.0236,255000,51
-1557.4356689453125,1105.56,23.713,52,1107.05,33.3661,260000,52
-1382.491943359375,1171.5,22.6401,53,1223.01,32.1722,265000,53
-1497.8765869140625,996.55,24.1385,54,1068.64,33.3969,270000,54
-1468.989990234375,1083.44,19.5257,55,1092.86,32.7212,275000,55
-1656.4837646484375,1029.86,29.3552,56,1154.51,33.3077,280000,56
-1492.0509033203125,1101.94,20.2667,57,1126.34,32.776,285000,57
-1572.0924072265625,1091.29,22.7581,58,1094.41,33.2134,290000,58
-1365.142333984375,528.98,31.5747,59,516.47,28.7011,295000,59
-1577.652587890625,1068.68,18.7914,60,1064.81,32.5331,300000,60
-1756.5352783203125,729.41,24.0589,61,932.13,32.9391,305000,61
-1693.6448974609375,1043.53,26.0414,62,999.52,29.7045,310000,62
-1883.1898193359375,1070.45,20.0528,63,1084.69,33.4296,315000,63
-1639.8470458984375,1180.33,18.5783,64,1174.88,33.0102,320000,64
-1555.8421630859375,1238.74,19.266,65,1232.18,32.5022,325000,65
-1862.0015869140625,1201.24,19.336,66,1217.97,33.2459,330000,66
-2343.96533203125,1020.01,56.6962,67,1020.38,33.7181,335000,67
-1527.36572265625,1123.64,26.9203,68,1074.59,27.8285,340000,68
-2055.42236328125,968.13,21.6375,69,965.27,33.0032,345000,69
-2188.866455078125,1115.25,18.2773,70,1116.4,32.5491,350000,70
-1855.66650390625,918.37,29.9395,71,879.33,31.3787,355000,71
-1970.9588623046875,380.75,29.1214,72,611.58,31.5411,360000,72
-2512.347900390625,604.26,64.5027,73,650.07,31.0229,365000,73
-2309.6767578125,1237.96,27.7339,74,1236.84,33.939,370000,74
-1815.123291015625,625.25,70.5393,75,611.55,28.2495,375000,75
-2129.7001953125,974.07,22.6428,76,1006.15,34.0319,380000,76
-2042.830078125,1319.9,26.066,77,1321.01,32.2082,385000,77
-2249.96533203125,1369.26,27.8003,78,1340.36,32.2421,390000,78
-2197.8125,569.03,81.3651,79,468.67,30.6604,395000,79
-2086.523681640625,325.11,72.4343,80,365.63,29.2213,400000,80
-2588.6748046875,1122.34,71.5043,81,1044.51,30.8183,405000,81
-2542.251708984375,1196.65,22.1189,82,1191.74,33.1181,410000,82
-1992.4281005859375,1127.67,21.623,83,1130.62,33.4441,415000,83
-2445.31201171875,1204.95,20.231,84,1205.01,33.6553,420000,84
-2267.90576171875,632.14,41.3678,85,754.31,30.2966,425000,85
-2488.6416015625,536.49,66.4207,86,596.27,28.7185,430000,86
-1956.8695068359375,1129.56,19.2453,87,1142.83,31.972,435000,87
-2404.93505859375,1010.3,34.8918,88,1235.91,30.8357,440000,88
-1920.4169921875,1363.98,21.9149,89,1362.86,32.5217,445000,89
-2262.7529296875,911.48,32.8453,90,891.82,28.7082,450000,90
-3410.804931640625,167.16,85.4131,91,153.33,37.9804,455000,91
-2400.284423828125,1285.78,19.0908,92,1243.71,32.483,460000,92
-2326.455322265625,1180.74,16.4791,93,1227.02,30.9611,465000,93
-2256.444580078125,870.24,22.022,94,892.3,27.6721,470000,94
-2658.083984375,376.57,71.9992,95,324.18,28.9593,475000,95
-3063.783203125,555.8,22.5797,96,669.12,33.1064,480000,96
-2443.15625,1126.35,18.2088,97,1130.13,30.5286,485000,97
-2386.284423828125,663.8,18.489,98,682.93,28.3213,490000,98
-2453.788330078125,1247.13,22.2981,99,1244.67,32.359,495000,99
-3027.763916015625,1163.55,19.5133,100,1155.67,32.9395,500000,100
-2869.402099609375,890.04,29.6316,101,905.52,32.2072,505000,101
-3064.323974609375,649.15,25.9969,102,834.83,33.22,510000,102
-2269.55810546875,1384.92,20.0793,103,1389.24,31.632,515000,103
-2865.717529296875,859.38,32.8667,104,586.72,31.9943,520000,104
-3959.49658203125,980.79,63.4607,105,980.84,39.1757,525000,105
-3226.4345703125,1054.04,36.6422,106,1024.97,33.3145,530000,106
-2865.91796875,1241.84,19.275,107,1295.25,32.4297,535000,107
-2360.847412109375,1430.34,19.7057,108,1431.38,32.071,540000,108
-2793.384765625,1284.9,17.1694,109,1278.32,31.4734,545000,109
-2899.189208984375,1044.68,38.6689,110,1127.56,28.758,550000,110
-2620.444091796875,1300.52,18.6036,111,1301.52,31.7846,555000,111
-3116.745361328125,615.94,69.1808,112,526.19,31.9474,560000,112
-2986.10546875,213.75,122.8005,113,253.69,29.9826,565000,113
-3996.649658203125,1027.79,38.9582,114,1026.96,33.4988,570000,114
-3232.861083984375,880.48,22.1877,115,966.28,33.3271,575000,115
-3170.176513671875,1319.73,19.9633,116,1335.8,32.3173,580000,116
-3056.24658203125,1329.79,24.2885,117,1377.78,30.8561,585000,117
-3503.505859375,590.73,32.2623,118,591.78,31.1684,590000,118
-3550.33154296875,1197.53,19.2153,119,1228.06,32.2697,595000,119
-4158.578125,323.81,48.9105,120,323.84,32.0069,600000,120
-3608.5732421875,1175.42,21.4954,121,1179.34,32.568,605000,121
-3452.3125,1276.75,20.3328,122,1247.16,31.9234,610000,122
-3526.235107421875,1088.71,21.1172,123,1120.0,33.3504,615000,123
-3601.127197265625,1285.63,18.4498,124,1283.32,32.2887,620000,124
-3675.656494140625,1256.05,23.9701,125,1254.27,32.6566,625000,125
-4648.67626953125,990.34,57.4957,126,980.71,32.87,630000,126
-3877.478271484375,1231.81,19.4909,127,1230.8,33.3247,635000,127
-3955.86083984375,1172.51,21.0656,128,1167.86,33.7648,640000,128
-4518.7958984375,565.06,128.5211,129,495.65,33.0265,645000,129
-3783.986083984375,1119.74,27.33,130,937.6,29.8979,650000,130
-3587.757568359375,1218.95,16.3862,131,1133.88,31.2697,655000,131
-3620.607421875,1314.16,23.4115,132,1317.31,30.2984,660000,132
-3300.01123046875,1447.76,19.0402,133,1447.98,30.9823,665000,133
-3528.03759765625,1108.85,15.3749,134,869.02,30.5155,670000,134
-3425.239013671875,1281.35,16.7531,135,1305.08,31.3804,675000,135
-3567.0625,823.23,27.0645,136,605.4,29.7784,680000,136
-4424.5498046875,741.33,31.5516,137,791.49,30.8974,685000,137
-5430.47021484375,949.25,67.1692,138,919.32,38.7586,690000,138
-4059.3662109375,953.27,19.9796,139,994.07,32.234,695000,139
-4012.6220703125,555.56,19.5369,140,776.98,32.1634,700000,140
-4928.708984375,1196.93,22.8984,141,1201.47,32.6215,705000,141
-4609.1552734375,1166.18,22.8171,142,1165.9,32.9886,710000,142
-4431.63916015625,1133.04,45.2338,143,1153.37,31.1793,715000,143
-4668.201171875,1074.43,19.4466,144,1065.92,32.7162,720000,144
-4350.7333984375,1139.48,19.7935,145,1179.0,32.4518,725000,145
-5886.35498046875,1024.66,36.727,146,1023.17,33.819,730000,146
-4169.2646484375,1277.85,21.0597,147,1303.26,31.6033,735000,147
-4139.8251953125,1312.3,27.2874,148,1237.12,32.1954,740000,148
-3875.144287109375,1379.63,25.6012,149,1381.01,32.5976,745000,149
-5758.45751953125,1032.51,42.8046,150,1037.09,33.5725,750000,150
-4091.8935546875,1273.4,20.1892,151,1268.81,32.0172,755000,151
-5313.84033203125,1056.8,28.2538,152,1107.89,32.5907,760000,152
-5244.53857421875,21.2,59.1033,153,21.37,30.5136,765000,153
-4824.7626953125,100.39,47.3851,154,97.44,30.2359,770000,154
-6305.45166015625,1055.25,29.2099,155,1048.71,33.7646,775000,155
-4464.396484375,207.75,37.7408,156,400.19,30.1312,780000,156
-4963.53662109375,1138.62,29.1457,157,922.78,31.2451,785000,157
-4640.16845703125,1125.35,47.1714,158,973.79,29.537,790000,158
-4597.78759765625,455.12,38.2573,159,406.4,29.7331,795000,159
-5734.1259765625,1255.27,48.3391,160,1255.03,33.8646,800000,160
-5444.556640625,1189.99,37.4058,161,1210.88,33.2345,805000,161
-6610.50146484375,968.58,57.6852,162,968.86,38.0688,810000,162
-4751.15185546875,1245.6,17.3955,163,1142.24,31.7362,815000,163
-5200.9697265625,1176.28,18.0211,164,1180.36,31.9955,820000,164
-5361.0615234375,1179.38,18.8574,165,1182.0,33.1503,825000,165
-7378.8310546875,994.32,111.8338,166,943.26,34.3679,830000,166
-4753.73486328125,1316.39,26.612,167,1315.37,33.5225,835000,167
-4960.81298828125,331.36,20.8816,168,405.37,31.9553,840000,168
-4674.7421875,1517.42,23.0841,169,1487.18,31.6512,845000,169
-5481.7373046875,942.69,61.8996,170,1185.39,29.0645,850000,170
-5111.32861328125,1182.41,16.861,171,1125.61,31.4524,855000,171
-7421.64208984375,998.65,87.439,172,998.87,37.9503,860000,172
-5579.00927734375,918.1,20.9186,173,1104.17,32.1695,865000,173
-5202.66552734375,1266.14,17.6324,174,1256.46,32.0442,870000,174
-6104.5166015625,1212.24,21.8121,175,1226.67,33.1782,875000,175
-5952.46240234375,566.18,22.3177,176,616.86,33.0292,880000,176
-7768.55859375,18.05,59.3691,177,17.87,33.6785,885000,177
-6998.56298828125,1052.1,23.4478,178,1048.89,33.0843,890000,178
-5846.74072265625,1388.91,19.8099,179,1391.6,32.4454,895000,179
-6334.05517578125,1294.62,26.3996,180,1259.46,32.8817,900000,180
-5968.17333984375,89.46,18.8144,181,91.34,32.4327,905000,181
-5577.0595703125,1276.64,17.7264,182,1277.05,32.0395,910000,182
-5791.49609375,1030.51,36.5022,183,943.76,29.546,915000,183
-6852.677734375,1150.07,20.961,184,1136.3,32.5128,920000,184
-8114.333984375,1022.57,74.0642,185,1022.38,37.4338,925000,185
-6514.59228515625,1230.64,34.0972,186,1225.49,32.3207,930000,186
-7035.39501953125,714.03,22.7841,187,950.39,32.7189,935000,187
-6707.494140625,914.91,57.8078,188,1087.42,31.8198,940000,188
-6072.13671875,1301.47,19.7788,189,1307.39,31.609,945000,189
-6676.5146484375,1013.52,43.288,190,703.35,30.4282,950000,190
-7304.6220703125,1106.92,19.7894,191,1108.33,32.4561,955000,191
-7614.892578125,1132.32,29.1303,192,1129.9,33.3024,960000,192
-6277.22998046875,1074.26,23.6913,193,1053.95,30.9833,965000,193
-7467.89501953125,1204.57,23.6188,194,1209.16,33.0199,970000,194
-7230.33447265625,712.84,31.7438,195,498.62,31.6263,975000,195
-7169.9423828125,314.84,31.1756,196,344.2,30.0757,980000,196
-7032.77734375,1225.76,18.6617,197,1207.68,30.826,985000,197
-9079.748046875,1026.94,81.7287,198,1027.1,40.1612,990000,198
-8441.4521484375,248.71,185.721,199,215.94,32.1707,995000,199
