Running Reverse KL,Running Update Time,Running Forward KL,Real Det Return,Running Env Steps,Itration,Reward Loss,Real Sto Return
14.9185,136,42.6695,3466.12,680000,136,-901.3484497070312,3491.75
18.8361,137,42.9028,3481.92,685000,137,-912.792236328125,2847.61
14.5927,138,42.4342,3566.82,690000,138,-879.2528686523438,3538.0
16.8318,139,44.0321,3419.94,695000,139,-881.20654296875,3347.11
14.9742,140,43.7083,3452.74,700000,140,-875.5480346679688,3450.76
16.7244,141,43.4916,3517.64,705000,141,-912.8795776367188,3338.6
16.2138,142,43.1567,3391.68,710000,142,-928.8576049804688,3408.81
14.7532,143,42.8276,3547.2,715000,143,-892.9412231445312,3483.68
17.9105,144,43.277,3325.97,720000,144,-999.5259399414062,3228.79
17.4007,145,43.3039,3369.75,725000,145,-943.783203125,3415.5
14.8936,146,42.8856,3388.86,730000,146,-965.4044189453125,3497.29
15.0781,147,42.9497,3089.83,735000,147,-931.7122802734375,3380.27
16.917,148,42.8566,3539.75,740000,148,-958.327392578125,3549.94
16.1097,149,42.9739,3423.08,745000,149,-945.2186279296875,3399.64
14.6063,150,42.651,3601.56,750000,150,-978.9664916992188,3466.86
14.7273,151,43.2909,3501.26,755000,151,-986.3314819335938,3471.52
16.6852,152,43.383,3550.33,760000,152,-954.9175415039062,3512.12
18.0808,153,43.1199,3670.33,765000,153,-975.533447265625,3592.63
16.3416,154,42.7266,3575.21,770000,154,-983.5437622070312,3593.0
17.2814,155,42.975,3550.92,775000,155,-1062.132568359375,3371.92
16.0148,156,43.13,3631.8,780000,156,-997.8043823242188,3578.99
16.0635,157,42.3119,3453.34,785000,157,-1032.2413330078125,3537.6
16.7679,158,43.4542,3443.09,790000,158,-1050.18359375,3543.88
15.898,159,43.0025,3568.83,795000,159,-1025.736328125,3595.94
17.9359,160,43.4944,3538.05,800000,160,-1043.3236083984375,3471.53
16.6571,161,42.8337,3737.25,805000,161,-1038.21630859375,3660.36
17.4273,162,42.5535,3537.89,810000,162,-1013.22900390625,3717.1
14.54,163,42.2904,3682.19,815000,163,-1081.777099609375,3616.32
16.6349,164,43.1426,3751.34,820000,164,-1043.9541015625,3641.76
16.5632,165,42.809,3708.73,825000,165,-1062.1884765625,3679.51
15.776,166,42.3215,3753.63,830000,166,-1097.82861328125,3740.16
18.3867,167,42.8486,3690.69,835000,167,-1059.5538330078125,3770.62
16.0391,168,42.2024,3807.52,840000,168,-1072.6553955078125,3778.78
16.743,169,42.7995,3736.25,845000,169,-1081.656982421875,3690.98
14.4368,170,42.627,3607.29,850000,170,-1094.9066162109375,3425.77
14.4769,171,42.003,3777.66,855000,171,-1068.6407470703125,3709.79
15.239,172,41.9598,3809.8,860000,172,-1106.774658203125,3753.8
15.6804,173,41.9973,3836.73,865000,173,-1087.1365966796875,3756.55
15.0472,174,41.7942,3704.53,870000,174,-1092.429931640625,3696.35
15.7948,175,41.9032,3746.67,875000,175,-1169.01904296875,3669.97
15.2592,176,40.9276,3922.88,880000,176,-1060.56689453125,3706.8
15.6544,177,42.4962,3678.99,885000,177,-1126.979736328125,3649.03
16.3631,178,42.6445,3887.4,890000,178,-1099.1513671875,3829.19
18.479,179,43.4262,3763.74,895000,179,-1132.7352294921875,3741.92
17.3987,180,42.3698,3950.11,900000,180,-1081.1328125,3901.45
16.8927,181,42.4321,3821.53,905000,181,-1122.6868896484375,3757.93
16.3114,182,41.5742,3852.39,910000,182,-1125.88232421875,3769.09
15.0544,183,41.5762,3726.01,915000,183,-1147.5655517578125,3496.19
15.1301,184,42.17,3854.2,920000,184,-1154.30859375,3839.03
16.5035,185,42.4576,3790.22,925000,185,-1152.81884765625,3748.93
15.1727,186,41.6468,3882.56,930000,186,-1153.4869384765625,3842.05
15.4947,187,41.8498,3942.5,935000,187,-1132.9285888671875,3877.26
16.2709,188,42.1512,3857.02,940000,188,-1169.122314453125,3771.69
14.8024,189,41.491,3912.75,945000,189,-1124.88671875,3832.04
15.4663,190,41.3355,3981.61,950000,190,-1132.4241943359375,3942.34
13.8323,191,41.26,3902.25,955000,191,-1195.9947509765625,3805.67
14.052,192,41.8229,3903.68,960000,192,-1190.12353515625,3860.49
14.6843,193,40.775,3970.3,965000,193,-1114.65478515625,3967.99
15.527,194,42.4735,3987.93,970000,194,-1231.527099609375,3891.9
15.815,195,41.354,4026.83,975000,195,-1184.923828125,3787.73
15.7748,196,41.8188,4078.43,980000,196,-1173.5538330078125,3986.55
14.7518,197,41.266,3952.08,985000,197,-1193.8922119140625,3909.08
15.3575,198,41.224,4024.19,990000,198,-1206.6895751953125,3959.78
14.5097,199,40.2073,4111.79,995000,199,-1227.401611328125,4044.8
15.7228,200,41.9468,3971.23,1000000,200,-1221.5699462890625,3890.34
16.542,201,42.0563,3923.4,1005000,201,-1251.2060546875,3758.15
15.06,202,41.246,3904.48,1010000,202,-1244.7933349609375,3866.08
14.9019,203,41.3907,3888.28,1015000,203,-1220.621826171875,3794.03
14.2623,204,40.6113,3974.3,1020000,204,-1243.60498046875,3810.31
14.4208,205,40.5524,4014.01,1025000,205,-1230.7508544921875,3979.68
13.8666,206,40.5024,4064.81,1030000,206,-1226.696044921875,3809.44
13.7086,207,40.2551,4013.31,1035000,207,-1205.173095703125,3991.66
13.3459,208,39.828,4003.78,1040000,208,-1282.107421875,3974.07
13.6436,209,40.0864,3870.93,1045000,209,-1285.635498046875,3774.01
13.3943,210,40.1534,4076.28,1050000,210,-1288.1181640625,3987.02
13.8595,211,40.5523,3947.86,1055000,211,-1299.4769287109375,3950.15
13.4524,212,40.3378,4024.89,1060000,212,-1277.1834716796875,3977.84
13.6968,213,40.3828,4065.77,1065000,213,-1284.0152587890625,4043.2
13.6735,214,40.5326,4035.26,1070000,214,-1305.136962890625,3971.69
13.8105,215,40.6485,3834.47,1075000,215,-1369.6873779296875,3838.2
14.0101,216,40.4701,3964.43,1080000,216,-1317.6865234375,4021.46
13.9369,217,40.9139,3900.27,1085000,217,-1369.537841796875,3967.07
15.1911,218,41.4302,3996.76,1090000,218,-1357.1427001953125,3924.62
14.4883,219,40.7327,3999.26,1095000,219,-1360.622314453125,3938.89
15.1982,220,41.0918,4054.23,1100000,220,-1387.863525390625,3977.7
14.9473,221,40.8052,4102.24,1105000,221,-1356.7174072265625,4054.54
14.0806,222,40.1021,4057.27,1110000,222,-1361.7884521484375,4033.45
15.4546,223,40.7795,4039.5,1115000,223,-1394.47705078125,4051.07
15.7291,224,41.2005,4087.94,1120000,224,-1378.9822998046875,4070.65
14.8941,225,40.3588,4140.9,1125000,225,-1350.123779296875,4074.5
15.419,226,40.4696,4101.49,1130000,226,-1383.3076171875,4077.08
15.5241,227,40.8152,4134.8,1135000,227,-1387.786865234375,4093.88
15.269,228,41.3195,3984.23,1140000,228,-1398.5924072265625,3980.65
15.332,229,40.584,4001.16,1145000,229,-1435.171630859375,3949.72
15.3029,230,40.7549,3966.02,1150000,230,-1425.9195556640625,3919.23
15.756,231,40.8385,3907.61,1155000,231,-1431.8892822265625,3915.6
13.876,232,40.2688,3974.11,1160000,232,-1398.759033203125,3930.42
14.8814,233,40.6144,4014.03,1165000,233,-1351.21923828125,4021.83
14.1177,234,39.5444,4110.53,1170000,234,-1309.9298095703125,4087.65
15.1653,235,40.5154,4056.65,1175000,235,-1359.935302734375,3910.79
14.2551,236,40.0547,4048.0,1180000,236,-1388.978515625,3806.6
14.1931,237,40.0901,3965.26,1185000,237,-1420.010986328125,3946.77
29.0972,238,42.4964,-8.72,1190000,238,-2369.161865234375,-8.43
14.6877,239,39.8197,1435.56,1195000,239,-1452.5238037109375,3927.92
15.3693,240,39.9263,3887.66,1200000,240,-1467.0067138671875,3908.89
14.7619,241,39.8227,3615.44,1205000,241,-1583.7205810546875,3747.31
14.5762,242,40.0304,3973.66,1210000,242,-1475.50439453125,3868.53
16.1134,243,39.6549,4020.12,1215000,243,-1478.094970703125,4004.8
15.2325,244,39.3796,4010.29,1220000,244,-1513.61962890625,3925.61
15.0077,245,39.8566,4015.82,1225000,245,-1412.5379638671875,3951.23
21.4223,246,41.6096,3605.59,1230000,246,-1748.5599365234375,3430.18
16.2262,247,40.5776,3998.88,1235000,247,-1459.79296875,3988.43
18.2892,248,41.5239,4071.15,1240000,248,-1453.6285400390625,4058.9
16.7915,249,40.7137,3975.37,1245000,249,-1467.912353515625,3957.14
15.6938,250,40.7304,4038.02,1250000,250,-1515.0762939453125,3864.5
15.4297,251,40.7989,4025.03,1255000,251,-1512.67041015625,3955.61
15.8134,252,41.2363,3964.14,1260000,252,-1597.6910400390625,3847.57
16.3624,253,40.8588,3791.27,1265000,253,-1562.9442138671875,3708.71
33.8219,254,42.1198,230.02,1270000,254,-2370.900146484375,1015.44
17.1821,255,39.8196,4100.32,1275000,255,-1540.46142578125,4115.21
18.1852,256,41.0647,4113.67,1280000,256,-1646.7066650390625,4086.62
17.2794,257,40.7928,4034.77,1285000,257,-1652.2012939453125,4028.94
16.7466,258,40.4419,4028.75,1290000,258,-1594.971923828125,4027.01
15.2728,259,39.8501,3939.83,1295000,259,-1613.5333251953125,3859.29
15.2316,260,40.0143,3968.17,1300000,260,-1585.7066650390625,3869.94
15.5909,261,39.2492,3990.8,1305000,261,-1603.3861083984375,3997.99
16.1142,262,39.6945,3979.8,1310000,262,-1639.108642578125,3960.85
15.6446,263,40.0439,3918.81,1315000,263,-1661.2005615234375,3957.08
14.8305,264,39.608,3899.91,1320000,264,-1696.2879638671875,3873.84
16.3763,265,40.7571,3971.31,1325000,265,-1694.2484130859375,3994.58
15.4416,266,38.9418,4048.53,1330000,266,-1610.5335693359375,4057.12
17.0327,267,39.9776,4027.08,1335000,267,-1675.412109375,4006.73
16.9721,268,40.2847,4060.75,1340000,268,-1659.263427734375,4048.26
16.7076,269,40.1415,4118.33,1345000,269,-1674.7371826171875,4100.7
15.735,270,39.9095,4069.36,1350000,270,-1639.5924072265625,4048.43
15.6227,271,40.0975,4026.12,1355000,271,-1717.7952880859375,3969.49
12.9573,272,38.3512,4125.14,1360000,272,-1536.36669921875,3814.83
14.3935,273,39.9761,4024.32,1365000,273,-1655.445068359375,3926.57
13.0029,274,40.0183,3737.43,1370000,274,-1957.6279296875,3304.99
13.5927,275,39.0163,4095.23,1375000,275,-1691.4227294921875,3743.29
15.7422,276,38.6235,4350.56,1380000,276,-1545.1939697265625,4218.11
14.8947,277,38.8922,4258.43,1385000,277,-1499.8907470703125,4257.49
14.9822,278,39.8043,4132.43,1390000,278,-1622.9202880859375,4176.8
14.14,279,38.5492,4065.41,1395000,279,-1592.0345458984375,3852.62
15.8763,280,39.7887,3908.78,1400000,280,-1759.6070556640625,3798.73
14.2803,281,39.5608,3945.24,1405000,281,-1905.3392333984375,3865.03
14.3416,282,38.6564,4266.77,1410000,282,-1657.2017822265625,3883.48
15.8597,283,39.9125,3836.31,1415000,283,-1818.32177734375,3956.15
14.2993,284,39.5816,3891.72,1420000,284,-1880.12646484375,3646.78
13.9694,285,39.1739,3934.25,1425000,285,-1836.101806640625,3826.41
18.181,286,40.7561,3304.25,1430000,286,-2026.517822265625,3692.2
15.7286,287,40.5555,3989.93,1435000,287,-1847.716552734375,3844.8
14.7223,288,39.3756,4001.01,1440000,288,-1747.3385009765625,4042.93
15.6291,289,39.5445,3964.46,1445000,289,-2006.325439453125,3927.71
16.3761,290,41.2163,3770.59,1450000,290,-1986.682861328125,3543.72
14.5164,291,39.8999,2690.04,1455000,291,-2118.12451171875,2740.21
13.6983,292,40.4224,3813.35,1460000,292,-1983.152099609375,3621.68
14.1964,293,39.2903,4107.08,1465000,293,-1977.0284423828125,3822.06
14.5471,294,40.2267,3621.11,1470000,294,-2020.546875,3463.18
13.553,295,40.5432,3901.25,1475000,295,-2098.883544921875,3577.57
14.3399,296,39.415,3883.79,1480000,296,-2024.2261962890625,3505.68
14.7321,297,38.6446,4056.92,1485000,297,-1934.5345458984375,3801.55
17.8105,298,40.0746,3649.25,1490000,298,-1976.4954833984375,3774.85
16.0332,299,39.8686,4079.71,1495000,299,-1908.780517578125,4002.31
16.6293,300,41.336,4256.64,1500000,300,-2197.523193359375,4030.87
13.9144,301,39.9839,4020.37,1505000,301,-2007.67919921875,4050.64
14.5101,302,40.1023,3992.94,1510000,302,-2036.3199462890625,3599.97
14.4625,303,41.5742,537.81,1515000,303,-2336.108154296875,3269.47
15.2127,304,40.67,4001.68,1520000,304,-2160.3095703125,3472.96
14.5228,305,40.3454,3937.69,1525000,305,-2083.815673828125,3736.33
15.5702,306,39.9779,4126.74,1530000,306,-2052.209716796875,4098.37
14.7146,307,40.3643,4144.72,1535000,307,-2130.15380859375,4032.54
15.2889,308,40.9765,3953.9,1540000,308,-2229.368896484375,3829.73
14.8709,309,38.9144,4184.9,1545000,309,-1999.2808837890625,3986.14
15.5673,310,39.9793,3584.08,1550000,310,-2013.162109375,3807.36
15.703,311,40.2847,4143.06,1555000,311,-2073.816650390625,3928.25
16.2142,312,40.3755,4139.82,1560000,312,-2034.098876953125,4164.51
15.9257,313,40.7657,4064.67,1565000,313,-2040.5909423828125,4009.25
15.6733,314,41.0206,3965.81,1570000,314,-2030.159423828125,4050.01
14.9979,315,39.2504,4078.17,1575000,315,-1929.9488525390625,4137.36
14.7845,316,39.2154,4200.95,1580000,316,-1940.0179443359375,4224.27
15.671,317,41.9995,4144.69,1585000,317,-2164.918701171875,3725.38
15.981,318,40.0444,4141.2,1590000,318,-1983.6900634765625,4119.48
14.848,319,39.029,4188.35,1595000,319,-1978.5521240234375,4197.04
14.5141,320,38.5343,4291.15,1600000,320,-1921.286865234375,4299.65
15.0028,321,38.4151,4432.28,1605000,321,-1883.5902099609375,4365.79
15.1459,322,38.3912,4333.93,1610000,322,-1964.0743408203125,4336.92
15.4629,323,38.3771,4433.54,1615000,323,-1956.5765380859375,4408.08
15.0426,324,38.3112,4372.93,1620000,324,-1925.9893798828125,4366.99
14.5416,325,38.1933,4423.57,1625000,325,-1934.457275390625,4419.87
14.7711,326,38.1859,4399.99,1630000,326,-1963.7623291015625,4368.79
15.027,327,39.2226,4189.79,1635000,327,-1986.5570068359375,4251.18
14.9216,328,38.3272,4313.72,1640000,328,-1940.773681640625,4349.73
15.1228,329,38.0647,4320.62,1645000,329,-1933.9962158203125,4356.96
14.1577,330,37.9236,4345.05,1650000,330,-1898.4449462890625,4347.8
14.4912,331,37.6785,4440.52,1655000,331,-1872.9415283203125,4343.5
14.4525,332,37.6169,4360.11,1660000,332,-1889.6439208984375,4319.57
16.415,333,38.032,4305.15,1665000,333,-2113.36572265625,4240.24
14.3225,334,37.6104,4267.05,1670000,334,-1954.9200439453125,3925.29
14.5834,335,37.9408,4358.12,1675000,335,-1920.838134765625,4371.21
13.9268,336,38.0983,4269.53,1680000,336,-1936.55322265625,4294.8
14.3174,337,37.9061,4171.85,1685000,337,-2080.44580078125,4219.35
14.3776,338,37.7613,4292.36,1690000,338,-1970.0172119140625,4258.08
13.5244,339,37.3391,4338.4,1695000,339,-1883.3153076171875,4377.56
14.3376,340,37.5994,4411.56,1700000,340,-1897.3238525390625,4439.79
13.5603,341,38.1698,4407.13,1705000,341,-1847.4554443359375,4424.35
14.3058,342,37.1563,4526.06,1710000,342,-1733.19580078125,4470.34
13.9841,343,36.4855,4399.58,1715000,343,-1799.935791015625,4390.23
13.6425,344,37.097,4284.99,1720000,344,-1853.534912109375,4332.73
14.31,345,36.3817,4432.04,1725000,345,-1874.2843017578125,4407.53
13.1802,346,36.6025,4402.07,1730000,346,-1949.9967041015625,4363.31
13.5354,347,36.7815,4461.9,1735000,347,-1916.400634765625,4427.78
13.7519,348,36.7254,4396.29,1740000,348,-1942.9306640625,4383.74
14.1489,349,36.4191,4419.5,1745000,349,-1902.4327392578125,4405.12
14.0638,350,37.4844,4382.65,1750000,350,-1999.1834716796875,4410.02
14.0951,351,36.3213,4407.98,1755000,351,-1914.735107421875,4464.22
14.8446,352,37.4847,4416.45,1760000,352,-1950.864501953125,4383.63
15.5734,353,39.2877,4391.1,1765000,353,-2112.857177734375,4310.09
15.2872,354,39.4329,4383.28,1770000,354,-2069.0068359375,4311.36
14.365,355,38.5668,4419.79,1775000,355,-2035.916748046875,4320.22
13.6458,356,37.5345,4493.59,1780000,356,-1992.067138671875,4435.83
13.9196,357,35.8785,4537.55,1785000,357,-1904.1414794921875,4521.48
14.1945,358,36.632,4505.23,1790000,358,-1895.7344970703125,4452.62
14.4938,359,37.0834,4474.54,1795000,359,-1902.4825439453125,4459.68
13.6835,360,38.028,4187.96,1800000,360,-2133.072021484375,4257.17
13.0704,361,37.7069,3941.68,1805000,361,-2126.083984375,4251.78
14.1546,362,38.0208,4283.94,1810000,362,-2158.796875,4277.22
14.0544,363,36.4983,4458.38,1815000,363,-1959.3782958984375,4451.19
14.7618,364,37.2536,4387.01,1820000,364,-1975.5892333984375,4448.41
15.4833,365,37.5092,4392.32,1825000,365,-2044.0325927734375,4488.28
14.4121,366,38.199,4457.28,1830000,366,-2224.791259765625,4151.84
15.1774,367,36.8981,4531.8,1835000,367,-2095.7265625,4519.13
14.6435,368,38.2948,4436.8,1840000,368,-2203.477783203125,4391.15
15.1316,369,38.2659,4431.23,1845000,369,-2126.42333984375,4393.91
15.0443,370,39.1622,4353.97,1850000,370,-2385.797607421875,4105.78
14.1737,371,36.8988,4451.96,1855000,371,-2170.7548828125,4386.84
14.308,372,36.7646,4486.66,1860000,372,-2234.41162109375,4446.1
14.2857,373,37.0221,4414.35,1865000,373,-2164.183349609375,4193.65
14.5588,374,38.3389,4415.6,1870000,374,-2148.931396484375,4413.14
14.4555,375,37.1168,4551.0,1875000,375,-2133.96337890625,4487.03
13.7045,376,37.2946,4410.98,1880000,376,-2100.5205078125,4454.23
14.1122,377,36.2587,4726.74,1885000,377,-1987.252197265625,4513.07
13.5917,378,36.0891,4468.47,1890000,378,-2190.392578125,4388.44
13.5363,379,35.1734,4548.13,1895000,379,-2143.275634765625,4426.22
13.9136,380,35.863,4411.87,1900000,380,-2184.640869140625,4434.49
14.012,381,35.5102,4490.4,1905000,381,-2176.87255859375,4432.64
14.4439,382,35.9687,4458.28,1910000,382,-2205.53662109375,4399.18
14.2773,383,35.5958,4567.0,1915000,383,-2174.884521484375,4477.34
