Running Env Steps,Itration,Running Reverse KL,Reward Loss,Real Sto Return,Running Forward KL,Running Update Time,Real Det Return
3835000,767,25.0468,-11022.0107421875,4951.94,43.2743,767,5012.44
3840000,768,25.4761,-11156.748046875,4970.81,43.3949,768,5040.4
3845000,769,24.038,-11304.1748046875,4974.24,42.6151,769,5055.92
3850000,770,25.546,-11357.974609375,4924.09,43.4585,770,4983.74
3855000,771,25.2937,-11312.8115234375,4961.19,42.7244,771,5035.57
3860000,772,23.034,-11006.126953125,4859.29,42.3754,772,5020.83
3865000,773,23.6931,-11141.921875,4987.26,43.0858,773,5031.83
3870000,774,23.9218,-11442.06640625,4974.02,43.0683,774,5041.79
3875000,775,23.817,-11284.728515625,4955.07,42.4047,775,5021.58
3880000,776,23.507,-11240.9775390625,4663.16,42.6397,776,4969.72
3885000,777,24.6904,-11420.8388671875,4934.73,42.4898,777,4984.52
3890000,778,22.2784,-11153.177734375,4736.79,42.9723,778,4962.48
3895000,779,20.5631,-10690.6455078125,4832.36,42.0159,779,5006.3
3900000,780,21.9953,-10918.33984375,4613.58,42.6367,780,5027.27
3905000,781,24.453,-11537.470703125,4984.33,43.3938,781,5044.67
3910000,782,21.0352,-10971.3857421875,4872.11,42.0589,782,5007.4
3915000,783,22.9488,-11393.37109375,4952.43,42.4001,783,4996.86
3920000,784,21.6412,-11008.3193359375,4879.52,42.2694,784,4989.68
3925000,785,22.0007,-10595.173828125,4470.62,42.3548,785,4954.13
3930000,786,20.1663,-10698.986328125,4838.03,41.9646,786,4895.25
3935000,787,19.9729,-10499.6875,4837.32,41.9649,787,4907.75
3940000,788,19.9053,-10647.55859375,4865.2,41.5244,788,4957.37
3945000,789,19.4406,-10035.703125,4764.38,41.0862,789,4889.65
3950000,790,19.3057,-10599.54296875,4849.44,41.1365,790,4905.59
3955000,791,20.129,-10872.98828125,4836.55,41.6897,791,4916.44
3960000,792,20.6905,-10996.748046875,4834.61,42.0523,792,4930.47
3965000,793,20.2084,-11194.1806640625,4792.53,41.7729,793,4877.34
3970000,794,18.761,-10372.73046875,4427.72,41.079,794,4976.14
3975000,795,20.8821,-10176.52734375,4180.48,41.7143,795,4978.51
3980000,796,23.1982,-11402.3701171875,4566.88,42.4013,796,4971.79
3985000,797,22.5995,-10051.49609375,4250.46,41.4652,797,4918.96
3990000,798,20.5026,-11365.54296875,3656.3,42.1964,798,4628.58
3995000,799,23.5994,-10133.2548828125,4843.82,41.6742,799,4935.06
4000000,800,28.0289,-10120.1298828125,4655.46,41.2525,800,4903.42
4005000,801,19.6142,-10651.0380859375,4839.8,41.5889,801,4986.78
4010000,802,20.0008,-10948.1484375,4858.13,41.4575,802,4984.58
4015000,803,21.199,-11103.345703125,4854.34,42.8106,803,4980.34
4020000,804,21.6002,-11824.8671875,4839.33,43.3034,804,4969.01
4025000,805,20.4542,-11113.8447265625,4823.16,41.6357,805,4934.63
4030000,806,20.4134,-10961.486328125,4851.5,41.8094,806,4954.84
4035000,807,20.6725,-10604.3935546875,4841.42,41.1124,807,4968.68
4040000,808,21.1698,-10237.7333984375,4837.67,41.8756,808,4963.36
4045000,809,19.9106,-10494.1806640625,4871.21,41.2126,809,4980.39
4050000,810,22.7294,-9674.1923828125,4880.82,41.4593,810,4957.27
4055000,811,19.8915,-10569.4921875,4868.55,41.2811,811,4930.69
4060000,812,20.9308,-10567.6455078125,4697.33,41.8815,812,4940.79
4065000,813,22.3829,-10841.5361328125,4858.78,42.1002,813,4945.52
4070000,814,20.7927,-11223.9765625,4852.23,42.0095,814,4974.56
4075000,815,20.5849,-11508.85546875,4831.53,42.3581,815,4920.57
4080000,816,19.6501,-11211.5439453125,4819.13,42.2463,816,4938.25
4085000,817,18.5663,-11154.8076171875,4631.08,42.1126,817,4946.84
4090000,818,23.537,-11090.044921875,4236.46,42.9596,818,4911.02
4095000,819,19.9391,-11081.9052734375,4621.72,42.135,819,4914.76
4100000,820,27.813,-10103.2734375,2972.12,42.9183,820,4745.44
4105000,821,20.2939,-10187.2880859375,3666.33,41.3394,821,4939.31
4110000,822,20.296,-9994.4072265625,3573.01,41.5511,822,4788.42
4115000,823,22.3662,-9117.93359375,1883.18,44.22,823,4141.68
4120000,824,38.8066,-9362.251953125,2103.35,44.5245,824,3686.41
4125000,825,17.8044,-10178.6884765625,3298.58,43.1535,825,4335.73
4130000,826,17.0237,-9800.7646484375,2372.59,43.31,826,4690.7
4135000,827,18.5681,-10710.755859375,3711.39,41.4994,827,4901.07
4140000,828,17.7698,-10625.2548828125,4011.67,42.2739,828,4868.24
4145000,829,20.3558,-9686.1513671875,3400.14,43.1788,829,4943.09
4150000,830,24.4746,-9842.958984375,2239.07,43.8062,830,4933.91
4155000,831,35.57,-10260.0361328125,2008.04,44.8434,831,4825.7
4160000,832,18.8088,-10176.912109375,2123.01,43.8863,832,4986.64
4165000,833,21.2347,-9644.8037109375,2387.87,43.6748,833,4835.62
4170000,834,19.7691,-9310.716796875,1893.5,44.631,834,4237.34
4175000,835,20.9491,-10387.6005859375,2406.61,43.7325,835,4426.49
4180000,836,20.9135,-11453.6484375,2938.79,42.5566,836,4903.94
4185000,837,20.104,-10366.8056640625,2317.21,42.7845,837,4661.06
4190000,838,18.6731,-10518.2001953125,1764.05,42.9549,838,3476.17
4195000,839,18.3186,-11123.7509765625,3601.65,41.8745,839,4989.09
4200000,840,19.3545,-10389.6142578125,2343.59,43.6624,840,4552.88
4205000,841,20.5768,-10751.6484375,3702.24,42.4601,841,4980.59
4210000,842,21.2189,-10909.1123046875,2924.1,41.9632,842,5018.74
4215000,843,21.0708,-11066.5693359375,2962.15,41.9352,843,5002.07
4220000,844,18.1722,-10858.2744140625,3848.69,41.8403,844,5003.68
4225000,845,19.7653,-11000.548828125,4345.73,41.4312,845,4963.01
4230000,846,27.0874,-10934.6640625,3400.34,42.5949,846,4954.19
4235000,847,18.8434,-10797.595703125,3922.44,41.6892,847,4820.99
4240000,848,18.2609,-11057.3359375,4175.95,41.8623,848,4793.98
4245000,849,18.8365,-11026.458984375,4739.14,41.0961,849,4756.84
4250000,850,19.7672,-10843.0458984375,2063.17,43.7316,850,4781.34
4255000,851,18.9711,-11496.1513671875,3299.95,42.3107,851,4783.68
4260000,852,17.977,-10962.1689453125,3673.33,42.149,852,4867.68
4265000,853,18.5662,-11275.91015625,3334.93,42.4156,853,4883.49
4270000,854,20.8172,-11385.734375,4221.13,42.0403,854,4984.86
4275000,855,19.2817,-10965.09765625,3885.86,41.7122,855,4944.83
4280000,856,17.6237,-11015.9912109375,3637.93,41.6704,856,4963.24
4285000,857,18.9383,-11062.857421875,4311.94,41.5177,857,4960.51
4290000,858,18.4951,-11453.8271484375,3615.86,41.6152,858,5058.82
4295000,859,19.9585,-11365.7080078125,4696.56,41.7844,859,4957.62
4300000,860,18.8297,-11620.779296875,3869.62,42.0324,860,4978.06
4305000,861,19.955,-11800.119140625,4518.11,42.1814,861,4921.18
4310000,862,18.7119,-11160.08984375,4312.36,40.7462,862,4934.29
4315000,863,20.4861,-11698.1318359375,4189.62,42.2627,863,4992.92
4320000,864,19.7109,-11505.7568359375,4501.03,41.3636,864,4955.95
4325000,865,18.2986,-11419.0693359375,4677.0,42.2294,865,5022.16
4330000,866,20.9811,-11497.544921875,4926.08,41.9183,866,5009.26
4335000,867,20.5102,-11706.4052734375,4503.12,42.7388,867,4964.3
4340000,868,17.9298,-11447.1279296875,3750.17,42.444,868,5065.31
4345000,869,17.8068,-11427.5,4177.43,41.4347,869,5022.39
4350000,870,17.1632,-11369.2314453125,2276.03,42.958,870,4987.38
4355000,871,19.5796,-10777.607421875,4707.22,41.0421,871,4988.18
4360000,872,19.7916,-11374.10546875,4346.38,41.8008,872,5023.43
4365000,873,21.1716,-11558.025390625,4420.79,41.6714,873,5016.54
4370000,874,20.6381,-11314.8173828125,4685.03,41.5014,874,4982.59
4375000,875,16.6238,-10893.744140625,2930.33,41.6156,875,4972.55
4380000,876,19.0252,-10940.486328125,4514.46,41.2099,876,4949.66
4385000,877,20.4593,-10925.642578125,4938.21,41.4209,877,5000.32
4390000,878,18.5631,-11278.72265625,4755.73,41.3722,878,4947.11
4395000,879,19.8001,-11331.064453125,4588.97,41.1814,879,4971.94
4400000,880,20.4259,-11543.37109375,4832.48,41.5117,880,5016.89
4405000,881,20.1987,-11512.625,4836.77,41.1222,881,5006.41
4410000,882,19.2891,-11992.9091796875,4278.68,42.1116,882,4984.31
4415000,883,19.3434,-11931.1318359375,4846.14,42.239,883,4956.51
4420000,884,19.3222,-11767.0029296875,4817.08,42.1361,884,4910.28
4425000,885,20.9597,-12131.1015625,4821.01,42.5959,885,4922.73
4430000,886,19.4679,-12184.3544921875,4812.0,42.0846,886,4950.62
4435000,887,18.882,-11617.736328125,4442.31,41.0295,887,5008.88
4440000,888,22.6322,-11891.5439453125,4554.04,41.8249,888,4977.89
4445000,889,19.3533,-11851.6923828125,4871.81,41.1356,889,4973.59
4450000,890,20.0089,-11843.0732421875,4938.35,41.5683,890,5043.81
4455000,891,18.7006,-12024.578125,4896.17,42.0498,891,4977.45
4460000,892,18.6433,-12350.201171875,4862.01,41.8993,892,5009.23
4465000,893,21.0175,-12679.953125,4882.33,43.2152,893,4973.54
4470000,894,21.3791,-12552.8076171875,4847.14,42.4078,894,4959.0
4475000,895,21.6922,-12277.265625,4871.34,42.4568,895,4954.86
4480000,896,21.3922,-12382.970703125,4847.19,41.7963,896,4938.15
4485000,897,20.1745,-12347.310546875,4875.32,41.6501,897,4980.83
4490000,898,20.707,-12589.6884765625,4892.63,42.7033,898,5000.8
4495000,899,20.1325,-12241.93359375,4907.1,42.1276,899,5018.02
4500000,900,20.6268,-12476.1083984375,4847.92,41.5534,900,5021.58
4505000,901,21.7873,-12322.330078125,4898.84,41.6595,901,5030.71
4510000,902,21.4572,-12494.6865234375,4867.36,41.4572,902,5019.65
4515000,903,32.3108,-10651.724609375,850.9,48.3444,903,975.29
4520000,904,26.1254,-11316.84765625,3347.72,44.1862,904,3892.75
4525000,905,28.3342,-12130.4609375,3637.74,47.1621,905,3642.55
4530000,906,24.4188,-12929.109375,4610.42,44.3938,906,4651.37
4535000,907,23.0503,-11662.201171875,4811.93,43.4168,907,4849.28
4540000,908,21.1513,-11518.9013671875,4939.0,40.9358,908,5004.0
4545000,909,22.7282,-12056.6787109375,4872.36,41.9333,909,4931.45
4550000,910,20.2932,-11519.0224609375,4896.56,41.1292,910,4969.38
4555000,911,20.3192,-11176.3388671875,4909.35,41.2859,911,4998.97
4560000,912,20.0809,-11798.361328125,4921.58,40.8436,912,5002.79
4565000,913,20.5344,-11814.03515625,4916.18,40.7561,913,4997.29
4570000,914,21.4261,-11859.140625,4886.18,41.5332,914,4951.28
4575000,915,20.7493,-11599.8505859375,4815.81,41.372,915,4967.2
4580000,916,21.9029,-11670.0390625,4564.14,41.3381,916,4979.14
4585000,917,20.2425,-11722.7353515625,4928.93,41.0652,917,4999.79
4590000,918,20.5875,-10862.783203125,3560.1,41.0317,918,4671.67
4595000,919,21.069,-10917.248046875,2948.3,41.4957,919,3823.04
4600000,920,20.7952,-11366.751953125,3658.74,41.1978,920,2477.07
4605000,921,20.8801,-11377.966796875,3963.46,41.5713,921,2502.89
4610000,922,19.4168,-11638.4638671875,4194.39,40.4383,922,4746.48
4615000,923,20.7851,-11353.994140625,3174.93,41.2454,923,4345.76
4620000,924,18.9004,-11378.400390625,3835.68,40.3839,924,3592.12
4625000,925,21.0268,-11346.560546875,3744.8,41.2417,925,5017.64
4630000,926,21.6572,-11516.7001953125,4527.41,40.8366,926,5032.46
4635000,927,21.0678,-11750.7939453125,4532.96,40.9174,927,4359.79
4640000,928,22.2539,-11307.4970703125,3802.99,41.7082,928,5004.17
4645000,929,18.2433,-10550.150390625,3851.98,41.0377,929,4341.41
4650000,930,19.0647,-11782.80859375,4549.61,40.4545,930,4838.48
4655000,931,19.6407,-12098.529296875,4314.15,40.656,931,5016.45
4660000,932,20.0747,-12168.3447265625,4873.51,41.1724,932,5031.3
4665000,933,18.9633,-11831.8916015625,4299.82,41.0941,933,5019.89
4670000,934,20.323,-11803.5791015625,4578.14,40.9457,934,5056.57
4675000,935,19.4053,-12055.4296875,4443.91,40.9931,935,4917.79
4680000,936,19.9423,-12158.357421875,4520.24,41.0768,936,4808.86
4685000,937,20.3378,-11774.1904296875,4299.62,41.4214,937,5013.33
4690000,938,19.4783,-11817.87109375,4925.38,40.8911,938,5011.98
4695000,939,21.622,-12186.1767578125,4479.64,41.1437,939,5002.1
4700000,940,20.0018,-11732.50390625,4917.21,40.5931,940,4981.66
4705000,941,21.4496,-12171.46875,4708.66,41.2958,941,4999.51
4710000,942,20.9329,-12057.62890625,4930.38,41.2448,942,4990.45
4715000,943,21.271,-12048.3359375,4936.1,41.4195,943,4982.26
4720000,944,20.8956,-11922.447265625,4916.3,41.2808,944,4978.92
4725000,945,20.2009,-12081.2041015625,4950.63,40.9566,945,5010.73
4730000,946,21.0491,-12260.5283203125,4738.26,40.9604,946,5022.53
4735000,947,20.44,-11785.919921875,4925.37,40.7502,947,5003.81
4740000,948,20.4331,-11947.658203125,4948.87,40.9567,948,5005.71
4745000,949,20.6178,-12092.32421875,4966.0,40.5968,949,5034.34
4750000,950,19.8274,-11816.1357421875,4914.61,40.2021,950,4970.23
4755000,951,20.6015,-12279.3427734375,4712.29,40.863,951,4988.4
4760000,952,19.9116,-11948.2177734375,4518.67,40.3647,952,4994.51
4765000,953,20.3467,-12193.1708984375,4678.45,40.4605,953,4953.27
4770000,954,20.0091,-12076.8544921875,4899.61,40.3412,954,4974.94
4775000,955,19.1294,-11741.849609375,4644.8,40.4158,955,4879.02
4780000,956,19.0204,-11879.0107421875,4927.43,40.2331,956,4990.74
4785000,957,19.0885,-11900.4736328125,4921.11,39.7969,957,4957.49
4790000,958,19.5451,-12396.9306640625,4919.61,40.4782,958,5003.9
4795000,959,18.4809,-11901.19921875,4841.45,40.7999,959,4974.63
4800000,960,19.3364,-12140.5634765625,4900.96,40.3723,960,4963.89
4805000,961,20.016,-11979.98046875,4873.78,40.7433,961,4928.94
4810000,962,19.1364,-12015.03125,4894.03,39.9778,962,4991.21
4815000,963,17.4812,-11772.1455078125,4871.14,40.1231,963,4976.6
4820000,964,20.1464,-12204.5439453125,4683.86,40.3747,964,4988.62
4825000,965,19.4483,-11693.123046875,4905.24,40.458,965,4974.43
4830000,966,19.8578,-12342.224609375,4882.36,40.7246,966,4991.0
4835000,967,18.9827,-11660.5205078125,4865.18,40.3639,967,4989.7
4840000,968,18.5433,-12250.5322265625,4920.92,40.5412,968,5042.02
4845000,969,17.8701,-12079.9482421875,4862.97,40.0673,969,5015.2
4850000,970,19.1851,-12099.0625,4630.4,40.3882,970,4967.1
4855000,971,18.9827,-11990.54296875,4891.39,40.5516,971,5010.78
4860000,972,18.9082,-11941.8515625,4887.58,40.6968,972,5016.6
4865000,973,17.7715,-11685.2890625,4880.12,40.2724,973,4997.01
4870000,974,18.9744,-12035.3759765625,4879.63,40.5588,974,4988.08
4875000,975,18.5337,-12267.015625,4549.18,40.4808,975,4935.75
4880000,976,19.3395,-12213.1396484375,4756.57,40.8763,976,5038.62
4885000,977,18.3165,-12160.302734375,4836.42,40.7457,977,4938.43
4890000,978,19.2854,-12118.91796875,4827.29,40.916,978,4905.94
4895000,979,17.85,-12218.734375,4814.26,40.1048,979,4916.7
4900000,980,18.1978,-11903.896484375,4840.17,40.6686,980,4899.07
4905000,981,18.6853,-11969.3984375,4862.0,40.5644,981,4915.73
4910000,982,18.2993,-11951.1357421875,4833.26,40.8407,982,4903.36
4915000,983,17.3426,-11836.865234375,4876.5,40.3033,983,4973.39
4920000,984,16.9944,-11960.998046875,4305.69,40.4313,984,4811.26
4925000,985,16.7481,-12023.26171875,4661.27,40.3004,985,4895.84
4930000,986,17.352,-11999.443359375,4726.79,40.3371,986,4950.59
4935000,987,17.0849,-12183.4921875,4848.32,40.1056,987,4909.62
4940000,988,17.6127,-12131.0439453125,4870.02,40.3104,988,4949.74
4945000,989,17.6292,-11893.9228515625,4863.92,40.3835,989,4907.5
4950000,990,17.1083,-12150.9873046875,4866.29,40.8189,990,4896.68
4955000,991,17.6804,-11779.12890625,4493.47,40.3257,991,4928.63
4960000,992,18.6063,-12357.1240234375,4894.93,40.8235,992,4917.39
4965000,993,15.7246,-11585.2275390625,4680.73,40.3642,993,4640.93
4970000,994,17.2682,-12114.7890625,4568.73,40.0613,994,5024.06
4975000,995,18.2211,-12135.66796875,4804.16,40.4857,995,4918.29
4980000,996,17.0324,-11910.2451171875,4630.41,40.3241,996,4888.63
4985000,997,17.6122,-12181.5029296875,4878.61,40.3577,997,4922.29
4990000,998,17.396,-12350.26953125,4554.48,40.5427,998,4966.62
4995000,999,17.7792,-12320.0224609375,4899.42,40.2526,999,4947.2
5000000,1000,18.3113,-12410.458984375,4761.05,40.4542,1000,4966.31
5005000,1001,18.2552,-7706.12060546875,225.01,49.8182,1001,232.35
5010000,1002,19.2497,-12556.2734375,4777.62,40.5357,1002,4968.2
5015000,1003,17.2264,-12306.263671875,4720.59,40.7977,1003,4931.9
5020000,1004,16.3696,-11375.9990234375,4637.33,40.3602,1004,4991.04
5025000,1005,17.874,-12239.36328125,4907.97,40.154,1005,4931.3
5030000,1006,20.1328,-12787.447265625,4843.56,40.7095,1006,5071.16
5035000,1007,16.6645,-11970.4248046875,4451.37,40.2747,1007,4954.7
5040000,1008,16.7279,-12371.0595703125,4952.69,41.2675,1008,5052.95
5045000,1009,18.7325,-12517.2119140625,4948.7,40.9447,1009,5012.02
5050000,1010,18.0704,-12707.5732421875,4759.59,40.6523,1010,5021.88
5055000,1011,18.8181,-12352.546875,4965.36,40.5558,1011,4995.14
5060000,1012,18.6811,-12564.2333984375,4925.2,40.488,1012,4949.11
5065000,1013,18.2244,-12254.8251953125,4693.07,41.1616,1013,4955.09
5070000,1014,19.2549,-12644.19140625,4834.81,40.5362,1014,4992.61
5075000,1015,18.1199,-12178.228515625,4615.84,40.3571,1015,5014.84
5080000,1016,18.5213,-12397.728515625,4826.53,40.573,1016,4950.77
5085000,1017,18.6689,-12524.07421875,4755.23,40.4542,1017,4935.89
5090000,1018,18.3849,-12434.7802734375,4889.24,39.9512,1018,4964.74
5095000,1019,17.6801,-12190.1484375,4871.18,40.0469,1019,4927.54
5100000,1020,18.7404,-12596.4609375,4905.29,40.8982,1020,4967.28
5105000,1021,18.3229,-12732.11328125,4451.62,41.5712,1021,4966.6
5110000,1022,18.9386,-13046.7041015625,4651.0,41.159,1022,4931.3
5115000,1023,18.7493,-12724.6826171875,4836.47,40.9986,1023,4939.19
5120000,1024,16.9877,-12375.5126953125,4839.72,40.794,1024,4881.01
5125000,1025,18.8577,-12778.634765625,4850.56,40.4368,1025,4896.18
5130000,1026,16.6161,-12363.5087890625,4572.96,40.6093,1026,4853.83
5135000,1027,18.0409,-12802.4384765625,4686.19,40.6018,1027,4905.57
5140000,1028,18.4875,-12480.376953125,4795.78,40.8366,1028,4826.01
5145000,1029,18.3409,-12631.5458984375,4779.17,40.5672,1029,4850.94
5150000,1030,18.5037,-12653.7021484375,4840.65,40.9895,1030,4918.66
5155000,1031,18.5132,-12747.732421875,4833.12,40.8919,1031,4900.26
5160000,1032,17.9667,-12941.5966796875,4842.04,40.8765,1032,4898.76
5165000,1033,18.657,-13034.9609375,4611.67,41.6606,1033,4953.63
5170000,1034,18.5792,-13111.6279296875,4841.53,41.3321,1034,4941.88
5175000,1035,18.8961,-13130.12109375,4838.16,41.0772,1035,4908.61
5180000,1036,18.7455,-12778.6787109375,4448.26,40.8309,1036,4985.12
5185000,1037,18.9307,-12621.162109375,4679.51,41.1455,1037,4892.13
5190000,1038,18.7313,-12901.0048828125,4881.97,41.4293,1038,4949.23
5195000,1039,18.7588,-12862.6572265625,4680.06,40.8912,1039,4920.23
5200000,1040,19.0878,-13177.1044921875,4725.41,41.4188,1040,4984.36
5205000,1041,19.3505,-13227.0390625,4473.02,40.693,1041,4967.9
5210000,1042,17.1501,-12638.001953125,4103.87,40.5507,1042,4893.27
5215000,1043,18.2763,-13006.41015625,3992.96,40.787,1043,5054.3
5220000,1044,18.1157,-13041.9091796875,4416.53,41.0849,1044,4751.83
5225000,1045,19.5826,-13344.3310546875,4550.79,41.1838,1045,5015.25
5230000,1046,19.5529,-13183.4716796875,4507.11,41.0001,1046,4791.99
5235000,1047,18.7886,-13291.248046875,4200.52,41.7044,1047,5036.47
5240000,1048,18.3736,-12859.4853515625,4412.6,40.5415,1048,4305.66
5245000,1049,19.4826,-13130.41015625,4956.63,40.8482,1049,4990.19
5250000,1050,18.2877,-12613.8193359375,4403.83,41.1938,1050,4942.48
5255000,1051,20.6002,-12842.1826171875,4388.3,40.8235,1051,5013.8
5260000,1052,18.267,-12854.2919921875,4467.06,40.8537,1052,4973.0
5265000,1053,18.3059,-12868.423828125,4648.64,40.8742,1053,5042.82
5270000,1054,19.2336,-12860.8427734375,4925.11,40.5561,1054,4956.77
5275000,1055,18.4391,-12947.330078125,4681.05,40.7088,1055,4990.38
5280000,1056,18.012,-12832.029296875,4743.56,40.4621,1056,5050.98
5285000,1057,17.4001,-13245.771484375,3936.59,40.5032,1057,5048.34
5290000,1058,30.3433,-12638.416015625,3836.0,41.8904,1058,5053.92
5295000,1059,18.3422,-13197.1318359375,3942.22,40.7386,1059,5028.17
5300000,1060,23.5885,-12735.5439453125,2806.81,41.0482,1060,5079.67
5305000,1061,30.4921,-12521.5927734375,4458.38,40.9724,1061,4939.41
5310000,1062,21.9103,-12840.41796875,4169.22,40.905,1062,4828.09
5315000,1063,29.7568,-12587.6083984375,4382.85,40.4548,1063,4990.31
5320000,1064,31.664,-12579.177734375,2830.1,41.3182,1064,2768.03
5325000,1065,19.8316,-12577.94140625,4849.3,40.2889,1065,4905.1
5330000,1066,16.9753,-12620.79296875,4863.98,40.1523,1066,4937.78
5335000,1067,18.0835,-12759.4638671875,4835.2,40.7852,1067,4951.12
5340000,1068,21.2879,-12569.01953125,4430.52,40.7708,1068,4900.05
5345000,1069,18.9592,-13162.423828125,4612.84,41.6974,1069,4881.63
5350000,1070,19.8436,-13231.42578125,4612.14,41.3095,1070,4910.68
5355000,1071,17.3138,-12989.2734375,4808.64,40.4795,1071,4910.58
5360000,1072,19.3201,-12899.490234375,4551.43,41.1075,1072,4856.81
5365000,1073,18.0162,-12674.1513671875,4593.98,40.6484,1073,3629.39
5370000,1074,16.6798,-12574.6064453125,4838.99,40.4154,1074,4967.58
5375000,1075,17.1213,-13029.2529296875,4435.38,40.1001,1075,4947.59
5380000,1076,17.7406,-12713.724609375,4464.94,41.1873,1076,4967.3
5385000,1077,17.995,-12738.767578125,3937.07,40.9318,1077,4887.64
5390000,1078,18.638,-13424.4482421875,4630.89,40.8745,1078,4871.49
5395000,1079,20.3688,-13306.58203125,4609.38,41.5299,1079,4865.02
5400000,1080,18.7101,-12637.8505859375,3934.85,41.8161,1080,4713.16
5405000,1081,18.3483,-12944.048828125,4301.98,40.9308,1081,4444.84
5410000,1082,19.3846,-13274.1650390625,4242.36,40.9762,1082,4947.92
5415000,1083,18.9555,-13141.4794921875,4513.44,41.1808,1083,4620.36
5420000,1084,16.9658,-12436.453125,4639.64,40.8839,1084,4746.62
5425000,1085,17.4849,-12572.69140625,4160.57,41.1188,1085,4511.6
5430000,1086,15.956,-12420.2958984375,4217.07,40.7252,1086,4792.2
5435000,1087,17.489,-12632.7060546875,4666.99,41.1631,1087,4197.51
5440000,1088,18.8295,-13030.08984375,4829.33,40.6822,1088,4325.21
5445000,1089,17.8603,-13359.4013671875,4649.02,41.5729,1089,4906.67
5450000,1090,18.8164,-13316.021484375,4732.34,40.5389,1090,2860.88
5455000,1091,19.1424,-12948.5244140625,4859.72,41.0148,1091,4763.44
5460000,1092,17.9826,-12857.361328125,4864.41,40.6761,1092,4327.95
5465000,1093,17.9322,-13018.8427734375,4846.9,40.4274,1093,4877.61
5470000,1094,19.0756,-12991.23046875,4401.41,40.3218,1094,3606.3
5475000,1095,19.8822,-13029.0986328125,4601.18,41.3473,1095,4841.79
5480000,1096,18.3487,-13080.5986328125,4854.29,40.4722,1096,4912.56
5485000,1097,16.3656,-12554.388671875,4452.04,40.6931,1097,4911.02
5490000,1098,18.3644,-13006.91796875,4880.77,40.4584,1098,4970.57
5495000,1099,19.2166,-13421.4296875,4914.56,40.8948,1099,4970.44
5500000,1100,19.5811,-13117.189453125,4738.83,40.8556,1100,4967.86
5505000,1101,17.679,-13024.5380859375,4633.8,40.2383,1101,4908.94
5510000,1102,18.4611,-12914.1005859375,4729.55,41.1166,1102,4934.71
5515000,1103,19.9817,-13132.576171875,4869.22,41.1196,1103,4896.9
5520000,1104,17.5719,-12794.2578125,3862.88,41.323,1104,4856.54
5525000,1105,20.5244,-13429.4580078125,4868.71,41.5029,1105,4904.45
5530000,1106,18.9207,-12951.0888671875,4779.8,41.0208,1106,4949.28
5535000,1107,19.3601,-13327.3447265625,4879.67,41.1089,1107,4906.64
5540000,1108,19.1084,-13085.97265625,4915.03,41.2169,1108,4890.36
5545000,1109,19.5771,-13386.1826171875,4860.5,41.4632,1109,4877.01
5550000,1110,18.694,-12982.8603515625,4896.09,41.0301,1110,4901.66
5555000,1111,18.4668,-13193.75,4967.72,41.2993,1111,5004.61
5560000,1112,20.9685,-13304.1669921875,4402.87,41.9563,1112,5035.85
5565000,1113,19.6513,-13123.9736328125,4761.8,41.4673,1113,4989.07
5570000,1114,18.4109,-13198.5927734375,4462.55,41.3217,1114,4307.76
5575000,1115,17.0249,-12463.6953125,4399.69,41.4928,1115,4771.12
5580000,1116,18.5201,-12908.095703125,4505.9,41.6787,1116,5000.11
5585000,1117,17.8211,-12682.6513671875,4954.53,41.3659,1117,5021.02
5590000,1118,19.1119,-12429.451171875,4917.94,41.2156,1118,4983.95
5595000,1119,17.9954,-12512.3251953125,4711.04,41.5135,1119,5004.05
5600000,1120,18.1362,-12557.96484375,4693.29,41.457,1120,4975.73
5605000,1121,18.625,-12442.2119140625,4793.32,41.8147,1121,5010.69
5610000,1122,18.2111,-12089.1689453125,4809.04,40.8078,1122,4928.87
5615000,1123,17.8589,-13230.4384765625,4931.68,41.1979,1123,4986.04
5620000,1124,18.3539,-13559.478515625,4889.78,41.463,1124,4978.91
5625000,1125,19.2583,-13175.478515625,4927.24,41.5465,1125,5004.85
5630000,1126,18.8513,-13163.9248046875,4935.91,41.0722,1126,5001.89
5635000,1127,18.8542,-13582.337890625,4904.72,41.1737,1127,4994.22
5640000,1128,19.1021,-13514.220703125,4885.86,41.1707,1128,5016.94
5645000,1129,19.6382,-13133.90625,4763.29,41.1001,1129,5013.8
5650000,1130,19.7786,-13507.392578125,4556.0,41.794,1130,5011.03
5655000,1131,18.4703,-13399.1796875,4900.15,41.923,1131,5047.37
5660000,1132,19.1037,-13710.9453125,4870.46,41.4058,1132,4973.76
5665000,1133,19.1841,-13591.1728515625,4889.64,41.4324,1133,4686.9
5670000,1134,19.2626,-13485.666015625,4914.83,41.0106,1134,5053.58
5675000,1135,19.645,-13859.27734375,4747.4,41.4378,1135,5058.96
5680000,1136,18.6703,-13816.9365234375,4680.33,41.5848,1136,4691.09
5685000,1137,18.6918,-13847.9267578125,4515.64,41.9551,1137,5008.37
5690000,1138,21.1774,-13948.1943359375,4895.68,41.7895,1138,5047.39
5695000,1139,18.5707,-13263.578125,4904.87,41.259,1139,5010.33
5700000,1140,17.776,-13283.4052734375,4693.08,41.4149,1140,4635.95
5705000,1141,19.4147,-13447.8759765625,4661.12,41.2419,1141,4983.16
5710000,1142,18.212,-13422.955078125,4905.64,40.5774,1142,5029.16
5715000,1143,18.6587,-13671.400390625,4913.42,40.5742,1143,5055.7
