Real Sto Return,Running Forward KL,Itration,Running Env Steps,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss
3977.64,42.5291,388,1940000,3979.93,388,18.7545,-21183.66015625
4030.5,42.5146,389,1945000,4078.48,389,19.6286,-20986.361328125
3813.8,42.7762,390,1950000,4068.66,390,19.0753,-21367.61328125
3961.32,42.992,391,1955000,4051.33,391,18.3236,-22600.751953125
3933.03,42.875,392,1960000,3987.24,392,18.6847,-22162.51171875
3948.17,43.2207,393,1965000,4016.65,393,19.7732,-21957.580078125
4014.72,42.9362,394,1970000,3990.61,394,20.544,-22745.6171875
4001.82,42.6429,395,1975000,4027.24,395,18.7917,-22153.39453125
3847.73,42.9449,396,1980000,3981.74,396,20.5248,-23000.189453125
3306.41,43.1889,397,1985000,4044.11,397,21.1839,-23327.087890625
4012.85,43.1098,398,1990000,4015.89,398,19.0556,-22589.529296875
3776.41,43.3964,399,1995000,3912.74,399,22.1672,-24647.890625
3796.87,42.5878,400,2000000,3765.83,400,18.9869,-22798.306640625
3958.92,41.9687,401,2005000,3952.57,401,18.4222,-22700.580078125
4061.02,41.7262,402,2010000,4074.47,402,18.9894,-22887.41015625
4088.58,42.4122,403,2015000,4110.85,403,19.3738,-23130.33203125
4046.17,41.8018,404,2020000,4046.51,404,18.3328,-23170.025390625
3998.69,42.0507,405,2025000,4001.65,405,18.6799,-23373.3671875
3998.08,43.0884,406,2030000,4015.62,406,19.821,-24334.330078125
3504.06,43.0197,407,2035000,3910.88,407,19.0848,-24794.37890625
3719.28,43.0987,408,2040000,3601.49,408,18.9635,-24198.33203125
3747.14,42.5074,409,2045000,3682.25,409,19.2335,-23812.431640625
3827.17,43.3167,410,2050000,3944.06,410,19.1022,-23980.990234375
3675.59,43.0848,411,2055000,3904.27,411,18.5619,-24043.212890625
3965.53,42.4962,412,2060000,4010.5,412,19.374,-24365.62109375
3977.14,42.5494,413,2065000,4035.67,413,18.3265,-25269.587890625
4017.71,42.6523,414,2070000,4114.16,414,18.8424,-24650.74609375
3883.93,42.0221,415,2075000,4056.84,415,17.5648,-24399.634765625
4025.96,42.3726,416,2080000,4064.92,416,18.4411,-24771.384765625
3947.11,42.268,417,2085000,4065.8,417,17.8354,-24281.84375
3801.85,42.5992,418,2090000,4076.45,418,17.6629,-25062.474609375
3968.66,42.9444,419,2095000,4071.2,419,18.9382,-24628.9375
3992.01,43.1375,420,2100000,4044.72,420,19.1205,-25099.064453125
3960.57,43.0729,421,2105000,4095.0,421,18.8853,-24410.49609375
4054.02,42.6266,422,2110000,4124.92,422,18.9104,-24931.478515625
3926.82,43.5785,423,2115000,4052.02,423,19.4001,-25220.283203125
3948.14,43.2942,424,2120000,4069.48,424,20.2877,-25205.5859375
3895.16,43.0066,425,2125000,4071.44,425,19.5275,-24878.87109375
3953.76,43.1236,426,2130000,4124.77,426,20.1546,-25380.14453125
2940.27,43.5725,427,2135000,2525.41,427,30.1278,-27604.728515625
3975.06,43.2881,428,2140000,2524.25,428,29.8156,-27327.412109375
3575.07,43.0541,429,2145000,3319.35,429,20.6878,-25517.8203125
2534.57,43.6895,430,2150000,1352.05,430,28.2844,-27116.634765625
2002.03,43.453,431,2155000,3070.71,431,17.7577,-28825.328125
3736.59,43.9729,432,2160000,3812.41,432,19.7032,-28380.857421875
3409.47,43.2716,433,2165000,4264.74,433,24.2724,-23620.212890625
4154.13,43.7396,434,2170000,4140.2,434,23.6616,-25544.888671875
3922.74,44.0662,435,2175000,3936.44,435,22.2739,-27026.103515625
4007.37,44.4225,436,2180000,4013.29,436,22.6289,-27248.41015625
4078.44,43.0659,437,2185000,4089.38,437,21.4861,-26405.30859375
3994.17,42.0517,438,2190000,4044.06,438,19.9871,-26213.79296875
4031.66,42.6631,439,2195000,4051.61,439,19.8865,-26852.443359375
4052.08,42.7093,440,2200000,4077.94,440,20.1802,-26639.244140625
4103.93,42.876,441,2205000,4143.51,441,20.018,-26973.744140625
4076.58,42.7667,442,2210000,4129.98,442,19.4409,-27167.259765625
3951.22,42.8579,443,2215000,4102.87,443,20.0448,-27683.09765625
4116.42,42.47,444,2220000,4161.24,444,19.7365,-28162.169921875
3965.37,42.6101,445,2225000,4160.32,445,19.1915,-28629.68359375
4046.91,42.2695,446,2230000,4170.72,446,18.5576,-28653.248046875
4134.58,42.6989,447,2235000,4228.39,447,19.3585,-28714.525390625
4009.11,42.4802,448,2240000,4134.51,448,18.331,-28607.45703125
3941.44,42.6361,449,2245000,4114.72,449,18.6044,-29026.99609375
4033.78,41.8799,450,2250000,4107.76,450,18.5082,-28440.861328125
3855.86,42.2503,451,2255000,4163.53,451,19.8898,-29076.544921875
3991.08,41.788,452,2260000,4170.48,452,18.007,-28885.302734375
4103.3,41.626,453,2265000,3708.06,453,18.1983,-28664.181640625
4006.87,42.1927,454,2270000,4186.51,454,18.3647,-28917.99609375
3896.39,42.2755,455,2275000,4047.75,455,19.474,-30691.408203125
3582.11,41.931,456,2280000,4188.34,456,18.1976,-29044.88671875
4146.41,42.6995,457,2285000,4211.32,457,19.9015,-30339.91015625
3535.72,42.3288,458,2290000,4181.21,458,19.367,-29986.654296875
4137.63,41.8936,459,2295000,4249.18,459,18.7589,-29209.83203125
3944.54,42.352,460,2300000,4217.29,460,18.7965,-29265.41015625
3875.21,42.7544,461,2305000,3464.15,461,18.7956,-31884.78515625
4074.98,42.7451,462,2310000,4155.38,462,19.1055,-30446.638671875
3562.57,42.8434,463,2315000,4219.14,463,19.5206,-32540.685546875
3141.26,43.7007,464,2320000,1589.72,464,19.5579,-34696.5703125
4104.57,43.2633,465,2325000,4217.33,465,20.099,-30990.099609375
4117.34,42.8839,466,2330000,4185.18,466,19.8601,-30852.890625
4082.42,42.4778,467,2335000,4187.33,467,18.9123,-30805.8359375
4087.28,42.5591,468,2340000,4196.39,468,19.4337,-31371.904296875
4104.74,42.8597,469,2345000,4178.24,469,19.2296,-30831.796875
4081.91,42.2958,470,2350000,4212.75,470,19.0173,-30040.80078125
4122.56,42.939,471,2355000,4206.27,471,19.0929,-31506.505859375
4155.4,42.7747,472,2360000,4259.58,472,19.4511,-31285.306640625
4106.89,42.2877,473,2365000,4241.52,473,19.2939,-31032.232421875
4139.22,42.5097,474,2370000,4186.73,474,18.8651,-31312.810546875
4104.39,41.9515,475,2375000,4176.66,475,18.4372,-31125.166015625
4192.59,42.9317,476,2380000,4281.54,476,19.2118,-31537.138671875
4147.63,42.2586,477,2385000,4217.35,477,19.0224,-32050.6640625
3923.15,43.1867,478,2390000,4211.33,478,19.0426,-31946.474609375
4178.55,42.806,479,2395000,4168.89,479,19.3612,-32603.42578125
4165.95,42.2332,480,2400000,4231.8,480,18.6035,-31591.244140625
4150.85,42.6126,481,2405000,4223.1,481,18.6776,-32599.9765625
4162.65,42.5695,482,2410000,4204.72,482,18.6155,-32026.1171875
4131.03,42.4186,483,2415000,4178.84,483,17.3415,-32074.560546875
4126.12,41.7923,484,2420000,4182.1,484,17.2596,-31570.861328125
3823.79,42.0328,485,2425000,4188.79,485,17.9574,-32057.185546875
3485.43,41.7371,486,2430000,4212.8,486,17.586,-33204.7734375
3814.73,41.8866,487,2435000,4116.33,487,16.9881,-33843.55078125
4110.77,41.7532,488,2440000,4181.31,488,17.3453,-32510.107421875
4063.44,42.3805,489,2445000,4221.36,489,18.218,-32539.640625
4194.56,42.7282,490,2450000,4261.09,490,18.7624,-33383.4609375
4073.71,42.6194,491,2455000,4241.65,491,19.2484,-34588.46484375
4113.29,42.0034,492,2460000,4247.14,492,18.6264,-34117.84765625
3989.11,42.207,493,2465000,4308.7,493,17.6865,-35475.03125
4209.26,41.9664,494,2470000,4295.88,494,19.0725,-33906.12109375
4208.01,42.2305,495,2475000,4330.6,495,19.2143,-34575.3203125
4154.48,41.7155,496,2480000,4262.98,496,18.447,-34923.64453125
4195.16,41.8778,497,2485000,4309.94,497,18.5509,-34445.8046875
3946.63,41.9207,498,2490000,4226.73,498,17.8406,-35910.11328125
4132.03,42.1362,499,2495000,4238.48,499,18.3906,-35676.77734375
4149.39,42.0395,500,2500000,4285.62,500,17.5856,-35070.25390625
4091.98,41.6595,501,2505000,4242.97,501,17.7589,-35848.625
4149.47,42.2169,502,2510000,4242.82,502,18.3885,-36761.07421875
3963.12,42.4954,503,2515000,4203.45,503,18.3145,-37486.7109375
4162.99,42.5464,504,2520000,4262.21,504,18.6712,-37072.7890625
4106.36,42.1629,505,2525000,4242.6,505,17.9015,-37379.26953125
4119.51,42.1294,506,2530000,4241.64,506,17.5036,-37068.453125
4148.96,42.3006,507,2535000,4264.61,507,17.8801,-36791.41015625
4151.03,41.6099,508,2540000,4272.39,508,17.7323,-36386.33203125
4132.91,41.282,509,2545000,4272.3,509,17.8897,-35847.13671875
4136.7,41.7541,510,2550000,4210.09,510,17.3551,-36277.97265625
4096.02,41.6571,511,2555000,4148.98,511,16.7832,-36760.015625
4125.93,41.699,512,2560000,4276.02,512,17.5431,-36809.8125
4143.19,41.7812,513,2565000,4244.98,513,17.0377,-37235.8203125
4011.99,41.2464,514,2570000,4203.75,514,17.7917,-37718.8515625
4191.38,41.8691,515,2575000,4262.08,515,17.9775,-36860.703125
4140.22,41.7965,516,2580000,4244.93,516,17.5482,-37640.8671875
3932.35,41.809,517,2585000,4226.3,517,16.9938,-38925.8515625
4136.96,41.9849,518,2590000,4205.83,518,17.3408,-37012.51953125
4085.28,41.8453,519,2595000,4191.82,519,18.7646,-38615.6640625
4099.48,41.819,520,2600000,4203.61,520,18.1977,-37428.05859375
4142.94,41.8578,521,2605000,4218.99,521,17.7723,-38413.80859375
4068.12,41.8036,522,2610000,4255.12,522,18.4138,-38915.515625
4197.0,41.4543,523,2615000,4260.29,523,18.1362,-38617.390625
4191.08,42.1017,524,2620000,4249.03,524,18.5685,-38434.82421875
4175.07,42.4564,525,2625000,4167.01,525,17.7055,-39681.78515625
4195.83,42.894,526,2630000,4280.5,526,18.2481,-39143.02734375
4125.11,42.6288,527,2635000,4225.86,527,18.4933,-37813.28515625
4161.9,42.0003,528,2640000,4187.76,528,18.618,-37389.33203125
4127.23,41.8992,529,2645000,4212.45,529,18.5566,-37768.5390625
4129.24,41.8218,530,2650000,4207.49,530,18.0844,-38475.7421875
4106.19,42.6865,531,2655000,4185.46,531,18.4235,-39453.87109375
4073.91,42.7117,532,2660000,4210.43,532,18.5972,-40320.6328125
4146.81,42.1634,533,2665000,4247.8,533,17.9441,-38311.0
4120.47,42.3275,534,2670000,4185.33,534,17.8356,-39785.16796875
4105.82,42.3601,535,2675000,4224.3,535,18.4636,-39879.2734375
4085.31,42.5631,536,2680000,4203.31,536,17.9986,-39777.92578125
4182.42,42.0418,537,2685000,4334.32,537,18.4801,-39763.97265625
4159.68,41.9771,538,2690000,4303.36,538,18.0638,-39145.2578125
4145.76,42.0454,539,2695000,4249.79,539,18.2133,-39361.63671875
4174.08,42.2555,540,2700000,4281.15,540,18.796,-41373.0078125
4201.4,42.0615,541,2705000,4252.86,541,18.4403,-40515.11328125
4159.18,42.7405,542,2710000,4157.1,542,18.8158,-40252.6171875
3983.37,41.7763,543,2715000,4131.37,543,17.1661,-38661.9453125
4143.21,41.8421,544,2720000,4171.65,544,17.7269,-37990.96484375
4146.47,41.1754,545,2725000,4132.84,545,16.5604,-37421.21484375
4197.91,41.9013,546,2730000,4278.33,546,18.2775,-38953.46875
4169.56,42.1051,547,2735000,4223.64,547,17.7058,-38532.74609375
4168.54,41.9955,548,2740000,4242.32,548,17.5936,-39848.359375
4144.41,41.8012,549,2745000,4232.76,549,17.5102,-39133.12109375
4182.99,42.2861,550,2750000,4266.49,550,17.5909,-41143.05078125
4151.74,42.246,551,2755000,4230.78,551,17.753,-40134.046875
4131.62,42.3878,552,2760000,4223.04,552,17.868,-41610.53515625
4144.65,42.515,553,2765000,4240.38,553,19.1147,-41268.02734375
4185.43,42.552,554,2770000,4232.34,554,18.8652,-41423.59765625
4095.05,42.6128,555,2775000,4105.78,555,17.5726,-40360.3046875
4048.87,42.9767,556,2780000,4093.09,556,18.2881,-40523.76953125
4024.5,42.7115,557,2785000,4109.74,557,19.111,-40035.4453125
3928.25,41.6382,558,2790000,4160.33,558,17.7501,-39818.50390625
4130.08,42.4139,559,2795000,4216.34,559,18.8876,-41875.58984375
4163.71,42.189,560,2800000,4232.76,560,18.7881,-42029.19921875
4139.3,42.0091,561,2805000,4226.56,561,19.475,-42603.61328125
4116.91,42.489,562,2810000,4238.99,562,19.0009,-42878.72265625
4176.32,41.9971,563,2815000,4251.7,563,19.733,-43256.328125
4195.8,42.1272,564,2820000,4233.75,564,19.1407,-41822.44140625
3376.43,42.2566,565,2825000,4263.28,565,16.9295,-44108.734375
4083.95,42.206,566,2830000,4142.1,566,18.5362,-40981.90625
3918.68,42.7549,567,2835000,3999.85,567,18.1554,-42745.3828125
4186.55,42.0274,568,2840000,4216.25,568,20.388,-41693.87109375
4112.95,42.4261,569,2845000,4133.91,569,19.467,-41706.4609375
4076.61,42.6843,570,2850000,4116.84,570,19.1972,-45246.22265625
4158.19,42.4393,571,2855000,4221.36,571,17.2623,-44566.56640625
4134.03,42.5063,572,2860000,4244.98,572,19.7814,-42221.140625
4162.31,42.6986,573,2865000,4189.35,573,20.1203,-44073.62109375
4177.67,42.6107,574,2870000,4247.5,574,19.1421,-44964.390625
4185.3,42.4646,575,2875000,4221.72,575,19.1703,-43553.7890625
4200.48,42.1421,576,2880000,4289.43,576,19.6783,-44217.10546875
3895.88,42.3061,577,2885000,4238.8,577,19.2789,-44179.734375
4153.59,42.1501,578,2890000,3662.27,578,18.5972,-44503.4609375
4226.03,41.8609,579,2895000,4320.54,579,19.6802,-44712.19140625
4208.87,41.8914,580,2900000,4336.03,580,18.9483,-43778.640625
4061.99,42.6622,581,2905000,4294.46,581,17.869,-44477.85546875
4223.22,41.894,582,2910000,4253.17,582,18.5537,-44323.86328125
4283.37,42.1601,583,2915000,4364.63,583,19.2879,-45726.33203125
4266.88,42.0534,584,2920000,4357.01,584,18.4613,-45313.06640625
4213.44,42.5043,585,2925000,4227.59,585,19.4729,-43516.06640625
4239.17,41.4856,586,2930000,4317.91,586,18.2964,-42385.2734375
4194.16,41.9019,587,2935000,4269.12,587,18.8213,-43904.6953125
4233.76,41.9886,588,2940000,4309.98,588,18.2089,-44506.30078125
4187.23,42.0067,589,2945000,4251.19,589,18.524,-43928.59765625
4205.31,41.896,590,2950000,4229.51,590,17.2511,-45346.6328125
4081.16,42.4698,591,2955000,4155.87,591,17.0013,-42117.50390625
4024.59,42.8814,592,2960000,4099.39,592,18.1434,-44746.1953125
4076.7,42.199,593,2965000,4060.42,593,17.2768,-42757.37890625
4180.61,41.706,594,2970000,4169.68,594,17.9859,-44259.9609375
4147.03,42.5517,595,2975000,4196.99,595,19.0456,-46095.15625
4178.66,42.7538,596,2980000,4233.36,596,19.2265,-46478.89453125
2188.98,44.5079,597,2985000,3423.51,597,18.7255,-43472.57421875
635.06,48.1193,598,2990000,311.33,598,23.5164,-46702.61328125
2893.49,43.9316,599,2995000,3050.43,599,30.4615,-43888.453125
3901.73,44.6826,600,3000000,3884.49,600,23.4156,-44320.23828125
3892.08,44.557,601,3005000,3873.14,601,24.3759,-46674.8046875
4196.15,43.3276,602,3010000,4090.88,602,23.5193,-46934.65625
4175.4,43.3461,603,3015000,4190.65,603,23.7576,-47664.5
4145.7,43.3268,604,3020000,4156.97,604,22.5516,-47111.734375
4186.1,43.1418,605,3025000,4214.71,605,21.6783,-47836.22265625
4184.25,42.847,606,3030000,4199.42,606,20.9249,-46716.25390625
4008.06,42.6295,607,3035000,4035.48,607,19.0942,-45487.828125
3482.29,43.7261,608,3040000,3897.98,608,20.9305,-53130.0390625
4112.68,42.6978,609,3045000,4189.04,609,19.9839,-47720.2578125
3492.44,42.9651,610,3050000,4190.13,610,19.8573,-48928.40234375
4092.92,42.7638,611,3055000,4146.75,611,19.3582,-49206.4765625
4106.43,42.5554,612,3060000,4162.78,612,19.5729,-49343.78125
4067.18,42.5904,613,3065000,4106.62,613,20.2552,-49374.0234375
4085.96,42.3539,614,3070000,4153.25,614,19.5146,-49643.15625
4151.39,42.1523,615,3075000,4301.29,615,18.3804,-45211.8125
3770.2,42.0416,616,3080000,4122.05,616,19.1801,-49338.36328125
4146.24,42.3038,617,3085000,4205.83,617,20.0483,-47764.421875
4156.91,42.0969,618,3090000,4181.7,618,19.8956,-48983.8203125
4073.41,41.9843,619,3095000,4192.28,619,19.1657,-49622.21875
3873.82,42.3862,620,3100000,4087.63,620,18.7438,-49410.80859375
3786.66,43.4979,621,3105000,3943.01,621,19.7819,-50473.56640625
3868.34,42.6841,622,3110000,3971.11,622,19.1387,-51736.89453125
4014.66,42.7085,623,3115000,4007.83,623,19.1187,-48977.671875
3950.58,42.1378,624,3120000,4016.57,624,18.4593,-49280.69921875
3999.32,42.7878,625,3125000,4030.89,625,19.0563,-49706.57421875
4059.5,42.1555,626,3130000,4086.59,626,18.7977,-49536.09375
3971.9,42.7559,627,3135000,4180.16,627,18.9738,-49329.3046875
4013.38,42.3748,628,3140000,4092.51,628,17.7799,-49249.8671875
4094.01,41.9613,629,3145000,4243.79,629,17.7803,-48784.42578125
4056.49,42.5421,630,3150000,4161.83,630,19.0529,-47692.80078125
4141.76,42.5612,631,3155000,4303.96,631,19.9961,-50329.50390625
4032.73,42.2803,632,3160000,4123.78,632,19.2676,-50056.69921875
4107.38,42.3375,633,3165000,4197.94,633,19.0926,-50315.98046875
4118.35,42.0758,634,3170000,4150.71,634,18.9499,-48606.8671875
4098.46,42.0912,635,3175000,4161.63,635,19.1,-48691.61328125
4171.34,41.9255,636,3180000,4193.78,636,19.9979,-48845.76953125
3946.57,42.4872,637,3185000,3941.42,637,18.5785,-46650.40625
4187.94,42.7242,638,3190000,4300.1,638,20.3247,-49422.51171875
4113.65,42.5687,639,3195000,4147.8,639,19.0581,-50380.3203125
4030.42,42.4447,640,3200000,4015.86,640,18.5594,-47378.51171875
4052.31,42.0025,641,3205000,4151.9,641,18.0006,-49344.58984375
3615.66,42.4205,642,3210000,4097.86,642,19.1282,-49832.3984375
4147.38,42.4293,643,3215000,4194.22,643,18.8186,-48787.53125
4093.2,42.1682,644,3220000,4111.25,644,19.0349,-51085.8671875
3891.02,42.1726,645,3225000,3974.45,645,17.9198,-50456.4453125
3943.11,42.1721,646,3230000,3930.78,646,17.6974,-50647.296875
4036.12,42.2932,647,3235000,4055.38,647,18.2639,-50921.34375
4013.03,42.2567,648,3240000,4074.72,648,19.311,-50556.08984375
3978.64,42.0706,649,3245000,4173.72,649,18.861,-49985.18359375
4068.61,41.9113,650,3250000,4086.57,650,18.5798,-51344.515625
4053.9,41.5276,651,3255000,4044.82,651,18.0301,-49235.84375
3747.27,42.2213,652,3260000,3935.91,652,18.7698,-49155.7734375
3069.18,42.394,653,3265000,3334.47,653,18.3114,-47436.91015625
38.43,52.9669,654,3270000,34.05,654,59.0248,-37514.82421875
1060.09,45.6063,655,3275000,1143.98,655,71.8967,-50625.36328125
591.35,45.9135,656,3280000,2162.41,656,47.3833,-50224.35546875
3620.92,44.3001,657,3285000,3828.94,657,34.8709,-49063.94140625
3042.38,43.5498,658,3290000,2532.47,658,36.2363,-50758.66015625
4220.41,43.0254,659,3295000,4239.67,659,26.3099,-52376.31640625
3995.49,43.7396,660,3300000,4024.43,660,22.8718,-48809.5546875
4062.13,42.6895,661,3305000,4123.9,661,21.4195,-49120.87890625
4206.0,42.586,662,3310000,4234.3,662,20.9209,-50110.40625
4118.9,42.5411,663,3315000,4180.39,663,20.3861,-49989.71484375
4138.97,42.9919,664,3320000,4191.29,664,20.3333,-49960.12109375
4209.25,42.5972,665,3325000,4217.53,665,19.9188,-50015.79296875
4199.59,42.5513,666,3330000,4297.93,666,19.5377,-48557.33984375
4174.23,42.4498,667,3335000,4307.66,667,17.9916,-48876.42578125
4110.85,42.486,668,3340000,4243.96,668,18.1358,-50085.50390625
4143.33,42.371,669,3345000,4127.03,669,18.9475,-49782.87109375
3968.81,42.47,670,3350000,4207.07,670,18.6556,-50101.05078125
4130.54,42.5293,671,3355000,4279.48,671,18.7866,-52785.890625
3104.02,42.3148,672,3360000,1520.85,672,18.396,-50099.29296875
3286.79,42.5012,673,3365000,4121.6,673,17.6817,-51207.39453125
3622.01,42.3634,674,3370000,4165.67,674,19.1691,-52875.71484375
4171.69,42.0845,675,3375000,4239.01,675,18.8263,-52278.41015625
3007.11,42.3256,676,3380000,1983.79,676,17.5439,-50527.2421875
4158.81,42.035,677,3385000,4175.07,677,19.5997,-49479.8671875
3688.32,42.8003,678,3390000,2407.61,678,18.9142,-52704.953125
4188.79,41.8113,679,3395000,4189.3,679,18.7139,-51711.609375
4189.72,42.2064,680,3400000,4156.17,680,19.1094,-50068.234375
3984.72,42.5981,681,3405000,4081.75,681,19.4643,-50238.734375
4018.15,42.7624,682,3410000,4189.31,682,19.0352,-51035.765625
4071.71,43.2928,683,3415000,4204.32,683,18.7291,-52643.015625
4188.24,42.7448,684,3420000,4251.48,684,20.2166,-52492.015625
4224.42,42.5218,685,3425000,4247.88,685,18.8417,-49737.71875
4166.99,41.9828,686,3430000,4245.78,686,18.493,-51206.29296875
4159.38,42.1353,687,3435000,4165.28,687,18.7941,-52135.66015625
4019.65,42.3333,688,3440000,4191.94,688,18.512,-52556.421875
4151.49,41.9065,689,3445000,4161.62,689,18.1757,-51185.90625
4181.22,41.8361,690,3450000,4248.6,690,18.4018,-50260.47265625
4180.72,42.6726,691,3455000,4202.7,691,18.7981,-52530.3671875
4185.52,41.7943,692,3460000,4218.32,692,18.9992,-52231.2578125
4147.3,41.942,693,3465000,4197.6,693,18.517,-51294.4140625
4015.6,42.7533,694,3470000,4171.18,694,18.4872,-53022.23828125
4114.56,42.3957,695,3475000,4176.59,695,18.3572,-53626.2578125
4172.33,41.7807,696,3480000,4221.39,696,17.3245,-52153.9609375
3936.28,42.3921,697,3485000,4234.45,697,18.6179,-52828.73046875
4128.89,41.9531,698,3490000,4282.13,698,19.0573,-52649.109375
4123.55,41.4768,699,3495000,4210.82,699,17.0304,-49590.046875
3740.86,42.1022,700,3500000,2454.18,700,16.5398,-51402.99609375
4099.41,42.2463,701,3505000,4257.02,701,19.3527,-54015.796875
4316.49,41.6477,702,3510000,4438.92,702,18.6544,-51014.3828125
4157.88,42.1029,703,3515000,4400.99,703,19.0183,-53689.9296875
4250.2,42.7021,704,3520000,4212.66,704,19.2884,-53668.20703125
4189.8,41.8078,705,3525000,4212.84,705,18.7126,-52358.99609375
4281.17,42.6174,706,3530000,4334.69,706,19.0349,-55080.71875
4323.99,42.4738,707,3535000,4362.21,707,20.422,-52760.7890625
4068.56,42.1714,708,3540000,4353.35,708,18.6821,-54213.5390625
4250.36,43.4428,709,3545000,4373.57,709,19.9885,-54044.85546875
4258.48,42.3568,710,3550000,4087.27,710,20.1697,-54290.6015625
4259.03,42.0633,711,3555000,4280.74,711,20.1717,-53492.79296875
4165.69,42.1013,712,3560000,4277.87,712,19.2555,-52810.8046875
3900.04,41.7533,713,3565000,4217.12,713,18.8703,-52322.2265625
4223.53,41.4409,714,3570000,4187.4,714,18.1084,-49500.55859375
4159.46,41.5436,715,3575000,4232.87,715,18.9902,-47293.296875
4173.02,41.9157,716,3580000,4228.02,716,20.1546,-49361.98828125
4094.94,42.8027,717,3585000,4149.31,717,20.7808,-54614.40625
797.37,47.0343,718,3590000,822.05,718,23.1169,-54363.0546875
618.96,48.9884,719,3595000,617.32,719,29.3662,-53535.7890625
-1.03,52.872,720,3600000,-0.79,720,67.2639,-44988.90234375
69.21,51.5676,721,3605000,109.81,721,68.7566,-46881.4296875
-5.07,54.1107,722,3610000,-5.06,722,56.9755,-55374.42578125
-8.02,56.2418,723,3615000,-8.09,723,68.1367,-25389.96875
835.05,47.7397,724,3620000,694.13,724,48.5216,-52080.390625
1051.7,46.1984,725,3625000,1379.18,725,51.376,-50916.15234375
2600.15,45.0499,726,3630000,2686.35,726,43.2268,-50772.859375
3713.37,45.6108,727,3635000,3708.0,727,25.6802,-50322.6640625
3647.58,44.5462,728,3640000,3262.43,728,21.9709,-55548.64453125
3598.86,45.133,729,3645000,3678.55,729,22.574,-59009.09375
3641.51,44.356,730,3650000,3694.03,730,22.3127,-56045.796875
3622.11,44.6636,731,3655000,3678.6,731,21.2996,-58890.55078125
3254.02,44.3293,732,3660000,2266.09,732,21.805,-57167.38671875
3218.06,43.883,733,3665000,3244.05,733,21.2323,-55937.93359375
3865.88,43.8262,734,3670000,3866.82,734,24.3404,-55498.89453125
4075.59,43.4731,735,3675000,3708.32,735,24.1006,-53933.15625
3845.76,43.9525,736,3680000,3813.89,736,24.9088,-53329.0625
3826.33,44.0645,737,3685000,3840.93,737,25.3692,-54552.46875
3779.87,44.0675,738,3690000,3728.72,738,25.1424,-53223.4296875
3920.96,43.7839,739,3695000,3487.78,739,26.7102,-53531.5234375
3286.31,42.9994,740,3700000,2670.27,740,24.8975,-53818.3515625
3005.93,42.9899,741,3705000,2966.14,741,25.5772,-53610.2890625
3808.26,42.7238,742,3710000,4027.85,742,22.0635,-50631.2734375
4053.52,42.9394,743,3715000,4174.46,743,23.202,-52376.40234375
2742.78,43.5687,744,3720000,2964.4,744,26.5269,-55407.35546875
3402.42,43.3809,745,3725000,2431.02,745,24.3723,-51651.50390625
2823.54,44.1789,746,3730000,3191.1,746,24.252,-54507.3671875
3154.86,44.3206,747,3735000,4018.98,747,22.2584,-52506.9453125
1880.13,45.0884,748,3740000,1072.83,748,23.6081,-58185.2890625
2441.93,44.098,749,3745000,1523.25,749,28.0232,-57029.1640625
3841.41,42.7487,750,3750000,4016.14,750,20.9804,-53017.98828125
4027.77,43.387,751,3755000,4060.79,751,21.1913,-51320.078125
4067.84,43.136,752,3760000,4112.52,752,20.5184,-51027.9921875
4016.34,43.6817,753,3765000,4060.28,753,20.7545,-51900.3984375
4042.71,43.46,754,3770000,4081.38,754,22.2072,-50478.734375
4031.09,43.4173,755,3775000,4058.72,755,22.1362,-51407.578125
4062.83,43.1245,756,3780000,4112.49,756,21.5498,-51397.01171875
4142.57,43.5752,757,3785000,4157.08,757,21.6509,-52515.28515625
4115.34,43.5428,758,3790000,4134.46,758,21.2847,-51736.921875
4187.43,43.0163,759,3795000,4219.76,759,21.2549,-53137.51953125
4161.09,42.8343,760,3800000,4202.57,760,20.5431,-52361.27734375
4195.44,43.0045,761,3805000,4244.18,761,20.9,-52766.6953125
4184.13,42.26,762,3810000,4211.56,762,19.7362,-53782.07421875
3606.01,43.8556,763,3815000,4232.41,763,24.2269,-59447.71484375
4208.49,41.842,764,3820000,4225.35,764,21.3739,-53883.265625
3995.19,42.1246,765,3825000,4226.56,765,21.5499,-54598.4921875
3947.12,42.4215,766,3830000,4232.62,766,20.029,-57111.50390625
4111.59,42.294,767,3835000,4142.12,767,19.344,-55549.30078125
4093.71,42.6091,768,3840000,4102.08,768,19.7936,-56683.9453125
4112.25,42.4245,769,3845000,4182.92,769,19.8975,-55739.984375
4151.49,42.3785,770,3850000,4159.79,770,19.6896,-54000.01953125
4158.43,42.1993,771,3855000,4142.23,771,21.7374,-55661.18359375
4094.36,43.3818,772,3860000,4158.19,772,21.5689,-58384.8515625
440.75,50.3548,773,3865000,466.02,773,71.9046,-56401.26953125
3894.01,44.4925,774,3870000,3945.86,774,22.8486,-59171.60546875
4194.02,43.7645,775,3875000,4189.86,775,24.2813,-54722.47265625
4110.27,42.6593,776,3880000,4100.97,776,22.6141,-53406.37890625
3974.33,42.4871,777,3885000,4014.1,777,19.3487,-52877.3828125
3952.52,43.7835,778,3890000,3950.43,778,24.2898,-50548.890625
3571.49,43.4842,779,3895000,3342.55,779,26.3759,-51942.71484375
