Reward Loss,Running Env Steps,Real Det Return,Real Sto Return,Running Reverse KL,Running Update Time,Itration,Running Forward KL
-298.8651123046875,200000,2792.29,2791.99,20.398,40,40,44.9526
-255.58242797851562,205000,3126.19,3079.41,17.0952,41,41,44.7834
-237.9237060546875,210000,3237.27,3177.19,17.7782,42,42,45.2266
-231.68504333496094,215000,3194.87,3216.08,15.9863,43,43,44.9991
-243.22006225585938,220000,3131.43,3204.88,17.5862,44,44,45.3801
-266.7099609375,225000,3256.29,3199.73,17.5386,45,45,44.6509
-293.61956787109375,230000,2728.89,3082.02,17.4004,46,46,44.8605
-252.18295288085938,235000,3187.81,3257.33,19.2974,47,47,46.0352
-253.2365264892578,240000,3457.8,3416.74,19.2883,48,48,45.3431
-266.6894836425781,245000,3288.2,3405.75,18.2544,49,49,45.1047
-267.39013671875,250000,3434.72,3253.84,16.8806,50,50,44.2845
-284.0078125,255000,3364.78,3376.02,16.7643,51,51,44.2564
-281.4820556640625,260000,3530.66,3385.87,17.0466,52,52,44.3791
-348.1920166015625,265000,3357.92,3081.94,20.5892,53,53,44.435
-300.78369140625,270000,3503.73,3457.71,17.3902,54,54,43.9904
-290.90667724609375,275000,3486.59,3418.24,16.8384,55,55,43.7784
-287.5092468261719,280000,3594.59,3537.03,18.2625,56,56,44.8239
-367.77313232421875,285000,3493.75,3483.72,20.5582,57,57,43.9615
-310.4017639160156,290000,3589.35,3544.1,18.3744,58,58,44.0386
-316.47601318359375,295000,3707.57,3555.09,18.4088,59,59,44.2002
-310.1571350097656,300000,3599.84,3346.09,17.337,60,60,44.2616
-313.7789611816406,305000,3568.03,3558.64,17.1547,61,61,44.0792
-329.48370361328125,310000,3577.9,3395.63,17.5272,62,62,44.557
-308.3849792480469,315000,3478.61,3490.61,17.4983,63,63,44.5039
-325.41607666015625,320000,3662.78,3506.95,16.754,64,64,43.6885
-315.15576171875,325000,3595.61,3630.45,16.9206,65,65,44.1132
-336.08807373046875,330000,3528.94,3509.56,16.0973,66,66,43.8766
-365.1878662109375,335000,3554.32,3193.2,15.6341,67,67,43.0444
-357.43280029296875,340000,3625.37,3579.49,18.0609,68,68,44.1415
-321.75927734375,345000,3615.36,3654.56,16.9952,69,69,43.8958
-343.07952880859375,350000,3598.64,3560.33,16.82,70,70,43.8994
-343.8926696777344,355000,3731.43,3633.43,17.3772,71,71,43.858
-331.6146545410156,360000,3720.7,3629.55,17.2551,72,72,43.8773
-396.3836364746094,365000,3570.89,3583.75,18.4153,73,73,43.9747
-334.10882568359375,370000,3823.04,3739.19,16.9705,74,74,43.3067
-412.7044982910156,375000,3715.96,3614.12,18.016,75,75,43.6038
-377.09576416015625,380000,3653.05,3693.3,16.5368,76,76,43.0167
-331.21746826171875,385000,3781.5,3740.05,16.5183,77,77,43.0561
-360.9696044921875,390000,3781.48,3741.8,17.1341,78,78,43.1549
-365.1021423339844,395000,3743.05,3717.96,17.8699,79,79,43.2292
-349.73382568359375,400000,3786.98,3755.01,16.4802,80,80,43.1877
-375.63421630859375,405000,3717.55,3673.2,16.4537,81,81,42.8622
-363.1815490722656,410000,3771.2,3762.99,16.7259,82,82,42.7936
-368.0251159667969,415000,3706.12,3719.3,16.5716,83,83,42.2793
-365.36285400390625,420000,3867.69,3785.58,16.0217,84,84,41.948
-360.97174072265625,425000,3809.53,3815.72,16.6861,85,85,42.2477
-365.00067138671875,430000,3770.56,3785.82,16.4535,86,86,42.37
-387.9587097167969,435000,3764.62,3741.6,18.0226,87,87,42.4304
-374.8759460449219,440000,3804.14,3782.97,15.6735,88,88,41.7983
-382.259765625,445000,3808.58,3789.16,16.6278,89,89,41.9867
-395.32537841796875,450000,3805.04,3750.61,15.8278,90,90,41.8362
-379.17840576171875,455000,3849.11,3822.74,15.8869,91,91,41.5765
-399.6792907714844,460000,3846.38,3796.43,16.1956,92,92,41.7726
-399.7260437011719,465000,3783.54,3789.74,15.389,93,93,41.8727
-411.76824951171875,470000,3886.13,3805.13,16.3494,94,94,41.7794
-405.6019287109375,475000,3797.31,3773.58,15.5825,95,95,41.9032
-394.6697692871094,480000,3924.96,3862.78,15.1919,96,96,40.9561
-423.1492004394531,485000,3849.27,3812.63,16.0294,97,97,41.8634
-421.1436462402344,490000,3863.25,3846.97,16.9581,98,98,41.4229
-450.5650634765625,495000,3961.73,3885.45,16.6152,99,99,41.655
-434.2795715332031,500000,3879.07,3833.81,16.3606,100,100,41.634
-431.09320068359375,505000,3930.61,3877.53,16.2509,101,101,41.4053
-434.8536682128906,510000,3867.62,3887.34,16.083,102,102,41.119
-439.86810302734375,515000,3845.64,3842.55,16.2268,103,103,41.5776
-451.7591552734375,520000,3930.87,3883.77,16.4984,104,104,41.144
-459.032470703125,525000,3881.58,3873.38,15.8936,105,105,40.7185
-444.93328857421875,530000,3955.9,3938.5,15.862,106,106,40.4007
-441.07275390625,535000,3958.8,3938.14,15.1316,107,107,40.2782
-461.00164794921875,540000,3957.96,3914.54,15.6162,108,108,41.0727
-460.3615417480469,545000,4087.19,4009.08,15.8634,109,109,40.7346
-475.67047119140625,550000,4075.8,4020.79,16.7815,110,110,40.4347
-470.6132507324219,555000,4072.76,3996.73,15.6491,111,111,40.3904
-481.0731506347656,560000,4060.59,4029.32,15.7665,112,112,40.4414
-485.6992492675781,565000,4084.9,4002.16,15.6748,113,113,40.4238
-485.03070068359375,570000,4017.15,3991.0,15.1022,114,114,40.0234
-486.7191162109375,575000,4076.91,4019.51,15.1054,115,115,39.4853
-493.3499755859375,580000,3988.32,3991.89,15.1461,116,116,40.2711
-481.07904052734375,585000,4076.38,4035.79,14.335,117,117,39.7651
-509.9646301269531,590000,3965.38,3922.44,14.9366,118,118,40.5374
-491.0859375,595000,4086.79,4007.6,14.9417,119,119,39.7282
-527.062744140625,600000,4091.84,4010.43,16.0274,120,120,40.3036
-526.3475341796875,605000,4186.3,4048.18,15.803,121,121,39.9782
-516.2528686523438,610000,4133.63,4029.41,14.586,122,122,39.4719
-514.4801635742188,615000,4136.06,4089.39,14.9181,123,123,39.1695
-523.3121337890625,620000,4177.05,4071.63,15.3872,124,124,39.6365
-527.3568115234375,625000,4179.88,4137.45,16.3165,125,125,39.7899
-522.9928588867188,630000,4126.66,4097.3,14.9661,126,126,39.0546
-516.1585083007812,635000,4242.1,4147.58,14.1624,127,127,38.8133
-552.5413818359375,640000,4200.39,4116.94,15.2842,128,128,39.1277
-548.8466796875,645000,4227.05,4134.47,15.5871,129,129,39.0984
-544.4176635742188,650000,4216.02,4140.46,14.7293,130,130,39.0957
-524.6011962890625,655000,4244.66,4213.33,14.7994,131,131,38.7357
-546.8510131835938,660000,4280.39,4177.33,14.686,132,132,38.6102
-558.7354736328125,665000,4301.96,4209.96,15.6868,133,133,39.0582
-556.7705688476562,670000,4211.28,4157.17,14.4163,134,134,38.8244
-543.6104125976562,675000,4296.16,4246.16,14.8993,135,135,38.3774
-555.4866943359375,680000,4340.85,4251.53,14.924,136,136,38.3373
-548.1144409179688,685000,4323.03,4241.47,14.1715,137,137,37.9952
-572.7228393554688,690000,4251.23,4229.13,14.8277,138,138,38.6224
-563.121826171875,695000,4282.88,4041.98,15.2684,139,139,38.2366
-555.8482055664062,700000,4347.83,4250.97,14.3796,140,140,37.8734
-580.1109008789062,705000,4345.46,4236.76,15.2925,141,141,38.4998
-567.5155639648438,710000,4356.25,4234.11,14.642,142,142,38.3175
-584.8170166015625,715000,4341.11,4237.77,14.6328,143,143,38.303
-579.1151733398438,720000,4332.77,4206.74,14.1905,144,144,37.953
-594.33447265625,725000,4315.98,4315.38,15.1914,145,145,37.9837
-607.076171875,730000,4330.5,4228.09,14.5352,146,146,38.0703
-604.3245849609375,735000,4328.35,4246.0,14.7019,147,147,37.9921
-584.8772583007812,740000,4420.56,4346.69,14.5715,148,148,37.7038
-600.9088134765625,745000,4410.44,4289.03,14.5913,149,149,37.7294
-620.7049560546875,750000,4382.6,4295.64,14.716,150,150,38.188
-615.9171142578125,755000,4309.31,4238.29,14.752,151,151,38.0302
-606.5416870117188,760000,4427.81,4361.69,15.0855,152,152,37.8965
-643.3256225585938,765000,4376.08,4277.54,15.7306,153,153,38.4466
-611.5335083007812,770000,4513.84,4346.15,14.1456,154,154,37.612
-593.9061279296875,775000,4435.27,4358.31,13.513,155,155,37.503
-650.5546875,780000,4406.83,4331.96,14.6022,156,156,37.9102
-613.732421875,785000,4446.28,4383.95,13.6773,157,157,37.7424
-619.4319458007812,790000,4402.01,4376.97,14.3465,158,158,37.5563
-615.3992919921875,795000,4427.36,4333.94,14.5971,159,159,37.45
-652.1727905273438,800000,4350.39,4274.95,13.9958,160,160,38.3345
-645.7987060546875,805000,4471.31,4345.55,14.1188,161,161,37.2927
-649.3501586914062,810000,4494.56,4343.11,14.3029,162,162,37.12
-660.576416015625,815000,4466.71,4356.38,15.1654,163,163,38.0128
-647.1868896484375,820000,4461.42,4386.58,14.1099,164,164,37.5922
-662.2604370117188,825000,4380.89,4304.16,14.3722,165,165,37.9442
-658.52099609375,830000,4476.66,4391.64,14.2389,166,166,36.7007
-650.1688842773438,835000,4534.78,4468.12,14.5416,167,167,37.4568
-659.523193359375,840000,4506.44,4485.81,15.3691,168,168,37.4699
-671.87939453125,845000,4462.7,4420.3,13.2938,169,169,37.0436
-680.37451171875,850000,4514.8,4433.42,14.7388,170,170,36.7726
-680.1504516601562,855000,4425.65,4337.05,13.8704,171,171,37.3521
-680.920654296875,860000,4581.57,4385.65,14.1391,172,172,36.9549
-672.1505737304688,865000,4538.36,4408.44,14.1424,173,173,36.6231
-698.5624389648438,870000,4531.84,4419.9,14.6738,174,174,36.8929
-677.6798706054688,875000,4511.83,4418.97,13.9518,175,175,36.1797
-692.486328125,880000,4592.0,4472.69,14.146,176,176,37.0037
-675.6895751953125,885000,4523.58,4419.91,13.3353,177,177,36.3602
-718.816162109375,890000,4651.17,4421.85,14.0336,178,178,37.1397
-713.4594116210938,895000,4532.54,4370.46,13.6432,179,179,36.484
-712.5228271484375,900000,4475.99,4379.92,13.4962,180,180,36.9107
-721.7667846679688,905000,4511.99,4416.07,14.1197,181,181,36.8938
-730.0042114257812,910000,4472.81,4404.75,13.8157,182,182,36.641
-678.5206909179688,915000,4519.6,4487.54,13.3223,183,183,35.7922
-713.2327880859375,920000,4471.58,4465.95,13.7742,184,184,37.1711
-718.3248901367188,925000,4580.86,4440.69,13.1254,185,185,36.6174
-708.7797241210938,930000,4686.69,4571.39,13.7831,186,186,35.6918
-728.5098266601562,935000,4567.21,4507.57,13.9762,187,187,36.3463
-751.9509887695312,940000,4534.46,4446.54,14.7846,188,188,36.8507
-732.4057006835938,945000,4492.01,4406.0,14.3427,189,189,37.0119
-749.232421875,950000,4520.69,4435.63,14.0733,190,190,37.2603
-741.6031494140625,955000,4628.8,4484.19,13.8501,191,191,36.5734
-743.5718383789062,960000,4596.19,4423.59,13.4698,192,192,36.4722
-752.3017578125,965000,4405.31,4409.18,14.1999,193,193,36.7095
-740.1140747070312,970000,4675.14,4570.55,13.8683,194,194,35.673
-770.5712280273438,975000,4587.98,4490.89,14.1158,195,195,36.7785
-752.9513549804688,980000,4472.39,4477.57,13.5879,196,196,36.6783
-763.3173217773438,985000,4701.52,4535.83,13.8148,197,197,36.607
-759.2313232421875,990000,4520.01,4493.65,13.8931,198,198,36.8174
-782.1060180664062,995000,4484.65,4439.21,13.7504,199,199,36.7747
-763.2528686523438,1000000,4666.78,4545.02,13.4423,200,200,36.3394
-779.5673828125,1005000,4651.72,4546.88,13.5169,201,201,36.5943
-766.3446655273438,1010000,4721.32,4570.0,13.9736,202,202,36.5383
-789.5367431640625,1015000,4667.24,4572.32,14.1842,203,203,36.8123
-793.58447265625,1020000,4701.91,4559.57,14.1672,204,204,36.3751
-784.6654663085938,1025000,4723.45,4571.94,14.4521,205,205,35.5967
-772.8234252929688,1030000,4696.96,4562.7,13.9815,206,206,35.7705
-796.421630859375,1035000,4683.45,4551.16,14.1286,207,207,36.2531
-792.6144409179688,1040000,4707.55,4478.03,13.4915,208,208,35.9668
-800.4620971679688,1045000,4709.7,4363.05,13.8202,209,209,36.1772
-813.2421875,1050000,4673.92,4503.06,13.3925,210,210,36.4061
-810.8109130859375,1055000,4679.43,4546.98,13.8199,211,211,36.0131
-825.5786743164062,1060000,4768.28,4581.53,13.4979,212,212,35.9586
-822.8674926757812,1065000,4705.66,4556.57,13.5199,213,213,36.1277
-832.0800170898438,1070000,4736.89,4540.57,13.8447,214,214,36.0224
-831.9059448242188,1075000,4722.83,4561.23,14.0186,215,215,36.2866
-855.1888427734375,1080000,4759.93,4572.5,13.9962,216,216,36.0119
-831.0210571289062,1085000,4794.08,4593.46,13.9822,217,217,35.8253
-832.3226928710938,1090000,4783.6,4572.04,13.4808,218,218,35.5492
-830.276611328125,1095000,4747.08,4578.24,13.9342,219,219,35.9676
-846.2714233398438,1100000,4820.64,4582.56,13.9756,220,220,35.4156
-843.5127563476562,1105000,4802.2,4605.57,14.0628,221,221,36.0985
-867.4427490234375,1110000,4789.48,4570.4,14.1541,222,222,36.4951
-844.4634399414062,1115000,4835.67,4623.15,14.2489,223,223,36.1967
-836.498046875,1120000,4823.23,4614.89,13.9304,224,224,35.2591
-858.857421875,1125000,4871.54,4610.14,14.2101,225,225,36.244
-871.0531005859375,1130000,4819.46,4518.19,14.0125,226,226,36.6005
-889.4685668945312,1135000,4852.37,4480.73,13.3687,227,227,36.137
-866.0029296875,1140000,4812.14,4527.48,13.5552,228,228,35.1988
-896.984130859375,1145000,4760.95,4567.82,14.0709,229,229,36.2492
-886.3507690429688,1150000,4827.67,4598.25,13.9483,230,230,35.5754
-893.3795776367188,1155000,4813.02,4631.7,13.7169,231,231,35.9501
-859.8289794921875,1160000,4826.47,4650.48,14.0882,232,232,35.0033
-888.5474243164062,1165000,4812.44,4544.5,13.8794,233,233,35.5398
-887.6218872070312,1170000,4829.97,4622.49,13.5131,234,234,35.4744
-892.1792602539062,1175000,4827.17,4589.78,13.3307,235,235,36.1011
-909.6126708984375,1180000,4875.59,4586.02,13.3183,236,236,35.6944
-908.9246826171875,1185000,4856.65,4652.7,13.5624,237,237,35.1681
-948.0797119140625,1190000,4603.67,4346.2,13.5377,238,238,37.0551
-913.0755615234375,1195000,4898.04,4626.36,13.4466,239,239,35.3409
-885.5592041015625,1200000,4930.94,4658.54,13.4258,240,240,35.2658
-926.661376953125,1205000,4827.89,4655.65,13.5343,241,241,35.8379
-911.8971557617188,1210000,4812.65,4663.48,13.5737,242,242,34.6752
-945.7308349609375,1215000,4728.67,4572.77,14.0938,243,243,35.1036
-930.3464965820312,1220000,4789.27,4639.07,14.1011,244,244,35.2465
-937.358154296875,1225000,4743.66,4640.53,13.6546,245,245,35.8836
-914.6204223632812,1230000,4725.5,4621.98,12.7231,246,246,34.3554
-925.0831298828125,1235000,4775.31,4600.58,13.6316,247,247,35.0454
-929.9051513671875,1240000,4716.0,4603.73,13.3559,248,248,34.9037
-951.7045288085938,1245000,4799.51,4582.29,13.2085,249,249,35.2503
-924.8722534179688,1250000,4771.94,4619.34,13.7345,250,250,35.4319
-930.54638671875,1255000,4841.43,4663.07,14.1257,251,251,35.1625
-933.46142578125,1260000,4815.75,4635.25,13.0919,252,252,34.9831
-934.8701171875,1265000,4849.16,4600.01,13.4416,253,253,35.0665
-964.9202880859375,1270000,4776.07,4638.21,13.0562,254,254,35.6541
-952.9022216796875,1275000,4871.78,4583.69,12.6368,255,255,35.3886
-965.4595947265625,1280000,4760.23,4626.37,12.8535,256,256,35.3378
-949.457763671875,1285000,4751.17,4622.01,13.1226,257,257,35.3734
-963.9823608398438,1290000,4789.57,4577.88,12.7774,258,258,34.9029
-964.9822998046875,1295000,4823.01,4648.81,12.5072,259,259,35.4725
-1004.7647705078125,1300000,4846.18,4683.92,12.8271,260,260,34.9215
-986.8416748046875,1305000,4815.89,4645.05,11.8681,261,261,34.9492
-959.7185668945312,1310000,4846.32,4493.89,12.5955,262,262,34.7743
-967.9291381835938,1315000,4866.95,4355.32,12.8501,263,263,35.2912
-998.9117431640625,1320000,4724.83,4399.46,12.9642,264,264,36.1572
-1134.2401123046875,1325000,4772.06,4413.34,12.9023,265,265,35.3592
-1023.7704467773438,1330000,4783.23,4609.13,12.8016,266,266,35.0126
-1007.0764770507812,1335000,4847.85,4625.53,12.888,267,267,34.7186
-1005.1504516601562,1340000,4795.63,4608.44,13.1552,268,268,34.8945
-1108.7088623046875,1345000,4818.57,4692.6,13.7098,269,269,35.1316
-1053.5423583984375,1350000,4865.35,4623.59,14.1371,270,270,35.0733
-1069.502685546875,1355000,4862.99,4668.37,14.0678,271,271,35.8052
-1098.5115966796875,1360000,4833.13,4463.57,13.1042,272,272,35.3933
-1140.818115234375,1365000,4817.32,4298.2,11.8955,273,273,35.0633
-1053.9498291015625,1370000,4864.0,4661.84,13.1801,274,274,34.0727
-1138.3604736328125,1375000,4857.06,4470.54,12.5626,275,275,35.0476
-1087.247802734375,1380000,4712.12,4417.74,13.0037,276,276,35.2621
-1018.6642456054688,1385000,4793.17,4684.32,12.5748,277,277,34.403
-1050.8138427734375,1390000,4937.01,4674.33,12.632,278,278,35.0005
-1021.7517700195312,1395000,4862.75,4700.63,12.5075,279,279,33.8056
-1182.094482421875,1400000,4807.27,3856.13,11.8638,280,280,35.5316
-1081.9188232421875,1405000,4741.93,3847.44,12.3622,281,281,35.4277
-1104.3828125,1410000,4772.11,4392.28,12.3838,282,282,34.4944
-1111.0225830078125,1415000,4800.58,4641.64,12.3747,283,283,34.9813
-1100.0655517578125,1420000,4731.34,4602.46,12.5253,284,284,34.916
-1119.7618408203125,1425000,4698.36,4577.81,12.7985,285,285,35.0781
-1240.6248779296875,1430000,4803.35,4545.71,16.6959,286,286,38.2569
-1541.1541748046875,1435000,4432.43,3316.66,15.1815,287,287,36.3487
-1512.2161865234375,1440000,4615.57,2755.93,26.3405,288,288,36.8858
-2409.740966796875,1445000,1022.66,1231.2,68.0279,289,289,44.7053
-2247.5634765625,1450000,3417.14,1388.67,50.2326,290,290,41.8792
-2489.505615234375,1455000,232.79,278.98,22.761,291,291,52.6002
-1667.93505859375,1460000,3928.68,3550.96,18.7853,292,292,39.8534
-1794.5887451171875,1465000,1517.99,2713.51,15.2985,293,293,40.6685
-1621.822998046875,1470000,4208.79,3441.88,14.9802,294,294,38.215
-2060.29638671875,1475000,3397.15,2345.17,31.1809,295,295,40.2303
-1861.51025390625,1480000,3899.28,2392.95,27.847,296,296,39.2702
-1483.488525390625,1485000,4168.0,3579.64,16.9965,297,297,37.0905
-1481.5106201171875,1490000,4303.48,4303.65,16.1698,298,298,35.5684
-1245.8419189453125,1495000,4679.89,4485.23,13.8813,299,299,35.2849
-1242.48974609375,1500000,4732.93,4484.83,13.1187,300,300,35.0653
-1237.791015625,1505000,4692.0,4490.87,13.8303,301,301,35.3563
-1262.607177734375,1510000,4658.13,4505.58,13.3699,302,302,35.6287
-1247.803466796875,1515000,4731.61,4602.11,13.3472,303,303,34.8347
-1263.8787841796875,1520000,4747.08,4461.79,12.9999,304,304,33.9141
-1250.436279296875,1525000,4710.89,4593.56,14.0404,305,305,34.4263
-1273.7314453125,1530000,4752.44,4570.2,13.9016,306,306,34.3531
-1287.7781982421875,1535000,4696.49,4457.26,14.1139,307,307,34.9308
-1284.2032470703125,1540000,4659.47,4545.91,13.853,308,308,34.3733
-1493.55322265625,1545000,4777.31,4628.54,14.7631,309,309,34.6519
-1252.830078125,1550000,4756.1,4625.14,13.2664,310,310,33.8787
-1287.6954345703125,1555000,4718.04,4578.3,13.3096,311,311,34.3261
-1300.291015625,1560000,4809.52,4643.82,13.3493,312,312,34.3619
-1281.615966796875,1565000,4757.26,4634.81,13.4375,313,313,34.2925
-1285.62646484375,1570000,4846.38,4671.69,13.4603,314,314,33.8944
-1428.037109375,1575000,4801.57,4613.78,13.2368,315,315,34.0498
-1274.426025390625,1580000,4686.43,4599.9,12.8907,316,316,34.2921
-1347.7645263671875,1585000,4791.31,4554.52,13.1165,317,317,34.3977
-1311.9573974609375,1590000,4725.05,4586.68,13.0387,318,318,34.2888
-1293.913818359375,1595000,4730.91,4596.58,13.0761,319,319,34.2963
-1371.406494140625,1600000,4758.13,4565.09,13.6741,320,320,35.3319
-1347.4583740234375,1605000,4840.69,4638.76,13.1875,321,321,33.7533
-1359.739501953125,1610000,4801.89,4633.32,13.7732,322,322,34.3804
-1343.9083251953125,1615000,4759.53,4588.54,12.6938,323,323,34.2617
-1342.468994140625,1620000,4739.82,4593.39,13.0688,324,324,34.507
-1351.796142578125,1625000,4766.95,4606.1,13.1406,325,325,33.4459
-1354.158203125,1630000,4826.82,4636.61,13.5671,326,326,33.4045
-1387.9432373046875,1635000,4767.32,4609.33,13.8345,327,327,33.9979
-1540.854248046875,1640000,4803.76,4619.34,14.4743,328,328,35.0515
-1391.873779296875,1645000,4760.63,4578.43,13.6902,329,329,34.6419
-1412.555419921875,1650000,4663.25,4599.95,12.6066,330,330,34.3391
-1419.7860107421875,1655000,4725.13,4568.75,13.5915,331,331,34.5247
-1480.2576904296875,1660000,4730.73,4598.51,13.5407,332,332,34.9323
-1432.4195556640625,1665000,4784.83,4380.78,13.3192,333,333,34.4248
-1466.888916015625,1670000,4767.48,4642.11,13.5771,334,334,34.3414
-1585.6365966796875,1675000,4608.24,4592.81,13.0965,335,335,35.1675
-1546.4344482421875,1680000,4583.74,4637.94,13.2589,336,336,34.2294
-1435.24267578125,1685000,4744.65,4485.98,13.0337,337,337,33.2825
-1531.749267578125,1690000,4424.77,4278.67,13.317,338,338,35.1345
-1472.8634033203125,1695000,4804.51,4657.45,12.8687,339,339,34.0634
-1470.8304443359375,1700000,4824.37,4656.52,12.6749,340,340,33.8066
-1476.9119873046875,1705000,4812.25,4662.58,13.3552,341,341,33.6428
-1507.9288330078125,1710000,4752.72,4597.2,13.3098,342,342,34.4995
-1503.54931640625,1715000,4841.08,4529.97,13.6746,343,343,34.3767
-1493.844482421875,1720000,4583.02,4655.57,13.8943,344,344,34.1611
-1524.413818359375,1725000,4853.64,4658.58,12.9998,345,345,33.6936
-1531.0946044921875,1730000,4762.0,4660.31,12.9546,346,346,32.9559
-1540.8935546875,1735000,4729.53,4706.66,12.997,347,347,33.2973
-1538.6693115234375,1740000,4896.55,4687.69,13.077,348,348,34.0029
-1559.1063232421875,1745000,4838.6,4708.61,13.1844,349,349,33.7947
-1559.21484375,1750000,4896.79,4696.48,12.6265,350,350,33.8997
-1573.8892822265625,1755000,4859.58,4668.89,12.9639,351,351,33.7602
-1738.7159423828125,1760000,4678.77,4710.81,11.8203,352,352,33.8749
-1568.66357421875,1765000,4616.95,4690.28,12.9976,353,353,33.5666
-1574.8162841796875,1770000,4539.19,4653.45,12.8531,354,354,33.8166
-1594.104248046875,1775000,4854.38,4696.02,12.8291,355,355,33.8666
-1640.7205810546875,1780000,4646.56,4645.21,12.8594,356,356,33.8392
-1612.4610595703125,1785000,4706.38,4659.2,13.4676,357,357,35.0318
-1695.493896484375,1790000,4651.57,4641.89,13.2402,358,358,34.6236
-1608.0865478515625,1795000,4718.92,4670.53,12.7454,359,359,33.6166
-1639.199951171875,1800000,4873.16,4706.1,13.1327,360,360,34.4885
-1635.4102783203125,1805000,4856.03,4657.56,12.8836,361,361,33.6369
-1684.6494140625,1810000,4840.98,4692.69,13.0076,362,362,33.7733
-1646.72021484375,1815000,4829.63,4672.4,13.1415,363,363,34.2581
-1701.6949462890625,1820000,4842.17,4668.92,12.9246,364,364,34.2045
-1704.652587890625,1825000,4812.92,4683.53,12.9988,365,365,34.0391
-1719.756591796875,1830000,4804.4,4634.24,12.9326,366,366,34.1686
-1690.6680908203125,1835000,4779.72,4672.73,12.9242,367,367,33.8928
-1702.35400390625,1840000,4681.29,4683.59,13.0447,368,368,34.1613
-1760.111083984375,1845000,4786.53,4692.31,12.9455,369,369,34.1652
-1751.30419921875,1850000,4821.86,4671.02,13.5528,370,370,34.5153
-1726.4473876953125,1855000,4862.65,4718.01,13.0644,371,371,34.0826
-1745.3177490234375,1860000,4853.15,4743.1,13.4614,372,372,34.4617
-1748.9163818359375,1865000,4843.26,4694.07,13.6536,373,373,34.1224
-1755.535400390625,1870000,4855.36,4723.23,12.9652,374,374,33.3752
-1771.7933349609375,1875000,4838.86,4682.83,13.2703,375,375,33.9966
-1725.1024169921875,1880000,4866.45,4743.55,12.9519,376,376,34.0496
-1794.6875,1885000,4814.7,4679.75,13.1379,377,377,34.0662
-1777.07958984375,1890000,3550.13,4560.68,12.552,378,378,33.3657
-3225.28271484375,1895000,16.72,219.99,33.4574,379,379,49.5892
-4068.493896484375,1900000,348.08,334.99,71.5199,380,380,51.9096
-4127.97412109375,1905000,300.23,276.98,56.1238,381,381,50.8369
-4080.072021484375,1910000,375.4,397.51,105.6702,382,382,50.3257
-4283.74951171875,1915000,186.23,182.24,71.0353,383,383,53.8324
