Itration,Running Update Time,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Real Sto Return,Reward Loss
36,36,42.1317,180000,16.5191,3812.9,3233.78,-39.46769332885742
37,37,41.7664,185000,18.6292,3947.39,3676.27,-107.93867492675781
38,38,41.0331,190000,13.9119,3561.18,3417.64,-98.16533660888672
39,39,40.7444,195000,17.2679,2168.99,3203.78,-100.54922485351562
40,40,41.3775,200000,15.1263,3587.64,3429.64,-71.78789520263672
41,41,41.438,205000,19.5878,4068.16,3503.92,-84.40363311767578
42,42,40.6344,210000,16.8206,3492.24,3860.28,-125.94229125976562
43,43,41.2843,215000,17.9103,3899.36,3900.1,-147.85128784179688
44,44,41.3176,220000,17.8915,3857.67,3971.78,-144.200927734375
45,45,42.4519,225000,19.5431,3027.0,3781.25,-160.4793701171875
46,46,41.9846,230000,20.0261,3966.95,4018.61,-168.2157745361328
47,47,40.951,235000,17.3904,3905.27,3852.75,-133.47616577148438
48,48,40.021,240000,17.1781,3828.31,4049.83,-160.10800170898438
49,49,41.5274,245000,20.1551,4171.82,4233.06,-142.61827087402344
50,50,42.1437,250000,20.0204,3937.3,4020.15,-172.58059692382812
51,51,40.6443,255000,17.107,4079.94,3899.96,-155.66885375976562
52,52,41.2011,260000,18.8608,4075.86,4220.38,-163.16500854492188
53,53,40.142,265000,16.6952,4039.58,4099.7,-156.80950927734375
54,54,39.6056,270000,17.6751,4138.84,4273.13,-156.867919921875
55,55,39.3513,275000,16.3652,4349.83,4089.56,-176.6962432861328
56,56,40.3141,280000,17.3348,4042.47,4042.72,-172.38938903808594
57,57,40.2341,285000,16.6913,4104.87,3682.76,-195.08612060546875
58,58,39.7824,290000,16.5119,4414.49,4273.26,-191.5377655029297
59,59,40.8576,295000,16.1166,4216.05,3877.86,-176.7455596923828
60,60,40.6445,300000,17.2786,4114.66,4123.66,-217.20144653320312
61,61,38.6632,305000,14.9245,3269.13,4149.7,-153.67489624023438
62,62,38.633,310000,15.3333,4198.21,4244.23,-190.97769165039062
63,63,39.3972,315000,14.9314,3995.16,4148.45,-204.55322265625
64,64,41.4149,320000,18.7905,4095.54,4212.71,-228.61322021484375
65,65,39.9348,325000,15.4084,4265.6,4291.77,-206.0826416015625
66,66,39.7002,330000,17.0523,4289.07,4350.19,-229.94131469726562
67,67,39.2728,335000,17.4433,4231.23,4377.27,-214.50054931640625
68,68,38.1249,340000,14.563,4219.31,4308.3,-199.1407928466797
69,69,38.9443,345000,15.9358,4237.41,4341.13,-237.3863525390625
70,70,40.656,350000,18.5874,4257.34,4393.48,-249.9192352294922
71,71,40.0342,355000,16.4595,4526.32,4381.93,-227.7594757080078
72,72,39.5428,360000,16.4521,4328.91,4299.02,-236.4368438720703
73,73,40.6239,365000,16.1559,4309.41,4240.97,-244.89453125
74,74,38.8362,370000,16.573,4298.69,4320.71,-265.5920715332031
75,75,38.5465,375000,14.1793,4434.12,4143.75,-197.75169372558594
76,76,37.3537,380000,15.671,4437.89,4488.33,-223.4860076904297
77,77,37.719,385000,15.7219,4544.71,4478.71,-235.83370971679688
78,78,38.1909,390000,16.5544,4549.8,4453.69,-254.87440490722656
79,79,39.1509,395000,17.123,4484.83,4513.67,-251.50721740722656
80,80,38.2595,400000,15.6645,4550.77,4546.04,-230.7781524658203
81,81,38.4982,405000,16.7806,4630.86,4423.2,-247.4322967529297
82,82,39.7351,410000,17.2707,4442.37,4442.22,-284.95599365234375
83,83,39.0091,415000,18.0572,4337.68,4430.73,-292.67181396484375
84,84,38.0438,420000,15.3019,4597.78,4546.82,-278.05523681640625
85,85,39.639,425000,16.3293,4384.85,4300.62,-303.95550537109375
86,86,37.6461,430000,15.232,4616.34,4523.43,-290.1015930175781
87,87,40.1323,435000,16.7326,4594.52,4440.48,-304.21435546875
88,88,37.1637,440000,15.9166,4606.72,4538.75,-279.77532958984375
89,89,39.684,445000,16.6183,4507.57,4404.93,-311.6656494140625
90,90,39.0229,450000,16.5093,4591.12,4519.82,-328.4896545410156
91,91,39.6955,455000,16.1281,4598.47,4516.79,-293.5025634765625
92,92,38.6936,460000,16.3705,4509.91,4507.35,-299.24969482421875
93,93,38.4698,465000,16.8814,4434.62,4386.96,-303.1147155761719
94,94,38.7951,470000,15.7787,4597.03,4469.07,-334.29241943359375
95,95,39.0313,475000,15.6257,4500.1,4396.42,-336.1350402832031
96,96,38.0839,480000,15.8608,4531.28,4446.22,-344.322509765625
97,97,38.5332,485000,16.0846,4730.12,4582.81,-308.4375305175781
98,98,38.6238,490000,16.2239,4501.17,4474.28,-361.9532470703125
99,99,38.2693,495000,15.9178,4429.78,4422.09,-338.57489013671875
100,100,38.1638,500000,15.6439,4625.93,4112.49,-306.7366943359375
101,101,40.1269,505000,16.7027,4635.5,4417.18,-362.9877014160156
102,102,39.0966,510000,17.2916,4664.53,4491.78,-368.5364685058594
103,103,38.3665,515000,15.2263,4582.76,4498.99,-343.6369323730469
104,104,38.5597,520000,16.0158,4530.41,4507.7,-380.07916259765625
105,105,37.3649,525000,14.9332,4410.72,4543.7,-352.0845031738281
106,106,36.2857,530000,14.3686,4731.11,4732.85,-339.2554626464844
107,107,37.9194,535000,15.8527,4621.41,4562.6,-375.5453186035156
108,108,36.8353,540000,15.2438,4632.44,4467.9,-387.15313720703125
109,109,38.7126,545000,19.2562,4676.89,3997.78,-386.0136413574219
110,110,38.2258,550000,15.9759,4598.72,4544.63,-396.71044921875
111,111,39.1314,555000,16.2899,4791.0,4493.4,-388.0601501464844
112,112,36.2823,560000,13.497,4592.55,4618.61,-355.9837951660156
113,113,38.0667,565000,15.8072,4701.3,4610.97,-375.00250244140625
114,114,37.8575,570000,15.2012,4599.64,4510.42,-386.1116638183594
115,115,35.5796,575000,14.4207,4869.64,4780.58,-377.30889892578125
116,116,37.7027,580000,14.158,4759.58,4687.0,-401.63970947265625
117,117,39.113,585000,16.0344,4708.35,4678.37,-425.2785339355469
118,118,37.5814,590000,15.2764,4686.94,4605.92,-426.78021240234375
119,119,37.3999,595000,14.1358,4439.06,4546.51,-413.9038391113281
120,120,39.1442,600000,16.4367,4605.8,4526.25,-448.7479248046875
121,121,37.2048,605000,15.6532,4710.69,4695.09,-426.32037353515625
122,122,38.1274,610000,16.8144,4670.67,4537.54,-465.08294677734375
123,123,36.732,615000,13.57,4614.46,4509.94,-449.8993225097656
124,124,37.0997,620000,14.3123,4543.35,4556.02,-441.2911071777344
125,125,36.7829,625000,14.4951,4454.7,4466.05,-440.6491394042969
126,126,38.4119,630000,15.0742,4615.04,4182.33,-451.42608642578125
127,127,36.4498,635000,13.8344,4631.34,4650.43,-428.1358642578125
128,128,36.3368,640000,14.6476,4854.21,4778.12,-418.7351379394531
129,129,38.4537,645000,15.4336,4390.46,4479.87,-497.2938232421875
130,130,37.6565,650000,14.4925,4462.92,4515.84,-487.18280029296875
131,131,37.0212,655000,14.7134,4753.74,4646.88,-471.4242248535156
132,132,37.1639,660000,14.3829,4501.29,4570.77,-481.8917541503906
133,133,37.6649,665000,15.4517,4698.57,4475.83,-502.10797119140625
134,134,39.396,670000,17.5867,3838.61,4438.32,-506.396484375
135,135,38.4775,675000,15.9678,4816.0,4588.88,-511.03204345703125
136,136,36.4759,680000,15.8676,4773.44,4700.25,-503.7224426269531
137,137,37.7118,685000,13.9125,4718.96,4632.23,-514.440673828125
138,138,37.2575,690000,13.7713,4524.06,4535.67,-516.88671875
139,139,37.855,695000,15.0432,4851.29,4627.32,-495.8281555175781
140,140,40.5129,700000,17.5963,4856.36,4676.4,-571.1195678710938
141,141,37.2369,705000,14.6146,4774.87,4710.25,-512.6279296875
142,142,37.2309,710000,14.8529,4856.21,4665.48,-539.612548828125
143,143,35.9321,715000,14.5575,4674.21,4676.14,-519.1178588867188
144,144,37.897,720000,16.2882,4659.08,4721.91,-529.2040405273438
145,145,38.0989,725000,14.3695,4625.41,4696.24,-566.2333984375
146,146,39.3755,730000,15.9403,4533.68,4608.99,-578.063720703125
147,147,56.7177,735000,74.4453,-13.34,-16.89,-1099.99169921875
148,148,54.6151,740000,28.9932,-35.56,-25.33,-933.5716552734375
149,149,55.4056,745000,77.6191,-11.37,-12.73,-1110.304931640625
150,150,40.2084,750000,18.185,4659.66,4584.73,-656.4196166992188
151,151,39.4788,755000,16.7624,4730.52,4552.44,-603.6730346679688
152,152,38.9313,760000,17.1744,4682.49,4604.3,-618.74365234375
153,153,39.4469,765000,16.9089,4777.31,4700.47,-627.4093627929688
154,154,39.9072,770000,17.5786,4834.97,4476.22,-645.9171752929688
155,155,38.2657,775000,16.3786,4686.89,4664.98,-598.7389526367188
156,156,38.7751,780000,16.5544,4757.89,4620.91,-629.6846313476562
157,157,39.5233,785000,16.713,4893.2,4722.48,-631.9308471679688
158,158,38.3951,790000,15.3321,4622.63,4542.01,-621.468994140625
159,159,39.7184,795000,16.6322,4900.94,4527.75,-675.1210327148438
160,160,35.9395,800000,13.4647,4845.5,4792.39,-568.5982666015625
161,161,38.0268,805000,15.3551,4579.52,4680.02,-661.2362060546875
162,162,40.1049,810000,17.4888,4784.54,4641.21,-688.492431640625
163,163,34.9784,815000,13.109,4896.92,4821.78,-597.2982177734375
164,164,38.2317,820000,16.5962,4787.78,4745.84,-659.4554443359375
165,165,38.6968,825000,16.414,4869.22,4693.42,-661.4545288085938
166,166,36.3866,830000,14.8736,4998.89,4675.14,-606.7252807617188
167,167,41.1347,835000,18.6336,4906.71,4678.75,-761.8189697265625
168,168,38.1677,840000,16.822,4924.7,4762.7,-655.5574340820312
169,169,39.8011,845000,16.2447,4914.77,4597.67,-748.9845581054688
170,170,36.0853,850000,13.4363,4647.36,4727.99,-629.0972290039062
171,171,35.2519,855000,14.5976,4821.01,4759.85,-638.1715698242188
172,172,36.5605,860000,15.4942,4890.19,4767.51,-672.8583374023438
173,173,39.3626,865000,17.2709,4915.18,4765.69,-733.192626953125
174,174,36.417,870000,14.3429,4737.35,4760.62,-652.4691772460938
175,175,39.3794,875000,17.4604,4870.25,4726.48,-736.0037841796875
176,176,39.4931,880000,16.3723,4898.11,4731.13,-744.01708984375
177,177,37.935,885000,15.9002,4855.76,4784.08,-729.7584838867188
178,178,40.1905,890000,18.4282,4940.98,4759.34,-812.408447265625
179,179,38.3802,895000,15.6145,4983.39,4856.14,-719.01953125
180,180,37.5066,900000,15.3808,4945.24,4828.23,-706.52099609375
181,181,38.1573,905000,17.8563,4971.0,4405.47,-761.5699462890625
182,182,36.7616,910000,14.7477,4810.47,4670.06,-762.2301025390625
183,183,37.2803,915000,15.3215,4926.03,4798.12,-739.5504760742188
184,184,37.335,920000,14.6123,4566.64,4652.74,-798.8271484375
185,185,36.6732,925000,15.0253,4890.75,4826.45,-723.266357421875
186,186,38.0266,930000,17.296,4632.89,4663.57,-806.5935668945312
187,187,36.9147,935000,14.566,4509.68,4509.93,-741.7615356445312
188,188,39.1694,940000,16.5723,4909.71,4704.84,-813.3563842773438
189,189,42.3828,945000,45.7824,4587.25,2576.79,-1101.875244140625
190,190,41.4606,950000,17.6529,4730.14,2382.99,-922.2750854492188
191,191,42.3078,955000,25.918,2512.85,1912.09,-1100.2034912109375
192,192,38.7585,960000,16.1933,4854.98,4223.15,-844.438232421875
193,193,37.5267,965000,12.941,4615.52,3696.62,-752.0415649414062
194,194,35.4239,970000,14.4657,4722.66,4690.94,-779.9567260742188
195,195,38.156,975000,17.2954,4873.72,4726.36,-834.6600341796875
196,196,39.3235,980000,16.9672,4833.79,4650.0,-898.7716064453125
197,197,39.6205,985000,17.3657,4841.11,4663.9,-870.8154296875
198,198,36.9873,990000,15.4147,5024.84,4796.75,-793.3295288085938
199,199,37.066,995000,15.4662,4820.63,4704.4,-796.9989624023438
200,200,37.8527,1000000,16.9009,4845.55,4574.53,-853.4598388671875
201,201,38.4245,1005000,17.6051,4856.4,4765.08,-873.04248046875
202,202,37.9518,1010000,15.5461,4788.65,4383.8,-851.021728515625
203,203,39.6149,1015000,16.4354,3227.82,3811.16,-954.8239135742188
204,204,37.8799,1020000,17.7288,5033.55,4418.72,-866.6456298828125
205,205,38.3594,1025000,17.8765,4869.73,4581.35,-896.2675170898438
206,206,40.0865,1030000,13.2932,4905.27,3467.23,-965.9014892578125
207,207,39.9037,1035000,16.551,4841.89,4300.92,-956.9133911132812
208,208,39.1643,1040000,18.8043,4902.88,4606.45,-929.1298828125
209,209,38.1358,1045000,16.853,4889.4,4773.58,-898.4400024414062
210,210,38.2469,1050000,17.3939,4891.76,4740.92,-945.8560180664062
211,211,38.7298,1055000,18.4785,4830.83,4541.87,-956.7056274414062
212,212,38.3111,1060000,16.6944,4858.29,4753.8,-929.017578125
213,213,38.5034,1065000,17.2892,4748.33,4704.71,-943.2684936523438
214,214,38.7319,1070000,17.3551,4865.43,4532.54,-994.3383178710938
215,215,40.1837,1075000,18.5873,4796.65,4637.32,-1004.9490966796875
216,216,39.3819,1080000,17.8895,4851.96,4685.45,-1000.0336303710938
217,217,38.1592,1085000,17.2185,4757.69,4699.37,-968.6841430664062
218,218,38.0671,1090000,16.736,4826.92,4684.3,-962.2191772460938
219,219,37.5583,1095000,16.346,4755.38,4470.14,-961.7160034179688
220,220,37.5137,1100000,17.6835,4677.54,4413.49,-985.2200927734375
221,221,38.1938,1105000,17.5396,4778.24,4646.54,-989.1350708007812
222,222,37.516,1110000,16.3491,4807.55,4508.29,-988.6677856445312
223,223,36.7934,1115000,15.8492,4765.42,4690.15,-948.181640625
224,224,37.9417,1120000,16.1485,4761.21,4685.27,-963.3595581054688
225,225,36.4374,1125000,15.5169,825.8,4732.65,-969.0682373046875
226,226,35.8737,1130000,15.1456,4753.93,4495.3,-944.9867553710938
227,227,37.09,1135000,16.6557,4579.48,4535.9,-965.9089965820312
228,228,36.2742,1140000,14.5002,4305.56,3689.59,-900.0502319335938
229,229,36.77,1145000,13.7113,4729.24,4322.82,-945.8497314453125
230,230,37.3686,1150000,13.9945,4853.2,4345.29,-967.7373046875
231,231,36.8032,1155000,11.3766,-1.16,1186.95,-908.402587890625
232,232,35.2373,1160000,12.8811,4098.01,3838.03,-896.1874389648438
233,233,37.4485,1165000,38.1699,-1.95,265.03,-1155.05029296875
234,234,36.2551,1170000,15.3073,4774.29,4670.0,-998.864501953125
235,235,36.3988,1175000,14.0524,4642.61,3742.78,-1048.3231201171875
236,236,36.3808,1180000,15.6343,4921.93,4784.69,-977.84375
237,237,35.9933,1185000,15.1473,4836.88,4526.04,-1013.9699096679688
238,238,36.5261,1190000,14.7432,4836.76,4694.07,-1021.90087890625
239,239,36.8133,1195000,13.5671,4929.48,4414.23,-1069.98876953125
240,240,36.5095,1200000,17.4205,4967.47,4409.98,-1061.382080078125
241,241,36.7645,1205000,15.9659,4904.21,4663.39,-1064.872802734375
242,242,37.4005,1210000,14.1094,4862.07,4532.71,-1081.068115234375
243,243,36.7319,1215000,13.0992,4742.92,3515.74,-1138.1107177734375
244,244,35.9479,1220000,14.9945,4831.61,4446.91,-1044.904541015625
245,245,35.2804,1225000,14.8106,3806.79,4721.69,-1041.077880859375
246,246,36.147,1230000,14.638,4833.36,4344.97,-1049.0421142578125
247,247,36.4142,1235000,13.1674,4918.38,4197.2,-1087.3717041015625
248,248,36.2063,1240000,13.772,4971.73,4404.64,-1077.8924560546875
249,249,36.7649,1245000,13.6902,5114.44,4512.77,-1118.6700439453125
250,250,36.0442,1250000,13.7495,5037.55,3277.57,-1002.9805908203125
251,251,38.5843,1255000,12.0419,4985.23,3887.35,-1322.1552734375
252,252,37.573,1260000,12.3248,802.3,2510.4,-1240.7030029296875
253,253,36.4113,1265000,12.4335,4991.02,3968.47,-1117.36572265625
254,254,37.1601,1270000,12.852,5072.1,3495.54,-1183.031982421875
255,255,36.7268,1275000,13.3338,4875.0,4232.88,-1249.2083740234375
256,256,37.9713,1280000,14.5779,4548.22,1606.56,-1439.9676513671875
257,257,42.5673,1285000,18.1838,-29.12,218.03,-1801.1336669921875
258,258,38.5455,1290000,15.6653,2206.06,3034.95,-1564.5743408203125
259,259,38.5296,1295000,17.8835,-25.09,2559.54,-1596.4810791015625
260,260,36.46,1300000,14.41,4882.7,4293.74,-1326.9984130859375
261,261,37.8494,1305000,28.551,3853.77,3417.46,-1352.68359375
262,262,36.2356,1310000,16.2034,4955.55,4678.71,-1116.8822021484375
263,263,35.2555,1315000,15.1672,5008.51,4838.53,-1029.6141357421875
264,264,35.6932,1320000,15.9209,4964.52,3291.74,-1190.4503173828125
265,265,50.2634,1325000,83.1206,246.78,248.12,-1990.537109375
266,266,51.3982,1330000,98.9629,381.52,357.08,-2100.0
267,267,48.7009,1335000,36.7969,393.8,420.35,-1496.2091064453125
268,268,39.4653,1340000,24.8935,4472.44,3418.33,-1596.407470703125
269,269,39.917,1345000,22.1787,929.82,1835.57,-1558.7508544921875
270,270,39.8934,1350000,35.2688,1443.58,3025.55,-1661.143310546875
271,271,36.7115,1355000,15.312,4868.83,4790.92,-1319.2574462890625
272,272,36.5398,1360000,14.394,4739.72,4541.33,-1260.7740478515625
273,273,37.2029,1365000,15.1821,4714.75,4279.66,-1295.675537109375
274,274,37.6713,1370000,14.7913,2155.14,3144.88,-1530.2081298828125
275,275,37.1818,1375000,15.8859,4710.28,4496.97,-1392.7694091796875
276,276,37.2663,1380000,15.256,4551.88,4439.74,-1396.6593017578125
277,277,37.9599,1385000,14.4693,1902.77,3270.99,-1709.4757080078125
278,278,37.3129,1390000,15.6099,4807.98,4678.71,-1443.3406982421875
279,279,37.3669,1395000,14.8462,4433.95,4228.33,-1560.895751953125
280,280,36.1776,1400000,14.8186,4883.33,4543.35,-1286.8792724609375
281,281,37.5039,1405000,18.1485,4970.33,4816.9,-1465.5626220703125
282,282,37.0478,1410000,15.4678,4922.84,4801.51,-1281.4417724609375
283,283,39.5409,1415000,15.9123,607.25,1152.5,-1844.98974609375
284,284,36.1119,1420000,14.5971,4870.15,4768.5,-1310.464111328125
285,285,37.0001,1425000,16.3068,4914.39,4738.0,-1483.7703857421875
286,286,37.6145,1430000,15.4785,4529.79,4575.02,-1400.5406494140625
287,287,36.4975,1435000,14.4957,4606.12,4548.76,-1446.1575927734375
288,288,36.4636,1440000,14.7747,2968.93,4182.91,-1338.6234130859375
289,289,39.8318,1445000,28.9867,702.76,2185.21,-2006.19482421875
290,290,36.8817,1450000,15.8008,4392.38,4388.42,-1426.4298095703125
291,291,36.3253,1455000,16.6796,2868.51,4149.5,-1442.57958984375
292,292,35.6557,1460000,14.1484,4931.61,4785.91,-1258.612060546875
293,293,37.4745,1465000,16.7482,4844.11,4495.76,-1388.9248046875
294,294,37.0786,1470000,16.5657,4828.98,4731.74,-1400.266357421875
295,295,37.2382,1475000,15.717,4901.68,4790.6,-1391.966064453125
296,296,36.5412,1480000,15.9122,4956.04,4638.71,-1411.11669921875
297,297,36.8558,1485000,17.8433,4951.21,4425.63,-1505.932373046875
298,298,37.3364,1490000,16.4949,4883.21,4603.77,-1471.9527587890625
299,299,37.4664,1495000,15.8341,4800.21,4587.13,-1459.521240234375
300,300,37.4102,1500000,16.6951,4717.77,4657.37,-1539.7666015625
301,301,37.3592,1505000,16.3362,4668.9,3819.36,-1504.2454833984375
302,302,36.8016,1510000,15.5233,4918.03,4744.71,-1422.211669921875
303,303,37.4266,1515000,16.9722,4910.02,4817.99,-1561.0616455078125
304,304,37.0615,1520000,14.1083,4622.48,2965.32,-1816.342041015625
305,305,42.6099,1525000,16.8074,2092.54,805.64,-2571.650146484375
306,306,43.7727,1530000,51.191,-16.14,231.64,-3116.828857421875
307,307,36.5651,1535000,15.4473,4986.71,4640.36,-1484.6649169921875
308,308,35.6997,1540000,15.5892,4795.21,4643.15,-1541.62451171875
309,309,36.0448,1545000,14.7412,3474.35,4384.69,-1513.2265625
310,310,36.6538,1550000,18.8846,4617.84,4654.85,-1765.2989501953125
311,311,37.1677,1555000,14.2931,4867.3,3965.2,-1686.6741943359375
312,312,35.3211,1560000,15.0347,4773.65,4690.27,-1387.1865234375
313,313,37.4499,1565000,15.9429,4345.39,4722.68,-1677.531005859375
314,314,36.5552,1570000,16.6802,4462.24,4560.89,-1609.1627197265625
315,315,38.2665,1575000,16.9084,4867.53,4249.78,-1770.1260986328125
316,316,40.9406,1580000,40.9054,543.87,1000.23,-2484.831298828125
317,317,39.0587,1585000,15.3226,4245.41,2259.36,-2171.011962890625
318,318,39.9216,1590000,12.2589,2829.47,2672.5,-2034.4791259765625
319,319,37.7951,1595000,15.3128,4959.37,4578.82,-1704.0042724609375
320,320,55.5252,1600000,61.7093,-10.3,-12.31,-3572.74658203125
321,321,55.819,1605000,72.0941,-16.8,-18.97,-3679.3701171875
322,322,39.2341,1610000,36.9045,3431.87,4072.27,-2857.729248046875
323,323,37.3016,1615000,15.343,4820.26,4581.6,-1691.879150390625
324,324,39.5903,1620000,30.4478,1841.3,2791.68,-2523.66845703125
325,325,38.8494,1625000,31.7067,4847.93,3252.74,-2291.091796875
326,326,37.0024,1630000,16.0053,5011.44,4864.96,-1583.2855224609375
327,327,37.192,1635000,24.2684,4937.09,4753.42,-1877.337646484375
328,328,37.6357,1640000,24.8734,4537.6,4201.5,-2119.205078125
329,329,36.9405,1645000,18.3503,4912.33,4105.76,-1742.491943359375
330,330,36.8377,1650000,16.0019,4725.49,4220.2,-1736.8297119140625
331,331,37.704,1655000,16.4339,4964.18,4072.96,-1872.00146484375
332,332,36.5279,1660000,16.334,4951.43,4882.75,-1704.5738525390625
333,333,36.0072,1665000,14.0861,4846.92,3861.95,-1643.0111083984375
334,334,36.6627,1670000,15.4177,4903.41,4474.15,-1758.180419921875
335,335,36.8707,1675000,15.7119,4882.5,4546.55,-1807.1553955078125
336,336,36.1779,1680000,14.2989,4813.85,4603.69,-1664.1702880859375
337,337,36.4063,1685000,14.2465,4703.79,4185.94,-1750.07275390625
338,338,36.3439,1690000,14.6175,4794.32,4349.19,-1674.18505859375
339,339,36.524,1695000,14.6781,4735.5,4549.6,-1752.9757080078125
340,340,38.0583,1700000,18.8579,2183.15,3995.8,-2123.590087890625
341,341,36.352,1705000,14.1981,4629.97,4243.58,-1842.924560546875
342,342,36.5455,1710000,15.1315,4536.67,4670.48,-1903.9268798828125
343,343,35.9578,1715000,16.4787,4855.05,4360.38,-1877.908203125
344,344,35.7657,1720000,13.1727,4134.91,4655.55,-1643.5166015625
345,345,35.4361,1725000,13.8471,4849.67,4846.46,-1626.3690185546875
346,346,35.9371,1730000,14.0111,4980.51,4864.94,-1800.17236328125
347,347,36.2485,1735000,15.0221,4805.76,4812.74,-1729.3958740234375
348,348,36.7801,1740000,15.3618,3878.15,3329.31,-2049.625
349,349,35.713,1745000,13.5579,4385.73,4508.72,-1786.1268310546875
350,350,35.7069,1750000,14.0414,3622.9,4649.32,-1756.0147705078125
351,351,36.1383,1755000,14.4551,4252.77,4654.3,-1974.1043701171875
352,352,36.164,1760000,15.0796,4912.08,4287.47,-2007.6591796875
353,353,35.8823,1765000,13.7347,4554.76,4029.11,-1803.4532470703125
354,354,34.6514,1770000,13.3936,4606.06,4758.65,-1764.556396484375
355,355,35.4198,1775000,13.69,4337.26,4660.16,-1932.06884765625
356,356,36.1014,1780000,13.684,4886.48,4761.09,-1776.21630859375
357,357,37.1071,1785000,16.2011,2633.18,2785.06,-2544.05029296875
358,358,36.6008,1790000,16.0912,2628.41,2212.04,-2637.836669921875
359,359,36.6409,1795000,13.3558,3170.94,3079.1,-2527.276123046875
360,360,36.3655,1800000,17.6342,4634.43,4441.23,-2570.53857421875
361,361,34.5104,1805000,12.876,4639.16,4724.44,-1696.0218505859375
362,362,35.0994,1810000,11.9171,2708.79,2658.5,-2349.84423828125
363,363,34.839,1815000,11.6788,3810.25,3687.8,-2079.671142578125
364,364,35.199,1820000,14.0038,4580.24,2428.87,-2672.260986328125
365,365,35.079,1825000,14.646,4284.07,3061.1,-2345.598388671875
366,366,35.2535,1830000,13.7164,4921.72,4527.62,-2162.482177734375
367,367,36.0889,1835000,14.026,4806.26,4534.59,-1814.5782470703125
368,368,35.0753,1840000,18.0484,4880.58,4253.3,-2362.625244140625
369,369,37.7387,1845000,22.7816,138.33,1976.63,-3264.03564453125
370,370,35.8884,1850000,24.3896,4633.02,2643.14,-2833.750244140625
371,371,33.2786,1855000,12.2186,4820.42,4756.39,-1685.943603515625
372,372,35.7088,1860000,14.1953,4993.29,4642.03,-1770.945556640625
373,373,35.1266,1865000,13.0516,5008.39,4862.5,-1664.733642578125
374,374,35.4044,1870000,14.0015,5163.23,4932.96,-1653.6815185546875
375,375,41.7025,1875000,25.1879,93.71,731.28,-3714.177490234375
376,376,43.3143,1880000,25.2465,22.55,-10.31,-3602.7314453125
377,377,35.3754,1885000,13.879,4954.64,4835.97,-1958.4073486328125
378,378,34.3224,1890000,13.6277,4946.23,4834.03,-1661.2406005859375
379,379,34.6743,1895000,13.876,4930.99,4826.76,-1715.44140625
380,380,35.2782,1900000,13.9239,4962.39,4846.78,-1718.22216796875
381,381,34.869,1905000,13.4469,4807.3,4752.79,-1792.6995849609375
382,382,34.9285,1910000,13.8824,4839.14,4766.9,-1777.7099609375
383,383,33.9565,1915000,13.8663,5040.48,4740.11,-1688.1513671875
