Reward Loss,Real Sto Return,Running Update Time,Running Env Steps,Itration,Running Reverse KL,Running Forward KL,Real Det Return
-188.7025604248047,351.39,28,140000,28,51.653,38.1469,321.24
-227.92709350585938,237.98,29,145000,29,36.5164,40.4061,242.72
-220.9069061279297,713.3,30,150000,30,67.9216,38.3505,555.65
-166.3870849609375,469.85,31,155000,31,34.5049,38.132,435.01
-288.28271484375,981.7,32,160000,32,50.658,44.5722,981.09
-191.7515869140625,999.09,33,165000,33,23.1748,40.5025,1001.92
-280.197265625,317.01,34,170000,34,39.5295,40.4741,391.01
-272.1453552246094,754.06,35,175000,35,66.9018,38.2091,664.67
-282.9508056640625,267.85,36,180000,36,157.0901,38.2424,274.69
-298.6116943359375,469.54,37,185000,37,147.0505,39.2453,491.33
-288.5813903808594,329.18,38,190000,38,166.8669,37.2335,373.94
-343.0272216796875,974.18,39,195000,39,59.8895,44.397,974.18
-351.58648681640625,980.96,40,200000,40,49.2795,44.1103,980.85
-361.6174011230469,976.04,41,205000,41,53.2966,44.6197,976.05
-108.14299011230469,170.28,42,210000,42,21.4515,35.4199,162.12
-220.7779541015625,524.68,43,215000,43,70.632,34.3084,525.49
-380.36651611328125,990.19,44,220000,44,38.7017,42.4439,990.25
-173.21377563476562,290.87,45,225000,45,21.4175,37.9163,268.41
-102.5481948852539,290.57,46,230000,46,20.2807,36.7122,274.16
-411.174072265625,241.55,47,235000,47,41.3721,43.6373,239.91
-419.22552490234375,972.62,48,240000,48,51.434,42.8611,972.56
-419.805419921875,924.87,49,245000,49,48.5723,42.9081,882.08
-323.9474182128906,1077.68,50,250000,50,21.5015,39.2401,1075.56
-345.1429748535156,1146.31,51,255000,51,25.347,39.8563,1148.7
-373.7890625,1169.65,52,260000,52,25.1931,37.8411,1163.54
-415.985107421875,1038.67,53,265000,53,29.0282,41.7611,1037.95
-431.5838317871094,1037.01,54,270000,54,26.9052,40.4635,1037.99
-436.171875,1034.22,55,275000,55,25.2045,42.4761,1013.16
-421.2389831542969,1087.08,56,280000,56,22.6433,40.14,1087.67
-428.3124694824219,1065.7,57,285000,57,24.8472,41.1717,1061.5
-402.47027587890625,1145.67,58,290000,58,27.4141,39.2938,1148.71
-459.6463317871094,432.71,59,295000,59,33.4527,38.9862,490.04
-259.24078369140625,1743.99,60,300000,60,19.7478,37.2367,1728.47
-365.00830078125,319.26,61,305000,61,41.5866,38.4132,322.63
-500.7621765136719,1053.16,62,310000,62,35.2892,42.1249,1052.81
-397.2115173339844,515.17,63,315000,63,49.4691,38.6596,588.97
-505.971923828125,1037.2,64,320000,64,26.3305,42.7796,1037.06
-427.3265686035156,1027.9,65,325000,65,18.9838,38.3467,949.23
-290.96661376953125,951.44,66,330000,66,72.1655,37.8068,866.38
-355.1283874511719,297.31,67,335000,67,161.9257,38.7403,298.18
-584.20263671875,988.44,68,340000,68,38.4389,43.2061,988.16
-333.1083984375,458.3,69,345000,69,42.0702,36.441,506.66
-431.0809631347656,335.0,70,350000,70,28.9219,36.8018,333.68
-418.39739990234375,535.76,71,355000,71,27.9551,39.2331,469.64
-384.0805969238281,814.36,72,360000,72,31.8874,35.8273,771.6
-420.18316650390625,627.86,73,365000,73,28.9171,37.4522,785.62
-469.1878967285156,507.1,74,370000,74,24.2607,38.4267,407.86
-461.2281799316406,153.35,75,375000,75,106.6882,39.8588,152.59
-407.7940673828125,290.58,76,380000,76,63.329,37.0317,284.58
-352.77508544921875,705.95,77,385000,77,72.5766,33.6169,812.01
-505.1687927246094,1062.7,78,390000,78,18.7713,38.6552,1068.26
-422.6966552734375,575.74,79,395000,79,54.3922,35.4478,555.36
-403.4471435546875,428.73,80,400000,80,111.2925,34.5044,408.72
-429.1092224121094,274.82,81,405000,81,140.1698,36.0149,439.97
-351.49639892578125,924.34,82,410000,82,30.9864,34.2989,840.23
-323.6104736328125,1451.93,83,415000,83,16.6465,35.7497,1443.1
-369.0763854980469,1306.71,84,420000,84,20.373,36.2712,1210.51
-373.2086486816406,774.21,85,425000,85,78.2466,35.0785,718.23
-416.3577575683594,1408.87,86,430000,86,23.3683,36.366,1328.01
-480.0063781738281,1240.28,87,435000,87,17.3468,36.7078,1239.64
-331.7013244628906,1660.27,88,440000,88,21.7521,34.5784,1586.01
-404.8405456542969,1405.16,89,445000,89,16.5573,36.129,1413.62
-429.7597351074219,1092.06,90,450000,90,16.0935,35.8549,978.21
-324.5052185058594,1884.7,91,455000,91,20.7076,35.9167,1874.96
-293.3854675292969,1908.15,92,460000,92,20.1586,35.4915,1911.51
-339.2472839355469,1801.72,93,465000,93,16.9859,35.2643,1802.99
-392.031005859375,1673.86,94,470000,94,18.0596,35.9116,1575.58
-491.03973388671875,199.17,95,475000,95,14.6623,35.6195,144.13
-469.9604187011719,889.96,96,480000,96,15.409,35.7106,1056.68
-722.503662109375,844.77,97,485000,97,33.8323,41.2785,801.18
-691.4647216796875,924.67,98,490000,98,32.538,42.6287,923.41
-633.9400634765625,916.09,99,495000,99,27.377,40.8275,914.66
-796.8901977539062,976.77,100,500000,100,38.2,41.9436,976.06
-643.4714965820312,918.62,101,505000,101,24.0993,41.3548,926.39
-615.4440307617188,422.4,102,510000,102,77.2958,36.9216,543.73
-601.6367797851562,366.84,103,515000,103,22.4167,36.1211,272.33
-590.2515869140625,519.44,104,520000,104,26.2211,36.1877,422.38
-453.323486328125,1426.95,105,525000,105,18.357,37.6839,1385.86
-439.2203369140625,1672.85,106,530000,106,20.0605,36.8428,1691.41
-530.5249633789062,539.61,107,535000,107,16.0678,35.5643,445.5
-508.591064453125,1541.46,108,540000,108,22.3129,36.3181,1380.59
-471.7866516113281,1173.23,109,545000,109,16.4471,34.9418,1151.25
-415.9403381347656,1734.98,110,550000,110,18.203,34.2155,1575.78
-486.3252258300781,1684.49,111,555000,111,16.8985,34.9228,1721.93
-407.57421875,1620.1,112,560000,112,16.7703,33.5312,1950.2
-330.689208984375,2192.58,113,565000,113,16.2645,32.0778,2202.58
-306.8155822753906,2290.72,114,570000,114,19.9141,32.6243,2305.79
-528.7971801757812,1278.09,115,575000,115,40.9356,31.1155,1544.16
-337.16180419921875,926.22,116,580000,116,37.4041,30.7029,861.66
-687.4714965820312,539.18,117,585000,117,72.8564,34.2571,574.42
-735.138427734375,424.99,118,590000,118,67.7006,37.1794,398.95
-504.30316162109375,1001.86,119,595000,119,54.7535,31.4822,1027.5
-654.5526733398438,661.54,120,600000,120,129.2275,35.3773,814.19
-486.4996643066406,2079.03,121,605000,121,21.0698,33.8887,2157.78
-431.0702819824219,1933.06,122,610000,122,18.0356,33.2924,1299.75
-331.030029296875,1933.29,123,615000,123,21.7396,34.1694,2037.24
-610.8702392578125,656.41,124,620000,124,33.9795,35.44,674.45
-637.03076171875,1695.06,125,625000,125,20.5581,36.9477,1671.26
-607.73095703125,1503.03,126,630000,126,17.6178,35.2665,1551.52
-664.1990356445312,995.96,127,635000,127,27.4544,34.1705,989.2
-800.2874755859375,654.11,128,640000,128,28.9706,35.243,568.2
-726.7109985351562,617.32,129,645000,129,33.0806,35.4451,663.63
-850.062744140625,306.0,130,650000,130,84.4159,33.1405,250.07
-618.2191772460938,670.92,131,655000,131,51.4346,32.9635,728.72
-567.697998046875,267.97,132,660000,132,17.9903,33.3821,105.95
-831.5872802734375,406.36,133,665000,133,182.6934,38.636,516.56
-654.899658203125,864.9,134,670000,134,24.652,31.7008,882.1
-687.122314453125,1548.35,135,675000,135,83.1244,33.1739,1418.41
-566.1622314453125,1597.4,136,680000,136,14.5423,31.6623,1630.12
-1039.20556640625,970.58,137,685000,137,48.8035,42.9388,970.04
-625.855224609375,1021.91,138,690000,138,28.5397,32.5266,1116.02
-895.1372680664062,605.42,139,695000,139,28.9705,32.0274,803.2
-642.7189331054688,1623.13,140,700000,140,31.7484,32.6213,1755.24
-677.2456665039062,1383.03,141,705000,141,23.8964,32.8402,1221.89
-707.7853393554688,955.0,142,710000,142,175.9386,32.4089,1002.54
-675.6324462890625,1478.98,143,715000,143,47.7172,31.3022,1377.91
-468.0354309082031,2202.92,144,720000,144,14.9884,30.834,2155.89
-725.7030029296875,475.47,145,725000,145,51.878,31.7781,460.13
-727.2948608398438,1133.77,146,730000,146,107.0362,31.8953,1101.11
-720.9407348632812,1139.4,147,735000,147,111.2281,31.5103,1215.78
-574.9478759765625,1830.84,148,740000,148,48.8173,30.7203,1831.39
-594.4346923828125,1780.53,149,745000,149,13.5759,31.0058,1835.56
-588.2576904296875,1439.26,150,750000,150,21.6343,30.8257,1898.16
-492.9934997558594,2069.69,151,755000,151,13.597,30.0961,2002.86
-740.3101806640625,1347.39,152,760000,152,45.1189,32.1306,1015.94
-857.0862426757812,962.14,153,765000,153,44.0905,30.929,1014.19
-752.6040649414062,1194.76,154,770000,154,26.6339,31.1002,1281.63
-546.2906494140625,2037.8,155,775000,155,29.9997,30.0981,2102.47
-435.2706604003906,2217.64,156,780000,156,13.631,29.7083,2328.53
-777.005615234375,1341.42,157,785000,157,63.768,30.203,1457.53
-756.1629638671875,990.61,158,790000,158,64.9036,31.0021,1275.54
-997.6620483398438,77.91,159,795000,159,185.7761,42.8048,122.14
-1198.64599609375,1003.62,160,800000,160,41.6351,39.7772,1002.48
-1218.490234375,1016.14,161,805000,161,62.4609,40.5061,1016.04
-882.4619750976562,872.74,162,810000,162,40.2037,38.7433,785.14
-769.0645141601562,529.79,163,815000,163,29.1457,41.2212,530.57
-1067.4322509765625,592.0,164,820000,164,108.5463,36.1273,431.86
-1121.16552734375,100.01,165,825000,165,187.2753,39.0314,93.6
-1098.5780029296875,84.67,166,830000,166,193.0161,39.7381,87.19
-1161.2166748046875,70.94,167,835000,167,185.2303,42.0248,71.4
-1109.7095947265625,402.48,168,840000,168,175.2391,37.8192,349.19
-998.06787109375,715.21,169,845000,169,28.5942,40.3563,722.35
-1136.4991455078125,771.9,170,850000,170,109.3466,35.2064,839.98
-1153.564697265625,333.81,171,855000,171,128.6929,33.8413,293.77
-1227.293212890625,604.13,172,860000,172,88.6832,35.7091,612.94
-1029.2689208984375,520.91,173,865000,173,76.4187,33.7866,762.15
-971.2410278320312,819.04,174,870000,174,53.5482,31.7909,808.85
-816.3419799804688,1743.63,175,875000,175,27.6721,30.8815,1928.74
-957.5471801757812,1224.84,176,880000,176,66.0453,32.0113,1068.96
-841.435302734375,1765.7,177,885000,177,16.1239,32.5204,1687.15
-841.4393920898438,1821.52,178,890000,178,15.9828,33.0988,1703.51
-790.233154296875,1483.81,179,895000,179,14.5352,32.4439,1298.63
-699.5340576171875,1828.34,180,900000,180,14.7584,30.468,1565.64
-730.3488159179688,1601.1,181,905000,181,13.6742,31.6277,1635.4
-975.6448974609375,1354.48,182,910000,182,23.6324,31.7735,1118.53
-852.36572265625,1411.04,183,915000,183,43.9535,31.691,1347.63
-964.5706176757812,1622.11,184,920000,184,36.6424,31.4047,1208.73
-1171.6141357421875,185.31,185,925000,185,80.6561,38.4282,202.09
-488.72833251953125,2585.47,186,930000,186,30.105,30.9788,2558.4
-858.9751586914062,1880.17,187,935000,187,25.3995,30.9864,1857.6
-982.7693481445312,1526.23,188,940000,188,27.0213,33.7607,1600.56
-1115.9774169921875,1465.26,189,945000,189,44.715,33.8365,1409.41
-973.3681030273438,1936.25,190,950000,190,29.8369,31.9748,1799.27
-979.7835083007812,1380.98,191,955000,191,49.3852,30.8717,1149.65
-1552.8836669921875,84.01,192,960000,192,92.657,42.0956,91.56
-1493.700439453125,973.24,193,965000,193,60.021,43.8887,973.01
-1497.4031982421875,448.47,194,970000,194,125.1926,35.6406,477.43
-1207.2503662109375,708.7,195,975000,195,35.6471,33.3707,775.57
-1368.7713623046875,657.78,196,980000,196,88.3796,33.2516,867.37
-1298.9014892578125,1010.72,197,985000,197,82.5501,30.9743,727.45
-1299.9530029296875,521.17,198,990000,198,65.3721,31.0291,503.88
-1482.049072265625,178.15,199,995000,199,73.87,34.4446,136.63
