Reward Loss,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Update Time,Running Forward KL,Running Reverse KL
-18071.6015625,79,395000,1784.08,2124.92,79,156.8055,15.7749
-18303.5703125,80,400000,1756.35,2089.11,80,156.8678,15.7272
-18404.205078125,81,405000,1750.85,2090.79,81,157.0409,15.6361
-18782.060546875,82,410000,1775.03,2124.23,82,157.2019,16.0804
-18949.548828125,83,415000,1799.51,2132.54,83,156.9103,15.6895
-19111.548828125,84,420000,1770.53,2110.9,84,156.908,15.733
-19408.2421875,85,425000,1775.5,2148.32,85,157.0801,15.8662
-19562.9921875,86,430000,1753.56,2104.04,86,157.1833,15.4234
-19871.84375,87,435000,1787.03,2142.06,87,157.1053,15.6623
-19962.46484375,88,440000,1781.88,2092.59,88,156.7689,15.3336
-20271.427734375,89,445000,1802.08,2174.04,89,156.7696,15.4446
-20479.580078125,90,450000,1834.96,2170.11,90,156.8353,15.7696
-20718.861328125,91,455000,1790.49,2131.69,91,157.0805,15.4896
-21057.435546875,92,460000,1833.9,2170.14,92,156.7878,15.6578
-21223.525390625,93,465000,1840.1,2180.9,93,156.9001,15.9761
-21349.216796875,94,470000,1797.09,2125.68,94,156.8877,15.5445
-21775.5625,95,475000,1813.75,2166.53,95,156.908,15.7256
-21820.869140625,96,480000,1796.63,2147.19,96,156.6862,15.4613
-22200.06640625,97,485000,1789.81,2155.05,97,156.9268,15.5269
-22433.845703125,98,490000,1818.69,2143.04,98,156.7116,15.762
-22722.552734375,99,495000,1870.41,2236.38,99,157.063,15.883
-22823.166015625,100,500000,1793.45,2140.6,100,156.9094,15.4312
-23101.59375,101,505000,1795.67,2087.34,101,156.8259,15.733
-23444.513671875,102,510000,1833.56,2195.88,102,156.783,15.6082
-23743.7421875,103,515000,1797.3,2121.8,103,156.781,15.3497
-23825.84765625,104,520000,1821.11,2147.53,104,156.7577,15.3766
-24105.66796875,105,525000,1837.6,2191.08,105,156.7661,15.7152
-24343.37890625,106,530000,1849.58,2186.24,106,156.675,15.6637
-24682.48046875,107,535000,1816.59,2148.81,107,156.7075,15.5055
-24899.51953125,108,540000,1831.04,2157.83,108,156.8326,15.3831
-25143.744140625,109,545000,1807.85,2174.07,109,156.7895,15.5369
-25220.9140625,110,550000,1841.5,2148.22,110,156.7644,15.413
-25725.08203125,111,555000,1827.78,2152.3,111,156.7136,15.2688
-25829.16796875,112,560000,1812.89,2172.2,112,156.8846,15.5568
-26190.177734375,113,565000,1851.82,2235.91,113,156.7998,15.5798
-26745.203125,114,570000,1838.85,2204.38,114,156.9035,15.4629
-26621.275390625,115,575000,1827.01,2164.23,115,156.8373,15.2854
-27021.94921875,116,580000,1829.2,2157.85,116,156.7707,15.2844
-27228.138671875,117,585000,1841.35,2171.97,117,156.7965,15.6774
-27471.1640625,118,590000,1802.15,2159.81,118,156.6846,15.5511
-27755.046875,119,595000,1796.24,2124.08,119,156.9317,15.2888
-28119.029296875,120,600000,1852.34,2194.47,120,156.9566,15.3283
-28245.537109375,121,605000,1820.93,2141.22,121,156.7616,15.3256
-28420.548828125,122,610000,1851.53,2174.94,122,156.7596,15.5358
-28815.96484375,123,615000,1845.88,2200.07,123,156.9623,15.6292
-29003.92578125,124,620000,1809.61,2091.23,124,156.76,14.9197
-29297.1796875,125,625000,1843.39,2133.19,125,156.7155,15.2311
-29869.82421875,126,630000,1852.3,2162.41,126,156.9398,15.7648
-29866.078125,127,635000,1819.78,2139.94,127,156.7314,15.4065
-30261.166015625,128,640000,1870.32,2205.93,128,156.7276,15.3509
-30583.759765625,129,645000,1835.72,2226.41,129,156.7112,15.1305
-30746.75390625,130,650000,1855.84,2231.64,130,156.8778,15.3429
-30965.064453125,131,655000,1865.01,2179.63,131,156.8665,15.5069
-31198.859375,132,660000,1814.67,2112.69,132,156.6751,15.0841
-31571.017578125,133,665000,1887.77,2226.33,133,156.913,15.5476
-31765.9296875,134,670000,1818.94,2143.07,134,156.7877,15.3687
-32199.5546875,135,675000,1875.86,2218.92,135,156.7501,15.6079
-32400.25,136,680000,1859.04,2210.17,136,156.5807,15.7253
-32644.228515625,137,685000,1863.87,2138.24,137,156.8568,15.7953
-32950.38671875,138,690000,1846.66,2166.47,138,156.6516,15.0759
-33290.0234375,139,695000,1861.07,2182.28,139,156.7344,15.3681
-33567.93359375,140,700000,1851.47,2212.0,140,156.5978,15.4752
-33990.1484375,141,705000,1854.35,2164.07,141,156.8568,15.4616
-34165.9296875,142,710000,1852.44,2183.22,142,156.8065,15.4883
-34533.8203125,143,715000,1888.21,2192.72,143,156.7924,15.4035
-34701.0859375,144,720000,1830.13,2196.47,144,156.7764,15.1102
-35021.59375,145,725000,1852.47,2149.57,145,156.6028,15.1716
-35355.7734375,146,730000,1856.78,2187.87,146,156.7393,15.3802
-35604.640625,147,735000,1853.75,2186.78,147,156.6796,15.3107
-35941.80078125,148,740000,1862.53,2235.92,148,156.7527,15.0635
-35986.92578125,149,745000,1835.6,2136.68,149,156.797,15.0268
-36445.05078125,150,750000,1887.64,2261.75,150,156.6241,15.4911
-36586.3671875,151,755000,1864.42,2182.9,151,156.5476,15.3794
-37157.75390625,152,760000,1884.61,2273.51,152,156.8042,15.6022
-37153.26953125,153,765000,1859.31,2205.33,153,156.7876,15.301
-37409.37109375,154,770000,1849.75,2199.66,154,156.6273,15.2913
-37852.97265625,155,775000,1872.38,2240.15,155,156.6314,15.5575
-37949.3125,156,780000,1880.6,2232.77,156,156.609,15.11
-38296.07421875,157,785000,1856.48,2177.65,157,156.9013,15.4761
-38494.73828125,158,790000,1844.74,2183.18,158,156.6059,15.2106
-38827.546875,159,795000,1832.4,2149.36,159,156.9765,15.1139
-39081.046875,160,800000,1886.41,2243.22,160,156.5363,15.2325
-39388.625,161,805000,1891.72,2261.12,161,156.8411,15.6936
-39611.92578125,162,810000,1888.86,2251.75,162,156.7689,15.5451
-39942.5390625,163,815000,1868.67,2209.12,163,156.7938,15.2337
-39944.58984375,164,820000,1866.35,2195.44,164,156.6177,15.2475
-40272.94140625,165,825000,1865.94,2202.29,165,156.6095,15.1092
-40712.09765625,166,830000,1880.1,2217.53,166,156.676,15.351
-41084.46875,167,835000,1870.59,2209.54,167,156.6311,15.3823
-41250.21875,168,840000,1913.76,2262.52,168,156.7514,15.293
-41506.85546875,169,845000,1890.54,2198.8,169,156.6765,15.1884
-41963.37890625,170,850000,1860.66,2141.61,170,156.8583,15.2735
-42099.37109375,171,855000,1870.55,2216.1,171,156.6972,15.1613
-42387.515625,172,860000,1885.8,2199.98,172,156.7578,15.301
-42724.22265625,173,865000,1879.28,2235.23,173,156.641,15.1283
-42985.15625,174,870000,1877.46,2226.17,174,156.8459,15.3258
-43384.3671875,175,875000,1873.68,2259.4,175,156.5339,15.2887
-43581.17578125,176,880000,1916.65,2256.84,176,156.7365,15.2685
-43598.21875,177,885000,1895.9,2215.08,177,156.8147,15.1719
-43843.5078125,178,890000,1887.97,2215.45,178,156.7118,15.0638
-44280.375,179,895000,1880.73,2222.64,179,156.631,15.1317
-44373.62109375,180,900000,1878.37,2213.49,180,156.6425,15.224
-44444.09375,181,905000,1843.22,2231.59,181,156.6291,14.8418
-45050.3359375,182,910000,1913.32,2272.42,182,156.5405,15.0433
-45127.98828125,183,915000,1880.68,2274.62,183,156.5424,15.1422
-45243.53515625,184,920000,1835.57,2221.09,184,156.7589,15.1147
-45453.921875,185,925000,1905.96,2211.34,185,156.5521,15.2297
-45716.5859375,186,930000,1917.49,2263.35,186,156.6096,15.359
-45982.2578125,187,935000,1917.46,2219.53,187,156.6884,15.3835
-45939.6171875,188,940000,1894.54,2268.74,188,156.5742,15.1819
-46220.015625,189,945000,1879.14,2251.32,189,156.6048,15.0143
-46322.11328125,190,950000,1925.27,2261.66,190,156.5546,15.1273
-46652.890625,191,955000,1868.25,2246.65,191,156.6965,15.0318
-46627.82421875,192,960000,1902.73,2197.22,192,156.5032,14.9343
-47076.24609375,193,965000,1855.96,2203.51,193,156.6602,14.9325
-47066.98828125,194,970000,1880.63,2260.84,194,156.6558,15.0436
-47343.6875,195,975000,1903.15,2215.31,195,156.5866,14.8869
-47337.98046875,196,980000,1903.87,2246.22,196,156.6596,15.0393
-47620.32421875,197,985000,1908.39,2272.71,197,156.6296,15.1948
-47931.68359375,198,990000,1884.63,2255.81,198,156.6221,15.0943
-47826.26171875,199,995000,1891.88,2245.6,199,156.5347,14.9879
-48124.50390625,200,1000000,1859.58,2202.02,200,156.539,15.0497
-48167.25390625,201,1005000,1879.3,2176.4,201,156.8206,14.8776
-48499.46484375,202,1010000,1863.64,2165.08,202,156.7635,14.954
-48555.7734375,203,1015000,1847.35,2166.1,203,156.714,14.9158
-48761.125,204,1020000,1852.88,2158.7,204,156.7727,14.9191
-48942.97265625,205,1025000,1868.88,2186.63,205,156.8087,14.8943
-49074.0390625,206,1030000,1863.31,2177.25,206,156.7244,14.8609
-49064.203125,207,1035000,1885.32,2188.89,207,156.6337,15.0778
-49492.26171875,208,1040000,1892.74,2205.95,208,156.6968,15.0601
-49774.53515625,209,1045000,1857.96,2183.5,209,156.7648,14.9753
-49708.25390625,210,1050000,1878.22,2192.25,210,156.759,15.0153
-49825.296875,211,1055000,1887.67,2173.97,211,156.6085,14.9427
-50208.234375,212,1060000,1863.08,2132.58,212,156.7356,14.876
-50386.15625,213,1065000,1878.54,2215.23,213,156.7792,14.9403
-50545.01953125,214,1070000,1882.1,2206.2,214,156.6828,14.9462
-50624.97265625,215,1075000,1867.88,2206.62,215,156.6609,14.8385
-50647.54296875,216,1080000,1865.98,2195.04,216,156.6719,14.9631
-50799.62109375,217,1085000,1887.25,2192.35,217,156.7782,14.8363
-50810.49609375,218,1090000,1869.59,2200.68,218,156.672,14.8253
-51190.484375,219,1095000,1870.96,2202.44,219,156.7728,14.9958
-51261.75390625,220,1100000,1871.48,2186.88,220,156.77,15.0872
-51429.0390625,221,1105000,1843.55,2201.2,221,156.8577,14.9385
-51494.30859375,222,1110000,1862.25,2181.57,222,156.7568,14.7742
-51600.8828125,223,1115000,1875.15,2193.38,223,156.5796,14.7267
-51708.28515625,224,1120000,1878.28,2224.05,224,156.7926,14.8409
-51807.25390625,225,1125000,1893.8,2227.33,225,156.698,14.8361
-51899.45703125,226,1130000,1876.41,2174.6,226,156.6895,14.8501
-52220.11328125,227,1135000,1867.72,2205.62,227,156.6305,14.8121
-52285.50390625,228,1140000,1862.56,2183.92,228,156.7169,14.8736
-52300.0625,229,1145000,1880.92,2203.32,229,156.6699,14.7956
-52450.59765625,230,1150000,1860.82,2170.22,230,156.718,14.6507
-52378.39453125,231,1155000,1889.59,2191.96,231,156.514,14.7961
-52632.29296875,232,1160000,1864.64,2192.58,232,156.7816,14.8915
-52724.0078125,233,1165000,1881.28,2186.14,233,156.6821,14.7487
-52922.9296875,234,1170000,1897.48,2226.83,234,156.7122,14.8318
-53090.32421875,235,1175000,1876.33,2221.54,235,156.6599,14.7734
-52969.2109375,236,1180000,1858.89,2219.75,236,156.7899,14.7309
-53233.921875,237,1185000,1901.77,2228.49,237,156.6923,14.8522
-53407.95703125,238,1190000,1877.82,2210.81,238,156.7171,14.9267
-53422.65625,239,1195000,1877.48,2194.81,239,156.6131,14.6688
-53469.21875,240,1200000,1889.0,2217.73,240,156.7453,14.6662
-53848.86328125,241,1205000,1881.81,2215.65,241,156.6475,14.7083
-53888.65625,242,1210000,1886.1,2202.16,242,156.6315,14.7834
-54069.859375,243,1215000,1873.23,2199.1,243,156.7434,14.7933
-54252.765625,244,1220000,1895.29,2234.6,244,156.6445,14.9002
-54241.84375,245,1225000,1883.83,2199.31,245,156.6228,14.8654
-54477.95703125,246,1230000,1896.08,2227.71,246,156.8349,14.887
-54496.078125,247,1235000,1881.48,2206.78,247,156.7507,15.0109
-54737.98046875,248,1240000,1896.13,2246.23,248,156.6954,14.9099
-54865.140625,249,1245000,1922.4,2253.29,249,156.6018,14.8332
-54934.78515625,250,1250000,1909.92,2261.7,250,156.7215,14.8583
-54944.1328125,251,1255000,1877.76,2212.15,251,156.8308,14.6592
-55121.4140625,252,1260000,1899.71,2247.21,252,156.4221,14.8756
-55348.23828125,253,1265000,1897.43,2264.76,253,156.5169,14.8438
-55321.92578125,254,1270000,1897.26,2254.62,254,156.6836,15.0392
-55475.55859375,255,1275000,1906.85,2267.74,255,156.7223,14.8678
-55815.890625,256,1280000,1891.22,2243.11,256,156.6317,14.6981
-55674.93359375,257,1285000,1896.22,2243.45,257,156.4982,14.8872
-55627.03515625,258,1290000,1892.23,2233.92,258,156.6512,14.8863
-55892.90234375,259,1295000,1900.07,2231.66,259,156.6982,14.8189
-56070.36328125,260,1300000,1917.08,2280.73,260,156.5062,14.6324
-56048.51171875,261,1305000,1907.52,2252.95,261,156.6543,14.8428
-56284.3828125,262,1310000,1889.73,2238.03,262,156.5721,14.7703
-56450.83203125,263,1315000,1904.9,2248.94,263,156.5941,14.7951
-56673.33984375,264,1320000,1910.6,2245.01,264,156.4993,14.8819
-56694.7421875,265,1325000,1903.63,2244.8,265,156.7564,14.8768
-56909.9375,266,1330000,1921.71,2257.11,266,156.6876,14.9603
-57018.4296875,267,1335000,1935.44,2282.35,267,156.6455,14.9424
-57080.19140625,268,1340000,1896.45,2262.2,268,156.6856,14.8755
-57104.80078125,269,1345000,1909.0,2249.63,269,156.6794,14.8299
-57470.99609375,270,1350000,1910.8,2256.52,270,156.7293,14.9207
-57420.6875,271,1355000,1874.9,2204.47,271,156.6947,14.6248
-57357.79296875,272,1360000,1875.86,2206.62,272,156.659,14.7117
-57593.23046875,273,1365000,1896.53,2258.65,273,156.5897,14.9417
-57714.82421875,274,1370000,1877.01,2235.03,274,156.7472,14.7392
-57895.25390625,275,1375000,1884.47,2242.39,275,156.6164,14.7057
-58209.33984375,276,1380000,1900.18,2268.72,276,156.5887,14.7606
-58154.7265625,277,1385000,1896.42,2258.67,277,156.4063,14.8165
-58328.95703125,278,1390000,1891.65,2228.54,278,156.4465,14.8201
-58196.8828125,279,1395000,1901.35,2241.71,279,156.5646,14.833
-58520.38671875,280,1400000,1913.42,2280.1,280,156.606,14.8957
-58503.2109375,281,1405000,1917.13,2268.64,281,156.5889,14.9039
-58833.98828125,282,1410000,1885.69,2237.27,282,156.5247,14.7416
-58835.0078125,283,1415000,1911.78,2267.0,283,156.6526,14.9445
-59136.52734375,284,1420000,1919.75,2253.87,284,156.5549,14.9096
-59135.64453125,285,1425000,1923.45,2284.04,285,156.504,15.1131
-59211.828125,286,1430000,1898.5,2260.79,286,156.6522,14.8857
-59369.8203125,287,1435000,1901.02,2268.53,287,156.6937,15.1085
-59403.35546875,288,1440000,1890.17,2252.35,288,156.4967,14.8192
-59643.30078125,289,1445000,1934.96,2292.64,289,156.6924,15.0096
-59641.88671875,290,1450000,1904.91,2267.92,290,156.5607,14.9624
-59659.609375,291,1455000,1916.09,2265.44,291,156.6969,14.9266
-59837.9375,292,1460000,1907.16,2266.99,292,156.6668,14.7642
-60202.24609375,293,1465000,1937.45,2300.48,293,156.5602,14.9688
-59967.234375,294,1470000,1907.95,2276.67,294,156.6366,14.9794
-60209.40234375,295,1475000,1915.14,2276.34,295,156.532,14.9613
-60572.60546875,296,1480000,1942.55,2307.75,296,156.5048,15.0667
-60568.4609375,297,1485000,1905.94,2268.06,297,156.6558,14.8959
-60404.8671875,298,1490000,1921.66,2283.36,298,156.6663,14.9998
-60524.72265625,299,1495000,1923.68,2276.18,299,156.5102,14.9252
-60812.76953125,300,1500000,1918.0,2288.34,300,156.5986,14.8924
-60880.921875,301,1505000,1929.8,2294.71,301,156.5401,14.9453
-61058.578125,302,1510000,1917.95,2270.88,302,156.4966,14.9599
-60900.4296875,303,1515000,1929.88,2284.29,303,156.6629,15.0859
-61199.27734375,304,1520000,1943.83,2298.22,304,156.5981,14.9076
-61197.0,305,1525000,1930.46,2293.49,305,156.5232,14.9181
-61159.59375,306,1530000,1901.74,2276.99,306,156.4579,14.8671
-61363.6171875,307,1535000,1924.41,2286.97,307,156.4529,14.8854
-61599.4453125,308,1540000,1950.96,2312.5,308,156.4325,15.09
-61508.9296875,309,1545000,1936.08,2312.9,309,156.7228,14.8548
-61878.89453125,310,1550000,1944.12,2312.08,310,156.5758,14.9671
-61971.32421875,311,1555000,1963.42,2312.09,311,156.5822,15.0203
-62046.2109375,312,1560000,1944.23,2301.47,312,156.469,14.8834
-62280.984375,313,1565000,1943.6,2290.88,313,156.493,14.9914
-62234.48046875,314,1570000,1950.72,2295.71,314,156.5687,14.9249
-62318.9765625,315,1575000,1964.55,2318.1,315,156.4886,14.9158
-62487.0,316,1580000,1953.22,2298.63,316,156.4891,15.061
-62526.16015625,317,1585000,1953.48,2319.07,317,156.6382,15.0025
-62637.15625,318,1590000,1935.13,2273.33,318,156.5916,15.0553
-62610.8828125,319,1595000,1945.07,2310.99,319,156.571,14.8666
-63109.54296875,320,1600000,1950.16,2316.86,320,156.6676,15.1237
-62915.73046875,321,1605000,1928.13,2328.25,321,156.6345,14.8062
-62992.44140625,322,1610000,1958.65,2309.56,322,156.4957,14.9131
-63286.109375,323,1615000,1948.37,2319.17,323,156.5161,15.045
-63380.70703125,324,1620000,1957.6,2316.04,324,156.64,15.0086
-63180.33203125,325,1625000,1941.71,2285.51,325,156.6685,14.9554
-63550.7734375,326,1630000,1934.7,2316.39,326,156.4868,14.9319
-63456.17578125,327,1635000,1956.04,2326.96,327,156.5747,15.0209
-63590.58984375,328,1640000,1972.25,2342.47,328,156.3834,14.857
-63741.77734375,329,1645000,1957.08,2328.33,329,156.4624,14.9383
-63675.38671875,330,1650000,1958.55,2310.21,330,156.5826,14.8498
-63948.19140625,331,1655000,1930.85,2326.07,331,156.5811,14.8647
-64143.70703125,332,1660000,1957.03,2302.28,332,156.643,14.9316
-64173.11328125,333,1665000,1944.18,2307.15,333,156.5551,14.849
-64157.56640625,334,1670000,1959.2,2334.92,334,156.4931,14.6813
-64470.5703125,335,1675000,1966.35,2330.39,335,156.5219,14.899
-64362.30078125,336,1680000,1950.29,2296.4,336,156.6066,14.8867
-64974.33203125,337,1685000,1959.43,2334.53,337,156.5201,14.9848
-64728.72265625,338,1690000,1967.09,2310.52,338,156.5104,14.7843
-64868.98046875,339,1695000,1944.97,2351.1,339,156.5706,15.1039
-65041.6484375,340,1700000,1941.84,2325.44,340,156.536,14.9616
-65124.5546875,341,1705000,1942.26,2331.73,341,156.5325,15.0603
-65235.9296875,342,1710000,1951.4,2327.16,342,156.5577,14.8963
-65412.71875,343,1715000,1956.36,2328.67,343,156.564,15.1193
-65293.796875,344,1720000,1956.33,2347.71,344,156.4753,15.0938
-65551.8125,345,1725000,1968.19,2341.05,345,156.5501,15.0724
-65705.4765625,346,1730000,1957.44,2345.51,346,156.5407,15.0548
-65600.3125,347,1735000,1968.75,2336.84,347,156.5381,15.172
-65838.7734375,348,1740000,1952.59,2345.39,348,156.5774,14.9755
-65867.4140625,349,1745000,1958.61,2330.35,349,156.4155,14.9661
-66022.4453125,350,1750000,1937.16,2346.59,350,156.5879,14.9706
-66298.8046875,351,1755000,1958.66,2337.89,351,156.5353,15.0373
-65920.296875,352,1760000,1960.46,2342.19,352,156.5372,15.052
-66213.828125,353,1765000,1951.44,2332.23,353,156.6253,14.9746
-66293.0078125,354,1770000,1956.07,2337.49,354,156.5761,15.1087
-66547.421875,355,1775000,1943.44,2337.0,355,156.6113,14.9115
-66836.7890625,356,1780000,1960.9,2339.15,356,156.5921,15.1361
-66717.2578125,357,1785000,1956.6,2316.59,357,156.4231,15.031
-66870.2890625,358,1790000,1949.08,2317.31,358,156.4756,15.0772
-67033.3125,359,1795000,1956.29,2324.24,359,156.6802,15.2353
-66904.125,360,1800000,1964.09,2325.07,360,156.5815,14.9976
-66948.484375,361,1805000,1903.42,2311.66,361,156.5197,15.0714
-67368.4375,362,1810000,1965.45,2340.17,362,156.6737,15.2898
-67226.7890625,363,1815000,1939.43,2312.58,363,156.4518,14.9434
-67271.2421875,364,1820000,1944.51,2311.77,364,156.2979,14.7454
-67492.8515625,365,1825000,1939.94,2324.17,365,156.5036,14.9984
-67388.53125,366,1830000,1989.03,2358.49,366,156.7034,14.996
-67703.046875,367,1835000,1946.41,2336.04,367,156.5189,15.1044
-67661.3046875,368,1840000,1950.71,2315.27,368,156.7654,15.0781
-68076.8515625,369,1845000,1945.89,2179.49,369,156.5432,15.2003
-68154.2265625,370,1850000,1969.03,2344.89,370,156.4363,15.0892
-68006.5703125,371,1855000,1964.71,2313.75,371,156.362,14.925
-67936.078125,372,1860000,1952.17,2311.71,372,156.5327,14.9164
-68033.7265625,373,1865000,1935.21,2313.42,373,156.5776,15.0599
-68392.75,374,1870000,1943.94,2322.06,374,156.5271,14.8652
-68308.796875,375,1875000,1953.33,2320.44,375,156.5682,15.0007
-68461.3046875,376,1880000,1924.09,2312.75,376,156.6073,14.9258
-68403.09375,377,1885000,1948.48,2313.91,377,156.5186,14.8982
-68490.5078125,378,1890000,1934.91,2305.17,378,156.4885,14.7526
-68632.8203125,379,1895000,1938.71,2320.28,379,156.4772,14.8312
-68541.390625,380,1900000,1938.52,2295.84,380,156.7326,14.9258
-69036.1484375,381,1905000,1943.38,2326.38,381,156.5745,14.9756
-69067.4765625,382,1910000,1953.93,2335.91,382,156.6048,14.7586
-69210.6640625,383,1915000,1933.51,2340.53,383,156.765,15.0154
-69023.75,384,1920000,1930.28,2299.76,384,156.5678,14.8417
-68951.3984375,385,1925000,1917.23,2261.16,385,156.5432,14.7722
-69110.6875,386,1930000,1931.56,2297.61,386,156.5752,14.8985
-69112.546875,387,1935000,1912.52,2267.28,387,156.6262,14.6756
-69445.96875,388,1940000,1918.0,2274.57,388,156.6355,15.0471
-69520.0390625,389,1945000,1946.88,2292.56,389,156.7045,15.0606
-69370.78125,390,1950000,1944.29,2311.82,390,156.6704,14.9633
-69645.328125,391,1955000,1932.51,2289.16,391,156.64,14.689
-69877.515625,392,1960000,1924.63,2305.71,392,156.4497,14.7246
-69786.0625,393,1965000,1948.4,2319.18,393,156.6136,14.9984
-70062.7265625,394,1970000,1936.76,2314.96,394,156.552,14.8883
