Real Sto Return,Running Forward KL,Reward Loss,Itration,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL
1771.16,156.7644,-3843.109130859375,109,109,2087.18,545000,15.1219
1790.99,156.8327,-3918.930419921875,110,110,2121.99,550000,15.8353
1769.71,156.7953,-3947.341064453125,111,111,2119.96,555000,15.5241
1827.17,156.5413,-3985.44873046875,112,112,2160.92,560000,15.5485
1797.65,156.6626,-4020.65185546875,113,113,2146.3,565000,15.3064
1774.89,156.6718,-4096.97509765625,114,114,2164.7,570000,15.2559
1808.7,156.6219,-4099.80419921875,115,115,2197.92,575000,15.5757
1754.41,156.7278,-4162.0283203125,116,116,2062.9,580000,15.1824
1802.22,156.9309,-4241.25634765625,117,117,2158.99,585000,15.9744
1780.68,156.784,-4271.9794921875,118,118,2127.11,590000,15.4379
1798.61,156.6744,-4289.44091796875,119,119,2113.16,595000,15.5413
1820.07,156.7249,-4307.7646484375,120,120,2149.3,600000,15.6638
1838.67,156.8465,-4397.0830078125,121,121,2172.81,605000,15.8296
1821.32,156.6468,-4411.427734375,122,122,2137.27,610000,15.1966
1804.1,156.6922,-4524.251953125,123,123,2156.4,615000,15.5488
1817.03,156.7243,-4535.6044921875,124,124,2134.46,620000,15.4184
1797.44,156.6967,-4612.4521484375,125,125,2128.3,625000,15.3478
1822.65,156.5702,-4640.15673828125,126,126,2080.58,630000,15.3826
1803.14,156.724,-4698.4404296875,127,127,2141.7,635000,15.423
1836.71,156.6886,-4721.357421875,128,128,2185.96,640000,15.3658
1803.0,156.7624,-4762.736328125,129,129,2153.77,645000,15.371
1839.0,156.7209,-4820.56689453125,130,130,2186.12,650000,15.5162
1807.85,156.7384,-4879.80908203125,131,131,2175.12,655000,15.3679
1811.86,156.6886,-4901.31005859375,132,132,2122.23,660000,15.4898
1836.28,156.772,-4940.34765625,133,133,2157.82,665000,15.1845
1806.93,156.641,-5040.9326171875,134,134,2112.38,670000,15.107
1811.69,156.7274,-5053.09423828125,135,135,2130.98,675000,15.2321
1811.48,156.7999,-5107.6689453125,136,136,2161.39,680000,15.1482
1805.37,156.8186,-5155.35302734375,137,137,2155.65,685000,15.1098
1805.54,156.7963,-5227.72314453125,138,138,2080.88,690000,15.3507
1815.78,156.7731,-5213.78466796875,139,139,2183.17,695000,15.5413
1760.2,156.8,-5268.28955078125,140,140,2024.95,700000,15.2748
1798.65,156.6723,-5289.78857421875,141,141,2125.6,705000,15.1402
1842.44,156.8933,-5333.2421875,142,142,2194.86,710000,15.374
1810.42,156.8719,-5421.10888671875,143,143,2131.68,715000,15.5925
1803.07,156.8156,-5446.86279296875,144,144,2096.53,720000,15.2853
1820.79,156.6833,-5484.3720703125,145,145,2156.6,725000,15.3957
1783.15,156.9022,-5511.87451171875,146,146,2123.63,730000,15.2921
1778.22,156.8128,-5536.32421875,147,147,2071.1,735000,15.0291
1792.3,156.813,-5584.00048828125,148,148,2131.39,740000,15.5578
1830.26,156.6882,-5569.2431640625,149,149,2157.89,745000,15.2125
1832.62,156.7676,-5601.18896484375,150,150,2097.32,750000,15.4157
1867.31,156.6232,-5594.001953125,151,151,2231.33,755000,15.621
1856.96,156.7606,-5698.54443359375,152,152,2185.36,760000,15.5526
1836.86,156.6405,-5725.6728515625,153,153,2170.21,765000,15.3164
1808.26,156.7198,-5781.50439453125,154,154,2142.26,770000,15.3553
1813.29,156.8699,-5821.7900390625,155,155,2135.35,775000,15.2961
1836.7,156.6852,-5866.05859375,156,156,2135.27,780000,15.4407
1882.08,156.5188,-5838.43310546875,157,157,2199.68,785000,15.6338
1778.21,156.7186,-5928.9931640625,158,158,2117.92,790000,15.5189
1852.33,156.6856,-5978.14599609375,159,159,2215.67,795000,15.7554
1845.51,156.6519,-5997.63671875,160,160,2178.05,800000,15.4217
1810.68,156.833,-6064.48583984375,161,161,2164.39,805000,15.0915
1879.28,156.6011,-6072.2255859375,162,162,2210.57,810000,15.6575
1881.43,156.6449,-6070.712890625,163,163,2216.27,815000,15.2966
1860.97,156.7138,-6094.3466796875,164,164,2181.88,820000,15.4483
1878.42,156.6055,-6147.796875,165,165,2255.66,825000,15.6408
1849.42,156.8321,-6214.435546875,166,166,2190.88,830000,15.6682
1846.73,156.7004,-6228.5625,167,167,2204.77,835000,15.6441
1893.89,156.7116,-6243.78271484375,168,168,2210.99,840000,15.5815
1892.57,156.5285,-6283.29052734375,169,169,2240.49,845000,15.6748
1847.18,156.7892,-6360.2626953125,170,170,2201.85,850000,15.4862
1809.96,156.8837,-6451.099609375,171,171,2200.65,855000,15.3567
1863.38,156.7573,-6434.640625,172,172,2237.3,860000,15.5211
1838.94,156.8434,-6490.78173828125,173,173,2126.38,865000,15.4976
1864.34,156.8076,-6510.46240234375,174,174,2216.5,870000,15.4326
1856.08,156.7972,-6540.04345703125,175,175,2224.07,875000,15.5376
1876.16,156.8219,-6600.96826171875,176,176,2255.4,880000,15.7165
1880.23,156.5838,-6627.205078125,177,177,2217.97,885000,15.4842
1865.68,156.7235,-6731.05859375,178,178,2191.89,890000,15.5773
1883.98,156.8097,-6734.1630859375,179,179,2245.08,895000,15.5034
1862.03,156.9058,-6764.63818359375,180,180,2250.46,900000,15.8627
1901.96,156.7128,-6795.19970703125,181,181,2246.75,905000,15.4549
1897.68,156.7914,-6881.43701171875,182,182,2224.54,910000,15.7069
1834.81,156.6929,-6927.24853515625,183,183,2222.3,915000,15.3039
1870.87,156.6372,-6925.392578125,184,184,2246.85,920000,15.2211
1813.84,156.4512,-6997.32470703125,185,185,2135.63,925000,15.1753
1880.12,156.6365,-7031.0546875,186,186,2214.19,930000,15.7449
1858.86,156.7091,-7053.99169921875,187,187,2189.28,935000,15.4649
1880.01,156.9797,-7126.072265625,188,188,2242.71,940000,15.7108
1864.63,156.751,-7107.53369140625,189,189,2211.23,945000,15.3868
1876.3,156.7079,-7162.1484375,190,190,2179.88,950000,15.4274
1843.53,156.6191,-7184.498046875,191,191,2237.84,955000,15.2809
1861.63,156.66,-7229.67431640625,192,192,2180.54,960000,15.1215
1865.13,156.8292,-7268.72705078125,193,193,2159.47,965000,15.4122
1881.71,156.6984,-7347.22607421875,194,194,2221.97,970000,15.3743
1877.12,156.7252,-7401.236328125,195,195,2207.9,975000,15.724
1865.97,156.6824,-7433.89404296875,196,196,2202.78,980000,15.4499
1899.53,156.8138,-7492.7138671875,197,197,2262.0,985000,15.5763
1898.24,156.6971,-7451.35205078125,198,198,2250.09,990000,15.5178
1855.76,156.7763,-7565.28759765625,199,199,2250.42,995000,15.7415
1855.0,156.78,-7569.70263671875,200,200,2202.34,1000000,15.324
1865.9,156.7002,-7620.7138671875,201,201,2234.78,1005000,15.5909
1871.4,156.6288,-7595.8759765625,202,202,2235.77,1010000,15.5615
1844.96,156.624,-7644.00830078125,203,203,2208.78,1015000,15.2637
1854.59,156.6275,-7684.17822265625,204,204,2211.82,1020000,15.2152
1869.19,156.6767,-7709.15283203125,205,205,2225.59,1025000,15.3448
1839.76,156.7432,-7721.63427734375,206,206,2227.3,1030000,15.3414
1845.86,156.5348,-7743.02294921875,207,207,2201.29,1035000,15.1949
1834.53,156.6266,-7789.67041015625,208,208,2216.96,1040000,15.3049
1857.53,156.5918,-7807.43017578125,209,209,2230.84,1045000,15.424
1857.13,156.5769,-7837.04150390625,210,210,2229.55,1050000,15.2498
1871.97,156.7353,-7872.5634765625,211,211,2219.48,1055000,15.4518
1827.76,156.6453,-7933.1201171875,212,212,2196.58,1060000,15.3684
1849.54,156.728,-7968.0185546875,213,213,2215.91,1065000,15.4973
1844.68,156.5462,-8005.814453125,214,214,2212.14,1070000,15.3751
1842.21,156.6531,-8001.64794921875,215,215,2213.84,1075000,15.4878
1843.64,156.7488,-8073.58447265625,216,216,2221.91,1080000,15.4447
1841.25,156.691,-8090.88818359375,217,217,2208.01,1085000,15.4191
1835.78,156.7842,-8127.8486328125,218,218,2204.32,1090000,15.4481
1846.8,156.7818,-8138.421875,219,219,2208.86,1095000,15.4544
1835.4,156.681,-8191.681640625,220,220,2219.1,1100000,15.4155
1867.2,156.6828,-8216.443359375,221,221,2223.82,1105000,15.3432
1863.41,156.6445,-8243.8837890625,222,222,2241.06,1110000,15.3265
1858.87,156.7965,-8286.3720703125,223,223,2233.67,1115000,15.5981
1872.83,156.6793,-8264.6572265625,224,224,2227.28,1120000,15.352
1876.62,156.6835,-8298.19921875,225,225,2240.49,1125000,15.1689
1890.01,156.5998,-8336.23828125,226,226,2243.21,1130000,15.4732
1852.59,156.7234,-8418.810546875,227,227,2212.66,1135000,15.2726
1887.47,156.6448,-8408.98828125,228,228,2237.59,1140000,15.4791
1884.2,156.5605,-8453.2666015625,229,229,2225.82,1145000,15.486
1868.28,156.6707,-8473.8623046875,230,230,2232.73,1150000,15.3426
1897.49,156.6169,-8516.4150390625,231,231,2245.41,1155000,15.4008
1869.04,156.5993,-8557.853515625,232,232,2229.16,1160000,15.2873
1865.63,156.7543,-8578.921875,233,233,2215.84,1165000,15.2423
1819.38,156.7736,-8605.865234375,234,234,2216.78,1170000,15.1651
1863.41,156.7041,-8635.392578125,235,235,2209.67,1175000,15.2999
1880.27,156.742,-8674.70703125,236,236,2245.85,1180000,15.2788
1828.03,156.6856,-8739.2451171875,237,237,2235.72,1185000,15.2254
1849.29,156.5858,-8747.3232421875,238,238,2239.22,1190000,15.2286
1830.9,156.5965,-8776.146484375,239,239,2241.58,1195000,15.2683
1898.03,156.6892,-8803.1064453125,240,240,2249.87,1200000,15.2803
1880.62,156.6655,-8867.5849609375,241,241,2242.79,1205000,15.4299
1856.9,156.625,-8882.751953125,242,242,2235.0,1210000,15.2567
1865.14,156.4387,-8909.47265625,243,243,2249.7,1215000,15.3076
1829.93,156.7304,-8942.6103515625,244,244,2241.63,1220000,15.3749
1830.04,156.7467,-8961.4658203125,245,245,2249.83,1225000,15.4717
1860.33,156.6302,-8994.7490234375,246,246,2238.24,1230000,15.4082
1848.66,156.7173,-9043.70703125,247,247,2242.12,1235000,15.3273
1878.05,156.7131,-9071.2109375,248,248,2244.78,1240000,15.4895
1862.79,156.7291,-9124.2841796875,249,249,2238.26,1245000,15.3019
1848.65,156.6738,-9184.2919921875,250,250,2225.68,1250000,15.4988
1884.86,156.6551,-9198.50390625,251,251,2256.29,1255000,15.4647
1890.59,156.7802,-9223.6962890625,252,252,2243.39,1260000,15.5265
1824.98,156.6623,-9233.1181640625,253,253,2243.54,1265000,15.1222
1875.44,156.7426,-9292.0234375,254,254,2232.63,1270000,15.4269
1881.73,156.7331,-9321.1572265625,255,255,2235.87,1275000,15.4117
1905.33,156.7681,-9381.6474609375,256,256,2257.71,1280000,15.6606
1898.84,156.7964,-9380.5458984375,257,257,2245.82,1285000,15.5849
1885.11,156.6946,-9434.515625,258,258,2222.44,1290000,15.4391
1859.81,156.7675,-9455.6064453125,259,259,2192.29,1295000,15.2869
1858.48,156.6454,-9489.6123046875,260,260,2241.18,1300000,15.4748
1887.75,156.7449,-9519.986328125,261,261,2242.46,1305000,15.4973
1882.77,156.8232,-9544.3486328125,262,262,2258.28,1310000,15.2826
1888.01,156.7456,-9634.5810546875,263,263,2244.72,1315000,15.6407
1892.02,156.8254,-9623.4912109375,264,264,2246.44,1320000,15.5203
1871.05,156.7212,-9668.2939453125,265,265,2247.39,1325000,15.3809
1886.89,156.6395,-9676.2783203125,266,266,2229.96,1330000,15.3359
1870.44,156.8896,-9715.5390625,267,267,2235.18,1335000,15.3375
1842.98,156.7654,-9716.4638671875,268,268,2209.59,1340000,15.2392
1905.95,156.7003,-9752.0791015625,269,269,2279.56,1345000,15.3165
1907.63,156.6906,-9769.80078125,270,270,2254.36,1350000,15.408
1868.87,156.7604,-9808.5029296875,271,271,2230.55,1355000,15.3156
1866.69,156.6848,-9803.7197265625,272,272,2220.25,1360000,15.1207
1853.64,156.8876,-9836.9326171875,273,273,2202.47,1365000,15.497
1884.98,156.7165,-9856.7802734375,274,274,2268.41,1370000,15.2405
1891.6,156.6832,-9882.447265625,275,275,2249.63,1375000,15.3439
1877.67,156.7854,-9920.966796875,276,276,2204.86,1380000,15.4175
1861.4,156.6417,-9943.7880859375,277,277,2220.29,1385000,15.3081
1865.95,156.5603,-9944.8505859375,278,278,2170.78,1390000,15.0564
1878.79,156.576,-10018.2255859375,279,279,2169.99,1395000,15.2274
1897.41,156.7977,-10021.2587890625,280,280,2254.24,1400000,15.3666
1879.7,156.6575,-10024.0068359375,281,281,2214.47,1405000,15.2506
1831.88,156.6564,-10056.4599609375,282,282,2171.57,1410000,15.0138
1803.01,156.7672,-10103.013671875,283,283,2085.44,1415000,15.2075
1847.25,156.6637,-10130.6943359375,284,284,2214.7,1420000,15.3256
1894.95,156.707,-10122.07421875,285,285,2252.21,1425000,15.3211
1812.95,156.5908,-10143.0966796875,286,286,1582.1,1430000,15.1852
1878.87,156.6706,-10208.7841796875,287,287,1969.11,1435000,15.2311
1874.69,156.7746,-10229.443359375,288,288,2215.38,1440000,15.2966
1875.46,156.6615,-10236.3740234375,289,289,2226.17,1445000,15.1305
1883.34,156.7081,-10292.4482421875,290,290,2204.76,1450000,15.388
1875.7,156.5424,-10291.5810546875,291,291,1489.6,1455000,15.442
1885.47,156.781,-10306.6533203125,292,292,1129.04,1460000,15.4169
1854.55,156.6468,-10332.6025390625,293,293,1961.63,1465000,15.2239
1853.44,156.581,-10332.572265625,294,294,1887.22,1470000,15.1504
1870.91,156.6082,-10366.2939453125,295,295,2127.25,1475000,15.2064
1867.23,156.6947,-10388.6923828125,296,296,1219.0,1480000,15.3402
1876.83,156.6808,-10379.19921875,297,297,2102.47,1485000,15.279
1809.53,156.7283,-10410.3603515625,298,298,1107.27,1490000,14.967
1801.65,156.6199,-10402.4951171875,299,299,1573.59,1495000,15.0336
1856.22,156.6911,-10423.8701171875,300,300,1838.11,1500000,14.9922
1823.23,156.6988,-10464.453125,301,301,1927.53,1505000,15.1584
1824.12,156.6675,-10439.5478515625,302,302,1980.57,1510000,15.2762
1879.27,156.6134,-10520.462890625,303,303,2073.01,1515000,15.3515
1816.41,156.7347,-10523.1328125,304,304,1789.04,1520000,15.037
1859.81,156.6937,-10529.22265625,305,305,1996.28,1525000,15.1933
1869.97,156.5597,-10532.9716796875,306,306,2212.72,1530000,15.1095
1858.9,156.5298,-10558.015625,307,307,2234.92,1535000,15.4233
1836.93,156.6276,-10544.591796875,308,308,2202.79,1540000,15.064
1863.9,156.6903,-10577.701171875,309,309,2217.14,1545000,15.1268
1837.68,156.5815,-10607.8017578125,310,310,2210.17,1550000,15.0559
1846.75,156.726,-10618.6572265625,311,311,2229.66,1555000,15.1018
1865.73,156.7188,-10610.787109375,312,312,2215.16,1560000,15.1047
1817.41,156.6753,-10653.2490234375,313,313,2236.8,1565000,15.2374
1860.6,156.8742,-10666.90234375,314,314,2198.6,1570000,15.2185
1861.23,156.7498,-10717.08984375,315,315,2197.35,1575000,15.403
1836.84,156.5705,-10712.08203125,316,316,2225.58,1580000,15.2193
1850.56,156.774,-10735.4833984375,317,317,2227.57,1585000,15.4568
1886.14,156.6884,-10724.0537109375,318,318,2250.43,1590000,15.4441
1867.31,156.7591,-10779.03515625,319,319,2227.34,1595000,15.4238
1856.48,156.6624,-10800.521484375,320,320,2222.65,1600000,15.2518
1808.52,156.6795,-10773.591796875,321,321,2112.48,1605000,15.2651
1842.44,156.6419,-10786.7900390625,322,322,2173.09,1610000,15.2059
1832.22,156.6772,-10794.2998046875,323,323,1843.45,1615000,15.4215
1765.93,156.7993,-10855.2646484375,324,324,2029.64,1620000,15.133
1856.14,156.6086,-10853.982421875,325,325,2207.85,1625000,15.2268
1858.53,156.7806,-10856.3955078125,326,326,2175.53,1630000,15.3914
1845.25,156.7735,-10877.9736328125,327,327,2031.02,1635000,15.2351
1823.07,156.7554,-10862.568359375,328,328,2135.91,1640000,15.1158
1863.54,156.6462,-10898.9580078125,329,329,2187.72,1645000,15.1554
1809.27,156.5782,-10917.92578125,330,330,2000.07,1650000,15.1603
1826.07,156.5315,-10928.791015625,331,331,2177.28,1655000,15.162
1828.53,156.6264,-10939.0908203125,332,332,1918.08,1660000,15.1262
1805.12,156.6725,-10926.412109375,333,333,1743.01,1665000,14.9339
1835.08,156.7635,-11011.0205078125,334,334,1499.41,1670000,15.2164
1853.52,156.5083,-11007.22265625,335,335,1992.15,1675000,15.0514
1833.26,156.5694,-10986.6376953125,336,336,2197.13,1680000,15.0364
1865.24,156.7949,-11051.921875,337,337,2219.92,1685000,15.4374
1836.99,156.6997,-11066.548828125,338,338,2173.72,1690000,15.2712
1837.5,156.792,-11054.16015625,339,339,2155.32,1695000,15.0204
1873.1,156.73,-11100.2216796875,340,340,2195.93,1700000,15.2673
1890.16,156.6071,-11112.861328125,341,341,2203.3,1705000,15.2431
1830.9,156.5295,-11078.294921875,342,342,2099.0,1710000,14.9188
1814.66,156.5854,-11091.1103515625,343,343,1993.7,1715000,14.9885
1879.03,156.7134,-11124.126953125,344,344,2203.48,1720000,14.93
1806.41,156.7321,-11110.603515625,345,345,2057.19,1725000,14.958
1878.62,156.7452,-11167.1396484375,346,346,2142.89,1730000,15.1094
1856.5,156.664,-11172.796875,347,347,2181.09,1735000,15.0255
1840.91,156.6281,-11200.556640625,348,348,2128.56,1740000,14.9314
1818.93,156.5351,-11181.5693359375,349,349,1862.53,1745000,14.9431
1864.42,156.6886,-11229.2900390625,350,350,2210.86,1750000,14.9437
1841.72,156.7423,-11250.080078125,351,351,2244.53,1755000,15.1026
1791.04,156.5562,-11214.5205078125,352,352,2143.48,1760000,15.0458
1841.46,156.7283,-11235.7744140625,353,353,2204.25,1765000,14.6832
1875.5,156.6155,-11253.5439453125,354,354,2004.55,1770000,14.9091
1821.47,156.7501,-11258.23046875,355,355,2172.34,1775000,14.7729
1833.65,156.7494,-11283.2177734375,356,356,2165.6,1780000,14.8305
1855.41,156.5116,-11275.8994140625,357,357,2220.92,1785000,15.1829
1796.14,156.7571,-11323.4384765625,358,358,2093.95,1790000,14.6779
1845.12,156.5684,-11371.837890625,359,359,2178.95,1795000,14.8714
1857.51,156.7187,-11404.095703125,360,360,2201.45,1800000,15.0299
1801.81,156.6094,-11296.25390625,361,361,2180.1,1805000,14.4029
1761.5,156.6648,-11358.880859375,362,362,2137.82,1810000,14.7332
1730.32,156.5275,-11378.033203125,363,363,1849.18,1815000,14.6307
1763.07,156.692,-11377.69140625,364,364,1920.29,1820000,14.662
1811.42,156.6756,-11391.283203125,365,365,2128.25,1825000,14.5865
1804.29,156.6014,-11409.7275390625,366,366,2078.91,1830000,14.7299
1834.18,156.5552,-11470.9990234375,367,367,2178.03,1835000,14.7019
1892.13,156.465,-11447.4052734375,368,368,2247.82,1840000,14.7006
1827.44,156.6603,-11503.4658203125,369,369,2164.39,1845000,14.8428
1853.91,156.5893,-11456.0791015625,370,370,2224.05,1850000,14.6846
1820.39,156.4898,-11434.552734375,371,371,2218.42,1855000,14.3396
1883.48,156.6253,-11522.1904296875,372,372,2227.17,1860000,14.9733
1821.52,156.7141,-11550.947265625,373,373,2156.9,1865000,14.8022
1854.56,156.5698,-11570.6171875,374,374,2090.13,1870000,15.1506
1874.16,156.6303,-11563.09375,375,375,2212.98,1875000,14.8348
1868.81,156.6614,-11562.353515625,376,376,2188.69,1880000,14.7098
1877.12,156.5575,-11587.2958984375,377,377,2198.32,1885000,14.9152
1893.75,156.6313,-11656.4169921875,378,378,2217.42,1890000,14.946
1903.8,156.5323,-11624.734375,379,379,2220.52,1895000,15.0342
1872.23,156.6647,-11693.458984375,380,380,2227.36,1900000,14.9835
1907.4,156.498,-11682.9638671875,381,381,2237.22,1905000,15.15
1848.92,156.4934,-11708.59765625,382,382,2172.22,1910000,14.9298
1890.56,156.5889,-11710.75,383,383,2248.35,1915000,15.1789
1871.42,156.6675,-11745.3671875,384,384,2216.21,1920000,14.9834
1864.18,156.6116,-11726.3671875,385,385,2175.46,1925000,14.8329
