Itration,Running Forward KL,Real Det Return,Running Reverse KL,Reward Loss,Real Sto Return,Running Update Time,Running Env Steps
767,38.6761,4539.44,17.3824,-7201.1298828125,4438.68,767,3835000
768,38.779,4590.67,17.075,-7233.560546875,4504.78,768,3840000
769,39.1277,4487.44,17.1753,-7435.58154296875,4441.16,769,3845000
770,38.8895,4519.14,17.4151,-7381.640625,4480.32,770,3850000
771,39.034,4516.73,16.7727,-7447.529296875,4503.6,771,3855000
772,38.9577,4536.33,17.3111,-7507.13232421875,4493.45,772,3860000
773,39.3327,4551.62,15.9597,-7753.32177734375,4486.51,773,3865000
774,38.9169,4501.83,16.7988,-7474.62353515625,4472.76,774,3870000
775,39.1155,4465.97,17.1268,-7553.1689453125,4445.17,775,3875000
776,39.2978,4477.78,17.2686,-7748.43212890625,4449.63,776,3880000
777,39.1116,4512.78,16.5257,-7618.67626953125,4335.76,777,3885000
778,39.034,4465.96,16.5676,-7592.4052734375,4462.51,778,3890000
779,38.5426,4525.43,17.0636,-7621.91943359375,4418.22,779,3895000
780,38.3847,4496.11,16.7769,-7675.03369140625,4473.78,780,3900000
781,38.4058,4491.58,17.0227,-7656.951171875,4363.81,781,3905000
782,38.9522,4507.57,16.1709,-7904.3134765625,4481.2,782,3910000
783,38.6982,4542.64,16.245,-7693.70703125,4485.81,783,3915000
784,38.7419,4546.77,16.4466,-7552.73974609375,4525.72,784,3920000
785,38.5783,4477.91,16.0617,-7585.27685546875,4515.63,785,3925000
786,38.5069,4434.57,16.5315,-7600.4765625,4314.33,786,3930000
787,38.9589,4409.62,15.3798,-7987.97607421875,4502.45,787,3935000
788,38.4807,4553.89,16.2743,-7637.55810546875,4493.27,788,3940000
789,38.3897,4396.88,15.853,-7600.4501953125,4464.4,789,3945000
790,38.7435,4433.07,16.208,-7767.96728515625,4441.99,790,3950000
791,38.9304,4551.79,16.5585,-7870.97900390625,4471.64,791,3955000
792,38.974,4504.35,16.7004,-7811.6533203125,4392.57,792,3960000
793,38.8603,4491.8,16.6087,-7873.37890625,4341.6,793,3965000
794,38.8002,4456.55,16.3139,-7931.88720703125,4283.42,794,3970000
795,38.6251,4564.12,22.877,-8335.25390625,4338.19,795,3975000
796,38.7512,4366.61,16.8573,-7934.54736328125,4302.8,796,3980000
797,39.0687,4393.97,16.0346,-7797.04443359375,4261.9,797,3985000
798,38.6464,4455.22,16.2298,-7807.7099609375,4499.02,798,3990000
799,38.865,4338.66,18.9972,-8155.0634765625,4462.04,799,3995000
800,38.5601,4343.03,16.6855,-8003.69091796875,4452.23,800,4000000
801,38.2209,4398.28,17.0916,-7948.25390625,4461.22,801,4005000
802,38.4364,4395.73,16.0881,-7949.79833984375,4445.02,802,4010000
803,38.317,4381.14,16.7393,-7921.083984375,4452.61,803,4015000
804,38.1326,4358.07,20.716,-8114.32568359375,4485.26,804,4020000
805,38.7796,4391.4,16.4374,-8032.61181640625,4453.57,805,4025000
806,38.1911,4542.79,16.1163,-7956.783203125,4515.26,806,4030000
807,38.6424,4510.21,16.0686,-8092.4853515625,4465.09,807,4035000
808,38.7005,4395.18,16.0911,-7982.85302734375,4359.79,808,4040000
809,38.5259,4404.14,16.3227,-8122.74365234375,4349.69,809,4045000
810,38.7355,4508.38,20.0864,-8309.2197265625,4326.03,810,4050000
811,38.6206,4538.47,16.3591,-7995.07958984375,4455.29,811,4055000
812,38.4015,4468.6,18.1952,-8396.32421875,4502.87,812,4060000
813,37.9669,4574.85,15.9752,-7987.52587890625,4508.67,813,4065000
814,38.2365,4562.36,15.6711,-7854.4716796875,4510.79,814,4070000
815,37.7958,4531.64,16.2724,-8044.93310546875,4525.27,815,4075000
816,37.5902,3821.74,15.6946,-7945.37841796875,4519.62,816,4080000
817,37.9321,4598.6,16.3892,-8019.17626953125,4498.41,817,4085000
818,38.1519,3816.81,18.0539,-8266.1494140625,4398.15,818,4090000
819,38.2368,4215.08,16.5825,-8076.99951171875,4558.51,819,4095000
820,37.9548,4570.87,16.3743,-8214.591796875,4426.85,820,4100000
821,37.7168,4223.53,15.7362,-7900.00732421875,4569.08,821,4105000
822,37.7209,4621.46,16.1529,-8074.9931640625,4513.5,822,4110000
823,38.2082,3275.04,14.6691,-8671.0244140625,4268.44,823,4115000
824,37.9177,4160.16,16.1169,-8129.55078125,4541.58,824,4120000
825,38.3261,4083.58,16.3235,-8335.1455078125,4521.98,825,4125000
826,38.2696,4578.75,16.0991,-8261.892578125,4211.2,826,4130000
827,38.5337,4223.67,15.8031,-8550.8642578125,4264.14,827,4135000
828,38.5946,4417.27,15.9499,-8521.1884765625,4361.69,828,4140000
829,38.813,2652.83,14.3172,-8920.6162109375,3767.99,829,4145000
830,38.2516,4327.09,15.7213,-8260.2333984375,3890.64,830,4150000
831,38.6144,4499.38,16.6272,-8463.5615234375,4111.6,831,4155000
832,38.7733,4504.94,17.1082,-8528.7548828125,4158.03,832,4160000
833,39.2045,4482.26,16.9046,-8639.4482421875,4349.92,833,4165000
834,38.9604,4396.37,17.2493,-8484.197265625,4369.06,834,4170000
835,39.3204,3774.56,17.4539,-8719.5234375,4206.62,835,4175000
836,38.9293,4444.72,17.4954,-8412.564453125,4392.58,836,4180000
837,39.1215,4398.36,17.634,-8654.2041015625,4314.78,837,4185000
838,39.0499,4441.6,16.8133,-8594.0517578125,4379.61,838,4190000
839,38.9375,4469.09,17.0255,-8645.30859375,4420.07,839,4195000
840,38.7024,4512.89,17.8928,-8622.7099609375,4354.95,840,4200000
841,39.1276,4527.87,16.8334,-8587.7314453125,4096.51,841,4205000
842,38.542,4520.06,17.2587,-8491.8505859375,4496.54,842,4210000
843,39.1869,4519.84,17.5635,-8821.802734375,4433.68,843,4215000
844,38.5227,4340.87,19.3294,-8749.1162109375,3997.1,844,4220000
845,38.7203,4466.33,16.9588,-8967.62109375,4260.88,845,4225000
846,39.1027,4571.88,16.749,-8710.2373046875,4473.43,846,4230000
847,38.6228,4483.37,16.4595,-8438.0478515625,4454.97,847,4235000
848,38.6523,4587.08,16.7846,-8575.609375,4497.05,848,4240000
849,39.2759,4483.37,16.7616,-8670.134765625,4462.77,849,4245000
850,39.1881,4605.19,16.8831,-8519.70703125,4330.09,850,4250000
851,38.9136,4539.47,17.0049,-8840.24609375,4491.59,851,4255000
852,39.359,4549.71,16.7795,-8620.359375,4077.05,852,4260000
853,38.8224,4567.61,16.8605,-8842.34765625,4445.22,853,4265000
854,38.5661,4478.32,16.5875,-8629.638671875,4359.45,854,4270000
855,39.2717,4466.06,16.7493,-8722.9482421875,4117.8,855,4275000
856,38.4825,4512.09,16.4036,-8569.1162109375,4346.92,856,4280000
857,38.9628,4488.87,15.8976,-8952.216796875,4192.88,857,4285000
858,38.5695,4569.02,16.9331,-8946.3740234375,4348.48,858,4290000
859,38.0782,4443.59,17.2738,-8768.66796875,4559.53,859,4295000
860,39.1944,4497.7,18.7964,-9119.71484375,3717.11,860,4300000
861,38.2775,4476.08,16.7502,-8592.1015625,4384.28,861,4305000
862,39.3872,4512.77,16.8852,-9145.14453125,3331.45,862,4310000
863,38.9552,4511.53,16.5507,-8809.6064453125,4494.68,863,4315000
864,39.0099,3534.57,17.1595,-9307.2021484375,3830.72,864,4320000
865,38.9946,4545.84,17.2744,-9132.9453125,3775.93,865,4325000
866,38.3302,4235.51,18.7304,-8915.1689453125,4394.2,866,4330000
867,38.6145,4529.3,16.6691,-9175.505859375,4348.1,867,4335000
868,38.236,4495.83,21.3651,-8924.3291015625,4199.98,868,4340000
869,38.2541,4501.42,20.7522,-9087.55078125,4314.62,869,4345000
870,38.1769,4454.04,16.0749,-8956.6103515625,4141.02,870,4350000
871,38.6892,4415.6,20.3297,-9107.9150390625,4196.54,871,4355000
872,39.0538,4501.26,16.0596,-8812.0205078125,4497.47,872,4360000
873,38.8301,4503.91,18.904,-9036.849609375,4213.94,873,4365000
874,38.8579,4477.85,27.7043,-9486.6923828125,4336.31,874,4370000
875,38.7607,4506.63,18.7413,-9256.5,4113.36,875,4375000
876,38.4141,4542.27,16.8321,-8904.1650390625,4351.4,876,4380000
877,38.9665,4496.09,17.0092,-9049.150390625,4326.62,877,4385000
878,38.2748,4529.24,17.1243,-9088.02734375,4559.81,878,4390000
879,38.6979,4427.52,22.1539,-9361.017578125,4335.17,879,4395000
880,38.5299,4422.95,18.4509,-9166.4716796875,3786.18,880,4400000
881,38.9479,4047.77,22.6613,-9265.8544921875,3769.54,881,4405000
882,38.7134,4549.57,24.2144,-9265.6962890625,4540.01,882,4410000
883,38.4246,4547.87,17.6126,-9005.244140625,4358.93,883,4415000
884,38.292,4545.74,17.6117,-9084.50390625,4349.54,884,4420000
885,38.5002,4594.85,20.6022,-9247.4736328125,4554.61,885,4425000
886,39.026,4415.74,23.2215,-9506.4150390625,4346.86,886,4430000
887,38.3078,4480.28,21.6697,-9311.19140625,4262.88,887,4435000
888,38.2856,4449.07,17.2077,-9281.970703125,4531.64,888,4440000
889,38.147,4436.63,17.4043,-9126.8935546875,4306.81,889,4445000
890,38.5141,4460.53,17.5464,-9217.9462890625,4487.44,890,4450000
891,38.2938,4498.73,17.3716,-9178.8564453125,4537.42,891,4455000
892,38.3362,4427.68,17.1794,-9274.2080078125,4356.07,892,4460000
893,38.4978,4610.9,18.4242,-9150.05078125,4579.71,893,4465000
894,38.0902,4535.89,17.7043,-9199.451171875,4540.47,894,4470000
895,37.8679,4596.19,17.7103,-9310.630859375,4552.29,895,4475000
896,38.1877,4608.17,17.3855,-9300.6611328125,4365.08,896,4480000
897,38.2283,4508.1,17.8613,-9374.1455078125,4508.97,897,4485000
898,38.214,4589.72,17.717,-9462.0732421875,4574.55,898,4490000
899,37.8797,4593.74,17.6544,-9335.90625,4603.51,899,4495000
900,38.1595,4597.18,17.4209,-9304.998046875,4604.08,900,4500000
901,37.6779,4564.83,17.3062,-9160.0615234375,4557.85,901,4505000
902,37.3054,4616.69,17.2069,-9250.6943359375,4652.36,902,4510000
903,38.1127,4628.18,17.0472,-9203.642578125,4623.49,903,4515000
904,37.8975,4604.15,17.2398,-9207.0537109375,4604.63,904,4520000
905,38.053,4580.71,16.7941,-9249.4375,4566.18,905,4525000
906,37.7459,4594.93,17.0169,-9277.138671875,4604.31,906,4530000
907,38.8093,4648.85,17.6231,-9360.68359375,4373.11,907,4535000
908,38.3091,4554.61,17.642,-9403.53125,4454.23,908,4540000
909,38.1801,4546.92,17.5987,-9436.06640625,4387.32,909,4545000
910,38.1516,4495.19,17.2083,-9227.8388671875,4501.03,910,4550000
911,38.4003,4598.06,17.6215,-9371.7265625,4566.69,911,4555000
912,37.8921,4487.85,17.9964,-9310.8173828125,4542.89,912,4560000
913,38.0097,4510.78,17.716,-9373.369140625,4515.34,913,4565000
914,37.8501,4541.66,18.2722,-9523.125,4567.61,914,4570000
915,38.7187,4563.25,18.83,-9465.2060546875,4574.94,915,4575000
916,38.5413,4479.34,18.1169,-9567.45703125,4517.85,916,4580000
917,38.4467,4519.48,18.6299,-9654.4501953125,4545.02,917,4585000
918,38.6834,4484.16,17.6347,-9560.861328125,4520.61,918,4590000
919,38.6994,4504.75,18.1547,-9591.0419921875,4491.58,919,4595000
920,38.4083,4521.7,17.8508,-9550.6650390625,4492.41,920,4600000
921,38.5858,4508.04,17.2046,-9542.3017578125,4511.35,921,4605000
922,38.2925,4569.54,17.4012,-9386.970703125,4553.46,922,4610000
923,38.6899,4531.33,17.2859,-9462.662109375,4544.91,923,4615000
924,38.4014,4566.1,17.3207,-9510.453125,4546.19,924,4620000
925,37.7757,4606.37,17.536,-9446.466796875,4596.92,925,4625000
926,37.815,4564.77,19.9833,-9578.9970703125,4576.62,926,4630000
927,38.0372,4549.48,16.8578,-9588.146484375,4564.2,927,4635000
928,38.0091,4554.66,17.2051,-9665.1826171875,4557.74,928,4640000
929,37.7758,4606.67,17.6231,-9572.9833984375,4614.2,929,4645000
930,38.6674,4579.25,25.3092,-10131.4111328125,4458.17,930,4650000
931,38.3801,4554.68,17.7605,-9708.306640625,4546.18,931,4655000
932,38.5908,4542.47,30.4336,-10463.724609375,4407.21,932,4660000
933,38.4719,4542.49,23.5742,-9963.099609375,4571.92,933,4665000
934,38.654,4548.02,17.4452,-9919.267578125,4567.51,934,4670000
935,38.1821,4533.87,17.47,-9934.0478515625,4592.6,935,4675000
936,38.2001,4588.07,17.9198,-9843.30078125,4616.78,936,4680000
937,38.0608,4586.71,17.6975,-9710.6708984375,4611.58,937,4685000
938,37.7398,4593.5,17.6217,-9985.994140625,4644.27,938,4690000
939,37.956,4654.63,17.369,-9651.49609375,4675.03,939,4695000
940,38.2135,4642.09,17.6927,-9866.3466796875,4624.26,940,4700000
941,37.8867,4630.71,17.8616,-9942.76171875,4649.58,941,4705000
942,38.0703,4571.59,17.5383,-9956.3291015625,4603.38,942,4710000
943,38.4369,4601.72,17.8623,-9952.7509765625,4621.75,943,4715000
944,37.9113,4645.88,17.2006,-9810.9267578125,4641.62,944,4720000
945,37.9908,4612.36,17.339,-9834.7880859375,4637.93,945,4725000
946,37.7794,4660.39,17.0165,-9690.2958984375,4641.87,946,4730000
947,37.8705,4645.09,17.5414,-9879.271484375,4664.08,947,4735000
948,37.5596,4647.12,17.4951,-9662.439453125,4628.07,948,4740000
949,37.89,4611.93,17.24,-9838.8671875,4658.21,949,4745000
950,38.0138,4556.02,17.1543,-9890.236328125,4636.94,950,4750000
951,37.8723,4618.75,17.6117,-9930.640625,4643.83,951,4755000
952,37.8394,4547.34,17.6966,-9915.689453125,4624.25,952,4760000
953,38.2557,4583.58,18.0464,-9954.7041015625,4637.07,953,4765000
954,37.7861,4531.82,16.9894,-9959.646484375,4617.03,954,4770000
955,37.9202,4580.77,17.5246,-9744.4091796875,4493.45,955,4775000
956,37.7886,4636.38,17.4347,-9652.7099609375,4637.39,956,4780000
957,37.6745,4590.21,18.7634,-9842.234375,4675.27,957,4785000
958,38.2434,4589.01,17.0024,-9822.041015625,4599.9,958,4790000
959,38.2315,4640.11,17.7023,-10041.01171875,4648.53,959,4795000
960,38.3651,4575.97,17.6898,-9882.443359375,4615.73,960,4800000
961,37.7953,4575.49,17.457,-9766.9580078125,4544.59,961,4805000
962,38.2482,4655.02,17.5593,-9811.5712890625,4646.55,962,4810000
963,38.2106,4587.59,17.6949,-9999.3984375,4626.72,963,4815000
964,37.8305,4603.27,18.0344,-10056.0166015625,4587.27,964,4820000
965,37.8039,4624.94,18.2348,-10044.666015625,4633.59,965,4825000
966,37.7298,4685.64,17.6654,-10158.3310546875,4633.71,966,4830000
967,37.6944,4607.58,20.7251,-10343.3017578125,4617.65,967,4835000
968,37.6782,4636.09,17.8643,-10025.3525390625,4640.01,968,4840000
969,38.2083,4631.16,17.2712,-10207.0341796875,4596.05,969,4845000
970,37.7671,4580.71,17.8856,-9935.44921875,4575.87,970,4850000
971,37.6857,4588.7,17.4931,-10082.8134765625,4656.55,971,4855000
972,37.8917,4577.96,16.9092,-10037.158203125,4618.6,972,4860000
973,37.6239,4618.11,17.6015,-10032.73046875,4616.2,973,4865000
974,38.1472,3884.41,34.1624,-10819.541015625,4601.32,974,4870000
975,38.4965,4645.68,17.0381,-10062.5908203125,4642.21,975,4875000
976,37.9999,4609.09,17.7906,-10125.533203125,4611.62,976,4880000
977,37.9667,4537.61,23.4784,-10383.392578125,4606.61,977,4885000
978,37.9962,4592.76,17.157,-10186.2958984375,4603.64,978,4890000
979,37.7831,4569.77,17.4082,-10150.8779296875,4636.7,979,4895000
980,38.1,4638.99,17.3833,-10098.5693359375,4620.43,980,4900000
981,38.0098,4627.47,17.2769,-10064.8427734375,4649.97,981,4905000
982,37.8234,4489.06,17.4482,-10247.05078125,4585.73,982,4910000
983,37.9186,4496.24,17.1835,-10086.0009765625,4581.6,983,4915000
984,37.5017,4593.48,17.7133,-10219.5341796875,4471.82,984,4920000
985,37.9401,4587.34,18.1621,-10084.208984375,4584.48,985,4925000
986,37.4755,4588.71,16.5909,-10111.2021484375,4631.8,986,4930000
987,37.8275,4622.28,17.909,-10147.9052734375,4636.8,987,4935000
988,37.2601,4684.0,17.1341,-10065.81640625,4706.52,988,4940000
989,37.6946,4665.16,17.0953,-10046.89453125,4674.52,989,4945000
990,37.7498,4630.01,18.1015,-10316.970703125,4477.84,990,4950000
991,37.9532,4610.65,19.6823,-10541.861328125,4634.26,991,4955000
992,37.4068,4550.36,18.5524,-10275.3896484375,4405.65,992,4960000
993,37.4508,4632.89,17.5807,-10249.8212890625,4648.73,993,4965000
994,37.8025,4585.54,17.6447,-10235.45703125,4617.92,994,4970000
995,37.8827,4594.82,17.278,-10173.251953125,4302.24,995,4975000
996,37.7343,4640.16,17.2534,-10145.671875,4699.1,996,4980000
997,37.6299,4622.73,17.5261,-10235.6494140625,4433.37,997,4985000
998,37.6867,4658.29,17.1797,-10343.7626953125,4428.49,998,4990000
999,37.5681,1621.45,17.5365,-10102.626953125,4560.48,999,4995000
1000,36.9885,4557.68,17.2823,-10021.2314453125,4454.39,1000,5000000
1001,37.5921,4542.02,16.583,-10157.8349609375,4601.44,1001,5005000
1002,37.6271,4615.69,17.8052,-10118.5732421875,4674.95,1002,5010000
1003,37.4478,4554.49,17.1767,-10356.677734375,4624.92,1003,5015000
1004,37.9523,4511.27,16.7865,-10174.8173828125,4380.76,1004,5020000
1005,37.7772,4463.43,17.4673,-10474.810546875,4593.83,1005,5025000
1006,37.8837,4580.78,17.5539,-10234.125,4605.06,1006,5030000
1007,37.5608,4558.56,17.8062,-10268.78515625,4632.51,1007,5035000
1008,38.3854,4526.61,20.7104,-10681.244140625,4056.83,1008,5040000
1009,38.1557,4525.4,18.8004,-10494.130859375,4564.7,1009,5045000
1010,38.323,4513.71,19.2389,-10560.9443359375,4160.39,1010,5050000
1011,38.343,4516.02,18.7554,-10630.0634765625,4582.46,1011,5055000
1012,38.2914,4554.09,18.3716,-10475.0322265625,4401.72,1012,5060000
1013,38.7438,4473.25,18.0182,-10524.1025390625,4149.07,1013,5065000
1014,38.0319,4521.91,17.2848,-10313.5478515625,4545.06,1014,5070000
1015,37.7528,4515.15,17.5304,-10349.4296875,4583.28,1015,5075000
1016,37.8581,4544.44,17.9789,-10546.9423828125,4585.62,1016,5080000
1017,38.586,2189.97,21.0527,-10962.2861328125,4483.95,1017,5085000
1018,37.9595,4559.39,20.7555,-10936.0009765625,4411.84,1018,5090000
1019,38.641,4485.38,18.4758,-11079.337890625,4153.42,1019,5095000
1020,38.5435,4444.73,18.6753,-11071.8095703125,4347.78,1020,5100000
1021,39.1992,4196.91,18.2944,-11061.748046875,3939.38,1021,5105000
1022,38.4998,4475.68,18.6155,-10965.904296875,4604.74,1022,5110000
1023,38.816,4497.71,18.3234,-11012.8125,4540.89,1023,5115000
1024,38.339,4564.07,17.7157,-10810.9404296875,4585.51,1024,5120000
1025,38.9049,4495.74,17.6297,-11112.4609375,4515.35,1025,5125000
1026,38.9085,4459.44,25.1432,-11309.4384765625,4335.89,1026,5130000
1027,38.499,4548.51,18.079,-10944.84375,4574.92,1027,5135000
1028,39.1414,4498.29,17.698,-10962.0751953125,4561.86,1028,5140000
1029,39.2749,4503.58,21.8886,-11164.87109375,4340.16,1029,5145000
1030,39.5627,4426.34,21.2767,-11463.904296875,4455.93,1030,5150000
1031,39.1448,4560.97,20.4525,-11299.328125,4589.42,1031,5155000
1032,39.2599,4540.37,18.29,-11245.1689453125,4354.57,1032,5160000
1033,38.5334,4673.95,18.3538,-11129.2607421875,4650.34,1033,5165000
1034,38.5038,4652.57,20.4018,-11033.0078125,4674.82,1034,5170000
1035,37.9596,4707.95,18.1569,-10920.9365234375,4695.33,1035,5175000
1036,38.2516,4641.52,17.8887,-10907.9560546875,4697.43,1036,5180000
1037,38.1891,4614.67,21.1581,-10969.6220703125,4654.84,1037,5185000
1038,38.2204,4571.82,17.4962,-11100.888671875,4306.95,1038,5190000
1039,38.4374,4558.28,18.1487,-10797.7705078125,4614.92,1039,5195000
1040,38.2213,4572.34,17.6271,-10829.0859375,4574.65,1040,5200000
1041,37.5114,4604.76,17.2763,-10578.77734375,4464.38,1041,5205000
1042,37.4443,4587.17,17.4592,-10688.8828125,4642.14,1042,5210000
1043,37.9758,4603.8,17.3031,-10793.373046875,4630.23,1043,5215000
1044,38.3619,4635.31,18.3456,-10852.0224609375,4641.42,1044,5220000
1045,38.2246,4541.26,17.376,-11062.66796875,4426.92,1045,5225000
1046,38.2053,4527.91,19.8302,-10877.455078125,4594.82,1046,5230000
1047,38.2846,4614.81,18.66,-10931.6396484375,4239.82,1047,5235000
1048,37.9816,4631.14,18.4675,-10826.486328125,4437.59,1048,5240000
1049,38.2109,4500.91,24.9385,-10836.4599609375,4528.98,1049,5245000
1050,38.1163,4497.31,18.8498,-10769.5791015625,4597.31,1050,5250000
1051,38.0556,4634.18,20.527,-10537.4345703125,4657.15,1051,5255000
1052,38.1563,4754.57,29.7007,-11065.892578125,3707.35,1052,5260000
1053,37.9785,4671.14,17.8411,-10528.5234375,4411.87,1053,5265000
1054,37.9803,4645.37,24.9218,-10850.6240234375,4065.48,1054,5270000
1055,37.3447,4648.46,17.7899,-10575.6123046875,4498.78,1055,5275000
1056,37.9642,4644.14,17.4597,-10558.6015625,4656.57,1056,5280000
1057,38.1351,4647.51,17.5105,-10677.396484375,4673.05,1057,5285000
1058,37.7207,4701.22,17.7685,-10929.2412109375,4435.1,1058,5290000
1059,37.485,4613.94,18.024,-10799.810546875,4650.66,1059,5295000
1060,37.8516,4644.28,18.2377,-10654.38671875,4626.53,1060,5300000
1061,37.9405,4572.19,17.2002,-10666.291015625,4440.76,1061,5305000
1062,38.4478,4581.24,18.333,-10831.375,4456.59,1062,5310000
1063,38.0006,4583.05,17.9605,-10801.556640625,4426.33,1063,5315000
1064,38.1073,2100.04,36.3658,-11338.203125,3665.99,1064,5320000
1065,37.4426,4663.38,22.5667,-10841.029296875,4704.15,1065,5325000
1066,37.4841,4592.36,22.9409,-10792.435546875,4189.36,1066,5330000
1067,37.9708,3779.41,17.7572,-10885.7763671875,4724.97,1067,5335000
1068,38.3451,4491.69,23.6424,-11012.755859375,4161.74,1068,5340000
1069,37.5218,4544.03,17.7502,-10809.30078125,4543.07,1069,5345000
1070,38.9112,4475.41,18.2384,-11120.40234375,4548.63,1070,5350000
1071,38.1281,4496.49,17.5335,-11190.0517578125,4266.64,1071,5355000
1072,38.2062,4326.73,17.6863,-11093.029296875,4549.62,1072,5360000
1073,37.9694,4619.08,18.2067,-10991.484375,4726.12,1073,5365000
1074,38.1871,4510.02,17.758,-10793.2421875,4632.56,1074,5370000
1075,38.1754,4555.34,17.8287,-10743.2353515625,4388.19,1075,5375000
1076,37.8958,2386.6,16.7256,-10751.5654296875,3930.05,1076,5380000
1077,38.5842,4592.11,17.6798,-10834.970703125,4489.39,1077,5385000
1078,38.3539,2066.29,21.5341,-11116.9580078125,3510.09,1078,5390000
1079,38.0019,4580.75,17.4633,-10739.615234375,4471.6,1079,5395000
1080,38.096,4725.54,17.985,-10851.705078125,4725.42,1080,5400000
1081,38.015,4830.76,17.5655,-10906.9091796875,4658.85,1081,5405000
1082,38.1996,4595.04,17.7098,-11048.27734375,4666.07,1082,5410000
1083,37.9711,4478.4,17.9437,-10770.1650390625,4668.24,1083,5415000
1084,38.5178,4515.94,17.6214,-10738.958984375,4635.76,1084,5420000
1085,37.8582,4493.55,17.112,-10960.2890625,4646.71,1085,5425000
1086,38.0284,4516.15,19.7829,-11075.189453125,4749.14,1086,5430000
1087,38.3127,4670.87,17.4956,-10993.5048828125,4625.93,1087,5435000
1088,38.9126,4647.27,17.6325,-11211.267578125,4630.93,1088,5440000
1089,38.5527,4474.72,17.1909,-11060.7705078125,4295.6,1089,5445000
1090,38.0013,4771.61,18.5682,-11045.0283203125,4333.24,1090,5450000
1091,37.8662,4329.93,17.4987,-10942.78515625,4626.0,1091,5455000
1092,38.6076,4396.03,17.2199,-11112.140625,4373.39,1092,5460000
1093,38.3106,4877.27,17.4537,-11082.96484375,4735.45,1093,5465000
1094,38.6425,4284.26,16.932,-11233.5029296875,3964.6,1094,5470000
1095,38.6295,4330.38,20.0422,-10797.787109375,4169.8,1095,5475000
1096,37.5634,4605.4,17.4768,-10959.6826171875,4606.97,1096,5480000
1097,38.6854,4842.69,20.8844,-11060.810546875,4757.99,1097,5485000
1098,38.014,4958.11,18.7231,-10929.9912109375,4783.23,1098,5490000
1099,38.1525,4649.18,18.3845,-10960.203125,4740.31,1099,5495000
1100,38.0278,4941.35,18.2278,-10888.1279296875,4549.85,1100,5500000
1101,37.709,4955.86,17.9179,-10985.2802734375,4759.44,1101,5505000
1102,38.3029,4588.86,19.1623,-10950.935546875,4474.01,1102,5510000
1103,37.5434,4863.45,17.8453,-10950.0234375,4576.22,1103,5515000
1104,38.0841,4855.22,18.3156,-10969.244140625,4755.49,1104,5520000
1105,37.7711,4520.64,17.3585,-10898.775390625,4537.97,1105,5525000
1106,37.9652,4693.02,19.0952,-10930.9384765625,4705.64,1106,5530000
1107,38.72,4505.18,18.6205,-11577.6904296875,4628.62,1107,5535000
1108,39.0388,4463.01,18.7998,-11715.42578125,4177.05,1108,5540000
1109,45.766,1096.58,84.3712,-14606.87109375,981.45,1109,5545000
1110,43.2562,1196.06,26.286,-13447.0283203125,1535.48,1110,5550000
1111,41.1545,2095.77,21.1466,-11512.59375,3271.69,1111,5555000
1112,41.0777,4630.53,20.2921,-11625.1796875,4120.95,1112,5560000
1113,39.6908,4637.02,19.0259,-11824.66015625,4264.8,1113,5565000
1114,38.546,4432.15,20.2525,-11855.603515625,4470.42,1114,5570000
1115,38.7863,4641.74,20.8904,-11301.2978515625,4516.87,1115,5575000
1116,38.8091,4727.23,19.4461,-11083.876953125,4688.05,1116,5580000
1117,39.3431,4552.76,19.654,-11244.9765625,4605.42,1117,5585000
1118,39.0961,4579.04,20.602,-11362.0498046875,4580.44,1118,5590000
1119,39.3047,4555.0,19.5815,-11498.134765625,4422.14,1119,5595000
1120,39.4758,4508.85,20.0159,-11519.1767578125,4499.85,1120,5600000
1121,39.5425,4530.23,19.9693,-11389.9921875,4567.2,1121,5605000
1122,38.8915,4597.07,20.2544,-11571.4765625,4622.47,1122,5610000
1123,38.4471,4611.78,22.6944,-11284.3544921875,4673.0,1123,5615000
1124,38.6662,4995.67,23.4997,-11282.150390625,4759.44,1124,5620000
1125,39.1441,3599.77,20.3237,-11412.6259765625,4347.47,1125,5625000
1126,39.3703,3700.53,22.5536,-11506.50390625,4598.45,1126,5630000
1127,38.1326,4748.95,20.6897,-11396.4345703125,4936.31,1127,5635000
1128,37.8465,4763.44,20.6077,-11255.333984375,4768.45,1128,5640000
1129,37.6455,4678.49,19.9915,-11242.759765625,4804.71,1129,5645000
1130,38.2298,4886.57,23.0372,-11489.2900390625,4758.67,1130,5650000
1131,38.4023,5095.24,19.7597,-11516.3994140625,4603.11,1131,5655000
1132,39.0327,4813.0,19.6683,-11488.431640625,4593.78,1132,5660000
1133,38.38,5074.93,19.3393,-11436.03125,4516.3,1133,5665000
1134,38.8235,4957.62,21.1578,-11500.0009765625,4589.92,1134,5670000
1135,38.689,4997.49,19.4752,-11266.453125,4732.22,1135,5675000
1136,38.4296,4913.47,20.4368,-11447.1923828125,4738.69,1136,5680000
1137,38.3574,4858.93,19.4988,-11328.283203125,4636.4,1137,5685000
1138,39.3691,5083.09,21.0715,-11307.44921875,4514.03,1138,5690000
1139,39.2905,4977.23,20.1014,-11581.24609375,4720.75,1139,5695000
1140,38.6045,4944.28,20.3079,-11275.865234375,4713.47,1140,5700000
1141,38.3029,4906.04,20.6417,-11144.67578125,4787.53,1141,5705000
1142,37.9337,4773.98,19.8828,-11213.1611328125,4808.68,1142,5710000
