Itration,Running Update Time,Reward Loss,Real Sto Return,Real Det Return,Running Forward KL,Running Env Steps,Running Reverse KL
770,770,-15067.8564453125,5227.65,5180.8,45.7323,3850000,24.765
771,771,-15182.2509765625,5432.49,5542.16,46.138,3855000,25.0788
772,772,-15025.0029296875,5340.73,5413.3,46.0228,3860000,24.4089
773,773,-15122.7802734375,5315.37,5361.41,45.279,3865000,24.7528
774,774,-15326.91015625,5323.72,5323.77,45.4087,3870000,25.094
775,775,-15249.310546875,5248.21,5293.06,44.8628,3875000,23.3195
776,776,-14922.7119140625,5145.52,5367.29,44.8495,3880000,25.6388
777,777,-14688.8154296875,5287.74,5346.07,44.9581,3885000,24.6683
778,778,-14951.4716796875,5432.67,5472.7,45.714,3890000,24.0522
779,779,-14911.4892578125,5309.21,5327.55,44.4086,3895000,22.6579
780,780,-14723.978515625,5304.31,5285.82,45.0824,3900000,22.6092
781,781,-14310.9111328125,5262.05,5315.23,45.1622,3905000,22.4802
782,782,-15095.0947265625,5247.95,5270.85,44.2389,3910000,22.0695
783,783,-15259.8994140625,5348.12,5362.51,44.7419,3915000,22.9978
784,784,-14895.017578125,5305.98,5241.81,44.3517,3920000,22.3295
785,785,-15321.380859375,5341.83,5352.66,44.9226,3925000,23.7554
786,786,-15130.205078125,5166.16,5199.26,45.4729,3930000,23.3386
787,787,-15274.7978515625,5341.15,5359.39,44.9551,3935000,23.2102
788,788,-15092.7265625,5282.29,5344.27,45.0615,3940000,22.6509
789,789,-15520.1083984375,5096.36,5285.71,45.3483,3945000,24.9433
790,790,-15028.208984375,5213.77,5215.06,44.8726,3950000,22.9674
791,791,-15253.9658203125,5266.6,5306.01,44.9983,3955000,23.0625
792,792,-14936.8818359375,5277.16,5308.27,44.7254,3960000,23.1753
793,793,-15052.8740234375,5339.12,5440.24,44.5309,3965000,24.7327
794,794,-15413.263671875,5255.13,5261.42,44.9999,3970000,23.5837
795,795,-15099.0556640625,5357.5,5381.22,44.9765,3975000,23.467
796,796,-15275.291015625,5290.02,5306.86,44.7244,3980000,24.4423
797,797,-15469.3095703125,5243.04,5270.77,44.9617,3985000,25.0686
798,798,-15204.3603515625,5281.77,5297.14,45.2182,3990000,23.4354
799,799,-15432.8349609375,5291.81,5337.33,45.2663,3995000,24.4749
800,800,-15492.32421875,5293.31,5282.15,45.2007,4000000,25.0218
801,801,-15475.087890625,5334.57,5351.12,45.8776,4005000,24.2152
802,802,-15498.14453125,5182.55,5307.42,45.8467,4010000,24.3631
803,803,-15583.1474609375,5257.02,5320.14,45.4542,4015000,24.657
804,804,-15446.4072265625,5245.33,5247.18,45.1513,4020000,24.2039
805,805,-15624.853515625,5312.59,5381.1,46.0143,4025000,24.0242
806,806,-15358.5205078125,5246.83,5220.36,44.8758,4030000,22.9672
807,807,-15601.3720703125,5224.15,5283.86,45.4157,4035000,24.3381
808,808,-15516.615234375,5263.57,5289.02,45.3887,4040000,24.3829
809,809,-15317.2451171875,5264.92,5265.09,45.0604,4045000,23.4889
810,810,-15353.9365234375,5298.24,5293.64,45.9111,4050000,23.9222
811,811,-15416.673828125,5317.67,5344.53,45.7408,4055000,23.8423
812,812,-15407.6708984375,5362.53,5447.24,45.2558,4060000,23.7875
813,813,-14465.474609375,5314.55,5401.98,46.0635,4065000,21.6317
814,814,-10309.0283203125,167.53,101.01,48.8428,4070000,53.1856
815,815,-15396.57421875,5029.09,5101.09,44.9499,4075000,26.1139
816,816,-15588.849609375,5076.84,5128.34,45.5352,4080000,25.01
817,817,-15835.4697265625,5153.13,5122.95,45.7075,4085000,26.6141
818,818,-15700.20703125,5009.38,5219.37,45.7128,4090000,24.6626
819,819,-15752.3916015625,5272.94,5271.73,46.1008,4095000,25.3899
820,820,-15558.3974609375,5260.81,5353.39,45.4201,4100000,24.7423
821,821,-15091.66796875,5265.41,5242.84,45.1527,4105000,22.3747
822,822,-15207.5859375,5219.25,5245.16,45.5496,4110000,23.4657
823,823,-15468.0078125,5269.48,5271.11,45.55,4115000,24.1907
824,824,-15333.3935546875,5190.86,5210.5,45.261,4120000,24.8617
825,825,-15476.3564453125,5206.49,5219.33,45.541,4125000,24.1969
826,826,-15389.9462890625,4945.61,5022.0,46.3347,4130000,25.8064
827,827,-15773.29296875,5119.35,5064.25,46.0856,4135000,24.4948
828,828,-15620.505859375,5204.43,5128.18,44.8642,4140000,25.1267
829,829,-15687.494140625,5215.36,5178.8,45.3993,4145000,23.3618
830,830,-15468.78515625,5197.2,5210.62,45.2003,4150000,23.4611
831,831,-15137.28125,5226.84,5334.6,44.674,4155000,23.1382
832,832,-15143.1064453125,5147.09,5263.28,45.0737,4160000,23.1512
833,833,-15505.2900390625,5247.49,5253.48,45.4318,4165000,22.4262
834,834,-15623.4052734375,5280.75,5323.67,45.4567,4170000,24.882
835,835,-15522.529296875,5259.76,5292.13,45.001,4175000,23.0924
836,836,-15454.0595703125,5183.88,5267.86,45.3391,4180000,23.1348
837,837,-15307.416015625,5164.0,5291.44,45.1452,4185000,23.1531
838,838,-15466.9091796875,5158.31,5208.86,45.1443,4190000,22.1325
839,839,-15522.52734375,5258.89,5240.63,45.3523,4195000,23.0243
840,840,-15478.78515625,5237.72,5237.05,45.7349,4200000,22.3966
841,841,-15442.2587890625,5145.56,5175.17,45.7876,4205000,22.5693
842,842,-15284.91796875,5196.71,5146.37,45.1193,4210000,22.1843
843,843,-15439.06640625,5261.57,5289.71,44.7271,4215000,22.4616
844,844,-15465.826171875,5211.33,5166.58,45.0226,4220000,22.3233
845,845,-15894.5595703125,4951.13,5351.77,45.9966,4225000,24.809
846,846,-15873.4521484375,5272.31,5266.01,45.8555,4230000,24.7275
847,847,-15769.845703125,5228.37,5284.25,45.1401,4235000,22.7154
848,848,-15721.712890625,5271.96,5217.18,44.9841,4240000,23.7045
849,849,-15690.515625,5294.43,5313.77,44.612,4245000,24.0298
850,850,-16219.7529296875,5118.13,5077.04,45.3552,4250000,23.5761
851,851,-13423.5478515625,3121.41,4291.99,46.1533,4255000,26.985
852,852,-15431.4521484375,5172.16,5293.6,44.5018,4260000,21.889
853,853,-15491.060546875,5299.82,5335.72,45.4449,4265000,24.107
854,854,-15848.3544921875,5213.97,5264.67,44.7539,4270000,23.1945
855,855,-15862.666015625,5265.81,5306.3,44.8613,4275000,24.3773
856,856,-15807.865234375,5239.79,5218.4,45.0669,4280000,23.944
857,857,-15868.9306640625,5264.33,5300.44,45.2434,4285000,23.7328
858,858,-15536.1181640625,5325.21,5321.09,44.8107,4290000,22.8768
859,859,-15483.400390625,5331.25,5371.16,44.7926,4295000,22.6619
860,860,-15795.349609375,5258.15,5387.81,45.0854,4300000,22.61
861,861,-15821.0048828125,5284.82,5362.46,45.773,4305000,23.5259
862,862,-15758.537109375,5267.27,5326.9,45.0703,4310000,22.8525
863,863,-15907.185546875,5252.19,5258.19,45.6316,4315000,23.0276
864,864,-15690.578125,5277.9,5294.76,45.2037,4320000,23.3813
865,865,-15255.3115234375,5281.02,5405.88,44.7552,4325000,22.0905
866,866,-15547.951171875,5322.36,5317.99,45.0523,4330000,23.2566
867,867,-15571.091796875,5234.19,5301.86,45.2394,4335000,22.1993
868,868,-15715.423828125,5254.01,5319.31,45.4992,4340000,22.5498
869,869,-15487.0146484375,5276.04,5334.8,44.8956,4345000,23.2562
870,870,-15522.8037109375,5049.83,5303.44,45.3432,4350000,22.9007
871,871,-15683.9619140625,5245.53,5223.52,45.1627,4355000,23.3025
872,872,-15625.5068359375,5293.58,5327.85,45.6434,4360000,22.9701
873,873,-15628.8642578125,5298.77,5409.76,45.28,4365000,24.1898
874,874,-15744.85546875,5314.63,5349.29,44.4303,4370000,23.0473
875,875,-16060.12890625,5268.24,5286.97,45.4378,4375000,23.653
876,876,-15645.3759765625,5266.71,5352.0,45.107,4380000,22.7234
877,877,-15693.517578125,5321.32,5337.4,45.2927,4385000,24.2142
878,878,-15672.24609375,5146.41,5236.77,45.6152,4390000,23.7374
879,879,-15933.283203125,5205.49,5184.55,45.0195,4395000,22.6518
880,880,-15789.0380859375,5172.32,5227.63,45.1934,4400000,22.1293
881,881,-15837.3583984375,5241.03,5233.37,44.7943,4405000,22.7025
882,882,-15823.486328125,4829.77,5365.84,45.0278,4410000,23.1283
883,883,-13790.67578125,2333.29,1183.75,46.9654,4415000,43.5927
884,884,-15839.4384765625,4527.54,4935.91,44.7417,4420000,21.8142
885,885,-15768.55859375,5163.91,5077.91,44.5815,4425000,21.9124
886,886,-15923.978515625,5000.66,4718.51,44.0545,4430000,21.4728
887,887,-15870.9638671875,5200.64,5137.96,44.9446,4435000,22.76
888,888,-15685.837890625,5200.24,5133.51,44.6074,4440000,22.2615
889,889,-15910.087890625,3939.66,4955.92,45.5633,4445000,24.4023
890,890,-12589.3515625,-13.34,-15.29,53.0495,4450000,40.2997
891,891,-12860.4599609375,51.16,44.74,54.0738,4455000,61.1286
892,892,-16015.5869140625,5211.53,5211.23,45.8187,4460000,25.9071
893,893,-15797.783203125,4850.57,5027.33,45.6514,4465000,24.126
894,894,-15581.1904296875,5251.85,5264.66,45.6031,4470000,24.484
895,895,-15910.2509765625,5219.91,5187.37,46.0254,4475000,23.9958
896,896,-15985.8154296875,5240.74,5302.11,44.5235,4480000,22.1965
897,897,-15944.025390625,5161.32,5082.97,47.0054,4485000,23.9458
898,898,-15815.6279296875,5086.2,5087.21,44.8904,4490000,21.2871
899,899,-15847.4765625,5078.29,4971.62,45.7895,4495000,21.8444
900,900,-15649.3984375,5107.06,5003.39,45.6817,4500000,22.1356
901,901,-16050.6669921875,4990.12,4926.95,45.8784,4505000,20.523
902,902,-16094.2646484375,5109.2,5041.13,44.8425,4510000,22.8017
903,903,-15608.6220703125,5058.4,5004.93,46.1963,4515000,22.5934
904,904,-16116.615234375,5087.13,4911.06,45.6161,4520000,22.7552
905,905,-15771.55859375,5089.62,4999.94,46.5625,4525000,22.3813
906,906,-15838.3427734375,4990.52,4955.6,46.0323,4530000,22.2726
907,907,-15936.6455078125,4967.39,4847.65,46.1246,4535000,23.3199
908,908,-15757.9990234375,5107.53,5020.65,45.9869,4540000,22.8273
909,909,-16007.560546875,5296.75,5196.63,46.3471,4545000,22.9215
910,910,-15879.625,4974.17,5284.4,45.3286,4550000,22.9971
911,911,-15759.35546875,5173.38,4984.92,45.5398,4555000,22.9115
912,912,-15652.74609375,5205.94,5176.1,45.8386,4560000,23.8396
913,913,-15803.88671875,5034.23,5182.33,46.0347,4565000,23.5206
914,914,-15924.7666015625,5278.57,5309.5,46.6652,4570000,23.8598
915,915,-16093.3876953125,5033.17,5035.87,45.8222,4575000,23.4076
916,916,-15912.3642578125,5013.4,4816.0,45.3222,4580000,23.5892
917,917,-16277.404296875,5116.09,4930.39,45.4325,4585000,24.1896
918,918,-16426.58984375,5027.95,4945.76,46.3021,4590000,23.5413
919,919,-16255.0849609375,5040.92,4995.37,46.4686,4595000,23.8929
920,920,-16361.6142578125,4988.51,4927.64,45.1081,4600000,23.6085
921,921,-16132.5263671875,5036.56,4914.52,45.2007,4605000,23.7391
922,922,-16258.865234375,4981.78,4786.29,44.5942,4610000,22.8409
923,923,-16082.7099609375,4836.85,5151.97,45.8739,4615000,24.3091
924,924,-16163.4619140625,4720.07,5066.81,45.3346,4620000,25.7691
925,925,-16191.1904296875,5108.17,5012.9,44.7955,4625000,22.6371
926,926,-15887.255859375,4885.2,5166.01,45.6422,4630000,22.673
927,927,-16496.611328125,4970.86,4833.87,45.0706,4635000,22.5475
928,928,-16155.2490234375,5067.89,5061.96,44.4549,4640000,21.9426
929,929,-16173.763671875,4631.93,4831.41,44.7546,4645000,21.4407
930,930,-16379.3466796875,5078.19,4896.08,44.9659,4650000,22.6448
931,931,-16468.517578125,5027.33,5169.3,45.5924,4655000,21.0493
932,932,-16753.666015625,4722.21,4876.22,45.2302,4660000,23.3442
933,933,-16696.232421875,5006.36,5193.89,45.7915,4665000,24.218
934,934,-15831.1884765625,5060.63,5147.66,44.3746,4670000,22.3497
935,935,-16212.3466796875,4894.77,5255.42,43.9432,4675000,22.5485
936,936,-16329.7578125,5212.76,5378.69,44.5575,4680000,22.7186
937,937,-15735.0634765625,4855.69,5324.01,45.7374,4685000,20.6205
938,938,-16631.0390625,4662.16,5279.6,44.9693,4690000,23.5238
939,939,-16515.75390625,5190.64,5285.64,45.2465,4695000,24.1078
940,940,-16540.322265625,4295.56,5110.8,46.4123,4700000,23.4864
941,941,-16297.7353515625,4287.4,5217.51,46.1162,4705000,23.8259
942,942,-16594.39453125,5142.15,5134.24,44.9773,4710000,24.2209
943,943,-16503.71875,5126.59,5166.48,44.8571,4715000,24.2879
944,944,-16648.77734375,4994.97,5206.23,45.2545,4720000,25.2397
945,945,-16752.076171875,5277.61,5300.88,44.7794,4725000,24.7828
946,946,-16183.08984375,5057.44,5125.29,45.6095,4730000,23.5767
947,947,-16694.873046875,4678.87,5086.33,45.039,4735000,23.2535
948,948,-16413.310546875,5151.97,5204.93,45.4393,4740000,25.8225
949,949,-16349.8798828125,3912.81,5161.97,44.7155,4745000,26.3427
950,950,-15808.853515625,3439.44,4243.56,46.7359,4750000,19.2944
951,951,-16446.048828125,4665.24,5290.22,45.3027,4755000,24.4297
952,952,-15628.9638671875,4909.0,5092.46,46.0137,4760000,24.3343
953,953,-16329.107421875,5025.28,5137.17,45.9358,4765000,24.6037
954,954,-16586.904296875,4930.82,4989.29,45.5081,4770000,23.9896
955,955,-16364.4658203125,4973.22,5181.74,45.3305,4775000,23.1772
956,956,-16492.998046875,5108.3,4877.61,45.3969,4780000,23.5734
957,957,-16708.904296875,4497.86,5092.9,45.548,4785000,23.244
958,958,-16368.2197265625,5319.88,5374.08,46.9713,4790000,25.71
959,959,-16900.654296875,4892.25,5041.57,45.6488,4795000,24.1471
960,960,-17038.154296875,3941.62,4957.2,46.9103,4800000,26.747
961,961,-16871.634765625,5020.72,4975.78,45.9753,4805000,25.3696
962,962,-16565.14453125,4969.79,4981.25,44.3049,4810000,23.9457
963,963,-16479.017578125,4728.88,5037.12,46.116,4815000,24.3602
964,964,-15929.1015625,4501.78,3660.7,45.5345,4820000,24.2097
965,965,-15912.5654296875,4211.36,5070.75,46.4142,4825000,34.1766
966,966,-14507.8896484375,-1.84,-9.75,50.9257,4830000,42.236
967,967,-11597.73828125,844.74,456.16,48.9437,4835000,27.6904
968,968,-15278.95703125,2126.49,1456.26,45.908,4840000,25.5826
969,969,-15792.71484375,1122.51,1392.02,46.8366,4845000,17.923
970,970,-15217.54296875,1024.87,1070.46,49.3148,4850000,40.6331
971,971,-16027.2939453125,2488.39,1942.09,46.7502,4855000,19.3759
972,972,-15751.1826171875,2172.55,1598.99,47.274,4860000,19.0472
973,973,-15970.685546875,3636.84,2304.52,46.0738,4865000,25.6268
974,974,-15490.150390625,4186.16,4742.15,46.006,4870000,24.62
975,975,-16087.650390625,4825.43,4784.82,45.1312,4875000,23.809
976,976,-16748.294921875,4788.3,4734.46,45.1201,4880000,25.7623
977,977,-17207.947265625,4929.88,4920.14,45.1214,4885000,25.9666
978,978,-17256.923828125,5010.24,5013.16,46.3537,4890000,26.7588
979,979,-17009.259765625,5088.66,5079.07,45.272,4895000,25.0806
980,980,-16858.9921875,5010.75,5100.98,45.57,4900000,25.3226
981,981,-16722.20703125,4972.51,5355.46,45.2295,4905000,25.5994
982,982,-16168.7314453125,3886.92,5257.49,45.669,4910000,25.4479
983,983,-16998.947265625,4124.3,4216.28,45.8272,4915000,25.7806
984,984,-16401.1015625,4567.09,5250.5,47.3077,4920000,25.17
985,985,-16719.72265625,5207.53,5375.73,46.3224,4925000,22.4207
986,986,-16400.658203125,5133.01,5337.07,46.4345,4930000,26.9846
987,987,-16778.07421875,5124.79,5286.82,45.6317,4935000,22.2099
988,988,-15123.1865234375,3627.24,3831.94,46.6683,4940000,21.774
989,989,-16738.2421875,5119.42,5232.97,45.9151,4945000,23.3336
990,990,-16942.666015625,4551.01,5201.47,46.1871,4950000,22.782
991,991,-17089.509765625,4336.98,4943.83,46.1007,4955000,23.1457
992,992,-16841.78515625,5106.15,5166.95,45.9054,4960000,23.0488
993,993,-16609.359375,4206.85,3275.37,45.5784,4965000,25.366
994,994,-16644.638671875,4744.7,4759.51,45.8265,4970000,24.0436
995,995,-16826.779296875,4999.4,5099.67,45.7972,4975000,24.5212
996,996,-16907.59375,4288.98,4926.09,45.9288,4980000,23.5357
997,997,-16694.93359375,4741.76,5295.75,45.2022,4985000,22.7738
998,998,-16529.400390625,5214.13,5287.23,45.5741,4990000,22.0792
999,999,-16865.84765625,5139.75,5298.85,45.3497,4995000,23.5233
1000,1000,-16750.279296875,5226.26,5273.42,45.2827,5000000,23.6188
1001,1001,-16841.94140625,4926.53,5237.64,45.3551,5005000,23.583
1002,1002,-17013.21484375,5184.91,5230.74,45.4274,5010000,23.3567
1003,1003,-17117.36328125,4967.69,5242.72,45.2237,5015000,24.3381
1004,1004,-17042.521484375,5108.46,5137.75,44.796,5020000,23.2862
1005,1005,-16775.259765625,5071.46,5115.45,45.4502,5025000,23.796
1006,1006,-16987.595703125,5051.51,5084.82,44.5556,5030000,23.625
1007,1007,-16838.92578125,5133.69,5144.66,45.2975,5035000,23.9263
1008,1008,-17145.203125,5194.88,5213.12,45.4166,5040000,24.3335
1009,1009,-17106.1328125,5237.68,5262.85,44.823,5045000,23.6546
1010,1010,-16854.876953125,5170.9,5305.78,45.7194,5050000,22.7241
1011,1011,-17012.294921875,5198.9,5227.96,45.7736,5055000,23.246
1012,1012,-17174.64453125,5086.28,5196.78,45.6976,5060000,23.2576
1013,1013,-16810.794921875,5047.91,5183.58,45.4532,5065000,24.4386
1014,1014,-16532.416015625,5255.34,5225.71,46.6352,5070000,24.745
1015,1015,-16493.39453125,5199.66,5454.74,46.4994,5075000,24.7155
1016,1016,-16779.865234375,5230.41,5241.34,46.1356,5080000,24.3773
1017,1017,-16757.4453125,5310.95,5404.44,46.858,5085000,24.5932
1018,1018,-16956.890625,4812.5,5356.26,46.0458,5090000,24.7938
1019,1019,-16891.158203125,5359.25,5386.12,45.6577,5095000,24.7927
1020,1020,-16879.375,5182.99,5373.1,46.9394,5100000,24.1903
1021,1021,-16941.189453125,5357.38,5368.8,46.2119,5105000,24.2422
1022,1022,-17020.404296875,5289.06,5296.46,45.2306,5110000,24.0678
1023,1023,-16986.888671875,4286.68,5428.72,45.295,5115000,25.7165
1024,1024,-16730.1640625,4262.64,5184.93,45.9046,5120000,23.3612
1025,1025,-16968.34375,4579.59,5438.22,45.7142,5125000,25.8099
1026,1026,-16618.470703125,5188.81,5402.62,46.532,5130000,23.875
1027,1027,-16919.5234375,5215.79,5214.38,44.9015,5135000,23.2166
1028,1028,-16931.0234375,5358.11,5437.3,45.2712,5140000,24.8455
1029,1029,-16872.59765625,5239.7,5297.43,45.1838,5145000,24.1115
1030,1030,-16657.865234375,5060.87,5313.41,45.5268,5150000,24.0329
1031,1031,-15108.8291015625,198.83,185.39,50.8464,5155000,42.8929
1032,1032,-15929.517578125,340.05,377.81,51.9683,5160000,31.3931
1033,1033,-15339.6416015625,223.63,180.92,51.2102,5165000,49.584
1034,1034,-15929.951171875,333.31,316.7,49.1852,5170000,40.6187
1035,1035,-17044.818359375,517.16,570.68,49.5976,5175000,49.4687
1036,1036,-16355.4990234375,2358.85,2102.38,46.6213,5180000,23.25
1037,1037,-16749.794921875,1261.32,1043.27,48.4814,5185000,30.4789
1038,1038,-17965.271484375,4106.11,4139.95,46.3677,5190000,31.6006
1039,1039,-17874.458984375,4290.52,3923.76,46.4759,5195000,31.3993
1040,1040,-17072.142578125,4910.15,5023.82,47.2754,5200000,31.4401
1041,1041,-16999.412109375,5042.54,5193.66,46.8297,5205000,31.1191
1042,1042,-16904.34765625,4986.6,4875.87,45.6827,5210000,28.4567
1043,1043,-16989.662109375,4880.22,4536.94,46.3108,5215000,31.0802
1044,1044,-16543.333984375,4923.59,4913.12,46.3706,5220000,29.2102
1045,1045,-16023.3818359375,4653.66,4593.74,46.0675,5225000,27.5146
1046,1046,-16557.984375,4833.29,4827.97,46.1669,5230000,27.5923
1047,1047,-16153.087890625,4766.92,4678.55,45.6502,5235000,27.1644
1048,1048,-16609.162109375,4752.28,4809.32,46.2418,5240000,30.7207
1049,1049,-17100.822265625,4575.04,5024.83,45.9129,5245000,27.4001
1050,1050,-17093.7421875,3854.34,4860.26,46.39,5250000,33.2221
1051,1051,-16844.544921875,4431.04,5045.67,46.8167,5255000,25.8022
1052,1052,-16881.88671875,4022.5,4734.51,45.7484,5260000,26.4152
1053,1053,-16840.478515625,4576.0,4772.31,45.1126,5265000,24.9299
1054,1054,-16558.634765625,4671.55,5123.43,46.0383,5270000,25.9248
1055,1055,-16125.244140625,4356.27,4891.35,46.6685,5275000,27.9248
1056,1056,-16357.08984375,5017.06,5137.74,46.1764,5280000,25.1291
1057,1057,-16557.326171875,4942.84,5278.47,47.2539,5285000,26.3585
1058,1058,-16990.708984375,5228.0,5254.01,46.6991,5290000,26.1963
1059,1059,-17142.361328125,5043.91,5092.98,45.4328,5295000,24.8219
1060,1060,-16396.34765625,4938.2,5249.28,47.511,5300000,28.7455
1061,1061,-16881.70703125,5191.28,5232.29,46.2308,5305000,25.041
1062,1062,-16629.376953125,5213.08,5205.72,46.4785,5310000,25.5606
1063,1063,-16837.798828125,5215.82,5254.25,46.6182,5315000,25.8735
1064,1064,-16703.3828125,5100.68,5102.89,46.2534,5320000,25.4906
1065,1065,-16697.810546875,4846.57,5124.04,46.5969,5325000,25.8952
1066,1066,-16668.953125,5095.05,4603.24,45.6202,5330000,24.6948
1067,1067,-16801.1484375,5116.21,5129.72,46.9203,5335000,24.668
1068,1068,-16932.169921875,5035.98,4975.99,46.2992,5340000,23.9754
1069,1069,-16783.779296875,4752.02,4832.36,46.3959,5345000,24.6105
1070,1070,-16907.03125,4900.66,4842.57,45.7661,5350000,24.3088
1071,1071,-16703.07421875,5096.15,5036.02,46.1021,5355000,24.5521
1072,1072,-16741.43359375,5102.89,5064.69,46.2659,5360000,24.6783
1073,1073,-16831.4921875,5020.61,4948.09,45.4524,5365000,23.6959
1074,1074,-16790.341796875,4996.39,4907.69,45.5899,5370000,23.5907
1075,1075,-16812.49609375,5104.91,5094.85,45.2824,5375000,24.5198
1076,1076,-16740.302734375,5143.32,5125.96,46.0209,5380000,24.8607
1077,1077,-16710.875,5133.86,5111.23,45.2908,5385000,24.9008
1078,1078,-16797.943359375,4991.41,5007.33,44.8673,5390000,24.4883
1079,1079,-16902.49609375,5063.25,5082.87,44.9975,5395000,24.913
1080,1080,-16831.71875,5122.39,5112.25,45.059,5400000,24.0485
1081,1081,-16919.33203125,5114.14,5022.39,44.8023,5405000,24.5831
1082,1082,-16755.78515625,4962.43,4853.3,44.6592,5410000,23.8038
1083,1083,-16903.65625,5052.71,5023.55,44.4239,5415000,24.8889
1084,1084,-9703.201171875,368.49,349.22,49.4269,5420000,33.2578
1085,1085,-13309.8818359375,720.89,895.02,48.5358,5425000,28.6753
1086,1086,-16933.90625,3316.23,4537.61,45.933,5430000,27.1506
1087,1087,-16142.2802734375,4827.66,5104.57,45.787,5435000,26.7639
1088,1088,-16919.490234375,4467.08,4392.97,45.8185,5440000,25.6231
1089,1089,-17402.8046875,4984.02,4960.97,45.7394,5445000,24.5777
1090,1090,-16969.486328125,4046.16,4929.69,47.2595,5450000,27.1027
1091,1091,-17067.1640625,4807.39,4866.84,45.494,5455000,22.4013
1092,1092,-16890.33203125,5112.43,5124.14,46.5743,5460000,22.995
1093,1093,-16854.99609375,4951.67,4895.6,45.1763,5465000,24.6336
1094,1094,-16788.091796875,5141.52,5115.78,44.2933,5470000,22.9575
1095,1095,-17042.431640625,5013.0,4942.41,44.2772,5475000,22.5418
1096,1096,-17024.38671875,4859.26,4798.15,44.7421,5480000,22.3271
1097,1097,-16999.466796875,5099.31,5049.2,44.9478,5485000,22.8311
1098,1098,-17238.478515625,5019.4,4942.89,44.724,5490000,22.7784
1099,1099,-17184.974609375,4877.68,4867.46,44.8033,5495000,22.9276
1100,1100,-16844.826171875,3900.78,1782.91,45.3107,5500000,22.9825
1101,1101,-17016.673828125,5092.62,5136.55,45.1867,5505000,23.3203
1102,1102,-17289.740234375,5190.99,5273.37,45.2185,5510000,23.718
1103,1103,-16982.8984375,5031.91,5268.61,45.1367,5515000,23.1929
1104,1104,-16876.564453125,5230.76,5335.4,44.8911,5520000,22.2382
1105,1105,-16997.3359375,5179.53,5202.0,44.5834,5525000,22.4312
1106,1106,-16813.876953125,5186.04,5230.06,44.7807,5530000,22.6347
1107,1107,-16561.75,5240.87,5286.55,44.6963,5535000,22.3611
1108,1108,-16822.1015625,5199.64,5280.47,44.7199,5540000,22.4967
1109,1109,-16768.728515625,5226.96,5225.95,44.8851,5545000,22.6775
1110,1110,-16377.0107421875,5090.62,5281.25,44.74,5550000,22.4682
1111,1111,-16656.583984375,5261.76,5298.51,44.6151,5555000,23.4337
1112,1112,-16588.603515625,5229.7,5324.03,45.4355,5560000,22.7734
1113,1113,-16682.58203125,5110.22,5201.25,43.994,5565000,21.9058
1114,1114,-16796.806640625,5230.0,5274.2,44.3034,5570000,21.9297
1115,1115,-16937.65234375,5001.62,5303.83,44.7934,5575000,21.2113
1116,1116,-16715.4140625,5183.45,5199.4,44.5239,5580000,21.471
1117,1117,-16665.521484375,5221.15,5211.73,44.5331,5585000,22.1681
1118,1118,-16722.59765625,5177.97,5228.0,45.682,5590000,22.8614
1119,1119,-16935.421875,5142.96,5155.78,44.6779,5595000,23.018
1120,1120,-16691.564453125,5167.47,5180.53,45.2279,5600000,22.7914
1121,1121,-16919.310546875,5184.21,5234.53,45.3387,5605000,23.7451
1122,1122,-16648.701171875,5225.33,5238.33,45.554,5610000,24.1983
1123,1123,-16694.794921875,5239.12,5303.65,45.0582,5615000,23.7081
1124,1124,-16537.73828125,5259.69,5353.32,45.4587,5620000,23.9733
1125,1125,-16698.009765625,5289.99,5350.21,44.8075,5625000,23.5286
1126,1126,-16611.044921875,4935.19,5225.31,45.3671,5630000,23.0525
1127,1127,-10048.6455078125,365.11,389.43,51.9766,5635000,38.1886
1128,1128,-13874.068359375,0.36,7.47,55.2704,5640000,38.6814
1129,1129,-14745.341796875,4307.79,3918.61,45.0559,5645000,24.264
1130,1130,-14652.5078125,2781.99,2835.87,46.9174,5650000,26.7551
1131,1131,-16950.85546875,4445.67,4673.02,46.1048,5655000,23.1894
1132,1132,-17265.3046875,4933.68,4886.61,45.0361,5660000,23.0782
1133,1133,-16498.697265625,4059.91,4476.51,44.8339,5665000,23.0019
1134,1134,-17551.4375,5048.87,4988.15,45.3101,5670000,24.9086
1135,1135,-17480.376953125,5131.55,5103.27,45.3678,5675000,24.5133
1136,1136,-17308.421875,5091.64,5019.21,45.9826,5680000,25.4718
1137,1137,-17452.78515625,5121.59,5032.57,45.869,5685000,24.945
1138,1138,-17327.185546875,5156.64,5007.65,46.1824,5690000,25.3939
1139,1139,-17176.642578125,5148.84,5033.56,45.8287,5695000,24.7012
1140,1140,-16991.86328125,5171.18,5100.46,45.8183,5700000,24.7459
1141,1141,-16937.255859375,5111.4,5038.58,44.9392,5705000,23.5181
1142,1142,-17086.296875,5171.67,5088.71,44.8679,5710000,23.5546
1143,1143,-17320.77734375,5100.58,5015.99,45.5561,5715000,23.6527
1144,1144,-17154.333984375,5147.1,5096.14,44.9127,5720000,23.77
1145,1145,-17377.341796875,5146.39,5098.4,45.2666,5725000,24.0484
1146,1146,-17298.0859375,5115.6,5085.83,44.8718,5730000,23.2845
1147,1147,-17082.3984375,5169.43,5201.45,44.1411,5735000,23.8915
1148,1148,-17285.880859375,5172.14,5226.11,45.0373,5740000,24.3086
