Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Itration
14.851,288.15,50.0828,271.99,0
19.6826,254.07,49.76,254.92,1
26.3063,303.02,49.3498,292.21,2
29.0551,448.65,49.8305,471.02,3
15.0416,413.11,49.2036,405.66,4
14.3456,426.16,49.8693,470.59,5
15.3054,447.22,48.8706,376.43,6
18.2703,985.68,48.0666,1630.56,7
26.182,494.64,49.3334,595.76,8
24.6574,484.77,49.0622,575.96,9
21.8702,841.5,47.7931,964.23,10
19.3352,949.42,47.6325,1145.02,11
14.4591,797.18,47.2512,886.09,12
33.5375,787.93,47.9442,1144.96,13
31.8864,822.12,47.3529,963.75,14
22.9622,922.81,47.4587,1154.64,15
30.9364,838.77,46.832,1107.39,16
25.3433,937.19,47.3227,1245.4,17
26.4614,969.72,46.5864,1784.47,18
22.144,1076.09,47.0207,1862.69,19
26.5121,1332.35,46.7381,1340.13,20
25.5998,1533.27,46.338,1707.31,21
28.9106,1391.9,46.2696,1788.54,22
20.2353,1484.12,46.0729,1553.16,23
21.1346,1613.4,45.5597,1884.6,24
18.1311,2223.19,45.9316,2868.03,25
16.2055,2247.59,45.0565,2573.49,26
18.6178,2789.71,45.9266,2792.54,27
19.5483,2841.86,46.5644,2897.46,28
18.3862,2937.18,46.2401,2876.98,29
18.5351,3046.42,45.796,3125.2,30
18.8734,3020.98,46.2741,3018.4,31
20.6727,3128.49,46.0626,3100.06,32
21.4103,3173.23,46.4058,3148.48,33
20.5473,3199.43,45.8188,3025.9,34
20.594,2716.6,45.669,3230.81,35
20.7907,3340.04,45.1417,3366.45,36
19.9725,3422.25,44.5534,3516.02,37
19.5854,3257.4,44.9816,3300.5,38
20.3533,3373.13,44.7284,3400.71,39
19.5005,3143.65,44.0994,3319.48,40
19.4795,3220.95,44.1078,3301.6,41
19.5451,3419.35,43.97,3342.6,42
18.1678,3495.24,43.3569,3588.2,43
18.23,3470.71,43.1778,3395.91,44
17.8052,3627.99,42.5517,3625.82,45
17.3638,3171.25,42.9814,3448.0,46
18.485,3600.21,43.0858,3664.04,47
18.0175,3646.0,42.9347,3722.57,48
16.7845,3764.06,41.5181,3909.98,49
17.0957,3648.36,41.9468,3713.75,50
17.3593,3795.16,41.2748,3869.18,51
15.9921,3721.62,41.6339,3976.22,52
16.6398,3722.55,41.345,3832.65,53
16.0386,3859.76,40.8537,3940.58,54
15.729,3027.29,41.3463,1800.1,55
16.1999,3774.15,41.3806,3870.7,56
16.225,3912.05,41.0049,3929.92,57
16.5112,3903.48,41.01,3959.12,58
