Running Reverse KL,Real Sto Return,Running Forward KL,Real Det Return,Itration
15.8371,3762.87,40.9988,3892.88,59
16.7044,3746.98,41.4683,3852.57,60
16.3666,3766.77,41.8004,3888.37,61
15.4179,3888.95,40.8508,4088.72,62
15.7727,3591.65,41.2927,3991.25,63
14.3888,3411.03,41.2441,3962.39,64
16.0465,3874.06,40.8312,3991.14,65
16.5688,3773.76,41.1186,3970.38,66
16.7268,3830.45,41.9018,3926.16,67
15.6872,3075.92,41.5654,3392.38,68
16.0195,3796.83,41.5412,3878.33,69
15.9274,3863.79,41.2673,3879.0,70
15.5406,3805.68,41.7381,3849.3,71
15.4923,3789.31,41.3378,3767.74,72
15.5387,3805.56,40.767,3867.26,73
16.1078,3628.38,41.388,3678.63,74
18.2138,3315.41,41.282,3189.15,75
17.9547,3545.01,41.9241,3674.22,76
16.3428,3453.04,41.8029,3808.62,77
16.205,3517.42,42.514,3626.97,78
19.2509,3635.98,41.8321,3861.79,79
18.237,3201.69,41.4244,3941.28,80
18.5765,3410.8,42.567,3695.61,81
14.6996,3523.22,41.8931,3727.56,82
14.8782,3648.23,41.8002,3773.13,83
16.1569,3745.86,40.9148,3987.57,84
17.0972,3882.18,41.5969,3946.59,85
16.5764,3692.43,41.4005,4032.22,86
16.4839,3858.22,41.7529,3887.02,87
16.6189,3871.01,41.8908,3841.43,88
16.3213,4021.65,40.8096,4142.95,89
17.0671,4062.45,41.18,4175.65,90
16.5147,3791.84,41.3177,4020.28,91
15.5579,4180.18,39.9821,4377.12,92
16.1719,3621.2,40.5607,4081.66,93
16.1746,3788.96,40.5637,4202.26,94
16.9019,3926.57,42.0108,3895.33,95
17.7842,4141.48,41.3624,4242.0,96
16.6497,4160.52,40.5314,4284.64,97
17.8136,4077.54,40.7257,4162.96,98
16.2975,3786.97,40.4544,4160.39,99
16.8674,4110.12,40.4894,4235.06,100
16.5295,4150.21,39.7303,4216.32,101
16.1933,3826.53,40.3824,4027.05,102
15.7034,4052.66,40.3912,4302.83,103
17.0513,4143.17,39.864,4294.72,104
15.6115,4189.16,39.5564,4345.07,105
15.7481,4053.75,40.1462,4351.1,106
15.7016,4092.68,40.1522,4300.05,107
16.1635,3546.25,40.3876,3947.59,108
16.0047,4161.57,39.8521,4313.1,109
15.7089,3894.56,40.0716,4299.78,110
15.7181,4228.45,39.8867,4366.46,111
15.5023,4148.84,39.9217,4390.78,112
16.6466,4141.71,39.5143,4318.12,113
13.6672,3746.57,40.5599,4301.91,114
15.9582,4196.04,39.6874,4419.18,115
15.6724,4085.38,39.6267,4260.29,116
16.8507,4059.19,39.5049,4426.45,117
14.2807,3882.4,40.4812,4359.8,118
16.0052,4218.39,39.708,4406.42,119
15.6441,4112.6,39.793,4421.89,120
16.8156,4182.99,39.2995,4424.09,121
16.4468,4339.12,39.7605,4478.24,122
16.1275,3745.06,39.8186,4481.7,123
15.9354,4280.08,39.4528,4436.19,124
14.7508,3953.44,39.1239,4384.17,125
16.1404,4217.0,39.2441,4490.32,126
15.9756,4255.17,39.3999,4531.75,127
14.9409,3897.25,39.4654,4444.85,128
15.4463,4273.61,39.4242,4481.04,129
14.813,4131.95,39.3259,4490.93,130
16.1406,4187.43,39.4856,4381.8,131
15.9078,4020.09,39.8524,4386.96,132
15.6155,4231.09,39.081,4438.46,133
15.6494,4065.96,38.9048,4438.7,134
14.4462,3909.05,39.2627,4367.95,135
13.4718,3287.33,40.0521,4533.08,136
15.6786,4229.81,39.0247,4625.42,137
15.9513,4203.47,38.5471,4460.1,138
14.6626,4213.17,39.1987,4505.34,139
13.4194,3436.15,39.984,4517.13,140
14.8962,4160.99,38.852,4473.06,141
14.6741,4269.99,39.5628,4503.46,142
14.2983,3554.45,40.0257,4611.23,143
13.6691,3647.66,40.5176,4415.37,144
15.8354,4175.9,39.3584,4503.39,145
14.7149,3984.31,39.8797,4582.39,146
16.4805,4414.01,38.6529,4584.75,147
16.233,4418.44,39.4499,4560.18,148
15.7701,4201.4,39.3373,4671.23,149
14.5104,4273.59,39.4396,4529.5,150
14.9836,4009.28,39.1228,4639.4,151
14.8771,4078.04,39.2389,4577.44,152
16.0428,4465.32,38.9838,4639.43,153
12.9712,3627.83,39.6407,4558.41,154
15.7513,4026.77,39.0469,4672.12,155
15.4636,4253.57,39.7391,4488.81,156
15.5467,3999.33,38.8961,4690.32,157
16.5399,4347.98,39.2777,4496.32,158
16.5537,4459.62,38.5609,4633.52,159
16.174,3763.85,38.6274,4560.48,160
15.334,4115.61,39.0187,4507.21,161
15.5466,4107.27,38.8241,4573.78,162
15.6757,3927.05,39.6025,4599.48,163
16.9566,4439.18,39.0342,4619.26,164
17.2828,4565.69,38.8023,4719.95,165
16.944,4326.24,38.7712,4679.72,166
15.514,4313.47,38.8333,4691.58,167
15.909,4158.37,39.0952,4706.89,168
16.6401,4268.51,38.7174,4710.76,169
16.904,4295.43,39.2083,4659.53,170
16.1878,4353.29,39.2097,4493.24,171
15.5931,4371.92,39.4429,4435.47,172
15.6274,4341.41,39.2501,4700.42,173
15.5726,4197.77,38.8634,4552.61,174
16.6417,4460.23,39.1173,4754.12,175
15.9905,4268.43,39.01,4773.0,176
16.2894,4499.98,38.9621,4712.53,177
15.2891,4236.86,38.2312,4666.94,178
16.7748,4515.09,38.4506,4670.34,179
16.0306,4471.23,39.0656,4624.25,180
16.8745,4527.84,38.8706,4723.33,181
17.103,4657.46,39.1293,4830.4,182
15.2859,4489.73,38.6748,4590.36,183
16.5145,4531.6,38.8646,4761.08,184
15.8344,4480.18,38.4944,4766.34,185
15.9178,4545.61,38.6165,4786.01,186
15.437,4518.06,38.1997,4773.37,187
16.1856,4471.78,38.5028,4752.45,188
15.8537,4588.83,39.0692,4838.28,189
15.5667,4365.09,38.7251,4697.58,190
16.2145,4471.16,38.8873,4798.21,191
15.3004,4069.52,39.2343,4739.97,192
16.4863,4582.45,38.6433,4761.42,193
16.4447,4560.02,39.0624,4803.5,194
16.386,4620.78,38.4716,4774.7,195
15.7213,4522.18,38.3054,4708.98,196
15.8137,4511.61,39.0318,4828.57,197
15.4082,4409.03,38.9182,4607.79,198
16.3015,4573.51,39.1468,4801.87,199
14.8987,4173.42,38.7716,4686.05,200
14.8401,4393.64,38.5988,4637.73,201
14.8571,4431.94,38.3451,4647.37,202
15.0054,4392.24,38.5478,4729.78,203
15.3875,4447.6,38.5096,4689.28,204
14.6582,4490.55,38.7164,4695.37,205
15.0769,4396.69,38.6889,4617.7,206
15.1422,4513.78,38.5172,4805.23,207
15.5769,4546.86,38.0454,4858.0,208
15.1706,4448.22,38.7138,4839.46,209
14.6551,4486.58,38.7043,4758.32,210
15.1475,4488.17,38.407,4779.45,211
14.9671,4422.93,38.8427,4723.32,212
14.7757,4075.48,38.619,4670.25,213
14.1494,4165.28,39.3688,4526.04,214
13.8543,3999.07,39.3149,4569.51,215
14.1804,4262.7,38.702,4793.61,216
14.2559,4122.42,38.634,4470.04,217
14.2197,4396.41,38.6507,4712.68,218
14.9125,4311.56,38.7687,4776.25,219
15.0676,4356.12,38.3787,4732.53,220
14.7501,4222.82,38.6737,4724.86,221
15.8001,4091.62,39.9861,4769.26,222
14.8343,4522.54,38.3595,4832.01,223
15.131,4539.71,38.8787,4839.49,224
15.6334,4595.0,38.1176,4888.58,225
15.6496,4343.79,38.4493,4753.98,226
14.7874,4294.7,38.7555,4797.81,227
15.3006,4543.48,38.5741,4738.51,228
15.314,4490.47,38.2518,4622.66,229
15.7485,4564.34,38.2643,4856.8,230
15.5309,4608.8,38.1962,4757.14,231
15.4724,4616.55,38.2248,4702.06,232
15.508,4667.85,38.2679,4874.9,233
15.2844,4644.82,37.9384,4854.63,234
15.9562,4650.3,38.0693,4817.06,235
15.1783,4527.06,38.2222,4694.46,236
15.1728,4632.71,37.5312,4766.08,237
15.6344,4694.27,37.9825,4854.78,238
15.8764,4667.14,38.5079,4873.71,239
15.7134,4709.73,37.5121,4880.2,240
16.1313,4646.1,38.4862,4798.34,241
15.5659,4730.13,38.0474,4953.11,242
16.1495,4742.86,37.7479,4972.69,243
15.8855,4717.04,38.2906,4898.96,244
15.9171,4640.48,38.1383,4848.01,245
16.1532,4762.49,37.9629,4943.37,246
15.4998,4745.0,38.242,4912.38,247
15.7178,4723.18,37.7328,4976.68,248
16.0888,4707.61,38.5713,4964.75,249
15.8536,4706.43,37.9897,5014.85,250
16.3039,4745.17,38.0605,4994.65,251
16.0905,4809.69,37.8953,4988.85,252
16.3304,4763.56,38.2422,5001.51,253
16.3962,4762.34,38.1163,5073.39,254
16.7521,4842.84,38.0004,4972.29,255
16.7163,4856.76,38.1204,4993.21,256
16.7846,4768.15,38.4025,4990.75,257
16.9942,4823.76,37.8756,5012.35,258
16.6104,4806.76,38.0732,5022.76,259
16.3174,4841.26,37.737,5034.68,260
16.7176,4747.79,37.6622,4977.53,261
17.5222,4727.91,38.3474,4967.36,262
17.6045,4761.25,38.5646,5019.39,263
16.8747,4714.82,38.7589,4912.31,264
17.4545,4802.44,38.4808,5135.88,265
17.0252,4797.06,38.5191,5077.41,266
16.8679,4796.98,38.008,5124.13,267
17.4745,4885.81,38.1226,5182.21,268
17.2249,4800.67,39.2476,5075.85,269
16.6085,4845.16,38.4745,5077.16,270
16.6718,4797.75,38.6676,5080.54,271
16.8261,4757.58,38.8368,5018.97,272
16.6274,4722.8,38.6737,5069.82,273
16.7829,4810.05,38.5886,5112.76,274
16.8279,4791.87,37.822,5040.3,275
16.3017,4814.87,38.1368,5119.0,276
16.6889,4794.04,38.4286,5187.1,277
16.2202,4830.11,38.1557,5034.3,278
16.1426,4687.48,38.1562,5202.09,279
16.2076,4686.27,38.6914,4890.18,280
15.9575,4773.51,38.0408,4999.02,281
15.6076,4819.21,38.0647,5150.01,282
16.4208,4831.74,38.1049,5060.49,283
16.8276,4792.43,37.9171,5102.66,284
16.6249,4873.56,37.3569,5178.57,285
15.2679,4871.1,38.1074,5182.65,286
16.1957,4698.21,37.9433,5092.37,287
16.1858,4750.38,38.4275,4951.89,288
16.104,4377.68,38.8507,5114.51,289
16.8775,4865.36,38.2889,5173.47,290
15.8727,4882.63,38.0688,5243.39,291
15.4833,4944.66,38.4732,5281.01,292
15.7031,4994.43,37.8331,5222.9,293
15.5936,4925.12,38.2001,5245.45,294
16.1694,4940.12,38.3597,5126.85,295
15.9701,4837.47,38.07,5204.66,296
15.998,4955.94,37.8984,5218.28,297
15.6424,4860.91,38.4326,5228.02,298
15.3044,4932.17,37.2966,5127.79,299
15.8291,4889.61,37.6175,5146.95,300
15.8454,4933.5,37.5384,5173.28,301
14.7236,4659.66,38.4148,5057.6,302
16.2036,4876.13,37.2816,5123.77,303
15.4682,4629.77,37.313,5114.42,304
15.7823,4759.2,38.0111,5066.63,305
14.6448,4594.76,38.704,5138.81,306
16.0525,4755.07,38.0005,5134.41,307
15.7071,4654.76,38.1012,5065.45,308
14.9185,4453.48,37.6489,5096.64,309
14.1293,4838.31,37.9717,5138.49,310
15.4151,4948.67,38.2069,5220.03,311
15.3546,4742.79,37.8159,4996.87,312
49.1307,811.96,49.8491,339.01,313
18.6364,2741.62,41.478,816.5,314
16.8071,4672.47,37.2303,4831.79,315
15.7422,4560.7,37.3638,4890.89,316
16.5667,4603.87,38.1709,4857.61,317
15.0131,4559.51,37.4761,4732.19,318
15.3397,4617.26,37.5171,4996.11,319
15.8386,4821.51,37.0965,5008.72,320
15.5134,4719.4,37.2422,5068.89,321
14.9026,4802.43,37.2964,5014.3,322
15.5121,4734.32,37.8172,4947.27,323
14.4242,4768.28,37.8345,5020.11,324
15.045,4776.32,37.122,4956.18,325
15.0126,4734.95,37.3914,4863.74,326
15.178,4760.47,37.2974,5030.25,327
13.8582,4672.04,37.5329,4997.04,328
14.9137,4836.54,37.7099,5102.16,329
15.1825,4846.91,37.4953,5124.99,330
15.5693,4833.97,37.7092,5182.85,331
15.8054,4838.9,37.3181,5115.87,332
15.4813,4885.01,37.6147,5113.41,333
15.4792,4887.61,37.1485,5177.59,334
15.2268,4903.98,37.6417,5147.2,335
15.6839,4902.68,37.6396,5186.68,336
14.87,4951.38,37.7583,5240.08,337
14.9124,4895.74,37.7476,5145.87,338
15.1146,4937.32,37.6423,5164.4,339
14.9091,4864.59,37.5228,5075.3,340
15.5517,4969.67,37.3162,5202.16,341
14.8542,4941.77,37.6662,5220.84,342
15.3612,4933.51,36.9678,5218.29,343
15.2941,4869.94,37.1055,5163.56,344
18.0727,930.63,42.2539,963.31,345
15.4289,4688.97,37.3594,4801.55,346
14.9454,-1.32,48.6886,-4.73,347
43.5264,443.93,53.3774,428.92,348
20.616,824.54,47.6887,520.55,349
19.6401,2981.03,44.4335,2861.57,350
21.3829,2377.41,44.5361,3107.81,351
24.1158,697.57,45.0136,524.3,352
18.0234,3730.6,39.3972,4247.97,353
16.2686,3804.32,40.593,3655.54,354
21.0282,3486.84,40.3973,2942.6,355
16.842,4457.03,38.6827,4575.18,356
16.5507,3797.45,39.656,4118.68,357
16.739,4481.77,37.6998,4400.96,358
17.05,4477.31,39.1831,4619.31,359
17.7636,4531.11,38.9758,4578.81,360
17.6476,4502.36,37.8694,4640.85,361
17.2593,4530.03,38.0578,4679.4,362
16.577,4593.34,37.9709,4749.34,363
17.0205,4526.13,38.1375,4791.13,364
16.3021,4591.3,38.1276,4778.09,365
16.4634,4628.47,38.911,4864.29,366
15.8345,4683.71,38.3453,4858.71,367
15.7507,4604.73,38.6725,4513.83,368
16.244,4441.2,38.5522,4640.61,369
16.1803,4616.88,38.2587,5019.98,370
17.1796,4671.5,38.4507,4909.21,371
16.148,4777.77,38.7378,5098.46,372
17.1595,4807.44,38.0373,5108.23,373
16.7688,4495.61,38.5563,4797.77,374
17.2522,4801.6,38.5479,5135.72,375
16.8851,4811.17,38.5753,5069.39,376
16.9865,4854.23,38.6581,5157.73,377
18.0645,4913.37,38.6647,5222.81,378
17.3754,4957.24,38.4707,5234.46,379
17.4526,4887.3,38.74,5241.51,380
17.6154,4935.17,38.6297,5265.35,381
17.5632,4936.61,38.745,5229.13,382
17.4072,4958.08,37.9767,5241.13,383
17.1005,4901.57,38.3168,5178.16,384
17.6937,5022.49,38.1395,5312.42,385
17.8257,4998.77,38.3121,5234.32,386
18.0672,5025.37,38.3935,5295.31,387
18.2577,5003.93,38.6788,5189.64,388
18.462,5016.45,39.0936,5264.97,389
18.1319,5006.95,38.4489,5223.53,390
17.6045,4992.99,38.8811,5187.56,391
18.0222,5009.07,39.5931,5193.92,392
17.4739,4894.85,38.4247,5239.13,393
17.9082,4980.5,38.8199,5156.87,394
17.7269,4962.48,38.6429,5212.03,395
18.7016,5037.21,38.735,5271.29,396
19.4599,5069.3,38.7423,5301.41,397
18.4001,4984.45,38.7956,5205.46,398
18.4635,5014.95,38.4291,5191.12,399
18.7071,5050.95,38.8526,5232.97,400
19.0484,5011.33,38.7466,5172.87,401
18.6018,5056.29,38.1148,5269.17,402
19.5011,5001.14,39.1507,5178.84,403
19.5701,5052.21,38.6227,5264.69,404
19.003,5038.46,38.6649,5219.51,405
19.9115,5045.95,38.9576,5222.11,406
19.6854,4986.69,38.5184,5227.5,407
17.0179,508.81,48.0668,421.32,408
18.9584,2695.92,42.4153,3006.06,409
26.7244,2003.25,43.8449,2296.31,410
22.4851,2782.06,41.7293,2441.2,411
21.0654,3855.55,42.8573,3935.37,412
21.1601,3894.26,42.5972,3915.93,413
19.7027,4260.74,40.3823,4306.11,414
20.5278,4223.23,40.8297,4262.08,415
18.1937,3875.61,39.9729,4395.52,416
