Running Reverse KL,Running Env Steps,Running Update Time,Real Sto Return,Itration,Real Det Return,Reward Loss,Running Forward KL
17.623,1925000,385,5380.44,385,5603.91,-10662.1611328125,36.9184
18.0908,1930000,386,5376.36,386,5499.61,-10622.2958984375,36.9547
18.1567,1935000,387,5404.86,387,5618.66,-10272.0517578125,36.6529
18.898,1940000,388,5412.1,388,5571.86,-10445.1123046875,37.112
18.2737,1945000,389,5453.78,389,5544.15,-10520.650390625,37.0992
19.1016,1950000,390,5459.69,390,5444.41,-10636.3662109375,37.6191
18.3318,1955000,391,5441.35,391,5511.66,-10688.015625,37.1742
18.5692,1960000,392,5370.15,392,5399.56,-10838.646484375,37.5419
18.8549,1965000,393,5408.84,393,5506.54,-10929.5419921875,37.757
18.1552,1970000,394,5437.45,394,5504.45,-10956.5,37.1506
18.5246,1975000,395,5434.46,395,5557.16,-10919.453125,37.1882
18.7296,1980000,396,5434.86,396,5666.89,-10971.4638671875,37.3387
18.1398,1985000,397,5461.39,397,5492.53,-10949.0576171875,36.8331
18.3876,1990000,398,5439.31,398,5479.94,-11337.033203125,37.6637
18.2928,1995000,399,5418.59,399,5434.7,-11143.08203125,36.8702
17.6046,2000000,400,5425.08,400,5511.22,-11033.5830078125,37.0437
17.9269,2005000,401,5460.25,401,5553.61,-11178.689453125,36.9284
18.4549,2010000,402,5391.19,402,5465.3,-11471.185546875,37.2256
18.2081,2015000,403,5452.17,403,5450.45,-11517.5927734375,37.4796
18.8274,2020000,404,5499.1,404,5595.51,-11399.5576171875,37.2498
18.5651,2025000,405,5433.17,405,5537.75,-11746.2392578125,37.5657
19.212,2030000,406,5456.38,406,5478.37,-11485.3349609375,37.2583
19.0086,2035000,407,5483.22,407,5542.77,-11663.2177734375,37.4506
18.6922,2040000,408,5427.21,408,5706.53,-11935.193359375,37.5124
17.8306,2045000,409,5430.6,409,5755.11,-12109.2802734375,37.2729
17.9805,2050000,410,5472.65,410,5723.14,-11811.337890625,37.0215
17.9427,2055000,411,5412.49,411,5596.38,-12068.0400390625,37.1563
18.2099,2060000,412,5444.27,412,5654.31,-12043.0546875,36.9915
17.4376,2065000,413,5434.21,413,5644.05,-12340.1201171875,36.6018
18.1976,2070000,414,5429.73,414,5639.03,-12256.5361328125,36.8526
17.4017,2075000,415,5458.6,415,5647.82,-12190.638671875,37.2792
18.1101,2080000,416,5371.33,416,5530.55,-12036.4482421875,36.9232
17.4062,2085000,417,5384.15,417,5780.76,-12188.1064453125,36.5726
17.8195,2090000,418,5385.89,418,5701.14,-12455.716796875,37.1143
18.1102,2095000,419,5489.82,419,5814.55,-12372.6689453125,37.1665
17.7295,2100000,420,5484.79,420,5577.54,-12658.3056640625,36.8483
18.0652,2105000,421,5409.26,421,5588.11,-12816.3095703125,37.2064
18.5385,2110000,422,5455.68,422,5635.16,-12826.451171875,37.2272
18.3133,2115000,423,5484.69,423,5638.93,-12561.37109375,36.6719
18.5036,2120000,424,5469.4,424,5611.17,-12849.8798828125,37.2186
18.0916,2125000,425,5334.38,425,5479.58,-12704.3427734375,37.159
18.5272,2130000,426,5329.13,426,5610.27,-13055.4501953125,37.0239
18.4227,2135000,427,5424.91,427,5675.31,-13024.2158203125,37.2316
18.1565,2140000,428,5504.34,428,5649.89,-12738.5634765625,36.812
17.6132,2145000,429,5314.79,429,5519.5,-13206.814453125,37.3291
17.586,2150000,430,5350.07,430,5463.93,-13037.75390625,36.9216
17.6181,2155000,431,5312.93,431,5419.88,-13196.767578125,37.1041
17.9907,2160000,432,5370.57,432,5588.91,-13369.744140625,36.694
18.138,2165000,433,5471.54,433,5717.51,-13472.7470703125,37.2052
17.7394,2170000,434,5382.99,434,5662.61,-13527.3701171875,36.7384
18.1931,2175000,435,5342.0,435,5548.62,-13295.51953125,37.233
18.1937,2180000,436,5505.74,436,5771.12,-13552.591796875,36.7143
17.8444,2185000,437,5316.7,437,5561.01,-14135.50390625,37.3754
17.8431,2190000,438,5436.59,438,5654.05,-13809.486328125,36.8879
18.6335,2195000,439,5330.8,439,5445.0,-14179.7685546875,37.9452
17.7077,2200000,440,5398.59,440,5563.72,-14105.640625,37.4127
17.6858,2205000,441,5365.3,441,5477.2,-14350.3193359375,37.3987
18.0291,2210000,442,5221.01,442,5626.06,-14570.814453125,37.2923
18.9425,2215000,443,5461.7,443,5640.47,-14523.6923828125,37.6151
17.6195,2220000,444,5472.43,444,5627.8,-14371.435546875,37.0224
18.2815,2225000,445,5351.41,445,5542.05,-14538.1669921875,37.8058
24.0917,2230000,446,3595.41,446,3064.98,-16388.587890625,38.7298
16.4938,2235000,447,3411.17,447,4363.94,-15320.951171875,39.6956
19.2702,2240000,448,5099.81,448,5181.99,-15314.9453125,38.6776
18.1223,2245000,449,5109.36,449,5379.39,-15036.3623046875,37.6022
19.6057,2250000,450,5282.42,450,5355.58,-15217.65234375,38.3741
17.528,2255000,451,5013.08,451,5575.8,-14859.6005859375,36.7407
19.9184,2260000,452,5563.22,452,5655.08,-15420.24609375,37.558
19.4826,2265000,453,5473.33,453,5589.02,-15262.2802734375,37.028
18.6125,2270000,454,5421.49,454,5620.14,-15072.69921875,37.2643
24.9971,2275000,455,4584.9,455,5631.56,-15566.736328125,37.8827
17.3758,2280000,456,4766.14,456,5241.54,-15839.63671875,38.036
22.1012,2285000,457,5323.12,457,5306.65,-14964.3046875,39.5481
19.2884,2290000,458,4611.36,458,5037.78,-16320.2919921875,39.0303
18.8052,2295000,459,4901.38,459,5044.7,-16432.134765625,39.0304
19.0169,2300000,460,5376.89,460,5474.24,-16137.25,38.3618
20.4562,2305000,461,5464.12,461,5541.37,-16036.1650390625,38.0829
19.0381,2310000,462,5142.65,462,5420.77,-16478.115234375,38.2011
19.6961,2315000,463,5344.54,463,5474.98,-16517.49609375,38.5993
17.8876,2320000,464,5298.45,464,5436.26,-16088.611328125,37.6255
18.6235,2325000,465,5380.27,465,5521.75,-16860.25390625,37.8883
19.4047,2330000,466,5457.46,466,5599.47,-16660.1484375,37.8814
19.2075,2335000,467,5363.15,467,5535.77,-16380.095703125,37.6029
18.9665,2340000,468,5432.5,468,5534.56,-16747.65625,37.7749
19.4617,2345000,469,5437.79,469,5590.78,-17312.99609375,37.9511
19.806,2350000,470,5373.14,470,5521.04,-17261.880859375,37.9753
19.4495,2355000,471,5427.12,471,5533.83,-17686.908203125,38.2647
20.5422,2360000,472,5296.02,472,5561.59,-17674.357421875,38.201
20.6504,2365000,473,5486.39,473,5543.95,-17072.361328125,38.267
19.9706,2370000,474,5560.52,474,5543.17,-17213.025390625,37.7835
20.4089,2375000,475,5553.34,475,5603.85,-17472.083984375,37.9679
21.1684,2380000,476,5497.43,476,5553.65,-17908.6171875,38.2231
21.0505,2385000,477,5503.28,477,5532.5,-17597.0546875,38.0896
21.1148,2390000,478,5585.02,478,5644.52,-17509.119140625,38.3145
20.6308,2395000,479,5625.87,479,5659.98,-17218.16796875,37.8494
21.5891,2400000,480,5638.85,480,5663.03,-17686.857421875,38.6378
21.0958,2405000,481,5598.3,481,5649.91,-18344.42578125,38.3634
20.8423,2410000,482,5660.12,482,5710.74,-18148.837890625,38.3893
20.6183,2415000,483,5673.45,483,5695.08,-18125.931640625,38.0874
20.9651,2420000,484,5699.31,484,5769.59,-17916.67578125,38.4926
20.621,2425000,485,5672.25,485,5768.17,-18197.796875,38.3359
19.7632,2430000,486,5674.48,486,5770.28,-18060.140625,37.541
20.9205,2435000,487,5701.97,487,5749.24,-17814.48828125,38.6382
20.8432,2440000,488,5697.29,488,5748.05,-18159.5078125,38.1246
21.2241,2445000,489,5555.79,489,5709.91,-18607.53515625,38.672
19.6485,2450000,490,5723.54,490,5751.99,-18081.806640625,38.224
20.4384,2455000,491,5741.1,491,5772.64,-18473.9609375,38.1674
20.4323,2460000,492,5747.36,492,5748.89,-17958.482421875,37.5959
20.8817,2465000,493,5762.83,493,5894.47,-18589.06640625,38.1526
20.6857,2470000,494,5692.94,494,5761.19,-18059.056640625,38.1857
20.5534,2475000,495,5670.14,495,5703.0,-17611.806640625,37.9271
20.4437,2480000,496,5730.16,496,5795.31,-17767.876953125,37.8209
20.5337,2485000,497,5754.83,497,5836.8,-18396.525390625,38.0544
19.8447,2490000,498,5711.65,498,5798.96,-18812.36328125,37.9092
20.5022,2495000,499,5722.34,499,5768.0,-18256.623046875,37.9171
20.6582,2500000,500,5664.72,500,5733.94,-18418.15234375,37.7422
19.8405,2505000,501,5720.2,501,5802.1,-18613.951171875,38.1152
20.713,2510000,502,5728.4,502,5783.12,-19055.720703125,38.2233
20.6184,2515000,503,5717.88,503,5840.08,-18893.46875,37.7765
20.9101,2520000,504,5712.92,504,5775.15,-18393.54296875,37.8718
21.3417,2525000,505,5690.18,505,5733.07,-19010.255859375,38.3866
20.7835,2530000,506,5726.47,506,5809.03,-19394.74609375,38.2781
21.5702,2535000,507,5672.34,507,5726.01,-18888.435546875,37.8863
21.5684,2540000,508,5704.8,508,5718.98,-19414.765625,37.8555
21.2222,2545000,509,5717.5,509,5751.98,-19118.611328125,37.7965
21.8577,2550000,510,5756.07,510,5858.48,-20602.537109375,38.52
20.7188,2555000,511,5677.1,511,5755.91,-19954.16796875,38.0488
21.9939,2560000,512,5700.68,512,5749.5,-20594.35546875,38.7484
20.857,2565000,513,5740.17,513,5808.75,-19793.87109375,37.8729
21.454,2570000,514,5726.97,514,5789.34,-19940.529296875,37.8134
21.1157,2575000,515,5670.96,515,5743.68,-20614.251953125,38.3952
20.4466,2580000,516,5710.16,516,5777.34,-20005.931640625,37.9901
20.316,2585000,517,5736.02,517,5805.67,-19904.091796875,38.0231
21.0099,2590000,518,5627.92,518,5702.79,-20354.869140625,38.1025
21.2677,2595000,519,5698.8,519,5726.66,-20497.869140625,37.7195
19.9988,2600000,520,5679.63,520,5728.8,-19382.25390625,37.2426
21.2116,2605000,521,5733.71,521,5752.71,-20819.361328125,38.1196
21.6903,2610000,522,5692.45,522,5736.66,-21380.888671875,38.4515
20.3175,2615000,523,5690.42,523,5743.58,-20561.548828125,37.311
20.2889,2620000,524,5592.12,524,5712.98,-21135.5234375,37.9576
19.7553,2625000,525,5589.72,525,5762.9,-20601.857421875,37.7832
19.7934,2630000,526,5688.2,526,5779.0,-21104.25,37.6711
20.0387,2635000,527,5641.93,527,5707.25,-21322.8359375,37.7706
20.5906,2640000,528,5715.88,528,5783.33,-21403.4453125,38.2777
20.5977,2645000,529,5654.28,529,5723.61,-20790.326171875,38.2027
19.845,2650000,530,5541.19,530,5579.56,-20847.296875,38.149
19.7586,2655000,531,5522.94,531,5615.02,-21384.849609375,37.9871
19.376,2660000,532,5617.72,532,5662.01,-20670.37890625,37.7446
19.5246,2665000,533,5527.88,533,5598.91,-20790.95703125,38.0213
18.6635,2670000,534,5593.47,534,5589.18,-20651.849609375,37.0909
19.714,2675000,535,5617.98,535,5694.9,-20636.96484375,37.8543
18.9439,2680000,536,5429.25,536,5559.33,-20421.068359375,37.7498
17.5529,2685000,537,5519.63,537,5504.98,-20871.390625,37.3493
18.6682,2690000,538,5483.33,538,5591.37,-20768.611328125,37.2899
18.5701,2695000,539,5285.31,539,5608.66,-20513.111328125,37.7918
16.838,2700000,540,4281.8,540,3626.53,-20761.603515625,38.1405
19.9342,2705000,541,5652.63,541,5735.3,-21269.26953125,37.3708
20.244,2710000,542,5621.2,542,5565.58,-21075.888671875,37.777
19.376,2715000,543,5659.32,543,5728.79,-20813.265625,36.7539
19.4599,2720000,544,5408.81,544,5740.83,-21677.671875,37.2814
19.8495,2725000,545,5707.12,545,5943.17,-22341.0625,37.3097
19.2087,2730000,546,5715.38,546,5872.41,-21792.96875,37.3722
19.3267,2735000,547,5759.92,547,6020.13,-23065.8203125,37.447
19.6477,2740000,548,5719.11,548,5814.44,-22317.71875,36.973
20.0194,2745000,549,5606.6,549,5799.75,-22987.810546875,37.4527
19.0769,2750000,550,5691.34,550,5911.69,-23355.814453125,37.4691
20.7149,2755000,551,5673.49,551,6055.42,-24344.712890625,38.5788
20.4778,2760000,552,5767.41,552,5975.55,-23603.2890625,37.8015
20.1346,2765000,553,5792.96,553,6022.91,-23303.73046875,37.4709
20.5388,2770000,554,5587.43,554,5891.74,-23120.486328125,38.242
21.0044,2775000,555,5712.58,555,5818.11,-23747.484375,37.7089
19.1294,2780000,556,5267.79,556,5695.88,-22095.705078125,37.3106
16.9821,2785000,557,4576.31,557,4760.08,-21812.404296875,37.9071
18.4562,2790000,558,5448.04,558,5828.61,-21715.234375,37.0614
19.0452,2795000,559,4640.54,559,5504.73,-23006.0546875,37.7531
17.0887,2800000,560,5288.75,560,5865.86,-25544.703125,37.9415
19.9059,2805000,561,5073.38,561,4937.44,-23656.39453125,37.5673
18.8485,2810000,562,5138.96,562,5461.63,-23823.548828125,37.3166
20.0972,2815000,563,5415.95,563,5710.91,-24736.634765625,37.923
19.1731,2820000,564,5098.15,564,5693.3,-23565.888671875,37.0888
17.8435,2825000,565,5100.48,565,5412.08,-24565.107421875,38.0409
19.2175,2830000,566,5141.57,566,5643.54,-24032.93359375,37.6694
18.2945,2835000,567,4811.16,567,5232.13,-23479.830078125,37.8817
20.3037,2840000,568,4911.52,568,5670.0,-24281.4765625,37.9356
21.388,2845000,569,5589.99,569,5703.16,-24461.287109375,38.6883
19.8776,2850000,570,5387.27,570,5554.54,-23663.255859375,37.8112
18.4302,2855000,571,5331.18,571,5262.65,-22545.17578125,37.0057
19.294,2860000,572,5600.19,572,5569.73,-25909.099609375,38.8004
14.896,2865000,573,1743.23,573,1889.71,-26954.810546875,40.1583
21.9017,2870000,574,5549.82,574,5684.62,-24922.30859375,38.7851
23.1783,2875000,575,5487.32,575,5475.9,-25254.234375,39.1166
21.6308,2880000,576,5224.88,576,5628.59,-24379.818359375,37.923
21.9698,2885000,577,5435.07,577,5732.3,-24166.65625,37.6953
21.139,2890000,578,5753.06,578,5867.75,-24333.037109375,38.328
21.9429,2895000,579,5834.82,579,6012.46,-25362.6328125,38.2126
20.86,2900000,580,5730.83,580,6000.21,-25105.3359375,37.6563
23.243,2905000,581,5642.42,581,5656.41,-22355.283203125,38.5742
19.249,2910000,582,4520.09,582,4229.18,-20631.10546875,37.3892
22.8691,2915000,583,5625.61,583,5730.22,-23418.25390625,38.6898
22.7625,2920000,584,5425.92,584,5551.7,-23880.671875,39.1668
23.6579,2925000,585,5352.06,585,5623.71,-23628.75,38.8775
22.7689,2930000,586,5648.37,586,5695.15,-24619.76171875,38.7732
22.8771,2935000,587,5637.0,587,5739.12,-23885.029296875,37.6919
22.1892,2940000,588,5660.44,588,5639.13,-24080.146484375,38.4896
19.9692,2945000,589,5591.85,589,5552.07,-24563.865234375,38.0812
22.3669,2950000,590,5540.66,590,5436.89,-24908.48046875,38.9227
21.596,2955000,591,5585.24,591,5443.81,-24469.0859375,38.6962
22.1766,2960000,592,5599.01,592,5587.38,-25124.66796875,38.9541
21.2048,2965000,593,5629.51,593,5650.28,-24856.642578125,37.905
21.0837,2970000,594,5498.4,594,5574.58,-24101.91796875,38.5364
20.2721,2975000,595,5511.4,595,5660.76,-24800.740234375,38.1952
17.9118,2980000,596,5312.62,596,5462.83,-23366.3515625,37.9233
20.4885,2985000,597,5456.08,597,5560.12,-24171.947265625,38.9614
22.4509,2990000,598,5399.38,598,5554.89,-24974.533203125,39.2656
22.8095,2995000,599,5629.79,599,5697.78,-25426.01953125,39.1494
22.6075,3000000,600,5609.82,600,5661.56,-26073.916015625,39.1361
22.6875,3005000,601,5621.66,601,5686.35,-26640.328125,39.123
20.9751,3010000,602,5404.02,602,5712.66,-26525.59765625,38.5835
22.1892,3015000,603,5566.55,603,5640.09,-25943.2109375,38.7642
23.5192,3020000,604,5660.61,604,5699.3,-26053.828125,39.0342
22.6973,3025000,605,5619.73,605,5677.01,-26152.525390625,38.9055
21.811,3030000,606,5574.59,606,5695.05,-25478.169921875,38.6752
19.0815,3035000,607,5189.9,607,5488.74,-24253.861328125,38.7264
20.7935,3040000,608,5495.81,608,5491.17,-25395.5703125,38.5317
20.2954,3045000,609,5617.61,609,5697.46,-25632.783203125,38.1173
20.8775,3050000,610,5595.7,610,5757.87,-25914.515625,38.5504
21.1823,3055000,611,5445.09,611,5578.65,-25500.189453125,38.9475
19.7707,3060000,612,5526.48,612,5526.26,-25716.2578125,37.8541
21.1603,3065000,613,5300.74,613,5690.54,-26425.443359375,38.4619
18.9899,3070000,614,5419.49,614,5223.56,-25600.755859375,38.0268
20.7872,3075000,615,5602.3,615,5752.3,-26506.34765625,38.2648
20.8821,3080000,616,5632.41,616,5767.23,-26600.279296875,38.4412
20.491,3085000,617,5626.03,617,5752.8,-25620.830078125,37.7851
20.3581,3090000,618,5631.69,618,5676.88,-26709.470703125,38.6707
20.5996,3095000,619,5571.52,619,5755.77,-26184.00390625,37.8936
20.3334,3100000,620,5588.38,620,5721.81,-26845.29296875,38.2174
20.9746,3105000,621,5664.34,621,5791.24,-26278.412109375,38.3169
21.1597,3110000,622,5611.98,622,5680.34,-26303.2421875,38.6115
21.2394,3115000,623,5644.31,623,5651.64,-25836.927734375,38.3326
22.1209,3120000,624,5432.53,624,5751.79,-26864.3359375,38.8583
20.2128,3125000,625,5672.93,625,5762.87,-26096.634765625,38.0659
20.5332,3130000,626,5640.47,626,5666.86,-26294.255859375,38.5435
21.3393,3135000,627,5619.04,627,5759.34,-26006.46875,37.8863
19.3024,3140000,628,5722.62,628,5762.42,-26160.154296875,38.0591
20.1737,3145000,629,5233.59,629,5677.76,-26153.1328125,38.3028
20.735,3150000,630,5569.54,630,5610.62,-26989.70703125,38.8355
24.7035,3155000,631,4356.48,631,5734.7,-26447.95703125,38.7924
21.0052,3160000,632,5601.83,632,5514.05,-26801.248046875,38.0578
22.3525,3165000,633,5622.05,633,5703.76,-26915.94140625,38.3412
21.359,3170000,634,5583.6,634,5578.72,-26875.009765625,38.6002
20.8044,3175000,635,5605.42,635,5732.8,-26060.30078125,38.3282
20.745,3180000,636,5652.32,636,5648.65,-26880.330078125,38.4982
21.8205,3185000,637,5423.0,637,5731.05,-27090.388671875,38.7965
20.5522,3190000,638,5635.19,638,5699.81,-27187.67578125,38.4649
22.0894,3195000,639,5640.47,639,5694.6,-28124.072265625,38.8122
21.8459,3200000,640,5580.51,640,5652.77,-26584.44921875,38.6709
96.8573,3205000,641,-3.19,641,-3.32,-17782.02734375,58.3824
52.8547,3210000,642,1042.78,642,-6.54,-21057.650390625,43.4674
17.6326,3215000,643,4449.5,643,4853.6,-22907.5234375,37.4782
18.2641,3220000,644,4372.78,644,4509.79,-24039.287109375,38.4618
18.5801,3225000,645,4516.88,645,3502.0,-27817.20703125,39.3128
20.1201,3230000,646,4748.2,646,5027.73,-24763.85546875,38.6892
20.4091,3235000,647,4914.4,647,4630.61,-25093.2265625,38.4837
20.3605,3240000,648,5168.14,648,4919.68,-25639.86328125,38.4713
22.3443,3245000,649,5379.3,649,5261.63,-26836.345703125,39.217
22.0994,3250000,650,5481.84,650,5391.96,-25961.529296875,37.9459
22.0649,3255000,651,5366.5,651,5224.95,-26451.3046875,38.0718
22.6857,3260000,652,5218.3,652,5127.76,-27685.5390625,38.6928
22.7241,3265000,653,5331.05,653,5303.63,-27127.802734375,39.7869
23.3728,3270000,654,5293.61,654,5534.94,-28058.4921875,39.5851
23.7025,3275000,655,5355.49,655,5706.34,-29412.228515625,39.7714
24.4133,3280000,656,5689.82,656,5786.19,-28672.876953125,39.3364
23.1099,3285000,657,5608.87,657,5653.19,-27716.921875,38.8588
23.0142,3290000,658,5460.38,658,5610.43,-27617.28515625,39.0046
22.2855,3295000,659,5228.26,659,5620.98,-28023.109375,39.0358
21.9887,3300000,660,5466.86,660,5655.0,-28101.142578125,38.5445
22.6089,3305000,661,5565.45,661,5722.47,-28220.46875,38.9847
53.82,3310000,662,49.55,662,21.17,-25842.38671875,42.2092
23.5747,3315000,663,5185.74,663,5313.02,-29538.943359375,38.7945
22.4362,3320000,664,5270.27,664,5268.99,-29729.630859375,39.8269
25.372,3325000,665,5174.09,665,5387.93,-27271.978515625,40.2333
24.2704,3330000,666,5340.18,666,5380.37,-26884.12109375,39.6961
22.7533,3335000,667,5247.62,667,5307.23,-26548.697265625,39.3529
23.4371,3340000,668,5149.79,668,5500.07,-29983.58984375,39.3874
23.8088,3345000,669,5526.65,669,5575.89,-30467.62890625,39.602
23.1097,3350000,670,5487.76,670,5559.66,-30933.107421875,38.9209
26.0309,3355000,671,4837.18,671,4771.49,-30998.859375,40.1203
22.1901,3360000,672,4971.91,672,5048.41,-29984.869140625,38.7303
22.9815,3365000,673,5397.62,673,5576.9,-32197.435546875,39.1423
25.3392,3370000,674,5593.8,674,5608.7,-31922.728515625,39.9851
23.9352,3375000,675,5503.12,675,5538.7,-32159.294921875,38.9378
23.3923,3380000,676,5473.58,676,5565.6,-31682.962890625,39.7046
82.7649,3385000,677,1491.9,677,1206.36,-18879.748046875,42.1923
44.6726,3390000,678,-9.06,678,-9.46,-25361.279296875,54.692
69.4014,3395000,679,-6.58,679,-6.59,-25421.302734375,53.2398
25.9188,3400000,680,1610.87,680,1954.96,-21608.853515625,40.5717
31.4378,3405000,681,1263.71,681,2651.44,-23830.03515625,41.3985
19.7259,3410000,682,4649.48,682,4565.21,-27055.515625,39.8159
21.2312,3415000,683,4646.5,683,4824.04,-26815.37109375,40.1911
23.352,3420000,684,5050.31,684,4943.12,-30100.376953125,40.2089
23.039,3425000,685,4840.56,685,4799.02,-27213.947265625,39.5483
23.2256,3430000,686,5127.01,686,5444.98,-29621.201171875,38.655
24.9155,3435000,687,5328.56,687,5539.68,-28538.396484375,39.6453
25.5099,3440000,688,5640.17,688,5791.68,-30571.447265625,39.4134
25.1929,3445000,689,5629.6,689,5536.19,-30681.224609375,39.4021
24.1636,3450000,690,5371.39,690,5631.31,-30862.783203125,40.0492
24.9176,3455000,691,5525.02,691,5584.99,-30486.537109375,40.109
30.5292,3460000,692,1783.49,692,2233.73,-29907.10546875,41.2326
25.9959,3465000,693,5187.77,693,5390.13,-30686.9375,40.5774
43.571,3470000,694,2817.78,694,2823.12,-27659.158203125,41.1027
23.7508,3475000,695,5322.53,695,5383.73,-30071.251953125,39.6976
22.4818,3480000,696,4853.01,696,4589.64,-28022.396484375,39.5197
24.4355,3485000,697,5410.26,697,5580.99,-30049.2578125,40.5729
25.6168,3490000,698,5346.67,698,5274.81,-31764.158203125,40.3823
26.5092,3495000,699,5278.22,699,4227.43,-32320.66015625,41.3653
23.1719,3500000,700,5232.28,700,5612.39,-32865.8828125,41.1215
26.3193,3505000,701,5321.81,701,5717.01,-31970.220703125,40.4179
27.4441,3510000,702,5534.23,702,5620.41,-32790.30859375,41.3007
27.4991,3515000,703,5580.29,703,5618.35,-33782.29296875,41.1187
26.7221,3520000,704,5547.63,704,5568.59,-33738.53125,41.2363
25.4142,3525000,705,5368.15,705,5569.96,-32828.3984375,40.0491
24.6154,3530000,706,5474.58,706,5722.24,-32790.62109375,39.3388
27.121,3535000,707,5434.69,707,5679.84,-32587.736328125,40.233
24.271,3540000,708,5416.29,708,5686.69,-30649.703125,38.9539
24.2694,3545000,709,5439.83,709,5639.5,-32063.60546875,39.3137
23.092,3550000,710,5449.29,710,5755.44,-30947.7265625,39.1458
24.3575,3555000,711,5547.7,711,5583.92,-31499.31640625,38.886
25.2142,3560000,712,5485.32,712,5529.95,-33049.8671875,40.0443
25.6032,3565000,713,5496.67,713,5567.77,-33495.453125,40.4829
25.736,3570000,714,5287.85,714,5357.2,-33396.23828125,40.2142
25.2273,3575000,715,5442.35,715,5462.93,-32651.658203125,40.0035
25.3498,3580000,716,5532.66,716,5547.59,-33539.0546875,39.8931
24.584,3585000,717,5449.21,717,5466.03,-33887.1484375,39.7189
25.0314,3590000,718,5499.22,718,5499.8,-33789.203125,39.85
24.7299,3595000,719,5505.15,719,5501.96,-34098.7109375,40.2134
24.7237,3600000,720,5534.99,720,5500.62,-34250.18359375,39.4516
24.0947,3605000,721,5472.47,721,5346.17,-34100.984375,39.4532
24.3938,3610000,722,5311.41,722,5227.75,-33750.765625,39.7307
25.8481,3615000,723,5438.49,723,5474.09,-33446.0859375,40.0444
25.0404,3620000,724,5387.62,724,5430.74,-33509.48828125,39.4985
26.1271,3625000,725,5533.65,725,5489.47,-33779.953125,40.0192
25.0706,3630000,726,5597.5,726,5537.33,-34205.37109375,39.3929
24.7042,3635000,727,5502.01,727,5508.35,-34048.54296875,39.0562
24.4586,3640000,728,5416.53,728,5384.43,-33890.45703125,39.2597
24.406,3645000,729,5344.23,729,5401.18,-32852.06640625,38.654
23.389,3650000,730,5365.76,730,5367.18,-32064.94921875,38.5561
23.0258,3655000,731,5369.0,731,5273.21,-33352.4765625,39.0107
24.9808,3660000,732,5317.93,732,5280.62,-33954.66796875,39.1004
25.018,3665000,733,5485.92,733,5471.68,-32887.2890625,38.6721
24.1881,3670000,734,5456.79,734,5373.54,-33372.84765625,38.7052
25.2921,3675000,735,5409.53,735,5383.19,-34013.32421875,38.9918
24.8138,3680000,736,5497.32,736,5507.54,-33073.515625,38.1951
24.9121,3685000,737,5449.86,737,5364.93,-33312.1015625,38.8794
26.4854,3690000,738,5380.24,738,5344.4,-33857.0078125,39.7072
26.5268,3695000,739,5331.45,739,5318.09,-33218.8515625,40.1795
26.0001,3700000,740,5368.41,740,5364.26,-33870.6484375,39.5765
25.6231,3705000,741,5530.73,741,5497.65,-33820.31640625,39.5989
24.7182,3710000,742,5463.62,742,5417.18,-32653.212890625,39.611
24.6072,3715000,743,5526.72,743,5540.94,-33777.51171875,39.004
25.362,3720000,744,5387.61,744,5458.62,-32723.7265625,39.4361
25.1719,3725000,745,5480.78,745,5493.88,-32853.02734375,39.6158
24.0342,3730000,746,5545.31,746,5493.22,-32243.53125,39.2274
24.3744,3735000,747,5593.08,747,5572.51,-32647.328125,39.0221
25.1517,3740000,748,5436.25,748,5869.23,-34054.92578125,39.4433
24.3076,3745000,749,5597.7,749,5604.18,-34027.27734375,39.0512
25.0638,3750000,750,5477.35,750,5424.98,-33305.6328125,39.4492
25.1112,3755000,751,5565.9,751,5484.93,-32187.0859375,39.4695
24.4909,3760000,752,5520.24,752,5515.9,-33369.23828125,39.3889
23.0034,3765000,753,5437.07,753,5257.07,-32434.91796875,38.3415
22.8682,3770000,754,5345.32,754,4726.45,-33681.2265625,38.7529
21.883,3775000,755,5355.76,755,5282.84,-33359.59765625,38.3386
21.9292,3780000,756,5403.72,756,5357.58,-33475.3671875,38.5997
23.9588,3785000,757,5532.12,757,5404.32,-33933.52734375,39.0166
24.1403,3790000,758,5609.12,758,5484.95,-34390.6953125,39.1738
23.7419,3795000,759,5532.07,759,5498.99,-33602.02734375,38.6394
24.4645,3800000,760,5648.15,760,5539.55,-33088.578125,38.8753
24.4128,3805000,761,5659.66,761,5691.11,-33834.625,38.5885
24.4238,3810000,762,5601.07,762,5602.46,-33333.87109375,38.8559
23.5035,3815000,763,5587.85,763,5631.57,-32709.62890625,38.0878
24.3015,3820000,764,5594.65,764,5608.44,-32207.98046875,38.3963
23.5063,3825000,765,5557.83,765,5596.51,-32593.5390625,38.1698
23.3966,3830000,766,5595.3,766,5631.35,-33637.171875,38.4461
23.1716,3835000,767,5604.86,767,5621.65,-32572.814453125,38.1888
23.6349,3840000,768,5600.75,768,5675.41,-33301.296875,38.2949
23.6134,3845000,769,5596.82,769,5600.7,-32987.98828125,38.397
24.0187,3850000,770,5601.05,770,5712.45,-33676.2890625,38.169
22.7213,3855000,771,5564.03,771,5536.64,-32781.44921875,37.8955
24.2939,3860000,772,5591.86,772,5681.07,-33308.83203125,38.5709
23.4601,3865000,773,5638.5,773,5883.14,-33441.890625,38.323
24.8778,3870000,774,5612.4,774,5619.31,-33496.79296875,38.89
