Running Reverse KL,Running Env Steps,Real Sto Return,Itration,Running Forward KL,Running Update Time,Real Det Return,Reward Loss
94.3742,1960000,5392.5,392,87.8178,392,5816.84,-70844.234375
90.5835,1965000,5478.95,393,87.2658,393,5904.14,-70745.4140625
94.919,1970000,5225.76,394,87.9508,394,5694.08,-70839.9609375
97.3787,1975000,5101.67,395,88.279,395,5257.28,-71465.0859375
91.5883,1980000,5404.07,396,87.9096,396,5796.18,-71817.4609375
90.8291,1985000,5230.99,397,87.1292,397,5481.27,-71304.4765625
92.0967,1990000,4691.58,398,88.6558,398,5694.94,-72823.4296875
93.5751,1995000,5165.25,399,87.5308,399,5948.1,-72395.3046875
99.7735,2000000,4958.39,400,88.7526,400,5664.01,-73062.28125
96.4935,2005000,5227.21,401,89.928,401,5678.19,-73801.171875
88.1984,2010000,4540.6,402,83.596,402,5038.22,-67726.15625
79.4465,2015000,1672.24,403,76.5811,403,2492.79,-58593.84375
101.9641,2020000,4917.45,404,86.068,404,5457.79,-70164.7578125
107.743,2025000,5059.04,405,88.1642,405,5631.95,-72659.3203125
106.4411,2030000,4783.14,406,90.2626,406,5286.75,-72879.7890625
98.6034,2035000,5316.05,407,88.7294,407,5352.68,-72791.25
82.2836,2040000,2120.54,408,75.6823,408,2735.53,-60060.8828125
73.7857,2045000,3681.08,409,77.9102,409,4237.17,-61685.0078125
118.8889,2050000,4911.33,410,88.5892,410,5240.62,-70874.328125
106.5665,2055000,4746.76,411,91.0357,411,5088.49,-73938.2265625
105.1886,2060000,4691.39,412,91.1444,412,5728.78,-74206.4140625
102.5462,2065000,5053.49,413,90.6634,413,5422.03,-73322.015625
104.2088,2070000,5103.85,414,92.85,414,5482.27,-73090.3203125
101.7942,2075000,4875.48,415,90.5905,415,5437.18,-73960.7265625
103.43,2080000,5443.64,416,90.5416,416,5783.26,-74939.015625
97.746,2085000,5169.26,417,89.9099,417,5734.44,-73966.1484375
99.9285,2090000,5253.47,418,90.0403,418,5354.5,-74603.296875
100.8308,2095000,4797.29,419,89.2774,419,5475.37,-74931.078125
101.3644,2100000,4876.19,420,88.3326,420,5614.01,-74724.984375
104.4243,2105000,5335.48,421,88.3822,421,5394.58,-72305.7109375
100.986,2110000,5189.12,422,89.7097,422,5698.08,-75047.6640625
95.6065,2115000,5266.72,423,86.5482,423,5743.58,-71650.0703125
97.1632,2120000,5370.79,424,87.849,424,5591.31,-75475.7265625
99.971,2125000,5310.58,425,88.8003,425,5670.32,-75150.296875
101.3713,2130000,4762.03,426,87.3268,426,5704.61,-74715.078125
103.4203,2135000,5272.14,427,89.6902,427,5597.2,-76124.2421875
97.5934,2140000,5347.15,428,88.616,428,5705.86,-75812.390625
92.3679,2145000,4995.69,429,83.4433,429,5781.78,-71503.2109375
100.5235,2150000,5278.94,430,88.1675,430,5737.74,-76092.921875
99.0,2155000,5166.74,431,87.6897,431,5446.26,-75714.0625
99.0086,2160000,5445.52,432,88.1148,432,5772.41,-76053.140625
102.2254,2165000,5296.73,433,89.9958,433,5663.64,-77214.5703125
100.2447,2170000,5392.81,434,86.2098,434,5364.15,-73350.984375
99.8664,2175000,5414.98,435,88.4287,435,5708.92,-76874.3203125
93.1727,2180000,5258.01,436,85.6548,436,5502.07,-73396.09375
103.2037,2185000,5407.55,437,89.5695,437,5768.7,-77626.703125
103.6774,2190000,5267.9,438,90.0039,438,5502.7,-77882.3359375
104.4693,2195000,5272.07,439,88.2166,439,5449.35,-78255.484375
101.9851,2200000,5175.85,440,88.4629,440,5513.75,-77609.8671875
97.8208,2205000,5483.8,441,88.6818,441,5790.45,-77611.3984375
95.6937,2210000,5577.58,442,84.9882,442,5803.59,-74216.5546875
98.9847,2215000,5248.24,443,87.6678,443,5548.99,-78544.90625
89.9139,2220000,5304.17,444,86.5555,444,5845.94,-77255.609375
94.359,2225000,5384.35,445,84.8477,445,5709.2,-76536.5859375
95.1553,2230000,5468.14,446,87.227,446,5802.35,-78784.421875
96.1572,2235000,5405.58,447,87.5017,447,5940.33,-79154.9375
96.9297,2240000,5529.66,448,88.6598,448,5813.78,-78896.2578125
100.4989,2245000,5242.05,449,88.4106,449,5500.78,-79483.9765625
98.3567,2250000,5292.93,450,88.4448,450,5273.66,-79636.703125
98.9692,2255000,5001.72,451,89.0248,451,5801.84,-79349.3046875
101.9924,2260000,5404.74,452,88.936,452,5647.64,-79938.1953125
83.3813,2265000,5177.6,453,81.9013,453,5770.47,-69421.3203125
92.9264,2270000,5282.26,454,87.6149,454,5876.56,-79288.4765625
95.9723,2275000,5453.92,455,87.241,455,5783.53,-79831.125
96.0934,2280000,5535.3,456,87.8861,456,5843.94,-79516.84375
95.5515,2285000,5259.55,457,87.6574,457,5808.33,-80154.8515625
99.2675,2290000,5011.36,458,89.3845,458,5661.88,-80526.8515625
99.7695,2295000,5297.11,459,87.7405,459,5722.55,-80595.203125
99.0236,2300000,4966.04,460,87.1115,460,5634.08,-80497.578125
97.2622,2305000,5504.05,461,88.5191,461,5772.87,-80809.8515625
95.7099,2310000,5485.63,462,87.5832,462,5779.53,-80096.1015625
99.0451,2315000,5322.24,463,90.066,463,5634.76,-80840.953125
94.7113,2320000,5491.82,464,87.9255,464,5538.95,-81011.34375
94.1423,2325000,4619.53,465,85.3147,465,5225.92,-76950.359375
97.5705,2330000,5283.62,466,87.8518,466,5365.57,-81075.0234375
99.8762,2335000,5065.42,467,88.1313,467,5680.8,-81611.015625
99.4163,2340000,5363.29,468,87.5776,468,5687.8,-81967.9375
99.4312,2345000,5177.58,469,87.7654,469,5532.37,-81124.984375
96.0248,2350000,5368.01,470,85.0123,470,5757.18,-79492.9140625
100.9009,2355000,5566.15,471,88.5342,471,5585.67,-81872.21875
97.8043,2360000,5467.67,472,88.3768,472,5782.33,-82009.8046875
96.5702,2365000,5422.98,473,87.7482,473,5528.28,-80912.328125
101.9792,2370000,5180.25,474,90.2784,474,5702.95,-82386.9921875
100.9829,2375000,4835.39,475,89.2875,475,5737.63,-82476.0546875
102.656,2380000,5387.82,476,90.0829,476,5812.5,-82796.71875
99.4475,2385000,5499.6,477,89.3502,477,5578.93,-82683.9921875
99.6237,2390000,4970.3,478,89.1636,478,5732.27,-82614.3515625
96.9282,2395000,5487.65,479,88.152,479,5749.36,-82762.6484375
92.5929,2400000,5120.4,480,86.9731,480,5486.58,-81337.3046875
96.0165,2405000,5133.1,481,88.0764,481,5582.72,-82793.7890625
95.1227,2410000,5475.17,482,87.9037,482,5579.6,-82654.859375
100.7888,2415000,5043.63,483,88.7403,483,5402.79,-83212.7109375
100.8018,2420000,5353.91,484,88.3665,484,5599.08,-83270.96875
96.6783,2425000,5155.64,485,88.4599,485,5886.53,-82522.421875
96.4023,2430000,5367.89,486,88.3005,486,5394.92,-82804.8046875
99.661,2435000,5225.23,487,89.5033,487,5345.69,-83617.6328125
100.4492,2440000,5499.97,488,88.0084,488,5783.36,-83737.6875
95.9161,2445000,5470.62,489,89.6987,489,5828.93,-83165.5625
98.4323,2450000,5509.42,490,88.4041,490,5810.2,-83529.3359375
97.855,2455000,5165.16,491,88.0509,491,5534.82,-83657.0625
103.0866,2460000,5408.35,492,90.2524,492,5572.76,-84456.921875
98.2183,2465000,5516.84,493,89.7203,493,5653.74,-83262.9921875
99.3935,2470000,5393.88,494,87.4365,494,5763.97,-80698.9375
101.8311,2475000,5238.21,495,88.813,495,5779.93,-84246.0390625
99.1173,2480000,5466.07,496,88.1976,496,5795.96,-83780.2421875
98.9713,2485000,5187.35,497,88.1239,497,5807.87,-84106.6171875
104.4378,2490000,5398.4,498,89.854,498,5547.35,-84550.6875
100.3198,2495000,5443.05,499,89.9731,499,5870.9,-84214.5078125
102.9482,2500000,5505.9,500,90.3284,500,5825.02,-84807.9921875
94.1408,2505000,5356.76,501,84.8545,501,5859.96,-80585.40625
95.8965,2510000,5057.24,502,89.7902,502,5509.81,-82798.859375
93.9726,2515000,5607.21,503,86.1735,503,5858.52,-83153.34375
102.4044,2520000,5439.75,504,91.8622,504,5722.4,-84889.6171875
104.3503,2525000,5503.42,505,92.2496,505,5611.54,-85220.53125
106.0072,2530000,5255.87,506,90.9692,506,5720.46,-85513.9140625
101.5332,2535000,4777.72,507,92.0149,507,5760.69,-84669.0703125
105.5095,2540000,5403.04,508,90.7331,508,5712.36,-85521.3046875
107.1984,2545000,5426.36,509,90.7451,509,5740.68,-85557.34375
99.7135,2550000,4774.75,510,89.0814,510,5828.56,-84110.359375
98.1071,2555000,5213.76,511,88.4853,511,5823.99,-83332.5625
105.0565,2560000,5391.78,512,89.8293,512,5509.47,-82057.15625
102.6965,2565000,4632.43,513,89.6083,513,5542.21,-82091.7890625
109.4428,2570000,4818.45,514,92.4828,514,5421.81,-85016.046875
105.6159,2575000,5491.39,515,92.2023,515,5815.5,-82409.7734375
102.6384,2580000,5077.01,516,89.0708,516,5722.43,-85303.0
112.9593,2585000,5489.38,517,93.5198,517,5643.12,-86452.484375
108.8016,2590000,5431.72,518,92.4542,518,5700.13,-86009.5234375
106.7849,2595000,5052.3,519,92.5013,519,5578.53,-86007.2421875
108.4263,2600000,5358.35,520,93.6419,520,5366.78,-85984.3515625
105.8009,2605000,4892.14,521,92.412,521,5140.37,-85884.0
104.4305,2610000,5072.05,522,92.0191,522,5738.0,-85937.0234375
108.4655,2615000,5237.22,523,93.0238,523,5572.47,-85653.3828125
110.5969,2620000,5376.38,524,94.4112,524,5323.2,-87081.9375
100.526,2625000,4767.32,525,89.3878,525,5341.3,-85460.9921875
66.7308,2630000,1746.22,526,73.727,526,1999.53,-64677.20703125
97.7501,2635000,3313.1,527,84.7653,527,3349.25,-83271.09375
139.6937,2640000,1.2,528,78.6242,528,-438.09,-49188.609375
111.189,2645000,423.11,529,78.1763,529,467.36,-57697.91015625
100.2248,2650000,2761.31,530,85.2176,530,3091.45,-81503.4765625
108.8019,2655000,3218.91,531,93.393,531,3998.44,-86133.375
116.6021,2660000,2656.56,532,94.5772,532,2342.15,-86265.3203125
122.7754,2665000,4384.22,533,97.8415,533,5287.46,-82019.796875
117.0887,2670000,4341.41,534,96.4199,534,4766.4,-83467.0546875
121.7327,2675000,4259.64,535,98.0882,535,4756.53,-84650.0546875
355.9297,2680000,-586.09,536,78.2272,536,-498.16,-39079.5859375
161.6997,2685000,1596.29,537,77.3008,537,1222.99,-59886.55078125
143.0007,2690000,2685.41,538,89.1813,538,2692.99,-76914.71875
104.1566,2695000,141.58,539,72.9177,539,51.33,-40911.546875
106.0435,2700000,636.77,540,79.5313,540,460.1,-54192.78515625
118.2935,2705000,1208.7,541,82.9429,541,1204.94,-62570.37890625
114.7476,2710000,2412.7,542,92.8269,542,2434.53,-82416.484375
113.0702,2715000,3251.81,543,93.5909,543,2559.16,-84402.2109375
119.6253,2720000,4605.18,544,93.8281,544,4737.23,-86183.890625
132.1684,2725000,4144.16,545,95.1733,545,4336.29,-87157.3046875
132.0806,2730000,3562.36,546,88.0481,546,4195.76,-80013.7578125
95.8345,2735000,3365.52,547,82.6846,547,3938.98,-82010.921875
70.963,2740000,1847.43,548,77.5447,548,2291.35,-73538.515625
105.0811,2745000,3306.52,549,85.4374,549,3417.08,-82773.9609375
109.6965,2750000,492.05,550,74.6852,550,312.82,-54207.515625
96.7671,2755000,1393.03,551,78.7858,551,1356.29,-66751.84375
97.8341,2760000,1730.42,552,80.1121,552,1770.71,-75211.890625
123.4066,2765000,3712.93,553,96.9906,553,4207.57,-87605.859375
117.2606,2770000,3059.22,554,93.788,554,3767.81,-87028.7109375
105.4371,2775000,3190.18,555,90.973,555,3753.78,-85660.8671875
132.0007,2780000,3052.01,556,88.2824,556,3793.62,-81799.609375
115.5215,2785000,4459.49,557,90.347,557,5057.85,-85069.4375
97.8184,2790000,4033.88,558,89.5683,558,4473.82,-85682.8125
119.3989,2795000,3438.85,559,88.0731,559,4912.92,-83624.5703125
111.0903,2800000,4161.25,560,84.2306,560,5410.88,-74076.375
96.323,2805000,3880.47,561,87.3642,561,5102.95,-86522.59375
107.4029,2810000,4023.12,562,83.834,562,3811.61,-79315.1015625
95.0091,2815000,4027.2,563,87.9935,563,5637.8,-85992.40625
94.4294,2820000,4716.02,564,85.9441,564,5390.91,-85195.2578125
100.5533,2825000,2805.31,565,87.9461,565,4551.88,-84718.875
95.1935,2830000,4538.82,566,88.1606,566,5637.03,-85039.75
126.0711,2835000,985.41,567,79.6699,567,876.31,-51468.84765625
99.3091,2840000,4980.01,568,90.9073,568,5321.64,-86584.1484375
104.9975,2845000,4923.84,569,95.1295,569,5472.66,-87437.75
101.1533,2850000,3827.15,570,90.6352,570,5419.49,-86581.171875
104.0522,2855000,4987.95,571,88.8068,571,5549.45,-86967.296875
104.2105,2860000,4196.74,572,91.0064,572,5468.93,-86769.65625
100.3661,2865000,4811.77,573,89.2937,573,5456.05,-87026.1171875
100.039,2870000,4244.16,574,87.3622,574,5143.56,-86927.625
96.6118,2875000,5181.72,575,88.2374,575,5596.8,-86367.21875
102.2722,2880000,5241.49,576,85.4499,576,5717.31,-83501.5078125
97.3302,2885000,4848.7,577,86.7791,577,5696.81,-86411.390625
93.3161,2890000,5272.78,578,86.8853,578,5543.19,-86652.1796875
104.3186,2895000,4997.8,579,89.1718,579,5447.98,-87754.328125
116.47,2900000,5014.28,580,85.0937,580,5629.99,-81810.296875
99.9309,2905000,4881.46,581,87.1927,581,5544.58,-87593.1015625
103.7851,2910000,5287.99,582,88.6773,582,5689.81,-88231.9453125
98.617,2915000,4997.56,583,87.7388,583,5564.26,-87895.8671875
90.155,2920000,4928.09,584,84.9422,584,5626.51,-87022.3984375
92.2149,2925000,4957.17,585,85.4088,585,5847.52,-87722.7265625
98.9267,2930000,4868.76,586,87.6686,586,5711.42,-87589.1484375
97.6765,2935000,5219.33,587,87.3308,587,5612.13,-88213.3515625
102.0562,2940000,5093.06,588,85.3168,588,5509.64,-84806.6640625
97.7946,2945000,5026.2,589,86.9261,589,5611.18,-88307.3828125
89.3328,2950000,5164.05,590,85.4405,590,5816.99,-86795.921875
88.6742,2955000,5302.74,591,81.8279,591,5814.0,-85352.625
100.6539,2960000,4902.82,592,85.5368,592,5811.23,-86097.1796875
92.9319,2965000,4699.86,593,86.3773,593,5507.23,-86888.875
98.3168,2970000,5400.87,594,87.8135,594,5781.41,-88440.5078125
91.8049,2975000,5278.35,595,85.9452,595,5817.51,-87251.046875
97.1073,2980000,5329.28,596,88.2336,596,5808.6,-87955.6875
96.3366,2985000,5204.42,597,89.0707,597,5749.21,-88716.9375
100.9306,2990000,5073.3,598,88.8116,598,5427.18,-88790.3671875
96.2197,2995000,5092.75,599,88.9576,599,5638.97,-88550.7421875
