Real Sto Return,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Env Steps,Running Update Time,Reward Loss
2752.14,18.1803,4353.67,43.3359,386,1930000,386,-6440.625
3309.96,14.0302,4074.39,43.4764,387,1935000,387,-6765.97119140625
3514.75,15.5156,4370.13,42.4769,388,1940000,388,-6482.63916015625
3310.52,13.9723,4171.91,44.2108,389,1945000,389,-6716.47314453125
3090.56,14.0254,4257.88,45.0491,390,1950000,390,-6806.87890625
3263.56,15.0965,4427.9,45.3904,391,1955000,391,-7056.43359375
3475.07,16.3571,4104.23,42.938,392,1960000,392,-6497.1103515625
2944.22,13.3063,3785.25,44.6689,393,1965000,393,-6785.54150390625
2854.26,15.3947,4216.83,44.0354,394,1970000,394,-6636.0126953125
3001.01,16.3739,3956.56,44.2481,395,1975000,395,-6640.85595703125
3076.46,14.4179,4272.32,43.0875,396,1980000,396,-6824.3837890625
3126.25,14.186,4057.51,44.1799,397,1985000,397,-6995.40625
3351.34,14.886,4214.86,43.3432,398,1990000,398,-6673.064453125
2979.95,15.2505,4398.45,43.7104,399,1995000,399,-6959.505859375
3268.23,18.0702,3983.04,44.7419,400,2000000,400,-6796.52294921875
3170.32,13.6268,4489.52,45.0372,401,2005000,401,-7399.80908203125
3571.21,15.6408,4465.27,44.5612,402,2010000,402,-6924.4755859375
2470.17,15.8255,3662.39,43.2273,403,2015000,403,-6747.08642578125
3057.46,37.5742,3887.94,44.9166,404,2020000,404,-7245.95458984375
3383.64,13.3472,4312.02,45.1106,405,2025000,405,-7363.556640625
3019.53,16.0928,4320.41,42.8458,406,2030000,406,-6709.54150390625
3339.83,15.0279,4253.76,43.8085,407,2035000,407,-7203.54443359375
3109.03,15.5753,4138.94,43.0202,408,2040000,408,-6960.02294921875
3641.37,15.7504,4484.65,44.0536,409,2045000,409,-7234.4228515625
2723.98,14.3987,4227.22,42.8512,410,2050000,410,-6995.68359375
3437.29,14.7424,4269.39,43.5137,411,2055000,411,-7192.89599609375
3003.33,14.1345,4098.92,43.4354,412,2060000,412,-7162.27490234375
2940.3,14.0302,4140.69,44.0174,413,2065000,413,-7467.66748046875
3027.18,15.068,4195.63,45.1443,414,2070000,414,-7626.65185546875
2620.62,14.6375,4181.34,43.5999,415,2075000,415,-7265.45263671875
2990.35,15.0896,4332.09,42.5705,416,2080000,416,-7193.11962890625
2807.12,14.5934,3826.45,42.4197,417,2085000,417,-7234.7900390625
2783.75,13.9183,4175.59,43.2978,418,2090000,418,-7649.88525390625
2452.16,14.237,4237.85,42.2628,419,2095000,419,-7202.60986328125
3254.05,15.4118,3832.66,41.5132,420,2100000,420,-6879.7646484375
3321.82,13.9051,4264.18,44.9228,421,2105000,421,-8046.24658203125
3195.95,14.1405,3961.5,42.5867,422,2110000,422,-7543.77587890625
3545.82,15.2601,4015.02,43.2348,423,2115000,423,-7554.62451171875
3221.25,13.7294,3574.19,43.1698,424,2120000,424,-7579.455078125
3433.16,14.1465,4232.61,44.2473,425,2125000,425,-7763.15234375
2875.08,14.2113,3727.03,44.1712,426,2130000,426,-7637.0458984375
3649.49,13.6227,4347.1,42.4936,427,2135000,427,-7472.484375
3104.72,13.2296,3752.75,43.5765,428,2140000,428,-7807.71044921875
3215.33,13.9485,4350.83,45.491,429,2145000,429,-8339.5
2279.4,14.9789,3865.32,45.0033,430,2150000,430,-8313.4990234375
3373.41,16.2357,4316.59,42.4176,431,2155000,431,-7349.990234375
3054.53,15.101,3747.58,42.7452,432,2160000,432,-7512.82080078125
3005.45,35.6588,3903.09,43.1821,433,2165000,433,-7821.67822265625
2356.77,28.5309,3840.43,44.0313,434,2170000,434,-7620.857421875
2882.51,31.5613,3662.52,46.746,435,2175000,435,-8302.58203125
1249.78,96.2336,1552.34,56.5572,436,2180000,436,-10424.2099609375
28.77,57.9668,527.91,60.3742,437,2185000,437,-10781.8583984375
-1884.94,141.3618,-1941.97,109.0671,438,2190000,438,-11734.9599609375
-245.91,65.7197,-334.83,77.1863,439,2195000,439,-10067.548828125
21.72,89.9984,-39.11,70.7696,440,2200000,440,-9514.2646484375
146.05,133.7073,25.96,66.1766,441,2205000,441,-11029.5771484375
58.74,79.4493,208.7,69.1207,442,2210000,442,-11713.388671875
195.65,67.9253,219.18,67.9037,443,2215000,443,-11600.193359375
253.78,81.2396,241.21,67.817,444,2220000,444,-11403.380859375
250.99,55.0735,270.81,57.8729,445,2225000,445,-11213.1650390625
245.88,61.0037,279.32,63.8962,446,2230000,446,-11474.1162109375
249.81,76.0222,386.41,62.5412,447,2235000,447,-11764.4580078125
312.24,55.0802,327.49,58.5302,448,2240000,448,-11811.890625
416.78,45.1078,569.54,56.9156,449,2245000,449,-11135.3759765625
419.8,63.022,442.58,62.497,450,2250000,450,-12542.1494140625
708.78,31.388,947.97,51.1862,451,2255000,451,-10521.265625
844.77,36.8567,1472.85,54.1542,452,2260000,452,-11387.8330078125
553.16,32.1794,592.0,53.6996,453,2265000,453,-11286.4306640625
1197.38,31.8543,1521.77,52.2365,454,2270000,454,-11059.041015625
1450.03,20.3255,1859.85,47.6971,455,2275000,455,-8926.509765625
1226.89,30.459,1807.3,51.5805,456,2280000,456,-10643.359375
1427.47,28.7748,2176.88,51.6828,457,2285000,457,-10772.7880859375
1820.77,18.6804,2385.95,47.7737,458,2290000,458,-9079.0576171875
1902.55,25.1666,2470.99,48.7227,459,2295000,459,-10499.8544921875
2132.47,18.6482,3424.01,46.9003,460,2300000,460,-9499.4482421875
2117.04,17.0579,3474.94,46.7713,461,2305000,461,-9036.5361328125
2535.63,19.6569,3292.45,46.8379,462,2310000,462,-9566.529296875
1997.47,18.4216,3463.39,46.3846,463,2315000,463,-9137.0419921875
2047.13,20.6988,3229.9,48.3475,464,2320000,464,-10329.6220703125
2398.36,18.2073,3412.84,46.3991,465,2325000,465,-9754.5947265625
2498.79,16.1379,3699.53,44.7797,466,2330000,466,-8606.3701171875
2513.37,20.6691,3254.91,46.9471,467,2335000,467,-10091.9970703125
2288.28,15.873,3250.59,44.4858,468,2340000,468,-8259.7978515625
2503.97,14.655,3303.34,44.24,469,2345000,469,-7873.39404296875
2613.76,16.7233,3025.74,45.4809,470,2350000,470,-9331.5205078125
2318.37,15.1277,3561.13,43.852,471,2355000,471,-8299.8134765625
2742.45,16.2427,3824.07,44.8669,472,2360000,472,-8891.7548828125
2494.18,17.3164,3886.89,44.9241,473,2365000,473,-9418.4599609375
2979.49,15.3023,3673.29,43.9989,474,2370000,474,-8463.0029296875
2843.8,15.5434,3781.42,45.0215,475,2375000,475,-9424.6474609375
2620.74,15.8662,3559.1,45.1427,476,2380000,476,-8863.8583984375
2375.61,15.43,3884.32,44.3854,477,2385000,477,-8490.376953125
2652.35,15.367,3724.72,43.939,478,2390000,478,-8506.1171875
2877.91,15.7757,3994.55,43.6961,479,2395000,479,-8259.12890625
2869.81,14.9698,4119.3,42.8173,480,2400000,480,-8558.77734375
3082.5,15.1233,4110.57,43.8666,481,2405000,481,-8339.427734375
3298.15,15.2269,3875.06,44.0159,482,2410000,482,-8844.525390625
3052.19,15.2932,3865.73,44.1711,483,2415000,483,-9025.62890625
2790.43,15.4756,3855.85,43.4798,484,2420000,484,-8876.1474609375
2874.2,15.2004,3791.45,43.0629,485,2425000,485,-8634.109375
2827.77,16.2155,4045.65,43.9571,486,2430000,486,-8554.439453125
3221.18,14.6578,4100.41,43.3475,487,2435000,487,-8508.1630859375
3019.73,14.8436,3909.33,44.4045,488,2440000,488,-9381.244140625
3332.26,14.8888,3871.08,42.6113,489,2445000,489,-8312.20703125
2956.66,14.2413,4097.61,41.7944,490,2450000,490,-8057.15576171875
3013.77,15.5177,3981.39,42.9991,491,2455000,491,-9045.8076171875
3053.85,15.7219,4017.3,42.4781,492,2460000,492,-8509.09375
3201.29,15.3146,3458.25,42.9315,493,2465000,493,-8626.2880859375
3347.25,14.9973,4056.98,42.9849,494,2470000,494,-8689.0830078125
3098.36,14.1132,4005.35,42.5259,495,2475000,495,-9198.2041015625
3154.17,14.536,3988.62,42.5938,496,2480000,496,-8817.263671875
3140.68,16.1439,3587.22,43.8064,497,2485000,497,-8696.04296875
2934.59,15.55,3782.7,43.8954,498,2490000,498,-9321.3935546875
3414.02,15.4203,3829.61,41.7484,499,2495000,499,-8345.701171875
3001.75,15.8272,4153.78,42.9244,500,2500000,500,-8617.091796875
2767.93,15.4279,4064.5,42.7422,501,2505000,501,-8778.8564453125
2892.25,15.6523,3862.48,43.1696,502,2510000,502,-9157.6103515625
3193.07,16.2509,3899.06,43.6333,503,2515000,503,-8668.08203125
3386.15,15.4318,4112.06,42.7928,504,2520000,504,-8364.69140625
3165.33,15.8475,4142.15,42.2564,505,2525000,505,-8547.6416015625
3259.06,15.0359,4062.87,42.2749,506,2530000,506,-8573.7666015625
3341.83,16.4731,4069.38,43.2588,507,2535000,507,-8850.8486328125
3055.16,16.5832,3630.39,43.4729,508,2540000,508,-9209.546875
3278.55,15.4167,4083.87,43.3511,509,2545000,509,-8566.4453125
3233.55,17.2565,4006.48,43.39,510,2550000,510,-8984.9716796875
3255.36,15.3611,3926.2,44.1679,511,2555000,511,-9097.150390625
3110.95,16.4491,4091.49,43.4451,512,2560000,512,-8658.5537109375
2761.88,15.677,4075.71,43.3206,513,2565000,513,-8806.08203125
3256.81,14.9546,4159.37,42.5717,514,2570000,514,-9003.666015625
3490.03,15.8142,4195.45,43.3061,515,2575000,515,-8683.98046875
3233.68,15.2949,3991.14,43.1641,516,2580000,516,-8799.876953125
3254.05,16.848,4115.5,43.1437,517,2585000,517,-8945.16796875
3018.65,15.2843,4213.75,41.9649,518,2590000,518,-8671.6572265625
3364.68,16.6494,3869.23,44.3016,519,2595000,519,-8775.158203125
3187.93,16.323,4100.9,44.3844,520,2600000,520,-8506.900390625
3164.5,14.1633,4144.1,43.6932,521,2605000,521,-8706.39453125
3108.75,15.7166,4256.89,43.3113,522,2610000,522,-8887.51171875
3419.39,15.8151,4257.08,43.8717,523,2615000,523,-9281.2001953125
3153.43,15.8073,4206.28,43.9094,524,2620000,524,-8732.375
3033.15,16.119,4243.95,43.9913,525,2625000,525,-8894.853515625
3071.95,16.7049,3823.98,43.6462,526,2630000,526,-8893.5185546875
3170.62,16.2693,4144.72,43.4332,527,2635000,527,-9052.72265625
3340.45,15.8631,4064.57,43.5201,528,2640000,528,-8543.81640625
3086.28,16.0185,4256.15,43.7811,529,2645000,529,-9638.1875
3469.54,16.2801,4277.82,43.1982,530,2650000,530,-8724.763671875
2880.07,15.4344,4157.66,43.0684,531,2655000,531,-8631.923828125
3207.76,15.0577,4139.06,43.3284,532,2660000,532,-9028.06640625
3354.18,15.8334,4249.11,42.4074,533,2665000,533,-8688.6103515625
3361.42,14.4756,4110.5,43.3561,534,2670000,534,-9048.142578125
3297.8,16.2404,4234.33,42.4268,535,2675000,535,-8637.9248046875
3432.83,16.7235,4010.26,43.619,536,2680000,536,-8655.0654296875
3247.24,17.1199,4297.82,42.8681,537,2685000,537,-9111.2939453125
3385.35,15.8738,4205.97,42.8717,538,2690000,538,-8633.1064453125
3210.37,15.5539,4237.27,42.6127,539,2695000,539,-9098.298828125
3287.53,15.8268,4000.37,43.2888,540,2700000,540,-9624.2578125
3413.72,15.3454,4166.98,42.415,541,2705000,541,-8769.625
3440.9,14.9401,4287.79,41.5044,542,2710000,542,-8525.7080078125
3097.99,15.2379,4076.75,42.4619,543,2715000,543,-9304.017578125
3361.77,15.1001,4095.16,43.9083,544,2720000,544,-9137.3427734375
3133.97,16.5668,4237.78,42.2963,545,2725000,545,-8859.126953125
3183.28,14.117,4023.86,42.0461,546,2730000,546,-8941.3583984375
3094.37,15.7124,4235.48,43.1126,547,2735000,547,-9192.4912109375
3085.12,15.9857,4091.24,42.6543,548,2740000,548,-9110.5517578125
3347.07,16.5545,3653.58,42.2441,549,2745000,549,-8683.81640625
3477.55,16.8469,3990.13,42.9083,550,2750000,550,-9284.7744140625
3391.21,15.1877,4133.4,42.8675,551,2755000,551,-9199.5771484375
3279.53,17.1683,4102.68,43.2337,552,2760000,552,-9804.626953125
3616.2,15.6783,4203.03,42.126,553,2765000,553,-8691.642578125
3162.66,15.5449,3781.05,43.3297,554,2770000,554,-9398.7138671875
3384.95,15.1957,4171.61,42.5672,555,2775000,555,-8804.7939453125
3099.14,16.9512,4154.19,43.4907,556,2780000,556,-9374.572265625
3065.33,16.7309,4246.52,44.2284,557,2785000,557,-9723.1943359375
3327.55,16.713,4157.4,42.653,558,2790000,558,-9328.77734375
3225.86,15.2973,4082.94,41.4813,559,2795000,559,-9454.0693359375
3432.97,14.372,4184.43,41.7592,560,2800000,560,-9068.03125
3265.52,16.9596,4338.0,43.4013,561,2805000,561,-9902.6669921875
3531.85,17.3171,4156.17,44.5261,562,2810000,562,-9681.810546875
3201.11,17.1509,3930.9,44.6308,563,2815000,563,-10005.3642578125
3171.59,17.0009,4153.94,44.2655,564,2820000,564,-9539.1201171875
3298.2,16.4179,4207.03,43.8564,565,2825000,565,-9373.205078125
3550.19,15.9472,4097.96,42.7049,566,2830000,566,-9508.7998046875
3573.49,17.1362,4290.99,43.9066,567,2835000,567,-9096.4619140625
3455.3,15.4436,4239.26,42.9898,568,2840000,568,-9107.8623046875
2947.35,16.3651,4229.37,43.0622,569,2845000,569,-9396.75390625
3448.41,15.3119,4232.48,42.647,570,2850000,570,-9474.021484375
3307.4,16.7584,4249.92,43.7661,571,2855000,571,-9348.8623046875
2682.75,16.5588,4107.42,43.1603,572,2860000,572,-9843.5498046875
3234.54,16.0256,4268.12,43.559,573,2865000,573,-9739.0576171875
3550.8,16.3643,4237.89,42.5907,574,2870000,574,-9241.5576171875
3096.38,14.8744,4077.35,42.4886,575,2875000,575,-9120.4052734375
3467.72,15.6366,3823.87,42.5646,576,2880000,576,-9087.6962890625
3062.24,14.7182,4171.38,41.8791,577,2885000,577,-9038.8359375
3040.56,14.6461,4257.09,42.8541,578,2890000,578,-9635.416015625
3428.65,15.6708,4164.34,41.8665,579,2895000,579,-9663.4677734375
3147.62,19.0536,4322.09,44.4411,580,2900000,580,-10504.169921875
3299.14,17.5957,4160.46,44.3532,581,2905000,581,-10099.5595703125
3154.49,15.7515,4015.07,43.4001,582,2910000,582,-9241.9638671875
3426.0,17.955,4016.65,43.8612,583,2915000,583,-9658.8916015625
3271.78,17.9541,4129.2,43.9797,584,2920000,584,-9874.8056640625
2826.71,15.77,4256.78,42.2893,585,2925000,585,-9064.802734375
3505.57,16.137,4260.43,43.4633,586,2930000,586,-9283.31640625
3494.29,18.1825,4115.4,44.2069,587,2935000,587,-10292.2861328125
3596.69,16.1745,4090.77,42.3221,588,2940000,588,-9656.3994140625
3385.7,18.2628,4249.74,45.3627,589,2945000,589,-10248.5595703125
3344.96,18.3625,4210.2,44.3185,590,2950000,590,-9740.806640625
2719.76,20.4131,4226.07,46.6945,591,2955000,591,-10952.1748046875
3419.33,17.777,4340.95,44.2083,592,2960000,592,-9953.3251953125
3304.38,17.3876,4230.5,43.5295,593,2965000,593,-9658.7197265625
3259.83,17.7417,4029.62,42.9773,594,2970000,594,-9846.681640625
3428.01,16.6116,4008.04,43.6801,595,2975000,595,-9416.408203125
3224.47,18.2597,4265.28,44.2602,596,2980000,596,-9946.5068359375
3262.04,17.5587,4193.32,44.2119,597,2985000,597,-10208.4375
3366.35,18.0457,4278.85,44.8003,598,2990000,598,-9843.9638671875
3298.41,17.8353,4269.56,44.4639,599,2995000,599,-9765.462890625
