Real Det Return,Running Forward KL,Reward Loss,Running Reverse KL,Running Env Steps,Running Update Time,Itration,Real Sto Return
2197.0,416.5598,-97489.875,249.6316,2000000,400,400,2252.78
1546.89,437.2059,-97208.75,395.7705,2005000,401,401,1272.29
1839.53,425.2126,-95952.4140625,224.2182,2010000,402,402,1821.61
3239.37,424.5535,-94233.3046875,232.7646,2015000,403,403,2921.97
2634.74,434.9218,-92994.5078125,246.236,2020000,404,404,2229.23
1755.43,409.1605,-93201.5078125,220.9045,2025000,405,405,1292.52
3766.15,430.6409,-95936.3984375,236.764,2030000,406,406,4064.62
4222.24,418.0661,-95647.015625,258.3174,2035000,407,407,3870.66
2744.63,427.5545,-95765.109375,234.5482,2040000,408,408,3130.3
4849.84,396.7303,-96941.9375,225.0341,2045000,409,409,4558.74
3514.1,433.0028,-97182.609375,280.0393,2050000,410,410,3330.13
4470.75,419.4689,-97020.3125,273.7221,2055000,411,411,4517.27
3650.21,411.8596,-97280.53125,264.9578,2060000,412,412,3144.85
4244.27,423.364,-96322.4296875,234.5741,2065000,413,413,4444.51
3875.93,419.8753,-95221.640625,224.0055,2070000,414,414,4659.74
3500.48,436.0547,-94864.96875,227.1048,2075000,415,415,3749.01
3734.21,439.5723,-95860.65625,257.5102,2080000,416,416,3805.88
4761.66,423.721,-95907.0390625,220.8106,2085000,417,417,4366.62
3391.73,443.9883,-94949.796875,232.6328,2090000,418,418,2816.46
4849.88,432.438,-97024.5625,234.8245,2095000,419,419,4922.89
4959.71,411.9057,-95125.78125,219.8555,2100000,420,420,4965.99
3486.62,417.3364,-96903.265625,222.5039,2105000,421,421,3953.52
4508.97,433.2338,-96865.1953125,213.357,2110000,422,422,3989.68
4277.98,424.6962,-96744.3515625,200.9829,2115000,423,423,4399.92
4316.58,433.2627,-95815.5546875,218.2749,2120000,424,424,4420.73
4005.9,448.5408,-97070.1796875,241.6127,2125000,425,425,4303.26
3592.55,424.5036,-96547.0625,257.5266,2130000,426,426,3561.61
3946.8,423.1891,-95397.6953125,270.2272,2135000,427,427,4407.96
4457.62,436.4566,-97325.8984375,252.7343,2140000,428,428,4238.19
2424.33,449.4947,-96915.984375,353.825,2145000,429,429,2277.89
4282.79,446.8706,-97271.96875,252.3771,2150000,430,430,2910.53
3862.79,452.5759,-96429.0234375,241.2536,2155000,431,431,4203.25
2709.93,450.1904,-97711.0859375,329.4941,2160000,432,432,3017.65
2862.64,452.0024,-95343.9609375,240.6046,2165000,433,433,3477.69
2504.01,455.8862,-96196.5234375,280.6259,2170000,434,434,1832.66
1777.96,445.768,-96601.125,324.6562,2175000,435,435,1659.76
3391.57,449.0842,-96772.0546875,260.9181,2180000,436,436,4023.48
4189.28,441.7436,-96008.53125,255.3085,2185000,437,437,4153.82
3155.1,423.5296,-96625.7890625,250.0222,2190000,438,438,3762.17
2869.5,446.5548,-97258.5078125,322.7926,2195000,439,439,3187.75
3574.07,435.9067,-96944.875,278.1741,2200000,440,440,3535.61
3413.04,426.5086,-97291.2734375,238.0068,2205000,441,441,3445.42
3221.49,431.4075,-96708.46875,283.9878,2210000,442,442,3574.83
3877.8,427.9429,-97509.3046875,247.6787,2215000,443,443,4654.08
2621.84,459.0352,-97556.6171875,283.9555,2220000,444,444,2925.56
3504.0,449.531,-97392.46875,283.3631,2225000,445,445,3034.51
2419.03,467.7502,-97784.078125,324.4407,2230000,446,446,1815.8
3690.67,455.2044,-97228.875,283.408,2235000,447,447,3126.22
2771.11,459.3022,-98322.6640625,281.0844,2240000,448,448,2328.84
3761.23,443.9693,-97597.0625,271.6452,2245000,449,449,3829.65
2206.54,468.9178,-98482.2890625,378.7422,2250000,450,450,1972.81
4132.28,443.9436,-97438.5859375,241.9247,2255000,451,451,3721.54
1066.21,475.5517,-97152.125,400.0429,2260000,452,452,1200.6
3913.58,454.8087,-97505.3984375,276.2132,2265000,453,453,3593.67
2984.49,458.2209,-97102.734375,256.444,2270000,454,454,3771.56
1767.95,481.5658,-98176.65625,658.5586,2275000,455,455,1728.38
3813.55,465.2089,-98080.1796875,407.5909,2280000,456,456,3093.1
3270.18,460.5646,-97782.9375,280.2347,2285000,457,457,3483.34
3522.55,464.2542,-96881.546875,248.5547,2290000,458,458,3755.04
3831.12,459.8096,-97728.4140625,252.9287,2295000,459,459,4256.0
1957.61,486.2768,-98047.4296875,300.753,2300000,460,460,2360.93
3060.7,466.5299,-95026.140625,249.5926,2305000,461,461,4110.85
1926.61,449.6194,-96614.3671875,297.5791,2310000,462,462,1499.49
3708.13,452.7366,-96100.515625,269.7871,2315000,463,463,3615.8
2703.64,498.0966,-96623.9453125,323.886,2320000,464,464,1588.41
3955.49,439.028,-96473.0390625,249.846,2325000,465,465,3990.39
3839.02,435.837,-95900.09375,271.1009,2330000,466,466,3559.65
4315.72,443.1611,-95521.2265625,253.2327,2335000,467,467,4930.37
4393.37,440.9744,-97561.3671875,258.8984,2340000,468,468,4460.57
3725.59,446.9411,-98039.3359375,291.4241,2345000,469,469,3471.09
3253.99,436.6627,-97301.265625,241.5703,2350000,470,470,4184.4
3667.55,424.0105,-98319.3671875,322.2008,2355000,471,471,3374.93
4611.22,435.8483,-98586.15625,249.6889,2360000,472,472,4637.1
3623.01,433.0409,-97382.109375,260.1937,2365000,473,473,4414.15
2267.86,452.8587,-97121.3984375,308.2403,2370000,474,474,2076.64
3655.22,442.9366,-98119.734375,265.1911,2375000,475,475,3693.84
3508.79,444.7184,-97673.953125,338.1664,2380000,476,476,1758.9
3217.68,452.135,-97660.28125,286.2698,2385000,477,477,3177.47
3762.73,454.7411,-97947.3984375,310.7815,2390000,478,478,3310.51
3925.97,438.6798,-97508.09375,236.0053,2395000,479,479,4613.11
4303.07,408.9094,-97781.0546875,238.3029,2400000,480,480,4192.69
3553.98,439.1411,-95945.75,248.6379,2405000,481,481,3572.67
4699.0,433.5839,-97451.375,257.9271,2410000,482,482,4846.81
3861.39,431.7339,-95402.140625,247.043,2415000,483,483,3731.91
3399.07,475.1266,-97703.7109375,306.1725,2420000,484,484,4118.43
2949.65,424.0528,-97659.546875,386.4391,2425000,485,485,3056.29
2799.88,467.9761,-97865.875,451.9833,2430000,486,486,2476.85
2678.58,438.0221,-95364.7265625,263.1605,2435000,487,487,3163.91
1232.01,476.9267,-97172.7578125,359.1162,2440000,488,488,2051.99
4967.45,456.946,-98287.359375,270.1234,2445000,489,489,4705.69
2095.95,481.7107,-97958.28125,412.4323,2450000,490,490,1930.38
1563.35,472.2627,-97727.3828125,381.9462,2455000,491,491,1416.4
1441.25,481.2347,-98352.2109375,532.8325,2460000,492,492,2115.46
2642.33,467.2465,-98521.7265625,387.5167,2465000,493,493,2769.97
243.93,640.8213,-97606.40625,1108.2018,2470000,494,494,388.43
2752.46,483.5887,-96545.3046875,431.8156,2475000,495,495,1978.26
3327.29,448.1455,-98440.59375,282.1267,2480000,496,496,2801.85
2292.06,468.1614,-97202.1015625,327.6643,2485000,497,497,2348.82
1161.1,490.5629,-97633.2734375,379.5995,2490000,498,498,1482.91
2428.91,475.8211,-97546.4453125,352.745,2495000,499,499,3148.0
197.74,558.5892,-96307.0390625,665.7478,2500000,500,500,342.65
1052.43,498.39,-98470.890625,641.1891,2505000,501,501,1528.77
135.38,604.2072,-97472.296875,678.0513,2510000,502,502,321.56
3672.35,476.926,-95777.0234375,303.5624,2515000,503,503,4007.75
409.76,529.3538,-97259.859375,492.5104,2520000,504,504,394.53
651.99,517.111,-99054.4453125,2525.9737,2525000,505,505,512.68
118.7,633.0321,-94468.9140625,470.0524,2530000,506,506,104.32
106.63,629.2118,-93141.03125,443.9818,2535000,507,507,106.16
157.85,588.0761,-98520.265625,896.3687,2540000,508,508,125.73
593.25,501.4002,-97923.0546875,446.7861,2545000,509,509,759.88
198.64,526.2478,-97127.5703125,431.7598,2550000,510,510,406.08
203.96,543.1226,-98522.2109375,695.5155,2555000,511,511,404.24
1099.31,502.6179,-98216.203125,370.262,2560000,512,512,926.23
102.25,509.8216,-98804.5234375,915.8129,2565000,513,513,97.35
148.27,612.8492,-98728.21875,511.1036,2570000,514,514,205.66
82.99,665.7803,-96937.03125,452.9301,2575000,515,515,83.9
75.5,670.3012,-97879.03125,572.6074,2580000,516,516,77.02
74.32,666.6869,-98564.265625,569.8943,2585000,517,517,75.56
68.09,713.8706,-99283.015625,3285.6897,2590000,518,518,69.81
71.28,663.5936,-96599.640625,511.6306,2595000,519,519,70.61
110.51,668.3315,-98433.46875,716.1523,2600000,520,520,105.94
69.43,631.4524,-94710.515625,434.5253,2605000,521,521,70.37
82.29,650.5466,-96798.5234375,452.58,2610000,522,522,82.77
82.18,662.1469,-96810.7578125,443.6041,2615000,523,523,82.59
80.54,671.6616,-98413.109375,479.0064,2620000,524,524,84.36
81.99,630.0461,-98423.0078125,511.5544,2625000,525,525,79.92
73.69,637.8683,-98287.7265625,505.5438,2630000,526,526,78.57
69.98,663.1897,-99293.265625,1116.0967,2635000,527,527,72.88
68.3,649.6703,-99326.4296875,668.6868,2640000,528,528,70.14
74.0,667.8271,-99326.7734375,592.0313,2645000,529,529,73.38
71.41,700.607,-99462.890625,914.4317,2650000,530,530,73.68
78.37,708.4358,-99487.640625,2540.466,2655000,531,531,76.92
73.72,695.7968,-99420.4296875,2882.0861,2660000,532,532,75.03
72.07,684.7111,-99355.5234375,1309.9859,2665000,533,533,75.08
74.29,660.1857,-99437.84375,566.176,2670000,534,534,75.47
73.01,674.6983,-99342.5703125,612.6962,2675000,535,535,74.75
67.78,722.6874,-99318.0859375,606.2575,2680000,536,536,69.21
71.34,681.918,-99274.40625,842.2784,2685000,537,537,71.43
70.95,700.8101,-99281.3984375,557.4872,2690000,538,538,71.01
70.77,668.6127,-99141.6171875,483.3447,2695000,539,539,70.84
69.69,651.3458,-99279.28125,526.6094,2700000,540,540,71.26
69.77,698.0342,-99333.1796875,598.9295,2705000,541,541,71.4
71.67,647.609,-98496.6953125,551.9639,2710000,542,542,72.6
70.68,667.787,-99376.6953125,933.6151,2715000,543,543,73.24
72.43,632.4174,-98510.265625,923.1834,2720000,544,544,73.25
71.63,642.0176,-99151.953125,481.5767,2725000,545,545,71.6
71.76,640.3309,-98665.7890625,885.9173,2730000,546,546,72.19
67.71,666.0011,-99114.7109375,499.2209,2735000,547,547,72.2
75.56,636.8641,-98330.9453125,485.55,2740000,548,548,76.28
74.94,642.5656,-96185.3671875,362.1458,2745000,549,549,74.87
70.98,662.5607,-98349.828125,472.6608,2750000,550,550,72.25
68.95,642.3239,-97751.375,427.403,2755000,551,551,69.9
87.52,604.0175,-96700.15625,642.7659,2760000,552,552,88.49
70.2,661.0911,-99447.4375,547.4839,2765000,553,553,74.78
89.41,646.712,-99103.4375,525.0843,2770000,554,554,89.09
79.73,657.3985,-98753.0703125,482.278,2775000,555,555,80.88
89.17,634.4195,-98457.78125,466.7659,2780000,556,556,90.33
102.92,611.9897,-98336.7578125,463.4023,2785000,557,557,113.63
86.2,657.0565,-98904.7265625,640.5598,2790000,558,558,88.05
69.02,658.8578,-98719.9296875,487.0708,2795000,559,559,69.9
73.75,660.6599,-98741.34375,484.0507,2800000,560,560,77.36
69.96,646.8571,-98889.1015625,495.3154,2805000,561,561,71.25
73.38,641.6451,-98923.15625,498.0386,2810000,562,562,77.28
78.72,647.253,-99162.8046875,483.3747,2815000,563,563,83.92
73.11,634.2954,-97653.5859375,461.0382,2820000,564,564,75.65
80.86,640.0568,-99010.859375,531.2048,2825000,565,565,82.12
71.42,641.8705,-98872.359375,520.2658,2830000,566,566,73.67
83.23,650.3825,-98534.15625,509.4501,2835000,567,567,81.35
91.35,629.7157,-97356.9296875,467.7292,2840000,568,568,94.9
78.06,641.4521,-96507.453125,463.5723,2845000,569,569,82.24
82.57,637.2441,-97964.203125,481.6905,2850000,570,570,81.83
68.74,643.0266,-98557.296875,470.0651,2855000,571,571,73.13
74.81,640.483,-98337.4140625,515.0209,2860000,572,572,77.9
71.62,639.0354,-97972.515625,515.2422,2865000,573,573,70.05
68.55,648.7695,-97834.734375,496.7545,2870000,574,574,70.59
82.48,638.6115,-96681.4375,485.7769,2875000,575,575,81.32
96.31,633.3582,-95215.9609375,465.7047,2880000,576,576,99.75
71.79,650.6347,-96825.703125,473.1819,2885000,577,577,77.37
111.3,635.1147,-95259.171875,533.8911,2890000,578,578,95.51
79.66,618.1099,-96142.96875,462.5826,2895000,579,579,83.58
82.68,647.0518,-98180.921875,465.2637,2900000,580,580,87.58
126.41,630.1424,-98805.8046875,565.3397,2905000,581,581,118.33
73.17,644.8966,-98179.0390625,526.1429,2910000,582,582,74.49
86.64,620.3628,-98299.5234375,491.5248,2915000,583,583,86.25
73.41,634.7384,-98093.0703125,512.1951,2920000,584,584,76.28
102.3,632.5689,-97244.890625,507.3156,2925000,585,585,85.76
78.44,633.7753,-99138.40625,812.7389,2930000,586,586,83.8
84.0,639.7769,-97853.0234375,591.9264,2935000,587,587,84.53
75.87,636.2418,-98723.96875,548.6605,2940000,588,588,79.43
90.22,635.7898,-98580.265625,624.137,2945000,589,589,84.41
105.14,619.0855,-96654.171875,546.1413,2950000,590,590,87.78
113.3,621.5942,-98409.859375,687.3403,2955000,591,591,99.34
104.78,641.707,-98082.921875,658.1014,2960000,592,592,98.42
86.53,635.0187,-97762.546875,629.6107,2965000,593,593,89.42
102.27,631.5287,-98643.28125,643.7696,2970000,594,594,95.23
86.21,648.7909,-99402.5703125,780.5907,2975000,595,595,81.09
83.96,635.5019,-98032.4375,666.9438,2980000,596,596,87.75
103.16,609.3182,-96270.296875,594.0696,2985000,597,597,98.46
128.86,585.3639,-96125.2578125,555.5678,2990000,598,598,108.72
72.92,642.4773,-95554.578125,615.0932,2995000,599,599,77.99
