Real Sto Return,Running Update Time,Running Reverse KL,Real Det Return,Running Forward KL,Itration,Running Env Steps,Reward Loss
915.39,35,236.8307,720.18,338.181,35,175000,-38131.5078125
723.08,36,251.5149,579.49,342.9179,36,180000,-40091.10546875
887.7,37,260.463,720.75,323.3364,37,185000,-39240.16015625
1086.01,38,279.9307,1051.93,323.8228,38,190000,-41881.71875
911.96,39,225.8434,983.67,344.6219,39,195000,-33852.57421875
1109.76,40,212.5655,1603.85,310.795,40,200000,-35953.42578125
1032.15,41,207.9194,675.26,310.1242,41,205000,-35342.8203125
1163.3,42,177.0514,827.31,291.3756,42,210000,-31833.564453125
1138.81,43,177.2356,1720.64,294.5619,43,215000,-32643.716796875
1273.27,44,203.1452,1293.51,315.4473,44,220000,-35991.578125
1646.16,45,190.9739,2494.14,288.1159,45,225000,-36203.3203125
1965.57,46,205.3432,1294.2,298.3266,46,230000,-34099.57421875
1363.08,47,241.7527,1303.46,309.2138,47,235000,-41679.984375
1524.61,48,216.2687,937.31,322.8336,48,240000,-38545.84765625
1856.12,49,200.7247,1915.23,310.5881,49,245000,-38691.2578125
1562.07,50,184.6579,2777.61,313.5918,50,250000,-38148.4609375
1135.7,51,211.5596,1735.85,362.8297,51,255000,-40013.75390625
975.57,52,229.1534,1151.77,377.3569,52,260000,-41564.44140625
1605.0,53,171.7351,1125.27,316.0002,53,265000,-33918.5703125
1544.68,54,186.8824,1519.42,318.9317,54,270000,-40285.87109375
1990.39,55,164.3683,3326.64,297.6863,55,275000,-34447.96484375
2353.55,56,158.1891,3196.17,287.6632,56,280000,-36464.5078125
1432.38,57,204.2858,1308.8,326.916,57,285000,-43322.8046875
1686.05,58,194.2871,1815.44,303.887,58,290000,-42542.671875
1631.29,59,142.6589,545.87,276.394,59,295000,-30745.46484375
1659.9,60,268.2452,1034.84,326.9805,60,300000,-54884.60546875
1691.31,61,214.2453,559.84,309.1133,61,305000,-47714.609375
1453.39,62,214.6209,1219.18,305.2482,62,310000,-47032.66796875
1759.49,63,206.3762,1236.96,301.0593,63,315000,-44708.55859375
1520.24,64,242.6057,1098.45,296.8157,64,320000,-51169.00390625
1310.73,65,238.0444,804.96,317.992,65,325000,-51171.04296875
1939.99,66,221.0723,1409.2,308.2524,66,330000,-47625.05078125
2943.43,67,136.0331,3220.08,271.4912,67,335000,-30742.255859375
3736.18,68,87.8722,3917.4,260.5626,68,340000,-22281.94140625
2772.45,69,124.587,4265.9,270.5771,69,345000,-34073.1953125
3746.18,70,153.2187,3819.2,272.855,70,350000,-36504.38671875
3889.06,71,107.8075,4105.69,258.6924,71,355000,-26665.1015625
3854.11,72,94.9321,5015.7,241.3957,72,360000,-27060.078125
4062.06,73,49.8173,4930.15,238.9296,73,365000,-14930.833984375
4104.83,74,59.113,4666.89,244.9899,74,370000,-16821.9765625
3718.94,75,87.0389,3331.78,249.1364,75,375000,-24130.607421875
3921.12,76,109.3432,3192.84,264.7679,76,380000,-31658.357421875
2821.29,77,116.2198,2854.41,258.6105,77,385000,-31731.6640625
3085.58,78,137.939,2464.5,299.2135,78,390000,-35386.3203125
2507.12,79,110.5271,1188.84,265.6075,79,395000,-32558.837890625
4583.43,80,67.5387,5167.44,260.4671,80,400000,-16793.0703125
3677.98,81,84.7697,4534.85,257.7096,81,405000,-23955.544921875
3299.98,82,128.6706,2159.52,271.7948,82,410000,-36299.13671875
3292.19,83,85.1514,4009.76,272.328,83,415000,-22816.62890625
2801.11,84,134.629,877.71,301.9965,84,420000,-36057.03515625
4213.34,85,60.1967,5115.29,262.5123,85,425000,-14908.32421875
4313.19,86,73.7981,5060.62,267.2,86,430000,-22289.0
4798.21,87,67.0627,5134.67,255.9594,87,435000,-21201.1953125
5003.97,88,56.4636,4900.04,258.6802,88,440000,-15609.5693359375
4660.88,89,73.1346,4079.96,264.1554,89,445000,-22178.28515625
4381.17,90,74.4212,2295.46,257.3165,90,450000,-24782.068359375
3864.84,91,83.8562,2501.48,278.1805,91,455000,-27080.818359375
4973.33,92,63.071,5021.72,260.2788,92,460000,-22365.05859375
4919.73,93,68.6231,5017.34,269.2828,93,465000,-21996.15234375
4708.04,94,67.74,3249.83,270.0494,94,470000,-22826.6953125
4694.81,95,88.331,2231.94,276.6377,95,475000,-29710.986328125
4236.31,96,67.9895,4124.98,271.0064,96,480000,-20665.767578125
5054.15,97,51.2579,5116.32,258.75,97,485000,-21732.060546875
5109.62,98,58.0583,5196.75,261.5826,98,490000,-23149.7578125
5043.61,99,52.6775,5183.49,259.6344,99,495000,-22123.2578125
4765.57,100,62.4028,5036.71,268.162,100,500000,-24157.849609375
3864.61,101,56.8498,3767.69,263.4647,101,505000,-25146.677734375
4508.44,102,104.1666,2281.31,277.0051,102,510000,-34389.6171875
4441.99,103,59.0917,5107.54,255.2596,103,515000,-26085.951171875
3172.17,104,130.9367,1107.45,301.4794,104,520000,-39629.3125
4156.39,105,75.8164,4503.16,285.5445,105,525000,-27805.849609375
3819.21,106,88.8762,4545.53,279.9078,106,530000,-30371.650390625
3194.76,107,123.4476,2613.67,287.4687,107,535000,-39264.421875
4417.73,108,81.0457,4303.5,277.8476,108,540000,-30455.44921875
4244.29,109,89.2418,5072.41,274.8615,109,545000,-31275.310546875
4944.45,110,75.3428,2502.01,277.5689,110,550000,-29169.01953125
5048.16,111,66.2811,4962.26,276.8618,111,555000,-30141.98046875
4976.53,112,55.0392,3611.46,257.2112,112,560000,-29156.962890625
4532.26,113,54.3952,4746.36,261.0867,113,565000,-28814.943359375
5144.7,114,64.3866,4958.07,274.7313,114,570000,-32622.767578125
4173.91,115,84.1809,4477.37,273.6078,115,575000,-34249.1484375
4088.87,116,107.2379,3382.47,274.4214,116,580000,-38365.23828125
4726.43,117,57.7788,3654.92,268.0804,117,585000,-29148.26953125
3282.67,118,135.5886,2572.9,303.1754,118,590000,-45070.82421875
5038.03,119,60.4177,4438.76,265.6889,119,595000,-31595.880859375
3634.07,120,152.2999,3035.86,302.46,120,600000,-44923.421875
4921.84,121,41.4525,4930.47,248.7628,121,605000,-29065.001953125
4716.86,122,56.5432,2450.62,265.7475,122,610000,-30597.109375
3538.27,123,98.5485,3331.88,277.4697,123,615000,-41378.23046875
4874.43,124,45.2231,4696.89,252.1149,124,620000,-31373.9453125
4094.34,125,71.8508,2225.16,273.6095,125,625000,-38530.9375
4860.35,126,53.8617,5149.37,249.4285,126,630000,-35772.140625
4059.54,127,87.3245,3513.79,262.3984,127,635000,-39711.83203125
3561.79,128,124.6659,4448.5,258.5785,128,640000,-40924.12890625
4903.48,129,54.0036,4931.23,234.1551,129,645000,-32294.853515625
4280.78,130,54.5731,2818.17,263.3718,130,650000,-35966.01171875
4254.69,131,63.4679,4850.21,256.8945,131,655000,-39824.484375
3206.64,132,95.0437,2299.91,265.3254,132,660000,-43194.43359375
5003.62,133,39.6685,4376.1,242.2094,133,665000,-32962.28125
5089.91,134,51.2197,4070.95,253.6819,134,670000,-34938.00390625
4791.25,135,59.5318,3405.51,264.2856,135,675000,-39858.6328125
5056.45,136,54.1636,5125.87,259.1248,136,680000,-36392.46484375
4885.18,137,72.6619,4746.23,275.3318,137,685000,-42457.46484375
4953.4,138,63.3226,4341.82,266.6143,138,690000,-39662.66796875
4763.6,139,51.6398,4938.32,255.1371,139,695000,-39244.3984375
5034.73,140,50.2984,5118.86,256.1759,140,700000,-38913.74609375
4982.86,141,57.4968,5114.49,266.3415,141,705000,-40128.953125
4881.72,142,63.4667,2970.18,265.7879,142,710000,-39672.9453125
5085.82,143,44.8193,4386.29,240.7829,143,715000,-39152.9296875
4367.9,144,61.2601,5040.21,257.8399,144,720000,-40383.171875
4949.47,145,46.1454,5115.47,254.6072,145,725000,-39635.1484375
4324.12,146,66.3256,2979.3,265.0315,146,730000,-43153.50390625
4173.29,147,110.1938,725.99,269.1308,147,735000,-48766.21875
3841.05,148,114.9998,786.54,301.1111,148,740000,-51272.8984375
2289.52,149,159.6086,2363.37,323.8718,149,745000,-58368.859375
4802.88,150,71.702,4267.03,277.62,150,750000,-49606.25390625
4976.64,151,54.3711,5057.98,259.9547,151,755000,-44938.65234375
5024.38,152,77.0557,4568.31,258.079,152,760000,-44800.7109375
4837.45,153,74.6313,2683.82,262.4032,153,765000,-47757.1484375
1890.53,154,150.8172,472.83,282.1961,154,770000,-56165.75390625
4207.74,155,104.5896,1380.35,278.492,155,775000,-54677.3046875
4593.76,156,92.1808,720.04,275.4754,156,780000,-49770.60546875
4951.49,157,65.8445,3248.33,255.3703,157,785000,-43847.50390625
2098.92,158,178.6936,682.7,297.2731,158,790000,-60576.25390625
5092.0,159,57.5244,3862.17,255.6668,159,795000,-46104.53125
5146.21,160,45.3377,5213.28,248.7194,160,800000,-42106.33984375
5064.68,161,59.8361,5187.43,250.5582,161,805000,-46586.9296875
5184.37,162,55.3405,5268.3,250.6023,162,810000,-39428.75390625
5159.81,163,41.7176,5219.06,243.9749,163,815000,-41652.33984375
5044.71,164,51.4918,5265.81,248.4844,164,820000,-42773.48046875
5098.41,165,60.8145,5276.37,251.6538,165,825000,-47450.0859375
4817.6,166,50.3559,3578.06,244.3719,166,830000,-47688.69140625
4902.39,167,32.5689,5180.34,242.8859,167,835000,-44028.6015625
4170.29,168,45.3384,2746.95,242.7315,168,840000,-45861.734375
5157.61,169,35.561,5343.33,236.536,169,845000,-41484.23046875
5245.06,170,54.3114,5236.51,238.8037,170,850000,-43182.98828125
4534.98,171,47.0454,4890.14,243.129,171,855000,-46181.94140625
4936.41,172,64.9925,4727.71,238.0355,172,860000,-44488.828125
5072.95,173,61.9942,5266.5,240.8343,173,865000,-44954.21484375
4855.18,174,42.9893,4882.32,244.6919,174,870000,-49878.125
5112.71,175,41.3785,5054.0,244.9603,175,875000,-48262.62890625
5079.31,176,52.3952,4747.31,239.8157,176,880000,-42027.765625
2583.76,177,173.849,2034.78,279.3424,177,885000,-57470.20703125
5029.54,178,31.3014,4811.12,241.9182,178,890000,-48562.06640625
5083.74,179,35.0624,4862.55,237.6671,179,895000,-48903.4765625
5094.56,180,34.9402,5219.64,233.0066,180,900000,-44454.80859375
4610.9,181,53.6779,4358.44,237.8321,181,905000,-45485.9296875
5127.23,182,42.5404,5228.04,238.7838,182,910000,-51098.1796875
5087.66,183,41.3164,5299.29,237.4051,183,915000,-45668.9921875
4663.43,184,36.477,4559.69,241.1462,184,920000,-50030.79296875
4990.95,185,60.9019,5323.54,251.0801,185,925000,-50088.4453125
4726.48,186,78.3652,4305.03,260.4241,186,930000,-51495.3046875
5080.97,187,74.1102,4996.15,260.5135,187,935000,-53628.73046875
5168.56,188,37.8501,5291.8,239.218,188,940000,-51999.67578125
4842.34,189,48.7598,5025.42,258.598,189,945000,-57877.4140625
4616.59,190,33.1633,4095.37,244.0787,190,950000,-51690.96484375
4804.98,191,29.812,4640.17,235.3625,191,955000,-49929.83203125
5169.75,192,38.2031,5330.87,235.0622,192,960000,-50841.70703125
5180.91,193,52.7943,5133.36,233.4575,193,965000,-51442.53125
5097.75,194,30.0735,4397.58,232.9193,194,970000,-49329.421875
4367.78,195,55.7606,4545.26,246.0203,195,975000,-55897.69921875
4839.3,196,26.2079,4892.79,235.3219,196,980000,-51468.6640625
5025.0,197,27.1238,4727.36,236.6366,197,985000,-52330.09765625
4863.1,198,31.0961,4549.44,241.0216,198,990000,-54981.27734375
4959.41,199,33.4916,3796.98,243.8684,199,995000,-53245.65625
5106.23,200,37.2487,5108.73,230.8492,200,1000000,-49863.95703125
5089.99,201,27.525,4634.42,234.7786,201,1005000,-49577.640625
5085.98,202,28.245,4745.0,233.9833,202,1010000,-51362.15625
5146.51,203,30.6511,4787.05,233.5536,203,1015000,-51131.8203125
4979.23,204,30.9289,4361.24,240.0939,204,1020000,-55487.80859375
4901.75,205,38.3947,4163.28,244.679,205,1025000,-58183.1953125
4872.73,206,41.908,3627.38,249.9885,206,1030000,-57250.70703125
4653.47,207,50.7621,3221.31,253.9561,207,1035000,-58685.1796875
4637.33,208,61.0951,1975.9,261.2336,208,1040000,-60184.85546875
4728.76,209,67.9679,3344.3,267.8979,209,1045000,-60219.8203125
4744.32,210,56.0777,1789.16,258.1675,210,1050000,-60410.5234375
4423.93,211,50.642,3494.96,256.5774,211,1055000,-60973.9609375
4863.21,212,31.0485,4987.82,235.0615,212,1060000,-55396.5390625
5140.7,213,34.8845,4396.58,236.8449,213,1065000,-57048.96484375
5106.9,214,35.6765,4589.74,232.5995,214,1070000,-54591.890625
4830.21,215,36.4172,5274.91,239.917,215,1075000,-57357.27734375
4841.68,216,48.7298,4805.29,244.8003,216,1080000,-58200.94140625
4909.37,217,34.6998,4330.2,236.0291,217,1085000,-54189.5625
4550.38,218,42.4379,4905.25,235.573,218,1090000,-55323.0078125
4467.06,219,34.3024,4841.35,244.7511,219,1095000,-58128.12890625
4770.01,220,35.1288,4999.1,242.7598,220,1100000,-58379.109375
4847.21,221,44.4369,5117.04,240.5934,221,1105000,-57017.66796875
5282.95,222,44.3004,5382.61,233.3357,222,1110000,-52318.76953125
5311.06,223,42.3324,5137.21,227.1299,223,1115000,-50660.703125
5235.41,224,35.2692,5125.61,231.636,224,1120000,-56162.6796875
5195.71,225,26.4948,5114.15,230.0495,225,1125000,-53165.6171875
4940.52,226,31.0513,5326.82,240.1262,226,1130000,-55804.54296875
4855.23,227,45.8207,5021.14,256.2396,227,1135000,-62595.6640625
4855.56,228,41.136,4877.8,253.8144,228,1140000,-62728.90625
4933.67,229,32.0199,4955.2,246.6371,229,1145000,-57605.29296875
5158.58,230,40.4027,4848.19,245.4103,230,1150000,-55362.36328125
5266.42,231,29.3882,5371.9,233.9291,231,1155000,-57096.546875
5208.05,232,53.2214,5287.12,241.3997,232,1160000,-59681.453125
5181.18,233,34.5371,5366.71,233.8537,233,1165000,-60089.8046875
5043.35,234,41.2071,5156.83,234.4546,234,1170000,-61602.3359375
4819.42,235,41.7069,5381.75,238.6718,235,1175000,-60020.90234375
4465.79,236,63.4276,5331.96,236.0839,236,1180000,-57146.17578125
4225.91,237,106.1916,5299.43,261.7313,237,1185000,-63361.953125
1819.43,238,149.9646,5322.71,272.6751,238,1190000,-62459.109375
3020.49,239,100.4617,5334.03,257.132,239,1195000,-64089.01953125
4131.63,240,76.7116,5330.22,247.7782,240,1200000,-63128.54296875
3869.85,241,106.2502,5246.11,256.3916,241,1205000,-63061.5859375
4883.53,242,41.5361,5286.04,238.9314,242,1210000,-65978.7265625
4678.75,243,51.6728,5273.71,240.6928,243,1215000,-65587.0390625
4660.91,244,45.4181,5272.83,241.2773,244,1220000,-66706.234375
4460.81,245,54.6195,5074.2,242.5228,245,1225000,-66234.234375
3820.47,246,121.1479,5173.91,261.055,246,1230000,-67355.2109375
4562.56,247,87.3374,1527.2,255.3133,247,1235000,-69027.34375
4698.39,248,75.3084,5162.0,259.5553,248,1240000,-70036.453125
4922.76,249,63.0098,4603.54,254.1265,249,1245000,-68021.7890625
4285.1,250,79.7721,5262.99,262.3502,250,1250000,-71308.359375
4646.23,251,64.3125,5262.16,258.4752,251,1255000,-69448.0078125
4750.09,252,49.7038,4881.1,250.8697,252,1260000,-68690.09375
4843.52,253,47.6678,4178.48,250.8102,253,1265000,-67206.65625
5077.62,254,46.1163,4853.56,248.8729,254,1270000,-68433.640625
4899.46,255,49.1003,5105.74,252.2287,255,1275000,-71170.5390625
5007.37,256,46.3053,4933.2,247.3595,256,1280000,-70768.7578125
5053.54,257,49.0446,5253.67,247.0274,257,1285000,-70783.7265625
5149.42,258,45.6606,5230.0,248.8584,258,1290000,-69882.5234375
5209.49,259,61.1248,5287.5,251.0445,259,1295000,-73013.453125
4715.15,260,65.3199,4298.16,249.5006,260,1300000,-70052.8828125
4460.44,261,75.9197,4207.35,249.8005,261,1305000,-69273.5078125
4482.42,262,76.8423,4537.22,255.0654,262,1310000,-68610.7109375
4005.67,263,121.7825,3672.75,261.7531,263,1315000,-68524.234375
4844.08,264,75.2313,4879.17,256.1707,264,1320000,-71249.7265625
4543.09,265,94.0793,4737.4,258.8273,265,1325000,-70141.109375
4797.42,266,62.457,5163.25,252.8972,266,1330000,-70559.0078125
4793.21,267,47.8223,5281.95,240.062,267,1335000,-66386.3515625
5093.48,268,49.1878,5213.52,246.0277,268,1340000,-70286.9609375
4899.7,269,48.4248,4479.73,245.6533,269,1345000,-69673.09375
4985.93,270,58.0209,5180.08,246.3147,270,1350000,-70218.703125
3476.64,271,96.5428,2605.92,254.4373,271,1355000,-70537.6953125
4222.15,272,104.8685,2617.37,258.797,272,1360000,-70473.53125
2546.88,273,107.8384,3058.86,263.6918,273,1365000,-71441.8671875
4666.34,274,116.0023,2050.08,266.6233,274,1370000,-75210.03125
4383.93,275,118.8277,3186.19,264.7256,275,1375000,-76730.90625
2972.78,276,186.1283,1259.95,287.2201,276,1380000,-77586.0078125
3845.68,277,84.0142,3194.94,262.5055,277,1385000,-74392.5703125
3704.87,278,99.0081,4438.24,287.8364,278,1390000,-78942.1015625
2473.48,279,118.0635,2490.02,301.7469,279,1395000,-74250.0
2396.1,280,241.986,1990.91,357.5583,280,1400000,-75510.40625
2857.53,281,124.8691,2995.2,302.4814,281,1405000,-71376.53125
4136.23,282,105.5744,3286.93,284.2015,282,1410000,-72694.4921875
3811.26,283,136.8271,3716.15,282.6261,283,1415000,-76041.7265625
2807.04,284,120.3822,3233.58,281.5935,284,1420000,-77088.9375
4381.39,285,95.7701,4944.01,280.7685,285,1425000,-80714.4921875
3278.41,286,121.3369,2904.49,281.4538,286,1430000,-78424.3125
4678.77,287,91.9812,4993.48,268.2469,287,1435000,-77540.71875
4935.02,288,92.2726,5036.42,282.0779,288,1440000,-80211.5390625
3985.99,289,120.149,3402.19,264.6369,289,1445000,-67916.7734375
3435.97,290,120.3737,2897.56,289.577,290,1450000,-73752.46875
4844.19,291,61.9996,4073.68,247.4148,291,1455000,-69649.1015625
2810.76,292,159.6452,1645.34,288.6199,292,1460000,-76307.21875
1967.22,293,195.693,1433.18,292.6277,293,1465000,-62557.38671875
2398.93,294,98.9729,1893.85,263.9503,294,1470000,-58367.453125
2684.21,295,87.4401,3642.21,256.2402,295,1475000,-56419.03125
2269.66,296,188.0877,1603.61,278.0063,296,1480000,-62939.734375
2985.72,297,174.6892,3156.07,268.819,297,1485000,-65119.03125
2970.59,298,150.8634,3382.59,296.2275,298,1490000,-71819.2421875
2547.04,299,199.417,2474.25,313.078,299,1495000,-72107.484375
3538.52,300,194.9919,3115.64,325.5669,300,1500000,-79458.203125
3440.31,301,177.6796,4644.33,345.3394,301,1505000,-83832.6015625
4148.56,302,189.0541,4158.84,368.1339,302,1510000,-87730.84375
3315.16,303,220.5771,2602.77,366.1095,303,1515000,-83343.6328125
4173.11,304,200.341,3795.44,361.2151,304,1520000,-87536.640625
2105.01,305,231.3243,1756.86,348.5447,305,1525000,-80066.8984375
1440.98,306,268.8072,1605.42,359.6511,306,1530000,-78856.734375
1101.38,307,220.0551,1068.75,345.9418,307,1535000,-77617.359375
3161.64,308,158.9919,3964.57,292.8536,308,1540000,-76667.1796875
4147.84,309,151.7907,4681.48,280.5333,309,1545000,-75454.90625
2015.58,310,585.6457,1794.6,335.2197,310,1550000,-75889.171875
3421.51,311,145.7452,3155.3,283.0576,311,1555000,-68445.25
4288.51,312,137.364,4200.88,278.1314,312,1560000,-66862.828125
4819.54,313,122.3405,4680.82,273.6945,313,1565000,-69836.1484375
3771.95,314,104.9585,4244.66,271.7688,314,1570000,-71599.3125
4316.43,315,312.7927,4347.76,289.3066,315,1575000,-76444.9453125
4566.78,316,99.969,5004.78,278.6237,316,1580000,-72211.234375
3017.57,317,132.6714,3065.5,297.4662,317,1585000,-78365.6953125
4063.55,318,147.8216,4140.82,294.301,318,1590000,-77283.890625
4475.81,319,177.7904,3552.49,299.9762,319,1595000,-80169.25
3028.38,320,197.9223,2876.44,324.9461,320,1600000,-80356.609375
3044.64,321,194.268,2987.51,312.2063,321,1605000,-81210.609375
2850.62,322,170.4244,3038.69,312.4042,322,1610000,-76065.9453125
3966.38,323,118.7561,3581.68,299.5631,323,1615000,-79464.921875
3893.68,324,138.3434,3795.44,290.0112,324,1620000,-74097.09375
2468.41,325,138.2638,2954.6,301.2041,325,1625000,-71517.140625
3240.51,326,127.8514,2847.16,314.5753,326,1630000,-73903.390625
1838.43,327,153.9575,1226.01,301.3811,327,1635000,-67788.265625
3492.59,328,202.9634,2841.23,307.9068,328,1640000,-72546.0546875
3220.83,329,119.1636,3491.3,278.3472,329,1645000,-69837.6015625
3622.86,330,109.8301,3726.89,298.0651,330,1650000,-76754.6171875
4224.18,331,106.4223,4030.94,312.7416,331,1655000,-80039.4296875
3483.96,332,111.9467,3297.86,297.8311,332,1660000,-72044.8671875
4725.54,333,126.6811,4679.09,310.1181,333,1665000,-77154.25
4297.84,334,94.4682,4501.61,284.1085,334,1670000,-77178.546875
3762.26,335,79.7482,3856.49,288.7047,335,1675000,-78559.265625
4839.22,336,112.2037,4550.6,312.0143,336,1680000,-81419.546875
4818.06,337,120.4215,4800.28,308.9141,337,1685000,-83613.5078125
4625.9,338,124.0255,4700.6,311.881,338,1690000,-82660.1953125
4557.37,339,146.256,4371.18,340.3312,339,1695000,-82729.609375
4095.47,340,125.3266,3812.04,333.7137,340,1700000,-78920.703125
2140.85,341,224.7112,2140.65,359.6978,341,1705000,-77095.5703125
3689.77,342,165.6821,3798.87,356.8589,342,1710000,-82110.015625
3063.71,343,214.9411,3240.61,364.257,343,1715000,-83485.875
2682.14,344,222.1822,2911.07,375.6987,344,1720000,-81425.6171875
2761.77,345,224.3258,3729.56,361.0752,345,1725000,-83108.9765625
2267.95,346,210.169,2644.33,368.4546,346,1730000,-84663.265625
2804.58,347,196.7168,2287.71,343.3437,347,1735000,-87279.8671875
2566.62,348,235.5196,2716.43,360.8723,348,1740000,-84005.5546875
3891.28,349,146.4357,2882.88,337.3804,349,1745000,-86828.53125
4109.5,350,167.4647,3058.25,352.9522,350,1750000,-86559.1015625
3939.84,351,131.414,3789.9,332.4244,351,1755000,-84434.3515625
4233.6,352,141.3884,4093.9,343.0187,352,1760000,-81275.7109375
3527.48,353,127.3643,3299.58,328.2369,353,1765000,-77712.8203125
4331.9,354,124.933,4550.51,329.4217,354,1770000,-83541.5703125
4552.81,355,114.5327,4322.82,332.7015,355,1775000,-81449.5078125
2707.18,356,143.4868,3720.78,347.9033,356,1780000,-81689.8046875
4319.16,357,117.077,4443.29,324.7947,357,1785000,-82183.96875
4538.61,358,130.3911,4651.27,340.5542,358,1790000,-84630.4765625
3951.64,359,174.5543,4408.02,353.1793,359,1795000,-87666.734375
4031.3,360,139.8427,3937.09,346.4293,360,1800000,-80356.7265625
4754.64,361,125.3584,4653.24,325.42,361,1805000,-85376.15625
3859.53,362,199.4397,3672.46,366.7004,362,1810000,-87554.2421875
4250.96,363,213.5424,4437.43,352.7359,363,1815000,-89497.7109375
4235.25,364,168.1629,3939.11,349.8343,364,1820000,-89449.9375
4271.5,365,165.1839,4567.24,351.5703,365,1825000,-90099.4140625
3659.76,366,176.6368,3484.62,358.0483,366,1830000,-87900.2421875
3968.7,367,152.5256,4377.54,341.2786,367,1835000,-85927.671875
3538.52,368,153.7351,4082.09,335.359,368,1840000,-86742.6640625
4361.38,369,179.5804,4673.88,348.8779,369,1845000,-86456.703125
4049.66,370,200.7003,4116.29,334.821,370,1850000,-81091.7578125
4745.32,371,135.9158,4797.68,303.9068,371,1855000,-86119.0625
2365.38,372,185.7677,2624.87,325.3809,372,1860000,-80149.1875
4858.43,373,164.6238,4645.06,330.7784,373,1865000,-90896.609375
4608.87,374,143.3135,4163.89,337.1047,374,1870000,-88635.7890625
4550.1,375,153.4554,4705.84,353.1716,375,1875000,-88530.140625
4519.81,376,132.3345,4112.95,326.5619,376,1880000,-86430.171875
4169.82,377,133.7579,4516.37,338.1234,377,1885000,-83214.375
4855.19,378,121.7044,4845.93,331.194,378,1890000,-86320.40625
4706.75,379,142.0142,4561.59,343.137,379,1895000,-86458.90625
4616.7,380,137.6844,4857.31,344.2971,380,1900000,-88932.546875
4774.08,381,186.1255,4517.17,333.0371,381,1905000,-86634.703125
4600.06,382,142.5864,4065.12,348.156,382,1910000,-86339.015625
4621.98,383,191.5841,4632.19,383.43,383,1915000,-92846.2734375
4819.22,384,176.3638,4821.15,367.6471,384,1920000,-91719.671875
4771.76,385,186.7897,4771.12,379.5237,385,1925000,-92508.53125
4762.72,386,201.7427,4760.92,375.4251,386,1930000,-92284.6953125
4831.56,387,179.7409,4834.84,366.9628,387,1935000,-92140.7578125
4899.52,388,157.5966,4868.29,357.2212,388,1940000,-86919.953125
4322.52,389,175.5926,4834.75,355.6458,389,1945000,-83573.4375
4092.76,390,196.4107,3414.68,353.629,390,1950000,-84742.8203125
4849.95,391,178.6671,4615.73,372.6277,391,1955000,-90328.796875
4808.32,392,128.1553,4543.25,336.7411,392,1960000,-81915.9140625
4130.63,393,147.6891,3479.8,357.6992,393,1965000,-85815.0859375
4206.22,394,156.712,4564.94,354.6302,394,1970000,-86084.7265625
4443.65,395,198.8983,4609.73,344.0856,395,1975000,-87736.3125
4471.36,396,172.7105,4532.4,349.6181,396,1980000,-89854.078125
4903.1,397,169.5415,4709.31,351.7903,397,1985000,-90397.15625
3513.46,398,140.9217,4785.01,313.7507,398,1990000,-87031.4375
