Running Update Time,Real Sto Return,Running Env Steps,Running Reverse KL,Reward Loss,Running Forward KL,Real Det Return,Itration
385,3748.26,1925000,21.1073,-11014.6865234375,35.2998,4307.6,385
386,4704.65,1930000,14.5329,-7885.8388671875,33.7109,4790.46,386
387,4573.96,1935000,15.3098,-8814.095703125,35.0891,4604.92,387
388,4614.13,1940000,15.1145,-8455.5,35.6056,4851.09,388
389,4810.49,1945000,14.4773,-8617.6611328125,35.0599,4982.62,389
390,4954.73,1950000,14.1193,-8346.1650390625,34.624,5126.7,390
391,4940.37,1955000,13.4072,-7392.73193359375,33.4089,5069.12,391
392,5007.16,1960000,13.2603,-7662.1513671875,32.7749,5189.25,392
393,5006.8,1965000,13.2184,-7342.71435546875,33.0103,5180.67,393
394,5001.54,1970000,13.5679,-7474.52294921875,33.2184,5172.22,394
395,5026.7,1975000,13.7207,-7369.5478515625,32.5752,5239.72,395
396,4995.49,1980000,13.3059,-7626.779296875,33.0074,5210.85,396
397,5010.26,1985000,12.828,-7169.59228515625,31.6792,5220.94,397
398,5014.1,1990000,13.3088,-7355.74365234375,32.3299,5224.31,398
399,5048.54,1995000,12.8901,-7130.10888671875,32.2411,5189.79,399
400,4978.87,2000000,13.7971,-7739.9853515625,32.2125,5118.28,400
401,4929.18,2005000,14.135,-7563.81884765625,32.8188,5021.93,401
402,4962.27,2010000,14.023,-7041.083984375,32.6458,5053.71,402
403,4875.46,2015000,14.6496,-8560.9208984375,33.853,5037.88,403
404,4961.51,2020000,14.3936,-8716.435546875,33.5754,5128.66,404
405,4976.65,2025000,13.5175,-8483.681640625,33.1014,5105.03,405
406,5016.27,2030000,13.8183,-8215.0673828125,32.1908,5134.73,406
407,5038.13,2035000,13.366,-8827.3251953125,33.091,5220.22,407
408,4888.01,2040000,14.5332,-9086.501953125,33.7348,5060.12,408
409,4867.5,2045000,13.304,-8472.005859375,33.4387,5091.52,409
410,4991.17,2050000,14.5168,-8696.7529296875,32.7535,5200.13,410
411,4991.63,2055000,12.9389,-8250.40625,33.3781,5091.46,411
412,4904.87,2060000,14.4917,-9129.0302734375,33.0266,5089.91,412
413,4982.47,2065000,13.0953,-8805.326171875,32.7494,5058.06,413
414,4888.35,2070000,13.1803,-8156.1611328125,32.9906,5107.58,414
415,5037.61,2075000,13.302,-7577.046875,32.2281,5217.0,415
416,5027.34,2080000,12.9704,-7665.11865234375,32.2794,5202.73,416
417,4984.13,2085000,12.9593,-8038.5,31.9988,5130.35,417
418,4992.41,2090000,13.2129,-8030.2001953125,32.0367,5187.65,418
419,5029.2,2095000,12.8731,-7381.29248046875,31.571,5139.61,419
420,4705.12,2100000,13.8931,-11548.0751953125,33.7851,5095.23,420
421,4894.36,2105000,13.8616,-8494.556640625,34.0429,5144.78,421
422,2171.16,2110000,17.3649,-12982.599609375,35.4583,1276.21,422
423,38.32,2115000,34.2705,-23431.78515625,40.7008,36.41,423
424,4791.54,2120000,14.6403,-9438.40234375,33.183,4968.81,424
425,4997.21,2125000,14.6277,-8509.08203125,33.2921,5191.67,425
426,4793.57,2130000,14.2752,-8373.333984375,33.2164,5241.62,426
427,5026.64,2135000,14.3407,-8309.216796875,33.0329,5191.74,427
428,5069.52,2140000,14.0468,-8123.27978515625,33.1229,5285.88,428
429,4819.92,2145000,14.003,-8314.2197265625,32.7023,5209.52,429
430,4996.82,2150000,13.7641,-8404.330078125,32.5622,5192.11,430
431,4842.0,2155000,14.2515,-9216.3857421875,33.1211,5157.84,431
432,4583.22,2160000,15.1,-10616.400390625,33.788,4905.22,432
433,4891.66,2165000,13.8343,-8879.865234375,32.8875,4995.51,433
434,4934.71,2170000,13.4208,-8299.970703125,32.8943,5009.24,434
435,4885.9,2175000,13.4543,-8403.46484375,32.371,4945.02,435
436,4847.41,2180000,14.0118,-8644.453125,34.0354,4851.31,436
437,4910.8,2185000,14.1416,-8649.5322265625,33.3167,4962.95,437
438,4667.61,2190000,17.698,-10934.4775390625,32.7148,5052.33,438
439,4983.39,2195000,14.7429,-9175.1025390625,32.1589,5062.92,439
440,5020.6,2200000,14.2887,-7993.435546875,32.1267,5041.9,440
441,5022.88,2205000,14.0801,-8085.82763671875,33.2344,5066.79,441
442,5046.4,2210000,13.9812,-7824.53955078125,33.306,5181.93,442
443,4993.01,2215000,13.8026,-8219.736328125,32.4414,5022.34,443
444,5070.28,2220000,12.8181,-7281.38134765625,31.8124,5210.24,444
445,5048.98,2225000,14.0011,-9414.3017578125,31.9979,5168.8,445
446,5060.0,2230000,12.6576,-7665.99072265625,31.4911,5228.5,446
447,5065.33,2235000,12.5234,-7160.74462890625,30.9196,5234.64,447
448,5069.75,2240000,12.0663,-7615.447265625,30.7061,5232.14,448
449,5080.21,2245000,12.7487,-7744.18701171875,31.2146,5267.27,449
450,5107.38,2250000,13.5578,-8946.369140625,32.1857,5269.03,450
451,5044.41,2255000,13.4438,-8020.97021484375,31.7475,5226.96,451
452,4902.53,2260000,12.6045,-9200.490234375,32.3725,5258.84,452
453,4966.04,2265000,12.9014,-8104.15087890625,31.8311,5211.17,453
454,4843.44,2270000,15.7826,-9853.2099609375,32.4502,5249.81,454
455,5081.94,2275000,13.0223,-8071.884765625,31.1012,5173.08,455
456,5080.31,2280000,13.4102,-7763.388671875,30.8459,5219.63,456
457,5103.36,2285000,14.5098,-9290.6728515625,31.3902,5262.19,457
458,4936.54,2290000,13.2555,-7356.25732421875,31.4542,5264.47,458
459,4930.28,2295000,12.7401,-8274.2216796875,31.6966,5227.46,459
460,4627.42,2300000,14.3146,-10002.435546875,32.7702,5210.28,460
461,4298.47,2305000,19.1262,-14677.3427734375,40.9252,4395.29,461
462,4260.12,2310000,16.9738,-13755.0146484375,39.5646,4286.67,462
463,4243.34,2315000,16.7689,-14371.53515625,38.3821,4310.05,463
464,4786.88,2320000,15.2146,-7392.5009765625,34.2328,4761.63,464
465,4069.53,2325000,15.3202,-10866.8701171875,34.1437,4770.72,465
466,4806.6,2330000,15.3777,-9932.3564453125,34.7624,4888.85,466
467,4848.3,2335000,14.9959,-9577.9228515625,31.8615,5097.41,467
468,4954.7,2340000,16.1068,-11552.7177734375,32.9517,5035.38,468
469,4953.52,2345000,13.5258,-8577.0302734375,31.786,5107.61,469
470,5092.15,2350000,13.6923,-9303.6220703125,31.0143,5231.93,470
471,5101.68,2355000,13.8597,-9521.78515625,30.7332,5229.1,471
472,5069.67,2360000,13.3281,-7824.89208984375,31.0563,5190.83,472
473,4894.16,2365000,13.7325,-7609.12255859375,30.791,5280.12,473
474,5094.6,2370000,13.4478,-7727.49560546875,30.9264,5287.82,474
475,5100.55,2375000,13.5425,-7588.05908203125,31.3312,5267.85,475
476,5096.09,2380000,13.5113,-8178.17822265625,31.1301,5251.23,476
477,5056.91,2385000,13.9653,-8236.0224609375,31.3308,5150.94,477
478,4939.91,2390000,13.2409,-8403.509765625,31.4016,4946.98,478
479,5075.99,2395000,13.5404,-7702.59033203125,30.8148,5207.88,479
480,4996.28,2400000,13.5396,-8305.3271484375,31.206,5132.28,480
481,5064.22,2405000,14.3587,-8551.5986328125,32.3603,5268.32,481
482,5079.63,2410000,13.8937,-8484.0791015625,32.0192,5228.58,482
483,5055.97,2415000,13.8312,-8847.2060546875,32.0186,5263.44,483
484,5083.73,2420000,13.8359,-8352.7861328125,32.2602,5262.95,484
485,5078.85,2425000,13.4753,-8582.1845703125,31.4481,5242.97,485
486,5063.96,2430000,13.4878,-8280.142578125,31.3901,5236.81,486
487,5117.19,2435000,12.5571,-7684.6416015625,30.9911,5260.64,487
488,5085.26,2440000,13.4289,-8453.4716796875,32.062,5199.33,488
489,5107.1,2445000,13.3758,-8205.482421875,31.9732,5246.14,489
490,5094.08,2450000,12.7225,-7931.3740234375,31.6713,5222.16,490
491,5013.67,2455000,13.1943,-8815.671875,32.3404,5200.44,491
492,5080.94,2460000,12.7675,-8120.85205078125,31.7295,5205.75,492
493,5098.61,2465000,12.6587,-7952.21484375,31.3496,5316.28,493
494,5075.19,2470000,12.2933,-8192.28515625,31.0937,5246.32,494
495,5119.05,2475000,12.5794,-7851.08154296875,31.1954,5214.07,495
496,5080.67,2480000,12.6168,-8262.4853515625,31.9834,5242.56,496
497,5084.99,2485000,11.9825,-7927.55419921875,31.2182,5260.09,497
498,5094.26,2490000,11.9645,-7833.66357421875,30.6816,5262.87,498
499,5060.08,2495000,11.6682,-8058.81298828125,30.2331,5201.89,499
500,5040.99,2500000,11.6431,-9722.515625,30.9883,5225.23,500
501,5096.02,2505000,12.4688,-8297.6689453125,30.8102,5294.68,501
502,4846.7,2510000,11.7554,-8010.02783203125,30.7509,5285.3,502
503,5062.91,2515000,12.422,-8587.6142578125,30.7634,5278.72,503
504,5066.62,2520000,12.2362,-8477.1484375,31.1282,5291.46,504
505,4693.41,2525000,12.3674,-8020.296875,30.4708,5370.94,505
506,5119.44,2530000,12.5931,-8260.0927734375,30.8751,5235.45,506
507,5126.85,2535000,12.0806,-9793.7939453125,31.2133,5243.95,507
508,5123.92,2540000,12.6008,-8089.38134765625,30.6389,5267.16,508
509,5166.57,2545000,13.6147,-8031.3251953125,30.7182,5316.8,509
510,4805.79,2550000,12.1833,-8367.369140625,31.0326,4929.62,510
511,4908.79,2555000,12.44,-8172.03759765625,31.407,5221.27,511
512,5043.25,2560000,12.6542,-8220.8779296875,31.1613,5245.13,512
513,5069.48,2565000,12.1213,-8101.76708984375,30.8876,5199.24,513
514,4948.19,2570000,12.3484,-8943.7138671875,31.5293,5203.2,514
515,5025.88,2575000,12.3078,-8960.02734375,31.725,5167.94,515
516,5059.19,2580000,12.444,-9743.919921875,31.8101,5216.99,516
517,5048.0,2585000,12.3197,-9274.958984375,31.7207,5299.81,517
518,5028.14,2590000,12.1338,-8888.595703125,31.5563,5218.22,518
519,4536.43,2595000,12.1277,-9306.083984375,31.4019,5044.94,519
520,4936.75,2600000,12.2818,-9492.927734375,31.9057,5181.86,520
521,4754.04,2605000,17.3627,-12195.90234375,32.2298,5136.46,521
522,4992.14,2610000,11.793,-8857.82421875,31.3359,5132.01,522
523,4986.29,2615000,12.8834,-9798.0458984375,32.3339,5202.8,523
524,4979.6,2620000,12.1222,-9523.5888671875,32.7493,5153.86,524
525,5004.26,2625000,11.9487,-9008.14453125,31.4992,5071.67,525
526,4982.06,2630000,12.8347,-10913.2373046875,32.8939,5154.89,526
527,4959.44,2635000,13.5018,-10523.2431640625,32.5035,5121.58,527
528,4943.92,2640000,12.822,-9402.9521484375,32.5753,5087.05,528
529,4951.04,2645000,12.5039,-8963.1904296875,32.4423,5091.95,529
530,4928.02,2650000,12.8527,-9502.482421875,32.7389,5053.19,530
531,4980.38,2655000,12.1598,-9072.3505859375,32.1249,5227.62,531
532,4989.72,2660000,13.0614,-9243.3701171875,32.7323,5166.19,532
533,4956.09,2665000,12.4464,-9844.6416015625,33.1397,5200.76,533
534,4988.12,2670000,12.4133,-9168.509765625,32.1408,5122.56,534
535,4970.86,2675000,12.5867,-9643.748046875,32.4655,5127.92,535
536,5012.77,2680000,12.7252,-9668.0087890625,32.5375,5249.14,536
537,4991.48,2685000,12.2908,-9978.958984375,32.2073,5064.99,537
538,5054.83,2690000,12.509,-10587.91796875,32.0008,5266.42,538
539,4866.69,2695000,12.3341,-9320.462890625,31.9754,5259.99,539
540,4778.56,2700000,12.5323,-9618.609375,31.9295,5210.97,540
541,4988.48,2705000,12.847,-11080.18359375,31.7827,5272.93,541
542,1980.4,2710000,20.0859,-22202.314453125,42.2415,782.13,542
543,3953.77,2715000,14.876,-11541.6318359375,33.1712,4113.07,543
544,5045.46,2720000,13.5069,-9342.2451171875,32.1706,5246.0,544
545,5000.64,2725000,13.7422,-9866.427734375,32.536,5178.9,545
546,4943.55,2730000,14.3445,-10644.986328125,33.49,5105.37,546
547,4973.02,2735000,13.7863,-10543.0634765625,32.6043,5177.07,547
548,4438.04,2740000,15.4432,-12539.2236328125,33.665,4339.21,548
549,4984.67,2745000,13.7376,-10525.03515625,33.1873,5199.22,549
550,4989.84,2750000,12.9859,-10209.3740234375,32.3219,5144.64,550
551,5000.22,2755000,15.8527,-11853.3857421875,31.6207,5170.14,551
552,5039.3,2760000,13.1121,-10473.19921875,32.3104,5226.28,552
553,5084.38,2765000,12.4478,-9452.51953125,31.4017,5244.08,553
554,4667.38,2770000,13.0748,-11543.1162109375,32.79,5183.96,554
555,5044.27,2775000,13.1947,-10176.638671875,32.6489,5235.15,555
556,5033.46,2780000,14.0218,-10519.294921875,32.9866,5172.88,556
557,5000.02,2785000,13.1945,-10326.1982421875,32.1866,5158.47,557
558,5049.54,2790000,13.0662,-10121.984375,32.1214,5257.16,558
559,5025.32,2795000,13.058,-10273.9814453125,32.2624,5184.11,559
560,5013.81,2800000,13.4307,-10362.29296875,32.2495,5212.76,560
561,5014.89,2805000,13.0382,-10548.37890625,32.965,5188.65,561
562,4964.46,2810000,13.95,-12504.4130859375,33.8584,5170.02,562
563,5040.03,2815000,13.0542,-10148.0068359375,32.2116,5249.48,563
564,4822.58,2820000,13.7224,-10330.447265625,32.6239,5217.62,564
565,5037.67,2825000,13.5716,-10472.1103515625,32.541,5188.48,565
566,5041.99,2830000,12.7492,-10783.904296875,32.0115,5195.55,566
567,5087.83,2835000,13.2554,-10581.10546875,32.5526,5277.53,567
568,4642.1,2840000,12.75,-10953.2900390625,32.1594,5218.83,568
569,4770.91,2845000,12.7735,-10318.79296875,31.8424,5254.38,569
570,4974.8,2850000,12.8403,-9508.2021484375,30.8505,5092.37,570
571,4903.1,2855000,12.8889,-10141.173828125,32.3581,5243.36,571
572,4841.73,2860000,12.5547,-9904.884765625,31.6014,5170.76,572
573,5019.48,2865000,13.061,-10710.248046875,32.1599,5199.09,573
574,5007.34,2870000,12.2469,-10952.3525390625,31.5656,5191.15,574
575,5011.93,2875000,13.4754,-12220.677734375,32.2389,5160.87,575
576,5032.9,2880000,12.7489,-10717.2626953125,32.0507,5233.77,576
577,5032.17,2885000,13.1232,-10289.26953125,32.1895,5192.92,577
578,4773.75,2890000,11.7523,-12357.1513671875,32.3915,5137.1,578
579,4628.31,2895000,12.2769,-11398.5888671875,32.1389,5197.95,579
580,4860.92,2900000,12.6882,-11866.4580078125,31.975,5218.25,580
581,4840.8,2905000,12.0908,-13667.69140625,33.126,5153.66,581
582,4433.81,2910000,12.8633,-13950.298828125,32.4344,5243.03,582
583,4994.11,2915000,12.5437,-10512.5419921875,31.3277,5149.5,583
584,4387.82,2920000,12.0329,-13195.376953125,32.0884,5199.3,584
585,4646.66,2925000,13.4161,-12819.5439453125,32.643,5232.11,585
586,4385.82,2930000,11.7805,-11892.6982421875,32.3757,5221.93,586
587,4889.29,2935000,13.4071,-13494.4267578125,32.4258,5299.3,587
588,4816.7,2940000,12.8164,-10588.1435546875,32.3498,5301.42,588
589,5106.39,2945000,12.6164,-9760.2275390625,31.4317,5238.39,589
590,5145.76,2950000,12.3217,-10901.8134765625,31.0836,5337.47,590
591,4900.93,2955000,12.6062,-9917.6376953125,31.2615,5341.4,591
592,5067.12,2960000,12.5142,-10169.837890625,31.6211,5249.7,592
593,5128.02,2965000,13.0571,-10040.5380859375,31.5408,5311.69,593
594,4874.06,2970000,12.418,-11203.3046875,31.7148,5291.53,594
595,5157.69,2975000,11.9735,-10845.9560546875,31.4255,5388.03,595
596,4797.44,2980000,12.758,-10440.4072265625,31.8482,5292.45,596
597,237.17,2985000,23.3361,-20195.78125,36.6516,1544.64,597
598,4944.74,2990000,13.8781,-11766.6962890625,31.1576,5258.06,598
599,4931.91,2995000,12.7413,-9192.4541015625,31.2016,5323.86,599
600,5112.23,3000000,13.3525,-9863.97265625,31.6951,5300.05,600
601,4964.02,3005000,12.6666,-9726.4560546875,31.4884,5335.61,601
602,4951.43,3010000,13.1186,-10085.9453125,31.703,5304.29,602
603,5041.73,3015000,13.5512,-10044.025390625,32.9702,5303.59,603
604,4825.66,3020000,12.493,-10636.3212890625,32.8369,5352.63,604
605,5173.44,3025000,12.5144,-11443.787109375,32.1898,5296.32,605
606,5157.41,3030000,12.725,-9967.1083984375,32.4153,5346.02,606
607,5132.92,3035000,12.8247,-10559.19921875,31.3747,5275.76,607
608,5128.75,3040000,12.6636,-10423.24609375,31.5193,5220.75,608
609,4920.66,3045000,12.9922,-11344.7412109375,32.0307,5220.35,609
610,5052.12,3050000,12.3635,-11435.0673828125,32.4196,5262.99,610
611,5102.38,3055000,13.4086,-13336.37890625,32.8989,5257.42,611
612,4847.74,3060000,12.0967,-10826.94921875,31.5801,5228.99,612
613,3131.75,3065000,17.5343,-19094.7890625,35.5552,4272.01,613
614,2355.03,3070000,25.0148,-23097.3671875,38.0967,2816.25,614
615,2941.09,3075000,14.9491,-21089.751953125,37.1119,2490.91,615
616,4813.04,3080000,13.4001,-16293.8134765625,33.4736,5171.78,616
617,5099.4,3085000,13.0224,-11447.2451171875,31.0316,5241.66,617
618,5068.23,3090000,15.2096,-13981.7861328125,32.6601,5196.09,618
619,5088.97,3095000,14.0179,-11587.92578125,32.3597,5245.89,619
620,5102.44,3100000,13.2999,-11137.2509765625,31.2102,5281.43,620
621,5109.96,3105000,13.2419,-11360.8916015625,31.5338,5279.41,621
622,5102.17,3110000,13.9388,-13439.640625,32.2396,5289.45,622
623,5071.89,3115000,13.3201,-11742.9892578125,31.8201,5260.18,623
624,4921.92,3120000,14.7817,-14025.5576171875,33.3127,5222.08,624
625,4883.15,3125000,14.3424,-12450.6083984375,33.553,5168.35,625
626,4783.18,3130000,14.607,-14336.9443359375,32.4054,5259.5,626
627,5049.12,3135000,13.6122,-11698.9267578125,31.9059,5244.8,627
628,5007.02,3140000,15.2773,-15392.376953125,33.0078,5146.04,628
629,5045.55,3145000,12.8781,-13326.705078125,32.7179,5169.5,629
630,4890.82,3150000,12.7412,-11942.9736328125,32.2604,5192.29,630
631,4861.72,3155000,12.8646,-12382.955078125,31.9188,5213.69,631
632,4855.89,3160000,11.9554,-11558.0673828125,31.1592,5279.85,632
633,4950.01,3165000,12.05,-11970.0556640625,31.8676,5252.34,633
634,5045.02,3170000,12.4635,-12966.43359375,31.5596,5381.35,634
635,5017.16,3175000,11.711,-12383.5751953125,31.4247,5329.36,635
636,4022.5,3180000,12.0555,-13029.6181640625,31.7235,5261.34,636
637,4862.49,3185000,12.1806,-12844.6025390625,31.3939,5270.01,637
638,4830.94,3190000,11.6912,-12016.1396484375,31.0589,5242.43,638
639,4934.16,3195000,11.6867,-11962.267578125,30.9828,5273.69,639
640,4917.7,3200000,12.3565,-12112.826171875,31.3965,5142.33,640
641,4985.6,3205000,12.3497,-13715.533203125,31.5448,5267.68,641
642,4492.44,3210000,11.93,-13063.86328125,31.6715,5170.49,642
643,4902.82,3215000,12.7197,-12806.0400390625,32.0467,5268.74,643
644,4565.71,3220000,12.7717,-15058.521484375,32.6686,5205.54,644
645,5015.11,3225000,12.2113,-12946.70703125,31.9425,5232.97,645
646,4418.75,3230000,14.1313,-15911.7421875,33.1643,4995.75,646
647,4443.34,3235000,13.4961,-16424.55859375,33.2929,5047.75,647
648,4393.66,3240000,12.3651,-12640.3212890625,31.4609,5159.01,648
649,4467.84,3245000,14.2194,-15669.8818359375,32.2843,4973.31,649
650,4864.68,3250000,13.8524,-11561.5068359375,31.1239,5050.81,650
651,4554.38,3255000,14.3028,-13060.32421875,32.1486,4984.24,651
652,5012.34,3260000,14.1027,-12253.6728515625,31.5402,5153.08,652
653,4908.46,3265000,14.4841,-14156.3046875,31.7302,5005.61,653
654,4127.73,3270000,12.5631,-15333.34375,32.6031,5089.63,654
655,5006.96,3275000,12.8193,-12250.455078125,31.4434,5184.92,655
656,4896.97,3280000,11.8491,-13452.90625,31.5221,5095.43,656
657,4240.11,3285000,22.5725,-18634.49609375,33.3535,5091.66,657
658,4926.99,3290000,13.0746,-11353.1884765625,30.2463,5183.54,658
659,3190.84,3295000,14.5967,-15262.091796875,31.8376,1242.24,659
660,4915.33,3300000,12.4238,-12339.015625,30.6344,5137.95,660
661,4958.35,3305000,13.0687,-11927.103515625,30.8484,5081.99,661
662,1770.45,3310000,19.3214,-25496.884765625,41.9127,2168.73,662
663,1599.74,3315000,36.4472,-24778.294921875,38.7846,1551.83,663
664,4243.52,3320000,15.5156,-13374.8525390625,35.3329,4730.18,664
665,4350.98,3325000,18.0921,-13287.470703125,34.6529,5018.58,665
666,4856.69,3330000,15.3334,-13727.9892578125,31.4674,4646.12,666
667,4395.1,3335000,14.8754,-11483.240234375,30.2145,4763.4,667
668,5138.91,3340000,14.3065,-11377.3427734375,29.6248,5295.76,668
669,5033.19,3345000,14.5442,-11544.0439453125,29.7122,5252.09,669
670,4677.08,3350000,14.3718,-12010.912109375,30.1437,5082.43,670
671,4776.33,3355000,14.1528,-12866.9677734375,30.8324,5055.58,671
672,5085.21,3360000,14.1701,-11587.1083984375,30.6181,5208.06,672
673,5050.79,3365000,13.973,-12305.3876953125,31.289,5195.51,673
674,4946.9,3370000,14.1836,-12322.40625,31.293,5254.3,674
675,5125.83,3375000,13.811,-12390.6015625,31.121,5275.68,675
676,4936.84,3380000,14.5024,-12911.0146484375,31.5215,5220.76,676
677,5110.87,3385000,13.7652,-12745.3740234375,31.3275,5303.67,677
678,5129.04,3390000,13.362,-11609.474609375,30.5246,5288.45,678
679,5057.92,3395000,13.3356,-11941.62890625,30.1421,5168.66,679
680,5098.54,3400000,13.3963,-12100.322265625,30.5072,5210.43,680
681,5085.47,3405000,14.267,-13014.4443359375,31.2318,5234.24,681
682,4794.62,3410000,13.4419,-12951.357421875,30.3678,5214.65,682
683,5105.74,3415000,13.4014,-12848.1533203125,31.0987,5280.26,683
684,4833.82,3420000,14.1954,-14619.267578125,31.1353,5203.34,684
685,5091.69,3425000,14.1623,-12052.2255859375,30.3315,5211.7,685
686,5097.22,3430000,14.1667,-13247.646484375,31.488,5193.82,686
687,4698.05,3435000,22.5687,-15862.0263671875,33.0927,5019.26,687
688,654.06,3440000,82.9525,-29384.0234375,46.2478,500.03,688
689,430.51,3445000,71.1231,-27571.142578125,42.0047,377.04,689
690,1353.56,3450000,38.9629,-28230.154296875,45.3134,572.77,690
691,1196.53,3455000,41.5217,-28640.85546875,40.602,702.37,691
692,953.77,3460000,67.8722,-30048.521484375,45.0623,917.56,692
693,1262.86,3465000,28.6148,-28422.662109375,41.9548,1197.06,693
694,4996.06,3470000,19.3447,-15432.955078125,33.27,5058.62,694
695,2659.76,3475000,48.7954,-26506.236328125,35.9895,3353.21,695
696,4496.3,3480000,22.0294,-18415.404296875,33.5213,3134.18,696
697,4183.35,3485000,23.5099,-20665.671875,34.2321,3241.67,697
698,4871.69,3490000,15.2528,-13568.5380859375,31.5998,5010.0,698
699,4935.29,3495000,15.7305,-16538.58984375,33.4646,5223.03,699
700,5107.34,3500000,15.6934,-14239.4384765625,32.4622,5014.54,700
701,4895.28,3505000,14.697,-13945.7158203125,31.9015,5303.6,701
702,4241.9,3510000,18.9517,-17220.94140625,33.1612,5264.02,702
703,5078.0,3515000,16.0979,-14877.7578125,33.3417,5210.18,703
704,4955.01,3520000,15.8641,-16428.08203125,33.596,5205.56,704
705,4905.0,3525000,16.4858,-15125.3193359375,33.3653,5203.29,705
706,5043.94,3530000,16.0595,-15239.775390625,33.3598,5147.9,706
707,5084.25,3535000,15.5836,-14767.6494140625,33.2806,5204.82,707
708,5075.0,3540000,15.8653,-14619.166015625,33.0017,5176.86,708
709,5071.2,3545000,15.9058,-14276.9892578125,33.0539,5154.03,709
710,5111.52,3550000,15.3169,-14272.837890625,32.9215,5230.01,710
711,5120.41,3555000,15.5833,-14469.2255859375,33.4018,5269.49,711
712,5082.89,3560000,14.6671,-13854.4541015625,32.5413,5160.88,712
713,5103.86,3565000,14.5224,-13998.083984375,32.9523,5263.67,713
714,5124.88,3570000,15.321,-13863.15234375,32.9041,5196.37,714
715,5106.47,3575000,16.0012,-14338.431640625,33.2517,5192.16,715
716,5117.32,3580000,15.0908,-13650.294921875,32.8293,5173.02,716
717,5117.25,3585000,15.5408,-13982.9619140625,32.4499,5230.91,717
718,5157.68,3590000,15.2158,-14201.1513671875,32.924,5301.16,718
719,5124.04,3595000,15.3866,-14406.3232421875,32.7529,5217.06,719
720,5144.16,3600000,14.6271,-13911.203125,32.3953,5208.84,720
721,5168.33,3605000,15.0341,-14128.03515625,32.2947,5204.83,721
722,5165.17,3610000,15.0825,-14795.90234375,32.57,5249.33,722
723,5174.5,3615000,14.8719,-14263.5009765625,32.56,5264.15,723
724,5139.51,3620000,14.4452,-14302.435546875,32.434,5249.33,724
725,5198.23,3625000,14.409,-14478.2890625,31.9203,5360.82,725
726,5166.47,3630000,14.9196,-14112.6240234375,31.9934,5295.68,726
727,5120.15,3635000,14.3778,-14631.2119140625,32.5415,5211.07,727
728,5154.91,3640000,14.9803,-14226.2724609375,31.9858,5247.73,728
729,5223.18,3645000,15.7353,-14563.3037109375,32.4014,5350.0,729
730,5180.85,3650000,14.6613,-14404.0078125,31.9785,5271.01,730
731,5197.07,3655000,15.3031,-14239.19140625,32.4506,5278.39,731
732,5150.27,3660000,15.4569,-15154.060546875,32.5414,5229.76,732
733,5195.5,3665000,15.0086,-14863.236328125,32.2448,5316.47,733
734,5140.57,3670000,15.0156,-15819.9482421875,32.7582,5276.36,734
735,5164.32,3675000,16.137,-15112.544921875,33.0304,5306.43,735
736,5199.87,3680000,16.7148,-15108.7900390625,32.9232,5308.22,736
737,5152.32,3685000,16.0697,-15791.41796875,33.5465,5268.06,737
738,5135.33,3690000,15.0641,-15501.439453125,32.6344,5333.11,738
739,5166.45,3695000,15.9821,-15435.2060546875,32.8411,5319.84,739
740,5115.32,3700000,16.1086,-15692.6650390625,33.0724,5227.81,740
741,5142.55,3705000,15.2807,-15158.6416015625,32.4899,5248.85,741
742,4972.21,3710000,15.5371,-15821.55078125,32.5251,5305.3,742
743,5107.45,3715000,15.2708,-15792.4814453125,32.5483,5249.41,743
744,5141.88,3720000,15.8987,-16149.880859375,32.767,5281.75,744
745,5171.87,3725000,15.5345,-15851.751953125,32.2683,5350.25,745
746,5106.76,3730000,15.1739,-16838.05078125,32.8392,5242.94,746
747,5129.46,3735000,15.9835,-16572.26953125,32.3468,5280.19,747
748,5142.18,3740000,15.8442,-16320.00390625,32.9174,5293.78,748
749,5124.37,3745000,16.1704,-17191.26953125,33.3521,5261.06,749
750,5160.02,3750000,16.6751,-16667.833984375,33.3117,5330.13,750
751,5160.93,3755000,16.4013,-16473.67578125,32.7377,5293.86,751
752,5167.53,3760000,15.8487,-17001.05859375,32.5263,5303.99,752
753,5188.77,3765000,16.0656,-17021.509765625,32.8211,5277.4,753
754,5185.06,3770000,16.1673,-17284.814453125,32.6225,5333.38,754
755,5147.56,3775000,16.01,-18070.134765625,33.2701,5320.74,755
756,5201.46,3780000,14.9328,-16850.212890625,32.4538,5343.93,756
757,5187.69,3785000,15.5963,-18102.677734375,32.7407,5343.82,757
758,5228.09,3790000,15.2566,-16542.18359375,32.5118,5361.08,758
759,5199.66,3795000,15.3336,-17242.052734375,32.3893,5375.94,759
760,5225.98,3800000,15.34,-17082.1875,32.3998,5407.22,760
761,5150.69,3805000,15.6971,-17073.068359375,32.4241,5364.82,761
762,5250.38,3810000,15.5704,-17491.201171875,32.3613,5359.37,762
763,5215.03,3815000,15.9946,-18265.140625,32.9424,5364.82,763
764,5193.98,3820000,15.1719,-17668.359375,31.9751,5312.8,764
765,5253.82,3825000,14.7185,-16247.2958984375,31.3668,5400.52,765
766,5236.51,3830000,15.0937,-16928.974609375,32.0788,5380.37,766
767,5285.65,3835000,15.2742,-16808.486328125,32.1242,5424.86,767
768,5211.15,3840000,14.7512,-17049.21875,31.5695,5328.94,768
769,5235.37,3845000,14.8092,-16727.287109375,31.3331,5324.5,769
