Running Reverse KL,Reward Loss,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Running Update Time,Real Det Return
22.0773,-4317.283203125,44.405,1925000,3795.2,385,385,3856.69
20.5186,-4996.98388671875,44.7637,1930000,2818.38,386,386,3243.56
25.6092,-4492.0625,45.4293,1935000,3742.23,387,387,3790.15
24.9286,-4854.70947265625,46.8966,1940000,3546.19,388,388,3591.49
23.5803,-4578.12451171875,45.391,1945000,3781.1,389,389,3800.21
25.1797,-4478.001953125,44.7108,1950000,3409.99,390,390,3787.41
23.4982,-4510.12353515625,45.0616,1955000,3668.86,391,391,3697.27
21.2407,-4681.41455078125,44.8629,1960000,3369.06,392,392,2713.39
22.1005,-4577.32861328125,45.0798,1965000,3668.74,393,393,3764.03
20.8482,-4485.53564453125,44.9242,1970000,3807.28,394,394,3178.62
23.5335,-4773.75732421875,44.6658,1975000,3127.51,395,395,1539.17
20.8407,-4711.0341796875,45.0399,1980000,3667.31,396,396,3713.7
22.9945,-4992.88916015625,45.3032,1985000,3053.95,397,397,3172.2
24.7436,-4752.8583984375,45.1318,1990000,3723.31,398,398,3831.75
21.604,-4784.56591796875,44.8318,1995000,3687.23,399,399,3880.31
22.4227,-4836.49169921875,45.3037,2000000,3743.03,400,400,3783.72
22.1731,-4895.21630859375,45.5258,2005000,3259.34,401,401,3599.17
28.356,-5100.2177734375,44.4104,2010000,3453.02,402,402,3290.7
23.654,-4888.486328125,45.0996,2015000,3764.26,403,403,3766.33
24.0366,-5011.24365234375,45.1075,2020000,3790.13,404,404,3793.32
23.9695,-5055.60498046875,45.3317,2025000,3783.72,405,405,3788.69
23.1904,-4866.25634765625,45.087,2030000,3842.22,406,406,3848.9
52.9844,-5506.8134765625,46.4424,2035000,1508.99,407,407,1729.21
23.2326,-5367.873046875,45.2705,2040000,3259.59,408,408,3652.84
25.0238,-5162.51416015625,45.3279,2045000,3650.36,409,409,3903.41
23.1153,-5335.9658203125,45.6016,2050000,3753.15,410,410,3788.75
25.9414,-5355.45751953125,45.7215,2055000,3750.54,411,411,3768.91
22.4872,-5316.4521484375,45.1696,2060000,3705.49,412,412,3719.73
22.8956,-5284.08447265625,44.9022,2065000,3773.07,413,413,3841.21
69.2707,-6019.0791015625,53.5343,2070000,63.82,414,414,65.88
23.9403,-5097.26025390625,44.8013,2075000,3849.16,415,415,3847.7
22.6042,-5134.06494140625,44.5236,2080000,3839.42,416,416,3614.12
23.1237,-5473.93603515625,45.064,2085000,3881.42,417,417,3906.35
28.0806,-5764.91455078125,47.2456,2090000,827.96,418,418,951.72
23.0282,-5523.02197265625,45.3282,2095000,3603.47,419,419,3651.44
23.7033,-5326.611328125,45.0258,2100000,3842.84,420,420,3886.53
23.8125,-5250.01318359375,44.9035,2105000,3898.29,421,421,3900.81
23.5383,-5317.244140625,44.6198,2110000,3900.36,422,422,3886.46
23.495,-5564.1630859375,45.2529,2115000,3842.53,423,423,3899.12
23.9988,-5525.23828125,45.5108,2120000,3917.02,424,424,3947.74
24.0438,-5057.69189453125,44.0102,2125000,3968.55,425,425,3965.88
24.3641,-5714.3271484375,46.1792,2130000,3879.95,426,426,4024.07
22.3673,-5514.94140625,45.1154,2135000,3845.98,427,427,3877.24
24.371,-5745.4453125,45.9147,2140000,3921.05,428,428,3921.41
22.5265,-5615.46533203125,45.3255,2145000,3901.0,429,429,3922.51
23.9517,-5455.0576171875,44.6978,2150000,3951.03,430,430,3934.97
25.8998,-5633.5,45.5939,2155000,4029.49,431,431,4077.96
24.323,-5860.90283203125,44.1731,2160000,3537.14,432,432,3735.9
23.5387,-5724.3623046875,44.9112,2165000,3944.41,433,433,3954.43
23.41,-5421.41259765625,44.7973,2170000,4068.27,434,434,4092.0
22.5965,-5827.3076171875,44.9808,2175000,3919.82,435,435,3939.69
38.0132,-6680.3154296875,53.8502,2180000,-3.8,436,436,-3.64
23.5984,-5878.951171875,45.6065,2185000,4004.68,437,437,3967.81
37.2125,-7827.9501953125,53.7617,2190000,12.52,438,438,12.21
38.6474,-7671.0458984375,54.6755,2195000,-4.23,439,439,-4.56
24.269,-5948.54931640625,45.1988,2200000,3969.24,440,440,3968.32
22.4543,-5943.22021484375,44.3609,2205000,3921.4,441,441,3916.18
21.3473,-6056.90380859375,44.6963,2210000,3875.48,442,442,3879.67
21.8315,-6072.56494140625,44.8764,2215000,3820.71,443,443,3871.04
21.5139,-5961.28759765625,44.7874,2220000,3791.13,444,444,3815.36
23.7598,-5992.28271484375,45.0497,2225000,3755.17,445,445,3763.15
22.1651,-5684.8310546875,44.8017,2230000,3693.3,446,446,3719.36
21.7123,-5791.19921875,44.8849,2235000,3723.84,447,447,3758.98
21.3265,-5901.18994140625,44.5013,2240000,3560.96,448,448,3578.55
20.9637,-5889.53955078125,44.0474,2245000,3760.13,449,449,3766.08
21.5273,-6165.63330078125,44.3904,2250000,3825.18,450,450,3835.94
24.4748,-6410.00390625,44.9288,2255000,3385.01,451,451,3664.73
22.1683,-6853.29443359375,45.2399,2260000,3610.7,452,452,3651.04
61.0846,-7531.97021484375,60.2703,2265000,-3.02,453,453,-2.92
22.9569,-6234.65966796875,44.6895,2270000,3870.54,454,454,3938.06
22.7681,-6625.01318359375,45.0135,2275000,3701.04,455,455,3697.9
21.3519,-6463.48681640625,44.9734,2280000,3752.25,456,456,3762.8
21.3965,-6410.4677734375,44.9363,2285000,3895.05,457,457,3907.96
22.9819,-6471.77783203125,45.2502,2290000,3876.85,458,458,3926.81
18.6996,-6324.1357421875,43.9248,2295000,3824.46,459,459,3875.92
20.1888,-6334.95458984375,44.6341,2300000,3818.26,460,460,3764.96
20.3561,-6661.00048828125,44.6967,2305000,3744.43,461,461,3748.1
23.2184,-6654.3173828125,46.1564,2310000,3762.77,462,462,3792.31
19.3633,-6528.1640625,44.8459,2315000,3632.48,463,463,3587.2
18.4362,-6815.537109375,44.5869,2320000,3842.07,464,464,3798.91
21.1103,-6651.86865234375,44.7289,2325000,3766.26,465,465,3808.98
23.0593,-6796.47265625,44.9153,2330000,3874.16,466,466,3897.11
17.0501,-6655.58056640625,43.9934,2335000,3543.88,467,467,3658.31
39.1074,-7219.841796875,46.2783,2340000,1702.39,468,468,3762.03
21.5217,-6257.54638671875,44.771,2345000,3717.55,469,469,3341.96
22.0532,-6304.53564453125,46.6971,2350000,3575.1,470,470,3571.22
59.7095,-8240.033203125,54.366,2355000,-4.97,471,471,-5.0
47.2139,-7383.2177734375,53.223,2360000,-3.75,472,472,-3.86
22.8012,-6963.6181640625,45.0897,2365000,3885.33,473,473,3831.68
35.306,-7988.87255859375,50.6283,2370000,39.44,474,474,-4.36
21.3141,-6691.986328125,44.5096,2375000,3858.25,475,475,3902.47
21.1059,-6757.6591796875,45.2033,2380000,4016.69,476,476,4057.17
45.3399,-8271.3330078125,54.0156,2385000,-4.01,477,477,-4.11
46.5138,-7958.73779296875,48.4297,2390000,400.88,478,478,-3.35
21.4481,-7045.88720703125,44.8348,2395000,3864.59,479,479,3889.74
20.0474,-7449.21630859375,45.1824,2400000,3494.05,480,480,3908.56
21.6107,-7300.65478515625,44.7274,2405000,3849.97,481,481,3732.46
20.2642,-8161.5322265625,45.2011,2410000,3299.95,482,482,3872.81
20.0925,-6857.11767578125,44.2069,2415000,3965.01,483,483,3232.46
22.2883,-7095.56005859375,45.0244,2420000,1810.39,484,484,2682.73
23.1056,-7096.38037109375,44.5738,2425000,3946.66,485,485,3881.89
20.3225,-7228.16162109375,43.7994,2430000,3913.77,486,486,4008.9
27.3844,-7512.60302734375,44.3562,2435000,3303.69,487,487,3642.86
19.1441,-7284.3115234375,44.7598,2440000,3908.72,488,488,3913.18
19.7542,-7247.02783203125,44.769,2445000,3910.8,489,489,3914.62
33.3362,-7951.341796875,44.9646,2450000,3443.9,490,490,3810.53
46.9276,-9886.7822265625,53.8541,2455000,-3.63,491,491,-3.71
21.9134,-7380.64501953125,44.7514,2460000,3858.56,492,492,4004.33
19.0734,-7464.845703125,44.6167,2465000,3940.51,493,493,3886.46
20.74,-7395.36376953125,44.8218,2470000,4057.33,494,494,3948.4
19.5004,-6972.18310546875,43.2237,2475000,3261.84,495,495,3425.54
21.3451,-7299.6171875,44.0537,2480000,3845.27,496,496,3874.5
19.9038,-7485.21142578125,44.8495,2485000,3951.81,497,497,3917.0
20.4276,-7682.0927734375,45.5539,2490000,3643.83,498,498,3192.74
27.2634,-10002.8525390625,52.5695,2495000,-4.17,499,499,-4.17
29.163,-7537.19482421875,44.836,2500000,2704.31,500,500,3970.53
162.4963,-10345.9091796875,55.7365,2505000,-20.41,501,501,-20.51
47.7614,-8928.974609375,56.9261,2510000,-4.02,502,502,-4.07
40.9583,-9999.7353515625,54.7756,2515000,-3.9,503,503,-3.99
21.5361,-7705.07568359375,44.3739,2520000,3786.92,504,504,3906.03
20.8864,-7854.626953125,44.9377,2525000,3952.32,505,505,3990.38
21.6535,-7780.091796875,44.7389,2530000,3850.78,506,506,3972.97
20.1614,-8001.37255859375,44.6902,2535000,3910.65,507,507,3941.13
19.0499,-8029.8359375,44.4421,2540000,3965.29,508,508,3463.03
21.4895,-8008.23486328125,44.5442,2545000,3738.65,509,509,3654.19
25.5659,-7689.19873046875,45.2241,2550000,3881.87,510,510,3890.06
23.0839,-6963.783203125,45.3791,2555000,3773.65,511,511,3765.85
23.7961,-7949.3701171875,45.9191,2560000,3405.12,512,512,3806.67
24.789,-7745.021484375,43.9574,2565000,2842.52,513,513,2889.03
21.7489,-7565.189453125,45.3401,2570000,3685.45,514,514,3624.38
22.2796,-6978.61669921875,44.0168,2575000,3439.41,515,515,3732.3
19.9118,-8557.0869140625,44.8746,2580000,3651.19,516,516,3596.73
23.4863,-7966.36181640625,45.8001,2585000,2850.76,517,517,4087.25
32.8165,-9514.1064453125,51.9886,2590000,-3.82,518,518,-3.91
75.7562,-10872.486328125,55.3101,2595000,-4.46,519,519,-4.44
46.0323,-10498.4697265625,57.3658,2600000,-3.84,520,520,-3.9
21.7393,-8025.0615234375,44.6554,2605000,3730.27,521,521,3687.43
22.5603,-8375.849609375,45.6396,2610000,3989.27,522,522,3935.14
22.3902,-8246.259765625,45.6658,2615000,4050.25,523,523,4060.55
21.8719,-8330.23046875,45.0738,2620000,3927.22,524,524,3934.38
101.9287,-5752.4716796875,60.6859,2625000,-6.45,525,525,-6.51
36.7168,-11110.26171875,57.9008,2630000,0.1,526,526,-0.54
56.7859,-11568.23046875,57.173,2635000,-3.8,527,527,-4.09
41.7683,-10619.2431640625,55.1346,2640000,-3.87,528,528,-3.83
22.7538,-8391.17578125,45.0039,2645000,3830.64,529,529,3824.27
22.5591,-8586.92578125,45.5341,2650000,4030.87,530,530,4050.89
23.5531,-8607.9990234375,45.9524,2655000,4021.85,531,531,4008.53
22.6861,-8641.16796875,45.8552,2660000,4004.94,532,532,4014.04
21.5028,-8416.404296875,45.3615,2665000,3941.04,533,533,4030.21
70.7271,-10596.4560546875,54.0368,2670000,57.77,534,534,63.7
43.6702,-9113.26953125,49.2397,2675000,-2.84,535,535,-3.27
22.8057,-8438.703125,45.0753,2680000,3971.81,536,536,2432.46
21.6507,-8700.8974609375,45.5371,2685000,4014.86,537,537,4075.35
28.8734,-9125.9443359375,46.144,2690000,3671.38,538,538,3647.45
30.1818,-10447.39453125,53.529,2695000,-0.43,539,539,0.5
26.0809,-10795.51171875,53.4585,2700000,-3.06,540,540,-3.12
43.9419,-11112.205078125,55.3773,2705000,-3.04,541,541,-3.55
22.6668,-8687.0615234375,44.9954,2710000,3944.34,542,542,3991.2
22.7123,-8624.298828125,45.1252,2715000,4020.48,543,543,4065.81
22.8496,-8497.509765625,45.0053,2720000,3960.68,544,544,4003.27
22.0796,-8636.4541015625,44.9496,2725000,3909.51,545,545,3921.1
23.1248,-8545.8681640625,45.5371,2730000,3980.76,546,546,3976.44
23.0626,-8768.5107421875,45.2615,2735000,3984.96,547,547,3985.17
22.7515,-8876.1865234375,45.1684,2740000,3976.4,548,548,3981.17
23.8531,-8647.875,45.3092,2745000,4017.74,549,549,4072.39
23.3245,-8632.28125,45.2696,2750000,4006.69,550,550,4029.86
23.2161,-8891.5185546875,45.3928,2755000,3947.62,551,551,3948.97
23.3662,-8874.623046875,45.4125,2760000,3998.65,552,552,4018.07
58.9046,-8487.486328125,54.6311,2765000,-3.64,553,553,-3.89
24.6139,-8997.34375,45.5664,2770000,4026.35,554,554,4041.4
22.6221,-9156.140625,45.5855,2775000,3993.82,555,555,3987.21
36.0091,-9847.2841796875,52.1951,2780000,-4.72,556,556,-4.57
39.8476,-9954.6904296875,53.2614,2785000,-3.62,557,557,-3.85
35.8418,-9332.4716796875,53.7108,2790000,-4.21,558,558,-4.25
38.2386,-9582.328125,53.8585,2795000,-4.54,559,559,-4.4
23.9283,-9100.0244140625,45.6563,2800000,3824.09,560,560,3996.51
23.476,-9164.375,45.7641,2805000,4058.17,561,561,4074.44
19.536,-8683.1123046875,44.9643,2810000,2653.41,562,562,2543.59
21.3733,-8727.798828125,44.8029,2815000,3857.64,563,563,3911.52
37.6353,-12644.2294921875,53.2869,2820000,-19.36,564,564,-17.28
26.5044,-10072.3173828125,48.2783,2825000,-2.88,565,565,-3.14
67.6425,-9655.9052734375,52.7707,2830000,-2.26,566,566,-1.94
24.2214,-9206.111328125,45.7889,2835000,4047.05,567,567,4056.8
23.1637,-9503.4111328125,45.8387,2840000,3979.91,568,568,4003.28
23.9551,-9609.5498046875,45.7465,2845000,4013.72,569,569,4003.1
25.7085,-9057.111328125,45.2991,2850000,3967.07,570,570,3969.93
24.1201,-9249.8310546875,45.5671,2855000,4009.98,571,571,4035.34
23.1254,-9444.1005859375,45.6802,2860000,3955.87,572,572,3958.02
25.1325,-9506.0537109375,46.1605,2865000,4042.78,573,573,4018.32
24.3173,-9548.9453125,45.9723,2870000,4041.28,574,574,4067.94
25.2818,-9585.9970703125,45.9267,2875000,4036.5,575,575,4051.38
23.4845,-9672.505859375,45.7702,2880000,3981.29,576,576,4024.23
25.5072,-9541.46875,46.0731,2885000,4067.51,577,577,4101.22
25.1966,-9336.044921875,45.6992,2890000,4108.28,578,578,4120.07
25.2735,-9525.41796875,45.9842,2895000,3956.4,579,579,3850.47
23.3571,-9605.8125,45.2003,2900000,3963.49,580,580,4012.3
22.1847,-10051.7939453125,45.2561,2905000,3894.82,581,581,3907.09
23.9532,-10072.9423828125,45.7168,2910000,3850.75,582,582,3880.28
28.154,-8726.904296875,45.4337,2915000,4065.64,583,583,4115.98
19.8865,-9398.1943359375,44.5431,2920000,3604.68,584,584,3622.85
21.4996,-9932.53125,45.3062,2925000,3615.46,585,585,3651.78
23.6902,-9837.564453125,44.8346,2930000,3984.17,586,586,3936.32
23.1782,-9762.46875,45.8169,2935000,4096.18,587,587,4132.04
25.0941,-9986.412109375,45.9298,2940000,4067.81,588,588,4031.42
23.4818,-9808.689453125,45.8233,2945000,3676.45,589,589,3924.07
26.3134,-9949.9169921875,46.621,2950000,3957.51,590,590,3877.13
22.8598,-10148.2841796875,45.5083,2955000,3827.65,591,591,3824.93
27.0403,-10134.9990234375,46.4662,2960000,4049.58,592,592,4000.07
24.0946,-10382.1171875,45.6301,2965000,3989.25,593,593,3927.29
23.9379,-10297.029296875,45.775,2970000,3866.31,594,594,3791.46
25.8615,-10273.966796875,45.7728,2975000,4095.34,595,595,4006.05
24.5487,-10399.3544921875,45.6998,2980000,3819.68,596,596,3895.67
24.2409,-10333.81640625,45.2974,2985000,4009.67,597,597,4003.18
24.3895,-10310.6787109375,45.9757,2990000,4058.21,598,598,3978.28
25.3274,-10176.998046875,46.1167,2995000,3950.32,599,599,3946.84
24.9115,-10538.3212890625,46.1978,3000000,4021.04,600,600,3944.3
25.0199,-10530.1015625,46.5602,3005000,4048.52,601,601,3997.29
24.3609,-10467.58984375,45.7862,3010000,4040.27,602,602,3962.41
25.996,-10571.0654296875,45.6223,3015000,3779.4,603,603,3556.03
23.6981,-10472.904296875,46.0454,3020000,4117.73,604,604,4085.92
23.0394,-10302.09375,44.7765,3025000,3902.73,605,605,3535.59
23.4425,-10601.400390625,45.8963,3030000,3946.01,606,606,3933.83
54.9245,-10635.9697265625,44.7282,3035000,2467.55,607,607,3087.15
23.0355,-10754.7392578125,45.8495,3040000,3923.91,608,608,3998.06
21.101,-10740.1943359375,45.3771,3045000,3853.95,609,609,3957.8
29.5262,-10481.0009765625,44.6092,3050000,3255.9,610,610,3377.1
22.5093,-9967.130859375,44.5909,3055000,2856.86,611,611,3382.17
25.2937,-11022.0927734375,46.0207,3060000,3953.13,612,612,3876.77
42.9713,-10582.44140625,45.6472,3065000,2835.74,613,613,1332.35
23.3202,-10828.25390625,45.7879,3070000,3986.17,614,614,3946.82
22.6059,-10990.0595703125,45.2594,3075000,3641.4,615,615,3883.86
21.5194,-11081.314453125,44.9724,3080000,3900.96,616,616,3924.28
20.8022,-10807.2861328125,44.9124,3085000,3836.02,617,617,3872.11
21.2714,-10975.4765625,45.3843,3090000,3812.38,618,618,3904.88
20.3336,-9668.794921875,45.9948,3095000,2390.12,619,619,2058.62
24.1153,-11182.4130859375,46.1518,3100000,3816.76,620,620,3810.31
25.664,-11023.0615234375,46.1524,3105000,3812.47,621,621,3863.24
24.4314,-11096.021484375,46.0358,3110000,3794.05,622,622,3798.69
24.41,-10632.8212890625,45.9543,3115000,3730.91,623,623,3779.13
23.7686,-11258.87109375,45.8675,3120000,3699.02,624,624,3724.65
23.7678,-10981.56640625,45.608,3125000,3790.78,625,625,3835.42
23.748,-11227.15234375,45.7502,3130000,3736.75,626,626,3778.96
21.4868,-11075.892578125,45.4496,3135000,3688.61,627,627,3729.34
23.4982,-11063.13671875,45.7086,3140000,3727.74,628,628,3755.72
23.3407,-11094.318359375,46.0323,3145000,3731.79,629,629,3739.89
22.4614,-10858.1455078125,45.425,3150000,3845.83,630,630,3801.27
22.8297,-11185.1748046875,45.6579,3155000,3870.14,631,631,3907.24
23.4503,-11097.3447265625,45.6724,3160000,3886.75,632,632,3863.38
24.069,-11221.2685546875,45.9371,3165000,3870.84,633,633,3868.65
23.6489,-11208.8203125,45.5969,3170000,3960.65,634,634,3990.24
23.6723,-11296.236328125,45.4132,3175000,3965.95,635,635,3992.79
24.0242,-11362.9765625,45.5773,3180000,3732.32,636,636,3810.18
24.2828,-11424.396484375,45.8082,3185000,3878.4,637,637,3853.7
24.2845,-11265.333984375,45.797,3190000,3818.32,638,638,3824.05
25.1559,-11250.6259765625,45.9879,3195000,3938.45,639,639,3942.27
25.1197,-11257.1962890625,45.9877,3200000,3896.13,640,640,3917.57
26.8039,-10685.4306640625,44.9683,3205000,2762.95,641,641,2839.18
23.3421,-11489.9931640625,45.9345,3210000,3849.01,642,642,3890.18
25.3575,-11073.51953125,45.9348,3215000,3805.22,643,643,3823.43
24.284,-11555.7158203125,46.1943,3220000,3903.05,644,644,3928.22
24.7415,-11370.005859375,46.1499,3225000,3919.28,645,645,3943.71
25.1222,-11355.6201171875,45.6995,3230000,4034.96,646,646,3984.46
24.1817,-11566.9345703125,45.7885,3235000,3929.9,647,647,3929.92
48.5535,-10114.359375,45.4532,3240000,2417.87,648,648,2677.98
23.8461,-11303.837890625,46.1355,3245000,3823.11,649,649,3813.17
26.9111,-10380.537109375,47.5128,3250000,3789.75,650,650,3850.46
24.7639,-11785.08984375,46.1973,3255000,3714.73,651,651,3657.73
24.3397,-11478.2529296875,46.4094,3260000,3720.36,652,652,3768.07
28.1704,-10818.068359375,45.3534,3265000,3788.32,653,653,3971.37
22.7813,-11607.7158203125,45.0376,3270000,3290.23,654,654,3722.95
24.7754,-11452.3466796875,45.7519,3275000,3842.57,655,655,3834.97
46.9264,-10207.953125,46.7383,3280000,2435.87,656,656,2804.87
24.3027,-11269.52734375,45.5967,3285000,3682.86,657,657,3714.53
25.4213,-11282.7490234375,44.9631,3290000,3805.06,658,658,3777.2
28.1982,-11159.7880859375,46.1304,3295000,3796.22,659,659,3925.91
19.5726,-11335.8076171875,51.0865,3300000,354.23,660,660,218.51
42.798,-10542.6640625,52.2275,3305000,-4.08,661,661,-3.95
39.9714,-10390.4814453125,51.9238,3310000,-3.81,662,662,-3.74
24.6337,-11549.248046875,45.4993,3315000,3933.04,663,663,3899.01
25.5285,-11091.5517578125,44.913,3320000,3516.95,664,664,3685.34
43.1073,-9810.9111328125,45.7793,3325000,2027.55,665,665,2362.18
31.2397,-11117.0087890625,52.3933,3330000,-4.09,666,666,-4.0
58.9579,-10132.17578125,52.6749,3335000,-4.04,667,667,-3.86
28.3699,-10810.4306640625,52.21,3340000,-3.35,668,668,-3.33
62.3419,-9743.625,51.4139,3345000,-2.47,669,669,-2.69
40.6319,-10811.3896484375,45.787,3350000,3527.55,670,670,3799.61
28.7736,-11178.8916015625,45.1899,3355000,3742.46,671,671,3735.05
27.8678,-11347.6923828125,45.937,3360000,4077.06,672,672,4034.89
21.5693,-11558.423828125,45.3155,3365000,3766.62,673,673,3992.73
26.3379,-11760.57421875,46.0694,3370000,3951.5,674,674,3908.21
28.7489,-11204.4111328125,46.6147,3375000,3957.63,675,675,3924.93
23.8433,-11876.5234375,45.8012,3380000,3909.27,676,676,3888.37
20.4726,-10106.9853515625,44.6267,3385000,3066.21,677,677,2850.44
23.6791,-12332.8291015625,45.9553,3390000,3778.92,678,678,3602.64
32.3657,-10811.0830078125,46.7492,3395000,2288.47,679,679,2507.44
37.5304,-10978.8525390625,46.0507,3400000,3618.15,680,680,3952.24
20.8833,-11177.6201171875,46.0558,3405000,1700.09,681,681,2885.85
26.1716,-11763.859375,46.1994,3410000,3996.25,682,682,3923.69
22.156,-11824.234375,45.7871,3415000,3894.87,683,683,3875.9
28.8903,-11560.1962890625,51.5837,3420000,-4.46,684,684,-4.49
44.5911,-11034.2119140625,51.8969,3425000,-3.36,685,685,-3.53
26.1079,-12084.7646484375,46.3375,3430000,4041.77,686,686,4008.56
27.1738,-11523.3798828125,45.8392,3435000,4000.78,687,687,3791.63
31.3265,-10129.8212890625,47.8472,3440000,591.37,688,688,663.22
51.8792,-10899.3056640625,49.2118,3445000,-3.78,689,689,-3.88
44.1683,-10963.462890625,50.8591,3450000,-2.61,690,690,-3.0
24.6056,-11853.609375,45.4335,3455000,3896.5,691,691,3830.27
27.3283,-11709.1259765625,45.8638,3460000,3370.59,692,692,3956.58
29.0236,-11277.134765625,45.6299,3465000,3817.8,693,693,3824.95
30.0027,-11667.3603515625,46.26,3470000,4071.62,694,694,4024.22
41.899,-11139.4951171875,45.2753,3475000,2423.94,695,695,2783.67
55.5957,-10192.9755859375,51.7109,3480000,-3.75,696,696,-3.83
32.7021,-10699.9912109375,48.8922,3485000,-3.25,697,697,-3.22
52.6299,-10532.943359375,51.3306,3490000,-0.51,698,698,-0.85
30.733,-11421.4775390625,51.0479,3495000,-0.41,699,699,-0.4
30.0705,-11471.12109375,45.9213,3500000,2475.18,700,700,3345.73
17.204,-12073.51953125,46.4549,3505000,1189.62,701,701,3946.72
19.4466,-11994.2265625,53.3689,3510000,-13.94,702,702,-15.68
19.6572,-11747.9443359375,51.0109,3515000,-3.45,703,703,-3.45
36.9774,-11437.5263671875,51.021,3520000,-2.05,704,704,-2.43
24.7802,-11759.9404296875,45.8923,3525000,3973.78,705,705,3993.6
25.2266,-11798.4775390625,45.8125,3530000,3939.59,706,706,3997.33
21.3839,-12115.7919921875,44.8493,3535000,3842.57,707,707,3832.91
23.151,-12100.693359375,45.6602,3540000,4027.97,708,708,4004.65
22.0291,-11887.39453125,45.3464,3545000,3914.59,709,709,3848.64
25.3511,-11513.37890625,46.2137,3550000,3910.07,710,710,2980.29
20.3138,-11892.7900390625,45.5421,3555000,3374.8,711,711,3915.08
22.885,-12037.189453125,46.2686,3560000,3793.19,712,712,3977.18
15.0326,-11552.53125,45.773,3565000,1637.7,713,713,490.79
25.3952,-12109.08203125,46.2168,3570000,4058.4,714,714,4044.13
18.6096,-13391.7060546875,53.0297,3575000,390.02,715,715,5.97
25.6383,-12155.9755859375,45.8707,3580000,4050.2,716,716,4041.22
23.3835,-12413.3837890625,45.782,3585000,4090.37,717,717,4098.31
25.1562,-12399.3359375,45.6602,3590000,3562.39,718,718,3528.4
26.2661,-12136.548828125,45.9296,3595000,4011.95,719,719,3993.74
21.8586,-12349.939453125,45.2341,3600000,3578.91,720,720,1989.9
16.6236,-13325.669921875,52.3714,3605000,-4.37,721,721,-4.08
19.5613,-13095.6728515625,51.5497,3610000,-2.59,722,722,-2.58
23.2052,-12831.9833984375,51.3679,3615000,-1.76,723,723,-2.18
25.9888,-12819.6396484375,51.0218,3620000,-1.75,724,724,-1.98
26.1047,-11948.5830078125,45.9033,3625000,4014.5,725,725,4033.9
23.6868,-12126.291015625,45.231,3630000,3990.93,726,726,3930.57
23.7468,-11938.42578125,45.1215,3635000,4073.36,727,727,1691.0
25.3081,-12074.8408203125,45.8094,3640000,4090.47,728,728,4076.07
28.2153,-11748.830078125,45.4984,3645000,3317.5,729,729,3905.48
16.0851,-12985.5859375,51.4296,3650000,-4.28,730,730,-4.15
16.4297,-12526.927734375,50.6641,3655000,-3.28,731,731,-3.2
27.0229,-12458.81640625,50.7654,3660000,-1.4,732,732,-1.95
26.1591,-12196.8564453125,45.9081,3665000,3861.76,733,733,3846.05
18.8736,-12726.19140625,52.7458,3670000,58.99,734,734,71.48
15.0087,-12841.9453125,50.7006,3675000,-1.76,735,735,-2.24
13.263,-13235.73828125,50.5947,3680000,-1.35,736,736,-1.78
15.8392,-12422.3525390625,50.5982,3685000,-1.85,737,737,-2.15
14.1872,-12195.802734375,50.3962,3690000,-0.74,738,738,-0.97
18.8661,-12295.931640625,49.0968,3695000,534.14,739,739,466.79
19.2086,-11390.1171875,47.2507,3700000,899.42,740,740,738.32
21.3208,-11848.4443359375,47.1674,3705000,881.26,741,741,961.85
19.7589,-12211.4033203125,46.7475,3710000,2043.97,742,742,2004.52
28.6063,-13258.2490234375,47.4713,3715000,3234.05,743,743,3245.54
27.2715,-11846.6982421875,46.2208,3720000,3629.97,744,744,3595.65
22.07,-12212.7529296875,45.7288,3725000,3395.17,745,745,3454.52
28.3645,-11809.330078125,46.5548,3730000,3805.37,746,746,3743.8
24.8834,-11164.388671875,45.0857,3735000,3640.44,747,747,3683.22
26.3935,-11473.7919921875,44.9966,3740000,3928.57,748,748,3921.16
28.2919,-11434.4990234375,45.6595,3745000,3983.36,749,749,3969.61
28.7671,-10595.6162109375,44.4815,3750000,3881.73,750,750,3376.22
24.3391,-11913.126953125,47.9474,3755000,975.28,751,751,122.01
25.713,-11366.85546875,51.4934,3760000,-3.15,752,752,-3.35
19.0911,-11908.9189453125,51.2758,3765000,-2.69,753,753,-3.15
16.3419,-12490.7509765625,50.7307,3770000,-1.27,754,754,-1.8
20.3558,-12700.861328125,50.824,3775000,-0.81,755,755,-1.15
27.2128,-12179.0712890625,46.2782,3780000,3351.84,756,756,4015.01
26.3018,-12253.158203125,45.9701,3785000,3895.54,757,757,3834.28
