Real Sto Return,Running Reverse KL,Running Forward KL,Itration,Real Det Return
4222.88,18.1655,43.7754,255,4415.57
3708.27,18.7863,43.6729,256,4074.82
4108.23,18.9246,43.5555,257,4283.75
4026.5,18.4453,43.5219,258,4492.54
4027.19,17.7819,43.4918,259,4427.93
4355.18,19.2487,43.311,260,4482.75
4298.3,19.5659,43.5555,261,4454.68
4059.69,18.1682,43.9235,262,4383.29
4272.49,18.2379,42.8242,263,4264.74
4311.94,18.6505,43.31,264,4354.59
3873.73,17.6106,43.1467,265,2922.95
4325.02,18.246,43.5933,266,4352.22
3573.55,16.1491,44.0045,267,4282.55
4439.23,18.3924,43.0874,268,4367.52
4106.17,17.0905,43.2541,269,4415.69
4210.66,17.5683,42.7068,270,4493.54
4336.14,17.9432,43.4819,271,4407.0
4091.14,17.9111,43.2838,272,4455.7
4132.38,16.5334,44.2172,273,3761.77
4092.46,17.1377,43.3958,274,4403.28
3647.29,17.3229,43.8417,275,4143.33
4064.35,18.618,42.9361,276,4181.2
3891.31,18.8414,44.0504,277,4355.58
3747.61,17.3044,43.7106,278,4225.33
3733.15,17.1783,43.4914,279,4284.39
3743.3,17.4899,43.0524,280,4094.84
4164.1,18.9756,43.2879,281,4332.4
4401.42,18.9105,43.0003,282,4355.68
4178.69,17.9772,43.1063,283,4285.15
3757.61,18.1984,43.7429,284,4284.71
4386.03,19.0414,43.403,285,4326.68
4327.57,18.8386,43.4639,286,3786.02
4327.48,18.675,43.1446,287,4483.64
3991.48,18.5106,42.8232,288,4298.32
3743.44,17.8026,43.6342,289,4208.48
4413.7,17.7063,42.9537,290,4489.78
4403.27,19.2264,43.822,291,4383.6
4225.35,18.5916,43.662,292,4469.27
4236.19,18.213,43.2667,293,3955.37
4463.15,18.3948,43.7668,294,2367.08
4455.7,18.922,43.3443,295,868.7
4501.76,18.9691,42.6863,296,4539.82
4100.73,18.5723,43.2204,297,4450.83
3875.07,17.7214,43.1807,298,3769.3
4094.77,20.1538,43.264,299,4270.02
3510.0,20.869,43.0951,300,2570.98
4097.29,18.515,42.9715,301,4398.33
4437.81,17.3922,43.046,302,4398.59
4219.8,17.0621,43.0575,303,4411.89
3949.8,18.9174,43.7005,304,4108.14
2840.15,20.8731,44.9713,305,1788.99
4175.77,17.0937,43.2941,306,4363.36
4303.72,19.9015,43.3815,307,4589.55
3990.15,19.1049,42.6943,308,4420.81
4450.82,17.702,42.4616,309,4471.26
4345.59,17.8996,43.6321,310,4376.69
3842.22,18.1835,43.1186,311,4457.7
4408.35,19.3976,43.2959,312,4435.45
4381.51,19.3187,43.0937,313,4461.37
4337.47,19.2742,42.7565,314,4553.74
3887.15,18.84,42.6652,315,4525.9
4406.76,18.2076,42.8599,316,4656.48
4397.54,23.1034,42.8039,317,4515.76
4182.0,18.4059,43.1084,318,4472.35
3466.77,17.5121,43.2365,319,4173.27
3496.13,20.7217,43.2586,320,4014.61
3723.22,20.3897,43.3435,321,4609.8
4292.56,19.305,43.3399,322,4583.27
3687.42,27.763,42.7955,323,3360.51
4235.93,25.7531,43.2223,324,4643.88
4074.16,22.4373,42.9182,325,2329.93
3471.62,26.3419,43.2854,326,4106.43
4163.4,25.2347,43.9573,327,3574.09
4504.61,19.5225,42.5799,328,4636.83
4313.45,22.6303,43.2156,329,3283.3
3478.8,21.4782,42.7844,330,2907.15
4156.68,21.01,43.4494,331,4120.81
4371.38,25.1746,43.0896,332,4302.88
4480.73,18.9144,43.5467,333,4035.8
4084.19,23.2189,43.6412,334,2841.23
4483.77,21.3616,43.5276,335,4515.64
4283.29,20.7715,43.5261,336,4503.58
3839.7,26.7116,43.9664,337,4101.44
3703.1,20.2077,43.3805,338,3361.01
4373.31,20.7591,42.9559,339,4451.54
4339.5,21.9682,43.55,340,4465.1
3824.63,29.5278,43.2786,341,4666.48
4099.94,20.2013,43.5672,342,4649.25
4433.01,22.4017,43.8199,343,4662.07
3678.25,21.9248,43.0342,344,4557.68
4217.79,23.0875,43.9904,345,4526.63
4618.23,21.4843,43.1281,346,4645.1
3794.93,21.4512,43.448,347,3785.93
4329.65,21.7695,43.086,348,4580.64
4422.76,23.6833,43.442,349,4519.78
4149.34,20.0603,42.9569,350,3612.03
4591.84,20.598,42.3066,351,4546.04
4348.24,20.2441,42.4057,352,4653.29
4601.45,19.5443,42.4216,353,4611.65
4398.08,19.3127,42.3362,354,4649.18
4619.55,20.0269,42.5495,355,4623.77
4588.01,19.176,43.1113,356,4600.39
417.41,60.8483,46.5916,357,670.59
4264.99,17.6306,42.0512,358,4442.91
4301.66,20.6603,43.3043,359,4470.41
4331.84,20.1537,42.6945,360,4625.56
4484.29,19.6493,43.3039,361,4598.78
4591.89,18.9891,42.8875,362,4606.02
4544.79,18.4255,42.203,363,4523.64
4303.41,18.4247,42.5427,364,4488.89
4542.76,19.1964,42.2771,365,4620.35
3847.82,19.1233,43.526,366,4110.9
4540.05,20.3289,42.8898,367,4682.51
4480.13,18.7307,42.4514,368,4575.59
4479.75,20.1538,43.0724,369,4546.83
4258.86,19.805,42.5645,370,4616.26
4534.42,20.329,42.3855,371,4601.35
4443.61,19.2494,42.8509,372,4646.96
4581.6,19.025,42.6935,373,4269.43
4464.74,18.2979,43.0078,374,4684.64
4449.29,20.4028,42.9759,375,4680.47
4293.31,18.731,42.4295,376,4660.64
4571.22,19.0087,42.8133,377,4269.86
4447.39,19.8555,42.991,378,4697.26
4419.67,19.5795,43.126,379,4591.14
4676.24,19.2508,42.7493,380,4747.14
4062.57,19.6716,42.2824,381,4723.77
4312.25,19.5921,42.5429,382,1602.32
4442.77,19.0545,43.1656,383,4302.4
4009.98,18.9867,42.2145,384,4685.39
4044.98,18.8207,43.3417,385,4532.51
4384.68,18.1423,43.0172,386,4647.09
4247.58,17.7942,42.8938,387,4136.16
4365.05,19.337,42.8912,388,4607.05
4625.62,18.7965,42.743,389,4705.39
4097.9,19.3009,43.4551,390,4686.98
4629.64,20.0606,43.0009,391,4628.72
4200.41,19.14,42.8709,392,4700.98
4555.39,20.8706,43.1195,393,4650.35
4022.01,22.2764,42.7295,394,4689.14
2280.67,18.633,43.595,395,4433.7
2105.6,17.3807,43.2297,396,2775.79
4409.5,19.4139,42.9394,397,4615.0
4484.38,19.6464,43.366,398,4410.29
4566.74,19.0455,42.618,399,4615.62
4643.75,19.3509,42.7982,400,4653.04
4658.23,19.9073,42.9193,401,4656.47
4644.24,19.5872,43.218,402,4715.78
4615.37,18.2855,42.9489,403,4570.68
4344.01,19.0338,43.1937,404,4715.22
4672.04,19.2295,43.0519,405,4705.23
4558.96,19.6282,42.6937,406,4685.05
4602.13,19.1428,43.6382,407,4676.09
4492.03,19.36,43.3409,408,4549.9
4546.21,19.1648,43.2727,409,4629.49
4554.61,20.1318,43.7601,410,4606.86
4400.32,19.1169,42.8522,411,4701.99
4554.38,19.0832,43.4491,412,4617.66
4427.42,18.6188,43.3273,413,4699.11
4631.47,18.8885,42.7267,414,4556.81
4411.51,18.9767,42.9232,415,4499.08
4700.98,16.7694,42.8111,416,4358.01
4138.09,17.6436,43.0376,417,4702.38
4046.77,19.3438,42.8704,418,4053.28
4028.65,17.3799,42.416,419,4558.83
4371.23,18.6788,42.7969,420,4735.23
4027.68,18.9256,42.6032,421,3109.42
4655.6,18.4042,42.3494,422,4678.76
4163.37,19.0629,42.5103,423,4620.77
4326.73,16.7088,43.501,424,3206.13
4408.59,18.3197,43.1776,425,4405.13
4273.93,18.541,42.9433,426,3433.9
4450.3,18.4432,43.2967,427,2959.81
4089.58,18.2639,42.5644,428,3409.23
4018.61,16.3879,43.0114,429,2802.31
4218.99,17.6215,42.7795,430,4367.06
4403.6,19.2146,43.0027,431,4548.28
4452.64,18.8184,42.807,432,4629.89
4354.26,19.826,44.4134,433,4667.85
4204.28,18.7515,43.3386,434,4519.99
4476.65,19.3169,43.0859,435,3432.02
4602.56,24.0209,44.1407,436,4396.04
4381.23,18.8968,42.9502,437,4221.63
4151.97,19.4704,43.3403,438,2930.55
4335.26,19.2578,43.4546,439,4549.94
4514.43,18.8033,42.9887,440,4702.35
4078.38,19.1361,42.8506,441,4513.42
4485.79,19.9935,43.0322,442,4729.87
4063.74,19.3249,43.354,443,4528.27
4230.65,19.4052,43.7427,444,4181.24
4248.38,18.9791,43.3886,445,4278.3
4218.82,20.1576,43.1357,446,3932.75
4011.64,18.6897,43.3962,447,4428.21
4337.44,19.9444,43.5541,448,4582.61
3750.08,19.5404,43.2088,449,4325.08
3776.06,20.4344,43.5204,450,4678.29
4574.17,19.0578,43.5629,451,4393.81
4156.08,17.8937,43.3785,452,4587.42
3903.03,20.0596,43.0935,453,4431.64
4366.66,19.1692,43.5864,454,4488.41
4438.66,20.137,43.0412,455,4674.49
4082.41,18.6694,43.6067,456,4625.88
4639.67,20.64,43.436,457,4742.93
3928.72,19.931,43.511,458,3784.9
4175.81,18.7164,43.2665,459,4731.87
4170.09,18.1845,42.9919,460,4709.76
3882.93,18.781,42.8245,461,4535.95
4498.38,19.3894,43.3263,462,4729.36
4607.73,18.3685,42.7436,463,4646.07
4518.68,19.2998,43.1721,464,4563.51
4558.48,19.6207,43.3656,465,4643.47
4488.99,18.6598,43.4266,466,4612.43
4527.29,19.209,42.8012,467,4495.83
4590.07,18.1117,42.8618,468,4607.64
4494.64,19.1537,42.7317,469,4623.22
4476.89,18.9699,43.6547,470,4612.01
4351.94,17.6439,43.4942,471,4438.63
4392.5,18.8612,42.8362,472,4447.52
4284.06,18.2003,42.3954,473,4777.78
4689.1,18.9592,43.6822,474,4620.77
4528.87,18.3395,43.6376,475,4521.14
4492.93,18.3913,43.1233,476,4490.38
4191.16,18.2801,43.8887,477,3755.45
4241.29,18.8879,43.2544,478,4584.7
4568.49,19.6907,43.8275,479,4599.39
4172.23,18.7684,43.07,480,4491.35
4522.48,18.2461,43.2244,481,4372.78
4587.7,19.5774,43.7747,482,4554.99
4482.18,18.6414,43.206,483,4458.7
4387.71,20.4327,43.2978,484,4508.15
4467.34,19.0553,43.763,485,4446.94
4418.55,19.3168,43.5507,486,4453.47
4351.75,19.3488,43.1133,487,4470.01
4179.46,19.7246,43.9054,488,4557.34
4506.72,18.4622,43.0439,489,4490.59
4539.9,18.807,42.8393,490,4506.83
4379.18,18.4432,42.904,491,4387.63
4540.77,19.4066,43.9024,492,4482.89
1288.39,17.4405,45.2537,493,1494.69
3666.58,17.525,44.0497,494,4612.13
4503.07,18.9212,43.3876,495,4530.05
4454.81,18.9454,42.7649,496,4662.2
4510.49,19.163,42.6756,497,4400.29
4414.54,19.3947,43.2515,498,4640.42
4020.61,18.1128,43.5797,499,4522.91
3456.92,18.3687,43.5819,500,4545.39
4107.84,18.4155,43.4573,501,4639.26
4056.02,19.8183,43.2621,502,4218.18
4122.95,18.6281,44.5242,503,4426.21
3967.47,17.3885,42.3908,504,4686.67
4195.35,19.2906,43.4512,505,4534.68
4557.45,19.1216,43.1915,506,4595.09
3716.83,17.4882,43.4308,507,4133.22
3627.03,18.0471,44.0548,508,3013.09
3610.34,17.5413,44.1846,509,3822.14
3714.6,17.6701,43.3129,510,3779.33
4354.97,18.5429,43.3398,511,4487.49
3500.6,18.2088,43.3655,512,4268.06
3802.95,16.4752,42.9846,513,4335.91
4209.79,18.998,43.1728,514,4291.34
4367.94,17.5616,43.2504,515,4500.53
3508.69,18.1648,42.7408,516,4418.95
4043.05,17.1106,42.9376,517,4572.59
4138.36,19.0357,43.6886,518,4494.68
4564.44,19.1375,43.2913,519,4300.88
4192.48,17.2351,42.5446,520,4035.25
3930.66,17.5698,44.2653,521,4153.07
4449.2,17.7519,43.388,522,4172.54
4345.42,17.8128,42.9839,523,4380.62
4407.07,18.9666,43.0584,524,4522.98
4404.12,17.6255,43.47,525,4114.31
4183.2,19.4244,42.9478,526,4516.82
4172.86,18.8582,43.3498,527,4138.19
3649.17,20.2161,43.4817,528,4596.44
3930.08,18.6624,43.8019,529,4469.47
4273.52,18.839,43.4396,530,4487.55
3112.57,20.3603,44.3161,531,575.61
2048.59,27.1834,45.5765,532,1019.64
3461.31,18.2349,44.7132,533,1008.93
4094.17,17.9838,44.1223,534,4513.59
3663.77,19.3006,44.3082,535,4339.17
3592.74,19.4879,43.872,536,4444.46
3906.26,18.7726,43.8538,537,3854.87
4028.26,18.915,43.8126,538,4117.26
4184.49,24.7276,43.7008,539,4439.56
4109.57,19.8549,42.6234,540,4594.51
3875.52,18.2919,44.2529,541,4525.98
3568.43,19.0608,44.1274,542,4018.82
3273.57,34.8012,45.1602,543,2798.11
3819.17,24.128,43.6078,544,4057.64
2324.71,27.8482,44.11,545,4265.98
2348.85,22.2981,43.9067,546,3108.93
2173.4,22.3752,45.3986,547,2496.62
3450.46,17.5658,43.8747,548,3487.63
2437.28,15.7263,44.788,549,1830.67
3112.17,17.3989,43.9333,550,2347.56
2914.55,18.3298,43.7255,551,2773.59
3273.45,17.9349,44.3071,552,2596.78
2965.46,28.3069,44.9043,553,2716.98
3194.47,17.6762,43.6553,554,2946.89
3191.02,18.5026,43.5823,555,3483.77
2877.38,20.4882,44.8054,556,1205.02
3323.35,23.0796,43.9057,557,3061.99
3429.91,19.5395,43.4815,558,3482.13
4015.21,26.9647,43.8293,559,2532.92
3096.0,28.3377,43.5506,560,3043.08
3317.71,28.8736,44.6535,561,4129.24
3397.1,31.9113,44.3599,562,3708.43
3223.02,28.1671,44.7406,563,3611.29
3732.25,21.458,44.2503,564,3816.01
3015.13,19.4612,44.8531,565,2953.16
3635.09,23.9676,43.9381,566,3023.1
3505.61,24.553,44.7335,567,3907.69
3524.33,25.7806,43.6293,568,3689.71
3332.43,31.4788,44.3494,569,1866.85
3626.36,19.9585,43.7339,570,3640.07
2847.66,18.2093,44.3192,571,3560.23
3356.68,23.8988,44.8201,572,3875.41
3892.79,19.663,43.6668,573,3508.37
4208.88,19.3131,44.7271,574,4005.62
4314.65,23.3674,43.3848,575,4090.31
4315.87,18.7529,44.108,576,4417.58
4144.4,19.8561,43.5194,577,4471.18
3165.69,19.0196,43.7858,578,3602.76
3947.57,33.0323,44.6288,579,3414.32
3446.93,20.8959,44.5384,580,2643.96
4451.52,19.6547,43.4865,581,4573.76
4484.6,19.7955,43.4463,582,4391.47
4360.35,19.2506,43.0609,583,4164.81
4354.51,19.7436,43.1942,584,4533.58
4416.94,19.4591,43.4909,585,3723.26
4068.18,19.7281,43.1385,586,4618.1
3836.22,18.1497,43.0239,587,3948.6
4269.51,25.6199,42.5289,588,4045.2
4224.53,21.9915,43.1031,589,3058.32
4199.06,20.6423,43.0387,590,4370.32
2592.7,16.9467,44.4151,591,1673.53
4432.1,19.232,43.7834,592,779.0
3582.28,18.8415,43.4459,593,4103.66
3164.61,18.2989,44.1517,594,1935.0
3957.22,19.7681,42.8813,595,2065.93
4301.78,19.7907,44.4472,596,4399.37
3774.55,19.2486,42.7848,597,3243.35
4064.78,18.4957,42.9226,598,4567.48
3766.54,21.2776,44.2282,599,4246.23
3792.79,19.4,43.9096,600,4502.55
4302.28,18.5825,43.0915,601,2418.02
4049.88,18.6026,43.3237,602,4102.69
3994.48,18.6091,43.3726,603,4521.63
4129.32,18.0936,43.5475,604,4616.66
4304.16,19.7198,43.4375,605,4691.21
4038.55,20.0021,43.0377,606,3241.73
3490.49,18.1199,44.5179,607,4527.41
4579.25,19.8103,44.2454,608,4350.17
4230.44,20.8584,44.3632,609,3726.48
3767.15,19.2978,43.6751,610,4094.43
4370.0,20.5319,44.1171,611,4382.82
3965.31,18.7167,43.3557,612,4269.5
4470.47,18.8044,43.9128,613,3809.26
4053.56,19.9582,43.6971,614,3975.02
4273.14,19.2867,43.3709,615,4378.2
4351.97,19.2985,43.4363,616,4527.43
3749.14,17.4874,43.7786,617,3379.83
3859.5,20.4074,43.4346,618,4404.87
3695.72,26.6168,44.2816,619,4334.97
4095.98,20.1102,44.1246,620,4279.75
3479.27,23.8078,43.8469,621,3993.1
3422.95,16.909,43.9104,622,3843.25
3593.44,18.4073,43.5321,623,3387.58
3519.49,20.8025,43.5862,624,2959.65
2714.96,18.5216,44.7566,625,2646.26
3837.71,23.4781,43.8412,626,4206.85
4048.85,23.7068,44.3061,627,3937.65
4213.26,19.2498,43.5011,628,4088.68
3481.03,21.0031,44.6054,629,4378.57
3981.59,20.4517,44.1333,630,4315.86
4416.46,20.8049,43.968,631,4697.01
4454.42,20.1255,43.6205,632,4579.13
4535.37,19.9689,43.8332,633,4603.27
4144.46,19.3759,42.9166,634,4541.32
2759.61,23.639,44.4578,635,4280.09
4427.93,20.5193,43.7993,636,4658.67
3021.78,16.6258,43.2647,637,433.68
3309.4,18.8791,43.8862,638,4563.05
4591.26,18.8834,43.4599,639,4547.95
4033.92,18.3647,43.4588,640,4536.48
